EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Accuracy,SecondChanceFtPoints,Fg3aBlocked,Clear Path Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,BlockedLongMidRange,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,HeaveAttempts,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,OffensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedArc3,on,BlockedCorner3
101154,1610612764,Andray Blatche,Andray Blatche,101154,WAS,7409.0,123,11,234,232,125,106,32,466,5.0,11.0,2.0,3.0,3.0,6.0,4.0,10.0,19,4.0,1.0,2.0,5.0,2.0,3.0,15.0,34,2.0,9.0,5.0,41,250,2.0,4.0,4.0,5.0,14,2.0,4.0,16,14.0,16.0,3.0,3.0,4.0,5.0,2.0,2.0,7,1.0,8,1.0,6.0,1.0,17,1.0,5,2.0,2.0,15.0,3.0,20,8,28,1.0,4.0,2.0,2.0,3,2.0,2.0,5.0,1.0,3.0,8,1.0,6.0,11,25,1.0,5.0,1.0,5.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,16,125,4.0,0.4666666666666667,0.5384615384615384,0.5,0.2222222222222222,0.5,0.2222222222222222,0.4411764705882353,0.5,0.35714285714285715,0.4186046511627907,0.5,0.4444444444444444,0.45555555555555555,0.5,0.4444444444444444,0.20930232558139536,0.058823529411764705,0.18181818181818182,19.55719557195572,0.375,0.2727272727272727,0.18181818181818182,0.18292682926829268,0.0641025641025641,0.07692307692307693,0.05,0.1574074074074074,0.061224489795918366,0.045454545454545456,0.05555555555555555,0.07894736842105263,0.07142857142857142,0.16,0.16,0.21875,0.125,0.045454545454545456,0.5,0.2558139534883721,0.45454545454545453,0.5555555555555556,0.2,0.09302325581395349,0.4418604651162791,0.5263157894736842,0.5263157894736842,0.6,0.09302325581395349,0.11627906976744186,0.4,0.4,0.5,0.75,0.6666666666666666,0.3333333333333333,0.5,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.46511627906976744,0.4,0.43465348837209306,0.41525,0.44255,0.06666666666666667,0.08333333333333333,0.0975609756097561,0.3902439024390244,11.770588235294117,24.51111111111111,0.5341880341880342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101182,1610612764,Donell Taylor,Donell Taylor,101182,WAS,20134.0,336,29,631,636,296,199,78,1267,18.0,36.0,2.0,6.0,11.0,18.0,10.0,16.0,42,3.0,1.0,3.0,6.0,2.0,4.0,38.0,88,4.0,9.0,26.0,114,658,3.0,10.0,12.0,21.0,44,3.0,5.0,61,48.0,28.0,6.0,6.0,2.0,6.0,3.0,6.0,17,10.0,27,6.0,12.0,4.0,64,,12,,8.0,16.0,3.0,27,12,39,1.0,20.0,11.0,9.0,12,1.0,10.0,11.0,2.0,3.0,23,3.0,13.0,16,30,1.0,24.0,2.0,36.0,3.0,15.0,2.0,,2.0,1.0,,61,296,2.0,0.631578947368421,0.6486486486486487,0.5,0.4444444444444444,0.6,0.4444444444444444,0.4318181818181818,0.3,0.4772727272727273,0.4536082474226804,0.5,0.5204081632653061,0.504424778761062,0.5,0.5648148148148148,0.09278350515463918,0.06818181818181818,0.16666666666666666,18.915159944367176,0.5217391304347826,0.125,,0.07881773399014778,0.05660377358490566,0.11428571428571428,,0.08791208791208792,0.04460966542750929,0.06349206349206349,0.02127659574468085,0.06862745098039216,,0.030303030303030304,0.11864406779661017,0.08974358974358974,0.14634146341463414,0.021739130434782608,0.5,0.3711340206185567,0.5,0.6,0.6666666666666666,0.10309278350515463,0.4329896907216495,0.38095238095238093,0.38095238095238093,0.625,0.030927835051546393,0.061855670103092786,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3673469387755102,0.6111111111111112,0.02040816326530612,0.08163265306122448,0.5,0.4639175257731959,0.5,0.4849092783505154,0.45896818181818183,0.4741183673469388,0.13761467889908258,0.15,0.10526315789473684,0.5350877192982456,10.60340909090909,24.72222222222222,0.46909667194928684,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,0.06896551724137931,0.4,0.4,0.5,0.3333333333333333,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,0.08333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,
1498,1610612764,Antonio Daniels,Antonio Daniels,1498,WAS,136984.0,2283,122,4379,4364,1765,1455,553,8743,113.0,175.0,5.0,9.0,41.0,67.0,116.0,45.0,158,20.0,6.0,18.0,81.0,7.0,28.0,207.0,449,23.0,101.0,284.0,767,4712,12.0,28.0,36.0,75.0,162,9.0,34.0,335,114.0,300.0,48.0,21.0,2.0,81.0,18.0,24.0,199,85.0,284,61.0,95.0,78.0,653,5.0,14,,47.0,105.0,1.0,153,19,172,5.0,52.0,35.0,17.0,50,14.0,31.0,39.0,19.0,5.0,89,9.0,38.0,45,96,1.0,272.0,43.0,336.0,28.0,121.0,8.0,3.0,8.0,3.0,,335,1765,10.0,0.2753623188405797,0.2766990291262136,0.6956521739130435,0.22772277227722773,0.2647058823529412,0.22772277227722773,0.4610244988864143,0.42857142857142855,0.46296296296296297,0.4390909090909091,0.2857142857142857,0.45153061224489793,0.5415472779369628,0.375,0.5836298932384342,0.18363636363636363,0.053452115812917596,0.09714285714285714,15.61692827339559,0.5617977528089888,0.005714285714285714,,0.07399577167019028,0.009465855307640297,0.09533468559837728,0.010416666666666666,0.0794979079497908,0.009698825931597753,0.013636363636363636,0.012690355329949238,0.004651162790697674,0.0106951871657754,0.07511737089201878,0.0525164113785558,0.0914179104477612,0.09696969696969697,0.017421602787456445,0.375,0.3181818181818182,0.6457142857142857,0.7151898734177216,0.3274336283185841,0.2109090909090909,0.2872727272727273,0.2848101265822785,0.2848101265822785,0.28888888888888886,0.03636363636363636,0.14727272727272728,0.2222222222222222,0.225,0.6111111111111112,0.21428571428571427,0.5555555555555556,0.34183673469387754,0.6119402985074627,0.030612244897959183,0.14285714285714285,0.25,0.5018181818181818,0.2222222222222222,0.48725857664233574,0.46543857142857153,0.4836927835051546,0.18818040435458788,0.22324723247232472,0.0469361147327249,0.4367666232073012,8.873719376391984,25.568316831683173,0.40306005937428635,49.0,5.0,,3.0,2.0,,11.0,,14.0,158.0,24.0,26.0,4.0,13.0,55.0,4.0,51.0,,0.09202453987730061,0.4224137931034483,0.44954128440366975,0.14285714285714285,0.25,0.25,1.0,0.07142857142857142,,,0.2619047619047619,,0.3333333333333333,12.0,1.0,1.0,3.0,12.0,1.0,0.009900990099009901,0.0603448275862069,0.012345679012345678,0.009433962264150943,,,,,,,,,,,,,,,True,
1712,1610612764,Antawn Jamison,Antawn Jamison,1712,WAS,109345.0,1822,219,3518,3483,1415,1147,466,7001,117.0,192.0,33.0,58.0,41.0,68.0,199.0,90.0,234,57.0,26.0,57.0,165.0,21.0,65.0,301.0,625,82.0,222.0,127.0,975,3774,56.0,103.0,145.0,103.0,210,35.0,91.0,382,392.0,210.0,240.0,6.0,62.0,163.0,57.0,39.0,57,27.0,84,18.0,27.0,22.0,195,15.0,64,10.0,54.0,223.0,49.0,326,89,415,14.0,54.0,29.0,25.0,50,9.0,33.0,32.0,17.0,7.0,82,4.0,31.0,76,115,6.0,153.0,10.0,175.0,15.0,61.0,9.0,7.0,9.0,2.0,2.0,382,1415,8.0,0.6511627906976745,0.725925925925926,0.975609756097561,0.36936936936936937,0.38461538461538464,0.37272727272727274,0.4816,0.5436893203883495,0.49047619047619045,0.500590318772137,0.5508474576271186,0.5166112956810631,0.527027027027027,0.5708661417322834,0.5504322766570605,0.26210153482880755,0.0624,0.11458333333333333,24.711656441717793,0.6097560975609756,0.37404580152671757,0.06802721088435375,0.19544259421560034,0.05382674516400336,0.14323607427055704,0.03787878787878788,0.18247694334650857,0.049842271293375394,0.07084468664850137,0.05263157894736842,0.04208416833667335,0.04234527687296417,0.19117647058823528,0.19786096256684493,0.19672131147540983,0.13671875,0.03389830508474576,0.2222222222222222,0.22668240850059032,0.609375,0.6882352941176471,0.5982905982905983,0.23494687131050768,0.2762691853600944,0.38461538461538464,0.38461538461538464,0.8444444444444444,0.06729634002361275,0.19480519480519481,0.34545454545454546,0.3496932515337423,0.9649122807017544,0.4915254237288136,0.5689655172413793,0.22591362126245848,0.6029411764705882,0.08637873754152824,0.2159468438538206,0.3230769230769231,0.4887839433293979,0.3496932515337423,0.47624822064056926,0.5037847826086957,0.4803222222222221,0.07254464285714286,0.09090909090909091,0.14871794871794872,0.39179487179487177,9.885760000000001,25.399999999999988,0.40221716884593517,94.0,25.0,2.0,3.0,14.0,4.0,12.0,6.0,15.0,71.0,9.0,8.0,6.0,8.0,29.0,1.0,26.0,0.4,0.15702479338842976,0.4723618090452261,0.5164835164835165,0.5319148936170213,0.43859649122807015,0.44642857142857145,1.0,0.025423728813559324,0.6666666666666666,1.0,0.1016949152542373,0.3333333333333333,0.5384615384615384,15.0,3.0,,21.0,,1.0,0.013513513513513514,0.08542713567839195,0.012121212121212121,0.02247191011235955,2.0,1.0,1.0,4.0,0.017543859649122806,0.12121212121212122,1.0,0.017777777777777778,,,,,,,True,
1916,1610612764,Calvin Booth,Calvin Booth,1916,WAS,7959.0,133,-31,248,244,98,107,32,492,4.0,6.0,1.0,2.0,1.0,2.0,4.0,6.0,15,,,1.0,1.0,1.0,1.0,10.0,25,1.0,1.0,4.0,27,292,1.0,5.0,2.0,2.0,9,1.0,1.0,7,18.0,2.0,3.0,,2.0,1.0,1.0,1.0,6,2.0,8,2.0,3.0,3.0,18,2.0,6,2.0,3.0,8.0,6.0,17,10,27,,6.0,6.0,,3,1.0,2.0,3.0,1.0,1.0,6,1.0,1.0,15,24,,7.0,1.0,8.0,,4.0,5.0,3.0,5.0,3.0,,7,98,4.0,0.9,1.0,1.0,1.0,1.0,1.0,0.4,0.2,0.2222222222222222,0.4423076923076923,0.2,0.35,0.45,0.2,0.3181818181818182,0.038461538461538464,0.04,0.16666666666666666,12.765957446808512,0.5,0.42857142857142855,0.18181818181818182,0.09876543209876543,0.07407407407407407,0.14285714285714285,0.07142857142857142,0.10784313725490197,0.07339449541284404,0.07692307692307693,0.04,0.09302325581395349,0.045454545454545456,0.1,0.16666666666666666,0.06060606060606061,0.125,,0.6,0.23076923076923078,0.6666666666666666,0.8,0.75,0.15384615384615385,0.5769230769230769,0.4,0.4,1.0,,0.038461538461538464,1.0,1.0,1.0,0.4,0.5,0.2,0.5,,0.1,1.0,0.2692307692307692,1.0,0.46130769230769225,0.47645000000000004,0.44322999999999996,0.13333333333333333,0.13793103448275862,0.07407407407407407,0.25925925925925924,11.876,25.7,0.3951612903225806,,,,,,,,,,,,,,,,2.0,,,0.2,,,,,,,,,,,,,,,,1.0,,,,,,0.16666666666666666,,,,,,,,,1.0,,,,,,True,
2041,1610612764,Etan Thomas,Etan Thomas,2041,WAS,44189.0,736,-18,1397,1388,451,382,184,2785,69.0,110.0,23.0,36.0,18.0,23.0,46.0,2.0,5,,,,,,,89.0,161,,,43.0,221,1489,24.0,43.0,62.0,20.0,31,,,56,88.0,90.0,,,42.0,,,20.0,10,1.0,11,1.0,7.0,2.0,23,12.0,49,3.0,33.0,74.0,16.0,123,64,187,1.0,13.0,9.0,4.0,13,1.0,2.0,18.0,11.0,4.0,31,6.0,8.0,55,91,12.0,73.0,4.0,74.0,8.0,31.0,42.0,22.0,42.0,30.0,1.0,56,451,9.0,0.4943820224719101,0.6470588235294118,,,,,0.5527950310559007,0.5581395348837209,0.6451612903225806,0.5527950310559007,0.5581395348837209,0.6451612903225806,0.5695876288659794,0.5740740740740741,0.6222222222222222,,0.12422360248447205,0.13636363636363635,13.983840894965818,0.41935483870967744,0.32,0.057692307692307696,0.16666666666666666,0.10144927536231885,0.1952662721893491,0.075,0.17455138662316477,0.09486780715396578,0.11486486486486487,0.09016393442622951,0.09859154929577464,0.07575757575757576,0.21138211382113822,0.15217391304347827,0.14754098360655737,0.2,0.0196078431372549,0.7142857142857143,0.6832298136645962,0.6272727272727273,0.7263157894736842,0.5072463768115942,0.2857142857142857,0.031055900621118012,0.4,0.4,,,,,,,0.8372093023255814,0.6388888888888888,0.7419354838709677,0.782608695652174,,,,0.6832298136645962,,0.5162906832298135,0.5611837837837838,0.5107032258064516,0.16847826086956522,0.16847826086956522,0.28054298642533937,0.25339366515837103,3.167080745341615,,0.3228346456692913,18.0,,,,,,,,,16.0,,1.0,2.0,5.0,10.0,20.0,9.0,,0.1864406779661017,0.391304347826087,0.43902439024390244,0.5,,,,,,,,,,14.0,,,11.0,,,,0.10869565217391304,,0.07142857142857142,,,,,,0.13043478260869565,,,3.0,2.0,,,,,True,
2217,1610612764,Brendan Haywood,Brendan Haywood,2217,WAS,49215.0,820,58,1540,1537,582,442,200,3077,75.0,114.0,29.0,53.0,28.0,43.0,62.0,,7,,,,,,,92.0,183,,,60.0,244,1642,30.0,60.0,75.0,32.0,56,,,100,104.0,80.0,,,52.0,,,15.0,12,3.0,15,2.0,6.0,6.0,33,14.0,69,2.0,30.0,70.0,13.0,113,85,198,8.0,13.0,11.0,2.0,12,2.0,3.0,31.0,9.0,8.0,43,9.0,22.0,66,110,10.0,86.0,12.0,106.0,9.0,43.0,55.0,28.0,55.0,31.0,,100,582,9.0,0.5652173913043478,0.7878787878787878,,,,,0.5027322404371585,0.5,0.5714285714285714,0.5027322404371585,0.5,0.5714285714285714,0.5258620689655172,0.487012987012987,0.5747126436781609,,0.08196721311475409,0.09649122807017543,15.341545352743562,0.27906976744186046,0.23214285714285715,0.028985507246376812,0.12433392539964476,0.12410071942446044,0.19230769230769232,0.08695652173913043,0.13908205841446453,0.11576011157601115,0.17177914110429449,0.11728395061728394,0.09523809523809523,0.08064516129032258,0.08843537414965986,0.1,0.1712962962962963,0.20388349514563106,0.10526315789473684,0.5636363636363636,0.6229508196721312,0.6578947368421053,0.7281553398058253,0.5866666666666667,0.33879781420765026,0.03825136612021858,,,,,,,,,0.8833333333333333,0.5471698113207547,0.7678571428571429,0.6511627906976745,,,,0.6229508196721312,,0.517574863387978,0.5579320754716982,0.5590678571428572,0.19815668202764977,0.19815668202764977,0.3073770491803279,0.4098360655737705,3.4546448087431703,,0.37792207792207794,17.0,,,,,,,,,36.0,1.0,,1.0,12.0,15.0,26.0,14.0,,0.16981132075471697,0.27419354838709675,0.288135593220339,0.47058823529411764,,,,,,,,,,15.0,,,11.0,,1.0,,0.04838709677419355,,0.10810810810810811,,1.0,,,,0.13793103448275862,,,3.0,7.0,1.0,0.14285714285714285,,,True,
2240,1610612764,Gilbert Arenas,Gilbert Arenas,2240,WAS,109694.0,1828,182,3552,3522,1463,1226,451,7074,132.0,215.0,11.0,20.0,51.0,82.0,87.0,128.0,288,40.0,20.0,110.0,262.0,41.0,110.0,295.0,590,125.0,302.0,392.0,1357,3854,22.0,45.0,86.0,117.0,229,49.0,130.0,601,156.0,434.0,234.0,141.0,14.0,260.0,110.0,27.0,180,47.0,227,38.0,99.0,49.0,501,8.0,23,,34.0,78.0,6.0,118,31,149,8.0,94.0,54.0,40.0,81,13.0,59.0,71.0,22.0,9.0,152,8.0,53.0,72,167,3.0,339.0,21.0,476.0,34.0,186.0,9.0,7.0,11.0,7.0,,601,1463,36.0,0.26440677966101694,0.2708333333333333,0.624,0.4139072847682119,0.3769230769230769,0.4166666666666667,0.5,0.4888888888888889,0.5109170305676856,0.5409192825112108,0.48360655737704916,0.5306406685236769,0.6077272727272728,0.5592105263157895,0.615625,0.33856502242152464,0.04576271186440678,0.08372093023255814,30.60176125244618,0.5328947368421053,0.041666666666666664,,0.06854130052724078,0.01944209636517329,0.08651399491094147,0.020253164556962026,0.07315480078380143,0.01964512040557668,0.02425876010781671,0.024691358024691357,0.012295081967213115,0.0165016501650165,0.05120481927710843,0.06510416666666667,0.08530805687203792,0.0898876404494382,0.018691588785046728,0.6363636363636364,0.24103139013452915,0.6139534883720931,0.6700507614213198,0.2727272727272727,0.09753363228699552,0.32286995515695066,0.4444444444444444,0.45229681978798586,0.2890625,0.04484304932735426,0.2937219730941704,0.4198473282442748,0.421455938697318,0.5909090909090909,0.32786885245901637,0.55,0.22841225626740946,0.6219512195121951,0.055710306406685235,0.3064066852367688,0.37272727272727274,0.5795964125560538,0.4230769230769231,0.4846971878515186,0.4983029999999999,0.4710613764044945,0.1806883365200765,0.25067385444743934,0.06337509211495947,0.44288872512896094,10.565084745762713,25.605629139072846,0.41188063063063063,35.0,15.0,1.0,4.0,8.0,4.0,12.0,5.0,16.0,220.0,9.0,32.0,6.0,27.0,54.0,1.0,51.0,0.3125,0.07936507936507936,0.40229885057471265,0.42168674698795183,0.14285714285714285,0.375,0.375,0.8666666666666667,0.06557377049180328,0.25,1.0,0.19672131147540983,0.3333333333333333,0.4,27.0,1.0,1.0,3.0,23.0,1.0,0.0033112582781456954,0.04597701149425287,0.003816793893129771,0.03260869565217391,2.0,3.0,1.0,3.0,,0.2727272727272727,0.75,0.009868421052631578,,,,0.017361111111111112,2.0,2.0,True,
2406,1610612764,Caron Butler,Caron Butler,2406,WAS,85549.0,1426,99,2761,2737,1175,1001,334,5498,101.0,160.0,21.0,33.0,38.0,55.0,93.0,82.0,217,13.0,6.0,19.0,56.0,13.0,35.0,218.0,470,21.0,69.0,160.0,659,2987,33.0,61.0,95.0,76.0,170,14.0,41.0,290,198.0,238.0,27.0,36.0,38.0,54.0,19.0,30.0,67,12.0,79,7.0,45.0,14.0,170,20.0,42,1.0,47.0,128.0,12.0,187,63,250,9.0,63.0,39.0,24.0,35,10.0,18.0,65.0,17.0,12.0,100,8.0,42.0,48,140,4.0,135.0,10.0,186.0,15.0,73.0,9.0,7.0,9.0,6.0,1.0,290,1175,31.0,0.4541284403669725,0.49748743718592964,0.42857142857142855,0.30434782608695654,0.34146341463414637,0.31343283582089554,0.46382978723404256,0.5409836065573771,0.4470588235294118,0.46289424860853434,0.5149253731343284,0.4597156398104265,0.5265700483091788,0.5864197530864198,0.5475285171102662,0.1280148423005566,0.06382978723404255,0.10625,22.81645569620253,0.35,0.10344827586206896,0.008771929824561403,0.1511216056670602,0.0457516339869281,0.1437308868501529,0.06944444444444445,0.14906303236797275,0.05140961857379768,0.06985294117647059,0.04184100418410042,0.03194103194103194,0.06306306306306306,0.12048192771084337,0.1455223880597015,0.1787878787878788,0.15207373271889402,0.03515625,0.6666666666666666,0.29684601113172543,0.63125,0.7062937062937062,0.5346534653465347,0.1725417439703154,0.4025974025974026,0.3778801843317972,0.37962962962962965,0.43902439024390244,0.02411873840445269,0.1038961038961039,0.3392857142857143,0.3392857142857143,0.3684210526315789,0.4925373134328358,0.6363636363636364,0.26066350710900477,0.6909090909090909,0.02843601895734597,0.16587677725118483,0.37142857142857144,0.424860853432282,0.35185185185185186,0.4652486891385767,0.4924534090909091,0.45259053398058263,0.12374581939799331,0.13825757575757575,0.1441578148710167,0.4400606980273141,10.654468085106384,27.015942028985513,0.4255704454907642,35.0,2.0,,3.0,1.0,1.0,3.0,1.0,6.0,96.0,5.0,8.0,6.0,23.0,23.0,2.0,23.0,0.16666666666666666,0.12727272727272726,0.3763440860215054,0.43209876543209874,0.2571428571428571,0.15384615384615385,0.15384615384615385,1.0,0.04477611940298507,,,0.04477611940298507,0.3333333333333333,0.16666666666666666,26.0,,,8.0,6.0,,,0.12903225806451613,,0.09090909090909091,2.0,2.0,,1.0,,0.09523809523809523,,0.014285714285714285,5.0,3.0,,0.004608294930875576,,,True,
2407,1610612764,Jared Jeffries,Jared Jeffries,2407,WAS,47580.0,793,39,1502,1519,545,427,169,3021,52.0,74.0,16.0,24.0,17.0,25.0,26.0,12.0,33,9.0,4.0,6.0,18.0,2.0,6.0,71.0,133,9.0,27.0,44.0,213,1570,20.0,31.0,50.0,24.0,41,4.0,10.0,69,82.0,60.0,27.0,,30.0,17.0,6.0,10.0,33,13.0,46,12.0,15.0,13.0,105,11.0,44,3.0,21.0,59.0,11.0,91,58,149,3.0,20.0,10.0,10.0,19,2.0,11.0,21.0,8.0,5.0,40,3.0,16.0,46,92,4.0,54.0,11.0,68.0,6.0,35.0,29.0,18.0,29.0,14.0,2.0,69,545,9.0,0.5774647887323944,0.7321428571428571,1.0,0.3333333333333333,0.4,0.34615384615384615,0.5338345864661654,0.6451612903225806,0.5853658536585366,0.528125,0.625,0.5882352941176471,0.5575916230366492,0.6410256410256411,0.5847457627118644,0.16875,0.07518796992481203,0.10810810810810811,13.588235294117647,0.475,0.18032786885245902,0.03896103896103896,0.11069418386491557,0.0873015873015873,0.1111111111111111,0.06707317073170732,0.11080332409972299,0.08233532934131736,0.08450704225352113,0.09285714285714286,0.08558558558558559,0.08208955223880597,0.11627906976744186,0.08620689655172414,0.12834224598930483,0.1015625,0.043478260869565216,0.4827586206896552,0.4625,0.7027027027027027,0.7878787878787878,0.5576923076923077,0.1625,0.20625,0.36363636363636365,0.36363636363636365,0.9166666666666666,0.05625,0.1125,0.3333333333333333,0.3333333333333333,1.0,0.75,0.6666666666666666,0.49019607843137253,0.68,0.0784313725490196,0.11764705882352941,0.3333333333333333,0.63125,0.35294117647058826,0.507856329113924,0.5335645161290323,0.4965367346938775,0.18518518518518517,0.21604938271604937,0.2347417840375587,0.323943661971831,6.529323308270678,27.15185185185185,0.362849533954727,7.0,3.0,,,2.0,,1.0,,1.0,9.0,1.0,5.0,1.0,6.0,2.0,11.0,2.0,,0.13114754098360656,0.2692307692307692,0.2916666666666667,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,0.03125,,0.5,10.0,,,2.0,,,,0.07692307692307693,,,1.0,,,,,0.0625,,,,2.0,1.0,,,,True,
