EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceFtPoints,BlockedShortMidRange,Defensive 3 Seconds Violations,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,3pt And 1 Free Throw Trips,Blocked3s,BlockedCorner3,on,HeaveMakes,Arc3PctBlocked,BlockedArc3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,47464.0,791,1554,1575,540,530,181,3129,56,123,5.0,11.0,19.0,41.0,7.0,22,24.0,59,4.0,9.0,1.0,1.0,26.0,76.0,5.0,9.0,7.0,30.0,87,204,30.0,85.0,75.0,339,1641,7.0,18.0,6.0,10.0,32,29,73,7.0,30.0,40.0,119,52.0,122,63.0,27.0,8.0,5.0,71.0,26.0,25,114,24.0,138,9.0,15.0,46.0,17.0,51.0,300,6.0,19,3.0,18.0,46,3.0,67,28,95,7.0,34,18,16.0,31,15.0,20.0,25,3.0,11,1.0,56,3.0,19.0,21,74,3.0,3.0,96.0,5.0,10.0,108.0,8.0,1.0,41.0,1.0,15.0,6.0,5.0,1.0,6.0,4.0,119,540,17.0,15.0,0.2988505747126437,0.3132530120481928,0.7,0.35294117647058826,0.6,0.23333333333333334,0.375,0.4264705882352941,0.3888888888888889,0.3972602739726027,0.45674740484429066,0.5714285714285714,0.38349514563106796,0.5,0.5714285714285714,0.4609375,0.29411764705882354,0.12254901960784313,0.15447154471544716,0.18181818181818182,0.03389830508474576,22.184684684684683,0.5535714285714286,0.05,0.045454545454545456,0.08949416342412451,0.0338680926916221,0.11764705882352941,0.03821656050955414,0.095952023988006,0.034818941504178275,0.041666666666666664,0.025210084033613446,0.030973451327433628,0.03508771929824561,0.046511627906976744,0.07692307692307693,0.08527131782945736,0.10344827586206896,0.08181818181818182,0.20930232558139536,0.05185185185185185,0.6666666666666666,0.42560553633217996,0.45528455284552843,0.5384615384615384,0.21428571428571427,0.07612456747404844,0.3181818181818182,0.3888888888888889,0.14285714285714285,0.2041522491349481,0.4067796610169492,0.42105263157894735,0.5416666666666666,0.031141868512110725,0.4444444444444444,0.4444444444444444,1.0,0.2629757785467128,0.34210526315789475,0.34210526315789475,0.6538461538461539,0.39285714285714285,0.45454545454545453,0.2,0.03571428571428571,1.0,1.0,0.32142857142857145,0.5555555555555556,1.0,0.39805825242718446,0.4634146341463415,0.2912621359223301,0.23333333333333334,0.7197231833910035,0.36619718309859156,0.5183001773049645,0.5054217391304349,0.4877464285714285,0.13003095975232198,0.1729957805907173,0.011627906976744186,0.0943952802359882,0.35103244837758113,6.713235294117647,26.97294117647058,0.3474903474903475,,,,,,,,,,,,,,,,,,,,True,,,
101118,1610612766,Sean May,Sean May,101118,CHA,7054.0,118,231,243,96,138,30,474,9,15,2.0,5.0,4.0,7.0,9.0,14,4.0,16,,,,,,,,,,,22,45,,,24.0,68,223,3.0,11.0,,,13,9,20,,,15.0,33,28.0,16,,,4.0,,,,5,6,1.0,7,,1.0,4.0,2.0,,15,2.0,12,,4.0,18,7.0,29,14,43,,7,3,4.0,3,1.0,1.0,3,,2,1.0,6,1.0,2.0,6,14,3.0,1.0,20.0,2.0,,31.0,3.0,,13.0,,4.0,4.0,3.0,,4.0,4.0,33,96,4.0,4.0,0.6363636363636364,0.7,,,,,,0.4888888888888889,0.2727272727272727,0.45,0.4888888888888889,0.2727272727272727,0.45,0.576271186440678,0.40625,0.6111111111111112,,0.1111111111111111,0.13333333333333333,0.14285714285714285,0.0625,23.985239852398525,0.5,0.5384615384615384,,0.1935483870967742,0.13636363636363635,0.16666666666666666,0.10526315789473684,0.18803418803418803,0.1308411214953271,0.1891891891891892,0.15,0.06451612903225806,,0.2857142857142857,0.08823529411764706,0.36363636363636365,0.11538461538461539,0.13333333333333333,0.2222222222222222,,1.0,0.3333333333333333,0.6,0.6923076923076923,0.7777777777777778,0.3111111111111111,0.6428571428571429,0.75,0.4444444444444444,0.35555555555555557,0.25,0.26666666666666666,0.75,,,,,,,,,0.45454545454545453,0.4,,,,,,,,0.35,0.5714285714285714,,,0.3333333333333333,,0.4556955555555555,0.48125555555555555,0.48073000000000005,0.23636363636363636,0.23636363636363636,,0.19117647058823528,0.4852941176470588,9.091111111111113,,0.4155844155844156,22.0,7.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,12591.0,210,413,426,162,212,50,839,14,27,1.0,4.0,8.0,12.0,3.0,7,4.0,12,10.0,19.0,,,2.0,12.0,,,1.0,7.0,21,46,12.0,31.0,11.0,89,433,2.0,7.0,,,5,8,13,5.0,15.0,5.0,36,24.0,18,30.0,6.0,2.0,,12.0,2.0,10,7,5.0,12,2.0,3.0,3.0,1.0,3.0,29,1.0,7,,5.0,15,,20,8,28,2.0,4,3,1.0,8,1.0,6.0,5,1.0,2,2.0,13,4.0,5.0,5,16,2.0,,15.0,1.0,,15.0,1.0,,6.0,,2.0,2.0,1.0,,2.0,2.0,36,162,2.0,2.0,0.5714285714285714,0.6,0.8333333333333334,0.3870967741935484,,0.3333333333333333,0.3870967741935484,0.45652173913043476,0.2857142857142857,0.6153846153846154,0.5064935064935064,0.2857142857142857,0.5535714285714286,0.5297619047619048,0.3125,0.5806451612903226,0.4025974025974026,0.21739130434782608,0.2962962962962963,0.2857142857142857,,20.638297872340424,0.6153846153846154,,,0.10714285714285714,0.056451612903225805,0.11363636363636363,0.015625,0.10869565217391304,0.0425531914893617,0.03508771929824561,0.1111111111111111,0.05,0.022727272727272728,,0.08888888888888889,0.125,0.10909090909090909,0.11764705882352941,0.1,0.06060606060606061,1.0,0.35064935064935066,0.5185185185185185,0.7368421052631579,0.5,0.09090909090909091,0.42857142857142855,0.6,0.3333333333333333,0.15584415584415584,0.3333333333333333,0.3333333333333333,1.0,0.24675324675324675,0.5263157894736842,0.5263157894736842,0.9,0.15584415584415584,0.16666666666666666,0.16666666666666666,0.5,0.5714285714285714,0.25,,,,,,,,0.42857142857142855,0.6666666666666666,0.25,0.14285714285714285,0.7532467532467533,0.16666666666666666,0.5056292207792207,0.4326999999999999,0.5351803571428572,0.07317073170731707,0.11764705882352941,,0.056179775280898875,0.4044943820224719,6.7,23.89354838709677,0.3922518159806295,,1.0,1.0,,4.0,8.0,0.2857142857142857,0.5,,,,,,,,,,,,True,,,
101207,1610612766,Kevin Burleson,Kevin Burleson,101207,CHA,7841.0,131,265,282,140,154,31,547,1,4,,,,3.0,,1,2.0,6,,2.0,,1.0,2.0,20.0,,1.0,1.0,7.0,3,11,2.0,22.0,,12,260,1.0,1.0,,2.0,2,1,7,1.0,9.0,,5,,6,3.0,3.0,2.0,3.0,17.0,2.0,3,10,7.0,17,3.0,4.0,5.0,1.0,4.0,41,,2,,,5,1.0,6,2,8,,7,4,3.0,3,2.0,2.0,5,,1,1.0,8,,5.0,11,32,4.0,,,,,,,,,,,,,,,,5,140,5.0,,,,0.5,0.09090909090909091,,0.1111111111111111,0.10526315789473684,0.2727272727272727,1.0,0.14285714285714285,0.18181818181818182,0.3333333333333333,0.15625,0.18181818181818182,0.3333333333333333,0.15625,0.6666666666666666,0.2727272727272727,0.5,1.0,,13.621262458471762,0.375,0.06666666666666667,,0.06329113924050633,0.024691358024691357,,,0.04504504504504504,0.015151515151515152,0.02702702702702703,0.06666666666666667,,,,,0.1111111111111111,0.0967741935483871,,,,,0.12121212121212122,0.25,0.5,,0.030303030303030304,,,,0.18181818181818182,0.3333333333333333,0.3333333333333333,,0.06060606060606061,,,,0.6060606060606061,0.1,0.1,0.5,,,,0.3333333333333333,,,0.3333333333333333,,,0.1875,,0.4375,0.14285714285714285,0.7878787878787878,0.11764705882352941,0.49891500000000005,0.4352833333333333,0.48421333333333333,,,,0.16666666666666666,0.4166666666666667,11.672727272727274,28.272727272727266,0.5283018867924528,-14.0,,,,,2.0,0.125,,1.0,0.045454545454545456,0.5,,,,,,,,,True,,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,78177.0,1303,2561,2592,971,982,317,5153,110,202,23.0,39.0,38.0,77.0,19.0,61,26.0,81,2.0,4.0,,,,17.0,,1.0,,11.0,155,344,2.0,21.0,106.0,422,2724,26.0,49.0,,1.0,66,55,132,2.0,14.0,60.0,176,152.0,158,6.0,,22.0,1.0,16.0,,25,55,22.0,77,12.0,10.0,26.0,5.0,24.0,176,17.0,43,2.0,26.0,112,19.0,157,62,219,6.0,81,58,23.0,36,9.0,19.0,38,5.0,17,7.0,74,7.0,32.0,65,141,2.0,11.0,104.0,6.0,9.0,134.0,14.0,,53.0,,21.0,10.0,7.0,1.0,10.0,9.0,176,971,25.0,20.0,0.49032258064516127,0.5277777777777778,1.0,0.09523809523809523,,0.14285714285714285,0.1,0.45058139534883723,0.5306122448979592,0.4166666666666667,0.4328767123287671,0.52,0.3972602739726027,0.4964705882352941,0.5689655172413793,0.4861878453038674,0.057534246575342465,0.07267441860465117,0.09900990099009901,0.06557377049180328,0.012345679012345678,16.990125978890024,0.4864864864864865,0.19387755102040816,0.018691588785046728,0.13575757575757577,0.04569606801275239,0.09885931558935361,0.06343283582089553,0.12683823529411764,0.04962779156327544,0.06936416184971098,0.026455026455026454,0.034482758620689655,0.06315789473684211,0.0641025641025641,0.1513157894736842,0.14215686274509803,0.1167192429022082,0.09090909090909091,0.11842105263157894,0.033707865168539325,0.9,0.5534246575342465,0.5445544554455446,0.6043956043956044,0.5,0.16712328767123288,0.3114754098360656,0.3333333333333333,0.3157894736842105,0.2219178082191781,0.32098765432098764,0.325,0.5769230769230769,0.010958904109589041,0.5,0.5,1.0,0.04657534246575343,,,,0.78,0.5897435897435898,0.391304347826087,,,,0.02,,,0.5273972602739726,0.4935064935064935,0.07534246575342465,,0.6109589041095891,,0.509479916897507,0.5308579545454546,0.501613028169014,0.1311881188118812,0.13838120104438642,,0.15639810426540285,0.41706161137440756,5.665988372093023,28.204761904761902,0.37914877001171415,-97.0,14.0,2.0,3.0,2.0,3.0,0.02054794520547945,0.6666666666666666,,,,3.0,1.0,,,,,,,True,,,
2063,1610612766,Jake Voskuhl,Jake Voskuhl,2063,CHA,17018.0,284,544,555,218,254,74,1099,14,22,8.0,13.0,5.0,9.0,4.0,12,22.0,47,1.0,1.0,,,,1.0,,,,1.0,40,81,1.0,2.0,15.0,98,583,9.0,18.0,,,24,15,29,1.0,2.0,10.0,43,62.0,18,3.0,,18.0,1.0,,,5,11,3.0,14,,3.0,7.0,1.0,3.0,31,5.0,25,1.0,15.0,22,8.0,45,31,76,4.0,7,4,3.0,4,,1.0,8,,3,1.0,12,3.0,5.0,26,54,8.0,4.0,19.0,4.0,7.0,19.0,1.0,,6.0,,4.0,10.0,8.0,,10.0,6.0,43,218,10.0,4.0,0.775,1.0,1.0,0.5,,0.5,1.0,0.49382716049382713,0.5,0.5172413793103449,0.5,0.5,0.532258064516129,0.532608695652174,0.5714285714285714,0.581081081081081,0.024096385542168676,0.06172839506172839,0.13636363636363635,0.08333333333333333,0.02127659574468085,16.37795275590551,0.3333333333333333,0.32,0.07142857142857142,0.14285714285714285,0.11312217194570136,0.23076923076923078,0.07575757575757576,0.1689497716894977,0.10452961672473868,0.15384615384615385,0.13043478260869565,0.07216494845360824,0.022222222222222223,0.19047619047619047,0.14285714285714285,0.12121212121212122,0.15384615384615385,0.25,0.2,0.1111111111111111,0.6,0.26506024096385544,0.6363636363636364,0.7368421052631579,0.42857142857142855,0.14457831325301204,0.3333333333333333,0.36363636363636365,0.75,0.5662650602409639,0.46808510638297873,0.4782608695652174,1.0,0.012048192771084338,1.0,1.0,1.0,0.012048192771084338,,,,0.7222222222222222,0.6153846153846154,,,,,,,,0.2903225806451613,0.5555555555555556,0.03225806451612903,,0.2891566265060241,,0.4441487804878049,0.5140166666666667,0.44660000000000005,0.06818181818181818,0.06976744186046512,,0.24489795918367346,0.4387755102040816,11.765432098765432,35.85,0.4007352941176471,-20.0,6.0,2.0,3.0,1.0,1.0,0.03225806451612903,1.0,,,,,,1.0,1.0,1.0,,,,True,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,25606.0,427,852,850,385,400,110,1702,12,25,,2.0,7.0,14.0,4.0,19,17.0,47,12.0,30.0,,2.0,10.0,37.0,,3.0,8.0,21.0,33,91,22.0,67.0,64.0,196,891,2.0,6.0,,5.0,6,15,42,11.0,29.0,35.0,98,30.0,36,63.0,3.0,,1.0,36.0,10.0,9,7,1.0,8,1.0,,2.0,,5.0,17,2.0,8,1.0,10.0,30,,40,11,51,1.0,18,11,7.0,12,4.0,6.0,12,2.0,6,1.0,24,7.0,13.0,14,39,5.0,3.0,42.0,2.0,4.0,77.0,3.0,6.0,24.0,2.0,10.0,4.0,3.0,1.0,4.0,1.0,98,385,7.0,9.0,0.45454545454545453,0.45454545454545453,0.9545454545454546,0.3283582089552239,,0.3793103448275862,0.3333333333333333,0.3626373626373626,0.3333333333333333,0.35714285714285715,0.4177215189873418,0.18181818181818182,0.44366197183098594,0.5026178010471204,0.20833333333333334,0.5333333333333333,0.4240506329113924,0.0989010989010989,0.12,0.21052631578947367,0.0425531914893617,21.894093686354378,0.5,,0.03225806451612903,0.11406844106463879,0.026058631921824105,0.10416666666666667,0.019230769230769232,0.11142061281337047,0.024330900243309004,0.016666666666666666,,0.046875,0.029411764705882353,,0.12121212121212122,0.12903225806451613,0.09803921568627451,0.09090909090909091,0.13333333333333333,0.010869565217391304,0.25,0.15822784810126583,0.48,0.5454545454545454,0.25,0.12025316455696203,0.21052631578947367,0.26666666666666666,0.25,0.2974683544303797,0.3617021276595745,0.37777777777777777,0.6470588235294118,0.189873417721519,0.4,0.4,1.0,0.23417721518987342,0.2702702702702703,0.2702702702702703,0.9,0.18181818181818182,,,0.18181818181818182,,,0.2727272727272727,,,0.19718309859154928,0.5,0.29577464788732394,0.38095238095238093,0.5822784810126582,0.2777777777777778,0.49069649681528654,0.5312055555555556,0.47690785714285705,0.143646408839779,0.21428571428571427,0.028985507246376812,0.030612244897959183,0.5,11.478021978021978,24.767164179104476,0.4518779342723005,-4.0,2.0,,,3.0,8.0,0.11267605633802817,0.375,,,,2.0,,,,,,,,True,,,
2416,1610612766,Kareem Rush,Kareem Rush,2416,CHA,16966.0,283,559,563,188,215,78,1122,15,21,1.0,2.0,7.0,10.0,6.0,10,14.0,42,5.0,12.0,,1.0,9.0,34.0,,1.0,3.0,9.0,35,73,14.0,46.0,6.0,118,591,4.0,7.0,,2.0,8,14,26,6.0,16.0,3.0,49,38.0,32,39.0,3.0,4.0,,34.0,9.0,2,5,5.0,10,4.0,1.0,1.0,1.0,3.0,25,,3,,2.0,18,,20,3,23,,13,8,5.0,9,,7.0,7,,2,4.0,16,,4.0,8,15,,2.0,10.0,,1.0,10.0,1.0,3.0,3.0,,1.0,2.0,1.0,,2.0,2.0,49,188,1.0,1.0,0.5428571428571428,0.5757575757575758,0.9285714285714286,0.30434782608695654,,0.375,0.30434782608695654,0.4794520547945205,0.5714285714285714,0.5384615384615384,0.47058823529411764,0.4444444444444444,0.5476190476190477,0.47540983606557374,0.4444444444444444,0.5568181818181818,0.3865546218487395,0.0273972602739726,0.047619047619047616,0.1,,21.23076923076923,0.5625,,,0.0972972972972973,0.014084507042253521,0.038461538461538464,,0.08438818565400844,0.01107011070110701,0.014285714285714285,,0.019801980198019802,,,0.09375,0.058823529411764705,0.12857142857142856,0.02857142857142857,0.058823529411764705,,1.0,0.17647058823529413,0.7142857142857143,0.75,0.5333333333333333,0.08403361344537816,0.6,0.6666666666666666,0.3333333333333333,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.6428571428571429,0.10084033613445378,0.4166666666666667,0.4166666666666667,1.0,0.2857142857142857,0.2647058823529412,0.2647058823529412,0.8888888888888888,0.2222222222222222,0.5,,0.1111111111111111,,,0.1111111111111111,,,0.23809523809523808,0.7,0.21428571428571427,0.3333333333333333,0.5630252100840336,0.2647058823529412,0.501694537815126,0.45026111111111117,0.5096630952380952,0.024793388429752067,0.04,,0.06779661016949153,0.4152542372881356,12.110958904109589,24.623913043478257,0.3363148479427549,-26.0,,1.0,,3.0,7.0,0.16666666666666666,0.42857142857142855,,,,1.0,,,,,,,,True,,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,39911.0,665,1317,1316,456,451,162,2633,32,56,,2.0,6.0,13.0,14.0,32,46.0,133,1.0,1.0,,,1.0,5.0,,,1.0,3.0,92,221,2.0,6.0,68.0,258,1408,6.0,24.0,,,15,22,52,2.0,4.0,37.0,87,52.0,132,3.0,3.0,,,5.0,1.0,17,143,24.0,167,17.0,7.0,72.0,14.0,57.0,358,4.0,9,,10.0,26,10.0,46,13,59,2.0,50,21,29.0,23,15.0,18.0,22,,5,3.0,45,2.0,13.0,25,53,2.0,3.0,70.0,3.0,8.0,82.0,8.0,3.0,32.0,,11.0,1.0,1.0,,1.0,1.0,87,456,6.0,9.0,0.2826086956521739,0.2826086956521739,0.5,0.3333333333333333,,0.5,0.3333333333333333,0.416289592760181,0.25,0.4230769230769231,0.4185022026431718,0.25,0.44642857142857145,0.4866412213740458,0.28846153846153844,0.5592105263157895,0.02643171806167401,0.07692307692307693,0.19642857142857142,0.09375,0.022556390977443608,20.42581503659348,0.5111111111111111,0.20833333333333334,,0.06356968215158924,0.01782178217821782,0.07575757575757576,0.036036036036036036,0.066543438077634,0.021103896103896104,0.043478260869565216,,0.008064516129032258,0.03896103896103896,0.029411764705882353,0.05063291139240506,0.0425531914893617,0.08917197452229299,0.07216494845360824,0.08571428571428572,0.017543859649122806,1.0,0.24669603524229075,0.5714285714285714,0.7111111111111111,0.0625,0.14096916299559473,0.4375,0.4827586206896552,0.21428571428571427,0.5859030837004405,0.3458646616541353,0.35384615384615387,0.45652173913043476,0.004405286343612335,1.0,1.0,,0.022026431718061675,0.2,0.2,1.0,0.08333333333333333,,,,,,,,,0.23214285714285715,0.46153846153846156,0.05357142857142857,0.3333333333333333,0.27312775330396477,0.2,0.4460851769911504,0.41729999999999995,0.44058909090909093,0.12749003984063745,0.1306122448979592,,0.05813953488372093,0.3372093023255814,12.469230769230771,28.849999999999998,0.3462414578587699,-86.0,3.0,,,1.0,1.0,0.017857142857142856,1.0,,,,1.0,,,,,,,,True,,,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,14880.0,248,493,510,256,226,53,1003,17,25,4.0,4.0,8.0,11.0,1.0,7,7.0,19,6.0,10.0,,,10.0,21.0,2.0,2.0,6.0,11.0,25,51,16.0,31.0,22.0,120,545,4.0,6.0,2.0,2.0,16,13,26,10.0,19.0,11.0,67,20.0,30,45.0,3.0,6.0,,21.0,10.0,4,8,2.0,10,1.0,1.0,5.0,,3.0,22,4.0,1,,7.0,22,2.0,31,5,36,,10,8,2.0,12,2.0,9.0,7,1.0,3,2.0,19,2.0,6.0,5,17,,2.0,25.0,1.0,2.0,35.0,2.0,1.0,13.0,,5.0,,,,,,67,256,8.0,5.0,0.4,0.45454545454545453,0.9375,0.5161290322580645,1.0,0.5263157894736842,0.5161290322580645,0.49019607843137253,0.6666666666666666,0.5,0.5975609756097561,0.875,0.6222222222222222,0.6071428571428571,0.8888888888888888,0.6203703703703703,0.3780487804878049,0.0784313725490196,0.12,0.14285714285714285,,21.11913357400722,0.631578947368421,0.10526315789473684,,0.1317365269461078,0.006134969325153374,0.12962962962962962,0.09302325581395349,0.13122171945701358,0.024271844660194174,0.015873015873015872,,,0.12121212121212122,,0.109375,0.11627906976744186,0.16666666666666666,0.13157894736842105,0.125,,,0.3048780487804878,0.68,0.7727272727272727,0.29411764705882354,0.08536585365853659,0.14285714285714285,0.16666666666666666,,0.23170731707317074,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.12195121951219512,0.6,0.6,1.0,0.25609756097560976,0.47619047619047616,0.47619047619047616,0.9,0.5,1.0,,,,,0.25,1.0,1.0,0.24444444444444444,0.7272727272727273,0.24444444444444444,0.5454545454545454,0.6829268292682927,0.47619047619047616,0.5168920731707316,0.4915,0.49429222222222213,0.13978494623655913,0.20967741935483872,,0.13333333333333333,0.5583333333333333,8.282352941176471,24.75483870967741,0.5192697768762677,-30.0,2.0,,,4.0,8.0,0.17777777777777778,0.5,,,,,,,,,,,,True,,,
