EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTOffRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,OffFTReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PtsUnassisted2s,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,SelfOReb,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,OffLongMidRangeReboundPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFtPoints,Corner3Assists,FTDefRebounds,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BlockedLongMidRange,SecondChanceFg2Pct,ShortMidRangePctBlocked,SecondChanceAtRimAccuracy,LostBallOutOfBoundsTurnovers,HeaveAttempts,SecondChanceAtRimPctAssisted,DefensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,OffensiveGoaltends,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,2808.0,47,13.0,86,86,39,28,9,172,1.0,3.0,1.0,2.0,5.0,9.0,1.0,1.0,3.0,6.0,1,3,6.0,11.0,20,75,1.0,1.0,3.0,3.0,6.0,9,2,15.0,3.0,9.0,5.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1,1.0,1.0,3.0,7.0,1.0,1.0,9,39,1.0,1.0,0.8333333333333334,0.5454545454545454,1.0,0.5,0.5454545454545454,0.3333333333333333,0.7142857142857143,1.5,0.75,0.7142857142857143,1.5,0.75,0.7857142857142857,14.141414141414142,0.14285714285714285,0.21428571428571427,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.5,0.5,1.0,0.6428571428571429,0.5555555555555556,0.5555555555555556,0.8,1.0,1.0,1.0,1.0,0.5,0.7857142857142857,0.5555555555555556,0.5214749999999999,0.4053,0.54035,0.15,0.45,17.966666666666665,24.545454545454547,0.45348837209302323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,7877.0,131,-16.0,223,229,39,69,40,452,5.0,10.0,,,,,,,,,13,35,,,28,228,,,1.0,,,6,22,,,,,1.0,1.0,2.0,1.0,1.0,,5.0,1.0,12.0,37,2.0,,13.0,18.0,9.0,3.0,6,39,0.8461538461538461,0.8461538461538461,,,,,,0.37142857142857144,0.37142857142857144,,0.6,0.3783783783783784,0.07142857142857142,0.6,,15.985130111524164,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,,,,,,0.34285714285714286,,0.44658857142857145,0.5099666666666666,0.381,0.03571428571428571,0.21428571428571427,9.097142857142856,,0.17488789237668162,5.0,12.0,5.0,3.0,13.0,2.0,6.0,1.0,3.0,5.0,4.0,1.0,1.0,10.0,7.0,18.0,25.0,2.0,2.0,4.0,4.0,2.0,6.0,1.0,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.6,0.02857142857142857,0.08333333333333333,0.6666666666666666,0.2,0.08695652173913043,0.28,0.125,0.21739130434782608,0.08943089430894309,0.08571428571428572,0.16279069767441862,0.125,0.15789473684210525,0.2608695652173913,0.1875,0.23529411764705882,0.375,0.09523809523809523,0.5,0.34285714285714286,0.4166666666666667,0.45454545454545453,0.8,0.37142857142857144,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.8333333333333334,0.08108108108108109,0.08108108108108109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,9509.0,158,51.0,295,291,122,90,30,586,8.0,15.0,,,9.0,21.0,,,4.0,9.0,9,20,9.0,21.0,46,269,,,,4.0,9.0,20,18,27.0,,21.0,9.0,8.0,3.0,11.0,3.0,6.0,1.0,25.0,,4.0,7,1.0,,12.0,25.0,2.0,1.0,20,122,1.0,1.0,1.0,0.42857142857142855,,0.4444444444444444,0.42857142857142855,0.45,0.5487804878048781,,0.625,0.5487804878048781,,0.625,0.5121951219512195,15.151515151515152,,0.36585365853658536,0.5333333333333333,0.5333333333333333,1.0,,,,,0.5121951219512195,0.42857142857142855,0.42857142857142855,1.0,,,,0.5625,0.4444444444444444,0.5609756097560976,0.42857142857142855,0.4733195121951219,,0.47586562499999996,,0.43478260869565216,15.975,25.35238095238096,0.4135593220338983,,2.0,,1.0,3.0,1.0,,,4.0,7.0,,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,5.0,9.0,1.0,,1.0,,,,,,,,,4.0,0.5714285714285714,0.05,0.5,0.4444444444444444,0.009174311926605505,0.030612244897959183,0.07407407407407407,0.05555555555555555,0.022058823529411766,0.034482758620689655,,0.03333333333333333,0.05555555555555555,,0.04,,0.1,,0.045454545454545456,,0.04878048780487805,,,,0.07317073170731707,0.3333333333333333,0.3333333333333333,1.0,,,,1.0,1.0,1.0,2.0,4.0,1.0,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,5251.0,88,41.0,166,167,71,65,18,333,2.0,7.0,,1.0,1.0,1.0,,,,,7,18,1.0,2.0,36,151,,,1.0,,,22,4,,3.0,1.0,1.0,13.0,3.0,16.0,2.0,5.0,7.0,35.0,,3.0,14,4.0,2.0,5.0,10.0,18.0,,22,71,0.2857142857142857,0.2857142857142857,,0.5,,,0.5,0.3888888888888889,0.425,,0.45454545454545453,0.5833333333333334,0.5,0.6111111111111112,0.1,21.27659574468085,,0.35,0.2857142857142857,0.2857142857142857,0.5,0.05,,,,0.05,1.0,1.0,,,,,,,0.55,1.0,0.486815,,0.48573636363636363,0.027777777777777776,0.6111111111111112,7.8611111111111125,24.65,0.42771084337349397,5.0,9.0,,,2.0,19.0,,1.0,5.0,11.0,10.0,,,3.0,5.0,5.0,11.0,,2.0,6.0,6.0,4.0,10.0,1.0,1.0,22.0,1.0,6.0,,,,,,,1.0,0.45454545454545453,,,0.6,0.09259259259259259,0.05454545454545454,0.25,,0.13513513513513514,0.046875,0.041666666666666664,0.125,,,0.06666666666666667,0.13793103448275862,0.2857142857142857,0.16666666666666666,,,0.45,0.5555555555555556,0.5555555555555556,0.2,0.1,,,,,0.24,0.2608695652173913,1.0,1.0,,3.0,,1.0,,4.0,6.0,12.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,0.125,0.5454545454545454,0.6666666666666666,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
278,1610612753,Stacey Augmon,Stacey Augmon,278,ORL,23108.0,385,41.0,693,698,232,249,99,1391,4.0,12.0,,,,,,,,,25,73,,,71,684,,,15.0,,,24,28,,,,,17.0,6.0,23.0,6.0,3.0,11.0,52.0,3.0,18.0,53,12.0,6.0,11.0,40.0,27.0,6.0,24,232,0.56,0.6666666666666666,,,,,,0.3424657534246575,0.3424657534246575,0.4,0.2727272727272727,0.4034090909090909,0.4166666666666667,0.3870967741935484,,12.222222222222223,0.11538461538461539,0.1643835616438356,0.3333333333333333,0.3333333333333333,0.75,,,,,,,,,,,,,,0.3835616438356164,,0.44189452054794526,0.47087857142857137,0.43372727272727274,0.2112676056338028,0.3380281690140845,6.867123287671231,,0.3347763347763348,14.0,28.0,9.0,7.0,33.0,21.0,15.0,3.0,6.0,22.0,22.0,7.0,,15.0,6.0,25.0,35.0,5.0,6.0,8.0,3.0,3.0,11.0,4.0,1.0,30.0,1.0,10.0,6.0,4.0,1.0,6.0,3.0,,5.0,0.2727272727272727,0.0958904109589041,0.17857142857142858,0.7272727272727273,0.09689922480620156,0.053003533568904596,0.08333333333333333,,0.09393939393939393,0.04777070063694268,0.06451612903225806,0.05434782608695652,,0.08695652173913043,0.06779661016949153,0.11538461538461539,0.06,0.13636363636363635,0.12195121951219512,0.5,0.3835616438356164,0.5,0.6086956521739131,0.6428571428571429,0.4520547945205479,0.21212121212121213,0.22580645161290322,0.2857142857142857,0.6,0.12195121951219512,0.12195121951219512,3.0,,5.0,2.0,1.0,,0.04081632653061224,2.0,8.0,12.0,,4.0,1.0,1.0,3.0,6.0,1.0,5.0,0.13333333333333333,0.36363636363636365,0.25,5.0,6.0,8.0,1.0,0.4,0.06060606060606061,0.5555555555555556,,,,,,,True,,,,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,9634.0,161,20.0,277,278,93,92,38,555,13.0,31.0,,,,2.0,,1.0,,1.0,25,60,,2.0,59,283,,1.0,3.0,,1.0,33,16,,,2.0,,14.0,4.0,18.0,4.0,6.0,7.0,40.0,,1.0,13,4.0,3.0,5.0,16.0,17.0,1.0,33,93,0.32,0.32,,,,,,0.4166666666666667,0.4032258064516129,,0.4827586206896552,0.4264705882352941,0.3,0.5,0.03225806451612903,24.922118380062305,,0.5,0.41935483870967744,0.41935483870967744,0.46153846153846156,,,,,0.03225806451612903,,,,0.3333333333333333,,,0.034482758620689655,,0.3870967741935484,,0.44548629032258075,0.40071666666666667,0.45534137931034485,0.05084745762711865,0.559322033898305,10.943333333333332,25.0,0.33574007220216606,9.0,22.0,1.0,3.0,7.0,9.0,2.0,3.0,14.0,28.0,34.0,5.0,,1.0,4.0,7.0,12.0,1.0,1.0,6.0,4.0,6.0,12.0,,1.0,13.0,,4.0,,,,,,,1.0,0.5,0.08333333333333333,0.22727272727272727,0.5,0.06140350877192982,0.009345794392523364,0.10810810810810811,,0.0728476821192053,0.008849557522123894,0.027777777777777776,,,0.12903225806451613,0.09090909090909091,0.01639344262295082,0.14814814814814814,,0.034482758620689655,,0.3548387096774194,0.4090909090909091,0.5294117647058824,0.1111111111111111,0.11290322580645161,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.06060606060606061,0.0625,1.0,1.0,2.0,3.0,1.0,1.0,,5.0,14.0,5.0,,1.0,,,2.0,2.0,,2.0,0.1111111111111111,0.4827586206896552,0.35714285714285715,,,,,,,,1.0,,,,,,True,,,,,,,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,5976.0,100,1.0,170,176,45,56,21,346,10.0,20.0,,,2.0,2.0,1.0,1.0,,,21,39,2.0,2.0,58,178,1.0,1.0,8.0,,,11,10,3.0,3.0,2.0,2.0,13.0,,13.0,,5.0,7.0,26.0,,4.0,9,2.0,,1.0,5.0,13.0,3.0,11,45,0.23809523809523808,0.25,0.5,1.0,1.0,,1.0,0.5384615384615384,0.5853658536585366,1.1666666666666667,0.375,0.5978260869565217,1.1666666666666667,0.5,0.04878048780487805,26.701570680628272,,0.4878048780487805,0.5,0.5,0.2,,,,,0.04878048780487805,1.0,1.0,0.5,0.3333333333333333,1.0,,,,0.3170731707317073,1.0,0.456329268292683,0.55255,0.41484999999999994,0.13793103448275862,0.1896551724137931,11.353846153846154,26.049999999999997,0.2647058823529412,7.0,11.0,1.0,4.0,8.0,10.0,2.0,1.0,3.0,8.0,32.0,1.0,,4.0,1.0,4.0,5.0,,2.0,1.0,1.0,4.0,5.0,,1.0,13.0,,4.0,,,,,,,1.0,0.375,0.02564102564102564,0.09090909090909091,0.2,0.058823529411764705,0.06153846153846154,0.06666666666666667,,0.060240963855421686,0.056338028169014086,0.058823529411764705,,,0.1111111111111111,0.05555555555555555,0.03125,0.08333333333333333,,,,0.2682926829268293,0.6363636363636364,0.7,0.2857142857142857,0.1951219512195122,0.5,0.5,0.25,0.3333333333333333,0.08888888888888889,0.09302325581395349,1.0,,,3.0,1.0,3.0,0.09375,1.0,2.0,5.0,,,,1.0,,1.0,,1.0,,0.25,0.5,1.0,2.0,2.0,,1.0,,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,10619.0,177,1.0,316,330,105,121,51,646,19.0,36.0,,,,2.0,,,,2.0,27,58,,2.0,69,323,,,15.0,,2.0,24,34,,,,,11.0,2.0,13.0,2.0,4.0,6.0,28.0,,4.0,17,2.0,1.0,4.0,8.0,22.0,7.0,24,105,0.6296296296296297,0.6538461538461539,,,,,,0.46551724137931033,0.45,0.75,0.391304347826087,0.4928571428571429,0.75,0.4444444444444444,0.03333333333333333,19.525065963060687,,0.6,0.5277777777777778,0.5277777777777778,0.7894736842105263,,,,,0.03333333333333333,,,,,,,0.08695652173913043,,0.3333333333333333,,0.4443086206896552,0.47367142857142863,0.4574,0.21739130434782608,0.34782608695652173,12.341379310344827,48.45,0.3322784810126582,7.0,18.0,4.0,1.0,4.0,15.0,8.0,3.0,9.0,21.0,20.0,3.0,1.0,3.0,5.0,8.0,13.0,1.0,1.0,1.0,1.0,3.0,4.0,,,22.0,1.0,10.0,2.0,1.0,1.0,2.0,2.0,,,0.42857142857142855,0.05172413793103448,0.16666666666666666,0.25,0.0625,0.020689655172413793,0.14705882352941177,0.125,0.08024691358024691,0.026143790849673203,0.023255813953488372,0.02040816326530612,0.125,0.02857142857142857,0.10344827586206896,0.0625,0.12,0.2222222222222222,0.03571428571428571,1.0,0.3,0.3888888888888889,0.4666666666666667,0.14285714285714285,0.06666666666666667,0.25,0.25,1.0,0.5,0.14492753623188406,0.14925373134328357,1.0,,,,1.0,1.0,0.018867924528301886,2.0,7.0,6.0,,,1.0,,,1.0,,1.0,,0.30434782608695654,0.2857142857142857,3.0,6.0,2.0,,0.75,,0.75,,2.0,,,,,True,,,,,,,,,,,,,,,,,,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,4890.0,82,-1.0,146,147,41,57,21,293,9.0,12.0,,,,,,,,,15,25,,,33,144,,,6.0,,,9,28,,,,,6.0,,6.0,,3.0,1.0,12.0,1.0,3.0,15,4.0,,5.0,10.0,4.0,,9,41,0.9333333333333333,0.9333333333333333,,,,,,0.6,0.6,0.6,0.6666666666666666,0.6111111111111112,0.6,0.6428571428571429,,20.238095238095237,0.16666666666666666,0.48,0.75,0.75,0.8888888888888888,,,,,,,,,,,,,,0.4,,0.4638439999999999,0.5072800000000001,0.4789833333333333,0.18181818181818182,0.2727272727272727,10.436000000000002,,0.2808219178082192,6.0,10.0,4.0,,3.0,3.0,5.0,,4.0,6.0,2.0,1.0,,2.0,2.0,10.0,12.0,,4.0,4.0,2.0,3.0,7.0,,1.0,4.0,,2.0,10.0,8.0,2.0,10.0,5.0,,2.0,0.6666666666666666,0.04,0.1,0.5714285714285714,0.18181818181818182,0.03508771929824561,0.13333333333333333,,0.17142857142857143,0.03125,0.05263157894736842,,,0.07142857142857142,0.25,0.2,0.18181818181818182,,,0.5,0.4,0.6,0.6666666666666666,1.0,0.12,,,,0.8,0.07407407407407407,0.07407407407407407,2.0,1.0,2.0,,2.0,,0.041666666666666664,2.0,4.0,1.0,,,,,1.0,,,,,0.6666666666666666,0.5,2.0,3.0,,,0.6,,0.5,,,1.0,,,,True,,,,,,,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,2574.0,43,-30.0,81,83,27,38,11,164,5.0,8.0,,,1.0,4.0,,1.0,,2.0,10,20,1.0,4.0,28,98,,1.0,3.0,,2.0,6,8,3.0,,4.0,1.0,1.0,,1.0,,1.0,,2.0,,2.0,5,,,2.0,3.0,4.0,,6,27,0.4,0.4,1.0,0.25,,,0.25,0.5,0.4791666666666667,0.3333333333333333,0.25,0.5384615384615384,0.5,0.3333333333333333,0.16666666666666666,31.578947368421055,,0.3333333333333333,0.625,0.625,0.6,,,,,0.16666666666666666,0.25,0.25,1.0,0.3333333333333333,,,0.25,,0.3333333333333333,0.25,0.4356145833333332,0.616725,0.35512499999999997,0.10714285714285714,0.21428571428571427,11.440000000000001,26.049999999999997,0.3333333333333333,3.0,4.0,2.0,2.0,8.0,5.0,2.0,1.0,2.0,6.0,12.0,,,2.0,,3.0,3.0,1.0,,3.0,1.0,1.0,4.0,,,6.0,1.0,2.0,1.0,1.0,,1.0,,,1.0,0.3333333333333333,,,0.75,0.1111111111111111,0.05714285714285714,,,0.09090909090909091,0.04878048780487805,,0.06666666666666667,,,0.125,0.16666666666666666,,,0.08333333333333333,,0.16666666666666666,0.75,0.75,0.3333333333333333,0.3333333333333333,0.25,0.25,,0.6666666666666666,0.08,0.09523809523809523,,1.0,2.0,1.0,,1.0,0.1111111111111111,,,2.0,,,,,,1.0,,1.0,,,,1.0,1.0,,,0.5,,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,
