EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ThreePtAssists,Arc3Assists,Travels,Offensive Fouls,BlockedLongMidRange,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,Corner3Assists,LostBallSteals,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,BlockedAtRim,Offensive Fouls Drawn,on,StepOutOfBoundsTurnovers,Technical Free Throw Trips,DefensiveGoaltends,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,SecondChanceCorner3FGM,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3,OffensiveGoaltends
101159,1610612756,Dijon Thompson,Dijon Thompson,101159,PHX,167.0,3.0,-3.0,8.0,7,2.0,7.0,1.0,15,1.0,2.0,1.0,2.0,3.0,8.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.5,0.5,0.75,0.75,1.0,20.0,1.0,0.2,0.5,0.6666666666666666,0.1666666666666666,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.5,0.5052,25.35,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2067,1610612756,Eddie House,Eddie House,2067,PHX,4767.0,79.0,-22.0,159.0,157,56.0,58.0,21.0,316,5.0,13.0,6.0,17.0,34.0,168.0,12.0,13.0,5.0,1.0,2.0,7.0,9.0,1.0,10.0,56.0,0.6666666666666666,0.3529411764705882,0.3529411764705882,0.4,0.4047619047619047,0.425,26.229508196721312,0.1076923076923077,0.0175438596491228,0.1,0.1058823529411764,0.0119047619047619,,0.1388888888888889,0.125,0.325,0.3846153846153846,0.3846153846153846,0.6,0.475,0.3846153846153846,0.4581274999999999,25.33529411764706,0.3522012578616352,1.0,2.0,1.0,1.0,2.0,6.0,19.0,1.0,4.0,1.0,1.0,5.0,7.0,23.0,2.0,1.0,1.0,2.0,7.0,1.0,5.0,7.0,6.0,8.0,6.0,2.0,11.0,11.0,6.0,1.0,4.0,22.0,2.0,2.0,5.0,1.0,4.0,1.0,1.0,6.0,1.0,4.0,4.0,4.0,2.0,7.0,4.0,0.4285714285714285,0.4285714285714285,0.2,0.3043478260869565,0.2857142857142857,0.2916666666666667,0.2916666666666667,0.0869565217391304,0.5,0.0526315789473684,0.8333333333333334,0.0294117647058823,0.0909090909090909,0.0555555555555555,0.05,0.5,0.5,0.05,0.475,0.3157894736842105,0.3333333333333333,0.5,0.1,0.25,0.25,1.0,0.5,0.0833333333333333,1.0,0.4166666666666667,0.2,0.678,0.4367416666666666,0.0476190476190476,0.08,0.2058823529411764,17.508695652173916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2401,1610612756,Nikoloz Tskitishvili,Nikoloz Tskitishvili,2401,PHX,5166.0,86.0,-18.0,173.0,170,69.0,71.0,23.0,343,,2.0,1.0,3.0,33.0,182.0,3.0,2.0,,4.0,4.0,4.0,11.0,9.0,20.0,69.0,1.0,0.3333333333333333,0.3333333333333333,0.3787878787878788,0.4342105263157895,0.0909090909090909,21.10552763819096,0.0579710144927536,0.0666666666666666,0.1818181818181818,0.0879120879120879,0.0888888888888888,0.0526315789473684,0.0769230769230769,0.1666666666666666,0.0606060606060606,,,,0.4848484848484848,,0.4481439393939394,25.700000000000003,0.3988439306358382,5.0,13.0,,3.0,3.0,5.0,14.0,1.0,1.0,,,2.0,11.0,30.0,8.0,6.0,,2.0,6.0,1.0,3.0,9.0,18.0,4.0,,1.0,3.0,3.0,1.0,2.0,,6.0,1.0,1.0,3.0,,1.0,1.0,2.0,4.0,1.0,8.0,9.0,12.0,6.0,9.0,1.0,0.8181818181818182,0.9,0.3333333333333333,0.3666666666666666,0.3333333333333333,0.3888888888888889,0.4090909090909091,0.0333333333333333,,0.0714285714285714,0.75,0.0571428571428571,,0.0555555555555555,0.3939393939393939,0.3846153846153846,0.3846153846153846,0.0909090909090909,0.4242424242424242,0.3571428571428571,0.3846153846153846,0.8,0.0303030303030303,1.0,1.0,1.0,,0.3333333333333333,,0.2222222222222222,,0.5317399999999999,0.4541611111111112,0.1621621621621621,0.1764705882352941,0.2727272727272727,9.81,2.0,5.0,1.0,1.0,1.0,3.0,2.0,8.0,2.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,0.1428571428571428,0.1333333333333333,0.1666666666666666,0.1666666666666666,0.25,0.1,0.5,0.8,0.3333333333333333,0.3333333333333333,1.0,0.8333333333333334,0.4,0.5,0.1111111111111111,1.0,0.2424242424242424,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,3327.0,55.0,-23.0,116.0,115,44.0,53.0,12.0,231,1.0,3.0,1.0,3.0,17.0,130.0,3.0,3.0,1.0,3.0,1.0,7.0,10.0,3.0,13.0,44.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.2,15.267175572519085,0.1590909090909091,0.0789473684210526,0.0666666666666666,0.135593220338983,0.0555555555555555,0.1666666666666666,0.2142857142857142,0.0833333333333333,0.2,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.4859966666666667,26.4,0.3793103448275862,5.0,6.0,3.0,4.0,1.0,1.0,5.0,,,,1.0,3.0,6.0,12.0,2.0,1.0,1.0,3.0,6.0,1.0,3.0,10.0,6.0,6.0,,1.0,1.0,2.0,,,1.0,5.0,,,1.0,,1.0,2.0,,3.0,1.0,5.0,5.0,4.0,2.0,10.0,,0.5,0.6,0.3333333333333333,0.5,0.5,0.5,0.5,0.0833333333333333,,,0.3333333333333333,,,0.0833333333333333,0.4,0.8333333333333334,1.0,0.0666666666666666,0.3333333333333333,0.2,0.2,1.0,,,,,,0.4444444444444444,0.75,0.3333333333333333,0.3333333333333333,0.5652,0.5091388888888889,0.1176470588235294,0.1428571428571428,0.5882352941176471,8.075000000000001,1.0,1.0,,,,1.0,1.0,6.0,1.0,2.0,,,2.0,,,,4.0,,1.0,,,2.0,1.0,2.0,2.0,,1.0,1.25,1.0,0.4,,,0.25,,,,1.0,0.4,,,,0.5,1.0,,,,0.3529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1666666666666666,0.5,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,2797.0,47.0,-18.0,98.0,95,40.0,48.0,9.0,193,1.0,8.0,2.0,9.0,12.0,101.0,3.0,7.0,1.0,,1.0,3.0,4.0,,4.0,40.0,0.5,0.2222222222222222,0.25,0.3125,0.3529411764705882,0.5625,16.363636363636363,0.081081081081081,,0.0625,0.0754716981132075,,,0.0416666666666666,,0.5,0.125,0.1428571428571428,,0.8125,0.1428571428571428,0.5513266666666666,27.966666666666665,0.4081632653061224,2.0,4.0,2.0,3.0,1.0,,2.0,1.0,1.0,,,3.0,2.0,7.0,2.0,,,2.0,4.0,,3.0,4.0,4.0,,3.0,,2.0,4.0,1.0,,1.0,10.0,3.0,2.0,1.0,,1.0,,,1.0,,4.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,,,,1.0,,,0.2222222222222222,0.25,0.5,0.5,0.0625,0.125,,,,0.0625,1.0,1.0,1.0,,0.4285714285714285,0.6666666666666666,0.4285714285714285,,,0.6284000000000001,0.0588235294117647,0.125,0.3333333333333333,7.285714285714285,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,1.0,1.0,1.0,0.1111111111111111,0.125,,,,True,,,,,,,,,,,,,,,,,
1501,1610612756,Tim Thomas,Tim Thomas,1501,PHX,576.0,10.0,4.0,18.0,17,6.0,,5.0,35,,1.0,,1.0,3.0,15.0,,1.0,,,,2.0,2.0,,2.0,6.0,,,,0.3333333333333333,0.375,0.3333333333333333,17.391304347826086,0.2,,,0.1666666666666666,,,,,0.3333333333333333,,,,1.0,,0.47955,25.8,0.3333333333333333,1.0,2.0,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,0.5,,,0.25,,,,,,0.25,0.25,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,1.0,,,0.51075,,,0.3333333333333333,1.4,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,1150.0,19.0,5.0,36.0,34,19.0,18.0,9.0,70,1.0,3.0,1.0,4.0,18.0,34.0,3.0,3.0,1.0,,,2.0,2.0,2.0,4.0,19.0,1.0,0.25,0.25,0.5,0.5294117647058824,0.2666666666666666,37.77777777777778,0.1333333333333333,,,0.1111111111111111,0.0869565217391304,,0.125,,0.2,0.3333333333333333,0.3333333333333333,1.0,0.5333333333333333,0.3333333333333333,0.4609733333333333,25.375,0.5277777777777778,3.0,4.0,1.0,1.0,3.0,1.0,4.0,,1.0,,1.0,2.0,6.0,11.0,3.0,3.0,1.0,3.0,5.0,1.0,3.0,12.0,8.0,4.0,,,2.0,2.0,1.0,,1.0,4.0,,,,,,,,,,1.0,3.0,4.0,,12.0,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5454545454545454,0.6,0.5625,0.6,,,,,,,0.5,0.2666666666666666,0.75,0.75,0.2,0.2666666666666666,0.25,0.25,,0.0666666666666666,,,,,0.125,1.0,0.25,0.5,0.4045,0.43768125,,,0.6666666666666666,9.38181818181818,1.0,2.0,2.0,,1.0,1.0,,2.0,3.0,,2.0,,,1.0,,,1.0,,,,2.0,,,,,2.0,0.3333333333333333,0.25,0.25,,,0.2222222222222222,,0.1428571428571428,,0.1428571428571428,,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,1.0,0.125,,0.1111111111111111,,1.0,,,,,,,,,0.25,,,,,,,,,0.5,,,True,,,,,,,,,,,,,,,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,2349.0,39.0,-11.0,75.0,73,33.0,27.0,14.0,148,,,,,12.0,82.0,,,,2.0,3.0,5.0,8.0,3.0,11.0,33.0,,,,0.5,0.5454545454545454,,17.97752808988764,0.15625,0.0666666666666666,0.75,0.2222222222222222,0.073170731707317,0.0909090909090909,0.1538461538461538,0.75,,,,,0.6,,0.4655699999999999,,0.44,1.0,6.0,,2.0,1.0,3.0,3.0,,,,,,5.0,10.0,2.0,5.0,,1.0,3.0,,,3.0,4.0,6.0,,,5.0,7.0,2.0,,3.0,16.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,4.0,3.0,1.0,3.0,,0.4,0.5,,0.5,0.3333333333333333,0.3333333333333333,0.375,,,,0.8,,0.25,0.0909090909090909,0.6,0.1666666666666666,0.1666666666666666,0.1,0.3,1.0,1.0,0.3333333333333333,,,,,,0.6666666666666666,,,,0.4916,0.5507666666666666,0.1,0.1,0.25,7.760000000000001,1.0,3.0,1.0,,,3.0,1.0,7.0,1.0,2.0,1.0,,,1.0,,,2.0,,,1.0,1.0,3.0,2.0,3.0,1.0,1.0,0.6,0.6,0.7,,,0.0909090909090909,0.2,,,0.2,0.3333333333333333,,1.0,1.0,1.0,0.6,0.3333333333333333,,,,0.5833333333333334,,,,2.0,1.0,,,,,,,,,,,1.0,,,,0.3333333333333333,1.0,,True,,,,,,,,,,,,,,,,,
2857,1610612756,Andre Barrett,Andre Barrett,2857,PHX,377.0,6.0,-3.0,11.0,11,6.0,,2.0,22,,,,1.0,4.0,12.0,,,,1.0,,2.0,2.0,1.0,3.0,6.0,,,,0.3333333333333333,0.5,0.3333333333333333,30.769230769230766,0.3333333333333333,0.25,,0.25,0.125,1.0,1.0,,,,,,0.3333333333333333,,0.4458999999999999,22.7,0.5454545454545454,,,,,,1.0,2.0,,1.0,,,,1.0,2.0,2.0,1.0,,,,,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,0.5,,,0.5,,,,,,0.5,,,,,,0.6666666666666666,0.5,0.5,,0.3333333333333333,,,,,,,,,0.3907,0.5526,,,0.5,17.2,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
2592,1610612756,James Jones,James Jones,2592,PHX,3640.0,61.0,-4.0,120.0,123,57.0,50.0,14.0,243,2.0,5.0,2.0,5.0,15.0,134.0,3.0,5.0,2.0,1.0,,5.0,6.0,4.0,10.0,57.0,0.5,0.4,0.4,0.6,0.625,0.5,10.294117647058822,0.1063829787234042,0.0277777777777777,,0.0806451612903225,0.0689655172413793,,0.1034482758620689,,0.5,0.4,0.4,0.5,0.5,0.4,0.45082,25.82,0.475,,,,,,3.0,5.0,,,,1.0,2.0,3.0,5.0,3.0,1.0,,,1.0,1.0,2.0,6.0,2.0,4.0,3.0,,1.0,5.0,1.0,,,14.0,3.0,3.0,1.0,1.0,,1.0,1.0,2.0,1.0,6.0,7.0,4.0,1.0,6.0,,0.3333333333333333,0.3333333333333333,0.5,0.6,,0.5,0.6,,,,0.5,0.05,,0.2,,,,,0.5,0.6,0.6,0.3333333333333333,,,,,,,,0.6666666666666666,0.5,,0.4958333333333333,0.0909090909090909,0.1666666666666666,0.4,19.82,,,,,,,,,3.0,,3.0,,1.0,,,,5.0,1.0,,,1.0,,,,,1.0,,,,0.2,,0.1363636363636363,,0.1666666666666666,,,,,,,,,,,,,,,,,4.0,3.0,,,,,,,,,,,1.0,,,,,,2.0,True,,,,,,,,,,,,,,,,,
