EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,Loose Ball Fouls,Blocked2s,BlockedAtRim,Blocks,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,AtRimPctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,Corner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,HeaveAttempts,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,Travels,Loose Ball Fouls Drawn,DefensiveGoaltends,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,Fg3aBlocked,SelfOReb,Clear Path Fouls,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,DefAtRimReboundPct,SelfORebPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,Arc3PctBlocked,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,SecondChanceCorner3FGM,OffensiveGoaltends,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,3pt And 1 Free Throw Trips,BlockedCorner3
101159,1610612756,Dijon Thompson,Dijon Thompson,101159,PHX,1120.0,19,-8.0,40,40,16.0,26.0,5.0,80,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,7.0,2.0,4.0,1.0,13.0,42.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,16.0,0.3333333333333333,0.5,0.5,0.5,0.5,0.4285714285714285,0.5,0.5,0.5454545454545454,0.5,0.3333333333333333,0.5454545454545454,0.5,0.3333333333333333,0.3636363636363636,28.88888888888889,0.1578947368421052,0.25,0.25,0.1739130434782608,0.1333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.3333333333333333,0.1818181818181818,0.5,0.5,0.1818181818181818,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,0.0909090909090909,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.5,1.0,0.5,0.3333333333333333,0.5454545454545454,0.6666666666666666,0.5294818181818182,0.64005,0.4423333333333333,0.1538461538461538,0.1538461538461538,10.328571428571427,23.875,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101213,1610612756,Sharrod Ford,Sharrod Ford,101213,PHX,655.0,11,-11.0,23,22,8.0,17.0,4.0,45,1.0,2.0,,,,,,,,,,1.0,2.0,,,,2.0,32.0,,,,,,,,2.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,,2.0,,2.0,2.0,7.0,2.0,2.0,1.0,,,,8.0,1.0,1.0,,,,0.5,,,0.5,,,0.5,,,,14.814814814814811,0.1111111111111111,0.25,,0.0833333333333333,0.1428571428571428,,,0.5,,1.0,0.5,1.0,,,,,,,,,,,,,,1.0,,0.6151,,,,,,,0.3478260869565217,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2067,1610612756,Eddie House,Eddie House,2067,PHX,13333.0,222,7.0,445,444,72.0,125.0,53.0,889,10.0,13.0,,,3.0,28.0,65.0,6.0,18.0,38.0,9.0,40.0,81.0,20.0,44.0,6.0,146.0,437.0,1.0,4.0,4.0,8.0,13.0,9.0,24.0,48.0,32.0,51.0,9.0,2.0,36.0,18.0,20.0,24.0,10.0,52.0,,8.0,11.0,20.0,1.0,21.0,7.0,3.0,7.0,,21.0,10.0,19.0,1.0,8.0,1.0,7.0,,24.0,72.0,0.6,0.6153846153846154,0.85,0.4545454545454545,0.4761904761904761,0.4938271604938271,0.25,0.6153846153846154,0.56,0.1428571428571428,0.5,0.5703125,0.25,0.5217391304347826,0.352,29.91967871485944,0.0572916666666666,,0.1568627450980392,0.0781893004115226,0.0048076923076923,,,0.1375,0.1489361702127659,0.104,0.7692307692307693,0.7692307692307693,0.024,0.52,0.4307692307692308,0.4375,0.6785714285714286,0.048,0.304,0.4736842105263157,0.4736842105263157,0.8333333333333334,,,0.4090909090909091,0.456,0.5,0.4812,0.4868375,0.4601999999999999,0.0273972602739726,0.1643835616438356,15.862962962962964,25.884090909090904,0.1617977528089887,1.0,1.0,4.0,1.0,4.0,3.0,0.0123456790123456,,,0.4,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,7.0,3.0,1.0,1.0,4.0,14.0,3.0,9.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2222222222222222,0.0153846153846153,0.6666666666666666,0.0588235294117647,0.0166666666666666,0.0222222222222222,0.25,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,0.1428571428571428,0.2857142857142857,0.1363636363636363,0.6666666666666666,0.2222222222222222,0.0157480314960629,0.0121951219512195,0.0222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,4929.0,82,19.0,160,165,30.0,48.0,15.0,325,11.0,12.0,2.0,3.0,4.0,7.0,11.0,,,,,19.0,27.0,,,3.0,41.0,178.0,2.0,4.0,4.0,2.0,3.0,,5.0,28.0,10.0,,,2.0,,,5.0,9.0,5.0,22.0,1.0,,5.0,8.0,4.0,12.0,1.0,1.0,5.0,,8.0,10.0,15.0,2.0,6.0,1.0,4.0,,5.0,30.0,0.7368421052631579,0.7777777777777778,,,,0.7037037037037037,0.5,0.6666666666666666,0.7037037037037037,0.5,0.6666666666666666,0.7068965517241379,0.5,0.625,,20.786516853932586,0.0649350649350649,0.0277777777777777,,0.0555555555555555,0.0769230769230769,,0.0454545454545454,0.075,,0.4444444444444444,0.9166666666666666,0.9166666666666666,0.1481481481481481,0.4074074074074074,0.6363636363636364,0.6363636363636364,0.5714285714285714,,,,,,0.75,0.6666666666666666,,0.4444444444444444,,0.4812703703703704,0.5788,0.4307333333333333,0.0975609756097561,0.1219512195121951,9.251851851851852,,0.1875,,1.0,8.0,7.0,8.0,2.0,,,,0.9090909090909092,1.0,1.0,1.0,,,,,,,,1.0,,4.0,1.0,3.0,,,3.0,3.0,,3.0,,,1.0,3.0,2.0,1.0,1.0,,1.0,,1.0,4.0,1.0,,,0.375,0.375,0.1875,0.1538461538461538,,0.5,0.25,0.25,,,,,,,0.3333333333333333,1.0,,0.0357142857142857,0.0357142857142857,,2.0,1.0,1.0,0.3333333333333333,0.1538461538461538,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
754,1610612756,Jim Jackson,Jim Jackson,754,PHX,25220.0,420,20.0,828,833,172.0,258.0,114.0,1661,6.0,11.0,3.0,6.0,8.0,16.0,47.0,23.0,8.0,40.0,3.0,24.0,66.0,14.0,63.0,9.0,99.0,830.0,4.0,8.0,14.0,3.0,10.0,8.0,17.0,26.0,22.0,33.0,9.0,6.0,40.0,8.0,21.0,31.0,6.0,72.0,8.0,6.0,43.0,53.0,11.0,64.0,10.0,5.0,13.0,,30.0,25.0,46.0,2.0,13.0,3.0,13.0,1.0,17.0,172.0,0.5416666666666666,0.6190476190476191,0.7857142857142857,0.2222222222222222,0.2222222222222222,0.3636363636363636,0.5,0.3,0.3488372093023256,0.4666666666666667,0.3333333333333333,0.3666666666666666,0.4666666666666667,0.4047619047619047,0.4883720930232558,17.259414225941423,0.1279761904761904,0.0294117647058823,0.0612244897959183,0.1129032258064516,0.027027027027027,0.0384615384615384,0.0314465408805031,0.1102941176470588,0.0602409638554216,0.0852713178294573,0.5454545454545454,0.6666666666666666,0.0620155038759689,0.3643410852713178,0.3404255319148936,0.3404255319148936,0.625,0.1782945736434108,0.3100775193798449,0.2,0.2,0.625,0.4,0.5,0.1666666666666666,0.5736434108527132,0.2,0.480306976744186,0.5130833333333333,0.4470138888888889,0.1414141414141414,0.1717171717171717,15.480303030303029,24.652380952380952,0.2077294685990338,4.0,,6.0,2.0,6.0,2.0,0.0606060606060606,0.1818181818181818,0.0163934426229508,0.3333333333333333,,3.0,2.0,6.0,2.0,5.0,,7.0,,2.0,5.0,,10.0,5.0,5.0,11.0,4.0,3.0,4.0,5.0,17.0,6.0,16.0,1.0,1.0,2.0,5.0,4.0,,2.0,2.0,2.0,5.0,2.0,0.25,,0.5666666666666667,0.1,0.0222222222222222,0.0109890109890109,0.0666666666666666,0.8333333333333334,0.25,0.3333333333333333,0.5,0.2608695652173913,0.2727272727272727,1.0,0.1333333333333333,0.3333333333333333,0.1666666666666666,,,0.0300751879699248,0.0571428571428571,,3.0,2.0,,0.0454545454545454,0.1477272727272727,,2.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.0158730158730158,0.25,0.0434782608695652,0.1339285714285714,0.0116279069767441,0.4,0.5,0.2777777777777778,0.4,,,,,,,,,,,True,,
2592,1610612756,James Jones,James Jones,2592,PHX,9487.0,158,20.0,314,311,44.0,94.0,37.0,625,2.0,4.0,2.0,3.0,1.0,10.0,27.0,16.0,7.0,16.0,2.0,13.0,32.0,14.0,32.0,9.0,77.0,330.0,2.0,4.0,10.0,2.0,3.0,4.0,9.0,16.0,10.0,42.0,,4.0,16.0,7.0,5.0,6.0,2.0,13.0,3.0,4.0,12.0,21.0,7.0,28.0,1.0,,3.0,1.0,5.0,3.0,8.0,,10.0,1.0,10.0,,9.0,44.0,0.6153846153846154,0.7272727272727273,1.0,0.4375,0.4375,0.40625,0.5,0.6666666666666666,0.53125,0.625,0.5,0.5661764705882353,0.625,0.5625,0.5,20.50561797752809,0.0816326530612244,0.03125,0.1212121212121212,0.0888888888888888,0.05,0.0588235294117647,0.032258064516129,0.0303030303030303,0.1333333333333333,0.0625,0.5,0.6666666666666666,0.015625,0.421875,0.3703703703703703,0.3846153846153846,0.7,0.25,0.25,0.4375,0.4666666666666667,1.0,0.375,0.6666666666666666,0.2857142857142857,0.5625,0.4375,0.5004484375,0.6061099999999999,0.4441642857142857,0.1298701298701298,0.1168831168831168,16.48125,24.584375,0.1401273885350318,2.0,,5.0,4.0,5.0,1.0,0.0625,0.25,,,,,1.0,7.0,2.0,2.0,1.0,4.0,,1.0,2.0,,1.0,1.0,,2.0,1.0,4.0,5.0,1.0,2.0,1.0,,,2.0,,,2.0,1.0,2.0,1.0,,2.0,1.0,0.25,0.037037037037037,0.4,0.3125,0.0909090909090909,0.0689655172413793,,0.4,1.0,1.0,1.0,0.4375,0.4375,1.0,0.25,0.25,,,0.5,0.0454545454545454,0.0606060606060606,0.0303030303030303,1.0,1.0,1.0,0.1333333333333333,0.1764705882352941,,,2.0,2.0,2.0,1.0,3.0,,,,0.5,0.03125,,,0.0851063829787234,0.088235294117647,1.0,1.0,0.2857142857142857,,1.0,0.0625,,,,,,,,,True,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,15912.0,265,41.0,526,525,97.0,145.0,66.0,1051,22.0,33.0,5.0,8.0,11.0,8.0,14.0,1.0,1.0,3.0,,32.0,58.0,2.0,4.0,18.0,88.0,529.0,5.0,9.0,14.0,8.0,12.0,,16.0,30.0,34.0,6.0,,8.0,3.0,1.0,38.0,61.0,22.0,145.0,12.0,5.0,33.0,40.0,21.0,61.0,4.0,,10.0,,20.0,12.0,26.0,2.0,28.0,3.0,22.0,,16.0,97.0,0.46875,0.5357142857142857,1.0,0.5,0.5,0.5517241379310345,0.5555555555555556,0.6666666666666666,0.5645161290322581,0.5,0.6666666666666666,0.6111111111111112,0.5833333333333334,0.6666666666666666,0.064516129032258,15.282392026578076,0.15,0.0705882352941176,0.0909090909090909,0.1381818181818181,0.0778210116731517,0.054054054054054,0.0824742268041237,0.125,0.1020408163265306,0.532258064516129,0.6666666666666666,0.7857142857142857,0.1774193548387097,0.2258064516129032,0.5714285714285714,0.5714285714285714,0.5,0.0161290322580645,0.0483870967741935,0.3333333333333333,0.3333333333333333,1.0,0.8,0.625,,0.5967741935483871,0.3333333333333333,0.4868217741935484,0.5263166666666668,0.4698999999999999,0.1590909090909091,0.1818181818181818,6.108620689655172,25.125,0.1844106463878327,6.0,4.0,13.0,9.0,14.0,3.0,0.1034482758620689,0.1515151515151515,0.0555555555555555,0.4090909090909091,5.0,6.0,2.0,1.0,,1.0,,1.0,4.0,,,,23.0,16.0,7.0,14.0,2.0,8.0,2.0,4.0,10.0,7.0,6.0,,4.0,3.0,6.0,12.0,,,1.0,3.0,5.0,,,,0.5,0.074074074074074,0.0919540229885057,0.0862068965517241,,0.3571428571428571,0.1818181818181818,0.2,1.0,1.0,1.0,1.0,,0.1,0.5,0.8333333333333334,,0.1666666666666666,0.1764705882352941,,1.0,1.0,,0.1034482758620689,0.1666666666666666,0.2,,,,,,2.0,,,,,,0.0909090909090909,,0.1666666666666666,0.0909090909090909,,,,,2.0,,1.0,1.0,1.0,0.125,,,,,True,,
1890,1610612756,Shawn Marion,Shawn Marion,1890,PHX,15868.0,264,-19.0,526,532,138.0,193.0,85.0,1058,36.0,48.0,12.0,18.0,27.0,5.0,16.0,11.0,1.0,10.0,4.0,52.0,91.0,5.0,21.0,16.0,135.0,508.0,14.0,25.0,37.0,13.0,23.0,6.0,37.0,74.0,30.0,12.0,3.0,24.0,10.0,1.0,6.0,9.0,3.0,21.0,26.0,15.0,45.0,67.0,33.0,100.0,12.0,4.0,6.0,,12.0,12.0,19.0,1.0,26.0,3.0,27.0,,37.0,138.0,0.7115384615384616,0.925,0.8,0.238095238095238,0.238095238095238,0.5714285714285714,0.56,0.5652173913043478,0.53125,0.6071428571428571,0.5517241379310345,0.5443548387096774,0.6166666666666667,0.5606060606060606,0.1875,21.864951768488748,0.2261306532663316,0.1347150259067357,0.2142857142857142,0.2230483271375464,0.1130136986301369,0.1627906976744186,0.087378640776699,0.2285714285714285,0.2413793103448276,0.4285714285714285,0.75,0.8,0.2410714285714285,0.1428571428571428,0.3125,0.3333333333333333,1.0,0.0982142857142857,0.0892857142857142,0.1,0.1,,0.6428571428571429,0.6666666666666666,0.1379310344827586,0.6160714285714286,0.1,0.5097308035714285,0.5021391304347828,0.495498275862069,0.2740740740740741,0.2740740740740741,5.776923076923076,24.309523809523814,0.2623574144486692,7.0,,18.0,11.0,18.0,1.0,0.0769230769230769,0.0625,0.2127659574468085,0.6666666666666666,10.0,13.0,11.0,4.0,1.0,2.0,1.0,3.0,3.0,2.0,5.0,,3.0,1.0,2.0,3.0,,7.0,7.0,8.0,6.0,1.0,3.0,1.0,3.0,1.0,5.0,13.0,,2.0,,7.0,11.0,2.0,0.3333333333333333,0.0625,0.5,0.28,0.0707070707070707,0.0909090909090909,0.0833333333333333,0.6111111111111112,0.4074074074074074,0.4583333333333333,0.7272727272727273,0.3636363636363636,0.3636363636363636,1.0,0.0357142857142857,0.0714285714285714,0.4482758620689655,0.7692307692307693,0.25,0.1065573770491803,0.1287128712871287,,1.0,3.0,,0.0303030303030303,0.2407407407407407,,1.0,2.0,1.0,2.0,,5.0,,1.0,3.0,0.6666666666666666,,0.1111111111111111,,0.2133333333333333,0.1063829787234042,0.5,,0.0689655172413793,0.5,3.0,,,,,,1.0,1.0,1.0,1.0,True,,
959,1610612756,Steve Nash,Steve Nash,959,PHX,10980.0,183,-12.0,353,356,82.0,107.0,55.0,709,10.0,10.0,1.0,1.0,14.0,11.0,26.0,,7.0,19.0,3.0,25.0,50.0,7.0,19.0,19.0,90.0,354.0,2.0,4.0,10.0,5.0,15.0,3.0,23.0,6.0,44.0,9.0,12.0,,19.0,7.0,36.0,46.0,16.0,102.0,,7.0,10.0,20.0,2.0,22.0,4.0,1.0,8.0,,24.0,2.0,10.0,1.0,24.0,3.0,19.0,5.0,23.0,82.0,0.12,0.12,0.4285714285714285,0.3684210526315789,0.3684210526315789,0.5,0.5,0.3333333333333333,0.5144927536231884,0.625,0.3611111111111111,0.5666666666666667,0.625,0.5,0.2753623188405797,23.97094430992736,0.0840336134453781,,0.1521739130434782,0.103030303030303,0.0105820105820105,,,0.0416666666666666,0.1666666666666666,0.144927536231884,1.0,1.0,0.2028985507246377,0.3768115942028985,0.4230769230769231,0.4230769230769231,0.1818181818181818,,0.2753623188405797,0.3684210526315789,0.3684210526315789,0.4285714285714285,0.125,1.0,0.1666666666666666,0.4202898550724637,0.3684210526315789,0.4541869565217391,0.4690333333333334,0.3975305555555555,0.1111111111111111,0.2555555555555555,12.502,24.905263157894737,0.2322946175637393,1.0,,,,,4.0,0.02,,,0.1,2.0,2.0,4.0,,,4.0,1.0,4.0,,1.0,10.0,,10.0,4.0,6.0,18.0,2.0,2.0,3.0,3.0,16.0,6.0,12.0,,4.0,2.0,5.0,4.0,,4.0,,,,4.0,0.3333333333333333,,0.6666666666666666,0.1764705882352941,0.0259740259740259,,0.1,,0.2857142857142857,0.3076923076923077,,,,,,0.5,0.1111111111111111,1.0,0.3333333333333333,0.056338028169014,0.0769230769230769,,,,,0.0666666666666666,0.0555555555555555,,,,2.0,2.0,,,,,,0.5,,0.0714285714285714,,0.1714285714285714,,0.5,0.5,,,2.0,,,,,,,,,,True,,
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,13197.0,220,-27.0,432,436,105.0,138.0,62.0,868,1.0,2.0,,,5.0,16.0,35.0,9.0,5.0,16.0,1.0,18.0,42.0,9.0,25.0,6.0,69.0,443.0,1.0,6.0,4.0,2.0,6.0,3.0,8.0,28.0,8.0,24.0,3.0,,16.0,5.0,5.0,9.0,4.0,22.0,1.0,4.0,7.0,12.0,4.0,16.0,6.0,3.0,3.0,,6.0,5.0,23.0,2.0,12.0,6.0,8.0,,8.0,105.0,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.36,0.36,0.4285714285714285,0.1666666666666666,0.3333333333333333,0.4701492537313433,0.1428571428571428,0.3888888888888889,0.4859154929577465,0.25,0.4,0.373134328358209,15.109343936381707,0.0429447852760736,0.0066666666666666,0.0689655172413793,0.0497737556561085,0.0176991150442477,,,0.0175438596491228,0.0638297872340425,0.0298507462686567,0.5,0.5,0.0746268656716417,0.5223880597014925,0.4571428571428571,0.4571428571428571,0.8125,0.1343283582089552,0.2388059701492537,0.3125,0.3333333333333333,0.8,,,0.1111111111111111,0.4029850746268656,0.3125,0.4638268656716418,0.4283166666666666,0.4227444444444443,0.0579710144927536,0.1159420289855072,16.69761904761905,24.9,0.2430555555555555,,,,,,7.0,,,0.027027027027027,1.0,,,1.0,4.0,,1.0,,1.0,2.0,1.0,1.0,,4.0,2.0,2.0,,1.0,3.0,1.0,3.0,3.0,,2.0,1.0,1.0,1.0,1.0,2.0,,2.0,,,,1.0,0.3333333333333333,,0.5,0.0434782608695652,0.0394736842105263,0.0555555555555555,0.0909090909090909,,0.2,0.2,,0.4444444444444444,0.4444444444444444,1.0,,0.1428571428571428,,,,0.0289855072463768,0.0454545454545454,,,1.0,,,0.0566037735849056,,1.0,2.0,,,1.0,,,,,,0.04,,,0.0566037735849056,,,,0.2222222222222222,0.5,,0.0625,,,,,,,,,True,,
