EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,Steals,BadPassSteals,SecondChanceTurnovers,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,FG2APctBlocked,LongMidRangePctBlocked,OffFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,PtsPutbacks,ShortMidRangeAssists,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,DefFTReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,AtRimPctBlocked,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Corner3Assists,Defensive 3 Seconds Violations,on,SecondChanceCorner3FGA,HeaveAttempts,SecondChanceCorner3Frequency,BlockedShortMidRange,OffensiveGoaltends,3SecondViolations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,3206.0,53,-16.0,99,103,44,28,14,202,1.0,3.0,2.0,2.0,1.0,1.0,5.0,10.0,1.0,1.0,3.0,7.0,1,3,7.0,12.0,23,120,1.0,1.0,3.0,4.0,8.0,12,2.0,18.0,3.0,10.0,5.0,4.0,1.0,5.0,1.0,2.0,2.0,11.0,1.0,2.0,1.0,3,1.0,4,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,12,44,1.0,1.0,0.8571428571428571,0.5833333333333334,1.0,0.5,0.5833333333333334,0.3333333333333333,0.7666666666666667,1.5,0.75,0.7666666666666667,1.5,0.75,0.8,15.254237288135593,0.6666666666666666,0.03225806451612903,0.2,0.125,0.07317073170731707,0.0196078431372549,0.125,0.07692307692307693,0.14285714285714285,0.3333333333333333,0.14285714285714285,0.2,0.3333333333333333,0.3333333333333333,1.0,0.13333333333333333,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.8,1.0,1.0,1.0,0.125,1.0,0.875,0.42857142857142855,0.8,0.5,0.47605999999999987,0.4053,0.50019375,0.13043478260869565,0.5217391304347826,18.63333333333333,25.075,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,2338.0,39,-8.0,69,72,11,19,12,141,1.0,5.0,,,,,,,,,,,3,9,,,11,75,,,4.0,,,4,4.0,,,,,,1.0,1.0,1.0,,,3.0,1.0,2.0,4.0,6,7.0,13,,1.0,1.0,,,1.0,,2.0,5.0,4.0,,4,11,0.6666666666666666,0.6666666666666666,,,,,,0.3333333333333333,0.3333333333333333,,1.0,0.4583333333333333,0.4,1.0,,15.476190476190476,1.0,0.16,0.18181818181818182,0.5,0.16666666666666666,0.15384615384615385,0.5,,0.2857142857142857,,,0.5555555555555556,0.2,0.25,,,,,,,,,,,,,,,,,0.1111111111111111,,0.4191888888888889,0.4195666666666667,0.4266,0.36363636363636365,0.36363636363636365,10.777777777777779,,0.15942028985507245,1.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.2,0.3333333333333333,0.13513513513513514,0.3,0.09090909090909091,0.3333333333333333,0.2,0.1111111111111111,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,5455.0,91,9.0,166,170,53,38,27,336,2.0,5.0,2.0,2.0,1.0,1.0,6.0,16.0,2.0,3.0,,3.0,5,13,8.0,18.0,46,165,2.0,3.0,10.0,1.0,4.0,9,6.0,24.0,,16.0,6.0,4.0,1.0,5.0,1.0,3.0,,11.0,1.0,3.0,8.0,12,6.0,18,1.0,3.0,2.0,3.0,,6.0,2.0,5.0,11.0,10.0,1.0,9,53,0.6,0.75,1.0,0.4444444444444444,0.6666666666666666,0.25,0.4444444444444444,0.38461538461538464,0.5483870967741935,0.7142857142857143,0.4166666666666667,0.6216216216216216,0.7142857142857143,0.5625,0.5806451612903226,21.608040201005025,0.5,0.13114754098360656,0.1875,0.05555555555555555,0.14285714285714285,0.08,,0.25,0.2727272727272727,,0.05555555555555555,0.16129032258064516,0.4,0.4,1.0,0.06451612903225806,1.0,1.0,1.0,0.5161290322580645,0.375,0.375,1.0,0.42857142857142855,0.6666666666666666,1.0,0.16666666666666666,1.0,0.5,,0.7096774193548387,0.375,0.49635322580645164,0.5218642857142857,0.5851333333333333,0.21739130434782608,0.1956521739130435,10.438461538461537,25.427777777777774,0.3192771084337349,1.0,4.0,2.0,4.0,12.0,4.0,,1.0,2.0,4.0,4.0,,5.0,,3.0,2.0,2.0,14.0,4.0,1.0,1.0,0.5,,,,0.08771929824561403,0.15,0.047619047619047616,,0.06666666666666667,0.12903225806451613,0.25,0.25,,0.12903225806451613,0.5,0.5,0.5,0.1388888888888889,0.23529411764705882,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.5,0.14285714285714285,0.0625,1.0,0.6666666666666666,0.2857142857142857,0.5,0.3333333333333333,0.5,0.05263157894736842,,,,,,,,,,True,,,,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,4461.0,74,-41.0,133,139,33,42,23,272,,5.0,,,,,,,,,,,6,19,,,19,164,,,2.0,,,7,6.0,,,,,5.0,1.0,6.0,1.0,3.0,1.0,13.0,2.0,,,1,4.0,5,2.0,6.0,3.0,3.0,,9.0,2.0,1.0,5.0,7.0,,7,33,0.5,0.5,,,,,,0.3157894736842105,0.3157894736842105,,0.25,0.3958333333333333,0.2,0.5,,20.121951219512198,0.6666666666666666,,,0.25,,0.05714285714285714,0.25,,,,0.16666666666666666,0.2631578947368421,,,,,,,,,,,,,,,,,,,0.5789473684210527,,0.4900157894736843,0.3258666666666667,0.491,0.10526315789473684,0.3684210526315789,6.036842105263157,,0.24812030075187969,5.0,11.0,1.0,3.0,7.0,4.0,2.0,1.0,4.0,5.0,6.0,,2.0,,2.0,,1.0,10.0,5.0,,,0.25,,,,0.03225806451612903,0.047619047619047616,0.034482758620689655,,,0.5789473684210527,0.45454545454545453,0.45454545454545453,0.6,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.20833333333333334,0.20833333333333334,,1.0,1.0,3.0,,,1.0,1.0,2.0,1.0,3.0,,,2.0,1.0,,,2.0,2.0,2.0,2.0,1.0,,0.25,,,1.0,0.25,,0.75,0.3333333333333333,,,,,,,,,,,True,,,,,,,,,,,,,,,
2242,1610612753,Terence Morris,Terence Morris,2242,ORL,11508.0,192,-4.0,349,358,120,117,51,707,9.0,33.0,,,,,,2.0,,1.0,,1.0,16,47,,2.0,35,373,,1.0,6.0,,1.0,16,28.0,,,2.0,,4.0,,4.0,,1.0,2.0,8.0,,4.0,24.0,32,6.0,38,1.0,4.0,3.0,3.0,,7.0,1.0,11.0,19.0,3.0,,16,120,0.875,0.9333333333333333,,,,,,0.3404255319148936,0.32653061224489793,0.375,0.4117647058823529,0.35,0.375,0.4444444444444444,0.04081632653061224,13.734939759036143,0.5714285714285714,0.20869565217391303,0.10256410256410256,,0.18181818181818182,0.036585365853658534,,0.21428571428571427,0.04,0.21428571428571427,0.03125,0.673469387755102,0.2727272727272727,0.2727272727272727,1.0,,,,,0.04081632653061224,,,,0.125,,,,,0.058823529411764705,,0.2653061224489796,,0.43747346938775517,0.49947500000000006,0.42290294117647065,0.17142857142857143,0.45714285714285713,14.100000000000003,25.75,0.3438395415472779,6.0,11.0,1.0,3.0,3.0,7.0,,7.0,16.0,2.0,4.0,1.0,6.0,,6.0,4.0,,3.0,1.0,1.0,1.0,0.4375,0.02127659574468085,,,0.043478260869565216,0.025,0.046875,0.21052631578947367,0.2037037037037037,0.22448979591836735,0.5454545454545454,0.6,0.6666666666666666,0.061224489795918366,0.3333333333333333,0.3333333333333333,1.0,0.02040816326530612,0.02127659574468085,1.0,3.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,,1.0,,,1.0,1.0,,,5.0,2.0,5.0,3.0,5.0,0.42857142857142855,0.25,0.058823529411764705,,0.6,0.375,0.3333333333333333,0.23529411764705882,0.75,,1.0,1.0,3.0,1.0,0.09090909090909091,,,,,True,,,,,,,,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,5660.0,94,1.0,176,181,63,68,23,357,,1.0,,,,,,,,,,,17,33,,,53,196,,,15.0,,,27,14.0,,,,,3.0,,3.0,,3.0,,6.0,1.0,5.0,16.0,23,8.0,31,,2.0,1.0,2.0,,4.0,,3.0,6.0,21.0,,27,63,0.4117647058823529,0.5833333333333334,,,,,,0.5151515151515151,0.5151515151515151,0.6666666666666666,0.6428571428571429,0.5760869565217391,0.75,0.675,,24.390243902439025,0.5,0.3137254901960784,0.2631578947368421,0.08333333333333333,0.3,0.10526315789473684,0.09090909090909091,0.15789473684210525,0.3333333333333333,0.14285714285714285,,0.030303030303030304,,,,,,,,,,,,,,,,,,,0.6363636363636364,,0.4652909090909091,0.480175,0.4762,0.2830188679245283,0.5094339622641509,3.039393939393939,,0.35795454545454547,13.0,21.0,4.0,11.0,19.0,9.0,3.0,9.0,14.0,9.0,20.0,4.0,7.0,,2.0,1.0,1.0,29.0,14.0,2.0,2.0,0.6428571428571429,0.12121212121212122,,,0.109375,0.17647058823529413,0.0967741935483871,0.75,0.2916666666666667,0.6363636363636364,0.6190476190476191,0.7222222222222222,0.46153846153846156,0.3333333333333333,0.36363636363636365,0.4,0.25,0.3181818181818182,0.3181818181818182,6.0,8.0,7.0,10.0,6.0,10.0,,2.0,1.0,1.0,1.0,,2.0,1.0,3.0,,,4.0,2.0,4.0,3.0,,0.6666666666666666,0.2857142857142857,0.0625,,0.75,0.8888888888888888,0.75,0.7142857142857143,0.7,,,3.0,2.0,,0.14285714285714285,0.09090909090909091,0.16666666666666666,,,True,,,,,,,,,,,,,,,
1509,1610612753,Kelvin Cato,Kelvin Cato,1509,ORL,3317.0,55,-5.0,99,99,13,16,10,198,1.0,1.0,,,,,,,,,,,8,10,,,20,105,,,4.0,,,3,14.0,,,,,,,,,,,,,1.0,4.0,6,4.0,10,1.0,,,1.0,,1.0,,4.0,7.0,6.0,1.0,3,13,0.875,1.0,,,,,,0.8,0.8,1.0,1.0,0.7142857142857143,0.6666666666666666,0.75,,13.157894736842106,,0.125,0.08333333333333333,,0.11363636363636363,0.09302325581395349,,0.23076923076923078,0.14285714285714285,,0.5,0.1,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.5,,0.48879,0.5614,0.5761,0.2,0.15,5.74,,0.13131313131313133,5.0,5.0,2.0,4.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,,4.0,,2.0,1.0,,8.0,4.0,,,1.0,,,,0.0975609756097561,,0.10526315789473684,,0.07692307692307693,0.5,1.0,1.0,0.8,0.4,0.5,0.5,1.0,0.2857142857142857,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,2.0,2.0,2.0,2.0,,1.0,0.5,0.15384615384615385,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,True,,,,,,,,,,,,,,,
2749,1610612753,Jameer Nelson,Jameer Nelson,2749,ORL,8594.0,143,12.0,265,269,93,100,34,534,7.0,19.0,,1.0,,,5.0,10.0,,,3.0,5.0,21,43,5.0,11.0,69,267,,,,3.0,5.0,39,6.0,12.0,3.0,10.0,5.0,22.0,8.0,30.0,4.0,9.0,11.0,68.0,,1.0,11.0,12,4.0,16,,6.0,5.0,8.0,,14.0,3.0,5.0,12.0,17.0,2.0,39,93,0.14285714285714285,0.14285714285714285,0.8,0.45454545454545453,,0.6,0.45454545454545453,0.4883720930232558,0.5277777777777778,,0.725,0.5666666666666667,,0.76,0.2037037037037037,24.025974025974026,0.42857142857142855,0.12941176470588237,0.03333333333333333,,0.10434782608695652,0.034482758620689655,,0.12903225806451613,,0.09090909090909091,,0.35185185185185186,0.3684210526315789,0.3684210526315789,0.2857142857142857,0.018518518518518517,,,,0.18518518518518517,0.5,0.5,0.8,,,,,,0.25,0.6,0.5370370370370371,0.5,0.4793361111111112,0.387,0.50898,,0.5652173913043478,9.972093023255812,25.436363636363637,0.35094339622641507,14.0,18.0,,6.0,12.0,2.0,,10.0,15.0,10.0,36.0,3.0,4.0,,5.0,1.0,1.0,15.0,4.0,4.0,4.0,0.6666666666666666,0.06976744186046512,,,0.042105263157894736,0.041666666666666664,0.043478260869565216,0.21428571428571427,0.1,0.3333333333333333,0.7777777777777778,0.8235294117647058,0.07142857142857142,0.1111111111111111,,,,0.07142857142857142,0.08888888888888889,,,8.0,9.0,,,2.0,,4.0,3.0,1.0,,,3.0,,1.0,,1.0,,1.0,1.0,2.0,,,0.04,,1.0,,,0.45,0.8888888888888888,,,2.0,1.0,,0.05555555555555555,0.3333333333333333,,4.0,1.0,True,,,,,,,,,,,,,,,
1883,1610612753,Steve Francis,Steve Francis,1883,ORL,3583.0,60,11.0,107,111,31,39,20,218,5.0,12.0,,,,,,,,,,,11,22,,,30,122,,,3.0,,,10,6.0,,,,,6.0,5.0,11.0,5.0,4.0,,27.0,,3.0,1.0,4,4.0,8,1.0,3.0,3.0,2.0,,5.0,,,6.0,10.0,1.0,10,31,0.2727272727272727,0.3,,,,,,0.5,0.5,0.3333333333333333,0.6666666666666666,0.58,0.5,0.7142857142857143,,22.55639097744361,0.6,0.027777777777777776,0.2,,0.0784313725490196,0.08,,,0.18181818181818182,0.25,0.1,0.5454545454545454,0.4166666666666667,0.4166666666666667,0.2,,,,,,,,,,,,,,,,0.2727272727272727,,0.4187954545454545,0.45815,0.48455,0.1,0.3333333333333333,11.240909090909092,,0.2897196261682243,5.0,6.0,1.0,4.0,8.0,3.0,1.0,4.0,6.0,2.0,16.0,,4.0,,3.0,3.0,,8.0,4.0,,,0.6666666666666666,,,,0.09090909090909091,0.2727272727272727,0.043478260869565216,,0.04,0.2727272727272727,0.8333333333333334,0.8333333333333334,0.4,0.18181818181818182,0.25,0.25,,0.16,0.16,1.0,1.0,3.0,3.0,1.0,2.0,2.0,,,,,2.0,,,1.0,1.0,,,,,,2.0,0.3333333333333333,,,,,0.3333333333333333,1.0,0.5,1.0,,,1.0,,1.0,,,,,,True,,,,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,1695.0,28,15.0,51,52,17,14,4,103,2.0,4.0,,,,,1.0,1.0,,,1.0,1.0,8,12,1.0,1.0,24,42,,,2.0,1.0,1.0,5,2.0,,3.0,1.0,1.0,3.0,,3.0,,,3.0,6.0,,,2.0,3,,3,,5.0,4.0,,,5.0,3.0,,,3.0,,5,17,0.125,0.125,,1.0,,1.0,1.0,0.6666666666666666,0.7307692307692307,,0.8333333333333334,0.8,1.0,0.8333333333333334,0.07692307692307693,35.71428571428571,1.0,0.08,,,0.06896551724137931,,,,,,,0.3076923076923077,0.5,0.5,,,,,,0.07692307692307693,1.0,1.0,,,,,,,0.3333333333333333,1.0,0.38461538461538464,1.0,0.45396538461538466,,0.45531666666666665,0.08333333333333333,0.20833333333333334,9.766666666666666,25.8,0.3333333333333333,3.0,4.0,3.0,4.0,5.0,,2.0,1.0,2.0,,14.0,1.0,,,,,,5.0,3.0,,,0.5,0.08333333333333333,,,,,,,0.2,0.3076923076923077,0.75,1.0,0.3333333333333333,0.3076923076923077,0.75,0.75,,0.2,0.21428571428571427,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,0.25,,,,,,0.3333333333333333,,,,1.0,,,0.25,,,,,True,,,,,,,,,,,,,,,
