EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFtPoints,StepOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,OffAtRimReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PtsPutbacks,Fg3aBlocked,FTOffRebounds,BlockedLongMidRange,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,HeaveAttempts,DefensiveGoaltends,BlockedCorner3,on,OffensiveGoaltends,3pt And 1 Free Throw Trips,Corner3PctBlocked
101129,1610612745,Luther Head,Luther Head,101129,HOU,21629.0,360.0,-50.0,667.0,690.0,174.0,253.0,86.0,1357.0,10.0,19.0,2.0,4.0,2.0,11.0,11.0,32.0,6.0,11.0,1.0,4.0,12.0,42.0,2.0,4.0,4.0,12.0,23.0,62.0,18.0,53.0,14.0,114.0,705.0,4.0,2.0,4.0,6.0,5.0,12.0,5.0,16.0,5.0,30.0,22.0,24.0,33.0,21.0,42.0,12.0,5.0,32.0,7.0,39.0,5.0,2.0,18.0,7.0,7.0,85.0,3.0,2.0,11.0,25.0,1.0,37.0,5.0,42.0,2.0,20.0,9.0,11.0,14.0,4.0,10.0,10.0,2.0,4.0,1.0,24.0,2.0,9.0,8.0,27.0,1.0,16.0,1.0,20.0,1.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,30.0,174.0,7.0,3.0,0.4782608695652174,0.4782608695652174,0.6111111111111112,0.33962264150943394,0.5,0.3125,0.33962264150943394,0.3709677419354839,0.4166666666666667,0.43478260869565216,0.375,0.44642857142857145,0.4596774193548387,0.375,0.46875,0.4608695652173913,0.08064516129032258,0.21052631578947367,0.09090909090909091,19.39711664482307,0.5833333333333334,0.03225806451612903,0.11160714285714286,0.008097165991902834,0.14102564102564102,0.0375,0.11920529801324503,0.01529051987767584,0.013513513513513514,0.01098901098901099,0.015625,0.125,0.13559322033898305,0.09836065573770492,0.10576923076923077,0.14285714285714285,0.13636363636363635,0.03076923076923077,0.5,0.16521739130434782,0.5263157894736842,0.6666666666666666,0.5,0.09565217391304348,0.18181818181818182,0.2,0.5,0.2782608695652174,0.34375,0.34375,0.45454545454545453,0.09565217391304348,0.5454545454545454,0.5454545454545454,1.0,0.3652173913043478,0.2857142857142857,0.2857142857142857,0.4166666666666667,0.5,0.5,0.5,0.14285714285714285,0.5,0.14285714285714285,0.25,0.42857142857142855,0.3333333333333333,0.6260869565217392,0.2857142857142857,0.49005219298245606,0.45769166666666666,0.4916925925925927,0.049586776859504134,0.07462686567164178,0.018518518518518517,0.05263157894736842,0.2631578947368421,10.851612903225805,25.054716981132078,0.2608695652173913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101211,1610612745,Stephen Graham,Stephen Graham,101211,HOU,631.0,11.0,4.0,23.0,25.0,14.0,17.0,5.0,48.0,2.0,3.0,2.0,3.0,,,,,,,,,1.0,2.0,,,1.0,2.0,2.0,3.0,1.0,2.0,4.0,11.0,27.0,2.0,,,2.0,2.0,3.0,1.0,2.0,4.0,11.0,4.0,,3.0,,2.0,1.0,,,,,,,,,,,1.0,,,2.0,1.0,3.0,1.0,4.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,2.0,3.0,,2.0,,4.0,,,,2.0,,,,,,11.0,14.0,1.0,2.0,1.0,1.0,1.0,0.5,,0.5,0.5,0.6666666666666666,0.6666666666666666,0.7,0.5,0.7,0.7857142857142857,0.5,0.7857142857142857,0.4,,,,28.57142857142857,1.0,0.16666666666666666,0.2,,,0.25,0.2,0.1,,,0.3333333333333333,,,,0.4,,,0.5,,0.6,0.6666666666666666,0.6666666666666666,1.0,,,,,,,,,,,,,0.4,0.5,0.5,1.0,,,,0.6,0.6666666666666666,,,0.4,0.5,1.0,0.5,0.6202099999999999,0.5675,0.6202099999999999,,,,0.18181818181818182,1.0,,25.1,0.6086956521739131,1.0,2.0,1.0,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
133,1610612745,David Wesley,David Wesley,133,HOU,23481.0,391.0,-133.0,712.0,727.0,116.0,191.0,104.0,1439.0,9.0,17.0,1.0,3.0,1.0,6.0,15.0,32.0,2.0,9.0,,1.0,16.0,37.0,5.0,8.0,5.0,8.0,25.0,55.0,18.0,46.0,23.0,127.0,786.0,7.0,6.0,10.0,26.0,4.0,11.0,5.0,9.0,12.0,35.0,28.0,22.0,45.0,9.0,37.0,16.0,8.0,39.0,8.0,47.0,7.0,1.0,11.0,15.0,13.0,102.0,,3.0,10.0,26.0,2.0,38.0,3.0,41.0,2.0,11.0,7.0,4.0,8.0,4.0,5.0,10.0,2.0,3.0,,18.0,4.0,1.0,19.0,41.0,1.0,30.0,2.0,25.0,4.0,7.0,,4.0,1.0,,1.0,2.0,,35.0,116.0,2.0,4.0,0.56,0.56,0.8333333333333334,0.391304347826087,0.6,0.5555555555555556,0.391304347826087,0.45454545454545453,0.36363636363636365,0.5148514851485149,0.7058823529411765,0.575,0.5540540540540541,0.7222222222222222,0.68,0.45544554455445546,0.14545454545454545,0.35294117647058826,0.3333333333333333,15.731707317073171,0.4444444444444444,0.07407407407407407,0.1092436974789916,0.010380622837370242,0.11494252873563218,,0.11076923076923077,0.008086253369272238,0.014285714285714285,0.006993006993006993,,,0.1016949152542373,0.08823529411764706,0.12612612612612611,0.08823529411764706,0.21052631578947367,0.04081632653061224,,0.16831683168316833,0.5294117647058824,0.8181818181818182,0.4444444444444444,0.0594059405940594,0.16666666666666666,0.25,,0.31683168316831684,0.46875,0.46875,0.6666666666666666,0.0891089108910891,0.2222222222222222,0.2222222222222222,1.0,0.36633663366336633,0.43243243243243246,0.43243243243243246,0.8125,0.47058823529411764,0.625,1.0,0.15,0.3333333333333333,0.05,,0.4,0.625,0.6237623762376238,0.43243243243243246,0.4918544554455445,0.4928846153846153,0.45572,0.06542056074766354,0.11475409836065574,,0.2047244094488189,0.2755905511811024,12.334545454545454,25.141304347826086,0.16292134831460675,,,3.0,0.42857142857142855,,,,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,0.013157894736842105,0.11764705882352941,0.5,1.0,,,,,,,,,,,,,,True,,,
1763,1610612745,Ryan Bowen,Ryan Bowen,1763,HOU,39107.0,652.0,-111.0,1188.0,1225.0,237.0,359.0,158.0,2413.0,19.0,37.0,2.0,4.0,1.0,6.0,14.0,59.0,2.0,12.0,,1.0,1.0,10.0,,,,3.0,34.0,102.0,3.0,22.0,11.0,88.0,1237.0,12.0,,1.0,17.0,5.0,11.0,,4.0,5.0,15.0,56.0,12.0,9.0,,10.0,1.0,7.0,19.0,5.0,24.0,3.0,2.0,9.0,4.0,6.0,53.0,3.0,25.0,11.0,40.0,6.0,57.0,31.0,88.0,3.0,21.0,18.0,3.0,9.0,2.0,8.0,4.0,,1.0,,13.0,1.0,1.0,40.0,85.0,4.0,20.0,2.0,14.0,,8.0,,,4.0,3.0,,6.0,2.0,15.0,237.0,15.0,,0.8235294117647058,0.9032258064516129,1.0,0.13636363636363635,,,0.13636363636363635,0.3333333333333333,0.45454545454545453,0.31048387096774194,0.5384615384615384,0.3333333333333333,0.3384615384615385,0.5666666666666667,0.4166666666666667,0.1774193548387097,0.06862745098039216,0.16216216216216217,,10.53019145802651,0.6923076923076923,0.12,0.09501187648456057,0.05387931034482758,0.07746478873239436,0.022556390977443608,0.0905861456483126,0.04690117252931323,0.030534351145038167,0.045,0.018867924528301886,0.037037037037037035,0.125,0.09734513274336283,0.0784313725490196,0.08571428571428572,0.05405405405405406,0.03896103896103896,0.3333333333333333,0.29838709677419356,0.5135135135135135,0.6129032258064516,0.7894736842105263,0.04838709677419355,0.16666666666666666,0.16666666666666666,1.0,0.47580645161290325,0.23728813559322035,0.2413793103448276,0.8571428571428571,0.0967741935483871,0.16666666666666666,0.16666666666666666,1.0,0.08064516129032258,0.1,0.1111111111111111,1.0,,,,0.26666666666666666,0.5,0.06666666666666667,,0.2,,0.47580645161290325,0.1,0.4752792682926829,0.4821833333333333,0.4706071428571428,0.06153846153846154,0.07407407407407407,,0.19318181818181818,0.17045454545454544,11.050980392156863,24.94545454545454,0.1994949494949495,4.0,6.0,7.0,0.5833333333333334,0.46153846153846156,0.6666666666666666,0.5,,1.0,3.0,,2.0,7.0,2.0,2.0,2.0,0.09022556390977443,0.07692307692307693,,,6.0,1.0,3.0,1.0,0.045454545454545456,0.01694915254237288,0.1,0.08571428571428572,,,,,,True,,,
436,1610612745,Juwan Howard,Juwan Howard,436,HOU,22174.0,370.0,-111.0,657.0,676.0,99.0,164.0,93.0,1333.0,18.0,28.0,3.0,3.0,15.0,42.0,22.0,49.0,,,,,,1.0,,1.0,,,55.0,119.0,,1.0,19.0,129.0,695.0,13.0,,1.0,26.0,8.0,17.0,,,3.0,19.0,76.0,34.0,,,1.0,,11.0,11.0,4.0,15.0,4.0,,4.0,3.0,4.0,34.0,5.0,21.0,12.0,38.0,11.0,61.0,27.0,88.0,1.0,6.0,3.0,3.0,8.0,,3.0,9.0,,5.0,4.0,17.0,4.0,3.0,12.0,39.0,3.0,22.0,2.0,26.0,,11.0,,3.0,1.0,,1.0,1.0,,19.0,99.0,5.0,1.0,0.6909090909090909,0.76,,,,,,0.46218487394957986,0.47058823529411764,0.4583333333333333,0.7142857142857143,0.47058823529411764,0.48863636363636365,0.7222222222222222,0.5,0.008333333333333333,0.09243697478991597,0.21428571428571427,0.09523809523809523,19.787516600265604,0.47058823529411764,0.4074074074074074,0.152,0.075,0.14634146341463414,0.06493506493506493,0.15060240963855423,0.07282913165266107,0.075,0.08333333333333333,0.08064516129032258,,0.0967741935483871,0.16,0.17699115044247787,0.16129032258064516,0.1,0.018518518518518517,,0.23333333333333334,0.6428571428571429,0.8181818181818182,0.6111111111111112,0.35,0.35714285714285715,0.39473684210526316,0.4666666666666667,0.4083333333333333,0.4489795918367347,0.4583333333333333,0.9090909090909091,,,,,0.008333333333333333,,,,0.07142857142857142,,,0.17647058823529413,1.0,,,,,0.24166666666666667,,0.44151092436974804,0.5018666666666666,0.44238823529411764,0.08527131782945736,0.0859375,,0.20155038759689922,0.14728682170542637,10.531932773109244,37.7,0.1506849315068493,7.0,7.0,10.0,0.7692307692307693,0.5,1.0,0.2857142857142857,,,6.0,,4.0,1.0,2.0,,,0.058823529411764705,,,,10.0,,1.0,,,0.02040816326530612,,0.1,1.0,1.0,,,,True,,,
2437,1610612745,Lonny Baxter,Lonny Baxter,2437,HOU,4233.0,71.0,-7.0,132.0,130.0,22.0,51.0,18.0,262.0,8.0,19.0,1.0,2.0,1.0,5.0,,1.0,,,,,,,,,,,9.0,25.0,,,6.0,24.0,115.0,7.0,,,5.0,1.0,2.0,,,1.0,3.0,10.0,8.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,1.0,5.0,2.0,8.0,2.0,8.0,2.0,12.0,10.0,22.0,,,,,1.0,,,2.0,,1.0,1.0,3.0,1.0,1.0,3.0,9.0,3.0,6.0,,7.0,,5.0,,,2.0,2.0,,2.0,1.0,3.0,22.0,2.0,,0.5555555555555556,0.7142857142857143,,,,,,0.36,0.5,0.36,0.2857142857142857,0.5,0.4444444444444444,0.35714285714285715,0.75,,0.04,0.05263157894736842,,19.867549668874172,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.15384615384615385,0.13333333333333333,0.09090909090909091,0.14084507042253522,0.13513513513513514,0.14285714285714285,0.17647058823529413,0.05555555555555555,0.25,0.0625,0.4166666666666667,0.07142857142857142,0.15384615384615385,,,0.5,0.76,0.42105263157894735,0.4444444444444444,0.5,0.2,0.2,0.2,1.0,0.04,,,,,,,,,,,,,,,1.0,0.5,,,,,0.76,,0.519368,0.5339166666666666,0.5582499999999999,0.18518518518518517,0.18518518518518517,,0.20833333333333334,0.125,2.276,,0.16666666666666666,2.0,7.0,2.0,0.2857142857142857,1.0,0.2857142857142857,,,,1.0,,1.0,,3.0,,,0.14285714285714285,,,,4.0,,,,,,,,,1.0,,,,True,,,
983,1610612745,Moochie Norris,Moochie Norris,983,HOU,3351.0,56.0,25.0,104.0,100.0,32.0,30.0,14.0,204.0,2.0,9.0,,2.0,2.0,2.0,4.0,8.0,,,,,,,,,,,8.0,19.0,,,4.0,20.0,89.0,2.0,,,4.0,2.0,4.0,,,4.0,8.0,10.0,6.0,,,,,2.0,8.0,2.0,10.0,1.0,1.0,3.0,2.0,3.0,22.0,,2.0,2.0,6.0,1.0,9.0,2.0,11.0,1.0,2.0,2.0,,2.0,,2.0,1.0,,,,3.0,,2.0,1.0,3.0,,3.0,,4.0,,1.0,,1.0,,,,,,8.0,32.0,,1.0,0.625,0.7142857142857143,,,,,,0.42105263157894735,0.5,0.42105263157894735,1.0,0.5,0.47619047619047616,1.0,0.6666666666666666,,0.10526315789473684,0.2222222222222222,,20.33898305084746,0.6666666666666666,0.16666666666666666,0.13636363636363635,0.05405405405405406,0.2,,0.14814814814814814,0.043478260869565216,,0.08333333333333333,,,0.07142857142857142,0.125,0.18181818181818182,0.2,0.2,0.1111111111111111,,0.47368421052631576,0.2222222222222222,0.2857142857142857,,0.10526315789473684,1.0,1.0,0.5,0.42105263157894735,0.5,0.5,1.0,,,,,,,,,,,,0.5,,,,,,0.47368421052631576,,0.4785684210526316,0.46244999999999997,0.47535,0.05,0.05,,0.2,0.4,8.968421052631578,,0.3076923076923077,,,2.0,1.0,,,,,,,,,,,,,0.05263157894736842,,,,2.0,,,,,,,,,1.0,,,,True,,,
101236,1610612745,Chuck Hayes,Chuck Hayes,101236,HOU,4112.0,69.0,25.0,125.0,136.0,30.0,73.0,14.0,261.0,9.0,15.0,2.0,3.0,,2.0,,,,,,,,,,,,,9.0,17.0,,,3.0,21.0,109.0,5.0,,,7.0,2.0,3.0,,,,4.0,14.0,4.0,,,,,3.0,1.0,1.0,2.0,,1.0,1.0,,,5.0,1.0,6.0,3.0,14.0,2.0,19.0,7.0,26.0,,3.0,1.0,2.0,,,,,,,,,,,3.0,11.0,1.0,3.0,,4.0,,2.0,,,1.0,1.0,,1.0,1.0,4.0,30.0,,,0.7777777777777778,1.0,,,,,,0.5294117647058824,0.6666666666666666,0.5294117647058824,0.6,0.6666666666666666,0.5526315789473685,0.5833333333333334,0.6666666666666666,,0.17647058823529413,0.06666666666666667,1.0,13.286713286713287,,0.2857142857142857,0.3181818181818182,0.10714285714285714,0.2,0.25,0.288135593220339,0.11666666666666667,0.1875,0.08695652173913043,0.3333333333333333,,0.5,0.15384615384615385,0.36,0.1111111111111111,0.3333333333333333,,1.0,0.8823529411764706,0.6,0.6428571428571429,0.7777777777777778,0.11764705882352941,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,,0.8823529411764706,,0.5270999999999999,0.54566,0.4999666666666667,0.10526315789473684,0.10526315789473684,,0.3333333333333333,0.19047619047619047,1.2470588235294118,,0.24,3.0,5.0,3.0,0.6,1.0,0.6,0.3333333333333333,,,1.0,,,,,,,0.058823529411764705,,,,4.0,,,,,,,,,,,,,True,,,
101249,1610612745,John Lucas III,John Lucas III,101249,HOU,1568.0,26.0,-12.0,45.0,46.0,8.0,15.0,4.0,91.0,,1.0,,,,2.0,2.0,4.0,,,,,,1.0,,,,,2.0,7.0,,1.0,,4.0,49.0,1.0,,,,,1.0,,,,,,4.0,,,1.0,,1.0,5.0,,5.0,,,1.0,1.0,3.0,10.0,,,,1.0,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,0.2857142857142857,,0.25,,,0.25,,,0.125,0.14285714285714285,1.0,,20.0,1.0,,0.08333333333333333,,,,0.058823529411764705,,,,,,,0.25,,,,,,0.125,,,,0.25,,,,0.5,0.5,0.5,,,,,,0.125,,,,,,,,,,,,,0.25,,0.4373375,0.3202,0.4121,,,,,,13.428571428571429,24.3,0.17777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1503,1610612745,Tracy McGrady,Tracy McGrady,1503,HOU,14462.0,241.0,-31.0,447.0,447.0,94.0,111.0,71.0,894.0,13.0,22.0,4.0,5.0,7.0,16.0,17.0,54.0,1.0,2.0,1.0,2.0,6.0,24.0,2.0,5.0,2.0,7.0,37.0,92.0,7.0,26.0,33.0,128.0,459.0,4.0,2.0,5.0,11.0,8.0,17.0,3.0,9.0,20.0,45.0,18.0,56.0,6.0,15.0,23.0,6.0,2.0,22.0,6.0,28.0,4.0,2.0,10.0,5.0,7.0,62.0,1.0,4.0,12.0,19.0,3.0,34.0,5.0,39.0,,6.0,5.0,1.0,6.0,5.0,3.0,12.0,3.0,3.0,2.0,18.0,2.0,2.0,8.0,11.0,,37.0,,46.0,,17.0,1.0,8.0,6.0,4.0,1.0,6.0,3.0,45.0,94.0,1.0,7.0,0.24324324324324326,0.2571428571428571,0.2857142857142857,0.2692307692307692,0.4,0.3333333333333333,0.28,0.40217391304347827,0.47058823529411764,0.4025423728813559,0.5555555555555556,0.4807692307692308,0.46715328467153283,0.6111111111111112,0.6081081081081081,0.22033898305084745,0.021739130434782608,0.09090909090909091,,29.750479846449135,0.3333333333333333,0.1875,0.12666666666666668,0.02185792349726776,0.19047619047619047,0.02,0.14553990610328638,0.02145922746781116,0.022222222222222223,0.010638297872340425,0.025,,0.125,0.14634146341463414,0.11594202898550725,0.17647058823529413,0.25,,0.5,0.1864406779661017,0.5909090909090909,0.65,0.23076923076923078,0.13559322033898305,0.4375,0.4375,0.14285714285714285,0.4576271186440678,0.3148148148148148,0.3148148148148148,0.29411764705882354,0.01694915254237288,0.5,0.5,,0.2033898305084746,0.25,0.2608695652173913,0.3333333333333333,0.5555555555555556,0.4,0.5,0.19230769230769232,0.8,0.07692307692307693,0.5,0.2692307692307692,0.2857142857142857,0.4067796610169492,0.2608695652173913,0.46467284482758625,0.5368888888888889,0.4692719999999999,0.13953488372093023,0.16666666666666666,0.037037037037037035,0.0859375,0.3515625,13.02391304347826,26.299999999999997,0.21029082774049218,2.0,3.0,2.0,0.5,0.3333333333333333,0.6666666666666666,,,,1.0,,1.0,1.0,7.0,,,0.045454545454545456,,,,4.0,1.0,,1.0,0.038461538461538464,,0.041666666666666664,,,,1.0,1.0,,True,,,
