EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,FTOffRebounds,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceCorner3FGM,PenaltyArc3FGM,SecondChanceFG3M,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,HeaveMakes,OffensiveGoaltends,on
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,51661.0,861,-42,1641,1626,481,577,194.0,3267,81.0,129.0,30.0,47.0,27.0,42.0,38.0,97.0,16.0,51.0,10.0,31.0,4.0,4.0,12.0,6.0,33.0,1.0,8.0,135.0,277.0,16.0,64.0,42.0,360.0,1817,37.0,63.0,5.0,15.0,89.0,37.0,75.0,4.0,20.0,11.0,97.0,146.0,124.0,48.0,62.0,1.0,32.0,6.0,13.0,1.0,26.0,10.0,36.0,4.0,6.0,13.0,1.0,12.0,82.0,24.0,46.0,36.0,79.0,26.0,141.0,70.0,211.0,9.0,20.0,12.0,8.0,16.0,4.0,3.0,23.0,1.0,13.0,2.0,5.0,39.0,10.0,11.0,54.0,93.0,1.0,9.0,9.0,54.0,6.0,5.0,55.0,3.0,25.0,4.0,31.0,22.0,1.0,8.0,31.0,21.0,2.0,97.0,481,5.0,2.0,0.5407407407407407,0.7019230769230769,1.0,0.25,0.2,0.25396825396825395,0.48736462093862815,0.5873015873015873,0.49333333333333335,0.4662756598240469,0.5441176470588235,0.45263157894736844,0.4904632152588556,0.5855263157894737,0.485,0.187683284457478,0.015625,0.04693140794223827,0.05426356589147287,0.05154639175257732,0.0196078431372549,0.030303030303030304,21.746116764863416,0.41025641025641024,0.36619718309859156,0.16024340770791076,0.08761904761904762,0.20809248554913296,0.09448818897637795,0.17267267267267267,0.08985879332477535,0.15083798882681565,0.06206896551724138,0.04975124378109453,0.10982658959537572,0.06172839506172839,0.1329479768786127,0.19402985074626866,0.16129032258064516,0.18110236220472442,0.2826086956521739,0.05263157894736842,0.6774193548387096,0.3782991202346041,0.627906976744186,0.6639344262295082,0.5308641975308642,0.2844574780058651,0.3917525773195876,0.41304347826086957,0.47368421052631576,0.1495601173020528,0.3137254901960784,0.32,0.75,0.09090909090909091,0.3225806451612903,0.3225806451612903,1.0,0.0967741935483871,0.18181818181818182,0.1875,1.0,0.6911764705882353,0.6382978723404256,0.06666666666666667,0.058823529411764705,0.014705882352941176,0.4421052631578947,0.6428571428571429,0.12631578947368421,0.3333333333333333,0.08421052631578947,0.5659824046920822,0.1875,0.48724117647058834,0.5190711538461541,0.49920691489361724,0.06887052341597796,0.08361204013377926,0.24722222222222223,0.26944444444444443,6.340794223826713,24.578125,0.2931139549055454,,,,,,,,,,,,,,,,,,,,,,,,,True
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,42469.0,708,-132,1302,1328,332,464,150.0,2630,44.0,63.0,9.0,13.0,11.0,13.0,18.0,37.0,19.0,52.0,7.0,20.0,1.0,2.0,5.0,3.0,13.0,,3.0,81.0,152.0,10.0,33.0,55.0,247.0,1514,11.0,16.0,1.0,2.0,24.0,15.0,27.0,2.0,8.0,14.0,50.0,106.0,56.0,27.0,12.0,,13.0,3.0,12.0,,14.0,12.0,26.0,6.0,6.0,7.0,3.0,4.0,64.0,8.0,15.0,17.0,54.0,16.0,87.0,25.0,112.0,3.0,17.0,9.0,8.0,14.0,2.0,6.0,22.0,3.0,8.0,,1.0,36.0,4.0,2.0,49.0,104.0,,4.0,13.0,62.0,3.0,7.0,70.0,8.0,37.0,2.0,3.0,3.0,,,3.0,,1.0,50.0,332,12.0,1.0,0.654320987654321,0.7066666666666667,0.9,0.30303030303030304,0.25,0.30303030303030304,0.5328947368421053,0.6875,0.5555555555555556,0.518918918918919,0.6470588235294118,0.5142857142857142,0.5717592592592593,0.6666666666666666,0.5952380952380952,0.1783783783783784,,0.07894736842105263,0.1111111111111111,0.10810810810810811,0.019230769230769232,,17.119565217391305,0.3888888888888889,0.27586206896551724,0.12857142857142856,0.034324942791762014,0.11564625850340136,0.04371584699453552,0.12522045855379188,0.037096774193548385,0.04580152671755725,0.01694915254237288,0.03723404255319149,0.043478260869565216,0.044444444444444446,0.10606060606060606,0.128,0.147239263803681,0.09433962264150944,0.17073170731707318,0.037037037037037035,,0.34054054054054056,0.6984126984126984,0.7857142857142857,0.6818181818181818,0.2,0.4864864864864865,0.5454545454545454,0.4444444444444444,0.2810810810810811,0.36538461538461536,0.37254901960784315,0.7894736842105263,0.10810810810810811,0.35,0.35,0.8571428571428571,0.07027027027027027,0.23076923076923078,0.23076923076923078,1.0,0.7647058823529411,0.6923076923076923,0.2222222222222222,0.058823529411764705,,0.37142857142857144,0.8461538461538461,0.14285714285714285,0.4,0.08571428571428572,0.518918918918919,0.23076923076923078,0.48300864864864873,0.5539999999999999,0.48495285714285724,0.17289719626168223,0.20441988950276244,0.09716599190283401,0.20242914979757085,8.101315789473682,23.893939393939394,0.25499231950844853,3.0,2.0,2.0,2.0,0.06451612903225806,,,,,,,,,,,,,,,,,,,,True
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,40732.0,679,-84,1258,1264,391,446,140.0,2522,35.0,68.0,4.0,4.0,8.0,15.0,3.0,13.0,29.0,61.0,2.0,5.0,,1.0,2.0,3.0,18.0,1.0,8.0,67.0,142.0,5.0,23.0,32.0,181.0,1404,7.0,9.0,1.0,,14.0,12.0,30.0,1.0,10.0,16.0,43.0,24.0,110.0,9.0,6.0,2.0,16.0,3.0,12.0,,69.0,52.0,121.0,38.0,14.0,27.0,11.0,31.0,294.0,4.0,10.0,11.0,33.0,3.0,47.0,14.0,61.0,2.0,12.0,10.0,2.0,31.0,3.0,19.0,19.0,7.0,12.0,2.0,3.0,50.0,4.0,10.0,16.0,36.0,,,1.0,55.0,1.0,11.0,42.0,4.0,14.0,9.0,1.0,,1.0,,1.0,1.0,,43.0,391,5.0,9.0,0.1791044776119403,0.1875,0.6,0.21739130434782608,0.1,0.23809523809523808,0.47183098591549294,0.7777777777777778,0.4,0.45151515151515154,0.7,0.3375,0.49184782608695654,0.7,0.43,0.1393939393939394,,0.08450704225352113,0.16176470588235295,0.07692307692307693,,,16.548797736916548,0.62,0.05555555555555555,0.08029197080291971,0.024875621890547265,0.07534246575342465,0.0223463687150838,0.07899461400359066,0.024096385542168676,0.03007518796992481,0.017543859649122806,0.025806451612903226,0.009009009009009009,0.04411764705882353,0.03496503496503497,0.07766990291262135,0.12121212121212122,0.08411214953271028,0.05128205128205128,0.02564102564102564,1.0,0.4121212121212121,0.5147058823529411,0.6140350877192983,0.14285714285714285,0.07878787878787878,0.23076923076923078,0.25,,0.3696969696969697,0.47540983606557374,0.47540983606557374,0.2413793103448276,0.030303030303030304,0.4,0.4,1.0,0.10909090909090909,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.4,1.0,,,0.1,0.375,0.5333333333333333,0.05,0.5,0.2,0.5515151515151515,0.1875,0.4958222222222221,0.4212285714285714,0.49980131578947384,0.08,0.09210526315789473,0.07734806629834254,0.23756906077348067,9.164084507042254,27.434782608695656,0.3108108108108108,6.0,,,2.0,,,,,,,,,,,,,,,,,,,,,True
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,35010.0,584,-22,1119,1097,423,386,117.0,2216,24.0,42.0,2.0,3.0,7.0,12.0,21.0,49.0,29.0,67.0,12.0,37.0,4.0,4.0,14.0,3.0,15.0,1.0,6.0,74.0,158.0,15.0,52.0,96.0,289.0,1227,4.0,8.0,5.0,6.0,23.0,22.0,45.0,5.0,20.0,61.0,120.0,38.0,110.0,42.0,4.0,,15.0,3.0,12.0,,26.0,19.0,45.0,10.0,9.0,17.0,3.0,6.0,109.0,3.0,3.0,15.0,30.0,12.0,57.0,6.0,63.0,1.0,4.0,3.0,1.0,14.0,2.0,4.0,21.0,3.0,10.0,2.0,,35.0,1.0,12.0,19.0,48.0,,3.0,11.0,81.0,3.0,2.0,127.0,6.0,33.0,26.0,2.0,1.0,,1.0,2.0,1.0,,120.0,423,6.0,24.0,0.25675675675675674,0.2638888888888889,0.9333333333333333,0.28846153846153844,0.25,0.28846153846153844,0.46835443037974683,0.5,0.4888888888888889,0.4595238095238095,0.6538461538461539,0.45384615384615384,0.5304182509505704,0.71875,0.5643564356435643,0.24761904761904763,,0.0759493670886076,0.23809523809523808,0.02040816326530612,0.014925373134328358,,23.935742971887553,0.4,0.2727272727272727,0.08571428571428572,0.008310249307479225,0.13513513513513514,0.02142857142857143,0.09761388286334056,0.011976047904191617,0.018867924528301886,0.00909090909090909,,0.024390243902439025,0.017241379310344827,0.078125,0.12345679012345678,0.07092198581560284,0.12987012987012986,0.14705882352941177,0.009259259259259259,0.5,0.2,0.5714285714285714,0.75,0.125,0.23333333333333334,0.42857142857142855,0.4375,,0.319047619047619,0.43283582089552236,0.4393939393939394,0.5517241379310345,0.1761904761904762,0.32432432432432434,0.32432432432432434,0.9166666666666666,0.07142857142857142,0.2,0.2,1.0,0.23076923076923078,0.6666666666666666,,0.3076923076923077,0.07692307692307693,0.18461538461538463,0.5833333333333334,0.2153846153846154,0.2857142857142857,0.09230769230769231,0.44761904761904764,0.2,0.46682714285714283,0.44831666666666664,0.46526,0.13924050632911392,0.1783783783783784,0.07958477508650519,0.41522491349480967,10.460759493670885,23.97307692307692,0.3780160857908847,3.0,,,,,3.0,1.0,3.0,15.0,0.6,0.75,1.0,0.16666666666666666,,,,,,,,,,,,True
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,102560.0,1709,-108,3241,3229,1054,1178,369.0,6470,34.0,58.0,20.0,33.0,17.0,27.0,25.0,58.0,48.0,108.0,16.0,49.0,5.0,5.0,18.0,86.0,194.0,10.0,56.0,107.0,224.0,102.0,243.0,63.0,583.0,3639,37.0,59.0,15.0,12.0,107.0,41.0,78.0,26.0,74.0,30.0,190.0,136.0,78.0,306.0,42.0,1.0,193.0,86.0,14.0,2.0,32.0,24.0,56.0,8.0,16.0,12.0,3.0,17.0,136.0,28.0,57.0,36.0,136.0,26.0,198.0,86.0,284.0,10.0,49.0,32.0,17.0,15.0,1.0,9.0,17.0,3.0,6.0,,4.0,32.0,2.0,9.0,102.0,216.0,,19.0,8.0,88.0,19.0,17.0,76.0,6.0,26.0,11.0,30.0,26.0,2.0,2.0,31.0,13.0,3.0,190.0,1054,43.0,10.0,0.6355140186915887,0.7906976744186046,1.0,0.41975308641975306,0.35135135135135137,0.4214876033057851,0.47767857142857145,0.6271186440677966,0.5256410256410257,0.556745182012848,0.6418918918918919,0.5263157894736842,0.5811623246492986,0.6772151898734177,0.5688622754491018,0.5203426124197003,0.00823045267489712,0.0625,0.10344827586206896,0.08620689655172414,0.027777777777777776,,14.543960558751028,0.46875,0.1984732824427481,0.13737373737373737,0.05588235294117647,0.10434782608695652,0.058091286307053944,0.12883895131086143,0.05659121171770972,0.047021943573667714,0.053763440860215055,0.06398104265402843,0.053125,0.06790123456790123,0.13432835820895522,0.137546468401487,0.13989637305699482,0.09795918367346938,0.12,0.042735042735042736,0.41935483870967744,0.12419700214132762,0.5862068965517241,0.6538461538461539,0.4117647058823529,0.12419700214132762,0.43103448275862066,0.4716981132075472,0.32,0.23126338329764454,0.4444444444444444,0.45714285714285713,0.9583333333333334,0.10492505353319058,0.32653061224489793,0.3404255319148936,1.0,0.41541755888650966,0.44329896907216493,0.44329896907216493,1.0,0.44594594594594594,0.6060606060606061,0.05,0.06756756756756757,0.13513513513513514,0.17763157894736842,0.6296296296296297,0.11842105263157894,0.2777777777777778,0.3684210526315789,0.6445396145610278,0.44559585492227977,0.4909118025751073,0.49669903846153846,0.4896055921052631,0.05737704918032787,0.10655737704918032,0.1835334476843911,0.3259005145797599,11.542410714285712,25.05432098765432,0.3252082690527615,,1.0,1.0,1.0,0.011235955056179775,2.0,21.0,7.0,4.0,0.4666666666666667,0.4,1.0,0.375,5.0,1.0,2.0,1.0,1.0,0.04081632653061224,0.5,1.0,0.00819672131147541,,,True
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,71136.0,1186,-52,2267,2244,774,877,251.0,4511,54.0,91.0,6.0,10.0,16.0,24.0,13.0,36.0,31.0,87.0,46.0,98.0,11.0,13.0,33.0,27.0,90.0,3.0,32.0,98.0,214.0,73.0,188.0,80.0,495.0,2550,8.0,16.0,14.0,5.0,42.0,29.0,62.0,22.0,65.0,33.0,157.0,108.0,88.0,192.0,6.0,4.0,85.0,26.0,9.0,2.0,52.0,19.0,71.0,13.0,6.0,23.0,10.0,19.0,161.0,7.0,13.0,30.0,77.0,4.0,111.0,22.0,133.0,6.0,39.0,20.0,19.0,22.0,2.0,9.0,18.0,1.0,13.0,1.0,1.0,40.0,3.0,12.0,39.0,98.0,1.0,3.0,12.0,90.0,6.0,17.0,103.0,5.0,33.0,14.0,9.0,5.0,1.0,3.0,9.0,6.0,,157.0,774,23.0,10.0,0.5510204081632653,0.5684210526315789,0.8767123287671232,0.3882978723404255,0.3384615384615385,0.391304347826087,0.45794392523364486,0.5,0.46774193548387094,0.5161691542288557,0.6166666666666667,0.4881889763779528,0.5492170022371364,0.6176470588235294,0.5379310344827586,0.46766169154228854,0.010638297872340425,0.04205607476635514,0.06593406593406594,0.05555555555555555,0.011494252873563218,0.011111111111111112,19.12804399057345,0.55,0.0449438202247191,0.11356932153392331,0.0188953488372093,0.136986301369863,0.0196078431372549,0.11928651059085842,0.019138755980861243,0.019230769230769232,,0.031141868512110725,0.02564102564102564,0.008130081300813009,0.058823529411764705,0.11049723756906077,0.16602316602316602,0.12666666666666668,0.15942028985507245,0.02912621359223301,0.6666666666666666,0.2263681592039801,0.5934065934065934,0.6352941176470588,0.5740740740740741,0.08955223880597014,0.3611111111111111,0.38235294117647056,0.46153846153846156,0.21641791044776118,0.3563218390804598,0.36046511627906974,0.5483870967741935,0.24378109452736318,0.46938775510204084,0.4742268041237113,0.9565217391304348,0.22388059701492538,0.3,0.30337078651685395,0.7407407407407407,0.3333333333333333,0.6,,0.36666666666666664,0.1,0.1889763779527559,0.6666666666666666,0.25984251968503935,0.3939393939393939,0.25196850393700787,0.6940298507462687,0.3058823529411765,0.5123845477386934,0.49843000000000004,0.48308780487804875,0.08314087759815242,0.13636363636363635,0.08484848484848485,0.31717171717171716,9.410747663551401,24.926063829787235,0.3414203793559771,27.0,2.0,,,0.03225806451612903,4.0,9.0,7.0,5.0,0.5,0.36363636363636365,0.75,0.28125,3.0,,3.0,,,0.01020408163265306,1.0,1.0,0.015706806282722512,1.0,,True
2229,1610612761,Mike James,Mike James,2229,TOR,66825.0,1114,-26,2125,2116,742,813,245.0,4241,92.0,150.0,8.0,12.0,32.0,57.0,25.0,61.0,64.0,146.0,9.0,22.0,1.0,2.0,7.0,59.0,153.0,13.0,63.0,181.0,357.0,68.0,175.0,112.0,678.0,2397,13.0,22.0,14.0,6.0,56.0,68.0,135.0,25.0,70.0,59.0,270.0,56.0,306.0,129.0,8.0,1.0,152.0,59.0,32.0,,103.0,65.0,168.0,39.0,26.0,37.0,12.0,54.0,401.0,2.0,13.0,31.0,53.0,4.0,88.0,15.0,103.0,6.0,32.0,21.0,11.0,45.0,10.0,28.0,42.0,6.0,17.0,1.0,5.0,87.0,3.0,34.0,24.0,86.0,,2.0,16.0,130.0,2.0,12.0,133.0,9.0,43.0,22.0,1.0,,1.0,,1.0,1.0,,270.0,742,17.0,21.0,0.15469613259668508,0.15819209039548024,0.6323529411764706,0.38857142857142857,0.35714285714285715,0.39080459770114945,0.5070028011204482,0.5909090909090909,0.5037037037037037,0.5319548872180451,0.6944444444444444,0.5146341463414634,0.5680272108843537,0.7105263157894737,0.5632911392405063,0.32894736842105265,,0.0896358543417367,0.17333333333333334,0.08196721311475409,0.00684931506849315,,28.165482657751777,0.5172413793103449,0.045454545454545456,0.08439490445859872,0.0203125,0.12863070539419086,0.005649717514124294,0.09666283084004602,0.015090543259557344,0.01485148514851485,0.030864197530864196,0.018115942028985508,0.008333333333333333,,0.07582938388625593,0.07738095238095238,0.0963855421686747,0.10919540229885058,0.1791044776119403,0.025423728813559324,1.0,0.2819548872180451,0.6133333333333333,0.7419354838709677,0.20652173913043478,0.11466165413533834,0.4098360655737705,0.44642857142857145,,0.2744360902255639,0.4383561643835616,0.4413793103448276,0.140625,0.041353383458646614,0.4090909090909091,0.4090909090909091,1.0,0.287593984962406,0.38562091503267976,0.38562091503267976,0.576271186440678,0.3333333333333333,0.6666666666666666,0.125,0.027777777777777776,0.3611111111111111,0.2780487804878049,0.5614035087719298,0.03414634146341464,0.2857142857142857,0.3073170731707317,0.6109022556390977,0.3881578947368421,0.47843013182674204,0.4923362068965518,0.4566953431372549,0.07773851590106007,0.10997442455242967,0.08259587020648967,0.39823008849557523,9.356022408963586,25.273714285714277,0.3491764705882353,75.0,,,,,,23.0,8.0,11.0,0.5714285714285714,,,0.36507936507936506,8.0,1.0,1.0,,,,0.6153846153846154,0.875,0.005714285714285714,,,True
2254,1610612761,Loren Woods,Loren Woods,2254,TOR,5419.0,90,-17,170,177,52,65,16.0,347,6.0,8.0,4.0,5.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,7.0,11.0,,,3.0,17.0,187,4.0,6.0,,,8.0,2.0,2.0,,,2.0,6.0,4.0,10.0,,6.0,,,,,,,,,,,,,,,5.0,4.0,2.0,11.0,4.0,17.0,10.0,27.0,1.0,1.0,,1.0,4.0,,2.0,4.0,1.0,2.0,,1.0,8.0,2.0,3.0,10.0,16.0,,,2.0,7.0,,1.0,4.0,,1.0,1.0,7.0,6.0,,1.0,7.0,3.0,,6.0,52,1.0,1.0,0.2857142857142857,0.5,,,,,0.6363636363636364,0.6666666666666666,1.0,0.6363636363636364,0.6666666666666666,1.0,0.6538461538461539,0.6666666666666666,1.0,,,,,,,,11.170212765957448,0.5,0.5714285714285714,0.18333333333333332,0.08888888888888889,0.09523809523809523,0.15151515151515152,0.16049382716049382,0.11538461538461539,0.2727272727272727,,0.047619047619047616,0.16,0.125,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.07692307692307693,0.125,0.25,0.42857142857142855,0.7272727272727273,0.75,0.75,0.16666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,0.8333333333333334,0.8,,,,1.0,1.0,,,,0.7272727272727273,,0.5220363636363636,0.5602666666666666,0.65055,0.08333333333333333,0.08333333333333333,0.47058823529411764,0.35294117647058826,2.4363636363636365,,0.3058823529411765,,1.0,,2.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,True
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,12270.0,204,4,388,387,141,132,46.0,775,3.0,11.0,,1.0,2.0,4.0,2.0,3.0,5.0,20.0,1.0,4.0,,1.0,2.0,7.0,14.0,2.0,4.0,10.0,34.0,8.0,18.0,13.0,57.0,420,,3.0,2.0,,3.0,5.0,13.0,3.0,6.0,8.0,27.0,,20.0,21.0,,,14.0,7.0,4.0,,25.0,11.0,36.0,7.0,4.0,16.0,4.0,5.0,83.0,1.0,,6.0,6.0,1.0,13.0,1.0,14.0,,11.0,6.0,5.0,4.0,2.0,3.0,5.0,2.0,1.0,,1.0,9.0,,,8.0,25.0,,,,10.0,1.0,,16.0,,3.0,5.0,,,,,,,,27.0,141,6.0,5.0,,,0.875,0.4444444444444444,0.5,0.4444444444444444,0.29411764705882354,,0.38461538461538464,0.4230769230769231,0.3,0.5,0.475,0.3,0.5625,0.34615384615384615,,0.11764705882352941,0.2727272727272727,,0.05,,15.789473684210526,0.4444444444444444,0.08333333333333333,0.058823529411764705,,0.13333333333333333,0.019230769230769232,0.08163265306122448,0.005847953216374269,,,,0.029411764705882353,,0.047619047619047616,0.07317073170731707,0.05,0.08333333333333333,0.3333333333333333,,,0.21153846153846154,0.2727272727272727,0.375,,0.057692307692307696,0.6666666666666666,0.6666666666666666,,0.38461538461538464,0.25,0.2631578947368421,,0.07692307692307693,0.25,0.25,1.0,0.2692307692307692,0.5,0.5,0.8571428571428571,0.2,,,,0.4,0.21052631578947367,0.5,0.10526315789473684,0.5,0.21052631578947367,0.5576923076923077,0.5,0.4506230769230768,0.4944875,0.43724736842105266,0.05454545454545454,0.08108108108108109,0.05263157894736842,0.47368421052631576,12.344117647058823,25.24444444444444,0.3634020618556701,3.0,,,2.0,,,2.0,1.0,,0.5,,,0.5,1.0,,,,,,0.5,1.0,,,,True
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,56610.0,944,-7,1785,1759,651,629,206.0,3544,67.0,113.0,24.0,37.0,30.0,51.0,28.0,84.0,65.0,139.0,,1.0,,,1.0,,8.0,,6.0,160.0,336.0,,9.0,192.0,512.0,2015,24.0,46.0,,25.0,73.0,54.0,114.0,,7.0,89.0,197.0,150.0,170.0,,36.0,2.0,6.0,,28.0,,26.0,28.0,54.0,20.0,8.0,15.0,4.0,7.0,136.0,28.0,54.0,31.0,93.0,15.0,139.0,83.0,222.0,11.0,15.0,11.0,4.0,32.0,2.0,13.0,22.0,2.0,19.0,1.0,7.0,54.0,7.0,11.0,32.0,77.0,,5.0,8.0,185.0,11.0,15.0,240.0,16.0,102.0,26.0,22.0,16.0,1.0,5.0,23.0,16.0,4.0,197.0,651,16.0,26.0,0.46875,0.528169014084507,,,,,0.47619047619047616,0.5217391304347826,0.47368421052631576,0.463768115942029,0.5217391304347826,0.4462809917355372,0.5601750547045952,0.5887096774193549,0.5726744186046512,0.02608695652173913,,0.08333333333333333,0.18584070796460178,0.08333333333333333,,,25.4228855721393,0.5925925925925926,0.23076923076923078,0.1725417439703154,0.0989010989010989,0.17222222222222222,0.11023622047244094,0.17246175243393602,0.1025,0.14285714285714285,0.13548387096774195,0.043478260869565216,0.057692307692307696,0.19387755102040816,0.14893617021276595,0.17647058823529413,0.19069767441860466,0.21428571428571427,0.07407407407407407,0.0728476821192053,0.6956521739130435,0.32753623188405795,0.5929203539823009,0.7282608695652174,0.3880597014925373,0.24347826086956523,0.3333333333333333,0.36363636363636365,0.32142857142857145,0.4028985507246377,0.4676258992805755,0.4676258992805755,0.6153846153846154,0.002898550724637681,,,,0.02318840579710145,,,,0.8043478260869565,0.6486486486486487,0.125,,,0.4214876033057851,0.5882352941176471,0.008264462809917356,,0.049586776859504134,0.3536231884057971,,0.44660801749271123,0.5171710526315789,0.46458277310924373,0.23665893271461716,0.24170616113744076,0.142578125,0.384765625,9.6125,28.43333333333333,0.36470588235294116,,1.0,1.0,2.0,0.02,,,,,,,,,,,,1.0,1.0,,,,,,,True
