EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGM,PtsUnassisted3s,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,Loose Ball Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceCorner3FGM,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,on,HeaveAttempts,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,HeaveMakes
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,7601.0,127,-57,223,230,58,46,22,453,5.0,12.0,1.0,1.0,2.0,3.0,4.0,13.0,1.0,4.0,1.0,1.0,4.0,7.0,1.0,2.0,2.0,3.0,5,29,5.0,11.0,8.0,33,233,1.0,4.0,1.0,3.0,1.0,6.0,2.0,6.0,2.0,4.0,2.0,12.0,6.0,4.0,15.0,7.0,4.0,1.0,5.0,5.0,2.0,3.0,10.0,1.0,1.0,6.0,7,1.0,8,1.0,4.0,2.0,2.0,6.0,1.0,3.0,5.0,1.0,3.0,1.0,11.0,2.0,2.0,4.0,19.0,2.0,9.0,10.0,5.0,2.0,1.0,1.0,2.0,2.0,12.0,58,3.0,0.6,0.6,1.0,0.4545454545454545,0.3333333333333333,0.5,0.4545454545454545,0.1724137931034483,0.25,0.3333333333333333,0.3125,0.3571428571428571,0.5,0.3666666666666666,0.375,0.5454545454545454,0.275,0.0344827586206896,0.0833333333333333,22.22222222222222,0.5454545454545454,0.0545454545454545,0.0103092783505154,0.0625,0.0555555555555555,0.0084745762711864,0.0204081632653061,0.0444444444444444,0.0689655172413793,0.0555555555555555,0.0833333333333333,0.0344827586206896,1.0,0.3,0.4166666666666667,0.4545454545454545,0.6,0.1,0.325,0.1,0.25,0.25,1.0,0.175,0.5714285714285714,0.5714285714285714,1.0,0.1428571428571428,1.0,1.0,0.1428571428571428,0.2857142857142857,0.5,1.0,0.3,0.6666666666666666,0.1,0.3,0.6666666666666666,0.575,0.5714285714285714,0.4958712500000001,0.453725,0.492785,0.1111111111111111,0.1470588235294117,0.1818181818181818,0.3636363636363636,9.655172413793103,24.818181818181817,0.2600896860986547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,13360.0,223,-77,394,387,132,104,39,781,6.0,10.0,1.0,1.0,1.0,2.0,5.0,51.0,1.0,3.0,,,8.0,25.0,,1.0,5.0,11.0,21,66,9.0,28.0,7.0,76,423,2.0,3.0,,1.0,2.0,6.0,7.0,20.0,5.0,11.0,1.0,30.0,10.0,32.0,15.0,25.0,8.0,3.0,20.0,24.0,6.0,7.0,52.0,1.0,3.0,11.0,14,1.0,15,,5.0,3.0,2.0,6.0,1.0,4.0,6.0,1.0,2.0,,12.0,1.0,3.0,4.0,19.0,2.0,26.0,8.0,4.0,1.0,1.0,,1.0,,30.0,132,2.0,0.238095238095238,0.238095238095238,0.5555555555555556,0.3214285714285714,,0.4545454545454545,0.3214285714285714,0.3181818181818182,0.6666666666666666,0.35,0.3670212765957447,0.5,0.4677419354838709,0.3894736842105263,0.625,0.4677419354838709,0.2978723404255319,0.0454545454545454,0.2,24.20814479638009,0.5,0.0662650602409638,0.0064102564102564,0.088235294117647,0.07,0.0051282051282051,,0.0746268656716417,0.0512820512820512,0.0666666666666666,0.1153846153846153,,,0.1063829787234042,0.6,0.75,,0.0531914893617021,0.5425531914893617,0.0319148936170212,0.3333333333333333,0.3333333333333333,1.0,0.2659574468085106,0.32,0.32,0.5,0.25,1.0,,,0.25,,,0.064516129032258,0.5,,0.3548387096774194,0.4545454545454545,0.4042553191489361,0.32,0.4396489247311828,0.4383999999999999,0.4093383333333333,0.0421052631578947,0.0597014925373134,0.0789473684210526,0.3947368421052631,15.38484848484848,25.917857142857144,0.3350253807106599,2.0,13.0,12.0,4.0,2.0,2.0,7.0,1.0,5.0,3.0,2.0,0.0196078431372549,0.0217391304347826,0.4,0.4,0.5,0.2549019607843137,0.26,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1709,1610612750,Michael Olowokandi,Michael Olowokandi,1709,MIN,45114.0,752,-41,1328,1333,286,265,139,2661,31.0,54.0,7.0,15.0,7.0,11.0,131.0,10.0,,,,,,,,,,,87,195,,,19.0,193,1372,12.0,31.0,,,6.0,30.0,19.0,44.0,,,6.0,44.0,122.0,52.0,,,,12.0,11.0,17.0,1.0,7.0,40.0,35.0,21.0,103.0,134,45.0,179,1.0,19.0,14.0,5.0,8.0,,2.0,33.0,,6.0,8.0,41.0,2.0,12.0,39.0,100.0,14.0,46.0,39.0,18.0,27.0,22.0,4.0,27.0,16.0,44.0,286,11.0,0.7011494252873564,0.7439024390243902,,,,,,0.4461538461538462,0.3870967741935484,0.4318181818181818,0.4461538461538462,0.3870967741935484,0.4318181818181818,0.455188679245283,0.4054054054054054,0.4313725490196078,,0.0615384615384615,0.0925925925925925,16.923076923076923,0.1951219512195122,0.1893382352941176,0.0671785028790787,0.1981132075471698,0.1907692307692307,0.0704,0.0808510638297872,0.16,0.2112676056338028,0.198237885462555,0.1511627906976744,0.0105263157894736,0.5925925925925926,0.2769230769230769,0.5740740740740741,0.6326530612244898,0.7419354838709677,0.6717948717948717,0.0512820512820512,,,,,,,,,0.4838709677419355,0.4666666666666667,0.2857142857142857,,,,,0.25,0.6363636363636364,,,,0.2769230769230769,,0.4257271794871795,0.4870391304347826,0.4253272727272728,0.0865384615384615,0.0865384615384615,0.155440414507772,0.2279792746113989,6.643589743589744,,0.2153614457831325,54.0,2.0,,6.0,3.0,3.0,3.0,1.0,3.0,5.0,,0.1,0.0542168674698795,0.4122137404580153,0.432,0.6851851851851852,0.2,0.2222222222222222,0.5,10.0,9.0,1.0,10.0,10.0,6.0,4.0,1.0,3.0,8.0,8.0,3.0,0.0458015267175572,0.3125,0.0263157894736842,0.0865384615384615,0.0583333333333333,0.1052631578947368,0.0357142857142857,0.4,,,,,,,,,,True,,,,,,,,,,
1853,1610612750,Anthony Carter,Anthony Carter,1853,MIN,4282.0,71,-23,125,125,32,46,16,250,2.0,4.0,,,1.0,1.0,,9.0,,1.0,,,,1.0,,,,,5,13,,2.0,4.0,14,134,1.0,2.0,,,,2.0,2.0,4.0,,,,4.0,6.0,4.0,,1.0,,,6.0,8.0,1.0,3.0,18.0,2.0,1.0,5.0,6,3.0,9,,6.0,2.0,4.0,3.0,2.0,1.0,2.0,,2.0,,5.0,1.0,1.0,4.0,10.0,,8.0,5.0,3.0,,,,,,4.0,32,2.0,0.6,0.6,,,,,,0.3846153846153846,0.5,0.5,0.3333333333333333,0.5,0.5,0.4117647058823529,0.5,0.5,0.1333333333333333,,,14.864864864864863,0.6,0.0925925925925925,0.0357142857142857,0.2,0.1016949152542373,0.04,0.0689655172413793,0.0833333333333333,0.1,0.1,0.3333333333333333,,,0.2666666666666666,0.5,0.5,0.5,,0.6,0.0666666666666666,,,,0.0666666666666666,,,,,,,,,,,0.25,1.0,,,,0.4,,0.4805099999999999,0.374,0.4419,0.1764705882352941,0.2,0.1428571428571428,0.2857142857142857,13.315384615384618,23.5,0.256,,3.0,,2.0,2.0,,2.0,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,,,2.0,,,,,,,,,,,0.0526315789473684,,0.0909090909090909,,,,,,,,,,,,True,,,,,,,,,,
708,1610612750,Kevin Garnett,Kevin Garnett,708,MIN,37950.0,632,-9,1119,1125,234,214,112,2244,33.0,54.0,5.0,8.0,8.0,9.0,87.0,103.0,,,,,4.0,6.0,,,2.0,3.0,127,244,4.0,6.0,66.0,332,1147,9.0,17.0,,,6.0,24.0,30.0,50.0,2.0,3.0,19.0,85.0,164.0,90.0,9.0,6.0,4.0,7.0,72.0,81.0,9.0,24.0,171.0,24.0,16.0,112.0,138,31.0,169,3.0,20.0,15.0,5.0,16.0,4.0,10.0,21.0,,6.0,7.0,37.0,1.0,7.0,13.0,35.0,7.0,85.0,81.0,39.0,17.0,12.0,5.0,17.0,11.0,85.0,234,6.0,0.6456692913385826,0.6776859504132231,0.75,0.6666666666666666,,0.6666666666666666,0.6666666666666666,0.5204918032786885,0.5294117647058824,0.6,0.532,0.5294117647058824,0.6226415094339622,0.5771929824561404,0.6,0.6885245901639344,0.024,0.0286885245901639,0.0925925925925925,25.739408473221424,0.4324324324324324,0.2488888888888888,0.055045871559633,0.1797752808988764,0.2374768089053803,0.058252427184466,0.0594594594594594,0.1755725190839694,0.3388429752066115,0.2424242424242424,0.1666666666666666,0.0277777777777777,0.6470588235294118,0.216,0.6111111111111112,0.673469387755102,0.6363636363636364,0.348,0.412,,,,,0.024,0.6666666666666666,0.6666666666666666,0.75,0.4705882352941176,0.625,,,,,,0.1698113207547169,0.8888888888888888,,0.0566037735849056,0.6666666666666666,0.24,0.6666666666666666,0.4269230923694779,0.46535625,0.4209884615384615,0.1392857142857143,0.1423357664233576,0.072289156626506,0.2560240963855422,10.750409836065574,27.116666666666664,0.2091152815013404,40.0,54.0,3.0,9.0,5.0,4.0,39.0,,5.0,9.0,3.0,0.0097087378640776,0.054054054054054,0.4597701149425287,0.4651162790697674,0.525,0.5242718446601942,0.5294117647058824,0.7407407407407407,12.0,6.0,1.0,10.0,3.0,5.0,5.0,,,,2.0,5.0,0.0114942528735632,0.4166666666666667,0.032258064516129,0.0759493670886076,0.0485436893203883,0.087719298245614,0.0454545454545454,0.2352941176470588,,,,,,,,,,True,,,,,,,,,,
1887,1610612750,Wally Szczerbiak,Wally Szczerbiak,1887,MIN,38204.0,637,6,1122,1123,240,208,117,2245,42.0,55.0,6.0,10.0,16.0,19.0,29.0,105.0,12.0,26.0,8.0,6.0,11.0,41.0,1.0,3.0,3.0,8.0,105,189,23.0,67.0,47.0,326,1163,12.0,22.0,6.0,11.0,5.0,47.0,25.0,48.0,5.0,14.0,14.0,79.0,124.0,86.0,51.0,41.0,11.0,11.0,34.0,44.0,10.0,14.0,98.0,12.0,17.0,47.0,67,14.0,81,3.0,11.0,9.0,2.0,17.0,4.0,10.0,16.0,,7.0,3.0,33.0,3.0,7.0,10.0,31.0,7.0,52.0,58.0,26.0,3.0,1.0,2.0,3.0,3.0,79.0,240,4.0,0.5904761904761905,0.62,0.7391304347826086,0.3432835820895522,0.5454545454545454,0.3571428571428571,0.3432835820895522,0.5555555555555556,0.5454545454545454,0.5208333333333334,0.544921875,0.6363636363636364,0.5241935483870968,0.5806451612903226,0.6388888888888888,0.572463768115942,0.26171875,0.0582010582010582,0.0909090909090909,24.761904761904763,0.5151515151515151,0.1046770601336302,0.0277136258660508,0.1847826086956521,0.1182994454713493,0.0270793036750483,0.0208333333333333,0.106060606060606,0.0661157024793388,0.1275510204081632,0.2105263157894736,0.0258620689655172,1.0,0.21484375,0.7636363636363637,0.84,0.5238095238095238,0.11328125,0.41015625,0.1015625,0.4615384615384615,0.4615384615384615,0.9166666666666666,0.16015625,0.2682926829268293,0.2682926829268293,0.5454545454545454,0.303030303030303,0.6,0.1666666666666666,0.2424242424242424,0.0909090909090909,0.3333333333333333,1.0,0.3064516129032258,0.8421052631578947,0.0967741935483871,0.1290322580645161,0.375,0.4765625,0.2682926829268293,0.4861419921875003,0.4842803571428571,0.4935443548387096,0.0985401459854014,0.1262135922330097,0.1441717791411043,0.2423312883435582,12.02010582010582,24.44776119402985,0.213903743315508,9.0,54.0,18.0,10.0,5.0,5.0,10.0,2.0,7.0,9.0,2.0,0.019047619047619,0.0215827338129496,0.3103448275862069,0.36,0.3333333333333333,0.5142857142857142,0.5242718446601942,0.6851851851851852,10.0,2.0,,3.0,4.0,2.0,5.0,,,,1.0,4.0,0.1379310344827586,0.1111111111111111,,0.0238095238095238,0.0490196078431372,0.0317460317460317,,0.0625,5.0,2.0,1.0,0.625,0.8,0.3333333333333333,0.0147058823529411,,,True,,,,,,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,35103.0,585,35,1031,1037,164,168,106,2068,28.0,61.0,1.0,4.0,2.0,6.0,10.0,57.0,5.0,7.0,2.0,2.0,11.0,32.0,2.0,3.0,5.0,11.0,53,128,16.0,39.0,23.0,177,1046,2.0,7.0,3.0,5.0,1.0,14.0,4.0,13.0,6.0,13.0,4.0,30.0,56.0,50.0,42.0,32.0,11.0,11.0,87.0,98.0,26.0,46.0,207.0,8.0,9.0,33.0,43,12.0,55,6.0,31.0,20.0,11.0,23.0,2.0,19.0,13.0,1.0,4.0,2.0,36.0,,6.0,19.0,39.0,4.0,41.0,34.0,16.0,6.0,3.0,2.0,7.0,4.0,30.0,164,3.0,0.5283018867924528,0.5283018867924528,0.875,0.4102564102564102,0.6,0.4615384615384615,0.4102564102564102,0.4140625,0.2857142857142857,0.3076923076923077,0.4610778443113772,0.5416666666666666,0.5,0.4889502762430939,0.5384615384615384,0.5,0.2335329341317365,0.0859375,0.1475409836065573,18.73920552677029,0.6388888888888888,0.079136690647482,0.0202020202020202,0.1139240506329113,0.0846774193548387,0.0256410256410256,0.0118343195266272,0.0564516129032258,0.0869565217391304,0.0898876404494382,0.0909090909090909,0.0697674418604651,0.5714285714285714,0.3652694610778443,0.4590163934426229,0.5384615384615384,0.4642857142857143,0.059880239520958,0.3413173652694611,0.0419161676646706,0.7142857142857143,0.7142857142857143,1.0,0.1916167664670658,0.34375,0.34375,0.8181818181818182,0.3333333333333333,0.25,1.0,0.1666666666666666,0.25,0.6666666666666666,1.0,0.2307692307692307,0.3333333333333333,0.0769230769230769,0.4230769230769231,0.4545454545454545,0.5988023952095808,0.34375,0.5095964071856288,0.48930625,0.4958192307692308,0.0903954802259887,0.1159420289855072,0.0790960451977401,0.1694915254237288,9.29296875,25.146153846153847,0.1590688651794374,4.0,21.0,6.0,11.0,7.0,4.0,15.0,,1.0,6.0,,,0.0077519379844961,0.4,0.5,0.25,0.3684210526315789,0.3684210526315789,0.6666666666666666,,4.0,,1.0,1.0,,4.0,1.0,,,1.0,4.0,0.2,0.0434782608695652,,0.0555555555555555,0.0510204081632653,0.0566037735849056,0.0526315789473684,0.2307692307692307,1.0,1.0,,0.5,1.0,0.5,,1.0,1.0,True,,,,,,,,,,
2204,1610612750,Eddie Griffin,Eddie Griffin,2204,MIN,3209.0,53,-28,96,97,29,25,13,193,2.0,5.0,2.0,4.0,,,1.0,4.0,,1.0,1.0,,2.0,5.0,,,1.0,2.0,2,10,2.0,6.0,3.0,13,105,2.0,4.0,,1.0,2.0,6.0,,1.0,1.0,2.0,,3.0,,4.0,6.0,5.0,2.0,1.0,1.0,1.0,1.0,,2.0,5.0,1.0,9.0,11,6.0,17,2.0,,,,3.0,1.0,1.0,1.0,,2.0,,4.0,,2.0,1.0,2.0,,3.0,4.0,2.0,8.0,7.0,1.0,8.0,4.0,3.0,29,1.0,,,1.0,0.3333333333333333,,0.5,0.3333333333333333,0.2,0.5,,0.3125,0.4,0.5,0.3611111111111111,0.5,0.5,0.375,0.1,0.2,19.29824561403509,0.75,0.1666666666666666,0.1282051282051282,0.1111111111111111,0.1587301587301587,0.12,0.0555555555555555,0.0689655172413793,0.2727272727272727,0.2857142857142857,0.125,0.2222222222222222,0.5,0.3125,0.4,0.5,,0.0625,0.25,0.0625,,,,0.3125,0.4,0.4,1.0,0.8,0.5,,0.2,,,,,,,0.6666666666666666,0.5,0.6875,0.4,0.498021875,0.605475,0.3509333333333333,0.1111111111111111,0.1666666666666666,0.4615384615384615,0.2307692307692307,8.940000000000001,24.96666666666667,0.3020833333333333,,,,,,,,,,,,,0.0909090909090909,,,,,,,2.0,1.0,,1.0,,1.0,,,,,,,,0.25,,0.0909090909090909,0.3,,0.25,,,,,,,,,,,True,,,,,,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,34136.0,569,-22,999,1009,186,175,101,2008,20.0,33.0,5.0,8.0,3.0,7.0,25.0,53.0,1.0,2.0,,2.0,,2.0,,,,,56,111,1.0,4.0,25.0,140,1039,8.0,13.0,,,5.0,21.0,6.0,17.0,1.0,2.0,6.0,21.0,68.0,44.0,3.0,2.0,,7.0,38.0,44.0,9.0,12.0,94.0,11.0,3.0,23.0,27,13.0,40,1.0,10.0,5.0,5.0,16.0,3.0,12.0,12.0,1.0,4.0,2.0,28.0,7.0,6.0,20.0,55.0,5.0,28.0,31.0,16.0,6.0,4.0,2.0,8.0,7.0,21.0,186,4.0,0.6071428571428571,0.6415094339622641,1.0,0.25,,0.5,0.25,0.5045045045045045,0.6153846153846154,0.3529411764705882,0.5,0.6153846153846154,0.3947368421052631,0.546875,0.65625,0.5,0.0347826086956521,0.063063063063063,0.1818181818181818,13.978494623655914,0.5714285714285714,0.0567901234567901,0.0277777777777777,0.036144578313253,0.0532786885245901,0.0280777537796976,0.0220994475138121,0.0655737704918032,0.0526315789473684,0.0532544378698224,0.0454545454545454,0.02,0.875,0.2869565217391304,0.6060606060606061,0.7407407407407407,0.55,0.217391304347826,0.4608695652173913,0.017391304347826,0.5,0.5,1.0,0.017391304347826,,,,0.6153846153846154,0.625,0.2,,,,,0.3684210526315789,0.4285714285714285,0.1052631578947368,,,0.3217391304347826,,0.4396086956521739,0.4782416666666667,0.4797078947368421,0.1269841269841269,0.1311475409836065,0.15,0.15,10.612612612612612,24.425,0.1861861861861861,14.0,22.0,,6.0,4.0,2.0,17.0,1.0,5.0,5.0,,,0.032,0.56,0.5833333333333334,0.2857142857142857,0.4150943396226415,0.4150943396226415,0.8636363636363636,6.0,2.0,,1.0,2.0,2.0,2.0,,,,,2.0,0.04,0.0526315789473684,,0.0298507462686567,0.0333333333333333,0.0384615384615384,,,,1.0,,,,0.5,,2.0,2.0,True,,,,,,,,,,
2648,1610612750,Ronald Dupree,Ronald Dupree,2648,MIN,2097.0,35,-24,63,67,28,27,10,130,2.0,4.0,,,2.0,3.0,1.0,1.0,,,,,,,,,,,2,6,,,5.0,9,78,,1.0,,,,,2.0,3.0,,,2.0,6.0,4.0,,,,,2.0,1.0,2.0,,,5.0,,1.0,1.0,2,1.0,3,,2.0,1.0,1.0,2.0,,,,,2.0,,2.0,1.0,,2.0,6.0,,5.0,7.0,3.0,,,,,,6.0,28,1.0,1.0,1.0,,,,,,0.3333333333333333,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.5,,0.75,,0.3333333333333333,0.5,14.864864864864863,1.0,0.0454545454545454,,0.25,0.0769230769230769,0.0294117647058823,,,0.3333333333333333,,0.3333333333333333,,,0.6666666666666666,0.5,1.0,1.0,0.1666666666666666,0.1666666666666666,,,,,,,,,,,,,,,,1.0,0.6666666666666666,,,,0.6666666666666666,,0.5354,0.4033,0.5587666666666666,0.375,0.375,,0.6666666666666666,5.383333333333333,,0.4444444444444444,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,0.1428571428571428,,0.2,,,,,,,,,,,,True,,,,,,,,,,
