EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,DefThreePtRebounds,DefRebounds,Rebounds,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,on,Minutes,PlusMinus,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Fg3aBlocked,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,9.0,1,1,1,1,2,1,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1495,1610612759,Tim Duncan,Tim Duncan,1495,SAS,9.0,1,1,1,1,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,9.0,1,1,1,1,2,1,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,9.0,1,1,1,1,2,1,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,1610612759,Alex Scales,Alex Scales,2637,SAS,9.0,1,1,1,1,2,1,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101177,1610612759,Fabricio Oberto,Fabricio Oberto,101177,SAS,29389.0,924,930,326,480,1854,326,0.3528138528138528,9.0,66.0,123.0,0.1323529411764706,0.12530120481927712,0.14285714285714285,False,490.0,-37.0,120.0,31.0,46.0,12.0,16.0,10.0,14.0,7.0,28.0,6.0,17.0,2.0,1.0,44.0,91.0,2.0,15.0,103.0,953.0,13.0,20.0,5.0,31.0,12.0,26.0,1.0,8.0,32.0,52.0,36.0,24.0,1.0,1.0,10.0,19.0,8.0,27.0,7.0,1.0,7.0,4.0,8.0,62.0,12.0,43.0,2.0,43.0,14.0,57.0,3.0,9.0,6.0,3.0,11.0,2.0,5.0,17.0,1.0,6.0,2.0,28.0,3.0,11.0,54.0,91.0,5.0,5.0,25.0,3.0,9.0,27.0,1.0,7.0,7.0,11.0,6.0,5.0,11.0,7.0,5.0,2.0,32.0,15.0,6.0,0.5909090909090909,0.8125,0.4835164835164835,0.65,0.46153846153846156,0.4731182795698925,0.65,0.4444444444444444,0.4858490566037736,0.62,0.45714285714285713,0.021505376344086023,0.10989010989010989,0.17391304347826086,0.07142857142857142,12.54681647940075,0.39285714285714285,0.3181818181818182,0.07692307692307693,0.1239193083573487,0.13312693498452013,0.11764705882352941,0.12941176470588237,0.13253012048192772,0.12962962962962962,0.13636363636363635,0.0967741935483871,0.15,0.06481481481481481,0.13636363636363635,0.16279069767441862,0.1276595744680851,0.08333333333333333,0.6363636363636364,0.4946236559139785,0.6739130434782609,0.8157894736842105,0.5161290322580645,0.3010752688172043,0.25,0.2692307692307692,0.5714285714285714,0.1827956989247312,0.35294117647058826,0.35294117647058826,1.0,0.021505376344086023,0.8,0.75,0.5185185185185185,0.7142857142857143,0.037037037037037035,0.5161290322580645,0.48416703296703284,0.560088888888889,0.5082230769230769,0.0707070707070707,0.07216494845360824,0.30097087378640774,0.3106796116504854,5.918681318681319,43.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1610612759,Robert Horry,Robert Horry,109,SAS,70905.0,2199,2192,767,848,4391,767,0.3487949067758072,21.0,171.0,242.0,0.11666666666666667,0.15,0.017543859649122806,False,1182.0,235.0,238.0,30.0,56.0,13.0,21.0,9.0,20.0,13.0,40.0,16.0,52.0,102.0,44.0,59.0,148.0,144.0,44.0,321.0,2143.0,14.0,29.0,7.0,53.0,16.0,41.0,56.0,21.0,92.0,68.0,50.0,20.0,1.0,101.0,9.0,62.0,17.0,79.0,9.0,8.0,36.0,14.0,12.0,175.0,20.0,48.0,3.0,132.0,18.0,71.0,2.0,43.0,23.0,20.0,23.0,6.0,17.0,18.0,,6.0,1.0,41.0,5.0,12.0,60.0,115.0,11.0,3.0,76.0,6.0,11.0,68.0,,18.0,16.0,49.0,32.0,15.0,51.0,28.0,,1.0,92.0,16.0,16.0,0.576271186440678,0.6938775510204082,0.39864864864864863,0.4827586206896552,0.3902439024390244,0.4743150684931507,0.5227272727272727,0.36597938144329895,0.49233128834355827,0.5520833333333334,0.4,0.4931506849315068,0.060810810810810814,0.14285714285714285,0.025,14.87034035656402,0.5609756097560976,0.2535211267605634,0.037037037037037035,0.15714285714285714,0.06966618287373004,0.06688963210702341,0.06882591093117409,0.052884615384615384,0.06172839506172839,0.09243697478991597,0.07936507936507936,0.045454545454545456,0.2,0.13186813186813187,0.1404109589041096,0.16260162601626016,0.012269938650306749,0.5490196078431373,0.1917808219178082,0.5357142857142857,0.625,0.5333333333333333,0.136986301369863,0.325,0.3333333333333333,0.6923076923076923,0.1780821917808219,0.3076923076923077,0.3076923076923077,0.5625,0.3493150684931507,0.4772727272727273,0.6190476190476191,0.20618556701030927,0.45,0.4536082474226804,0.684931506849315,0.49073213058419246,0.5197055555555555,0.48857656250000003,0.05806451612903226,0.10843373493975904,0.16510903426791276,0.2866043613707165,9.305405405405406,24.9548611111111,17.0,42.0,3.0,7.0,4.0,12.0,36.0,3.0,8.0,9.0,53.0,6.0,15.0,13.0,144.0,15.0,36.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.9056603773584906,0.3680555555555556,0.4,0.23214285714285715,0.3706293706293706,0.14383561643835616,0.40476190476190477,0.40476190476190477,0.8823529411764706,0.35294117647058826,0.35294117647058826,0.9166666666666666,0.23076923076923078,0.1590909090909091,0.42857142857142855,0.6666666666666666,0.18181818181818182,0.375,0.6666666666666666,0.12371134020618557,0.3333333333333333,0.20454545454545456,0.3564356435643564,,,,,,,,,
1477,1610612759,Bruce Bowen,Bruce Bowen,1477,SAS,165304.0,5014,5037,1189,1271,10051,1189,0.2371360191463901,52.0,285.0,320.0,0.14016172506738545,0.0996412913511359,0.13861386138613863,False,2755.0,360.0,590.0,38.0,80.0,3.0,7.0,4.0,16.0,28.0,66.0,62.0,145.0,16.0,8.0,128.0,291.0,245.0,51.0,619.0,5095.0,11.0,31.0,4.0,53.0,17.0,49.0,81.0,23.0,165.0,188.0,68.0,6.0,1.0,15.0,20.0,93.0,33.0,126.0,20.0,13.0,35.0,30.0,28.0,285.0,7.0,23.0,5.0,198.0,35.0,35.0,6.0,79.0,51.0,28.0,41.0,5.0,25.0,26.0,4.0,16.0,1.0,67.0,7.0,11.0,68.0,191.0,10.0,8.0,124.0,10.0,40.0,84.0,6.0,30.0,15.0,30.0,13.0,14.0,30.0,17.0,1.0,4.0,165.0,25.0,13.0,0.734375,0.752,0.43986254295532645,0.3548387096774194,0.3469387755102041,0.5298507462686567,0.4298245614035088,0.5461538461538461,0.5382608695652173,0.4491525423728814,0.565068493150685,0.457089552238806,0.06872852233676977,0.1375,0.09090909090909091,11.278988053408291,0.6119402985074627,0.23648648648648649,0.025,0.09260991580916744,0.013372093023255814,0.01443298969072165,0.013605442176870748,0.02040816326530612,0.015706806282722512,0.0060882800608828,0.014760147601476014,0.014018691588785047,0.0546218487394958,0.08641975308641975,0.1327319587628866,0.14074074074074075,0.02158273381294964,0.5666666666666667,0.14925373134328357,0.475,0.5507246376811594,0.7368421052631579,0.12313432835820895,0.42424242424242425,0.4666666666666667,0.5,0.27052238805970147,0.42758620689655175,0.43661971830985913,0.8387096774193549,0.029850746268656716,0.12280701754385964,0.42857142857142855,0.12307692307692308,0.25,0.06153846153846154,0.6063432835820896,0.5046743445692884,0.4978085106382979,0.5106851562500001,0.05357142857142857,0.09523809523809523,0.08562197092084006,0.2665589660743134,11.277663230240552,23.526938775510214,100.0,229.0,9.0,23.0,34.0,73.0,4.0,,3.0,2.0,104.0,9.0,26.0,36.0,309.0,3.0,4.0,2.0,,,,3.0,,,0.9903846153846154,0.42448979591836733,0.34615384615384615,0.4444444444444444,0.4262295081967213,0.42723880597014924,0.4366812227074236,0.43859649122807015,0.99,0.25,0.26666666666666666,1.0,0.3333333333333333,0.40350877192982454,0.391304347826087,1.0,0.05263157894736842,,,0.5615384615384615,0.4657534246575342,0.25,0.26666666666666666,2.0,0.00816326530612245,0.020689655172413793,0.004366812227074236,0.0625,,,,
1938,1610612759,Manu Ginobili,Manu Ginobili,1938,SAS,108772.0,3384,3364,852,865,6748,852,0.25177304964539005,33.0,188.0,230.0,0.13043478260869565,0.10832811521603006,0.10666666666666667,False,1813.0,409.0,405.0,146.0,254.0,15.0,27.0,30.0,56.0,50.0,123.0,30.0,75.0,165.0,44.0,226.0,452.0,217.0,280.0,981.0,3378.0,24.0,44.0,24.0,87.0,40.0,89.0,56.0,135.0,275.0,164.0,288.0,12.0,3.0,162.0,32.0,169.0,66.0,235.0,21.0,45.0,78.0,32.0,59.0,536.0,13.0,28.0,1.0,140.0,15.0,42.0,9.0,101.0,57.0,44.0,74.0,14.0,47.0,47.0,3.0,27.0,10.0,121.0,6.0,30.0,59.0,156.0,8.0,15.0,309.0,9.0,48.0,360.0,23.0,122.0,58.0,25.0,18.0,6.0,26.0,16.0,,,275.0,22.0,50.0,0.36283185840707965,0.37272727272727274,0.5,0.5454545454545454,0.449438202247191,0.523916292974589,0.4772727272727273,0.4827586206896552,0.5850422195416164,0.5304878048780488,0.5969162995594713,0.3243647234678625,0.07079646017699115,0.08267716535433071,0.07317073170731707,24.55912863070539,0.6115702479338843,0.14563106796116504,0.007575757575757576,0.10416666666666667,0.024800708591674048,0.03494623655913978,0.02731512325116589,0.03655352480417755,0.026881720430107527,0.0106951871657754,0.03333333333333333,0.037037037037037035,0.08277404921700224,0.07600950118764846,0.14915966386554622,0.1404494382022472,0.02857142857142857,0.6153846153846154,0.3796711509715994,0.5748031496062992,0.6266094420600858,0.3424657534246575,0.18385650224215247,0.4065040650406504,0.43859649122807015,0.38,0.11210762331838565,0.4,0.410958904109589,0.43333333333333335,0.24663677130044842,0.4090909090909091,0.5555555555555556,0.38620689655172413,0.5357142857142857,0.30344827586206896,0.7040358744394619,0.5120672932330831,0.5237154545454547,0.48798546099290757,0.1621271076523995,0.22141560798548093,0.08868501529051988,0.2803261977573904,5.584734513274334,25.266359447004614,20.0,52.0,3.0,7.0,4.0,12.0,63.0,2.0,15.0,16.0,83.0,5.0,22.0,20.0,204.0,45.0,63.0,1.0,1.0,1.0,,1.0,1.0,,0.8192771084337349,0.3824884792626728,0.22727272727272727,0.35714285714285715,0.3878504672897196,0.07772795216741404,0.38461538461538464,0.38461538461538464,1.0,0.38181818181818183,0.38414634146341464,0.7619047619047619,0.3333333333333333,0.10606060606060606,0.42857142857142855,1.0,0.22727272727272727,0.13333333333333333,1.0,0.08275862068965517,0.3333333333333333,0.36363636363636365,0.3888888888888889,1.0,0.004608294930875576,0.02666666666666667,,0.006060606060606061,16.0,3.0,0.013636363636363636,
2225,1610612759,Tony Parker,Tony Parker,2225,SAS,162882.0,5026,5020,1429,1456,10046,1429,0.2843215280541186,33.0,223.0,261.0,0.09510086455331412,0.08900523560209424,0.0970873786407767,False,2715.0,511.0,566.0,385.0,550.0,27.0,38.0,106.0,160.0,69.0,161.0,158.0,389.0,26.0,16.0,612.0,1100.0,36.0,253.0,1510.0,4993.0,46.0,77.0,12.0,104.0,162.0,302.0,20.0,128.0,476.0,396.0,828.0,10.0,1.0,25.0,78.0,315.0,145.0,460.0,54.0,91.0,145.0,56.0,114.0,1065.0,11.0,26.0,1.0,188.0,2.0,38.0,6.0,83.0,55.0,28.0,135.0,27.0,84.0,114.0,11.0,51.0,24.0,249.0,12.0,70.0,41.0,161.0,2.0,32.0,296.0,3.0,9.0,358.0,48.0,156.0,47.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,476.0,20.0,42.0,0.3235294117647059,0.3261943986820428,0.5563636363636364,0.5974025974025974,0.5364238410596026,0.5532570422535211,0.5609756097560976,0.5403726708074534,0.5848179705654531,0.5714285714285714,0.5905707196029777,0.03169014084507042,0.07090909090909091,0.11090909090909092,0.10559006211180125,27.076002814919068,0.5421686746987951,0.012269938650306749,0.004784688995215311,0.08801498127340825,0.015133876600698487,0.02301255230125523,0.016848816029143898,0.017928286852589643,0.012867647058823529,0.01488095238095238,0.026717557251908396,0.018518518518518517,0.0746054519368723,0.07715582450832073,0.10925449871465295,0.0942622950819672,0.013953488372093023,0.75,0.4841549295774648,0.7,0.787321063394683,0.2779220779220779,0.14172535211267606,0.42857142857142855,0.4791666666666667,0.2318840579710145,0.34242957746478875,0.40616966580976865,0.40616966580976865,0.47468354430379744,0.022887323943661973,0.4634146341463415,0.7105263157894737,0.4968944099378882,0.6625,0.049689440993788817,0.5158450704225352,0.5071385462555067,0.47955701754385965,0.4990735202492215,0.12540192926045016,0.1291390728476821,0.06887417218543046,0.3152317880794702,8.163909090909092,25.19166666666666,5.0,10.0,,,4.0,4.0,6.0,,5.0,4.0,11.0,,5.0,8.0,24.0,9.0,6.0,5.0,1.0,1.0,,,,,0.7272727272727273,0.3055555555555556,,0.4,0.3142857142857143,0.008802816901408451,0.5,0.5,0.8,0.23076923076923078,0.23076923076923078,0.6666666666666666,0.2222222222222222,,,,0.06097560975609756,,,0.012422360248447204,1.0,0.25,0.24,,,,,,,,,
