EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceFG3M,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Clear Path Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceTurnovers,Offensive Fouls,DefensiveGoaltends,OffCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedArc3,BlockedLongMidRange,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,3SecondViolations,Defensive 3 Seconds Violations,BlockedCorner3,on,OffensiveGoaltends,3pt And 1 Free Throw Trips
101122,1610612754,Danny Granger,Danny Granger,101122,IND,22935.0,382,52,712,713,247,231,93,1425,23.0,34.0,8.0,14.0,4.0,8.0,3.0,5.0,20.0,34.0,5.0,8.0,1.0,4.0,6.0,3.0,15.0,1.0,2.0,9.0,46.0,73.0,8.0,23.0,25.0,141.0,713.0,8.0,14.0,2.0,8.0,24.0,9.0,17.0,6.0,15.0,16.0,52.0,68.0,24.0,24.0,12.0,2.0,13.0,3.0,3.0,1.0,12.0,6.0,18.0,2.0,4.0,6.0,2.0,4.0,42.0,2.0,23.0,2.0,7.0,45.0,10.0,62.0,27.0,89.0,2.0,9.0,6.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,7.0,4.0,21.0,42.0,4.0,31.0,5.0,3.0,30.0,6.0,14.0,4.0,11.0,9.0,2.0,11.0,9.0,52.0,247,7.0,4.0,0.7391304347826086,0.85,1.0,0.34782608695652173,0.4,0.38095238095238093,0.6301369863013698,0.5714285714285714,0.5294117647058824,0.6041666666666666,0.5,0.5625,0.6527777777777778,0.631578947368421,0.65,0.23958333333333334,0.043478260869565216,0.0410958904109589,0.08823529411764706,0.06666666666666667,14.197530864197532,0.5714285714285714,0.3125,0.058823529411764705,0.15254237288135594,0.09623430962343096,0.09333333333333334,0.02564102564102564,0.14054054054054055,0.07886435331230283,0.10588235294117647,0.1282051282051282,0.05263157894736842,0.03571428571428571,0.10909090909090909,0.1875,0.17142857142857143,0.08771929824561403,0.1111111111111111,0.058823529411764705,0.8181818181818182,0.3541666666666667,0.6764705882352942,0.7419354838709677,0.5217391304347826,0.052083333333333336,0.6,0.6,1.0,0.3541666666666667,0.5882352941176471,0.5882352941176471,0.95,0.08333333333333333,0.625,0.625,1.0,0.15625,0.2,0.21428571428571427,1.0,0.875,0.5714285714285714,0.25,0.0625,0.0625,0.25,0.5,0.1875,0.6666666666666666,0.28125,0.2222222222222222,0.59375,0.23076923076923078,0.44847606382978716,0.533953125,0.46586500000000003,0.1346153846153846,0.1728395061728395,0.1702127659574468,0.36879432624113473,9.793150684931506,26.669565217391302,0.34691011235955055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101180,1610612754,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,IND,13940.0,232,-16,447,445,140,131,44,892,5.0,8.0,1.0,1.0,2.0,2.0,3.0,8.0,1.0,9.0,8.0,17.0,2.0,3.0,6.0,4.0,19.0,1.0,,2.0,9.0,25.0,12.0,36.0,18.0,72.0,468.0,1.0,1.0,3.0,1.0,6.0,3.0,6.0,3.0,8.0,9.0,24.0,8.0,10.0,30.0,,,19.0,4.0,4.0,,19.0,2.0,21.0,2.0,,14.0,,5.0,44.0,,2.0,,5.0,14.0,1.0,20.0,2.0,22.0,1.0,3.0,2.0,1.0,7.0,6.0,3.0,1.0,,1.0,10.0,2.0,8.0,13.0,,17.0,,2.0,21.0,,6.0,4.0,1.0,1.0,,1.0,,24.0,140,2.0,4.0,0.4444444444444444,0.4444444444444444,0.8333333333333334,0.3333333333333333,0.375,0.3333333333333333,0.36,1.0,0.5,0.4426229508196721,0.625,0.5357142857142857,0.5,0.6,0.631578947368421,0.5901639344262295,,0.16,0.125,,16.23246492985972,0.7,0.05263157894736842,,0.06896551724137931,0.013986013986013986,0.15151515151515152,,0.08050847457627118,0.009852216748768473,,0.04878048780487805,,,0.041666666666666664,0.04411764705882353,0.12698412698412698,0.12,0.25,0.02857142857142857,,0.13114754098360656,0.625,0.7142857142857143,0.2,0.13114754098360656,0.375,0.5,0.6666666666666666,0.14754098360655737,0.1111111111111111,0.125,1.0,0.2786885245901639,0.47058823529411764,0.47058823529411764,1.0,0.3114754098360656,0.21052631578947367,0.21052631578947367,0.5,0.25,1.0,1.0,0.5,0.25,0.14285714285714285,1.0,0.42857142857142855,0.5,0.14285714285714285,,0.7213114754098361,0.21052631578947367,0.5197762295081967,0.6667000000000001,0.5124214285714285,0.08955223880597014,0.1935483870967742,0.08333333333333333,0.3333333333333333,9.776,24.23055555555555,0.3131991051454139,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.1111111111111111,0.5,1.0,,,,,,,,,,,,,,,,,True,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,26789.0,446,35,843,825,226,200,97,1668,22.0,36.0,4.0,7.0,8.0,14.0,3.0,8.0,10.0,15.0,3.0,12.0,1.0,,2.0,17.0,34.0,3.0,2.0,6.0,35.0,59.0,20.0,46.0,38.0,168.0,854.0,5.0,11.0,4.0,12.0,28.0,12.0,21.0,2.0,8.0,16.0,46.0,56.0,14.0,57.0,8.0,,34.0,17.0,7.0,,12.0,10.0,22.0,6.0,4.0,6.0,3.0,3.0,54.0,6.0,18.0,2.0,15.0,56.0,10.0,81.0,26.0,107.0,2.0,8.0,3.0,5.0,8.0,3.0,6.0,5.0,1.0,2.0,14.0,5.0,21.0,34.0,2.0,31.0,,9.0,43.0,2.0,11.0,5.0,2.0,2.0,,2.0,1.0,46.0,226,3.0,5.0,0.8,0.9032258064516129,0.95,0.43478260869565216,0.25,0.43478260869565216,0.5932203389830508,0.45454545454545453,0.5714285714285714,0.6190476190476191,0.5333333333333333,0.5172413793103449,0.6596638655462185,0.6428571428571429,0.625,0.4380952380952381,,0.11864406779661017,0.1388888888888889,,13.897596656217345,0.5714285714285714,0.2777777777777778,0.06060606060606061,0.1755485893416928,0.06451612903225806,0.19736842105263158,0.056074766355140186,0.17974683544303796,0.06217616580310881,0.06862745098039216,0.05319148936170213,0.07228915662650602,0.038461538461538464,0.20430107526881722,0.14705882352941177,0.1774193548387097,0.18333333333333332,0.25,0.04878048780487805,0.5,0.34285714285714286,0.6111111111111112,0.7096774193548387,0.7727272727272727,0.0761904761904762,0.375,0.42857142857142855,0.6666666666666666,0.14285714285714285,0.6666666666666666,0.7142857142857143,0.9,0.11428571428571428,0.25,0.25,0.6666666666666666,0.3238095238095238,0.5,0.5,1.0,0.4666666666666667,0.5714285714285714,0.25,0.06666666666666667,0.2,0.4827586206896552,0.5714285714285714,0.06896551724137931,,0.20689655172413793,0.3333333333333333,0.780952380952381,0.5,0.5319769230769231,0.5207650000000001,0.5161428571428572,0.09649122807017543,0.16176470588235295,0.16666666666666666,0.27380952380952384,6.7406779661016945,24.934782608695656,0.2680901542111507,,2.0,3.0,1.0,,,13.0,0.5,0.125,0.06666666666666667,,,2.0,2.0,1.0,1.0,0.10344827586206896,0.6666666666666666,1.0,,,,,,,,,,True,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,50952.0,849,-50,1602,1585,409,357,197,3187,47.0,97.0,4.0,12.0,11.0,26.0,14.0,42.0,36.0,75.0,5.0,19.0,5.0,1.0,6.0,29.0,84.0,12.0,10.0,28.0,97.0,214.0,34.0,103.0,59.0,355.0,1650.0,5.0,19.0,17.0,2.0,27.0,19.0,46.0,11.0,34.0,27.0,98.0,100.0,94.0,81.0,4.0,,84.0,29.0,26.0,,46.0,2.0,48.0,2.0,,24.0,11.0,11.0,98.0,5.0,9.0,,10.0,51.0,12.0,73.0,14.0,87.0,3.0,28.0,15.0,13.0,19.0,9.0,22.0,10.0,1.0,4.0,41.0,12.0,28.0,63.0,,57.0,4.0,2.0,76.0,2.0,28.0,9.0,15.0,7.0,5.0,16.0,10.0,98.0,409,7.0,8.0,0.5154639175257731,0.5263157894736842,0.7941176470588235,0.3300970873786408,0.3235294117647059,0.3300970873786408,0.4532710280373832,0.2631578947368421,0.41304347826086957,0.4668769716088328,0.3472222222222222,0.44375,0.5,0.36486486486486486,0.5104166666666666,0.3249211356466877,,0.12149532710280374,0.1958762886597938,,21.451965065502183,0.4634146341463415,0.19047619047619047,,0.08585858585858586,0.01584507042253521,0.06666666666666667,0.02631578947368421,0.08198924731182795,0.018469656992084433,0.03902439024390244,0.00546448087431694,,0.02112676056338028,0.06565656565656566,0.08241758241758242,0.10747663551401869,0.06363636363636363,0.075,0.01935483870967742,0.625,0.305993690851735,0.4845360824742268,0.6025641025641025,0.6808510638297872,0.13249211356466878,0.3333333333333333,0.3888888888888889,0.21428571428571427,0.23659305993690852,0.48,0.4864864864864865,0.4166666666666667,0.05993690851735016,0.2631578947368421,0.2631578947368421,1.0,0.26498422712933756,0.34523809523809523,0.34523809523809523,0.7586206896551724,0.3333333333333333,0.3333333333333333,0.5,0.1388888888888889,0.3333333333333333,0.325,0.4230769230769231,0.075,0.16666666666666666,0.35,0.35714285714285715,0.6309148264984227,0.34523809523809523,0.48986234177215204,0.5002020000000001,0.4887189873417721,0.08163265306122448,0.11666666666666667,0.07605633802816901,0.27605633802816903,8.815887850467288,25.098058252427183,0.25530586766541824,1.0,5.0,21.0,3.0,4.0,,4.0,0.29411764705882354,0.14285714285714285,0.013333333333333334,0.2,1.0,4.0,5.0,9.0,,0.041666666666666664,0.3333333333333333,0.75,1.0,1.0,3.0,,,,,,,True,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,67317.0,1122,27,2107,2094,574,511,256,4201,61.0,115.0,6.0,11.0,12.0,28.0,45.0,110.0,36.0,91.0,3.0,16.0,4.0,,3.0,13.0,54.0,4.0,6.0,20.0,142.0,316.0,16.0,70.0,58.0,390.0,2145.0,13.0,23.0,8.0,6.0,41.0,31.0,74.0,6.0,23.0,30.0,110.0,64.0,220.0,36.0,14.0,2.0,52.0,13.0,27.0,1.0,158.0,53.0,211.0,37.0,16.0,78.0,16.0,64.0,475.0,8.0,26.0,1.0,26.0,67.0,5.0,98.0,35.0,133.0,13.0,49.0,28.0,21.0,66.0,52.0,43.0,14.0,2.0,2.0,109.0,24.0,34.0,96.0,5.0,88.0,2.0,3.0,91.0,8.0,37.0,11.0,5.0,,3.0,6.0,4.0,110.0,574,16.0,10.0,0.22535211267605634,0.23703703703703705,0.75,0.22857142857142856,0.2608695652173913,0.23529411764705882,0.44936708860759494,0.5652173913043478,0.4189189189189189,0.43005181347150256,0.5645161290322581,0.41237113402061853,0.4566744730679157,0.6029411764705882,0.47413793103448276,0.18134715025906736,0.014285714285714285,0.08544303797468354,0.17391304347826086,,22.305451518934664,0.6055045871559633,0.06097560975609756,0.01098901098901099,0.08180708180708181,0.03611111111111111,0.12380952380952381,0.03278688524590164,0.09037900874635568,0.035269709543568464,0.04743083003952569,0.03404255319148936,0.02586206896551724,0.027932960893854747,0.033210332103321034,0.06504065040650407,0.1390728476821192,0.12903225806451613,0.10909090909090909,0.06598984771573604,0.6666666666666666,0.2979274611398964,0.5304347826086957,0.6421052631578947,0.21311475409836064,0.2849740932642487,0.4090909090909091,0.4368932038834951,0.17777777777777778,0.23575129533678757,0.3956043956043956,0.3956043956043956,0.3055555555555556,0.04145077720207254,0.1875,0.2,0.6666666666666666,0.13989637305699482,0.24074074074074073,0.24074074074074073,0.7692307692307693,0.3548387096774194,0.5454545454545454,0.16666666666666666,0.12903225806451613,0.12903225806451613,0.28865979381443296,0.42857142857142855,0.030927835051546393,,0.20618556701030927,0.3,0.4792746113989637,0.25,0.4648641927083333,0.48887272727272735,0.459941052631579,0.09134615384615384,0.1072463768115942,0.10512820512820513,0.28205128205128205,9.059177215189873,25.55857142857143,0.2724252491694352,2.0,3.0,12.0,22.0,1.0,,,0.375,0.06363636363636363,,0.5,0.5,1.0,5.0,16.0,,0.046153846153846156,0.25,1.0,1.0,1.0,2.0,1.0,0.0625,0.014084507042253521,,,,True,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,47551.0,793,-2,1479,1470,347,309,177,2949,63.0,100.0,11.0,18.0,20.0,28.0,58.0,141.0,39.0,99.0,,1.0,,,,,3.0,,,2.0,160.0,340.0,,4.0,122.0,442.0,1516.0,25.0,44.0,,17.0,67.0,39.0,79.0,,2.0,41.0,119.0,208.0,112.0,,18.0,1.0,2.0,,25.0,,40.0,14.0,54.0,9.0,5.0,27.0,5.0,8.0,122.0,13.0,24.0,3.0,33.0,122.0,14.0,169.0,40.0,209.0,2.0,13.0,10.0,3.0,33.0,18.0,29.0,15.0,,9.0,62.0,15.0,48.0,73.0,3.0,152.0,12.0,18.0,173.0,16.0,80.0,15.0,42.0,37.0,5.0,43.0,26.0,119.0,347,1.0,13.0,0.65,0.6887417218543046,,,,,0.47058823529411764,0.5681818181818182,0.4936708860759494,0.46511627906976744,0.5681818181818182,0.48148148148148145,0.5212765957446809,0.6203703703703703,0.5666666666666667,0.011627906976744186,,0.07352941176470588,0.08,,28.724035608308604,0.532258064516129,0.25,0.045454545454545456,0.2089041095890411,0.04771371769383698,0.22448979591836735,0.07262569832402235,0.21203830369357046,0.054252199413489736,0.04790419161676647,0.04819277108433735,0.047058823529411764,0.07352941176470588,0.14948453608247422,0.31213872832369943,0.17972350230414746,0.22641509433962265,0.21951219512195122,0.01282051282051282,0.6046511627906976,0.29069767441860467,0.63,0.6847826086956522,0.7301587301587301,0.40988372093023256,0.41134751773049644,0.46774193548387094,0.3620689655172414,0.2877906976744186,0.3939393939393939,0.3939393939393939,0.9487179487179487,0.0029069767441860465,,,,0.00872093023255814,,,,0.4090909090909091,0.6111111111111112,0.2727272727272727,,,0.345679012345679,0.7142857142857143,,,0.024691358024691357,,0.3023255813953488,,0.43169766763848383,0.45155833333333334,0.427809375,0.19607843137254902,0.19801980198019803,0.1515837104072398,0.2692307692307692,9.18235294117647,28.65,0.23461798512508453,,,,4.0,1.0,,1.0,,0.12056737588652482,,,,,6.0,10.0,3.0,0.06976744186046512,,,1.0,1.0,,,,,3.0,7.0,,True,,
1513,1610612754,Scot Pollard,Scot Pollard,1513,IND,5655.0,94,-21,180,183,53,32,24,363,8.0,12.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,6.0,,,,,,,,,,,12.0,21.0,,,4.0,28.0,198.0,4.0,5.0,,,8.0,6.0,6.0,,,1.0,13.0,18.0,6.0,,6.0,,,,3.0,,1.0,,1.0,,,1.0,,,2.0,2.0,6.0,1.0,3.0,10.0,1.0,14.0,9.0,23.0,,3.0,3.0,,3.0,3.0,1.0,,,,4.0,1.0,12.0,15.0,,9.0,,3.0,6.0,3.0,4.0,1.0,3.0,2.0,1.0,3.0,2.0,13.0,53,2.0,,0.75,1.0,,,,,0.5714285714285714,0.8,1.0,0.5714285714285714,0.8,1.0,0.6086956521739131,0.8,1.0833333333333333,,,0.14285714285714285,0.25,,12.440191387559809,0.75,0.2,0.08333333333333333,0.15625,0.08695652173913043,0.16666666666666666,0.10526315789473684,0.15853658536585366,0.09090909090909091,0.12,0.06666666666666667,0.06896551724137931,0.06666666666666667,0.26666666666666666,0.21428571428571427,,0.2,,,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.8888888888888888,0.625,0.14285714285714285,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.8,0.25,,,0.8333333333333334,1.0,,,,,0.5714285714285714,,0.4814571428571429,0.586325,0.5241166666666667,0.18181818181818182,0.18181818181818182,0.2857142857142857,0.4642857142857143,6.447619047619047,,0.29444444444444445,,,,1.0,,,,,,,,,,2.0,,,0.25,,,,,,,,,,,,True,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,9487.0,158,40,290,294,116,99,27,584,5.0,9.0,1.0,1.0,2.0,2.0,2.0,8.0,2.0,7.0,,2.0,1.0,,,3.0,5.0,1.0,2.0,3.0,9.0,24.0,3.0,7.0,14.0,41.0,274.0,1.0,2.0,2.0,1.0,6.0,4.0,11.0,2.0,3.0,10.0,24.0,10.0,8.0,9.0,,,5.0,3.0,3.0,,12.0,2.0,14.0,1.0,1.0,5.0,,7.0,30.0,2.0,2.0,,4.0,7.0,1.0,12.0,4.0,16.0,,3.0,2.0,1.0,6.0,3.0,5.0,3.0,,1.0,11.0,3.0,4.0,13.0,,11.0,1.0,1.0,17.0,1.0,4.0,4.0,,,,,,24.0,116,1.0,4.0,0.5555555555555556,0.5555555555555556,1.0,0.42857142857142855,0.6666666666666666,0.42857142857142855,0.375,0.5,0.36363636363636365,0.43548387096774194,0.625,0.5,0.5131578947368421,0.6,0.5789473684210527,0.22580645161290322,,0.125,0.2222222222222222,,15.264797507788161,0.5454545454545454,0.07142857142857142,,0.058823529411764705,0.022988505747126436,0.10526315789473684,0.06896551724137931,0.07006369426751592,0.034482758620689655,0.038461538461538464,0.029411764705882353,,0.09090909090909091,0.07142857142857142,0.046511627906976744,0.058823529411764705,0.125,0.07142857142857142,,,0.2903225806451613,0.5555555555555556,0.7142857142857143,0.8,0.25806451612903225,0.25,0.25,,0.22580645161290322,0.2857142857142857,0.3333333333333333,0.5,0.06451612903225806,,,,0.16129032258064516,0.6,0.6,1.0,0.25,1.0,1.0,0.25,0.25,0.14285714285714285,1.0,,,0.21428571428571427,0.6666666666666666,0.5161290322580645,0.6,0.48709838709677417,0.5224166666666666,0.4520571428571429,0.11764705882352941,0.14814814814814814,0.14634146341463414,0.5853658536585366,7.4624999999999995,24.428571428571434,0.4,,1.0,,3.0,,,2.0,0.5,,0.14285714285714285,,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,True,,
1902,1610612754,Jeff Foster,Jeff Foster,1902,IND,20420.0,340,19,629,632,157,144,82,1261,25.0,52.0,10.0,26.0,8.0,14.0,,,,,,,,,,,,,,,25.0,52.0,,,19.0,69.0,621.0,10.0,26.0,,4.0,24.0,8.0,14.0,,,4.0,20.0,32.0,18.0,,16.0,,,,5.0,,9.0,2.0,11.0,,2.0,4.0,3.0,2.0,24.0,9.0,35.0,1.0,8.0,72.0,2.0,82.0,45.0,127.0,5.0,7.0,5.0,2.0,3.0,2.0,11.0,1.0,,,14.0,1.0,20.0,43.0,3.0,33.0,9.0,1.0,34.0,1.0,12.0,6.0,9.0,7.0,2.0,9.0,4.0,20.0,157,1.0,4.0,0.64,0.9411764705882353,,,,,0.4807692307692308,0.38461538461538464,0.5714285714285714,0.4807692307692308,0.38461538461538464,0.5714285714285714,0.5,0.3870967741935484,0.47619047619047616,,,0.09615384615384616,0.09615384615384616,,11.263736263736263,0.21428571428571427,0.1,0.047619047619047616,0.28125,0.15350877192982457,0.11940298507462686,0.125,0.2476780185758514,0.14666666666666667,0.11764705882352941,0.16216216216216217,0.18840579710144928,0.14285714285714285,0.31868131868131866,0.21428571428571427,0.29473684210526313,0.11904761904761904,0.12,0.22727272727272727,0.4444444444444444,1.0,0.4807692307692308,0.5319148936170213,0.64,,,,,,,,,,,,,,,,,1.0,0.38461538461538464,0.2,,,1.0,0.5714285714285714,,,,,1.0,,0.5687115384615384,0.5415409090909091,0.5350357142857143,0.19047619047619047,0.19047619047619047,0.34782608695652173,0.2898550724637681,0.8096153846153846,,0.24960254372019078,,,,2.0,,,,,,,,,,,7.0,,0.0625,,,,,,,,,1.0,1.0,,True,,
2758,1610612754,David Harrison,David Harrison,2758,IND,12987.0,216,-15,412,404,93,82,42,816,13.0,31.0,4.0,7.0,3.0,9.0,7.0,23.0,1.0,3.0,,,,,,,,,,,21.0,57.0,,,20.0,62.0,410.0,5.0,11.0,,4.0,14.0,4.0,17.0,,,3.0,11.0,28.0,14.0,,4.0,,,,9.0,,2.0,1.0,3.0,1.0,,2.0,,,7.0,3.0,10.0,2.0,6.0,22.0,1.0,29.0,15.0,44.0,1.0,8.0,2.0,6.0,3.0,,16.0,3.0,,1.0,19.0,2.0,22.0,44.0,3.0,28.0,3.0,2.0,38.0,2.0,18.0,2.0,11.0,6.0,5.0,11.0,11.0,11.0,93,3.0,1.0,0.6666666666666666,0.7368421052631579,,,,,0.3684210526315789,0.45454545454545453,0.23529411764705882,0.3684210526315789,0.45454545454545453,0.23529411764705882,0.41333333333333333,0.4666666666666667,0.25,,,0.15789473684210525,0.25806451612903225,,20.346320346320347,0.15789473684210525,0.09090909090909091,0.10526315789473684,0.14012738853503184,0.0684931506849315,0.15,0.08333333333333333,0.14213197969543148,0.07142857142857142,0.12244897959183673,0.02,0.06382978723404255,0.09523809523809523,0.14893617021276595,0.11904761904761904,0.14705882352941177,0.16666666666666666,0.1,0.037037037037037035,1.0,0.543859649122807,0.41935483870967744,0.5652173913043478,0.7692307692307693,0.40350877192982454,0.30434782608695654,0.3181818181818182,0.42857142857142855,0.05263157894736842,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.6363636363636364,0.5714285714285714,0.25,,,0.5294117647058824,0.3333333333333333,,,,,0.543859649122807,,0.4659701754385965,0.48796999999999996,0.45203529411764704,0.2465753424657534,0.2465753424657534,0.22580645161290322,0.1774193548387097,4.747368421052632,,0.22572815533980584,,,,1.0,2.0,,,,0.043478260869565216,,,,,1.0,7.0,,0.06666666666666667,,,,,,,,,5.0,2.0,,True,,
