EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,PenaltyOffPoss,Arc3FGA,FG3A,NonHeaveArc3FGA,AtRimAssists,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,NonHeaveArc3FGM,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGM,SecondChanceFtPoints,PenaltyFG2M,PtsPutbacks,PenaltyFg2Pct,PenaltyAtRimAccuracy,ShortMidRangeFGM,Corner3FGA,PenaltyTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,ThreePtAssists,Corner3Assists,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Corner3FGM,PtsAssisted3s,RecoveredBlocks,Assisted3sPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,on,FTDefRebounds,DefFTReboundPct,DefAtRimReboundPct,Arc3Assists,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedAtRim,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SelfOReb,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,DefCorner3ReboundPct,SelfORebPct,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Corner3PctBlocked,Blocked3s,BlockedCorner3,BlockedArc3,Clear Path Fouls,HeaveMakes,3pt And 1 Free Throw Trips
1716,1610612739,Larry Hughes,Larry Hughes,1716,CLE,195.0,3,-1.0,5,5,3.0,10,5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,371.0,6,-7.0,13,13,3.0,26,17,1.0,1.0,,2.0,,,,,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.384615384615383,1.0,0.5,0.1428571428571428,0.5,1.0,1.0,0.588,25.0,0.2307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985,1610612739,Zendon Hamilton,Zendon Hamilton,1985,CLE,2731.0,46,-14.0,88,85,35.0,173,97,,,,,,4.0,,,,31.0,,,,,2.0,8.0,11.0,4.0,2.0,6.0,31.0,,26.0,0.6666666666666666,0.25,0.2758620689655172,0.25,,0.9230769230769232,0.5076307692307692,,0.3522727272727273,9.0,7.0,12.0,1.0,5.0,1.0,1.0,7.0,13.0,11.0,25.0,1.0,5.0,2.0,1.0,5.0,5.0,10.0,4.0,3.0,3.0,6.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,16.0,2.0,6.0,3.0,5.0,1.0,3.0,0.7142857142857143,0.7142857142857143,0.5384615384615384,0.2,0.5384615384615384,0.2,0.625,0.2,0.5,0.2307692307692307,0.1666666666666666,1.0,0.2857142857142857,0.0967741935483871,0.0789473684210526,0.0666666666666666,0.125,0.125,0.375,0.2727272727272727,0.9230769230769232,0.5833333333333334,0.7,0.7142857142857143,0.0769230769230769,1.0,0.2,1.0,0.47358,0.3417,0.3529411764705882,0.3529411764705882,0.08,0.2,2.4000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,106.0,2,-1.0,3,3,3.0,6,3,,,,,,,,,,,,,,,,,,,,,,,33.333333333333336,,,,,,,0.3857,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544,1610612739,LeBron James,LeBron James,2544,CLE,297.0,5,-5.0,10,10,3.0,20,15,,,,,,,,,,3.0,2.0,2.0,2.0,,,1.0,1.0,,,,3.0,0.4,50.0,,,0.1666666666666666,,0.4,0.6,0.4802899999999999,24.45,0.3,,1.0,1.0,,,,,2.0,3.0,,7.0,,,,1.0,,3.0,,4.0,,,1.0,,,,,,,,,,,1.0,,,,,3.0,,,,,0.6666666666666666,,0.7,,0.7,,0.5,,,,0.2,,,,,,,0.5,0.2,1.0,1.0,,,,,,,0.4580833333333333,,,,0.4285714285714285,12.6,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.6666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,611.0,10,-2.0,18,17,1.0,35,24,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,10.0,,,,,,,1.0,,,,10.0,,10.526315789473683,,,,,,1.0,0.6663,,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,,2.0,,1.0,,1.0,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.5,1.0,,,,,0.2,0.2,0.5,,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,0.6663,0.6663,1.0,1.0,0.75,1.0,0.1,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,1610612739,Luke Jackson,Luke Jackson,2739,CLE,2511.0,42,-12.0,81,77,32.0,158,88,3.0,3.0,,6.0,2.0,4.0,,,,31.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,4.0,31.0,0.25,21.50537634408602,0.75,0.1428571428571428,0.0434782608695652,0.1428571428571428,0.1666666666666666,0.5,0.4540833333333333,24.433333333333334,0.382716049382716,9.0,1.0,3.0,,,1.0,3.0,6.0,9.0,8.0,23.0,,,,2.0,6.0,8.0,6.0,6.0,,,,,2.0,2.0,,1.0,1.0,,1.0,1.0,1.0,4.0,8.0,,3.0,1.0,8.0,1.0,1.0,0.5,0.5,0.6666666666666666,,0.625,,0.71875,,0.6666666666666666,,,,,,,,,,,,0.25,0.3333333333333333,0.3333333333333333,,0.25,,,0.3333333333333333,,0.5159833333333333,0.2,0.25,,0.3478260869565217,9.544444444444444,3.0,3.0,1.0,,1.0,1.0,,1.0,3.0,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,0.5,0.5,0.3333333333333333,,0.5,,,1.0,,0.5,,2.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,0.0833333333333333,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,1610612739,Alan Henderson,Alan Henderson,673,CLE,2434.0,41,-9.0,78,75,32.0,153,82,2.0,3.0,,7.0,1.0,1.0,,,,28.0,,,,2.0,1.0,4.0,7.0,,,,28.0,,7.777777777777778,,0.1428571428571428,0.1739130434782608,0.1428571428571428,,0.4285714285714285,0.4427857142857143,,0.358974358974359,9.0,2.0,3.0,1.0,1.0,,3.0,2.0,7.0,,4.0,1.0,1.0,2.0,2.0,,,2.0,2.0,,2.0,3.0,3.0,1.0,1.0,,,,,,,,1.0,,,,,,,,0.5,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,0.2857142857142857,1.0,,,,,0.1875,0.0689655172413793,0.0571428571428571,0.1333333333333333,,,0.1666666666666666,0.2222222222222222,0.4285714285714285,0.6666666666666666,0.6666666666666666,0.5,0.4285714285714285,1.0,1.0,,0.6234,0.37425,,,0.5,,6.799999999999999,,1.0,,,,,,,,,,,,,0.1428571428571428,,,,,,,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,1610612739,Mike Wilks,Mike Wilks,2366,CLE,2385.0,40,-8.0,77,75,32.0,152,84,3.0,3.0,1.0,6.0,3.0,4.0,,,,28.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,28.0,0.1333333333333333,17.97752808988764,1.0,0.1428571428571428,0.0454545454545454,0.1428571428571428,0.0666666666666666,0.6666666666666666,0.4847066666666667,23.65,0.3636363636363636,9.0,3.0,8.0,,1.0,5.0,1.0,4.0,13.0,,8.0,,1.0,,7.0,,8.0,2.0,6.0,1.0,,,1.0,5.0,1.0,4.0,,1.0,,,,,,,,,,8.0,1.0,,0.25,0.25,0.3076923076923077,,0.2666666666666666,,0.2666666666666666,,0.5,0.0769230769230769,0.125,,,,0.032258064516129,,,,,,0.5333333333333333,0.375,0.4285714285714285,0.3333333333333333,0.0666666666666666,1.0,,0.625,,0.51925625,,,,1.0,7.723076923076923,1.0,4.0,,,1.0,,,1.0,,,,,,0.5,0.2666666666666666,0.25,0.25,,,0.125,,,3.0,,4.0,,0.5714285714285714,0.6,,1.0,,,,,,0.0666666666666666,,,,,1.0,1.0,1.0,0.5,1.0,0.25,0.3333333333333333,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,191.0,3,-4.0,7,7,,14,12,,,,,,,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,,,0.4285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
