EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedCorner3,3SecondViolations,Clear Path Fouls,BlockedArc3,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,on,OffensiveGoaltends,HeaveMakes
101110,1610612757,Martell Webster,Martell Webster,101110,POR,64195.0,1070,-245,1996,1978,672,586,248,3974,37,62,10.0,20.0,9.0,21,7.0,18,30.0,86.0,25.0,72.0,1.0,5.0,5.0,23.0,40.0,110.0,4.0,6.0,13.0,38.0,74,166,65.0,182.0,61,404,2251,13.0,29.0,5.0,11.0,10.0,51.0,19,49,18.0,61.0,27.0,119,76,72.0,180.0,15.0,16.0,1.0,109.0,40.0,14.0,1.0,25.0,9.0,34.0,3.0,6.0,6.0,7.0,12.0,77.0,6.0,22.0,1.0,19.0,81,1.0,101,29,130,5.0,21.0,11.0,10.0,23.0,3.0,14.0,20,1.0,9.0,3.0,2.0,43,1.0,14.0,21,90,1.0,6.0,60,2.0,8.0,71,4.0,3.0,24,12.0,14.0,9.0,1.0,4.0,14.0,4.0,1.0,1.0,119,672,24,11.0,0.5135135135135135,0.5757575757575758,0.9230769230769231,0.35714285714285715,0.45454545454545453,0.29508196721311475,0.35911602209944754,0.4457831325301205,0.4482758620689655,0.3877551020408163,0.492816091954023,0.5125,0.41818181818181815,0.5276315789473685,0.5543478260869565,0.468,0.5229885057471264,0.005494505494505495,0.08433734939759036,0.11290322580645161,0.2222222222222222,0.03488372093023256,0.013888888888888888,18.407310704960835,0.5348837209302325,0.018518518518518517,0.010526315789473684,0.11440677966101695,0.02972972972972973,0.10614525139664804,0.024896265560165973,0.11273957158962795,0.02854230377166157,0.03508771929824561,0.029239766081871343,0.026392961876832845,0.018867924528301886,0.036585365853658534,0.08494208494208494,0.13095238095238096,0.13167259786476868,0.12121212121212122,0.06382978723404255,0.026595744680851064,0.2857142857142857,0.1781609195402299,0.5967741935483871,0.6727272727272727,0.4594594594594595,0.05172413793103448,0.3888888888888889,0.5,0.5714285714285714,0.2471264367816092,0.3488372093023256,0.3614457831325301,0.5666666666666667,0.20689655172413793,0.3472222222222222,0.352112676056338,1.0,0.3160919540229885,0.36363636363636365,0.36363636363636365,0.875,0.5,0.5,0.2,0.125,0.2,1.0,0.15,0.6666666666666666,0.75,0.19090909090909092,0.42857142857142855,0.20909090909090908,0.21739130434782608,0.34545454545454546,0.34210526315789475,0.7011494252873564,0.3669724770642202,0.5119776657060514,0.5137124999999999,0.49536376146788996,0.06521739130434782,0.12903225806451613,0.12623762376237624,0.29455445544554454,10.859036144578317,24.290109890109893,0.3366733466933868,,,,,,,,,True,,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,29687.0,495,-120,928,926,333,281,108,1854,24,47,4.0,7.0,9.0,16,11.0,27,30.0,63.0,3.0,8.0,1.0,1.0,,3.0,4.0,17.0,,,1.0,10.0,65,137,7.0,25.0,62,213,1038,6.0,14.0,1.0,1.0,2.0,17.0,20,47,1.0,13.0,30.0,73,30,100.0,21.0,,,,17.0,4.0,4.0,,62.0,21.0,83.0,12.0,9.0,33.0,7.0,22.0,187.0,1.0,5.0,1.0,8.0,23,3.0,34,7,41,1.0,17.0,9.0,8.0,18.0,1.0,11.0,15,3.0,7.0,,2.0,33,,8.0,21,51,1.0,7.0,60,,5.0,78,6.0,4.0,31,9.0,,,,,1.0,1.0,,,73,333,9,8.0,0.23076923076923078,0.23076923076923078,1.0,0.28,1.0,0.07692307692307693,0.28,0.4744525547445255,0.42857142857142855,0.425531914893617,0.4660493827160494,0.5,0.35833333333333334,0.5357142857142857,0.53125,0.48026315789473684,0.15432098765432098,,0.029197080291970802,0.0425531914893617,0.07407407407407407,,,21.80952380952381,0.5454545454545454,0.11538461538461539,0.022222222222222223,0.0696969696969697,0.014577259475218658,0.10126582278481013,0.009615384615384616,0.07579462102689487,0.013422818791946308,0.029411764705882353,,0.012269938650306749,0.015384615384615385,,0.08130081300813008,0.05952380952380952,0.06504065040650407,0.06557377049180328,0.2222222222222222,0.012345679012345678,1.0,0.29012345679012347,0.5106382978723404,0.5333333333333333,0.20833333333333334,0.16666666666666666,0.4074074074074074,0.44,,0.3888888888888889,0.47619047619047616,0.47619047619047616,0.3333333333333333,0.04938271604938271,0.375,0.375,1.0,0.10493827160493827,0.23529411764705882,0.23529411764705882,1.0,0.4666666666666667,0.5714285714285714,,0.06666666666666667,1.0,1.0,,,,0.26666666666666666,0.5625,0.05,,0.16666666666666666,0.1,0.4444444444444444,0.23529411764705882,0.45003364197530865,0.4665461538461538,0.45414,0.1657754010695187,0.19135802469135801,0.07981220657276995,0.3427230046948357,10.651824817518253,24.432000000000002,0.3588362068965517,1.0,1.0,,,,,,,True,,
1520,1610612757,Charles Smith,Charles Smith,1520,POR,3050.0,51,6,98,95,48,39,14,193,3,7,1.0,3.0,1.0,3,,1,2.0,4.0,2.0,5.0,1.0,1.0,,1.0,,3.0,,,,1.0,5,12,2.0,8.0,2,18,96,1.0,3.0,1.0,1.0,,5.0,1,5,,2.0,,2,10,,6.0,,,,3.0,,2.0,,1.0,,1.0,,,1.0,,,2.0,2.0,,,,4,1.0,5,2,7,,,,,1.0,,1.0,1,,,,,2,,,5,12,,1.0,3,,,4,,,1,1.0,1.0,,,1.0,1.0,1.0,,,2,48,2,1.0,1.0,1.0,1.0,0.25,1.0,,0.25,0.4166666666666667,0.3333333333333333,0.2,0.4,0.625,0.14285714285714285,0.4090909090909091,0.625,0.125,0.4,,0.16666666666666666,0.2857142857142857,,,,20.33898305084746,0.5,0.16666666666666666,,0.13793103448275862,,,0.09090909090909091,0.11764705882352941,0.03773584905660377,,,,0.125,,0.16666666666666666,0.1111111111111111,0.14285714285714285,,,,1.0,0.35,0.42857142857142855,0.6,1.0,0.05,,,,0.2,0.5,0.5,1.0,0.25,0.4,0.4,1.0,0.15,,,,0.75,0.3333333333333333,1.0,0.25,1.0,1.0,,,,0.42857142857142855,0.3333333333333333,0.14285714285714285,,0.14285714285714285,,0.75,,0.5201399999999999,0.623775,0.5305571428571428,0.047619047619047616,0.07692307692307693,0.2777777777777778,0.1111111111111111,6.358333333333334,23.925,0.4897959183673469,,,,,,,,,True,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,11616.0,194,-5,343,344,120,98,53,687,33,51,5.0,5.0,12.0,14,11.0,21,,6.0,,,,,,,,,,,,,44,78,,,22,110,365,6.0,9.0,,,2.0,14.0,16,25,,,10.0,42,36,52.0,,,10.0,,,,9.0,,13.0,3.0,16.0,1.0,2.0,9.0,,4.0,35.0,4.0,10.0,,7.0,16,,23,14,37,,8.0,5.0,3.0,8.0,1.0,3.0,7,,5.0,1.0,1.0,15,2.0,8.0,1,12,1.0,2.0,38,1.0,1.0,43,7.0,,20,5.0,2.0,1.0,,1.0,2.0,2.0,,,42,120,3,5.0,0.4090909090909091,0.46153846153846156,,,,,,0.5641025641025641,0.6666666666666666,0.64,0.5641025641025641,0.6666666666666666,0.64,0.5729166666666666,0.6363636363636364,0.6176470588235294,,,0.11538461538461539,0.13725490196078433,0.09523809523809523,,,26.811594202898554,0.5333333333333333,,,0.11678832116788321,0.07352941176470588,0.30434782608695654,0.10810810810810811,0.14375,0.08092485549132948,0.017857142857142856,0.15384615384615385,0.09259259259259259,0.13043478260869565,0.07142857142857142,0.10869565217391304,0.11627906976744186,0.125,0.3333333333333333,0.2,,1.0,0.6538461538461539,0.6470588235294118,0.75,0.45454545454545453,0.2692307692307692,0.5238095238095238,0.5789473684210527,0.2727272727272727,0.07692307692307693,,,,,,,,,,,,0.5555555555555556,1.0,0.2,,,,,,,0.56,0.8571428571428571,,,,,0.6538461538461539,,0.4901243589743592,0.4462875,0.46720399999999995,0.21978021978021978,0.21978021978021978,0.12727272727272726,0.38181818181818183,3.770512820512821,,0.3498542274052478,,,1.0,,,,,,True,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,18813.0,314,-89,553,542,127,125,85,1095,24,43,11.0,21.0,6.0,9,6.0,17,,,,,,,,,,,,,,,30,60,,,9,69,624,11.0,22.0,,,4.0,26.0,6,10,,,3.0,15,36,24.0,,,18.0,,,,8.0,,5.0,1.0,6.0,,1.0,3.0,,2.0,13.0,5.0,37.0,1.0,16.0,40,9.0,65,43,108,2.0,,,,6.0,1.0,4.0,8,,2.0,2.0,2.0,14,3.0,2.0,11,27,5.0,3.0,29,7.0,,25,3.0,,11,3.0,31.0,27.0,,4.0,31.0,20.0,3.0,1.0,15,127,3,3.0,0.6,0.8571428571428571,,,,,,0.5,0.5,0.6,0.5,0.5,0.6,0.4859154929577465,0.48148148148148145,0.5,,,0.13333333333333333,0.13953488372093023,0.11764705882352941,,,12.85930408472012,0.42857142857142855,0.6428571428571429,0.043478260869565216,0.17857142857142858,0.14741035856573706,0.41025641025641024,0.08196721311475409,0.21292775665399238,0.1346153846153846,0.2222222222222222,0.16666666666666666,0.08620689655172414,0.046511627906976744,0.16666666666666666,0.12941176470588237,0.2,0.21428571428571427,0.4642857142857143,0.2727272727272727,0.09090909090909091,0.6451612903225806,0.7166666666666667,0.5581395348837209,0.6486486486486487,0.625,0.2833333333333333,0.35294117647058826,0.4,0.5,,,,,,,,,,,,,0.9545454545454546,0.5238095238095238,0.18181818181818182,,,,,,,0.9,0.6666666666666666,,,,,0.7166666666666667,,0.5188683333333333,0.5760727272727273,0.56776,0.16176470588235295,0.16176470588235295,0.37681159420289856,0.21739130434782608,2.328333333333333,,0.22965641952983726,,,,1.0,,,,,True,,
2581,1610612757,Steve Blake,Steve Blake,2581,POR,20868.0,348,-93,675,657,242,205,79,1332,9,11,,,3.0,4,4.0,7,14.0,37.0,5.0,8.0,,,2.0,3.0,14.0,32.0,1.0,2.0,5.0,18.0,27,55,19.0,40.0,5,116,777,2.0,3.0,1.0,2.0,,7.0,9,18,7.0,21.0,5.0,44,22,32.0,39.0,18.0,,2.0,30.0,14.0,1.0,,57.0,17.0,74.0,10.0,7.0,27.0,8.0,22.0,165.0,2.0,3.0,,4.0,16,2.0,22,5,27,,13.0,7.0,6.0,16.0,2.0,11.0,3,1.0,5.0,,,19,2.0,7.0,6,23,,,14,1.0,3.0,8,,,1,3.0,2.0,,1.0,1.0,2.0,,,,44,242,8,3.0,0.4074074074074074,0.4074074074074074,0.6842105263157895,0.475,0.5,0.3333333333333333,0.5,0.4909090909090909,0.6666666666666666,0.5,0.5842105263157895,0.7,0.5,0.5858585858585859,0.7,0.5238095238095238,0.42105263157894735,,0.01818181818181818,0.09090909090909091,,,,15.344603381014304,0.8421052631578947,0.08333333333333333,,0.06808510638297872,0.012987012987012988,0.07547169811320754,0.025,0.06944444444444445,0.01607717041800643,0.013888888888888888,,0.018867924528301886,0.034482758620689655,,0.0375,0.05172413793103448,0.10309278350515463,0.07894736842105263,0.06666666666666667,,,0.11578947368421053,0.8181818181818182,0.9,0.4444444444444444,0.07368421052631578,0.5714285714285714,0.5714285714285714,0.25,0.3894736842105263,0.3783783783783784,0.3783783783783784,0.42857142857142855,0.08421052631578947,0.625,0.625,1.0,0.3368421052631579,0.4375,0.4375,0.5714285714285714,,,,,,,0.4,0.5,1.0,0.10256410256410256,0.75,0.07692307692307693,0.6666666666666666,0.46153846153846156,0.2777777777777778,0.5368421052631579,0.4666666666666667,0.4516381720430108,0.4843125,0.437177027027027,0.010416666666666666,0.017857142857142856,0.0603448275862069,0.3793103448275862,14.358181818181817,26.687500000000007,0.3585185185185185,,,,,,,,,True,,
2775,1610612757,Ha Ha,Ha Ha,2775,POR,4868.0,81,24,151,154,84,54,18,305,7,10,1.0,2.0,4.0,5,,2,,,,,,,,,,,,,,,7,12,,,2,16,152,1.0,2.0,,,,2.0,4,6,,,,8,12,2.0,,,2.0,,,,,,,,,,,,,,,1.0,5.0,,4.0,7,1.0,12,6,18,,3.0,3.0,,,,,4,1.0,,,2.0,4,2.0,3.0,4,7,,1.0,5,,1.0,4,2.0,,3,,4.0,3.0,,1.0,4.0,2.0,1.0,,8,84,1,,0.8571428571428571,1.0,,,,,,0.5833333333333334,0.5,0.6666666666666666,0.5833333333333334,0.5,0.6666666666666666,0.6153846153846154,0.5,0.6666666666666666,,,,,,,,9.941520467836257,,0.5,,0.1320754716981132,0.09433962264150944,0.2222222222222222,0.05,0.15492957746478872,0.0821917808219178,0.125,0.06666666666666667,0.09090909090909091,0.07142857142857142,,,0.23076923076923078,0.18181818181818182,0.23076923076923078,0.2,,0.5,0.8333333333333334,0.7,0.7,0.8571428571428571,0.16666666666666666,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,0.8333333333333334,0.8,,,,,0.8333333333333334,,0.5222000000000001,0.5783,0.5312166666666668,0.23076923076923078,0.23076923076923078,0.125,0.5,1.3333333333333333,,0.5562913907284768,,,,,,,,,True,,
689,1610612757,Theo Ratliff,Theo Ratliff,689,POR,15184.0,253,-40,470,472,160,144,53,942,10,11,3.0,4.0,3.0,4,8.0,18,1.0,3.0,,,,,,,,,,,,,19,32,,,11,49,507,3.0,4.0,,,3.0,9.0,3,6,,,7.0,13,24,14.0,,,6.0,,,,,,3.0,4.0,7.0,2.0,2.0,1.0,,2.0,18.0,6.0,10.0,1.0,6.0,22,5.0,33,17,50,,7.0,5.0,2.0,5.0,,2.0,4,,3.0,,1.0,9,1.0,1.0,16,35,3.0,2.0,14,1.0,3.0,14,,,4,3.0,12.0,11.0,,1.0,12.0,4.0,1.0,1.0,13,160,6,2.0,0.631578947368421,0.75,,,,,,0.59375,0.75,0.5,0.59375,0.75,0.5,0.6282051282051282,0.6428571428571429,0.65,,,,,,,,8.955223880597014,0.5555555555555556,0.29411764705882354,0.03571428571428571,0.12429378531073447,0.072992700729927,0.12,0.08955223880597014,0.12334801762114538,0.0784313725490196,0.10810810810810811,0.05128205128205128,0.06557377049180328,0.045454545454545456,0.17391304347826086,0.11267605633802817,0.044444444444444446,0.19672131147540983,0.14285714285714285,0.06666666666666667,,0.3333333333333333,0.34375,0.9090909090909091,0.9090909090909091,0.7,0.5625,0.4444444444444444,0.4444444444444444,0.5,0.09375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.75,,,,,,,,0.6666666666666666,0.75,,,,,0.34375,,0.45220625000000003,0.5884333333333333,0.5250166666666667,0.1111111111111111,0.1111111111111111,0.1836734693877551,0.2653061224489796,6.5625,,0.3404255319148936,,,,,,,,,True,,
2032,1610612757,Darius Miles,Darius Miles,2032,POR,12652.0,211,-16,391,386,140,130,32,777,23,37,2.0,3.0,4.0,6,3.0,14,9.0,29.0,,,,,,,,3.0,,,,3.0,35,80,,3.0,14,84,426,2.0,6.0,,,,4.0,8,24,,3.0,7.0,23,32,38.0,,,4.0,1.0,2.0,,3.0,,5.0,5.0,10.0,3.0,2.0,2.0,2.0,1.0,25.0,1.0,1.0,,5.0,18,1.0,24,2,26,1.0,6.0,3.0,3.0,11.0,1.0,4.0,5,,7.0,,,16,,6.0,8,16,,3.0,24,,,31,3.0,,14,3.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,,23,140,2,3.0,0.45714285714285713,0.48484848484848486,,,,,,0.4375,0.3333333333333333,0.3333333333333333,0.42168674698795183,0.3333333333333333,0.2962962962962963,0.4329896907216495,0.2857142857142857,0.3382352941176471,0.03614457831325301,,0.0375,0.05405405405405406,0.07142857142857142,,,26.46370023419204,0.6875,0.08333333333333333,,0.11688311688311688,0.007874015748031496,0.11904761904761904,0.023255813953488372,0.11734693877551021,0.011764705882352941,0.02702702702702703,,,0.03333333333333333,,0.11594202898550725,0.034482758620689655,0.16071428571428573,0.09375,0.2,0.023255813953488372,0.8,0.4457831325301205,0.6216216216216216,0.6571428571428571,0.5217391304347826,0.1686746987951807,0.21428571428571427,0.23076923076923078,,0.3493975903614458,0.3103448275862069,0.3103448275862069,0.4444444444444444,,,,,0.03614457831325301,,,,0.5,0.6666666666666666,,,,,,,,0.2222222222222222,0.6666666666666666,,,0.1111111111111111,,0.4819277108433735,,0.4722689024390245,0.48206,0.41500192307692313,0.14893617021276595,0.15384615384615385,0.047619047619047616,0.27380952380952384,8.563749999999999,30.933333333333337,0.35805626598465473,,,,,,,,,True,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,29484.0,491,-154,889,871,260,224,123,1760,39,82,15.0,28.0,14.0,26,22.0,62,31.0,86.0,2.0,3.0,,,2.0,3.0,3.0,13.0,,,3.0,9.0,92,230,5.0,16.0,45,244,1043,21.0,46.0,,,6.0,48.0,29,58,5.0,12.0,19.0,92,96,88.0,15.0,,28.0,,13.0,3.0,19.0,,17.0,10.0,27.0,9.0,1.0,11.0,1.0,5.0,64.0,13.0,28.0,,6.0,52,9.0,67,41,108,12.0,12.0,6.0,6.0,18.0,1.0,9.0,8,,9.0,,1.0,26,4.0,4.0,12,36,3.0,3.0,60,4.0,,75,6.0,,31,10.0,3.0,2.0,,1.0,3.0,3.0,,,92,260,5,8.0,0.5217391304347826,0.6153846153846154,1.0,0.3125,,0.4166666666666667,0.3125,0.4,0.45652173913043476,0.5,0.40447154471544716,0.45652173913043476,0.5214285714285715,0.43416370106761565,0.47058823529411764,0.5287356321839081,0.06504065040650407,,0.08260869565217391,0.14634146341463414,0.0967741935483871,0.011627906976744186,,29.142857142857142,0.6923076923076923,0.3333333333333333,,0.16455696202531644,0.07629427792915532,0.08955223880597014,0.12037037037037036,0.1514360313315927,0.0863157894736842,0.0967741935483871,0.10989010989010989,0.039473684210526314,0.11267605633802817,0.13513513513513514,0.205607476635514,0.2,0.11510791366906475,0.0784313725490196,0.125,0.09230769230769231,1.0,0.3333333333333333,0.47560975609756095,0.5571428571428572,0.38461538461538464,0.25203252032520324,0.3548387096774194,0.39285714285714285,0.5,0.34959349593495936,0.36046511627906974,0.36470588235294116,0.7096774193548387,0.012195121951219513,0.6666666666666666,0.6666666666666666,1.0,0.052845528455284556,0.23076923076923078,0.23076923076923078,1.0,0.6086956521739131,0.5357142857142857,0.13333333333333333,,,,,,,0.37142857142857144,0.5384615384615384,0.04285714285714286,0.6666666666666666,0.12857142857142856,0.3333333333333333,0.3983739837398374,0.23076923076923078,0.45091199186991865,0.522664705882353,0.4676635714285714,0.11439114391143912,0.12156862745098039,0.19672131147540983,0.3770491803278688,8.89478260869565,24.381249999999998,0.2924634420697413,,,2.0,,,,,,True,,
