EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,FG3APct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2A,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChancePoints,PenaltyFG2M,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Travels,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,ShortMidRangeAssists,LostBallSteals,LostBallTurnovers,SecondChanceAtRimFGM,PtsPutbacks,BlockedShortMidRange,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Arc3FGM,PtsAssisted3s,NonHeaveArc3FGM,FTOffRebounds,Loose Ball Fouls Drawn,Assisted3sPct,OffFTReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,StepOutOfBoundsTurnovers,Technical Free Throw Trips,ThreePtAssists,Arc3Assists,SecondChanceTurnovers,on,Corner3Assists,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,HeaveAttempts,LongMidRangePctBlocked,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,HeaveMakes,Clear Path Fouls,Blocked3s,BlockedCorner3
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,986.0,16,-9.0,31,33,20.0,28.0,5.0,64,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,30,1.0,2.0,2.0,2.0,1.0,5.0,3.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,13.88888888888889,1.0,0.3333333333333333,0.25,0.3157894736842105,0.16666666666666666,0.5,0.4,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.4216,0.3067,0.5,8.466666666666667,0.6451612903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983,1610612749,Jermaine Jackson,Jermaine Jackson,1983,MIL,901.0,15,-3.0,29,30,27.0,30.0,,59,,,,,,,3.0,6.0,34,,3.0,6.0,,1.0,1.0,,2.0,2.0,,,,,,,1.0,1.0,3.0,,4.0,2.0,,,,,6.0,27.0,,2.0,,,,1.5,1.0,1.0,10.344827586206897,,0.08333333333333333,0.2,0.11764705882352941,,,0.5,,,,,,,,,1.0,0.53175,0.53175,1.0,,0.9310344827586207,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612749,Jamaal Magloire,Jamaal Magloire,2048,MIL,449.0,7,-5.0,12,14,,3.0,1.0,26,1.0,1.0,,,1.0,2.0,,2.0,20,,,,2.0,,1.0,1.0,2.0,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,1.0,1.0,0.5,0.5,0.5,,15.384615384615383,1.0,0.3333333333333333,,0.25,0.5,,,,,0.5,0.5,,,,,0.5,0.4462,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,1610612749,Jiri Welsch,Jiri Welsch,2412,MIL,2440.0,41,-22.0,75,76,60.0,53.0,9.0,151,6.0,2.0,2.0,5.0,7.0,13.0,6.0,20.0,94,12.0,5.0,17.0,8.0,1.0,3.0,3.0,7.0,10.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,6.0,,7.0,1.0,,,,,17.0,60.0,,1.0,0.5714285714285714,0.5714285714285714,0.5384615384615384,0.4375,0.5263157894736842,0.5,25.0,0.5,0.12,0.07692307692307693,0.10526315789473684,0.25,0.16666666666666666,,,,0.375,0.125,0.3125,0.4,0.4,1.0,0.5625,0.5081312499999999,0.5165133333333333,0.85,8.646153846153847,0.8,,1.0,,1.0,,3.0,,3.0,,3.0,3.0,1.0,6.0,,,,0.4,0.1875,0.14285714285714285,0.0625,,,0.06666666666666667,,25.333333333333332,,1.0,1.0,0.5,0.5,1.0,,0.405,4.0,4.0,6.0,2.0,2.0,1.0,2.0,6.0,6.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,1.0,1.0,0.07692307692307693,0.16666666666666666,0.5,0.08333333333333333,0.14285714285714285,0.0967741935483871,0.16666666666666666,0.1111111111111111,0.2,0.125,0.6666666666666666,0.8,0.25,0.125,0.4,0.6666666666666666,0.13333333333333333,0.16666666666666666,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,1610612749,Reece Gaines,Reece Gaines,2558,MIL,3228.0,54,-24.0,97,100,61.0,66.0,12.0,197,2.0,1.0,4.0,7.0,6.0,10.0,1.0,13.0,119,7.0,1.0,13.0,10.0,,,,,,1.0,,,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,,,,,,13.0,61.0,,,0.8333333333333334,0.8333333333333334,0.6,0.5,0.4642857142857143,0.5909090909090909,13.761467889908255,,,,,,,,,,0.16666666666666666,0.08333333333333333,0.5833333333333334,0.5714285714285714,0.5714285714285714,0.75,0.3333333333333333,0.41619999999999996,0.424875,1.0,14.190000000000001,0.6288659793814433,,,,,,2.0,,2.0,,3.0,3.0,1.0,6.0,,,,0.6666666666666666,0.16666666666666666,,,,,,,33.0,,,1.0,,,,,,2.0,2.0,2.0,2.0,2.0,,1.0,6.0,2.0,2.0,,1.0,,,,,1.0,,,,2.0,,0.8571428571428571,,0.25,,,1.0,,,,,,,,1.0,1.0,1.0,0.16666666666666666,0.2222222222222222,1.0,0.2222222222222222,0.14285714285714285,0.16666666666666666,0.07692307692307693,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,1610612749,Bobby Simmons,Bobby Simmons,2250,MIL,721.0,12,-8.0,24,25,17.0,20.0,4.0,49,1.0,,,,1.0,1.0,2.0,4.0,30,1.0,2.0,4.0,2.0,,1.0,,1.0,2.0,,,,,,,2.0,3.0,1.0,,2.0,,,,,,4.0,17.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,7.142857142857142,,0.09090909090909091,,0.07692307692307693,,0.14285714285714285,,,,1.0,,,,,,1.0,0.6055,0.6055,1.0,,0.7083333333333334,,,,,,,,,,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,0.5,0.1111111111111111,,,0.5,,1.0,1.0,1.0,,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,1610612749,Dan Gadzuric,Dan Gadzuric,2429,MIL,1315.0,22,-9.0,39,41,25.0,23.0,6.0,80,5.0,5.0,,,4.0,10.0,3.0,11.0,50,7.0,2.0,8.0,6.0,2.0,3.0,,5.0,7.0,,,,1.0,2.0,1.0,4.0,9.0,3.0,,5.0,,2.0,,2.0,1.0,8.0,25.0,,,0.75,1.0,0.4,0.4,0.4583333333333333,0.5,31.11111111111111,,0.23076923076923078,0.3333333333333333,0.2631578947368421,0.25,0.2,0.25,0.3333333333333333,0.5,0.5,0.5,,,,,0.5,0.44127,0.4161,0.7272727272727273,4.62,0.6410256410256411,,,,,,,,,,1.0,1.0,1.0,2.0,,,,0.42857142857142855,,0.3333333333333333,,,,,,,2.0,,3.0,,,,0.6666666666666666,0.41335,4.0,3.0,3.0,,,2.0,4.0,3.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,1.0,3.0,0.6666666666666666,0.42857142857142855,0.6666666666666666,0.6666666666666666,,,0.5,0.125,,0.10526315789473684,,0.16666666666666666,,0.16666666666666666,0.8,0.8,0.75,,0.42857142857142855,1.0,,0.25,0.25,0.36363636363636365,,,,,2.0,2.0,2.0,0.125,1.0,0.5,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1610612749,Toni Kukoc,Toni Kukoc,389,MIL,1665.0,28,-4.0,50,49,31.0,27.0,6.0,99,,,2.0,3.0,2.0,3.0,,7.0,59,1.0,,,4.0,,2.0,,2.0,4.0,2.0,2.0,,,,,2.0,2.0,1.0,,,,,,,,,31.0,,,1.0,1.0,0.6666666666666666,0.4375,0.4375,,14.285714285714285,,0.14285714285714285,,0.08333333333333333,,0.16666666666666666,0.16666666666666666,,,,,0.375,0.6666666666666666,0.6666666666666666,1.0,0.625,0.4790875,0.3306,,18.7,0.62,,1.0,,,1.0,5.0,,,,5.0,5.0,2.0,10.0,0.2,,0.2,,0.625,,0.125,,,,,25.34,,,,,,,,,,,,4.0,,,,,,4.0,,3.0,,1.0,2.0,,,,,,,,,,,,,,0.058823529411764705,,0.045454545454545456,,,,,,,,0.5,,,,,,,,,,,,,,0.16666666666666666,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,1.0,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,729.0,12,,21,23,,12.0,3.0,44,2.0,,2.0,3.0,3.0,5.0,7.0,13.0,23,,,,4.0,,,,,1.0,,,,1.0,2.0,,,1.0,5.0,,7.0,,,,,,,,,,0.6666666666666666,0.6666666666666666,0.6,0.5,0.6666666666666666,,45.833333333333336,,,,,,,,,,0.3333333333333333,,0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.470825,,,11.4,,,,,,,1.0,,,,3.0,3.0,2.0,6.0,,,,,0.16666666666666666,,,,,,,24.1,1.0,,2.0,,,,0.5,0.46415,1.0,,,1.0,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,3.0,,,,,0.2,0.5,0.5,0.14285714285714285,,0.1,0.3333333333333333,,,,0.5,1.0,1.0,0.16666666666666666,,,,0.3333333333333333,0.375,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,1513.0,25,-16.0,46,47,23.0,23.0,8.0,93,2.0,1.0,1.0,4.0,2.0,7.0,1.0,5.0,57,4.0,,4.0,2.0,,1.0,,1.0,1.0,,,,,1.0,1.0,3.0,3.0,2.0,,2.0,,,,,,4.0,23.0,,,0.5,0.5,0.2857142857142857,0.25,0.2777777777777778,0.5,18.51851851851852,,0.06666666666666667,,0.05,0.2,,,,,0.25,0.125,0.5,0.25,0.25,1.0,0.375,0.47584375,0.453875,0.8,11.5,0.5,,1.0,,,,1.0,,,,3.0,4.0,3.0,9.0,,,,0.5,0.125,,0.125,,,,,23.0,,,,,,,,,1.0,1.0,1.0,,,,,2.0,2.0,,1.0,,,,,,1.0,,,,1.0,,0.5,,,0.14285714285714285,0.5,1.0,,,,,,,,0.5,1.0,,,0.25,1.0,,0.1111111111111111,0.125,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
