EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,FoulsDrawn,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Fg2aBlocked,LongMidRangeAssists,FTDefRebounds,Travels,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,DefArc3ReboundPct,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,DefensiveGoaltends,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,Corner3FGA,PenaltyCorner3FGA,ShortMidRangeAssists,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,Corner3Frequency,PenaltyCorner3Frequency,BlockedLongMidRange,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,OffCorner3ReboundPct,HeaveAttempts,on,StepOutOfBoundsTurnovers,OffensiveGoaltends,LongMidRangePctBlocked,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,BlockedCorner3,3pt And 1 Free Throw Trips,Corner3PctBlocked
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,1052.0,18,-16,38,36,15,13,4,74,1.0,1.0,4.0,1.0,2.0,1,1.0,4.0,3.0,46,1.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,15,0.25,0.5,0.25,0.3,0.75,0.3,0.75,0.8,11.363636363636363,0.2,0.8,0.25,0.25,1.0,0.5,0.8,0.25,0.49857,0.5189250000000001,1.0,22.1,25.35,0.3947368421052631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,5342.0,89,3,162,162,32,48,22,324,5.0,,,,,20,,,19.0,167,,,6.0,,,,6.0,1.0,6.0,32,,,,0.4,0.5,0.4318181818181818,0.6,,14.893617021276595,0.25,,,,,,0.25,,0.4192600000000001,0.440675,0.3157894736842105,7.914999999999999,,0.1975308641975308,4.0,5.0,2.0,2.0,1.0,1.0,2.0,10.0,2.0,8.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,10.0,6.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,9.0,3.0,12.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,6.0,1.0,8.0,10.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,1.0,0.625,0.7142857142857143,0.4,1.0,0.5,1.0,1.0,0.6666666666666666,0.1702127659574468,0.0428571428571428,0.0625,0.1428571428571428,0.0416666666666666,0.125,0.0357142857142857,0.1764705882352941,0.2631578947368421,0.2,0.25,0.25,0.8,0.8,0.75,0.5,0.2,0.2,0.5,0.4,0.4,0.5,1.0,1.0,0.5,0.25,1.0,0.5631999999999999,0.0476190476190476,0.0476190476190476,0.2105263157894736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,4960.0,83,27,161,159,48,62,24,320,8.0,,1.0,,1.0,13,,1.0,18.0,159,,1.0,9.0,,1.0,,6.0,1.0,9.0,48,,,,0.5,0.6666666666666666,0.5625,0.75,0.0714285714285714,12.021857923497269,0.5714285714285714,0.0714285714285714,,,0.1666666666666666,,0.3571428571428571,,0.4514499999999999,0.4454833333333334,0.5,11.692307692307692,24.5,0.2981366459627329,4.0,4.0,,,2.0,2.0,,1.0,3.0,7.0,4.0,,,,4.0,5.0,1.0,6.0,8.0,,4.0,4.0,1.0,8.0,,1.0,2.0,4.0,,4.0,5.0,5.0,,4.0,3.0,2.0,,1.0,6.0,1.0,1.0,6.0,,6.0,4.0,,,,,,,,,,0.4285714285714285,0.4285714285714285,0.5384615384615384,,0.8,,,0.6666666666666666,0.0425531914893617,,0.0555555555555555,0.0461538461538461,,,,0.0434782608695652,0.0666666666666666,,,0.2857142857142857,1.0,1.0,0.25,0.0714285714285714,,,,0.375,0.375,0.6666666666666666,,,,0.3333333333333333,1.0,,0.25,0.2666666666666666,,1.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0769230769230769,1.0,0.1666666666666666,0.0714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,8269.0,138,-5,249,250,63,68,44,499,2.0,,,,,43,,,51.0,277,,,8.0,,,,14.0,,8.0,63,,,,0.5116279069767442,0.4285714285714285,0.5,0.4444444444444444,,20.06688963210702,0.0465116279069767,,,,,,0.6744186046511628,,0.490939534883721,0.4283,0.1568627450980392,3.388372093023256,,0.253012048192771,17.0,29.0,9.0,14.0,2.0,4.0,5.0,12.0,,22.0,7.0,9.0,14.0,21.0,3.0,7.0,2.0,18.0,26.0,18.0,6.0,8.0,3.0,18.0,21.0,5.0,16.0,25.0,22.0,47.0,4.0,1.0,3.0,3.0,2.0,6.0,,1.0,9.0,,6.0,15.0,,18.0,9.0,1.0,3.0,2.0,1.0,3.0,1.0,,,1.0,0.4090909090909091,0.6923076923076923,0.5116279069767442,0.6428571428571429,0.4285714285714285,0.6428571428571429,0.6176470588235294,0.3333333333333333,0.1975308641975308,0.21,0.1851851851851851,0.1944444444444444,0.2075471698113207,0.1153846153846153,0.1212121212121212,0.1818181818181818,0.1818181818181818,,0.3333333333333333,0.6744186046511628,0.5862068965517241,0.7083333333333334,0.3529411764705882,0.2790697674418604,0.4166666666666667,0.4545454545454545,0.6,,,,1.0,0.6428571428571429,,0.5714285714285714,0.5,0.5741142857142857,0.18,0.18,0.4117647058823529,6.0,3.0,4.0,2.0,3.0,2.0,3.0,0.1395348837209302,0.0833333333333333,0.3076923076923077,0.25,3.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,3.0,0.1724137931034483,0.1666666666666666,0.3414634146341463,0.3333333333333333,0.2666666666666666,0.1428571428571428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2772,1610612753,Trevor Ariza,Trevor Ariza,2772,ORL,17390.0,290,16,530,533,118,148,80,1063,13.0,,,,,78,,2.0,99.0,545,,1.0,19.0,,,,36.0,2.0,19.0,118,,,,0.4,0.3684210526315789,0.4759615384615384,0.4130434782608695,0.025,19.261637239165328,0.1625,,,,,,0.7,,0.532724375,0.5495,0.1919191919191919,4.584615384615385,22.950000000000003,0.2226415094339622,28.0,54.0,11.0,20.0,5.0,11.0,3.0,11.0,1.0,32.0,35.0,12.0,23.0,30.0,7.0,18.0,5.0,28.0,36.0,14.0,15.0,15.0,7.0,30.0,25.0,16.0,29.0,52.0,29.0,81.0,14.0,8.0,6.0,12.0,9.0,4.0,1.0,3.0,16.0,2.0,11.0,22.0,3.0,50.0,23.0,3.0,1.0,1.0,,2.0,1.0,,,3.0,0.4375,0.56,0.4102564102564102,0.5217391304347826,0.3888888888888889,0.5217391304347826,0.5769230769230769,0.75,0.1593406593406593,0.1136363636363636,0.2424242424242424,0.1814516129032258,0.1158798283261802,0.1509433962264151,0.036144578313253,0.1549295774647887,0.2133333333333333,0.3125,0.5,0.675,0.5185185185185185,0.6086956521739131,0.4285714285714285,0.1375,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.0769230769230769,0.0769230769230769,1.0,0.8695652173913043,0.55,0.0909090909090909,0.5789473684210527,0.4545454545454545,0.5432391304347827,0.2277227722772277,0.2323232323232323,0.303030303030303,10.0,5.0,7.0,1.0,2.0,2.0,1.0,0.1282051282051282,0.1818181818181818,0.2692307692307692,0.22,6.0,,,,2.0,7.0,,3.0,,,0.1481481481481481,0.1538461538461538,0.1666666666666666,0.2222222222222222,0.0555555555555555,0.1842105263157894,2.0,1.0,3.0,2.0,1.0,1.0,0.1,0.025,0.0526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
448,1610612753,Bo Outlaw,Bo Outlaw,448,ORL,6193.0,103,6,188,191,50,54,31,379,,,,,,17,,,26.0,194,,,6.0,,,,10.0,4.0,6.0,50,,,,0.6470588235294118,0.5,0.6842105263157895,0.6,,8.810572687224669,,,,,,,0.6470588235294118,,0.5000294117647059,0.5437000000000001,0.2307692307692307,2.6882352941176477,,0.2659574468085106,8.0,11.0,3.0,5.0,2.0,3.0,3.0,6.0,,11.0,4.0,3.0,5.0,8.0,2.0,4.0,2.0,12.0,10.0,6.0,4.0,4.0,1.0,8.0,9.0,3.0,9.0,14.0,9.0,23.0,5.0,4.0,1.0,1.0,1.0,,,,1.0,,6.0,15.0,3.0,4.0,1.0,1.0,4.0,3.0,,4.0,1.0,,1.0,1.0,0.5454545454545454,0.75,0.6470588235294118,0.6,0.5,0.6,0.6666666666666666,1.0,0.1285714285714285,0.1022727272727272,0.1153846153846153,0.125,0.0978260869565217,0.1428571428571428,0.1212121212121212,0.1,0.1176470588235294,,0.25,0.6470588235294118,0.7272727272727273,0.7272727272727273,0.625,0.3529411764705882,0.5,0.5,0.3333333333333333,,,,1.0,0.6,,0.75,0.6666666666666666,0.534,0.0555555555555555,0.0555555555555555,0.3076923076923077,,1.0,2.0,,,,2.0,,,0.2,0.1578947368421052,2.0,,,,,1.0,,,,,,,0.0588235294117647,,0.1875,0.1666666666666666,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,14018.0,234,2,421,426,73,92,62,847,35.0,2.0,4.0,,1.0,75,7.0,10.0,107.0,431,1.0,2.0,21.0,,4.0,2.0,11.0,1.0,21.0,73,0.7,0.5,0.7,0.5235294117647059,0.5588235294117647,0.5591397849462365,0.5555555555555556,0.1176470588235294,21.975806451612904,0.4117647058823529,0.0470588235294117,0.5,0.5,0.0588235294117647,,0.4235294117647059,0.5,0.4584770588235293,0.4304058823529411,0.1962616822429906,10.202666666666666,24.23,0.173396674584323,10.0,26.0,,,3.0,3.0,10.0,14.0,14.0,34.0,18.0,,,8.0,8.0,15.0,2.0,16.0,52.0,,25.0,26.0,12.0,53.0,1.0,3.0,9.0,13.0,1.0,14.0,12.0,7.0,5.0,9.0,6.0,7.0,2.0,3.0,16.0,2.0,8.0,25.0,,19.0,8.0,,2.0,,1.0,2.0,1.0,,,,0.2352941176470588,0.2352941176470588,0.4533333333333333,,0.5333333333333333,1.5,1.3333333333333333,0.5625,0.0588235294117647,0.0054347826086956,0.0555555555555555,0.0579710144927536,0.005181347150259,0.0222222222222222,,0.0363636363636363,0.0454545454545454,0.0769230769230769,0.5,0.3058823529411765,0.3846153846153846,0.5263157894736842,0.3,0.1647058823529411,0.7142857142857143,0.7142857142857143,0.2,0.4,0.4,0.2142857142857142,,,,0.1764705882352941,1.0,0.5865,0.086021505376344,0.0963855421686747,0.0747663551401869,7.0,10.0,1.0,,3.0,,4.0,0.0933333333333333,,0.0434782608695652,0.048780487804878,2.0,1.0,1.0,,,1.0,1.0,3.0,1.0,,0.2692307692307692,,,,0.125,0.0285714285714285,6.0,1.0,3.0,,,,,0.0705882352941176,0.0588235294117647,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,21.0,3.0,1.0,1.0,0.8333333333333334,0.8333333333333334,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,,,True,,,,,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,1979.0,33,1,59,60,24,32,6,119,3.0,,1.0,,1.0,4,,2.0,11.0,66,,2.0,4.0,,1.0,,2.0,,4.0,24,,,,0.5,,0.625,0.5,0.3333333333333333,13.846153846153843,0.5,0.1666666666666666,,,0.5,,0.3333333333333333,,0.4015333333333333,0.4458,0.3636363636363636,18.4,24.8,0.4067796610169492,,,,,,,,1.0,3.0,3.0,5.0,1.0,1.0,2.0,,,4.0,2.0,4.0,,1.0,3.0,1.0,8.0,,,1.0,1.0,,1.0,2.0,1.0,1.0,,,1.0,1.0,,1.0,,2.0,3.0,,5.0,,2.0,,,,,,,,2.0,0.3333333333333333,0.3333333333333333,0.75,1.0,,1.0,1.0,,0.0714285714285714,,,0.0454545454545454,,,,,0.1666666666666666,,,,,,,0.1666666666666666,,,,1.0,1.0,0.3333333333333333,,,,,,0.3493,,,0.1818181818181818,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,0.1666666666666666,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2545,1610612753,Darko Milicic,Darko Milicic,2545,ORL,11898.0,198,5,362,363,55,81,51,725,29.0,,,,,68,,,76.0,360,,,5.0,,,,19.0,2.0,5.0,55,,,,0.4705882352941176,0.1428571428571428,0.4935064935064935,0.25,,19.761904761904763,0.4264705882352941,,,,,,0.2794117647058823,,0.4433044117647059,0.4512142857142857,0.0657894736842105,10.998529411764704,,0.1519337016574585,10.0,19.0,3.0,3.0,1.0,4.0,11.0,20.0,11.0,32.0,12.0,5.0,9.0,10.0,1.0,7.0,3.0,48.0,16.0,6.0,6.0,7.0,3.0,15.0,4.0,7.0,12.0,22.0,5.0,27.0,2.0,2.0,,4.0,3.0,2.0,,1.0,6.0,1.0,18.0,26.0,3.0,19.0,7.0,3.0,18.0,14.0,3.0,19.0,11.0,,,3.0,0.75,0.8275862068965517,0.4705882352941176,0.5555555555555556,0.1428571428571428,0.5555555555555556,0.5555555555555556,0.6666666666666666,0.0875912408759124,0.0266666666666666,0.1346153846153846,0.1005291005291005,0.0314465408805031,0.0555555555555555,0.0169491525423728,0.0666666666666666,0.1153846153846153,0.0909090909090909,0.5789473684210527,0.2794117647058823,0.5263157894736842,0.5555555555555556,0.8,0.2941176470588235,0.55,0.5789473684210527,0.5454545454545454,0.3793103448275862,0.3793103448275862,0.9090909090909092,0.3333333333333333,1.0,0.3333333333333333,0.5714285714285714,0.25,0.450825,0.0945945945945946,0.0945945945945946,0.131578947368421,2.0,1.0,3.0,,,1.0,2.0,0.0294117647058823,0.05,0.1764705882352941,0.1463414634146341,,1.0,1.0,,1.0,,2.0,1.0,,,0.0526315789473684,0.1111111111111111,0.0181818181818181,,0.08,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.5,,True,,,,,,,,,,,,
2306,1610612753,Carlos Arroyo,Carlos Arroyo,2306,ORL,10564.0,176,23,327,325,67,69,45,652,37.0,,2.0,,1.0,71,,2.0,89.0,309,,1.0,13.0,,2.0,,20.0,3.0,13.0,67,,,,0.4931506849315068,0.2142857142857142,0.5426829268292683,0.3611111111111111,0.0273972602739726,26.31578947368421,0.5068493150684932,0.0273972602739726,,,0.0714285714285714,,0.2602739726027397,,0.4409424657534246,0.4328928571428571,0.146067415730337,11.587323943661971,25.1,0.2048929663608562,8.0,17.0,,1.0,1.0,3.0,7.0,17.0,21.0,36.0,17.0,5.0,9.0,10.0,3.0,13.0,7.0,20.0,52.0,,18.0,19.0,10.0,39.0,1.0,6.0,10.0,16.0,1.0,17.0,7.0,1.0,6.0,8.0,7.0,10.0,1.0,1.0,18.0,2.0,7.0,15.0,1.0,19.0,7.0,3.0,1.0,1.0,,1.0,,,,3.0,0.2777777777777778,0.2777777777777778,0.5070422535211268,0.5555555555555556,0.2307692307692307,0.5,0.5,0.4444444444444444,0.0862068965517241,0.0073529411764705,0.1304347826086956,0.0987654320987654,0.0069930069930069,,0.0185185185185185,0.0952380952380952,0.0545454545454545,0.25,,0.2328767123287671,0.4705882352941176,0.5,0.5,0.2328767123287671,0.4117647058823529,0.4666666666666667,,0.5675675675675675,0.5675675675675675,0.2857142857142857,0.1,,,0.2142857142857142,0.3333333333333333,0.3819888888888889,0.0886075949367088,0.0909090909090909,0.1123595505617977,3.0,5.0,,1.0,4.0,1.0,,0.0422535211267605,0.1176470588235294,,0.088235294117647,,1.0,1.0,,,,4.0,1.0,1.0,,0.0588235294117647,,,,0.1578947368421052,,,,3.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,0.1,,,,,,True,,,,,,,,,,,,
