EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,NonHeaveArc3FGM,SecondChanceFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Blocked3s,BlockedCorner3,PenaltyArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PenaltyArc3Accuracy,SecondChanceCorner3FGM,HeaveAttempts,Clear Path Fouls,BlockedLongMidRange,Defensive 3 Seconds Violations,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedArc3,ThreePtShootingFoulsDrawnPct,on,OffensiveGoaltends
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,37056.0,618,-76,1169,1161,356,405,185.0,2330,46.0,91.0,20.0,37.0,9.0,17.0,36.0,78.0,52.0,107.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,134.0,276,1.0,4.0,51.0,322.0,1257,30.0,55.0,1.0,15.0,75.0,29.0,65.0,1.0,3.0,21.0,82.0,164.0,104.0,3.0,36.0,2.0,20.0,19.0,8.0,27.0,3.0,5.0,8.0,6.0,5.0,62.0,7.0,51.0,2.0,22.0,72.0,9.0,103.0,60.0,163.0,9.0,8.0,6.0,2.0,17,3.0,13.0,30.0,3.0,4.0,2.0,5.0,47,3.0,15.0,38.0,89.0,5.0,17.0,59.0,5.0,5.0,66.0,8.0,2.0,31.0,5.0,14.0,13.0,1.0,14.0,9.0,3.0,82.0,356,14.0,4.0,0.6119402985074627,0.7068965517241379,1.0,0.25,0.3333333333333333,0.25,0.4855072463768116,0.5454545454545454,0.4461538461538462,0.48392857142857143,0.5357142857142857,0.4485294117647059,0.5211038961038961,0.5769230769230769,0.50625,0.014285714285714285,0.07246376811594203,0.17582417582417584,0.038461538461538464,0.009345794392523364,25.613275613275615,0.3617021276595745,0.24324324324324326,0.044444444444444446,0.1836734693877551,0.10625,0.16058394160583941,0.07608695652173914,0.1776937618147448,0.10139860139860139,0.1568627450980392,0.06837606837606838,0.06918238993710692,0.046875,0.14285714285714285,0.2,0.20212765957446807,0.16489361702127658,0.16831683168316833,0.1388888888888889,0.072,0.6428571428571429,0.325,0.5054945054945055,0.6133333333333333,0.4782608695652174,0.2785714285714286,0.46153846153846156,0.48,0.4444444444444444,0.3821428571428571,0.48598130841121495,0.49056603773584906,0.8461538461538461,0.007142857142857143,0.5,0.5,1.0,0.007142857142857143,0.6607142857142857,0.5405405405405406,0.15,0.017857142857142856,0.25,0.5294117647058824,0.029411764705882353,0.5,0.014705882352941176,0.3392857142857143,0.4550201785714284,0.5172104166666667,0.4374602941176469,0.10231023102310231,0.10367892976588629,0.2329192546583851,0.2546583850931677,9.489492753623185,24.025,0.3045337895637297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,14679.0,245,-20,462,458,138,149,65.0,920,9.0,22.0,1.0,2.0,3.0,7.0,3.0,10.0,4.0,28.0,4.0,8.0,,,12.0,1.0,4.0,16.0,60,11.0,20.0,17.0,82.0,500,1.0,3.0,3.0,,5.0,5.0,25.0,,4.0,8.0,18.0,6.0,26.0,24.0,2.0,12.0,5.0,19.0,5.0,24.0,3.0,2.0,15.0,1.0,3.0,53.0,3.0,5.0,,4.0,16.0,1.0,21.0,8.0,29.0,1.0,6.0,6.0,,12,2.0,9.0,10.0,,3.0,2.0,2.0,22,3.0,5.0,13.0,40.0,1.0,2.0,20.0,,4.0,21.0,2.0,,8.0,3.0,,,,,,,18.0,138,10.0,3.0,0.1875,0.2,0.7272727272727273,0.55,,0.55,0.26666666666666666,0.3333333333333333,0.2,0.40625,0.4166666666666667,0.1724137931034483,0.4606741573033708,0.4166666666666667,0.2727272727272727,0.25,0.08333333333333333,0.18181818181818182,,0.03571428571428571,20.74766355140187,0.5454545454545454,0.0625,,0.10457516339869281,0.029069767441860465,0.08163265306122448,0.08823529411764706,0.09900990099009901,0.038834951456310676,0.014084507042253521,0.07692307692307693,,0.11764705882352941,0.058823529411764705,0.09523809523809523,0.1111111111111111,0.10606060606060606,0.029411764705882353,0.2,0.02127659574468085,,0.275,0.4090909090909091,0.5,0.1111111111111111,0.125,0.3,0.3,0.6666666666666666,0.35,0.14285714285714285,0.14814814814814814,,0.1,0.5,0.5,0.75,0.15,0.3333333333333333,0.5,,0.16666666666666666,0.2413793103448276,0.42857142857142855,,,0.13793103448275862,0.525,0.47668625000000003,0.61163,0.4303844827586207,0.09302325581395349,0.12121212121212122,0.06097560975609756,0.21951219512195122,9.906666666666665,24.395,0.2987012987012987,2.0,7.0,1.0,1.0,9.0,7.0,0.3333333333333333,0.5833333333333334,0.5833333333333334,0.7142857142857143,0.3333333333333333,1.0,1.0,0.5833333333333334,,,,,,,,,,,,,,,,,,,,,True,
101135,1610612752,David Lee,David Lee,101135,NYK,11434.0,191,-47,364,371,143,143,48.0,735,14.0,26.0,3.0,6.0,9.0,14.0,4.0,8.0,1.0,1.0,,,,,,,,19.0,35,,,14.0,52.0,397,4.0,8.0,,1.0,9.0,9.0,15.0,,,7.0,25.0,28.0,10.0,,4.0,,8.0,6.0,,6.0,,,6.0,,,12.0,1.0,9.0,1.0,4.0,18.0,6.0,28.0,11.0,39.0,1.0,4.0,3.0,1.0,3,1.0,3.0,6.0,1.0,,,1.0,9,2.0,1.0,4.0,16.0,,3.0,18.0,,3.0,25.0,1.0,,11.0,2.0,7.0,6.0,1.0,8.0,7.0,1.0,25.0,143,5.0,3.0,0.7368421052631579,0.8235294117647058,,,,,0.5428571428571428,0.5,0.6,0.5428571428571428,0.5,0.6,0.5531914893617021,0.5,0.5434782608695652,,0.22857142857142856,0.2692307692307692,0.125,,13.397129186602871,0.3333333333333333,0.35294117647058826,0.034482758620689655,0.16071428571428573,0.06818181818181818,0.10526315789473684,0.034482758620689655,0.14666666666666667,0.062111801242236024,0.05660377358490566,0.1111111111111111,0.029411764705882353,0.05263157894736842,,0.125,0.1724137931034483,0.17647058823529413,0.09523809523809523,0.11764705882352941,0.125,0.875,0.7428571428571429,0.5384615384615384,0.7368421052631579,0.8571428571428571,0.22857142857142856,0.5,0.5714285714285714,0.25,0.02857142857142857,1.0,1.0,1.0,,,,,,0.75,0.5,0.3333333333333333,,0.9333333333333333,0.6428571428571429,,,,0.7428571428571429,0.53184,0.4981125,0.57052,0.24444444444444444,0.24444444444444444,0.17307692307692307,0.4807692307692308,1.98,,0.39285714285714285,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,
147,1610612752,Jalen Rose,Jalen Rose,147,NYK,18938.0,316,-39,585,584,156,146,75.0,1169,15.0,31.0,2.0,5.0,6.0,12.0,11.0,25.0,14.0,26.0,5.0,11.0,1.0,2.0,11.0,2.0,2.0,40.0,82,11.0,22.0,39.0,152.0,686,2.0,11.0,2.0,,7.0,15.0,25.0,2.0,4.0,18.0,54.0,22.0,58.0,24.0,4.0,11.0,10.0,20.0,15.0,35.0,7.0,8.0,16.0,1.0,3.0,85.0,2.0,4.0,,4.0,15.0,2.0,21.0,6.0,27.0,5.0,6.0,5.0,1.0,8,3.0,6.0,11.0,,2.0,1.0,1.0,19,,6.0,9.0,21.0,,6.0,40.0,,2.0,49.0,4.0,3.0,19.0,6.0,1.0,1.0,,1.0,1.0,,54.0,156,3.0,6.0,0.275,0.2894736842105263,0.7272727272727273,0.5,0.5,0.5,0.4878048780487805,0.18181818181818182,0.6,0.5432692307692307,0.2692307692307692,0.6206896551724138,0.6,0.2692307692307692,0.6794871794871795,0.21153846153846154,0.12195121951219512,0.1935483870967742,0.16,,21.301775147928996,0.42105263157894735,0.14285714285714285,,0.07211538461538461,0.018691588785046728,0.0784313725490196,0.0392156862745098,0.07335907335907337,0.022641509433962263,0.03260869565217391,0.01694915254237288,,0.029411764705882353,0.058823529411764705,0.037037037037037035,0.08620689655172414,0.08333333333333333,0.05405405405405406,0.14285714285714285,0.11904761904761904,1.0,0.2980769230769231,0.4838709677419355,0.6,0.06666666666666667,0.2403846153846154,0.44,0.5238095238095238,0.09090909090909091,0.25,0.5384615384615384,0.5384615384615384,0.6428571428571429,0.10576923076923077,0.45454545454545453,0.45454545454545453,0.8,0.10576923076923077,0.38461538461538464,0.4,,0.15384615384615385,0.41379310344827586,0.5,0.06896551724137931,0.5,0.06896551724137931,0.5096153846153846,0.4786927884615385,0.4829045454545454,0.47116896551724136,0.15966386554621848,0.1958762886597938,0.046052631578947366,0.35526315789473684,8.460975609756098,24.372727272727275,0.26666666666666666,,6.0,1.0,1.0,9.0,6.0,0.5,0.5454545454545454,0.6,0.6666666666666666,,0.5,,0.5454545454545454,,,1.0,1.0,0.045454545454545456,0.09090909090909091,0.5,,,,,,,,,,,,,,True,
2047,1610612752,Quentin Richardson,Quentin Richardson,2047,NYK,86536.0,1442,-270,2710,2701,771,821,390.0,5411,62.0,131.0,19.0,40.0,25.0,40.0,15.0,50.0,22.0,90.0,23.0,71.0,6.0,19.0,117.0,3.0,28.0,99.0,271,64.0,188.0,61.0,451.0,3020,21.0,48.0,9.0,13.0,70.0,32.0,78.0,20.0,47.0,18.0,142.0,78.0,120.0,177.0,34.0,116.0,33.0,73.0,15.0,88.0,9.0,6.0,41.0,14.0,18.0,191.0,10.0,54.0,1.0,40.0,113.0,12.0,165.0,65.0,230.0,16.0,39.0,27.0,12.0,36,9.0,26.0,20.0,,10.0,2.0,2.0,56,5.0,10.0,69.0,134.0,1.0,7.0,78.0,1.0,13.0,91.0,7.0,2.0,44.0,4.0,6.0,3.0,1.0,6.0,5.0,1.0,142.0,771,16.0,4.0,0.3939393939393939,0.47560975609756095,0.921875,0.3404255319148936,0.425531914893617,0.3422459893048128,0.36531365313653136,0.4375,0.41025641025641024,0.42483660130718953,0.5,0.496,0.45,0.5384615384615384,0.5220588235294118,0.4095860566448802,0.12177121771217712,0.17557251908396945,0.14,0.03333333333333333,17.550505050505052,0.6428571428571429,0.14457831325301204,0.009009009009009009,0.12059765208110992,0.0519730510105871,0.13986013986013987,0.04291845493562232,0.12510220768601799,0.050314465408805034,0.06074766355140187,0.03832752613240418,0.05246913580246913,0.035211267605633804,0.054945054945054944,0.06741573033707865,0.11764705882352941,0.1550925925925926,0.12560386473429952,0.17721518987341772,0.0625,0.8333333333333334,0.28540305010893247,0.4732824427480916,0.5740740740740741,0.4032258064516129,0.10893246187363835,0.3,0.3488372093023256,0.2,0.19607843137254902,0.24444444444444444,0.25287356321839083,0.5,0.15468409586056645,0.323943661971831,0.3333333333333333,0.9565217391304348,0.2549019607843137,0.7017543859649122,0.475,0.10526315789473684,0.05263157894736842,0.32,0.625,0.152,0.3157894736842105,0.224,0.6949891067538126,0.5138574398249451,0.5358357142857142,0.5047987903225805,0.08870967741935484,0.14285714285714285,0.15521064301552107,0.3148558758314856,7.836531365313652,24.602659574468078,0.28450184501845016,6.0,41.0,1.0,5.0,15.0,41.0,0.5555555555555556,0.3504273504273504,0.3504273504273504,0.9024390243902439,0.10526315789473684,0.3333333333333333,1.0,0.35344827586206895,,,14.0,2.0,0.010638297872340425,,0.5,4.0,1.0,1.0,2.0,1.0,0.028169014084507043,0.6666666666666666,0.75,,,,,,True,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,22869.0,381,-76,707,698,215,221,96.0,1405,20.0,34.0,4.0,6.0,3.0,9.0,25.0,48.0,11.0,36.0,,,,,1.0,,1.0,56.0,118,,1.0,19.0,131.0,799,7.0,13.0,,5.0,19.0,12.0,29.0,,1.0,12.0,36.0,52.0,60.0,,8.0,,6.0,8.0,3.0,11.0,3.0,,7.0,,1.0,25.0,2.0,20.0,,10.0,42.0,2.0,54.0,22.0,76.0,4.0,10.0,3.0,7.0,11,1.0,5.0,17.0,,6.0,,4.0,28,3.0,10.0,26.0,63.0,3.0,9.0,34.0,2.0,7.0,27.0,3.0,,13.0,2.0,4.0,3.0,1.0,4.0,2.0,,36.0,215,9.0,2.0,0.4642857142857143,0.5,,,,,0.4745762711864407,0.5384615384615384,0.41379310344827586,0.47058823529411764,0.5384615384615384,0.4,0.5,0.59375,0.4864864864864865,0.008403361344537815,0.05084745762711865,0.14705882352941177,,0.027777777777777776,19.58128078817734,0.39285714285714285,0.1111111111111111,,0.1693548387096774,0.0784313725490196,0.1388888888888889,0.02857142857142857,0.1625,0.06769230769230769,0.06451612903225806,0.1111111111111111,0.06666666666666667,0.045454545454545456,,0.16071428571428573,0.16129032258064516,0.17692307692307693,0.1836734693877551,0.043478260869565216,0.07142857142857142,0.5,0.2857142857142857,0.5882352941176471,0.6896551724137931,0.45,0.40336134453781514,0.5208333333333334,0.5208333333333334,0.28,0.3025210084033613,0.3055555555555556,0.3142857142857143,0.9090909090909091,,,,,0.008403361344537815,0.46153846153846156,0.6666666666666666,0.25,,0.3,0.3333333333333333,,,0.03333333333333333,0.29411764705882354,0.4325491525423729,0.45729999999999993,0.42601034482758615,0.10077519379844961,0.1015625,0.1450381679389313,0.2748091603053435,8.71779661016949,46.5,0.3041018387553041,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,3.0,,,,,True,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,42143.0,702,-88,1320,1299,413,449,186.0,2619,25.0,52.0,3.0,5.0,10.0,22.0,16.0,35.0,26.0,60.0,11.0,32.0,4.0,13.0,57.0,7.0,22.0,67.0,147,28.0,89.0,67.0,285.0,1465,10.0,17.0,9.0,2.0,31.0,23.0,58.0,10.0,35.0,38.0,114.0,22.0,112.0,69.0,4.0,56.0,10.0,69.0,21.0,90.0,12.0,9.0,34.0,13.0,22.0,201.0,2.0,3.0,3.0,16.0,38.0,,54.0,8.0,62.0,2.0,20.0,14.0,6.0,22,11.0,20.0,28.0,2.0,2.0,2.0,4.0,50,3.0,13.0,13.0,37.0,,6.0,49.0,,1.0,77.0,7.0,11.0,25.0,11.0,1.0,,,3.0,3.0,,114.0,413,5.0,9.0,0.16417910447761194,0.16923076923076924,0.8214285714285714,0.3146067415730337,0.2857142857142857,0.3181818181818182,0.4557823129251701,0.5882352941176471,0.39655172413793105,0.461864406779661,0.5576923076923077,0.40860215053763443,0.5226415094339623,0.5740740740740741,0.5045045045045045,0.3771186440677966,0.06802721088435375,0.09615384615384616,0.11428571428571428,0.016666666666666666,20.56135770234987,0.44,,0.061224489795918366,0.08482142857142858,0.006369426751592357,0.1111111111111111,0.014285714285714285,0.09121621621621621,0.008183306055646482,0.00510204081632653,0.007246376811594203,0.0072992700729927005,0.02247191011235955,,0.05785123966942149,0.12195121951219512,0.0784313725490196,0.09,0.1590909090909091,0.01639344262295082,1.0,0.22033898305084745,0.4807692307692308,0.5319148936170213,0.12,0.1483050847457627,0.45714285714285713,0.5161290322580645,0.125,0.2542372881355932,0.43333333333333335,0.4406779661016949,0.23076923076923078,0.13559322033898305,0.34375,0.3548387096774194,1.0,0.24152542372881355,0.19230769230769232,0.6,,0.2692307692307692,0.23655913978494625,0.45454545454545453,0.13978494623655913,0.3076923076923077,0.23655913978494625,0.597457627118644,0.4794134615384615,0.46813863636363634,0.4696717391304347,0.10236220472440945,0.15151515151515152,0.10877192982456141,0.4,9.821768707482994,25.39101123595505,0.31287878787878787,2.0,17.0,3.0,3.0,15.0,17.0,0.3333333333333333,0.2982456140350877,0.30357142857142855,0.7058823529411765,0.07692307692307693,0.42857142857142855,1.0,0.30357142857142855,2.0,,6.0,2.0,0.02247191011235955,0.017543859649122806,0.2727272727272727,,1.0,,1.0,,0.03125,,,,1.0,1.0,2.0,0.011235955056179775,True,
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,43044.0,717,-135,1332,1325,275,267,179.0,2657,119.0,191.0,30.0,51.0,21.0,34.0,20.0,65.0,,,,,,,,,,139.0,256,,,111.0,389.0,1499,30.0,51.0,,21.0,81.0,22.0,39.0,,,30.0,74.0,180.0,98.0,,44.0,,21.0,5.0,4.0,9.0,4.0,,4.0,1.0,,22.0,8.0,59.0,2.0,37.0,59.0,7.0,103.0,69.0,172.0,11.0,11.0,8.0,3.0,16,,6.0,54.0,2.0,10.0,,6.0,70,10.0,11.0,33.0,90.0,9.0,32.0,116.0,5.0,1.0,166.0,18.0,,83.0,9.0,22.0,19.0,3.0,22.0,14.0,3.0,74.0,275,4.0,7.0,0.6474820143884892,0.7692307692307693,,,,,0.54296875,0.5882352941176471,0.5641025641025641,0.54296875,0.5882352941176471,0.5641025641025641,0.5893939393939394,0.6230769230769231,0.5967741935483871,,0.08203125,0.07853403141361257,0.09230769230769231,,25.85649644473174,0.22857142857142856,0.19444444444444445,0.03333333333333333,0.1194331983805668,0.12447257383966245,0.2740740740740741,0.06779661016949153,0.15262321144674085,0.11317567567567567,0.1778846153846154,0.11764705882352941,0.046153846153846156,0.06493506493506493,0.07317073170731707,0.12142857142857143,0.11811023622047244,0.11894273127753303,0.27835051546391754,0.2631578947368421,0.11458333333333333,0.6363636363636364,0.74609375,0.6230366492146597,0.6761363636363636,0.6722689075630253,0.25390625,0.3076923076923077,0.3389830508474576,0.5,,,,,,,,,,1.0,0.5882352941176471,0.2,,0.8717948717948718,0.6176470588235294,,,,0.74609375,0.5237867187499999,0.5661255319148936,0.560271794871795,0.2585669781931464,0.2585669781931464,0.20822622107969152,0.19023136246786632,1.9738281249999998,,0.20645645645645647,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,13.0,,,,,True,
2417,1610612752,Qyntel Woods,Qyntel Woods,2417,NYK,10601.0,177,-34,332,330,96,114,46.0,662,10.0,13.0,,,2.0,5.0,1.0,7.0,8.0,16.0,4.0,9.0,,3.0,3.0,,,19.0,36,6.0,12.0,11.0,67.0,358,1.0,3.0,,2.0,4.0,5.0,10.0,,3.0,6.0,16.0,26.0,12.0,15.0,,3.0,3.0,6.0,3.0,9.0,3.0,,2.0,2.0,2.0,21.0,1.0,4.0,,5.0,16.0,2.0,23.0,5.0,28.0,2.0,7.0,6.0,1.0,6,1.0,6.0,5.0,,,,2.0,11,,3.0,6.0,12.0,,1.0,15.0,2.0,,17.0,1.0,,5.0,4.0,1.0,1.0,,1.0,1.0,,16.0,96,,4.0,0.6842105263157895,0.6842105263157895,0.8333333333333334,0.5,,0.5,0.5277777777777778,0.3333333333333333,0.5,0.5833333333333334,0.3333333333333333,0.38461538461538464,0.5982142857142857,0.4,0.42105263157894735,0.25,0.08333333333333333,0.07692307692307693,0.2857142857142857,,17.58530183727034,0.5454545454545454,0.2,,0.14545454545454545,0.03007518796992481,0.14705882352941177,0.03571428571428571,0.14583333333333334,0.031055900621118012,0.05,0.025,0.018867924528301886,,0.07142857142857142,0.13513513513513514,0.13333333333333333,0.16279069767441862,0.125,0.2,0.1,1.0,0.2708333333333333,0.7692307692307693,0.8333333333333334,0.5,0.14583333333333334,0.14285714285714285,0.2,1.0,0.3333333333333333,0.5,0.5,0.875,0.1875,0.4444444444444444,0.4444444444444444,1.0,0.0625,,,,,0.38461538461538464,0.4,0.23076923076923078,,,0.5208333333333334,0.5121927083333334,0.40443333333333337,0.5276461538461539,0.09615384615384616,0.125,0.05970149253731343,0.23880597014925373,10.313888888888888,23.583333333333332,0.2891566265060241,,2.0,,,3.0,2.0,,0.6666666666666666,0.6666666666666666,0.5,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,True,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,15093.0,252,-48,472,470,135,136,82.0,942,15.0,29.0,5.0,10.0,3.0,8.0,,6.0,4.0,7.0,,,,,,,,19.0,42,,,15.0,53.0,531,5.0,11.0,,3.0,13.0,3.0,12.0,,,7.0,13.0,20.0,18.0,,6.0,,2.0,18.0,4.0,22.0,3.0,1.0,9.0,2.0,7.0,48.0,4.0,14.0,2.0,4.0,18.0,7.0,29.0,20.0,49.0,2.0,16.0,10.0,6.0,8,3.0,5.0,12.0,2.0,3.0,,4.0,20,2.0,5.0,12.0,27.0,,2.0,26.0,3.0,4.0,32.0,,,9.0,7.0,1.0,1.0,,2.0,1.0,1.0,13.0,135,6.0,6.0,0.5263157894736842,0.625,,,,,0.4523809523809524,0.45454545454545453,0.25,0.4523809523809524,0.45454545454545453,0.25,0.45689655172413796,0.43333333333333335,0.29545454545454547,,0.047619047619047616,0.06896551724137931,,,13.565217391304348,0.4,0.5384615384615384,0.06896551724137931,0.11688311688311688,0.07734806629834254,0.09523809523809523,0.12903225806451613,0.11224489795918367,0.08490566037735849,0.08333333333333333,0.1111111111111111,0.038461538461538464,0.125,0.14285714285714285,0.0392156862745098,0.11428571428571428,0.17647058823529413,0.11764705882352941,,0.1111111111111111,0.5,0.6904761904761905,0.5172413793103449,0.5555555555555556,0.4,0.14285714285714285,,,,0.16666666666666666,0.5714285714285714,0.5714285714285714,1.0,,,,,,0.9090909090909091,0.5,,,0.6666666666666666,0.375,,,,0.6904761904761905,0.53125,0.5839,0.4635916666666667,0.17647058823529413,0.17647058823529413,0.24528301886792453,0.24528301886792453,4.161904761904761,,0.2860169491525424,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,True,
