EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGA,LongMidRangeFGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,3SecondViolations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,BadPassOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,Blocked2s,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,OffCorner3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,PtsUnassisted3s,Fg3aBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,Technical Free Throw Trips,Blocked3s,BlockedArc3,BlockedAtRim,DefensiveGoaltends,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,OffFTReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Arc3PctBlocked,HeaveAttempts,OffensiveGoaltends,BlockedCorner3,Clear Path Fouls,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,1127.0,19,-4.0,38,40,34,23,2.0,78,1.0,2.0,1.0,2.0,1.0,1,1.0,2,4,4,34,2.0,4.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,34,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,10.256410256410255,0.3333333333333333,0.23076923076923078,0.13636363636363635,0.2727272727272727,0.5,0.5,0.5,1.0,0.25,1.0,1.0,1.0,0.25,0.5,0.5,0.5,0.5487,0.5487,1.0,7.0,0.8947368421052632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,8000.0,133,-8.0,253,254,85,94,27.0,507,1.0,7.0,,3.0,6.0,11,10.0,14,28,37,240,3.0,10.0,13.0,22.0,13.0,2.0,16.0,29.0,13.0,85,0.7857142857142857,0.8461538461538461,0.5,0.3,0.5,0.3,0.5606060606060606,0.4642857142857143,15.845070422535212,0.2,0.14772727272727273,0.11475409836065574,0.2,0.25,0.14285714285714285,0.16666666666666666,1.0,0.39285714285714285,0.5454545454545454,0.6,0.6666666666666666,0.35714285714285715,0.3,,0.25,0.418325,0.41111000000000003,0.35135135135135137,10.567857142857145,0.3359683794466403,4.0,7.0,9.0,1.0,6.0,3.0,5.0,7.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,10.0,1.0,13.0,1.0,6.0,3.0,3.0,4.0,1.0,8.0,1.0,3.0,1.0,12.0,1.0,4.0,15.0,24.0,2.0,4.0,14.0,4.0,4.0,11.0,1.0,5.0,1.0,2.0,3.0,1.0,0.16666666666666666,0.16666666666666666,0.3125,0.07142857142857142,0.14285714285714285,0.09090909090909091,0.3333333333333333,0.1111111111111111,0.029411764705882353,0.1,0.10833333333333334,0.15151515151515152,0.08333333333333333,0.09090909090909091,0.15,0.10526315789473684,0.10344827586206896,0.047619047619047616,0.08333333333333333,0.7,0.7,0.8571428571428571,0.6666666666666666,0.45298,0.15625,0.15625,0.13513513513513514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1507,1610612748,Derek Anderson,Derek Anderson,1507,MIA,4422.0,74,-37.0,140,141,43,47,15.0,281,1.0,3.0,,,,1,9.0,4,13,20,163,,3.0,9.0,,9.0,,11.0,11.0,9.0,43,,,0.3076923076923077,,0.2894736842105263,0.3,0.4,0.5,18.064516129032256,,0.18,0.171875,0.1935483870967742,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.05263157894736842,,,,0.47368421052631576,,,0.47368421052631576,0.4656315789473684,0.41586999999999996,0.45,13.761538461538462,0.30714285714285716,,3.0,9.0,,1.0,,,6.0,8.0,,1.0,10.0,12.0,1.0,6.0,26.0,,,2.0,,,1.0,,1.0,,,3.0,2.0,,,3.0,,2.0,2.0,4.0,,,11.0,,2.0,12.0,,2.0,4.0,,,4.0,,,,0.07692307692307693,,1.0,,,0.14285714285714285,,,,,,,0.14285714285714285,0.16666666666666666,0.16666666666666666,,0.3333333333333333,0.3333333333333333,,,0.4921,0.09523809523809523,0.13333333333333333,,1.0,1.0,1.0,5.0,1.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.3157894736842105,0.05263157894736842,0.2631578947368421,0.2,0.2,1.0,0.5,0.4,0.5,0.2,24.83333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,4693.0,78,-29.0,152,150,80,73,14.0,302,2.0,5.0,1.0,3.0,2.0,3,8.0,8,16,23,187,5.0,10.0,13.0,12.0,3.0,,7.0,13.0,13.0,80,0.75,0.75,0.5,0.5,0.5,0.5,0.575,0.5416666666666666,14.457831325301205,,0.06521739130434782,0.1076923076923077,,0.3125,0.4,0.5,1.0,0.1875,0.6666666666666666,0.6666666666666666,,0.5,0.3,0.3333333333333333,0.3125,0.4467624999999999,0.43971,0.5652173913043478,10.125,0.5263157894736842,,4.0,7.0,,,4.0,4.0,3.0,4.0,,1.0,,,,,,3.0,3.0,4.0,6.0,,2.0,2.0,,2.0,1.0,2.0,,1.0,,4.0,,2.0,7.0,9.0,,,7.0,,2.0,8.0,,3.0,1.0,2.0,,1.0,,,1.0,0.0625,0.2,,0.5,0.07142857142857142,0.21052631578947367,0.2,0.10526315789473684,0.06666666666666667,0.07142857142857142,0.07692307692307693,0.18181818181818182,0.125,0.125,0.23529411764705882,,0.5,0.5,1.0,,,0.15789473684210525,0.15789473684210525,0.17391304347826086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,0.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1899,1610612748,James Posey,James Posey,1899,MIA,114823.0,1914,210.0,3660,3654,1133,924,416.0,7314,36.0,61.0,12.0,21.0,1.0,13,31.0,42,105,483,3887,13.0,33.0,143.0,42.0,197.0,40.0,286.0,319.0,143.0,1133,0.5,0.525,0.4,0.3939393939393939,0.5506329113924051,0.437984496124031,0.569377990430622,0.4826388888888889,11.531007751937985,0.33613445378151263,0.14856711915535445,0.14170506912442396,0.15763546798029557,0.15443037974683543,0.5901639344262295,0.6545454545454545,0.5555555555555556,0.03291139240506329,0.07692307692307693,0.08333333333333333,,0.07848101265822785,0.16279069767441862,0.5714285714285714,0.8886075949367088,0.5511896202531646,0.5357720930232558,0.29606625258799174,6.706666666666667,0.30956284153005464,7.0,5.0,48.0,4.0,9.0,5.0,40.0,30.0,42.0,4.0,9.0,59.0,89.0,12.0,20.0,208.0,6.0,20.0,49.0,33.0,2.0,54.0,42.0,12.0,26.0,24.0,32.0,2.0,2.0,4.0,58.0,6.0,14.0,80.0,196.0,4.0,9.0,81.0,10.0,31.0,61.0,5.0,17.0,11.0,,35.0,11.0,0.4444444444444444,0.5147058823529411,0.5555555555555556,0.08571428571428572,0.09836065573770492,0.07692307692307693,0.4482758620689655,0.018066847335140017,0.11951219512195121,0.013544018058690745,0.016774193548387096,0.022284122562674095,0.013404825737265416,0.018666666666666668,0.016181229773462782,0.1232876712328767,0.1590909090909091,0.11666666666666667,0.009009009009009009,0.16129032258064516,0.1724137931034483,0.2,0.20588235294117646,0.5676678571428572,0.04176904176904177,0.1452991452991453,0.08281573498964803,121.0,6.0,64.0,169.0,14.0,55.0,117.0,290.0,25.0,29.0,96.0,345.0,169.0,64.0,30.0,21.0,9.0,27.0,8.0,0.9829059829059829,0.40344827586206894,0.3020833333333333,0.40344827586206894,0.7341772151898734,0.30632911392405066,0.4278481012658228,0.378698224852071,0.378698224852071,0.96875,0.17647058823529413,0.4263565891472868,0.2545454545454545,0.378698224852071,24.341034482758623,18.0,1.0,,20.0,14.0,3.0,0.007462686567164179,0.7,4.0,53.0,2.0,15.0,41.0,7.0,19.0,9.0,6.0,1.0,7.0,2.0,10.0,2.0,2.0,17.0,1.0,0.36,0.0034482758620689655,0.06451612903225806,0.008264462809917356,0.046357615894039736,0.12727272727272726,0.4380165289256198,0.44166666666666665,1.0,0.5714285714285714,0.25,0.3333333333333333,1.0,0.5588235294117647,0.3684210526315789,1.0,0.3178294573643411,0.36585365853658536,,,,,,True,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,51569.0,859,10.0,1646,1637,669,540,205.0,3283,33.0,53.0,13.0,23.0,8.0,37,31.0,51,121,257,1763,16.0,40.0,124.0,38.0,41.0,2.0,62.0,76.0,124.0,669,0.37254901960784315,0.38,0.4214876033057851,0.4,0.4527027027027027,0.4476744186046512,0.501953125,0.5391304347826087,15.929675013319127,0.03389830508474576,0.07387387387387387,0.0784313725490196,0.10196078431372549,0.23873873873873874,0.6226415094339622,0.6875,0.3939393939393939,0.16666666666666666,0.21621621621621623,0.23529411764705882,0.125,0.13963963963963963,0.26744186046511625,0.5652173913043478,0.6936936936936937,0.5092204954954955,0.5157081395348837,0.48249027237354086,7.213223140495866,0.40643985419198053,2.0,10.0,56.0,2.0,7.0,,10.0,47.0,64.0,2.0,9.0,75.0,112.0,13.0,21.0,261.0,4.0,10.0,19.0,14.0,4.0,18.0,9.0,9.0,26.0,22.0,17.0,,4.0,4.0,43.0,2.0,10.0,29.0,70.0,,5.0,52.0,2.0,4.0,70.0,2.0,10.0,26.0,,12.0,25.0,0.2857142857142857,0.3125,0.3125,0.0743801652892562,0.09433962264150944,0.08108108108108109,0.6046511627906976,0.01949317738791423,0.09047619047619047,0.017857142857142856,0.018995929443690638,0.029585798816568046,0.016574585635359115,0.012269938650306749,0.01935483870967742,0.03896103896103896,0.06164383561643835,0.10625,0.03225806451612903,0.3225806451612903,0.3333333333333333,0.5,0.125,0.48927692307692305,0.043478260869565216,0.07751937984496124,0.038910505836575876,38.0,3.0,18.0,63.0,8.0,30.0,33.0,101.0,9.0,15.0,46.0,99.0,63.0,18.0,37.0,28.0,9.0,41.0,4.0,1.0,0.32673267326732675,0.32608695652173914,0.32673267326732675,0.45495495495495497,0.17117117117117117,0.28378378378378377,0.2857142857142857,0.2857142857142857,1.0,0.1875,0.3488372093023256,0.26666666666666666,0.2857142857142857,24.52277227722772,2.0,1.0,,2.0,1.0,,0.014492753623188406,0.5,2.0,15.0,2.0,7.0,16.0,,6.0,2.0,,,,2.0,,,,1.0,,0.2222222222222222,,0.03225806451612903,,,0.04,0.39473684210526316,0.39473684210526316,1.0,1.0,0.5,0.6666666666666666,1.0,0.375,,,0.18604651162790697,0.4375,,,,,,True,,,
952,1610612748,Antoine Walker,Antoine Walker,952,MIA,39542.0,659,23.0,1270,1254,547,445,158.0,2524,60.0,108.0,17.0,36.0,21.0,60,11.0,86,179,329,1368,27.0,65.0,119.0,54.0,64.0,7.0,97.0,138.0,119.0,547,0.313953488372093,0.3698630136986301,0.48044692737430167,0.4153846153846154,0.5050847457627119,0.45132743362831856,0.5189274447949527,0.4798387096774194,24.82758620689655,0.13725490196078433,0.15609756097560976,0.15901060070671377,0.13756613756613756,0.36610169491525424,0.5555555555555556,0.6060606060606061,0.35,0.2033898305084746,0.35,0.38181818181818183,0.14285714285714285,0.03728813559322034,0.3185840707964602,0.4722222222222222,0.7593220338983051,0.5186825423728814,0.5091137168141592,0.3617021276595745,3.8737430167597764,0.43070866141732284,32.0,5.0,31.0,20.0,34.0,6.0,58.0,17.0,118.0,26.0,14.0,46.0,63.0,4.0,3.0,143.0,8.0,33.0,26.0,41.0,14.0,12.0,8.0,4.0,22.0,13.0,21.0,2.0,9.0,10.0,43.0,6.0,15.0,34.0,63.0,1.0,4.0,35.0,2.0,1.0,47.0,3.0,17.0,8.0,1.0,6.0,6.0,0.5882352941176471,0.6666666666666666,0.6590909090909091,0.0782122905027933,0.08333333333333333,0.08333333333333333,0.5116279069767442,0.09482758620689655,0.16666666666666666,0.0380952380952381,0.07347670250896057,0.1386861313868613,0.09090909090909091,0.03333333333333333,0.034482758620689655,0.1652892561983471,0.18,0.15454545454545454,0.09271523178807947,0.45454545454545453,0.45454545454545453,0.6,0.8205128205128205,0.5352530303030303,0.05501618122977346,0.08808290155440414,0.1762917933130699,20.0,1.0,37.0,96.0,15.0,38.0,42.0,116.0,5.0,16.0,48.0,126.0,96.0,37.0,17.0,10.0,7.0,39.0,1.0,1.0,0.3620689655172414,0.3333333333333333,0.3620689655172414,0.39322033898305087,0.06779661016949153,0.3254237288135593,0.3854166666666667,0.39361702127659576,1.0,0.02564102564102564,0.336283185840708,0.39473684210526316,0.3854166666666667,24.794827586206896,9.0,1.0,2.0,9.0,6.0,2.0,0.046153846153846156,0.6666666666666666,19.0,5.0,1.0,1.0,10.0,3.0,4.0,4.0,,2.0,,,,,,6.0,,0.8,0.017241379310344827,,,,0.1956521739130435,0.25,0.25,1.0,0.59375,0.05263157894736842,1.0,1.0,0.10256410256410256,0.75,1.0,0.08849557522123894,0.1,0.020833333333333332,,,,,True,,,
2853,1610612748,Earl Barron,Earl Barron,2853,MIA,2063.0,34,-19.0,62,64,19,37,7.0,126,,4.0,,2.0,1.0,4,4.0,3,12,7,69,1.0,4.0,2.0,6.0,4.0,1.0,6.0,8.0,2.0,19,1.0,1.0,0.25,0.25,0.25,0.25,0.2692307692307692,0.25,21.42857142857143,0.3333333333333333,0.16666666666666666,0.15625,,0.3333333333333333,,,,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,0.5,,0.3333333333333333,0.4053166666666666,0.395175,0.2857142857142857,8.9,0.3064516129032258,2.0,2.0,1.0,1.0,3.0,,2.0,,,,1.0,,,,,,,2.0,1.0,2.0,,,,,2.0,2.0,,,,,2.0,,1.0,4.0,8.0,1.0,,2.0,,,2.0,,1.0,,,1.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.25,,1.0,0.08,0.125,,0.058823529411764705,,,0.16666666666666666,,,0.36363636363636365,0.25,,0.5,0.5,1.0,0.6666666666666666,0.4417,0.07692307692307693,0.07692307692307693,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,63377.0,1056,189.0,2011,2012,475,359,213.0,4023,68.0,110.0,14.0,24.0,12.0,24,62.0,109,196,454,2121,20.0,38.0,96.0,36.0,60.0,1.0,81.0,84.0,96.0,475,0.1651376146788991,0.1651376146788991,0.5561224489795918,0.5263157894736842,0.5742296918767507,0.5064102564102564,0.5938337801608579,0.5352941176470588,19.030680302356604,0.016129032258064516,0.07905138339920949,0.082389289392379,0.0927536231884058,0.3081232492997199,0.6181818181818182,0.68,0.14705882352941177,0.06722689075630252,0.5,0.5454545454545454,0.25,0.17366946778711484,0.3076923076923077,0.5833333333333334,0.7591036414565826,0.54139338028169,0.5318188311688312,0.21145374449339208,7.113265306122449,0.2362008950770761,1.0,29.0,44.0,5.0,8.0,1.0,20.0,17.0,182.0,,12.0,155.0,183.0,19.0,43.0,394.0,1.0,2.0,20.0,3.0,,28.0,21.0,7.0,38.0,32.0,17.0,1.0,6.0,1.0,55.0,2.0,7.0,22.0,51.0,,2.0,48.0,1.0,5.0,54.0,9.0,20.0,5.0,,2.0,4.0,0.625,0.6333333333333333,0.6333333333333333,0.061224489795918366,0.09090909090909091,0.08333333333333333,0.6909090909090909,0.003372681281618887,0.09433962264150944,0.004273504273504274,0.0036275695284159614,0.010050251256281407,,,,0.06796116504854369,0.0673076923076923,0.11564625850340136,,0.46774193548387094,0.46774193548387094,0.1724137931034483,0.06666666666666667,0.4534833333333334,0.05434782608695652,0.0966183574879227,0.04405286343612335,35.0,1.0,50.0,126.0,12.0,35.0,64.0,161.0,7.0,13.0,40.0,144.0,124.0,50.0,28.0,18.0,10.0,93.0,11.0,0.75,0.39751552795031053,0.325,0.4025157232704403,0.45098039215686275,0.09803921568627451,0.35294117647058826,0.3968253968253968,0.3968253968253968,0.68,0.06666666666666667,0.44871794871794873,0.34285714285714286,0.4032258064516129,25.06024844720497,1.0,,1.0,1.0,,,0.013157894736842105,,1.0,14.0,1.0,1.0,5.0,2.0,6.0,3.0,48.0,,,,13.0,,,,,0.42857142857142855,,,,,0.046153846153846156,0.4,0.4,1.0,1.0,,1.0,1.0,0.4,0.3333333333333333,0.5,0.0641025641025641,0.2,,2.0,,,,True,,,
2617,1610612748,Udonis Haslem,Udonis Haslem,2617,MIA,80418.0,1340,155.0,2546,2553,672,531,279.0,5099,58.0,88.0,15.0,24.0,17.0,43,197.0,160,328,391,2739,38.0,74.0,106.0,266.0,182.0,13.0,246.0,336.0,106.0,672,0.83125,0.8807947019867549,0.4878048780487805,0.5135135135135135,0.48632218844984804,0.5066666666666667,0.5273224043715847,0.5760869565217391,14.290705800139762,0.19117647058823528,0.1891891891891892,0.19051512673753065,0.17488789237668162,0.2674772036474164,0.6590909090909091,0.7435897435897436,0.7413793103448276,0.13069908814589665,0.3953488372093023,0.425,0.47058823529411764,0.5987841945288754,0.32,0.625,0.270516717325228,0.4475387195121952,0.4399608108108109,0.2710997442455243,11.696036585365855,0.26394344069128045,29.0,85.0,71.0,23.0,47.0,14.0,60.0,30.0,54.0,18.0,15.0,46.0,63.0,7.0,3.0,143.0,21.0,65.0,51.0,90.0,1.0,21.0,15.0,6.0,19.0,13.0,25.0,3.0,6.0,5.0,44.0,8.0,13.0,45.0,120.0,24.0,9.0,75.0,7.0,15.0,85.0,3.0,28.0,12.0,2.0,14.0,7.0,0.48936170212765956,0.48936170212765956,0.5263157894736842,0.04573170731707317,0.11363636363636363,0.06976744186046512,0.4318181818181818,0.08217446270543616,0.19540229885057472,0.07865168539325842,0.08128544423440454,0.09829059829059829,0.10902255639097744,0.044673539518900345,0.07368421052631578,0.19924812030075187,0.204,0.18974358974358974,0.006622516556291391,0.43147208121827413,0.4358974358974359,0.9647058823529412,0.6170212765957447,0.48283023255813956,0.07909604519774012,0.07932011331444759,0.1534526854219949,,,,1.0,,1.0,,1.0,,,1.0,,,,17.0,12.0,5.0,36.0,3.0,,,,,0.00303951367781155,,0.00303951367781155,,,,,0.013333333333333334,,,54.9,8.0,1.0,1.0,8.0,6.0,2.0,0.09090909090909091,0.75,15.0,,,,,,,,,,4.0,1.0,8.0,,,6.0,1.0,,,0.01015228426395939,,0.038461538461538464,0.21212121212121213,,,,0.5172413793103449,0.26666666666666666,,,,,,,,,1.0,,,,True,,,
