EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Corner3Assists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,Travels,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,ShortMidRangePctBlocked,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,ShortMidRangeAssists,OffThreePtRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls Drawn,Defensive 3 Seconds Violations,SecondChanceFg3Pct,PenaltyFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,FTOffRebounds,SecondChanceTurnovers,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,Blocked3s,BlockedCorner3,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedArc3,on,Corner3PctBlocked,HeaveMakes,Clear Path Fouls,3pt And 1 Free Throw Trips
101125,1610612743,Julius Hodge,Julius Hodge,101125,DEN,1130.0,19,1.0,37,40,22.0,34.0,3.0,77,1.0,6.0,1.0,2.0,1.0,6.0,3.0,5.0,39,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,3.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,8.0,3.0,1.0,2.0,22.0,2.0,1.0,0.1666666666666666,0.5,0.1666666666666666,0.5,0.25,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,30.952380952380956,0.3333333333333333,0.1428571428571428,0.2727272727272727,0.1,0.1176470588235294,0.1875,0.5,0.25,1.0,0.6666666666666666,1.0,0.1666666666666666,0.25,1.0,0.5,1.0,0.5959666666666666,0.5669,0.3333333333333333,0.3333333333333333,0.4,0.4,0.5945945945945946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
101132,1610612743,Linas Kleiza,Linas Kleiza,101132,DEN,9716.0,162,-3.0,325,332,106.0,112.0,40.0,657,18.0,28.0,3.0,5.0,24.0,46.0,19.0,70.0,346,4.0,7.0,10.0,8.0,22.0,6.0,6.0,3.0,4.0,3.0,7.0,2.0,3.0,1.0,17.0,11.0,5.0,16.0,23.0,11.0,34.0,2.0,3.0,2.0,,3.0,5.0,3.0,9.0,25.0,2.0,1.0,17.0,27.0,14.0,1.0,22.0,106.0,4.0,1.0,0.5217391304347826,0.5714285714285714,0.51,0.5714285714285714,0.5645161290322581,0.5555555555555556,0.5238095238095238,0.0652173913043478,0.0714285714285714,17.724867724867725,0.6,0.1403508771929824,0.0924369747899159,0.1162790697674418,0.1337579617834395,0.0700636942675159,0.125,0.0930232558139534,0.0526315789473684,0.0952380952380952,0.56,0.6428571428571429,0.6923076923076923,0.7142857142857143,0.6,0.64,0.5315,0.5144142857142857,0.2295081967213114,0.2456140350877192,0.1428571428571428,0.3142857142857143,0.3261538461538461,6.0,10.0,3.0,6.0,15.0,1.0,4.0,2.0,1.0,4.0,2.0,7.0,14.0,2.0,42.0,3.0,1.0,3.0,1.0,1.0,2.0,6.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,3.0,0.875,1.0,1.0,0.25,0.3333333333333333,0.5,0.4375,0.08,0.3333333333333333,0.1538461538461538,0.15,0.0392156862745098,0.3333333333333333,0.125,0.1666666666666666,0.75,0.8333333333333334,0.06,0.3,0.4,0.4,1.0,0.08,0.25,0.25,1.0,0.625,0.6,0.125,0.3333333333333333,0.5810966666666667,6.671739130434784,30.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,
1761,1610612743,Greg Buckner,Greg Buckner,1761,DEN,12053.0,201,-5.0,390,400,119.0,151.0,52.0,790,8.0,13.0,,,12.0,24.0,3.0,48.0,417,,1.0,6.0,3.0,20.0,,,1.0,8.0,3.0,11.0,3.0,2.0,5.0,25.0,4.0,9.0,11.0,22.0,5.0,27.0,,5.0,2.0,1.0,,7.0,1.0,11.0,24.0,1.0,,8.0,5.0,2.0,1.0,20.0,119.0,6.0,1.0,0.5,,0.4411764705882353,0.6,0.4528301886792453,0.6,0.5555555555555556,0.0416666666666666,0.0769230769230769,13.303769401330378,0.7142857142857143,0.0924369747899159,0.0327868852459016,0.1551724137931034,0.1129943502824858,0.0268817204301075,0.0204081632653061,0.054054054054054,,,0.2549019607843137,0.6153846153846154,0.6666666666666666,,,0.7843137254901961,0.5440323529411765,0.5231499999999999,0.0384615384615384,0.08,0.125,0.4166666666666667,0.3051282051282051,3.0,5.0,7.0,2.0,4.0,3.0,16.0,4.0,7.0,27.0,,4.0,8.0,8.0,24.0,21.0,,16.0,3.0,,2.0,16.0,9.0,7.0,,,1.0,2.0,2.0,,2.0,,1.0,1.0,1.0,0.2592592592592592,0.2592592592592592,0.5,0.53125,0.5294117647058824,,0.125,0.0357142857142857,0.0444444444444444,0.088235294117647,0.125,0.1956521739130435,,1.0,0.1372549019607843,0.0784313725490196,0.5,0.5,1.0,0.3137254901960784,0.1875,0.1875,1.0,0.3125,0.6,0.25,0.1875,0.5498031250000001,5.9875,24.34074074074074,2.0,4.0,11.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,5.0,3.0,1.0,0.5,0.375,0.015625,0.024390243902439,0.2857142857142857,0.2857142857142857,1.0,0.2156862745098039,0.3636363636363636,0.3636363636363636,1.0,0.2,1.0,1.0,0.6,0.3333333333333333,1.0,0.25,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,
1922,1610612743,Francisco Elson,Francisco Elson,1922,DEN,28200.0,470,32.0,887,899,198.0,215.0,95.0,1786,21.0,37.0,6.0,9.0,42.0,81.0,13.0,100.0,927,7.0,11.0,16.0,,12.0,20.0,10.0,7.0,13.0,2.0,15.0,1.0,7.0,4.0,32.0,16.0,17.0,56.0,82.0,26.0,108.0,1.0,8.0,10.0,1.0,3.0,18.0,2.0,35.0,66.0,2.0,4.0,23.0,21.0,11.0,1.0,12.0,198.0,4.0,,0.5185185185185185,0.6363636363636364,0.5304878048780488,0.6363636363636364,0.5494505494505495,0.6666666666666666,0.4,0.0864197530864197,0.1621621621621621,10.976837865055389,0.4444444444444444,0.1671641791044776,0.0519480519480519,0.1428571428571428,0.1607929515418502,0.060759493670886,0.0256410256410256,0.1834862385321101,0.1666666666666666,0.03125,0.4512195121951219,0.5675675675675675,0.6774193548387096,0.8181818181818182,0.6666666666666666,0.4634146341463415,0.488594512195122,0.5386222222222222,0.1222222222222222,0.1235955056179775,0.16,0.12,0.2232243517474633,4.0,8.0,7.0,16.0,37.0,,,,1.0,1.0,2.0,6.0,15.0,,64.0,,,,,1.0,9.0,15.0,8.0,7.0,,4.0,3.0,20.0,14.0,,20.0,10.0,0.7619047619047619,0.8648648648648649,,1.0,1.0,0.4,0.4,0.0121951219512195,0.1428571428571428,0.3461538461538461,0.0652173913043478,0.0689655172413793,0.2236842105263158,0.1266666666666666,0.1298701298701298,0.5,0.7142857142857143,0.0853658536585365,0.4512195121951219,0.4324324324324324,0.4324324324324324,0.8125,,,,,0.5333333333333333,0.5,,,0.48612,8.8641975308642,22.8,5.0,1.0,1.0,,,,,,,,,,,2.0,8.0,3.0,5.0,6.0,2.0,,,0.0919540229885057,0.1269841269841269,0.7142857142857143,0.8333333333333334,0.8,0.0121951219512195,1.0,1.0,,,,,,,,,,,3.0,2.0,3.0,6.0,2.0,1.0,1.0,0.0625,,,,,,,,,,,,,,True,,,,
2248,1610612743,Earl Watson,Earl Watson,2248,DEN,58493.0,975,90.0,1899,1912,615.0,612.0,219.0,3811,35.0,64.0,1.0,3.0,53.0,110.0,37.0,347.0,1980,5.0,7.0,38.0,27.0,122.0,58.0,2.0,9.0,130.0,30.0,160.0,21.0,80.0,39.0,350.0,11.0,24.0,44.0,69.0,17.0,86.0,2.0,49.0,26.0,5.0,11.0,75.0,25.0,37.0,95.0,3.0,7.0,69.0,59.0,18.0,14.0,122.0,615.0,16.0,13.0,0.4818181818181818,0.7142857142857143,0.549645390070922,0.7727272727272727,0.5633116883116883,0.7916666666666666,0.5754716981132075,0.0818181818181818,0.109375,17.813953488372093,0.6533333333333333,0.0662650602409638,0.0166163141993957,0.097165991902834,0.0746432491767288,0.0200235571260306,0.0294117647058823,0.0574162679425837,0.0921052631578947,0.0139860139860139,0.226950354609929,0.546875,0.6140350877192983,0.1363636363636363,0.3333333333333333,0.8368794326241135,0.5354755395683454,0.5153027777777778,0.0612244897959183,0.1475409836065573,0.1095100864553314,0.3515850144092219,0.3238546603475513,10.0,17.0,20.0,7.0,26.0,48.0,126.0,41.0,68.0,172.0,4.0,16.0,32.0,56.0,48.0,192.0,3.0,123.0,48.0,9.0,1.0,37.0,20.0,17.0,1.0,3.0,6.0,7.0,3.0,2.0,7.0,4.0,0.4528301886792453,0.4615384615384615,0.9411764705882352,0.3953488372093023,0.4023668639053254,0.5,0.5397727272727273,0.6099290780141844,0.05,0.0142857142857142,0.0157480314960629,0.0067340067340067,0.072289156626506,0.0692041522491349,0.0994152046783625,0.5714285714285714,0.5428571428571428,0.0709219858156028,0.0921985815602836,0.2692307692307692,0.28,0.5714285714285714,0.4468085106382978,0.3809523809523809,0.384,0.9166666666666666,0.1931818181818181,0.5882352941176471,0.4659090909090909,0.3902439024390244,0.5035613095238096,6.206363636363637,25.400581395348837,11.0,20.0,46.0,3.0,6.0,7.0,15.0,5.0,9.0,14.0,8.0,15.0,21.0,11.0,6.0,9.0,38.0,7.0,,0.5333333333333333,0.375,0.0320855614973262,0.0298507462686567,0.55,0.5789473684210527,0.0909090909090909,0.1631205673758865,0.4347826086956521,0.4347826086956521,1.0,0.2727272727272727,0.5,1.0,0.4090909090909091,0.5555555555555556,1.0,0.1704545454545454,0.4666666666666667,0.3414634146341463,12.0,,1.0,2.0,,,,,1.0,2.0,0.005813953488372,0.0384615384615384,0.0079365079365079,0.0377358490566037,,,,,,,,True,,,,
2030,1610612743,Kenyon Martin,Kenyon Martin,2030,DEN,22240.0,371,50.0,712,706,208.0,155.0,73.0,1418,36.0,51.0,10.0,14.0,70.0,148.0,41.0,181.0,718,12.0,19.0,33.0,11.0,43.0,40.0,18.0,11.0,17.0,6.0,23.0,6.0,10.0,4.0,52.0,17.0,19.0,58.0,82.0,21.0,103.0,2.0,6.0,13.0,1.0,1.0,19.0,5.0,13.0,31.0,2.0,3.0,37.0,53.0,24.0,5.0,43.0,208.0,2.0,3.0,0.4729729729729729,0.631578947368421,0.4697986577181208,0.631578947368421,0.523121387283237,0.6875,0.5512820512820513,0.0743243243243243,0.0980392156862745,24.0251572327044,0.3157894736842105,0.22568093385214,0.0641509433962264,0.2159090909090909,0.2231884057971014,0.0625,0.0945945945945946,0.2307692307692307,0.2,0.0294117647058823,0.3422818791946309,0.7058823529411765,0.782608695652174,0.7368421052631579,0.7142857142857143,0.348993288590604,0.4670654362416107,0.5314235294117647,0.1428571428571428,0.1437125748502994,0.1823204419889502,0.2375690607734806,0.2921348314606741,6.0,10.0,48.0,17.0,49.0,,1.0,,,1.0,9.0,16.0,31.0,,100.0,,,1.0,,,5.0,11.0,6.0,5.0,3.0,3.0,5.0,14.0,10.0,1.0,15.0,7.0,0.7142857142857143,0.819672131147541,,,,0.5161290322580645,0.5161290322580645,0.0067114093959731,0.0625,0.217391304347826,0.0793650793650793,0.0390625,0.1714285714285714,0.2540983606557377,0.2222222222222222,0.4666666666666667,0.7222222222222222,0.3221476510067114,0.3288590604026846,0.3469387755102041,0.3695652173913043,0.9411764705882352,0.0067114093959731,,,,0.3225806451612903,0.6,,,0.4563677419354839,8.732432432432432,24.8,17.0,,,,,,,,,,,,,3.0,3.0,1.0,5.0,1.0,,,,0.0545454545454545,0.0465116279069767,0.3541666666666667,0.3777777777777777,0.4705882352941176,,,,,,,,,,,,,,,1.0,4.0,3.0,2.0,3.0,,0.0384615384615384,,,,0.0612244897959183,,0.0833333333333333,1.0,1.0,0.2,,,,,True,,,,
2059,1610612743,Eduardo Najera,Eduardo Najera,2059,DEN,33899.0,565,117.0,1106,1125,383.0,393.0,133.0,2231,37.0,66.0,13.0,25.0,48.0,106.0,39.0,144.0,1109,13.0,28.0,39.0,18.0,48.0,26.0,22.0,11.0,15.0,3.0,18.0,3.0,3.0,10.0,39.0,45.0,20.0,56.0,88.0,51.0,139.0,5.0,10.0,11.0,2.0,4.0,21.0,8.0,27.0,61.0,4.0,6.0,54.0,47.0,18.0,8.0,48.0,383.0,6.0,7.0,0.4528301886792453,0.4642857142857143,0.46875,0.5,0.5413533834586466,0.5571428571428572,0.5454545454545454,0.1037735849056603,0.106060606060606,12.261146496815286,0.4761904761904761,0.1509433962264151,0.12,0.1388888888888889,0.1475728155339805,0.1018711018711018,0.1550387596899224,0.106060606060606,0.2093023255813953,0.1020408163265306,0.5892857142857143,0.5606060606060606,0.6271186440677966,0.8620689655172413,0.52,0.6428571428571429,0.5084651785714286,0.5381035714285715,0.144,0.1512605042016806,0.2708333333333333,0.3333333333333333,0.3462929475587703,12.0,24.0,11.0,9.0,29.0,2.0,3.0,1.0,3.0,6.0,10.0,15.0,33.0,2.0,70.0,9.0,,3.0,2.0,,12.0,24.0,15.0,9.0,,12.0,5.0,15.0,12.0,,15.0,11.0,0.7291666666666666,0.945945945945946,1.0,0.5,0.5,0.4545454545454545,0.4285714285714285,0.0535714285714285,0.3636363636363636,0.25,0.1265822784810126,0.0898203592814371,0.1941747572815534,0.1617647058823529,0.1089108910891089,0.7333333333333333,0.6486486486486487,0.0982142857142857,0.2589285714285714,0.3103448275862069,0.3103448275862069,1.0,0.0267857142857142,0.6666666666666666,0.6666666666666666,1.0,0.6857142857142857,0.5,0.0285714285714285,0.6666666666666666,0.5160771428571428,6.107547169811321,24.75,2.0,1.0,3.0,,,,1.0,1.0,1.0,,1.0,1.0,,2.0,4.0,2.0,6.0,9.0,2.0,1.0,,0.0377358490566037,0.0375,0.1818181818181818,0.2857142857142857,1.0,0.0267857142857142,0.3333333333333333,0.3333333333333333,1.0,,,,0.0344827586206896,1.0,1.0,0.0285714285714285,,,,2.0,4.0,3.0,,1.0,,0.0434782608695652,,,,,,0.0384615384615384,,,0.1538461538461538,,,,,True,,,,
1863,1610612743,Earl Boykins,Earl Boykins,1863,DEN,29160.0,486,,952,947,289.0,290.0,109.0,1899,20.0,34.0,,1.0,68.0,164.0,59.0,264.0,1036,5.0,11.0,22.0,32.0,84.0,92.0,,12.0,59.0,19.0,78.0,11.0,32.0,20.0,175.0,7.0,4.0,12.0,17.0,10.0,27.0,1.0,15.0,10.0,2.0,5.0,25.0,10.0,5.0,20.0,,1.0,54.0,67.0,20.0,13.0,84.0,289.0,5.0,12.0,0.4146341463414634,0.4545454545454545,0.4701834862385321,0.6111111111111112,0.5242914979757085,0.6111111111111112,0.512987012987013,0.073170731707317,0.088235294117647,25.25533890436397,0.6,0.0368098159509202,0.0212121212121212,0.036697247706422,0.0367816091954023,0.020501138952164,0.0260869565217391,0.0283018867924528,,0.009009009009009,0.1559633027522936,0.5882352941176471,0.6451612903225806,0.0555555555555555,,0.4036697247706422,0.4736577981651376,0.464615625,0.0854700854700854,0.1111111111111111,0.0833333333333333,0.3181818181818182,0.3035714285714285,5.0,9.0,34.0,29.0,96.0,18.0,40.0,12.0,23.0,54.0,,17.0,48.0,13.0,44.0,51.0,,40.0,18.0,8.0,1.0,15.0,8.0,7.0,3.0,,4.0,1.0,,1.0,1.0,,0.3235294117647059,0.3235294117647059,0.7391304347826086,0.4259259259259259,0.4259259259259259,0.3541666666666667,0.4262295081967213,0.2477064220183486,0.088235294117647,0.03125,0.0298507462686567,0.0135135135135135,0.034090909090909,0.0454545454545454,0.0533333333333333,,0.45,0.1559633027522936,0.4403669724770642,0.3020833333333333,0.3222222222222222,0.3448275862068966,0.1834862385321101,0.45,0.45,0.6666666666666666,0.1475409836065573,0.5555555555555556,0.1967213114754098,0.45,0.4518024590163934,12.369512195121953,24.83888888888889,19.0,5.0,14.0,2.0,2.0,,1.0,2.0,5.0,6.0,4.0,7.0,6.0,7.0,2.0,4.0,10.0,5.0,,0.5714285714285714,0.4615384615384615,0.018348623853211,0.027027027027027,0.5588235294117647,0.6129032258064516,0.1578947368421052,0.0642201834862385,0.3571428571428571,0.3571428571428571,1.0,0.1111111111111111,1.0,1.0,0.2777777777777778,0.4,1.0,0.0163934426229508,,0.5,18.0,1.0,,,,,,0.0344827586206896,,,,0.0625,,,,,,5.0,,,,True,,,,
1889,1610612743,Andre Miller,Andre Miller,1889,DEN,35944.0,599,72.0,1151,1154,355.0,318.0,118.0,2305,59.0,91.0,4.0,7.0,94.0,178.0,47.0,241.0,1214,8.0,15.0,17.0,23.0,70.0,114.0,10.0,12.0,88.0,29.0,117.0,20.0,64.0,17.0,263.0,17.0,18.0,38.0,63.0,20.0,83.0,6.0,18.0,15.0,3.0,6.0,33.0,7.0,11.0,36.0,1.0,5.0,63.0,67.0,30.0,8.0,70.0,355.0,5.0,8.0,0.5280898876404494,0.5333333333333333,0.5271739130434783,0.5333333333333333,0.5657276995305164,0.53125,0.625,0.0674157303370786,0.0769230769230769,19.17381137957911,0.5454545454545454,0.0896226415094339,0.0427135678391959,0.1161290322580645,0.0967184801381692,0.0389344262295082,0.0416666666666666,0.0806451612903225,0.0851063829787234,0.0833333333333333,0.4945652173913043,0.6483516483516484,0.7023809523809523,0.4666666666666667,0.5714285714285714,0.5271739130434783,0.4933182320441989,0.4854846153846154,0.1463414634146341,0.1507537688442211,0.0705394190871369,0.2904564315352697,0.3084274543874891,14.0,22.0,35.0,25.0,52.0,1.0,4.0,4.0,2.0,6.0,1.0,22.0,38.0,5.0,74.0,6.0,3.0,1.0,1.0,9.0,7.0,11.0,7.0,4.0,2.0,2.0,9.0,7.0,6.0,,7.0,1.0,0.3936170212765957,0.4157303370786517,1.0,0.3333333333333333,0.6666666666666666,0.5789473684210527,0.5465116279069767,0.0326086956521739,0.1142857142857142,0.1944444444444444,0.0533333333333333,0.0391061452513966,0.0693069306930693,0.1055276381909547,0.1296296296296296,0.1428571428571428,0.4576271186440678,0.1902173913043478,0.2826086956521739,0.4807692307692308,0.4901960784313725,0.24,0.0217391304347826,0.25,0.25,1.0,0.5116279069767442,0.6363636363636364,0.0930232558139534,1.0,0.492985,6.868539325842696,42.36666666666667,10.0,1.0,2.0,,,,1.0,,,1.0,,,1.0,7.0,2.0,5.0,12.0,8.0,3.0,,0.2,0.0222222222222222,0.0307692307692307,0.2857142857142857,0.3225806451612903,0.4,0.0108695652173913,0.5,0.5,1.0,,,,,,,0.0232558139534883,,0.25,,1.0,2.0,1.0,1.0,,,0.0204081632653061,,,,0.0192307692307692,,,,,,,,,,True,,,,
2035,1610612743,DerMarr Johnson,DerMarr Johnson,2035,DEN,7844.0,131,-1.0,263,266,77.0,94.0,30.0,529,8.0,11.0,1.0,1.0,11.0,21.0,6.0,46.0,274,1.0,1.0,5.0,2.0,19.0,10.0,,3.0,6.0,3.0,9.0,2.0,4.0,1.0,21.0,1.0,2.0,9.0,12.0,1.0,13.0,,1.0,8.0,2.0,,9.0,,12.0,18.0,,1.0,10.0,10.0,4.0,1.0,19.0,77.0,1.0,1.0,0.5238095238095238,1.0,0.5714285714285714,0.8333333333333334,0.5769230769230769,0.8333333333333334,0.6785714285714286,0.1428571428571428,0.0909090909090909,16.05351170568562,0.1111111111111111,0.1153846153846153,0.0114942528735632,0.0588235294117647,0.0982142857142857,0.0082644628099173,,0.0606060606060606,,,0.3142857142857143,0.7272727272727273,0.8,0.3333333333333333,1.0,0.7142857142857143,0.5317642857142857,0.5161166666666667,0.1052631578947368,0.1666666666666666,0.108695652173913,0.4130434782608695,0.2927756653992395,4.0,4.0,4.0,1.0,6.0,4.0,6.0,1.0,6.0,14.0,,4.0,7.0,4.0,12.0,18.0,,6.0,4.0,1.0,1.0,6.0,4.0,2.0,1.0,,1.0,,,,,,0.5454545454545454,0.5454545454545454,1.0,0.4285714285714285,0.4285714285714285,0.5714285714285714,0.7727272727272727,0.4,0.25,0.1111111111111111,,0.0285714285714285,0.0666666666666666,0.2,0.0769230769230769,,0.375,0.1142857142857142,0.1714285714285714,0.1666666666666666,0.2,1.0,0.1714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.3636363636363636,1.0,0.0909090909090909,0.6666666666666666,0.4990409090909091,7.295238095238096,24.31428571428572,2.0,2.0,8.0,,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,1.0,1.0,,0.5,0.75,,,0.5,0.6666666666666666,1.0,0.2285714285714285,0.25,0.25,1.0,0.3333333333333333,,,0.3333333333333333,1.0,1.0,0.2727272727272727,0.6666666666666666,1.0,,,,,,,,,,2.0,,0.1666666666666666,,,,,1.0,1.0,,,,True,,,,
