EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,Usage,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,FG2M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,PenaltyCorner3FGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,BlockedCorner3,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PtsUnassisted3s,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,PenaltyArc3FGM,Clear Path Fouls,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Defensive 3 Seconds Violations,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,3pt And 1 Free Throw Trips,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,on
101165,1610612765,Alex Acker,Alex Acker,101165,DET,78.0,1,-2.0,3,2,3,2,1,5,1.0,1.0,1.0,2.0,2,2.0,3,50.0,0.5,0.5,0.5,0.5,0.36095,0.36095,9.45,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1112,1610612765,Ben Wallace,Ben Wallace,1112,DET,121036.0,2017,526.0,3616,3605,826,678,459,7221,252.0,61.0,24.0,323.0,3578,69.0,826,11.5227327399567,0.7777777777777778,0.07407407407407407,0.8714285714285714,0.7808641975308642,0.5230189814814814,0.538762142857143,2.604334365325077,0.22842920353982302,156.0,46.0,87.0,38.0,10.0,47.0,5.0,1.0,1.0,171.0,1.0,86.0,428.0,47.0,93.0,18.0,112.0,40.0,1.0,45.0,125.0,224.0,118.0,76.0,13.0,93.0,22.0,115.0,11.0,11.0,49.0,14.0,30.0,252.0,50.0,168.0,4.0,59.0,310.0,44.0,413.0,222.0,635.0,19.0,104.0,64.0,40.0,33.0,8.0,22.0,29.0,4.0,11.0,1.0,5.0,62.0,11.0,11.0,57.0,110.0,8.0,4.0,197.0,40.0,35.0,207.0,21.0,73.0,42.0,119.0,2.0,2.0,79.0,8.0,32.0,121.0,72.0,3.0,4.0,2.0,125.0,12.0,39.0,0.6549707602339181,0.8421052631578947,0.5294117647058824,0.5053763440860215,0.5797101449275363,0.5277777777777778,0.5053763440860215,0.5714285714285714,0.5119617224880383,0.4827586206896552,0.5387931034482759,0.0030864197530864196,0.04024767801857585,0.04365079365079365,0.0425531914893617,0.532258064516129,0.5238095238095238,0.030303030303030304,0.2059800664451827,0.13053613053613053,0.184375,0.10660980810234541,0.2021917808219178,0.12414578587699317,0.16120218579234974,0.150997150997151,0.09824561403508772,0.1072463768115942,0.10483870967741936,0.16901408450704225,0.24074074074074073,0.21428571428571427,0.2,0.15,0.14285714285714285,0.5950413223140496,0.6190476190476191,0.6473029045643154,0.6666666666666666,0.14506172839506173,0.2127659574468085,0.2222222222222222,0.4,0.20833333333333334,0.20833333333333334,0.8,0.0030864197530864196,0.9354838709677419,0.5287356321839081,0.10869565217391304,0.6229508196721312,0.014285714285714285,0.5458691358024692,0.19414893617021275,0.19466666666666665,0.2616822429906542,0.29205607476635514,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2568,1610612765,Carlos Delfino,Carlos Delfino,2568,DET,20537.0,342,13.0,614,618,134,118,77,1232,32.0,3.0,29.0,65.0,651,7.0,134,17.897727272727273,0.32323232323232326,0.29292929292929293,0.1875,0.6666666666666666,0.5046760204081633,0.49522666666666665,8.963076923076926,0.2182410423452769,17.0,3.0,3.0,2.0,,4.0,11.0,18.0,5.0,28.0,34.0,13.0,90.0,4.0,6.0,5.0,16.0,4.0,9.0,2.0,13.0,42.0,14.0,2.0,8.0,17.0,5.0,22.0,5.0,,7.0,2.0,8.0,49.0,4.0,9.0,1.0,6.0,32.0,2.0,40.0,14.0,54.0,1.0,8.0,5.0,3.0,4.0,3.0,2.0,10.0,,2.0,1.0,1.0,14.0,2.0,4.0,10.0,36.0,,5.0,22.0,2.0,3.0,26.0,,13.0,,5.0,1.0,,4.0,,1.0,6.0,5.0,1.0,,,13.0,2.0,,0.75,0.7777777777777778,0.4307692307692308,0.6666666666666666,0.5714285714285714,0.3888888888888889,0.6875,0.34375,0.4017857142857143,0.7272727272727273,0.325,0.3434343434343434,0.12307692307692308,0.21875,0.25,0.2857142857142857,0.09523809523809523,0.047619047619047616,0.13793103448275862,0.0430622009569378,0.11320754716981132,0.039603960396039604,0.13333333333333333,0.041935483870967745,0.03333333333333333,0.038461538461538464,0.05154639175257732,0.056338028169014086,,0.08823529411764706,0.13793103448275862,0.16981132075471697,0.17142857142857143,,0.01818181818181818,0.8333333333333334,0.53125,0.68,0.5882352941176471,0.04040404040404041,,,,0.3793103448275862,0.3793103448275862,1.0,0.18181818181818182,0.375,1.0,0.6666666666666666,0.6666666666666666,0.3125,0.4968642857142857,0.11607142857142858,0.16666666666666666,0.17777777777777778,0.14444444444444443,25.41176470588235,5.0,1.0,2.0,16.0,1.0,2.0,4.0,7.0,1.0,2.0,1.0,21.0,1.0,15.0,2.0,1.0,1.0,0.20588235294117646,0.5,0.1111111111111111,0.21212121212121213,0.2777777777777778,0.2777777777777778,1.0,0.16161616161616163,0.125,0.125,1.0,0.25,0.5,1.0,0.2,0.25,0.13333333333333333,,,,,,,,,,,,,,,,,,,,True
283,1610612765,Lindsey Hunter,Lindsey Hunter,283,DET,8385.0,140,47.0,249,251,30,22,39,500,10.0,,14.0,26.0,233,1.0,30,15.570934256055363,0.2631578947368421,0.3684210526315789,,0.5789473684210527,0.5025684210526314,0.45794999999999997,11.157692307692308,0.12048192771084337,4.0,,,,,2.0,6.0,4.0,,10.0,12.0,2.0,37.0,,2.0,,3.0,,1.0,,,8.0,12.0,,3.0,24.0,3.0,27.0,1.0,2.0,6.0,3.0,15.0,57.0,2.0,4.0,,4.0,13.0,,17.0,6.0,23.0,,7.0,,7.0,4.0,1.0,3.0,1.0,,1.0,,,5.0,,,9.0,18.0,,,5.0,,2.0,4.0,,2.0,,1.0,,,,1.0,,1.0,1.0,,,,,,,0.4,0.4,0.38461538461538464,,,0.4605263157894737,0.3,,0.4625,0.3,,0.3157894736842105,0.11538461538461539,0.2,0.5,0.8,,,0.13978494623655913,0.047619047619047616,0.12121212121212122,0.05405405405405406,0.1349206349206349,0.049586776859504134,,0.043478260869565216,0.061224489795918366,,0.15384615384615385,0.04878048780487805,0.07142857142857142,0.2631578947368421,0.1,0.15384615384615385,,1.0,0.4,0.5,0.5,0.05263157894736842,,,,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.10526315789473684,,,,,,0.51399,0.05,0.07142857142857142,0.08108108108108109,,25.308333333333334,3.0,,2.0,8.0,1.0,2.0,1.0,5.0,1.0,3.0,,12.0,,8.0,2.0,,0.8,0.4166666666666667,0.3333333333333333,,0.4166666666666667,0.75,0.75,0.6666666666666666,0.21052631578947367,0.25,0.25,1.0,0.4,0.5,1.0,,0.5,0.25,1.0,3.0,0.2,,,,,,,,,,,,,,,,,True
739,1610612765,Rasheed Wallace,Rasheed Wallace,739,DET,166781.0,2780,614.0,4985,4966,1096,939,654,9951,146.0,32.0,249.0,633.0,5023,98.0,1096,21.47826086956522,0.13683223992502344,0.23336457357075913,0.16753926701570682,0.5435801312089972,0.46483869606003775,0.460298167539267,10.433649289099527,0.21985957873620862,89.0,34.0,54.0,21.0,114.0,238.0,101.0,53.0,10.0,304.0,434.0,136.0,1209.0,52.0,86.0,17.0,172.0,45.0,93.0,53.0,233.0,370.0,238.0,56.0,16.0,143.0,39.0,182.0,19.0,20.0,73.0,29.0,41.0,403.0,14.0,74.0,2.0,59.0,372.0,26.0,457.0,90.0,547.0,12.0,82.0,59.0,23.0,57.0,14.0,43.0,28.0,3.0,14.0,1.0,1.0,85.0,10.0,13.0,152.0,232.0,8.0,4.0,179.0,22.0,14.0,183.0,13.0,76.0,19.0,129.0,1.0,1.0,100.0,3.0,26.0,130.0,83.0,6.0,,3.0,233.0,17.0,19.0,0.6085526315789473,0.6702898550724637,0.4802527646129542,0.6046511627906976,0.45918367346938777,0.5028116213683224,0.5740740740740741,0.4712041884816754,0.5243478260869565,0.5896551724137931,0.5224215246636771,0.40674789128397376,0.02527646129541864,0.04794520547945205,0.02100840336134454,0.6705882352941176,0.19696969696969696,0.012269938650306749,0.1831610044313146,0.04152637485970819,0.1372093023255814,0.020989505247376312,0.17513206013815522,0.03593303389138424,0.048582995951417005,0.04535637149028078,0.03515151515151515,0.010330578512396695,0.04918032786885246,0.15952732644017725,0.20281124497991967,0.19042056074766356,0.1419141914191419,0.12598425196850394,0.02054794520547945,0.6384615384615384,0.6095890410958904,0.6402877697841727,0.5617977528089888,0.22305529522024367,0.4789915966386555,0.4892703862660944,0.5,0.40562248995983935,0.4122448979591837,0.7722772277227723,0.04967197750702906,0.4,0.6296296296296297,0.11764705882352941,0.65625,0.05235602094240838,0.5210407407407406,0.0680813439434129,0.10919540229885058,0.14226633581472292,0.19272125723738626,25.52142857142857,18.0,3.0,137.0,381.0,16.0,45.0,83.0,155.0,17.0,49.0,30.0,456.0,1.0,380.0,137.0,,0.9806451612903225,0.35714285714285715,0.3469387755102041,0.3225806451612903,0.3579676674364896,0.33962264150943394,0.33962264150943394,0.9444444444444444,0.3570759137769447,0.35958005249343833,0.35958005249343833,0.9854014598540146,0.3333333333333333,0.35555555555555557,0.9375,0.3,0.43455497382198954,0.3605263157894737,4.0,9.0,0.02962962962962963,1.0,27.0,1.0,3.0,1.0,1.0,0.01606425702811245,0.25,1.0,0.3253012048192771,0.0022988505747126436,,,,,,True
1497,1610612765,Chauncey Billups,Chauncey Billups,1497,DET,140383.0,2340,552.0,4192,4170,990,813,533,8362,166.0,46.0,214.0,466.0,4220,116.0,990,22.330499688990255,0.21065989847715735,0.2715736040609137,0.22009569377990432,0.6192893401015228,0.4906990470139771,0.483093062200957,10.330686695278972,0.2361641221374046,67.0,3.0,10.0,16.0,35.0,86.0,92.0,56.0,18.0,194.0,322.0,356.0,1149.0,15.0,44.0,25.0,118.0,41.0,93.0,142.0,335.0,94.0,294.0,6.0,47.0,419.0,135.0,554.0,95.0,40.0,168.0,70.0,181.0,1243.0,8.0,24.0,2.0,36.0,142.0,6.0,184.0,34.0,218.0,9.0,49.0,29.0,20.0,84.0,27.0,54.0,50.0,4.0,30.0,1.0,3.0,134.0,12.0,41.0,42.0,120.0,2.0,15.0,321.0,7.0,10.0,395.0,19.0,114.0,54.0,7.0,,,3.0,2.0,2.0,7.0,4.0,,,,335.0,17.0,50.0,0.2422680412371134,0.24607329842931938,0.41630901287553645,0.3409090909090909,0.35344827586206895,0.5031725888324873,0.5284090909090909,0.46172248803827753,0.5805084745762712,0.58,0.5842293906810035,0.4086294416243655,0.10085836909871244,0.18674698795180722,0.11627906976744186,0.6268656716417911,0.05555555555555555,0.014084507042253521,0.08338226658837346,0.016271186440677966,0.10027855153203342,0.013816925734024179,0.0863239573229874,0.01557935735150925,0.018912529550827423,0.010101010101010102,0.018292682926829267,0.00936768149882904,0.02631578947368421,0.0797872340425532,0.07311320754716981,0.09230769230769231,0.09652509652509653,0.11,0.022222222222222223,0.5714285714285714,0.4036144578313253,0.4962962962962963,0.29850746268656714,0.10913705583756345,0.4069767441860465,0.4605263157894737,0.14285714285714285,0.42990654205607476,0.4423076923076923,0.2391304347826087,0.07106598984771574,0.11363636363636363,0.3,,0.34782608695652173,0.0861244019138756,0.47855723684210527,0.13820224719101123,0.20320855614973263,0.10269799825935597,0.2915578764142733,25.453416149068325,29.0,11.0,106.0,266.0,18.0,38.0,75.0,135.0,21.0,44.0,37.0,204.0,,266.0,106.0,,0.5037037037037037,0.4192546583850932,0.4772727272727273,0.3978494623655914,0.4192546583850932,0.5178571428571429,0.5178571428571429,0.5862068965517241,0.33756345177664976,0.39849624060150374,0.4,0.4811320754716981,0.4318181818181818,0.47368421052631576,0.7777777777777778,0.6111111111111112,0.3588516746411483,0.39849624060150374,6.0,201.0,0.06818181818181818,3.0,26.0,,56.0,9.0,1.0,0.028037383177570093,0.5,0.6666666666666666,0.3466666666666667,0.02735562310030395,1.0,2.0,0.003105590062111801,0.0037593984962406013,,True
1888,1610612765,Richard Hamilton,Richard Hamilton,1888,DET,131638.0,2194,508.0,3961,3927,892,774,487,7888,256.0,49.0,436.0,900.0,3974,153.0,892,26.347173144876326,0.25884732052578363,0.4408493427704752,0.2737430167597765,0.3488372093023256,0.46223370445344214,0.4526213483146069,10.67822222222222,0.2251956576622065,167.0,21.0,33.0,30.0,106.0,208.0,187.0,63.0,17.0,460.0,89.0,168.0,1211.0,49.0,97.0,11.0,130.0,81.0,26.0,61.0,259.0,682.0,238.0,28.0,47.0,158.0,45.0,203.0,32.0,13.0,91.0,20.0,47.0,451.0,20.0,49.0,1.0,33.0,99.0,1.0,133.0,70.0,203.0,11.0,43.0,27.0,16.0,61.0,12.0,33.0,58.0,8.0,28.0,3.0,9.0,119.0,10.0,22.0,47.0,163.0,3.0,21.0,173.0,2.0,18.0,197.0,19.0,79.0,25.0,10.0,2.0,1.0,2.0,6.0,2.0,12.0,8.0,,,1.0,259.0,17.0,23.0,0.741304347826087,0.7645739910313901,0.5111111111111111,0.5051546391752577,0.5294117647058824,0.5273003033367037,0.53125,0.553072625698324,0.5605214152700186,0.5508474576271186,0.6113744075829384,0.08998988877654196,0.052222222222222225,0.109375,0.07692307692307693,0.5126050420168067,0.010416666666666666,0.007575757575757576,0.06126237623762376,0.03492516037063435,0.09649122807017543,0.03992015968063872,0.06741573033707865,0.03623949579831933,0.04738154613466334,0.03513513513513514,0.02689873417721519,0.04582210242587601,0.023076923076923078,0.059369202226345084,0.05925925925925926,0.06398809523809523,0.07916666666666666,0.13725490196078433,0.02522935779816514,0.6666666666666666,0.65234375,0.7324561403508771,0.7065868263473054,0.2103134479271992,0.5096153846153846,0.5520833333333334,0.5943396226415094,0.4288990825688073,0.43187066974595845,0.8556149732620321,0.06370070778564206,0.29464285714285715,0.6363636363636364,0.47619047619047616,0.6122448979591837,0.09497206703910614,0.4687370967741935,0.07530981887511916,0.08229166666666667,0.10734929810074319,0.2138728323699422,24.257303370786516,30.0,7.0,11.0,26.0,4.0,10.0,9.0,41.0,7.0,15.0,12.0,123.0,,26.0,11.0,1.0,1.0,0.4606741573033708,0.4666666666666667,0.46153846153846156,0.4606741573033708,0.47619047619047616,0.4918032786885246,1.0,0.0262891809908999,0.4230769230769231,0.4230769230769231,1.0,0.08928571428571429,0.4,1.0,0.4117647058823529,0.05027932960893855,0.4230769230769231,5.0,,0.044642857142857144,3.0,5.0,,9.0,,2.0,0.006880733944954129,0.6,1.0,0.5555555555555556,,2.0,,0.02247191011235955,,0.031746031746031744,True
2230,1610612765,Maurice Evans,Maurice Evans,2230,DET,36935.0,616,99.0,1101,1098,212,197,181,2199,70.0,11.0,30.0,119.0,1110,20.0,212,15.656178050652342,0.4046242774566474,0.17341040462427745,0.39285714285714285,0.7167630057803468,0.5351760115606937,0.49765178571428575,6.125210084033614,0.19255222524977295,44.0,15.0,26.0,5.0,6.0,19.0,8.0,38.0,6.0,58.0,54.0,26.0,205.0,17.0,34.0,3.0,37.0,6.0,8.0,3.0,21.0,74.0,42.0,18.0,4.0,21.0,16.0,37.0,10.0,6.0,7.0,4.0,10.0,90.0,15.0,29.0,1.0,10.0,35.0,5.0,50.0,45.0,95.0,3.0,23.0,16.0,7.0,9.0,1.0,1.0,6.0,1.0,8.0,2.0,,15.0,5.0,1.0,25.0,66.0,3.0,2.0,27.0,4.0,1.0,33.0,1.0,16.0,1.0,11.0,,,5.0,5.0,1.0,11.0,7.0,1.0,,,21.0,10.0,1.0,0.6379310344827587,0.7551020408163265,0.48739495798319327,0.5,0.3,0.5173410404624278,0.4594594594594595,0.32142857142857145,0.5423280423280423,0.47435897435897434,0.35,0.31213872832369943,0.03361344537815126,0.05714285714285714,,0.6,0.125,0.04,0.08120649651972157,0.07360406091370558,0.10989010989010989,0.08670520231213873,0.08620689655172414,0.07760141093474426,0.08928571428571429,0.03529411764705882,0.08121827411167512,0.1016949152542373,0.05454545454545454,0.06578947368421052,0.05434782608695652,0.10695187165775401,0.07352941176470588,0.21739130434782608,0.03333333333333333,0.6363636363636364,0.6285714285714286,0.6666666666666666,0.6136363636363636,0.10982658959537572,0.3157894736842105,0.3157894736842105,0.3333333333333333,0.26666666666666666,0.26666666666666666,1.0,0.21965317919075145,0.7027027027027027,0.5769230769230769,0.2,0.45454545454545453,0.21428571428571427,0.5174833333333333,0.0851063829787234,0.11940298507462686,0.18048780487804877,0.1024390243902439,24.088888888888885,14.0,2.0,7.0,16.0,,1.0,2.0,21.0,,3.0,2.0,63.0,,16.0,7.0,,1.0,0.3888888888888889,,0.25,0.3888888888888889,0.3684210526315789,0.3684210526315789,1.0,0.09248554913294797,0.4375,0.4375,1.0,0.02702702702702703,,,0.3333333333333333,0.07142857142857142,0.4375,2.0,,0.05405405405405406,,,,,,,,,,,,,,,,,True
2419,1610612765,Tayshaun Prince,Tayshaun Prince,2419,DET,135640.0,2261,588.0,4048,4041,928,765,517,8089,228.0,49.0,223.0,612.0,4053,129.0,928,19.016956428418116,0.30604026845637583,0.2993288590604027,0.3161290322580645,0.48456375838926175,0.4824793682795699,0.4722512987012987,9.014869281045753,0.22924901185770752,151.0,26.0,35.0,33.0,62.0,161.0,93.0,78.0,17.0,306.0,133.0,131.0,881.0,37.0,62.0,13.0,108.0,66.0,26.0,44.0,200.0,386.0,226.0,32.0,43.0,93.0,49.0,142.0,38.0,11.0,41.0,14.0,38.0,333.0,17.0,64.0,2.0,33.0,146.0,15.0,194.0,83.0,277.0,18.0,45.0,36.0,9.0,42.0,7.0,24.0,26.0,6.0,18.0,1.0,2.0,68.0,5.0,18.0,41.0,71.0,5.0,5.0,153.0,5.0,10.0,166.0,19.0,74.0,18.0,22.0,2.0,2.0,14.0,5.0,3.0,24.0,16.0,2.0,2.0,,200.0,6.0,18.0,0.630718954248366,0.6655172413793103,0.5,0.5967741935483871,0.5116279069767442,0.5033557046979866,0.59375,0.5032258064516129,0.5378973105134475,0.6136363636363636,0.546448087431694,0.17852348993288591,0.07026143790849673,0.11403508771929824,0.09316770186335403,0.6176470588235294,0.14423076923076922,0.014598540145985401,0.08669833729216152,0.04416839199447895,0.09428571428571429,0.032567049808429116,0.0880039331366765,0.0410958904109589,0.055,0.04699738903394256,0.036036036036036036,0.03926701570680628,0.014285714285714285,0.08273381294964029,0.0660377358490566,0.10227272727272728,0.09716599190283401,0.08737864077669903,0.05202312138728324,0.6666666666666666,0.6622807017543859,0.7475247524752475,0.6622516556291391,0.21610738255033557,0.38509316770186336,0.4246575342465753,0.4032258064516129,0.4170403587443946,0.42081447963800905,0.7311827956989247,0.10469798657718121,0.4375,0.7428571428571429,0.3076923076923077,0.673469387755102,0.10967741935483871,0.5105191666666667,0.0925,0.11094452773613193,0.12258796821793416,0.22701475595913734,24.503759398496232,28.0,5.0,18.0,55.0,3.0,10.0,9.0,46.0,7.0,18.0,8.0,135.0,,55.0,18.0,,0.9782608695652174,0.3458646616541353,0.3888888888888889,0.3076923076923077,0.3458646616541353,0.358974358974359,0.358974358974359,1.0,0.0738255033557047,0.32727272727272727,0.3333333333333333,0.9444444444444444,0.125,0.3,1.0,0.29411764705882354,0.05806451612903226,0.32727272727272727,8.0,3.0,0.1,4.0,3.0,,1.0,,,0.008968609865470852,0.5,1.0,0.3333333333333333,,1.0,,0.007518796992481203,0.01818181818181818,,True
686,1610612765,Antonio McDyess,Antonio McDyess,686,DET,43556.0,726,91.0,1293,1287,231,222,188,2580,75.0,15.0,123.0,233.0,1375,34.0,231,18.39841164791529,0.3218884120171674,0.5278969957081545,0.4411764705882353,0.3218884120171674,0.44655493562231746,0.47058529411764705,10.687553648068668,0.17865429234338748,58.0,17.0,28.0,10.0,13.0,35.0,56.0,,,127.0,,21.0,275.0,27.0,48.0,6.0,60.0,16.0,,8.0,40.0,204.0,50.0,26.0,5.0,24.0,9.0,33.0,5.0,4.0,9.0,4.0,11.0,75.0,17.0,46.0,3.0,18.0,93.0,16.0,127.0,66.0,193.0,3.0,17.0,8.0,9.0,12.0,4.0,8.0,16.0,,4.0,,2.0,28.0,4.0,4.0,60.0,92.0,8.0,6.0,62.0,15.0,5.0,43.0,9.0,24.0,2.0,26.0,,,18.0,2.0,6.0,26.0,17.0,4.0,,2.0,40.0,4.0,2.0,0.8031496062992126,0.8947368421052632,0.5450643776824035,0.5625,0.47058823529411764,0.5450643776824035,0.5625,0.47058823529411764,0.55,0.5769230769230769,0.5,,0.02145922746781116,0.06666666666666667,,0.42857142857142855,0.3902439024390244,0.0967741935483871,0.19135802469135801,0.0968421052631579,0.16666666666666666,0.09289617486338798,0.18686868686868688,0.09574468085106383,0.12605042016806722,0.1320754716981132,0.068,0.08461538461538462,0.11320754716981132,0.189873417721519,0.23008849557522124,0.17209302325581396,0.15853658536585366,0.19230769230769232,0.03,0.6538461538461539,0.7733333333333333,0.8285714285714286,0.7068965517241379,0.15021459227467812,0.37142857142857144,0.37142857142857144,0.6923076923076923,0.45528455284552843,0.45528455284552843,0.9285714285714286,,0.5833333333333334,0.6071428571428571,0.11764705882352941,0.6666666666666666,,0.4846027777777777,0.0967741935483871,0.0967741935483871,0.21818181818181817,0.14545454545454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,True
