EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,SelfOReb,LostBallOutOfBoundsTurnovers,Travels,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,ShortMidRangeFGM,Loose Ball Fouls Drawn,DefAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,LongMidRangeAssists,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceFg3Pct,FG2APctBlocked,AtRimPctBlocked,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LostBallTurnovers,OffThreePtRebounds,SecondChanceTurnovers,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Offensive Fouls,BlockedAtRim,DefensiveGoaltends,OffCorner3ReboundPct,on,FTOffRebounds,Technical Free Throw Trips,Blocked3s,BlockedArc3,OffensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PtsUnassisted3s,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked
101112,1610612752,Channing Frye,Channing Frye,101112,NYK,2725.0,45,-4.0,86,86,43,50,10.0,172,6.0,7.0,2.0,2.0,2.0,3.0,3.0,3.0,6.0,9.0,16.0,6.0,24.0,97,2.0,2.0,4.0,3.0,6.0,2.0,8.0,14.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,6.0,3.0,9.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,7.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,43,2.0,1.0,0.7777777777777778,1.0,0.5625,1.0,0.5,0.5625,1.0,0.5,0.631578947368421,1.0,0.5714285714285714,21.649484536082475,0.5,1.0,0.14285714285714285,0.1,0.14285714285714285,0.14285714285714285,0.09090909090909091,0.25,0.058823529411764705,0.42857142857142855,0.1,0.25,1.0,0.4375,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.1875,0.375,0.5,0.5,1.0,1.0,1.0,0.5,0.6666666666666666,0.4375,0.44088125,0.5279,0.46178333333333327,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.3333333333333333,8.575000000000001,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,1275.0,21,-1.0,43,41,18,22,3.0,84,2.0,3.0,1.0,1.0,,,3.0,3.0,5.0,5.0,11.0,2.0,15.0,46,1.0,1.0,2.0,2.0,4.0,,7.0,4.0,6.0,2.0,2.0,2.0,2.0,4.0,1.0,,4.0,,4.0,1.0,5.0,2.0,1.0,1.0,,,,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,,,,,,7.0,18,,,0.4,0.5,0.45454545454545453,1.0,0.5,0.5416666666666666,1.0,0.7,0.5769230769230769,1.0,0.7,32.608695652173914,,,0.3076923076923077,0.07692307692307693,,0.23529411764705882,0.07142857142857142,,,0.3333333333333333,,,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.25,0.4166666666666667,0.6,0.6,0.3333333333333333,1.0,1.0,,,0.3333333333333333,0.43817916666666673,0.532,0.39775,0.07692307692307693,0.08333333333333333,0.13333333333333333,0.4666666666666667,9.563636363636363,0.4186046511627907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,1.0,0.4,0.16666666666666666,0.08333333333333333,1.0,1.0,1.0,0.2,1.0,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,1618.0,27,6.0,50,49,12,10,4.0,99,1.0,1.0,,,,,2.0,2.0,2.0,4.0,5.0,,8.0,44,,,,1.0,2.0,,2.0,4.0,4.0,,2.0,2.0,2.0,4.0,,,5.0,,5.0,,5.0,,,,1.0,,1.0,2.0,3.0,1.0,3.0,4.0,2.0,,,,,,,,2.0,12,1.0,,0.5,0.5,0.8,,0.5,0.8,,0.5,0.8,,0.5,14.814814814814813,0.3333333333333333,,0.3125,,,0.21739130434782608,,,,0.25,,,,0.2,1.0,1.0,1.0,0.4,0.4,1.0,1.0,0.5,,,,,0.2,0.38278,,0.35765,,,,0.25,12.779999999999998,0.24,,,,,,,,,,,,1.0,1.0,,,,,,,0.3333333333333333,,,,,,,,,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,3342.0,56,,106,106,38,48,12.0,212,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,9.0,4.0,28.0,108,1.0,1.0,8.0,2.0,5.0,4.0,14.0,,6.0,,4.0,4.0,2.0,8.0,1.0,1.0,1.0,,2.0,1.0,3.0,2.0,2.0,,2.0,,2.0,2.0,4.0,1.0,,4.0,4.0,4.0,,2.0,,,,,14.0,38,1.0,2.0,,,0.3333333333333333,1.0,0.4,0.75,1.3333333333333333,0.7142857142857143,0.7777777777777778,1.3333333333333333,0.7777777777777778,18.64406779661017,0.5,,0.029411764705882353,0.02631578947368421,0.09090909090909091,0.044444444444444446,0.024390243902439025,,0.047619047619047616,,0.1111111111111111,,,0.125,0.5,1.0,,0.0625,0.375,0.16666666666666666,0.16666666666666666,,0.3333333333333333,1.0,0.2857142857142857,0.5,0.5625,0.46001875000000003,0.5786166666666667,0.45744999999999997,,,0.2857142857142857,0.5,13.355555555555554,0.3584905660377358,2.0,2.0,1.0,1.0,6.0,7.0,2.0,2.0,18.0,,1.0,,,1.0,0.8571428571428571,1.0,0.8571428571428571,0.4375,,0.05555555555555555,,0.125,1.0,1.0,1.0,0.14285714285714285,1.0,24.942857142857147,1.0,1.0,,1.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.3125,0.8,0.8,1.0,0.6666666666666666,1.0,1.0,0.14285714285714285,1.0,0.8,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
358,1610612752,Anfernee Hardaway,Anfernee Hardaway,358,NYK,4304.0,72,7.0,138,136,57,66,13.0,274,1.0,2.0,,,,,1.0,2.0,10.0,4.0,13.0,2.0,10.0,133,,1.0,2.0,1.0,5.0,2.0,4.0,4.0,4.0,,5.0,8.0,1.0,19.0,,2.0,8.0,,10.0,,10.0,2.0,2.0,,4.0,2.0,3.0,2.0,6.0,,2.0,7.0,3.0,2.0,,1.0,,,,,4.0,57,4.0,1.0,0.5,0.5,0.3076923076923077,,0.2,0.2857142857142857,,0.2,0.3333333333333333,0.5,0.3333333333333333,13.90728476821192,0.6666666666666666,,0.18604651162790697,,0.10526315789473684,0.16129032258064516,,,,,0.06666666666666667,0.25,,0.14285714285714285,0.5,0.5,,0.07142857142857142,0.7142857142857143,0.2,0.2,1.0,,,,,0.21428571428571427,0.43684285714285714,0.3019,0.3607,,,0.2,0.4,14.538461538461538,0.41304347826086957,,1.0,,,,1.0,,,,,,,,,,,,0.07142857142857142,,0.15,,0.07142857142857142,,,,,,22.7,1.0,,0.5,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
950,1610612752,Stephon Marbury,Stephon Marbury,950,NYK,2901.0,48,11.0,95,92,48,49,9.0,187,3.0,8.0,,,3.0,5.0,2.0,2.0,6.0,7.0,16.0,9.0,23.0,85,,,,5.0,11.0,6.0,16.0,4.0,10.0,,3.0,7.0,2.0,18.0,1.0,2.0,3.0,,5.0,2.0,7.0,4.0,4.0,,1.0,,,1.0,2.0,2.0,,5.0,6.0,10.0,4.0,1.0,,,,,16.0,48,,1.0,0.2857142857142857,0.2857142857142857,0.4375,,0.45454545454545453,0.4117647058823529,,0.45454545454545453,0.5227272727272727,,0.5714285714285714,23.076923076923077,0.5,,0.10344827586206896,0.03125,0.125,0.1111111111111111,0.05714285714285714,,,0.14285714285714285,0.14285714285714285,,,0.47058823529411764,0.375,0.375,0.3333333333333333,0.11764705882352941,0.35294117647058826,0.3333333333333333,0.3333333333333333,,,,0.45454545454545453,0.6,0.5294117647058824,0.491414705882353,,0.47550000000000003,0.19047619047619047,0.2,,0.6956521739130435,8.243749999999999,0.5052631578947369,,,,,,1.0,,,,1.0,,,,,,,,0.058823529411764705,0.08333333333333333,,0.1111111111111111,,,,,,,25.5,2.0,,0.2222222222222222,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.058823529411764705,,,,,,,,,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,1610612752,Jerome James,Jerome James,1744,NYK,288.0,5,2.0,10,11,10,11,1.0,21,1.0,1.0,,,1.0,1.0,3.0,,,2.0,4.0,1.0,5.0,10,,,,2.0,4.0,1.0,5.0,2.0,2.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,,1.0,1.0,,,2.0,1.0,1.0,,,,,,5.0,10,,,0.5,0.5,0.5,,0.5,0.5,,0.5,0.625,,0.625,45.45454545454545,1.0,,0.25,,,0.16666666666666666,,,,,,,,0.25,1.0,1.0,1.0,0.75,,,,,,,0.25,1.0,0.25,0.41322499999999995,,0.41322499999999995,0.25,0.25,,1.0,6.25,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,0.5,0.3333333333333333,0.5,,,,,,,,,,,1.0,,,,,0.25,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,1610612752,Eddy Curry,Eddy Curry,2201,NYK,1800.0,30,-2.0,56,55,28,28,4.0,111,2.0,2.0,,,1.0,1.0,4.0,,,5.0,6.0,8.0,18.0,49,,,1.0,2.0,2.0,2.0,6.0,8.0,2.0,,,,,,1.0,,3.0,,3.0,1.0,4.0,1.0,1.0,,,,,3.0,3.0,2.0,,7.0,11.0,17.0,6.0,3.0,2.0,,2.0,2.0,6.0,28,3.0,2.0,0.8,0.8,0.8333333333333334,,1.0,0.8333333333333334,,1.0,0.6,0.5,0.5,28.333333333333336,,,0.15,0.045454545454545456,,0.13043478260869565,0.045454545454545456,0.3333333333333333,,,,,1.0,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,,,,,,,0.5,1.0,0.3333333333333333,0.44353333333333333,,0.36285,0.5,0.5,0.05555555555555555,0.3333333333333333,3.9166666666666665,0.5,,,,,,,,,,,,1.0,,,,,,,,0.2727272727272727,,,,,,,,,3.0,,,0.75,1.0,,,,,,,,,,,1.0,,,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,,,2.0,,,0.6666666666666666,,0.25,2.0,2.0,1.0,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1610612752,Jackie Butler,Jackie Butler,2866,NYK,679.0,11,8.0,21,20,1,6,3.0,41,1.0,2.0,1.0,2.0,,,2.0,,,2.0,4.0,,4.0,19,1.0,3.0,2.0,,,,,,4.0,2.0,,1.0,,3.0,1.0,1.0,1.0,,2.0,2.0,4.0,,,,,,,,,,,3.0,2.0,,,,1.0,1.0,1.0,1.0,,1,1.0,,,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,16.666666666666668,,,0.1111111111111111,0.2,0.3333333333333333,0.16666666666666666,0.25,,,,0.3333333333333333,,1.0,0.5,0.5,0.5,,0.5,,,,,0.6666666666666666,0.5,,,0.5,0.48025,0.5312,,,,0.5,,4.375,0.047619047619047616,,,,,,,,,,1.0,,,,,,,,,0.5,0.25,0.5,,,,,,,,1.0,1.0,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,0.3333333333333333,,,,,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,
2772,1610612752,Trevor Ariza,Trevor Ariza,2772,NYK,757.0,13,1.0,24,24,7,10,2.0,48,,3.0,,,,,,,2.0,,5.0,,,21,,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,7,,,,,,,,,,,,,,19.23076923076923,,,,,,,,,,,,,1.0,0.6,,,,,0.4,,,,,,,,0.6,0.37854,,0.3261,,,,,10.5,0.2916666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,
