EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,ShortMidRangeAssists,OffTwoPtRebounds,FTOffRebounds,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,3SecondViolations,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGA,LongMidRangeFGM,SecondChanceCorner3FGA,Arc3FGM,PenaltyArc3FGM,SecondChanceFG3A,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,SelfOReb,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,HeaveMakes,Technical Free Throw Trips,BlockedLongMidRange,BlockedShortMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,AtRimPctBlocked,OffLongMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceAtRimPctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,OffensiveGoaltends,Clear Path Fouls,Corner3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,on,3pt And 1 Free Throw Trips
101188,1610612741,Eddie Basden,Eddie Basden,101188,CHI,2870.0,48,9.0,95,95,63.0,29,10.0,190,6.0,8.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,9.0,1.0,3.0,5.0,20.0,84,2.0,2.0,5.0,6.0,1.0,2.0,5.0,18.0,10.0,2.0,3.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,7.0,2.0,10.0,1.0,11.0,5.0,3.0,2.0,3.0,1.0,3.0,2.0,1.0,5.0,1.0,2.0,3.0,5.0,1.0,6.0,3.0,18.0,63.0,1.0,3.0,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.625,0.8125,0.6666666666666666,1.0,0.8181818181818182,0.25,18.867924528301884,0.6,0.6666666666666666,0.21212121212121213,0.1,0.09090909090909091,0.18604651162790697,0.023255813953488372,0.5,0.2,0.38461538461538464,0.1111111111111111,0.6666666666666666,0.75,0.75,0.8333333333333334,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,0.16666666666666666,0.75,0.8333333333333334,0.125,1.0,0.125,0.9166666666666666,0.5484375,0.5468625,0.1,0.9,2.533333333333333,23.933333333333334,0.6631578947368421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101195,1610612741,Luke Schenscher,Luke Schenscher,101195,CHI,4137.0,69,-7.0,134,133,41.0,83,15.0,267,4.0,4.0,2.0,2.0,1.0,,,,,,,6.0,10.0,,,1.0,13.0,140,,2.0,4.0,4.0,,,1.0,9.0,6.0,6.0,,,4.0,,4.0,,3.0,,8.0,,2.0,8.0,1.0,11.0,2.0,13.0,1.0,1.0,,1.0,,,1.0,,2.0,1.0,7.0,13.0,6.0,,7.0,1.0,9.0,41.0,3.0,1.0,0.5,0.6,,,,,0.6,1.0,0.6,1.0,0.5,0.5,0.9,,10.06711409395973,0.5,0.2,0.21052631578947367,0.14285714285714285,,0.19230769230769232,0.017857142857142856,,0.17647058823529413,0.15384615384615385,0.18181818181818182,0.4,1.0,1.0,0.75,0.1,,,,,,0.5,1.0,,,,0.4,0.41468,0.33342499999999997,0.15384615384615385,0.6923076923076923,6.590000000000001,,0.30597014925373134,2.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.1111111111111111,0.023809523809523808,0.08333333333333333,0.375,1.0,0.5,0.4,0.4,0.2008,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2457,1610612741,Jannero Pargo,Jannero Pargo,2457,CHI,14418.0,240,42.0,491,478,225.0,257,58.0,969,2.0,6.0,2.0,2.0,66.0,7.0,14.0,4.0,7.0,21.0,14.0,29.0,83.0,14.0,35.0,6.0,106.0,463,,8.0,13.0,31.0,9.0,21.0,4.0,57.0,28.0,30.0,33.0,20.0,28.0,7.0,35.0,5.0,9.0,16.0,77.0,2.0,6.0,13.0,1.0,20.0,5.0,25.0,10.0,4.0,6.0,12.0,3.0,10.0,6.0,,18.0,9.0,11.0,22.0,13.0,,8.0,2.0,57.0,225.0,6.0,2.0,0.4827586206896552,0.4827586206896552,0.7857142857142857,0.4,0.42857142857142855,0.4117647058823529,0.3493975903614458,0.41935483870967744,0.423728813559322,0.5096153846153846,0.4344262295081967,0.36363636363636365,0.5277777777777778,0.2966101694915254,24.691358024691358,0.6666666666666666,0.05555555555555555,0.07784431137724551,0.09523809523809523,0.03389830508474576,0.08260869565217391,0.0211864406779661,0.05555555555555555,0.046511627906976744,0.07954545454545454,0.0851063829787234,0.05084745762711865,0.3333333333333333,0.3333333333333333,0.5,0.559322033898305,0.11864406779661017,0.5,0.5,1.0,0.17796610169491525,0.038461538461538464,1.0,0.1346153846153846,0.5714285714285714,0.2692307692307692,0.3474576271186441,0.4364870689655172,0.4312099999999999,0.07547169811320754,0.5377358490566038,16.036144578313255,25.937142857142856,0.45824847250509165,5.0,11.0,4.0,10.0,,3.0,3.0,,2.0,,5.0,,2.0,1.0,1.0,1.0,1.0,,0.4,0.36363636363636365,,0.01694915254237288,0.05555555555555555,0.1111111111111111,1.0,0.09322033898305085,0.45454545454545453,0.5,0.41397500000000004,0.016666666666666666,0.023529411764705882,1.0,22.0,1.0,7.0,5.0,1.0,9.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.024096385542168676,0.09090909090909091,0.015151515151515152,0.02040816326530612,0.024390243902439025,0.125,0.013888888888888888,0.6,0.3333333333333333,0.3384615384615385,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.09090909090909091,0.09090909090909091,0.35714285714285715,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2768,1610612741,Chris Duhon,Chris Duhon,2768,CHI,129264.0,2154,-52.0,4166,4159,1244.0,1578,501.0,8325,72.0,148.0,18.0,44.0,73.0,34.0,71.0,12.0,27.0,207.0,57.0,115.0,260.0,100.0,278.0,117.0,647.0,4356,2.0,32.0,32.0,72.0,29.0,84.0,77.0,228.0,60.0,170.0,249.0,193.0,298.0,75.0,373.0,32.0,112.0,136.0,821.0,11.0,55.0,128.0,9.0,192.0,28.0,220.0,70.0,42.0,28.0,81.0,16.0,58.0,36.0,6.0,117.0,40.0,54.0,152.0,135.0,6.0,143.0,33.0,228.0,1244.0,33.0,35.0,0.2608695652173913,0.26548672566371684,0.83,0.3597122302158273,0.34523809523809523,0.37358490566037733,0.4423076923076923,0.4444444444444444,0.49256505576208176,0.483974358974359,0.5339966832504146,0.38095238095238093,0.5625,0.516728624535316,15.141955835962147,0.6923076923076923,0.061224489795918366,0.08944793850454227,0.11956521739130435,0.022044088176352707,0.0967741935483871,0.013881748071979434,0.013986013986013986,0.06053811659192825,0.10664605873261206,0.14461538461538462,0.275092936802974,0.4864864864864865,0.5806451612903226,0.16666666666666666,0.13568773234200743,0.13197026022304834,0.4788732394366197,0.4788732394366197,1.0,0.3847583643122677,0.28205128205128205,0.4090909090909091,0.17307692307692307,0.4444444444444444,0.36538461538461536,0.79182156133829,0.5200982857142858,0.506125347222222,0.04945904173106646,0.35239567233384855,6.7426923076923035,26.08165467625899,0.2986077772443591,16.0,39.0,9.0,17.0,4.0,50.0,16.0,1.0,23.0,1.0,22.0,7.0,39.0,3.0,1.0,3.0,1.0,,0.5294117647058824,0.36585365853658536,0.007142857142857143,0.011065006915629323,0.006289308176100629,0.09467455621301775,0.3333333333333333,0.0724907063197026,0.41025641025641024,0.47058823529411764,0.5143557692307692,0.06842105263157895,0.13356164383561644,12.0,27.0,5.0,66.0,17.0,24.0,51.0,13.0,65.0,29.0,43.0,6.0,4.0,6.0,6.0,3.0,0.11153846153846154,0.1282051282051282,,0.022494887525562373,0.025280898876404494,0.05925925925925926,0.02197802197802198,0.1875,0.3698630136986301,0.3698630136986301,0.5555555555555556,0.3188405797101449,0.3188405797101449,0.7424242424242424,0.2926829268292683,0.12195121951219512,0.2982456140350877,0.33678756476683935,6.0,1.0,3.0,19.0,4.0,1.0,6.0,1.0,1.0,2.0,0.16666666666666666,0.16216216216216217,0.004694835680751174,0.5,0.2,1.0,0.4634146341463415,0.15789473684210525,0.6666666666666666,,,,,,,,,,,,,,True,
988,1610612741,Randy Livingston,Randy Livingston,988,CHI,272.0,5,5.0,11,9,8.0,7,,20,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7272727272727273,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
970,1610612741,Othella Harrington,Othella Harrington,970,CHI,20318.0,339,-10.0,655,652,236.0,281,90.0,1307,17.0,29.0,6.0,12.0,33.0,,,,,,,64.0,121.0,,,46.0,174.0,688,13.0,31.0,23.0,39.0,,,21.0,67.0,80.0,48.0,,,11.0,4.0,15.0,1.0,4.0,6.0,34.0,9.0,9.0,22.0,5.0,36.0,31.0,67.0,2.0,1.0,1.0,8.0,1.0,6.0,17.0,,25.0,4.0,20.0,51.0,65.0,8.0,69.0,11.0,67.0,236.0,8.0,8.0,0.625,0.6666666666666666,,,,,0.5289256198347108,0.5897435897435898,0.5289256198347108,0.5897435897435898,0.5686274509803921,0.5740740740740741,0.6203703703703703,,23.482849604221634,0.32,0.1724137931034483,0.09734513274336283,0.140625,0.11842105263157894,0.10689655172413794,0.1,0.08695652173913043,0.09836065573770492,0.08928571428571429,0.16666666666666666,0.2396694214876033,0.5862068965517241,0.6296296296296297,0.5882352941176471,0.2727272727272727,,,,,,0.3076923076923077,0.5,,,,0.2396694214876033,0.4239768595041321,0.4258820512820513,0.1781609195402299,0.3850574712643678,9.312396694214879,,0.3603053435114504,32.0,59.0,9.0,18.0,8.0,1.0,22.0,,2.0,3.0,10.0,6.0,27.0,4.0,4.0,4.0,2.0,1.0,0.5,0.5,,0.09401709401709402,0.06451612903225806,0.11320754716981132,0.5,0.48760330578512395,0.5423728813559322,0.5517241379310345,0.4745941176470589,0.19014084507042253,0.19014084507042253,12.0,15.0,,,,,,,,4.0,3.0,2.0,1.0,5.0,2.0,8.0,0.03305785123966942,0.01694915254237288,0.030303030303030304,0.11940298507462686,0.1320754716981132,0.09090909090909091,0.038461538461538464,0.59375,0.45454545454545453,0.46875,0.7333333333333333,,,,0.6666666666666666,,,,7.0,,,,,,,,,5.0,,0.06896551724137931,0.09523809523809523,0.5833333333333334,,,,,,0.2857142857142857,,,,,,,,,,,,,True,
15,1610612741,Eric Piatkowski,Eric Piatkowski,15,CHI,4842.0,81,37.0,156,157,51.0,57,26.0,313,2.0,3.0,,1.0,8.0,1.0,5.0,,,10.0,4.0,6.0,12.0,5.0,15.0,,27.0,133,,3.0,1.0,3.0,1.0,4.0,,5.0,12.0,,15.0,10.0,4.0,,4.0,,2.0,1.0,8.0,,1.0,2.0,1.0,4.0,2.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,,3.0,2.0,3.0,5.0,2.0,,,,5.0,51.0,1.0,,1.0,1.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.5,0.3333333333333333,0.5,0.35714285714285715,0.5,1.5,0.35714285714285715,0.5555555555555556,16.304347826086957,0.6666666666666666,0.25,0.034482758620689655,0.045454545454545456,,0.0375,0.025974025974025976,,,0.08333333333333333,,0.1111111111111111,0.6666666666666666,0.6666666666666666,1.0,0.2962962962962963,0.18518518518518517,0.2,0.2,1.0,0.37037037037037035,0.14285714285714285,,,,0.5714285714285714,0.6666666666666666,0.49020370370370364,0.4842285714285714,0.1111111111111111,0.18518518518518517,13.716666666666667,25.073333333333334,0.3269230769230769,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,1.5,,0.03571428571428571,,,,0.037037037037037035,,,0.5355,,,,4.0,,4.0,1.0,1.0,,,4.0,1.0,,,,,1.0,,0.08333333333333333,1.0,,0.058823529411764705,,0.25,,,0.5,0.5,1.0,0.4,0.4,1.0,,,0.25,0.4,,,1.0,1.0,1.0,,,,,,1.0,,0.043478260869565216,,,,1.0,1.0,1.0,,,,,,,,,,,,,,True,
2550,1610612741,Kirk Hinrich,Kirk Hinrich,2550,CHI,81279.0,1355,-138.0,2612,2616,656.0,881,317.0,5228,56.0,103.0,15.0,30.0,181.0,12.0,34.0,1.0,8.0,123.0,30.0,145.0,328.0,55.0,157.0,127.0,582.0,2819,6.0,48.0,32.0,77.0,7.0,38.0,67.0,152.0,114.0,176.0,129.0,122.0,142.0,59.0,201.0,24.0,67.0,51.0,461.0,9.0,29.0,96.0,2.0,127.0,18.0,145.0,42.0,25.0,17.0,66.0,7.0,43.0,27.0,5.0,93.0,31.0,52.0,106.0,136.0,2.0,153.0,21.0,152.0,656.0,16.0,20.0,0.3931034482758621,0.3931034482758621,0.7818181818181819,0.3503184713375796,0.18421052631578946,0.3525641025641026,0.4420731707317073,0.4155844155844156,0.4690721649484536,0.3695652173913043,0.5192307692307693,0.4888888888888889,0.4967105263157895,0.3237113402061856,21.407035175879397,0.7096774193548387,0.021739130434782608,0.10750279955207166,0.10431654676258993,0.028846153846153848,0.1067463706233988,0.013765182186234818,0.033707865168539325,0.06713780918727916,0.13602015113350127,0.12435233160621761,0.21237113402061855,0.5436893203883495,0.6222222222222222,0.25,0.3731958762886598,0.07010309278350516,0.35294117647058826,0.35294117647058826,1.0,0.2536082474226804,0.2608695652173913,0.5,0.06956521739130435,0.125,0.2608695652173913,0.5360824742268041,0.48405351239669425,0.476734649122807,0.08247422680412371,0.2611683848797251,11.565548780487806,25.07770700636942,0.25114854517611024,17.0,44.0,6.0,24.0,,24.0,8.0,1.0,23.0,1.0,17.0,9.0,46.0,9.0,3.0,9.0,6.0,,0.25,0.4772727272727273,0.012048192771084338,0.00866738894907909,0.015789473684210527,0.107981220657277,0.6666666666666666,0.09072164948453608,0.38636363636363635,0.4473684210526316,0.4914234375,0.09333333333333334,0.12602739726027398,10.0,72.0,1.0,43.0,6.0,20.0,36.0,1.0,43.0,21.0,35.0,4.0,3.0,5.0,4.0,6.0,0.06402439024390244,0.13636363636363635,0.011049723756906077,0.011869436201780416,0.026905829596412557,0.058823529411764705,0.015444015444015444,0.11764705882352941,0.39779005524861877,0.4022346368715084,0.5694444444444444,0.34959349593495936,0.3524590163934426,0.7209302325581395,0.22727272727272727,0.022727272727272728,0.2,0.3524590163934426,3.0,1.0,9.0,19.0,10.0,,19.0,,6.0,3.0,0.5,0.1262135922330097,0.0025252525252525255,0.3,1.0,1.0,0.4318181818181818,0.47368421052631576,0.8888888888888888,,1.0,3.0,0.006369426751592357,0.008130081300813009,0.01875,,,,,,,,True,
2552,1610612741,Michael Sweetney,Michael Sweetney,2552,CHI,45005.0,750,-111.0,1407,1407,237.0,374,161.0,2814,72.0,134.0,13.0,17.0,54.0,,,,,,,125.0,281.0,,,75.0,325.0,1517,21.0,69.0,24.0,43.0,,,15.0,63.0,168.0,82.0,,,21.0,11.0,32.0,4.0,8.0,9.0,75.0,13.0,27.0,74.0,6.0,107.0,62.0,169.0,13.0,9.0,4.0,21.0,3.0,5.0,44.0,6.0,65.0,4.0,78.0,130.0,97.0,7.0,118.0,6.0,63.0,237.0,8.0,4.0,0.672,0.7433628318584071,,,,,0.44483985765124556,0.5581395348837209,0.44483985765124556,0.5581395348837209,0.48507462686567165,0.5948275862068966,0.6057692307692307,,25.094102885821833,0.3230769230769231,0.14634146341463414,0.1436893203883495,0.19285714285714287,0.08074534161490683,0.15419847328244274,0.09172932330827067,0.046511627906976744,0.16875,0.11666666666666667,0.20652173913043478,0.47686832740213525,0.5373134328358209,0.6153846153846154,0.6666666666666666,0.19217081850533807,,,,,,0.3953488372093023,0.7647058823529411,,,,0.47686832740213525,0.4795544483985766,0.46045116279069764,0.2123076923076923,0.19384615384615383,6.040213523131674,,0.16844349680170576,37.0,93.0,24.0,43.0,24.0,4.0,48.0,1.0,16.0,13.0,3.0,11.0,59.0,28.0,23.0,28.0,18.0,8.0,0.5581395348837209,0.5581395348837209,0.022727272727272728,0.09523809523809523,0.0916030534351145,0.16521739130434782,0.6428571428571429,0.3309608540925267,0.3978494623655914,0.43529411764705883,0.5473666666666666,0.17933130699088146,0.17933130699088146,36.0,16.0,,,,,,,,26.0,7.0,4.0,,6.0,6.0,19.0,0.09252669039145907,0.08602150537634409,0.018518518518518517,0.12048192771084337,0.09322033898305085,0.16666666666666666,0.03076923076923077,0.6486486486486487,0.2962962962962963,0.3018867924528302,0.75,,,,0.8372093023255814,,,,20.0,,,,,,,,5.0,3.0,,0.12686567164179105,0.07729468599033816,0.5555555555555556,,,,,,0.2,,,,,,1.0,,,,,,,True,
2199,1610612741,Tyson Chandler,Tyson Chandler,2199,CHI,62229.0,1037,-9.0,1975,1972,495.0,703,249.0,3947,69.0,112.0,10.0,20.0,11.0,,,,,1.0,,80.0,146.0,,1.0,44.0,204.0,2070,7.0,71.0,11.0,26.0,,,9.0,31.0,92.0,68.0,,1.0,33.0,10.0,43.0,,19.0,11.0,96.0,23.0,46.0,142.0,20.0,208.0,122.0,330.0,20.0,13.0,7.0,21.0,3.0,12.0,37.0,2.0,58.0,12.0,85.0,161.0,104.0,10.0,95.0,6.0,31.0,495.0,20.0,5.0,0.575,0.8679245283018868,,,,,0.547945205479452,0.4230769230769231,0.54421768707483,0.4230769230769231,0.5425531914893617,0.5298507462686567,0.3974358974358974,0.006802721088435374,10.813186813186814,0.3620689655172414,0.30303030303030304,0.2034383954154728,0.21100917431192662,0.09387755102040816,0.2052401746724891,0.1298283261802575,0.10294117647058823,0.1743119266055046,0.20388349514563106,0.2108843537414966,0.7619047619047619,0.6160714285714286,0.6699029126213593,0.5797101449275363,0.07482993197278912,,,,,0.006802721088435374,0.7692307692307693,0.5,,,,0.7687074829931972,0.5378687074829933,0.5200038461538462,0.3480392156862745,0.15196078431372548,2.9034246575342464,25.3,0.25063291139240507,9.0,23.0,32.0,59.0,54.0,3.0,98.0,1.0,9.0,10.0,13.0,13.0,48.0,57.0,44.0,57.0,35.0,9.0,0.5423728813559322,0.5423728813559322,0.013513513513513514,0.14264919941775836,0.10884353741496598,0.23976608187134502,0.6140350877192983,0.1564625850340136,0.391304347826087,0.391304347826087,0.5522018518518519,0.26373626373626374,0.26519337016574585,54.0,2.0,,,,,,,,10.0,10.0,9.0,,1.0,10.0,20.0,0.0684931506849315,,0.09090909090909091,0.2190082644628099,0.0903954802259887,0.2112676056338028,0.16363636363636364,0.4444444444444444,0.18181818181818182,0.2,1.0,,,,0.9152542372881356,,,,30.0,,,,,,,1.0,12.0,6.0,,0.08035714285714286,0.09731543624161074,0.5555555555555556,,,,,,0.06666666666666667,,,,,,2.0,1.0,,,,,,True,
