EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,AtRimAssists,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,HeaveAttempts,NonHeaveArc3FGA,Corner3Assists,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffensiveGoaltends,FG3APct,OffCorner3ReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Clear Path Fouls,Technical Free Throw Trips,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,on
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,18926.0,315,-21,585,581,119,137,71.0,1166,18.0,30.0,9.0,15.0,4.0,7.0,15.0,34.0,7.0,12.0,40.0,76.0,8.0,88.0,658,12.0,19.0,1.0,25.0,5.0,11.0,10.0,54.0,26.0,14.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,9.0,4.0,22.0,1.0,14.0,34.0,1.0,49.0,27.0,76.0,5.0,7.0,4.0,3.0,10.0,2.0,5.0,10.0,5.0,3.0,20.0,4.0,4.0,28.0,54.0,9.0,3.0,17.0,3.0,3.0,15.0,1.0,8.0,15.0,8.0,7.0,15.0,6.0,1.0,2.0,4.0,10.0,119,2.0,0.675,0.8181818181818182,0.5263157894736842,0.631578947368421,0.45454545454545453,0.5263157894736842,0.631578947368421,0.45454545454545453,0.5301204819277109,0.625,0.45454545454545453,0.05263157894736842,0.1,0.029411764705882353,15.606060606060607,0.5,0.06666666666666667,0.06666666666666667,0.1511111111111111,0.11055276381909548,0.208955223880597,0.06349206349206349,0.1643835616438356,0.09923664122137404,0.1320754716981132,0.14516129032258066,0.07142857142857142,0.08163265306122448,0.125,0.208955223880597,0.12790697674418605,0.18518518518518517,0.3076923076923077,0.15625,0.4,0.39473684210526316,0.6,0.6666666666666666,0.6111111111111112,0.4473684210526316,0.4411764705882353,0.45454545454545453,0.6666666666666666,0.15789473684210525,0.5833333333333334,0.5833333333333334,0.8571428571428571,0.7894736842105263,0.6,0.2222222222222222,0.6363636363636364,0.5714285714285714,0.39473684210526316,0.4563157894736843,0.5044722222222222,0.4824636363636363,0.0963855421686747,0.0963855421686747,0.2840909090909091,0.11363636363636363,5.882894736842105,0.20341880341880342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101230,1610612760,Noel Felix,Noel Felix,101230,SEA,428.0,7,11,16,16,9,9,,32,1.0,1.0,,,1.0,1.0,,,,,1.0,1.0,3.0,5.0,14,,,,,1.0,1.0,4.0,2.0,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,4.0,,1.0,1.0,,,1.0,1.0,,,,4.0,9,,1.0,1.0,1.0,,1.0,1.0,,1.0,0.8333333333333334,,1.0,,,,18.75,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.6137,,0.6137,0.5,0.5,,0.8,,0.5625,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2366,1610612760,Mike Wilks,Mike Wilks,2366,SEA,650.0,11,11,21,22,12,10,,43,,,,,,,1.0,1.0,,,1.0,1.0,2.0,4.0,20,,,,,,,1.0,,2.0,,,1.0,1.0,2.0,1.0,,,5.0,,,,,1.0,1.0,2.0,,2.0,,,,,,,,,,,,,,,,,,2.0,,,4.0,,2.0,,,,,,,,,1.0,12,,,,1.0,,,1.0,,,0.6666666666666666,,0.5,,,,14.285714285714286,,0.5,,0.09090909090909091,,,,0.06666666666666667,,,,,,,,0.2,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.3807,,,0.6666666666666666,0.6666666666666666,,0.25,13.5,0.5714285714285714,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2555,1610612760,Nick Collison,Nick Collison,2555,SEA,86887.0,1448,39,2749,2728,830,836,417.0,5477,134.0,209.0,55.0,88.0,31.0,54.0,35.0,84.0,38.0,98.0,207.0,391.0,79.0,493.0,3086,61.0,109.0,24.0,146.0,43.0,87.0,119.0,260.0,154.0,90.0,33.0,63.0,11.0,74.0,9.0,10.0,15.0,159.0,40.0,98.0,5.0,47.0,157.0,21.0,225.0,143.0,368.0,9.0,21.0,11.0,10.0,36.0,8.0,23.0,41.0,13.0,7.0,77.0,14.0,24.0,111.0,213.0,27.0,17.0,112.0,15.0,18.0,113.0,15.0,52.0,34.0,28.0,6.0,35.0,16.0,1.0,2.0,1.0,119.0,830,26.0,0.6280193236714976,0.8024691358024691,0.5294117647058824,0.5596330275229358,0.4942528735632184,0.5253807106598984,0.5596330275229358,0.4777777777777778,0.5564334085778782,0.6083333333333333,0.5409090909090909,0.08439897698209718,0.11961722488038277,0.09523809523809523,15.965612526865213,0.4675324675324675,0.22580645161290322,0.05747126436781609,0.1746384872080089,0.10359408033826638,0.15161290322580645,0.11730205278592376,0.1687344913151365,0.10722610722610723,0.10862619808306709,0.10071942446043165,0.10140845070422536,0.1044776119402985,0.15901060070671377,0.17695473251028807,0.18498659517426275,0.12554112554112554,0.22784810126582278,0.05921052631578947,0.45714285714285713,0.5304568527918782,0.6411483253588517,0.7282608695652174,0.5149253731343284,0.2131979695431472,0.4166666666666667,0.4605263157894737,0.7142857142857143,0.24873096446700507,0.3877551020408163,0.3877551020408163,0.9473684210526315,0.8073394495412844,0.625,0.12727272727272726,0.6,0.5740740740740741,0.5380710659898477,0.48677334183673465,0.5179226190476192,0.4945857954545453,0.12064965197215777,0.12149532710280374,0.2961460446247465,0.2413793103448276,6.434526854219948,0.3019279738086577,33.0,12.0,,11.0,38.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.007614213197969543,0.1643835616438356,0.007614213197969543,0.03333333333333333,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,60712.0,1012,70,1938,1907,648,652,283.0,3845,30.0,61.0,3.0,5.0,14.0,25.0,20.0,55.0,71.0,147.0,121.0,263.0,82.0,369.0,2185,13.0,27.0,8.0,43.0,42.0,87.0,153.0,104.0,138.0,4.0,13.0,142.0,75.0,217.0,57.0,26.0,59.0,509.0,4.0,15.0,1.0,21.0,45.0,2.0,68.0,20.0,88.0,7.0,54.0,26.0,28.0,46.0,9.0,33.0,21.0,13.0,4.0,67.0,5.0,26.0,30.0,72.0,,1.0,80.0,1.0,7.0,93.0,4.0,23.0,10.0,2.0,7.0,10.0,9.0,,,,153.0,648,19.0,0.4297520661157025,0.4369747899159664,0.4600760456273764,0.48148148148148145,0.4827586206896552,0.4498432601880878,0.5147058823529411,0.44594594594594594,0.5041666666666667,0.5657894736842105,0.5392857142857143,0.049429657794676805,0.13114754098360656,0.07272727272727272,18.64628820960699,0.6865671641791045,0.03389830508474576,0.017241379310344827,0.0703125,0.022658610271903322,0.105,0.016736401673640166,0.07857142857142857,0.021087680355160933,0.03,0.015151515151515152,0.022727272727272728,0.02197802197802198,0.05,0.0755813953488372,0.08208955223880597,0.09032258064516129,0.15555555555555556,0.042682926829268296,0.9,0.19122257053291536,0.4918032786885246,0.5660377358490566,0.4,0.1724137931034483,0.36363636363636365,0.39215686274509803,0.35,0.4608150470219436,0.48299319727891155,0.4863013698630137,0.4647887323943662,0.14705882352941177,0.6,,0.22522522522522523,0.56,0.3667711598746082,0.45415441640378557,0.46272777777777774,0.46440454545454546,0.06804733727810651,0.08156028368794327,0.11653116531165311,0.4146341463414634,12.14828897338403,0.33436532507739936,54.0,22.0,1.0,21.0,57.0,37.0,14.0,56.0,24.0,1.0,36.0,18.0,4.0,3.0,,,,0.1755485893416928,,0.11598746081504702,0.12612612612612611,25.23392857142857,5.0,19.0,1.0,3.0,2.0,10.0,10.0,2.0,4.0,3.0,15.0,3.0,7.0,5.0,36.0,9.0,10.0,1.0,7.0,0.8,0.26785714285714285,0.42857142857142855,0.20833333333333334,0.2727272727272727,0.006802721088435374,0.05956112852664577,0.2631578947368421,0.2631578947368421,1.0,0.2702702702702703,0.2702702702702703,0.7,0.08823529411764706,0.3333333333333333,1.0,0.11764705882352941,0.5,1.0,0.09009009009009009,0.2,0.21428571428571427,0.2777777777777778,,,,,,,,True
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,63283.0,1055,24,2002,1982,658,646,293.0,3984,60.0,91.0,9.0,14.0,21.0,35.0,52.0,112.0,46.0,104.0,158.0,307.0,139.0,602.0,2258,19.0,36.0,15.0,65.0,51.0,101.0,196.0,140.0,176.0,12.0,14.0,53.0,15.0,68.0,8.0,10.0,22.0,151.0,19.0,27.0,2.0,26.0,69.0,17.0,112.0,48.0,160.0,12.0,44.0,37.0,7.0,24.0,5.0,15.0,26.0,9.0,2.0,50.0,4.0,17.0,29.0,73.0,7.0,15.0,134.0,5.0,,169.0,12.0,60.0,17.0,14.0,3.0,17.0,6.0,,,1.0,196.0,658,9.0,0.4430379746835443,0.4605263157894737,0.5146579804560261,0.5277777777777778,0.504950495049505,0.533410138248848,0.4807692307692308,0.458955223880597,0.5880626223091977,0.5327868852459017,0.56,0.04560260586319218,0.02197802197802198,0.08928571428571429,23.761118170266837,0.48,0.25757575757575757,0.031746031746031744,0.1042296072507553,0.04,0.11607142857142858,0.07224334600760456,0.1072234762979684,0.04904051172707889,0.045454545454545456,0.014778325123152709,0.05555555555555555,0.06896551724137931,0.06220095693779904,0.13440860215053763,0.11610486891385768,0.12138728323699421,0.09803921568627451,0.05741626794258373,0.35294117647058826,0.20967741935483872,0.6593406593406593,0.6741573033707865,0.48333333333333334,0.25806451612903225,0.4642857142857143,0.5098039215686274,0.28846153846153844,0.23963133640552994,0.4423076923076923,0.45098039215686275,0.5652173913043478,0.2692307692307692,0.6428571428571429,0.3333333333333333,0.26119402985074625,0.6,0.5023041474654378,0.47411053240740747,0.48160487804878055,0.4577424242424242,0.12836438923395446,0.16901408450704225,0.1079734219269103,0.32558139534883723,9.277850162866448,0.32867132867132864,73.0,28.0,,26.0,21.0,91.0,26.0,127.0,33.0,1.0,90.0,7.0,2.0,,,,,0.2926267281105991,0.08333333333333333,0.20967741935483872,0.19402985074626866,25.159055118110235,16.0,36.0,1.0,3.0,3.0,7.0,33.0,3.0,13.0,4.0,49.0,4.0,16.0,7.0,135.0,12.0,33.0,,1.0,0.9183673469387755,0.3858267716535433,0.25,0.21212121212121213,0.3888888888888889,0.019230769230769232,0.08294930875576037,0.4444444444444444,0.4444444444444444,0.9375,0.3626373626373626,0.3626373626373626,0.9090909090909091,0.057692307692307696,0.3333333333333333,,0.25,0.23076923076923078,1.0,0.05223880597014925,0.42857142857142855,0.15384615384615385,0.36666666666666664,1.0,2.0,0.015625,,,,,True
2043,1610612760,Mateen Cleaves,Mateen Cleaves,2043,SEA,4567.0,76,-7,144,143,45,46,27.0,287,4.0,9.0,,,3.0,5.0,,1.0,,6.0,4.0,16.0,5.0,16.0,154,,1.0,,,3.0,6.0,8.0,2.0,6.0,,2.0,13.0,3.0,16.0,2.0,2.0,5.0,35.0,,,,2.0,1.0,,3.0,,3.0,,,,,,2.0,,3.0,,,3.0,,2.0,8.0,16.0,,1.0,3.0,,,6.0,,2.0,1.0,1.0,,1.0,,,,,8.0,45,1.0,0.25,0.25,0.25,,0.5,0.2619047619047619,,0.5,0.3333333333333333,,0.5714285714285714,0.125,0.1111111111111111,1.0,15.254237288135593,,,,0.022222222222222223,,0.1,,0.046153846153846156,,,,,,0.09090909090909091,,,0.11764705882352941,,,,0.42857142857142855,0.4444444444444444,0.5,0.25,0.047619047619047616,,,,0.2857142857142857,,,,,,,0.8333333333333334,0.6,0.6666666666666666,0.487447619047619,0.358,0.5187666666666667,0.08695652173913043,0.1111111111111111,,0.5,7.249999999999999,0.3125,2.0,1.0,,1.0,6.0,5.0,,5.0,,,5.0,1.0,,,,,,0.23809523809523808,,0.23809523809523808,,25.580000000000002,,,,,,,1.0,,1.0,,1.0,,1.0,,3.0,,1.0,,,1.0,0.2,,,0.2,,,,,,0.2,0.2,1.0,,,,0.5,,,,,,0.2,,,,,,,,True
951,1610612760,Ray Allen,Ray Allen,951,SEA,67334.0,1122,66,2119,2102,562,560,327.0,4221,46.0,88.0,4.0,11.0,12.0,21.0,27.0,62.0,71.0,148.0,144.0,298.0,123.0,738.0,2388,20.0,38.0,11.0,69.0,28.0,67.0,187.0,114.0,174.0,2.0,20.0,91.0,23.0,114.0,15.0,14.0,29.0,251.0,7.0,22.0,,31.0,58.0,3.0,92.0,29.0,121.0,14.0,40.0,24.0,16.0,49.0,1.0,27.0,23.0,22.0,1.0,72.0,9.0,19.0,24.0,62.0,2.0,12.0,111.0,,6.0,135.0,6.0,41.0,6.0,6.0,,6.0,6.0,1.0,,,187.0,562,6.0,0.3958333333333333,0.3986013986013986,0.48322147651006714,0.5263157894736842,0.417910447761194,0.5491071428571429,0.5272727272727272,0.45714285714285713,0.5883306320907618,0.5583333333333333,0.538235294117647,0.06711409395973154,0.11363636363636363,0.11290322580645161,27.330424434748114,0.6805555555555556,0.04225352112676056,,0.0830945558739255,0.030513176144244106,0.13025210084033614,0.025547445255474453,0.09508547008547008,0.02914572864321608,0.020161290322580645,0.035175879396984924,0.0364963503649635,0.03225806451612903,0.0514018691588785,0.07216494845360824,0.11379310344827587,0.12429378531073447,0.14754098360655737,0.05090909090909091,1.0,0.15714285714285714,0.5227272727272727,0.5897435897435898,0.32608695652173914,0.11071428571428571,0.43548387096774194,0.4909090909090909,0.14814814814814814,0.2642857142857143,0.4797297297297297,0.4896551724137931,0.5352112676056338,0.2,0.36363636363636365,0.25,0.15,0.5714285714285714,0.625,0.4866640933572711,0.43416976744186037,0.47455437956204377,0.07202680067001675,0.12312312312312312,0.09349593495934959,0.25338753387533874,10.983221476510066,0.26521944313355356,59.0,20.0,,19.0,48.0,214.0,59.0,262.0,73.0,2.0,212.0,8.0,2.0,1.0,,,,0.46785714285714286,,0.3821428571428571,0.42142857142857143,25.52595419847328,23.0,48.0,2.0,6.0,7.0,14.0,86.0,4.0,11.0,17.0,109.0,6.0,17.0,24.0,240.0,87.0,86.0,1.0,13.0,0.7339449541284404,0.41603053435114506,0.35294117647058826,0.3287671232876712,0.41923076923076924,0.02027027027027027,0.08571428571428572,0.4791666666666667,0.48936170212765956,0.9565217391304348,0.40186915887850466,0.4056603773584906,0.6744186046511628,0.10909090909090909,0.3333333333333333,1.0,0.2,0.36363636363636365,1.0,0.1,0.5,0.288135593220339,0.4056603773584906,,2.0,0.007575757575757576,3.0,0.011450381679389313,0.020833333333333332,0.009345794392523364,True
2209,1610612760,Vladimir Radmanovic,Vladimir Radmanovic,2209,SEA,14955.0,249,13,496,486,187,223,78.0,982,11.0,19.0,3.0,5.0,3.0,6.0,1.0,4.0,9.0,16.0,21.0,39.0,20.0,116.0,553,7.0,9.0,5.0,22.0,4.0,10.0,45.0,26.0,16.0,4.0,6.0,13.0,2.0,15.0,1.0,5.0,3.0,32.0,2.0,4.0,1.0,11.0,14.0,4.0,29.0,7.0,36.0,1.0,3.0,3.0,,8.0,,6.0,2.0,2.0,,10.0,,2.0,21.0,30.0,1.0,2.0,14.0,,,22.0,2.0,10.0,2.0,2.0,,2.0,2.0,,,,45.0,187,2.0,0.6190476190476191,0.6842105263157895,0.5384615384615384,0.7777777777777778,0.4,0.5217391304347826,0.7083333333333334,0.603448275862069,0.5686274509803921,0.7333333333333333,0.6617647058823529,0.15384615384615385,0.2631578947368421,,19.08006814310051,0.8,0.16666666666666666,0.05555555555555555,0.09655172413793103,0.027210884353741496,0.1774193548387097,0.025,0.12077294685990338,0.02643171806167401,0.015873015873015872,0.08333333333333333,,0.015873015873015872,0.0784313725490196,0.17142857142857143,0.06779661016949153,0.21739130434782608,0.0625,0.02127659574468085,1.0,0.20652173913043478,0.5789473684210527,0.7857142857142857,0.45454545454545453,0.043478260869565216,0.25,0.25,,0.17391304347826086,0.5625,0.6,0.8888888888888888,0.4166666666666667,0.6,,0.20689655172413793,0.5,0.782608695652174,0.5133239130434782,0.51671875,0.5215706896551725,0.1,0.2127659574468085,0.1896551724137931,0.3879310344827586,9.023076923076923,0.37701612903225806,10.0,2.0,,2.0,5.0,45.0,14.0,53.0,19.0,,45.0,1.0,,,,,,0.5760869565217391,0.058823529411764705,0.4891304347826087,0.4827586206896552,25.298113207547168,5.0,8.0,,,4.0,5.0,13.0,1.0,3.0,5.0,18.0,1.0,3.0,9.0,48.0,6.0,13.0,,,0.8888888888888888,0.33962264150943394,0.3333333333333333,0.47368421052631576,0.33962264150943394,0.0625,0.08695652173913043,0.625,0.625,1.0,0.28888888888888886,0.28888888888888886,0.8461538461538461,,,,0.25,0.3333333333333333,1.0,0.1724137931034483,0.8,0.35714285714285715,0.28888888888888886,,,,,,,,True
2248,1610612760,Earl Watson,Earl Watson,2248,SEA,7012.0,117,17,232,228,50,47,35.0,460,5.0,9.0,,,2.0,3.0,3.0,9.0,3.0,9.0,11.0,27.0,5.0,54.0,238,1.0,2.0,,14.0,5.0,11.0,20.0,8.0,14.0,,3.0,14.0,5.0,19.0,4.0,4.0,4.0,43.0,1.0,1.0,,3.0,7.0,,10.0,2.0,12.0,1.0,7.0,1.0,6.0,5.0,2.0,4.0,4.0,1.0,,9.0,1.0,2.0,6.0,10.0,,1.0,7.0,,,6.0,2.0,4.0,,,,,,,,,20.0,50,,0.36363636363636365,0.36363636363636365,0.4074074074074074,0.5,0.45454545454545453,0.5444444444444444,1.0,0.6785714285714286,0.574468085106383,1.0,0.7142857142857143,0.1111111111111111,0.2222222222222222,0.1111111111111111,20.512820512820515,0.5555555555555556,,,0.10606060606060606,0.01282051282051282,0.125,0.041666666666666664,0.1111111111111111,0.0196078431372549,0.045454545454545456,,,,0.05555555555555555,,0.25,0.1875,,0.045454545454545456,,0.2,0.5555555555555556,0.7142857142857143,0.4,0.2,0.3333333333333333,0.375,0.3333333333333333,0.2,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.21428571428571427,0.6666666666666666,0.6,0.5044766666666667,0.49713333333333326,0.4251607142857143,0.0851063829787234,0.13793103448275862,0.25925925925925924,0.37037037037037035,8.622222222222222,0.21551724137931033,1.0,,,,6.0,17.0,3.0,18.0,3.0,,17.0,1.0,1.0,,,,,0.4,0.5,0.37777777777777777,0.21428571428571427,24.827777777777776,,1.0,,,,,9.0,4.0,5.0,3.0,9.0,4.0,5.0,3.0,27.0,,9.0,,,1.0,0.5,0.8,1.0,0.5,,0.022222222222222223,,,,0.5294117647058824,0.5294117647058824,1.0,,,,0.7142857142857143,0.8,1.0,,,1.0,0.5294117647058824,,,,,,,,True
