EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,LostBallSteals,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,HeaveAttempts,LongMidRangeAssists,FTOffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,SecondChanceTurnovers,Technical Free Throw Trips,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,LiveBallTurnoverPct,OffFTReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3Assists,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,LongMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,OffCorner3ReboundPct,BlockedLongMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Clear Path Fouls,Blocked3s,BlockedArc3,on,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101143,1610612753,Travis Diener,Travis Diener,101143,ORL,782.0,13,-1,27,27,4,11,5,54,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,25,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2,2,2,2.0,2.0,1.0,1.0,1.0,4,1.0,1.0,0.5,0.5,0.5,1.0,0.625,1.0,0.625,1.0,0.5,14.705882352941176,0.2857142857142857,0.25,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.47215,0.3802,0.4,21.85,24.15,0.14814814814814814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1499,1610612753,Tony Battie,Tony Battie,1499,ORL,21842.0,364,-106,672,677,150,134,76,1349,8.0,25.0,,1.0,43.0,100.0,,1.0,104.0,766,11.0,24.0,26.0,56.0,,1.0,,31,46,76,5.0,4.0,2.0,11.0,11.0,150,0.6511627906976745,0.8,,,0.43,0.4583333333333333,0.42574257425742573,0.44,0.46017699115044247,0.4642857142857143,0.009900990099009901,16.12483745123537,0.13025210084033614,0.132013201320132,0.15625,0.24752475247524752,0.32,0.32,0.875,0.009900990099009901,,,0.3465346534653465,,0.4514564356435644,0.4947458333333334,0.25,8.099,29.3,0.22321428571428573,20.0,34.0,7.0,14.0,4.0,5.0,15.0,41.0,1.0,18.0,1.0,4.0,9.0,15.0,6.0,24.0,30.0,16.0,5.0,5.0,1.0,6.0,1.0,4.0,1.0,13.0,30.0,9.0,6.0,30.0,5.0,1.0,2.0,2.0,26.0,49.0,2.0,5.0,22.0,4.0,3.0,26.0,2.0,12.0,2.0,12.0,11.0,1.0,12.0,5.0,1.0,2.0,2.0,24.0,6.0,2.0,0.6,0.6,0.631578947368421,0.05,0.11764705882352941,0.024390243902439025,0.3,0.1,0.13846153846153847,0.09554140127388536,0.125,0.14814814814814814,0.05343511450381679,0.109375,0.12727272727272726,0.14285714285714285,0.13043478260869565,0.09615384615384616,0.4166666666666667,0.33663366336633666,0.5882352941176471,0.6666666666666666,0.65,0.40594059405940597,0.36585365853658536,0.375,0.5333333333333333,0.56,0.5,0.04,0.3333333333333333,0.8,0.4451666666666666,0.10810810810810811,0.10909090909090909,0.23076923076923078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
2045,1610612753,Hedo Turkoglu,Hedo Turkoglu,2045,ORL,15094.0,252,11,473,476,219,195,60,949,3.0,14.0,10.0,28.0,15.0,43.0,12.0,33.0,92.0,507,2.0,3.0,8.0,10.0,,27.0,10.0,17,28,33,6.0,5.0,1.0,4.0,10.0,219,0.3333333333333333,0.35714285714285715,0.36363636363636365,0.375,0.3488372093023256,0.6666666666666666,0.4342105263157895,0.5,0.5,0.5,0.4342105263157895,17.89667896678967,0.12056737588652482,0.11855670103092783,0.11627906976744186,0.18421052631578946,0.21428571428571427,0.21428571428571427,,0.3684210526315789,0.35714285714285715,0.35714285714285715,0.7105263157894737,0.37037037037037035,0.48705666666666675,0.5181428571428571,0.08695652173913043,7.590697674418604,25.64848484848485,0.4630021141649049,12.0,21.0,2.0,2.0,6.0,8.0,,8.0,4.0,26.0,4.0,1.0,8.0,17.0,9.0,43.0,20.0,2.0,,16.0,2.0,18.0,2.0,8.0,1.0,38.0,4.0,6.0,5.0,5.0,,1.0,1.0,5.0,11.0,26.0,2.0,1.0,16.0,2.0,2.0,30.0,2.0,10.0,3.0,5.0,3.0,2.0,5.0,4.0,,,,43.0,8.0,1.0,0.47058823529411764,0.4722222222222222,0.524390243902439,,,,0.29411764705882354,0.023668639053254437,0.11320754716981132,0.01932367149758454,0.041666666666666664,,0.02702702702702703,0.15151515151515152,0.1076923076923077,0.14705882352941177,0.05263157894736842,,0.8,0.27631578947368424,0.5714285714285714,0.5714285714285714,0.4166666666666667,0.10526315789473684,,,,0.2857142857142857,1.0,0.5714285714285714,0.2222222222222222,0.75,0.49675000000000014,0.11904761904761904,0.19607843137254902,0.4673913043478261,2.0,5.0,2.0,4.0,1.0,4.0,15.0,1.0,6.0,19.0,36.0,1.0,7.0,1.0,6.0,3.0,3.0,1.0,6.0,1.0,0.25,0.3157894736842105,0.6,0.043478260869565216,0.06578947368421052,0.4,0.4,1.0,1.0,0.5,0.25,1.0,0.1111111111111111,0.5,0.4166666666666667,0.26666666666666666,,,,,,,,,,,,,,,,True,,,,,,,,
255,1610612753,Grant Hill,Grant Hill,255,ORL,36763.0,613,-45,1153,1154,342,330,136,2307,42.0,99.0,1.0,4.0,117.0,235.0,2.0,8.0,318.0,1261,9.0,24.0,27.0,78.0,3.0,2.0,1.0,45,65,80,24.0,14.0,7.0,18.0,35.0,342,0.3333333333333333,0.3391304347826087,0.25,0.3333333333333333,0.4978723404255319,0.375,0.49382716049382713,0.375,0.5501730103806228,0.46551724137931033,0.03292181069958848,24.60136674259681,0.12162162162162163,0.11958762886597939,0.07207207207207207,0.4074074074074074,0.42424242424242425,0.4329896907216495,0.40476190476190477,0.01646090534979424,0.25,0.25,0.37037037037037035,0.5,0.46098547717842336,0.45392727272727273,0.08490566037735849,9.900425531914895,28.575,0.2966175195143105,53.0,82.0,4.0,9.0,18.0,26.0,22.0,54.0,,78.0,,9.0,30.0,60.0,37.0,103.0,156.0,4.0,20.0,43.0,5.0,48.0,3.0,29.0,5.0,101.0,12.0,13.0,7.0,15.0,1.0,10.0,2.0,7.0,26.0,50.0,1.0,7.0,88.0,2.0,16.0,102.0,10.0,42.0,14.0,6.0,4.0,2.0,6.0,3.0,,,3.0,103.0,3.0,12.0,0.5,0.5,0.5988372093023255,0.0851063829787234,0.13414634146341464,0.12962962962962962,0.175,0.0262582056892779,0.11304347826086956,0.029469548133595286,0.02127659574468085,0.032520325203252036,0.025906735751295335,0.11458333333333333,0.15950920245398773,0.13157894736842105,0.07692307692307693,0.009900990099009901,0.5,0.3374485596707819,0.6463414634146342,0.7464788732394366,0.33962264150943394,0.2222222222222222,0.4074074074074074,0.46808510638297873,0.18181818181818182,0.375,0.4444444444444444,,0.3939393939393939,0.6923076923076923,0.4882546874999999,0.15272727272727274,0.15730337078651685,0.3238993710691824,1.0,4.0,1.0,2.0,,1.0,4.0,,2.0,6.0,3.0,2.0,9.0,,17.0,8.0,9.0,2.0,,0.5,,0.3333333333333333,0.4857142857142857,,0.01646090534979424,0.25,0.25,,1.0,0.25,,,0.030303030303030304,0.5,0.06060606060606061,0.25,2.0,3.0,1.0,0.020202020202020204,0.057692307692307696,0.075,,,,,,,,,,True,,,,,,,,
2730,1610612753,Dwight Howard,Dwight Howard,2730,ORL,28612.0,477,-34,892,888,259,237,105,1780,1.0,8.0,,,74.0,143.0,,,194.0,977,17.0,26.0,40.0,78.0,,,,75,109,150,15.0,9.0,1.0,17.0,29.0,259,0.527027027027027,0.6,,,0.5174825174825175,0.6538461538461539,0.5174825174825175,0.6538461538461539,0.5511363636363636,0.6451612903225806,,20.13752455795678,0.2516778523489933,0.2616580310880829,0.21348314606741572,0.055944055944055944,0.125,0.125,1.0,,,,0.6013986013986014,,0.4996146853146852,0.5484038461538462,0.20618556701030927,3.558741258741259,,0.29035874439461884,56.0,86.0,17.0,25.0,8.0,16.0,17.0,49.0,,46.0,,6.0,10.0,34.0,17.0,37.0,70.0,18.0,17.0,16.0,1.0,17.0,1.0,10.0,3.0,35.0,38.0,26.0,8.0,41.0,4.0,6.0,4.0,6.0,22.0,43.0,4.0,5.0,72.0,4.0,4.0,75.0,9.0,32.0,10.0,16.0,13.0,3.0,16.0,11.0,1.0,1.0,4.0,37.0,4.0,8.0,0.29411764705882354,0.29411764705882354,0.39361702127659576,0.11888111888111888,0.16279069767441862,0.061224489795918366,0.34782608695652173,0.1046831955922865,0.29545454545454547,0.10152284263959391,0.14782608695652175,0.052083333333333336,0.10526315789473684,0.25301204819277107,0.2777777777777778,0.32142857142857145,0.25,0.07692307692307693,0.6875,0.6013986013986014,0.6511627906976745,0.7777777777777778,0.5892857142857143,0.34265734265734266,0.3469387755102041,0.3695652173913043,0.29411764705882354,0.9615384615384616,0.68,,0.47058823529411764,0.5,0.4783529411764705,0.1927710843373494,0.1927710843373494,0.19072164948453607,,,,,,,,,,,,,3.0,1.0,12.0,6.0,6.0,5.0,,,,,0.41379310344827586,0.02857142857142857,,,,,,0.23529411764705882,,,,,,,,2.0,2.0,,0.06451612903225806,0.045454545454545456,2.0,1.0,0.1111111111111111,,,,,,,True,,,,,,,,
2052,1610612753,DeShawn Stevenson,DeShawn Stevenson,2052,ORL,21077.0,351,-60,663,662,132,132,78,1325,19.0,50.0,,,48.0,113.0,,,118.0,744,5.0,14.0,10.0,70.0,,,,11,18,23,9.0,6.0,1.0,7.0,14.0,132,0.7291666666666666,0.7291666666666666,,,0.4247787610619469,0.35714285714285715,0.4247787610619469,0.35714285714285715,0.4645669291338583,0.35714285714285715,,18.503937007874015,0.046610169491525424,0.06040268456375839,0.027777777777777776,0.4424778761061947,0.38,0.38,0.7894736842105263,,,,0.48672566371681414,,0.5008380530973452,0.5330384615384616,0.0847457627118644,8.928318584070796,,0.19909502262443438,29.0,55.0,5.0,10.0,7.0,12.0,,8.0,,22.0,,,8.0,21.0,7.0,23.0,26.0,,8.0,20.0,1.0,21.0,1.0,12.0,1.0,43.0,4.0,7.0,,5.0,1.0,3.0,,4.0,11.0,25.0,,4.0,24.0,,3.0,32.0,4.0,16.0,2.0,4.0,1.0,,4.0,3.0,,,,23.0,3.0,2.0,0.38095238095238093,0.38095238095238093,0.46,0.07079646017699115,0.12727272727272726,0.125,,0.013937282229965157,0.11290322580645161,0.013468013468013467,0.021052631578947368,,0.01680672268907563,0.031746031746031744,0.06930693069306931,0.09090909090909091,0.16666666666666666,0.017543859649122806,0.75,0.48672566371681414,0.5272727272727272,0.6041666666666666,0.6896551724137931,0.07079646017699115,,,,0.7142857142857143,0.5,,0.5714285714285714,0.5833333333333334,0.5153619047619047,0.128,0.128,0.19491525423728814,,,,,,,,,,,,,7.0,1.0,7.0,3.0,4.0,1.0,,,,,0.5,0.041666666666666664,,,,,,0.6,,,,,,,,,1.0,,,,1.0,,,3.0,,,,,,True,,,,,,,,
1509,1610612753,Kelvin Cato,Kelvin Cato,1509,ORL,838.0,14,-2,28,30,1,6,3,58,,1.0,,,1.0,3.0,,,2.0,27,,,,2.0,,,,2,4,6,1.0,1.0,,1.0,2.0,1,1.0,1.0,,,0.3333333333333333,,0.3333333333333333,,0.25,,,17.64705882352941,0.18181818181818182,0.1875,,0.3333333333333333,,,,,,,0.3333333333333333,,0.4633,,,8.266666666666667,,0.03571428571428571,1.0,1.0,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,2.0,1.0,1.0,2.0,,,,1.0,5.0,6.0,,1.0,2.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,0.5,0.14285714285714285,0.2,0.13333333333333333,0.16666666666666666,,0.25,0.3333333333333333,0.2,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1727,1610612753,Pat Garrity,Pat Garrity,1727,ORL,7730.0,129,6,241,239,61,63,31,480,2.0,7.0,2.0,13.0,5.0,10.0,3.0,16.0,22.0,262,2.0,4.0,7.0,4.0,,13.0,2.0,6,10,17,1.0,1.0,,3.0,5.0,61,0.4,0.6666666666666666,0.1875,0.1875,0.5,0.5,0.36538461538461536,0.3333333333333333,0.4074074074074074,0.5,0.6153846153846154,11.552346570397113,0.09523809523809523,0.0975609756097561,0.13043478260869565,0.2692307692307692,0.2857142857142857,0.2857142857142857,1.0,0.5,0.15384615384615385,0.15384615384615385,0.6538461538461539,0.15384615384615385,0.49205192307692314,0.46955,0.3181818181818182,15.909999999999997,24.96875,0.25311203319502074,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,3.0,2.0,3.0,,1.0,2.0,2.0,6.0,4.0,,2.0,1.0,3.0,1.0,2.0,,7.0,5.0,2.0,2.0,7.0,,,,3.0,7.0,14.0,1.0,2.0,4.0,,,3.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,0.16666666666666666,,,,0.18181818181818182,0.0625,0.10526315789473684,0.06862745098039216,0.041666666666666664,0.13043478260869565,0.030303030303030304,0.07692307692307693,0.07407407407407407,0.15384615384615385,,,,0.038461538461538464,1.0,1.0,,0.07692307692307693,1.0,1.0,,0.16666666666666666,1.0,0.16666666666666666,,,0.47542999999999996,0.038461538461538464,0.1,0.09090909090909091,1.0,3.0,,1.0,,,3.0,,,4.0,9.0,,,,2.0,1.0,1.0,,,1.0,,,0.4,,0.11538461538461539,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,0.2,,0.6,,,2.0,,,0.09090909090909091,0.0625,,,0.16666666666666666,,1.0,0.16666666666666666,,,,True,,,,,,,,
2039,1610612753,Keyon Dooling,Keyon Dooling,2039,ORL,7523.0,125,-20,244,242,58,78,25,486,6.0,19.0,,,19.0,40.0,,,55.0,260,1.0,1.0,2.0,4.0,,,,5,7,8,7.0,6.0,1.0,3.0,9.0,58,0.10526315789473684,0.10526315789473684,,,0.475,1.0,0.475,1.0,0.5612244897959183,1.0,,21.323529411764703,0.07462686567164178,0.07692307692307693,0.09090909090909091,0.475,0.3157894736842105,0.3157894736842105,,,,,0.375,,0.4659874999999999,0.5045,0.03636363636363636,10.622499999999999,,0.23770491803278687,11.0,15.0,1.0,1.0,4.0,4.0,2.0,6.0,,17.0,,,6.0,9.0,9.0,21.0,34.0,,2.0,13.0,1.0,14.0,1.0,8.0,2.0,29.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,4.0,10.0,,1.0,21.0,,3.0,19.0,1.0,6.0,4.0,1.0,,,1.0,,,,,21.0,2.0,3.0,0.6666666666666666,0.6666666666666666,0.75,0.05,0.06666666666666667,0.16666666666666666,,0.01,0.08333333333333333,0.009259259259259259,,0.041666666666666664,,0.125,0.034482758620689655,0.1111111111111111,,0.05263157894736842,,0.375,0.7333333333333333,0.7857142857142857,0.18181818181818182,0.15,0.3333333333333333,0.4,,1.0,1.0,,0.4444444444444444,1.0,0.4027,0.13333333333333333,0.13333333333333333,0.38181818181818183,,,,,,,,,,,,,3.0,,6.0,4.0,2.0,2.0,,,,,0.6666666666666666,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,True,,,,,,,,
2435,1610612753,Mario Kasun,Mario Kasun,2435,ORL,2980.0,50,6,101,96,27,47,15,197,,,,,8.0,14.0,,,18.0,112,4.0,4.0,8.0,8.0,,,,6,10,14,,,,1.0,1.0,27,0.5,0.6666666666666666,,,0.5714285714285714,1.0,0.5714285714285714,1.0,0.6,1.0,,13.793103448275863,0.2608695652173913,0.25806451612903225,0.3333333333333333,,,,,,,,0.9285714285714286,,0.5125214285714286,0.6327,0.4444444444444444,1.6928571428571426,,0.26732673267326734,7.0,13.0,4.0,4.0,2.0,4.0,1.0,1.0,,2.0,,,3.0,5.0,,6.0,8.0,4.0,2.0,,,,,,,,4.0,2.0,2.0,4.0,,,1.0,,12.0,24.0,2.0,,2.0,,,3.0,1.0,2.0,,,,,,,,,,6.0,5.0,,0.6,0.6,0.6,0.14285714285714285,0.15384615384615385,,0.2857142857142857,0.10526315789473684,0.25,0.10256410256410256,0.06666666666666667,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.18181818181818182,0.2,0.3333333333333333,,,0.9285714285714286,0.5384615384615384,0.6363636363636364,0.42857142857142855,0.07142857142857142,1.0,1.0,1.0,1.0,1.0,,0.8,0.5,0.4768,0.13333333333333333,0.13333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
