EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,FTDefRebounds,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Technical Free Throw Trips,DefFTReboundPct,DefThreePtReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,FTOffRebounds,3SecondViolations,OffFTReboundPct,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Clear Path Fouls,OffensiveGoaltends,Defensive 3 Seconds Violations,OffArc3ReboundPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,Corner3PctBlocked,SecondChanceArc3PctAssisted,on,Blocked3s,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes,BlockedArc3
101110,1610612757,Martell Webster,Martell Webster,101110,POR,18813.0,314,-89,553,542,127,125,85,1095,13.0,21,6.0,9.0,1.0,5.0,1.0,7.0,6.0,30.0,8.0,17.0,1.0,2.0,2.0,9.0,30.0,1.0,2.0,1.0,3.0,20.0,58,17.0,47.0,18.0,109.0,624,6.0,12.0,2.0,4.0,5.0,23.0,2.0,11.0,1.0,5.0,6.0,13.0,18.0,22.0,42.0,9.0,10.0,30.0,9.0,7.0,10.0,10.0,1.0,2.0,7.0,20.0,2.0,8.0,22,22,10.0,32,4.0,5.0,3.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,8.0,24.0,1.0,1.0,19.0,1.0,3.0,22.0,2.0,8.0,4.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,13.0,127,3.0,4.0,0.45,0.6,0.8235294117647058,0.3617021276595745,0.5,0.2,0.3617021276595745,0.3448275862068966,0.5,0.18181818181818182,0.43333333333333335,0.5625,0.21875,0.47391304347826085,0.6388888888888888,0.325,0.44761904761904764,0.1206896551724138,0.14285714285714285,0.2857142857142857,0.06666666666666667,18.15431164901664,0.2,0.09821428571428571,0.03187250996015936,0.03278688524590164,0.08365019011406843,0.03205128205128205,0.024691358024691357,0.037037037037037035,0.034482758620689655,0.1111111111111111,0.10588235294117647,0.10909090909090909,0.08333333333333333,0.06779661016949153,0.5,0.2,0.6190476190476191,0.7222222222222222,0.3076923076923077,0.06666666666666667,0.14285714285714285,0.2,0.2857142857142857,0.2,0.21428571428571427,0.8333333333333334,0.1619047619047619,0.47058823529411764,0.47058823529411764,1.0,0.2857142857142857,0.3,0.3,0.6666666666666666,0.5625,0.6666666666666666,0.16666666666666666,0.125,0.5,1.0,0.125,0.5,0.3125,0.2,0.125,0.1875,0.3333333333333333,0.6476190476190476,0.3,0.5053999999999998,0.5276269230769232,0.465196875,0.07207207207207207,0.125,0.21100917431192662,0.11926605504587157,10.872413793103451,24.29148936170213,0.22965641952983726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101127,1610612757,Jarrett Jack,Jarrett Jack,101127,POR,21760.0,363,-60,638,634,227,194,88,1272,12.0,23,1.0,2.0,4.0,8.0,12.0,18.0,13.0,38.0,3.0,6.0,,,3.0,4.0,12.0,,,1.0,5.0,37.0,79,7.0,18.0,20.0,115.0,715,2.0,5.0,,,2.0,6.0,15.0,26.0,1.0,8.0,9.0,42.0,10.0,64.0,21.0,,2.0,12.0,4.0,3.0,37.0,46.0,15.0,10.0,12.0,101.0,,6.0,14,24,6.0,30,,15.0,8.0,7.0,16.0,,12.0,7.0,23.0,6.0,15.0,27.0,,4.0,27.0,,4.0,23.0,2.0,8.0,4.0,,,,,,,,42.0,227,4.0,3.0,0.13513513513513514,0.1388888888888889,1.0,0.3888888888888889,,0.125,0.3888888888888889,0.46835443037974683,0.4,0.5769230769230769,0.4896907216494845,0.4,0.4852941176470588,0.5373831775700935,0.5,0.5526315789473685,0.18556701030927836,0.0379746835443038,0.08695652173913043,,0.02631578947368421,17.52021563342318,0.6956521739130435,0.05223880597014925,0.022556390977443608,,0.0672782874617737,0.019672131147540985,0.036585365853658534,,0.024793388429752067,,0.031914893617021274,0.043478260869565216,0.0761904761904762,,,0.23711340206185566,0.5217391304347826,0.5714285714285714,0.08333333333333333,0.18556701030927836,0.6666666666666666,0.6666666666666666,0.3917525773195876,0.34210526315789475,0.35135135135135137,0.3076923076923077,0.061855670103092786,0.5,0.5,1.0,0.12371134020618557,0.3333333333333333,0.3333333333333333,1.0,0.4,0.5,,,,,,,0.23529411764705882,0.5,0.08823529411764706,0.14705882352941177,0.2,0.422680412371134,0.3333333333333333,0.4540159793814435,0.41753999999999997,0.45463235294117643,0.07766990291262135,0.09411764705882353,0.05217391304347826,0.3652173913043478,11.207594936708864,24.383333333333333,0.3557993730407524,9.0,6.0,3.0,8.0,2.0,4.0,1.0,1.0,2.0,1.0,0.09523809523809523,0.13559322033898305,0.11904761904761904,0.17647058823529413,,,,,,,,,,,,,,,,,,True,,,,,,
1520,1610612757,Charles Smith,Charles Smith,1520,POR,4206.0,70,12,127,129,24,24,9,256,3.0,4,,,,,,,4.0,9.0,1.0,4.0,,,1.0,4.0,7.0,,,,2.0,7.0,13,5.0,11.0,,29.0,117,,,,,,,1.0,1.0,,3.0,,2.0,12.0,2.0,15.0,,,7.0,4.0,1.0,3.0,4.0,2.0,,1.0,9.0,,,4,4,,4,,2.0,2.0,,,,,,,,3.0,9.0,,,2.0,,,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,2.0,24,1.0,,0.8571428571428571,0.8571428571428571,1.0,0.45454545454545453,,,0.45454545454545453,0.5384615384615384,,1.0,0.6041666666666666,,0.25,0.6041666666666666,,0.25,0.4583333333333333,0.07692307692307693,0.25,,,17.64705882352941,,0.07692307692307693,,,0.06153846153846154,,,,,,0.125,0.06666666666666667,0.047619047619047616,,1.0,0.16666666666666666,0.75,1.0,0.6666666666666666,,,,0.375,0.4444444444444444,0.4444444444444444,1.0,0.16666666666666666,0.25,0.25,1.0,0.2916666666666667,0.5714285714285714,0.5714285714285714,1.0,,,,,,,,,,,0.25,0.5,,0.625,0.5714285714285714,0.5163625000000001,,0.49698749999999997,0.041666666666666664,0.07692307692307693,,0.06896551724137931,12.669230769230769,24.227272727272727,0.1889763779527559,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1739,1610612757,Ruben Patterson,Ruben Patterson,1739,POR,17823.0,297,-10,518,526,185,175,75,1044,40.0,59,11.0,15.0,12.0,20.0,10.0,29.0,,3.0,,,,,,,1.0,,,,,50.0,91,,1.0,27.0,127.0,563,11.0,19.0,,,2.0,24.0,15.0,31.0,,,11.0,41.0,50.0,50.0,,,16.0,1.0,,9.0,13.0,18.0,11.0,,2.0,41.0,,14.0,15,21,15.0,36,2.0,7.0,6.0,1.0,11.0,,5.0,10.0,21.0,12.0,7.0,21.0,1.0,3.0,34.0,1.0,2.0,42.0,4.0,19.0,4.0,4.0,1.0,,3.0,4.0,3.0,,41.0,185,3.0,3.0,0.5,0.5952380952380952,,,,,,0.5494505494505495,0.5789473684210527,0.4838709677419355,0.5434782608695652,0.5789473684210527,0.4838709677419355,0.5720720720720721,0.5714285714285714,0.5394736842105263,0.010869565217391304,0.0989010989010989,0.06779661016949153,0.1724137931034483,,21.46341463414634,0.5238095238095238,0.07009345794392523,0.06334841628959276,,0.07894736842105263,0.056451612903225805,0.036585365853658534,0.1346153846153846,0.04597701149425287,,0.07936507936507936,0.06349206349206349,0.06818181818181818,0.0625,0.75,0.6413043478260869,0.6779661016949152,0.7272727272727273,0.475,0.31521739130434784,0.3448275862068966,0.4166666666666667,0.03260869565217391,,,,,,,,0.010869565217391304,,,,0.7894736842105263,0.7333333333333333,0.2727272727272727,,,,,,0.6451612903225806,0.6,,,,0.6521739130434783,,0.5105842391304348,0.5081684210526316,0.5117096774193548,0.17757009345794392,0.1792452830188679,0.1889763779527559,0.3228346456692913,2.987912087912089,34.2,0.35714285714285715,5.0,3.0,2.0,6.0,,6.0,2.0,1.0,1.0,,,0.11538461538461539,0.13513513513513514,0.06666666666666667,1.0,1.0,0.04,0.6,,,,,,,,,,,,,,True,,,,,,
2038,1610612757,Joel Przybilla,Joel Przybilla,2038,POR,83727.0,1395,-237,2477,2482,628,565,346,4959,111.0,176,39.0,65.0,26.0,39.0,19.0,58.0,1.0,5.0,,,,,,,,,,,,131.0,239,,,82.0,344.0,2781,40.0,68.0,,,19.0,99.0,26.0,45.0,,,28.0,80.0,176.0,86.0,,,60.0,,,35.0,37.0,43.0,15.0,8.0,14.0,92.0,17.0,123.0,172,245,146.0,391,7.0,20.0,18.0,2.0,27.0,3.0,17.0,49.0,76.0,15.0,61.0,149.0,14.0,22.0,128.0,19.0,3.0,154.0,11.0,72.0,11.0,130.0,108.0,3.0,19.0,130.0,83.0,22.0,80.0,628,16.0,9.0,0.6717557251908397,0.8712871287128713,,,,,,0.5481171548117155,0.5882352941176471,0.5777777777777777,0.5481171548117155,0.5882352941176471,0.5777777777777777,0.5530546623794212,0.5892857142857143,0.5633802816901409,,0.14644351464435146,0.14772727272727273,0.15517241379310345,,13.40027700831025,0.35526315789473684,0.17269076305220885,0.12287712287712288,0.0913978494623656,0.1804757998359311,0.11794439764111204,0.14285714285714285,0.11462450592885376,0.11363636363636363,0.15789473684210525,0.11764705882352941,0.19391634980988592,0.21010638297872342,0.0958904109589041,0.6384615384615384,0.7364016736401674,0.6306818181818182,0.74,0.6846846846846847,0.24267782426778242,0.3275862068965517,0.3877551020408163,0.02092050209205021,0.2,0.2,1.0,,,,,,,,,0.9558823529411765,0.6,0.1794871794871795,,,,,,0.8666666666666667,0.6666666666666666,,,,0.7364016736401674,,0.5221456066945608,0.5658671875000001,0.545091111111111,0.24,0.24,0.2877906976744186,0.23255813953488372,2.3535564853556483,,0.25353249899071456,6.0,3.0,3.0,48.0,25.0,10.0,3.0,7.0,8.0,,0.352112676056338,0.21524663677130046,0.22485207100591717,0.18518518518518517,6.0,7.0,0.05825242718446602,0.5789473684210527,4.0,1.0,2.0,6.0,0.06201550387596899,,,,,,,,,True,,,,,,
1730,1610612757,Brian Skinner,Brian Skinner,1730,POR,488.0,8,-1,16,14,8,6,1,30,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,11.76470588235294,,0.3333333333333333,,,0.2,,,,,,0.5,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.588,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
2413,1610612757,Juan Dixon,Juan Dixon,2413,POR,39937.0,666,-50,1191,1189,304,296,174,2380,31.0,62,4.0,7.0,8.0,12.0,22.0,47.0,57.0,133.0,7.0,14.0,1.0,1.0,6.0,12.0,32.0,,1.0,3.0,12.0,110.0,242,19.0,46.0,51.0,328.0,1289,11.0,23.0,1.0,2.0,9.0,34.0,29.0,55.0,5.0,18.0,21.0,94.0,104.0,116.0,48.0,9.0,4.0,32.0,12.0,13.0,48.0,57.0,27.0,8.0,13.0,123.0,1.0,14.0,33,45,15.0,60,4.0,26.0,13.0,13.0,23.0,3.0,11.0,16.0,39.0,4.0,23.0,57.0,3.0,3.0,56.0,1.0,1.0,61.0,8.0,26.0,7.0,1.0,,,1.0,1.0,,,94.0,304,11.0,7.0,0.4727272727272727,0.48148148148148145,0.8421052631578947,0.41304347826086957,0.5,0.2777777777777778,0.41304347826086957,0.45454545454545453,0.4782608695652174,0.5272727272727272,0.4809027777777778,0.5,0.5,0.5191693290734825,0.5666666666666667,0.5602409638554217,0.1597222222222222,0.05371900826446281,0.14516129032258066,0.0425531914893617,0.015037593984962405,25.196850393700785,0.5897435897435898,0.07066381156316917,0.027777777777777776,0.012658227848101266,0.07130434782608695,0.025728987993138937,0.01948051948051948,0.05263157894736842,0.018433179723502304,,0.0784313725490196,0.047244094488188976,0.08021390374331551,0.027972027972027972,,0.2152777777777778,0.5,0.5849056603773585,0.3548387096774194,0.16319444444444445,0.46808510638297873,0.4888888888888889,0.4618055555555556,0.42857142857142855,0.4351145038167939,0.5087719298245614,0.04861111111111111,0.5,0.5,0.8571428571428571,0.1111111111111111,0.375,0.375,0.8333333333333334,0.28,0.5714285714285714,0.5,0.04,1.0,1.0,0.04,,0.1643835616438356,0.6666666666666666,0.0821917808219178,0.1643835616438356,0.25,0.375,0.375,0.45603124999999994,0.4375886363636364,0.45245410958904103,0.08496732026143791,0.1,0.10365853658536585,0.2865853658536585,12.23884297520661,24.691304347826087,0.25524769101595296,9.0,8.0,1.0,8.0,4.0,12.0,2.0,4.0,1.0,3.0,0.1,0.07407407407407407,0.06172839506172839,0.1111111111111111,,,,0.5454545454545454,3.0,,,1.0,0.01818181818181818,2.0,0.3333333333333333,,,,,,,True,,,,,,
2742,1610612757,Sebastian Telfair,Sebastian Telfair,2742,POR,38175.0,636,-161,1144,1148,325,257,155,2292,35.0,63,1.0,5.0,16.0,24.0,6.0,20.0,19.0,70.0,5.0,15.0,,2.0,3.0,16.0,47.0,,5.0,5.0,17.0,60.0,153,21.0,62.0,44.0,227.0,1302,1.0,9.0,,7.0,1.0,3.0,21.0,52.0,6.0,20.0,18.0,78.0,12.0,108.0,48.0,15.0,,47.0,16.0,15.0,86.0,100.0,37.0,10.0,39.0,214.0,1.0,2.0,32,44,4.0,48,,18.0,10.0,8.0,23.0,6.0,19.0,18.0,41.0,13.0,23.0,64.0,1.0,4.0,52.0,,4.0,56.0,10.0,26.0,6.0,2.0,2.0,,,2.0,1.0,,78.0,325,6.0,6.0,0.1,0.1,0.7619047619047619,0.3387096774193548,,0.3,0.3387096774193548,0.39215686274509803,0.1111111111111111,0.40384615384615385,0.4255813953488372,0.0625,0.4166666666666667,0.47468354430379744,0.08823529411764706,0.4583333333333333,0.28837209302325584,0.09803921568627451,0.1746031746031746,0.2,,20.996978851963746,0.5609756097560976,0.07158836689038031,0.0044742729306487695,0.010101010101010102,0.0740072202166065,0.005494505494505495,0.014388489208633094,,,0.03225806451612903,0.08,0.0423728813559322,0.08441558441558442,,0.5,0.2930232558139535,0.5555555555555556,0.6730769230769231,0.08571428571428572,0.09302325581395349,0.3,0.375,0.32558139534883723,0.2714285714285714,0.2714285714285714,0.15789473684210525,0.06976744186046512,0.3333333333333333,0.3333333333333333,1.0,0.2186046511627907,0.3404255319148936,0.34782608695652173,0.6875,0.3125,0.2,,0.125,,,0.3125,,0.3333333333333333,0.6666666666666666,0.041666666666666664,0.2361111111111111,0.29411764705882354,0.5813953488372093,0.3404255319148936,0.4942072093023257,0.5047730769230769,0.47822013888888887,0.11255411255411256,0.15384615384615385,0.013215859030837005,0.3436123348017621,9.755555555555555,24.625806451612902,0.2840909090909091,14.0,4.0,10.0,9.0,3.0,4.0,,2.0,6.0,2.0,0.09090909090909091,0.08411214953271028,0.07317073170731707,0.12,1.0,,0.02,,1.0,1.0,,,,1.0,0.3333333333333333,1.0,0.016129032258064516,0.02127659574468085,,,,True,,,,,,
2216,1610612757,Zach Randolph,Zach Randolph,2216,POR,67704.0,1128,-189,1994,1997,445,387,286,3991,83.0,167,32.0,56.0,23.0,44.0,52.0,153.0,97.0,210.0,2.0,5.0,,1.0,5.0,,14.0,,,,4.0,232.0,530,2.0,19.0,93.0,563.0,2257,45.0,92.0,,1.0,10.0,100.0,50.0,110.0,2.0,9.0,41.0,147.0,226.0,238.0,6.0,,56.0,12.0,,53.0,41.0,65.0,27.0,4.0,10.0,154.0,9.0,67.0,149,175,77.0,252,21.0,22.0,17.0,5.0,41.0,5.0,24.0,29.0,70.0,13.0,23.0,69.0,6.0,9.0,124.0,8.0,4.0,129.0,16.0,54.0,15.0,8.0,5.0,,3.0,8.0,6.0,,147.0,445,5.0,14.0,0.4870689655172414,0.553921568627451,1.0,0.10526315789473684,,0.2222222222222222,0.11764705882352941,0.4377358490566038,0.4891304347826087,0.45454545454545453,0.42805100182149364,0.4838709677419355,0.44537815126050423,0.462624584717608,0.5050505050505051,0.5034722222222222,0.03460837887067395,0.1,0.17964071856287425,0.13071895424836602,0.014285714285714285,28.742514970059883,0.5857142857142857,0.18813131313131312,0.08150851581508516,0.061224489795918366,0.17133956386292834,0.0784313725490196,0.108,0.1031390134529148,0.04871060171919771,0.08888888888888889,0.18055555555555555,0.23267326732673269,0.16556291390728478,0.08139534883720931,0.75,0.30418943533697634,0.49700598802395207,0.6058394160583942,0.40963855421686746,0.2786885245901639,0.33986928104575165,0.39097744360902253,0.3825136612021858,0.46190476190476193,0.46859903381642515,0.5979381443298969,0.009107468123861567,0.4,0.4,1.0,0.025500910746812388,,,,0.6021505376344086,0.5714285714285714,0.125,0.010752688172043012,,,,,0.3697478991596639,0.5227272727272727,0.04201680672268908,0.03361344537815126,,0.33879781420765026,,0.44133053016453383,0.5072,0.4566521367521367,0.0919931856899489,0.09507042253521127,0.17761989342806395,0.261101243339254,9.54509433962264,26.699999999999996,0.22316950852557674,24.0,22.0,2.0,16.0,10.0,17.0,1.0,4.0,7.0,7.0,0.18518518518518517,0.0935672514619883,0.08396946564885496,0.125,1.0,3.0,0.01282051282051282,0.40384615384615385,1.0,,1.0,,0.049019607843137254,2.0,0.4,,,,2.0,,,True,,,,,,
2566,1610612757,Travis Outlaw,Travis Outlaw,2566,POR,12380.0,206,-53,368,377,145,138,41,745,12.0,16,4.0,5.0,3.0,5.0,4.0,7.0,13.0,38.0,1.0,3.0,,1.0,1.0,,5.0,,,,,29.0,61,1.0,8.0,16.0,77.0,417,4.0,8.0,,1.0,4.0,12.0,6.0,23.0,1.0,1.0,7.0,22.0,36.0,22.0,3.0,,4.0,5.0,,3.0,4.0,8.0,1.0,1.0,2.0,20.0,2.0,4.0,18,26,6.0,32,,8.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,10.0,18.0,,,14.0,,,21.0,1.0,10.0,1.0,8.0,4.0,1.0,3.0,8.0,3.0,1.0,22.0,145,3.0,1.0,0.6206896551724138,0.6666666666666666,1.0,0.125,,1.0,0.125,0.47540983606557374,0.5,0.2608695652173913,0.4420289855072464,0.4444444444444444,0.3125,0.4873417721518987,0.5454545454545454,0.3793103448275862,0.11594202898550725,0.04918032786885246,0.0625,,0.05263157894736842,19.951923076923077,0.75,0.1111111111111111,0.028169014084507043,0.07692307692307693,0.1319796954314721,0.03571428571428571,,0.03225806451612903,0.04285714285714286,,0.08928571428571429,0.0851063829787234,0.15254237288135594,,0.375,0.2318840579710145,0.75,0.8,0.75,0.10144927536231885,0.5714285714285714,0.5714285714285714,0.5507246376811594,0.34210526315789475,0.3611111111111111,0.5384615384615384,0.043478260869565216,0.3333333333333333,0.3333333333333333,1.0,0.07246376811594203,,,,0.5555555555555556,0.8,0.25,0.1111111111111111,,,,,0.20833333333333334,0.6,0.041666666666666664,,,0.34782608695652173,,0.4528768115942029,0.49246875,0.4460875,0.1282051282051282,0.14285714285714285,0.15584415584415584,0.2857142857142857,12.704918032786885,24.425,0.39402173913043476,4.0,2.0,2.0,8.0,,2.0,,,2.0,,,0.22857142857142856,0.2692307692307692,0.1111111111111111,,,,0.5,,,,,0.11764705882352941,1.0,1.0,1.0,0.125,0.2,,,,True,,,,,,
