EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,FTOffRebounds,LostBallOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Corner3FGM,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,LongMidRangeAssists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,3SecondViolations,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,Fg3aBlocked,SelfOReb,Technical Free Throw Trips,BlockedLongMidRange,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,SelfORebPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,PtsUnassisted3s,HeaveAttempts,Clear Path Fouls,BlockedShortMidRange,OffensiveGoaltends,OffCorner3ReboundPct,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,BlockedArc3,on,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveMakes
1000,1610612748,Shandon Anderson,Shandon Anderson,1000,MIA,5333.0,89,-16,172,174,43,71,16.0,346,1.0,2.0,1.0,1.0,2.0,1.0,9.0,1.0,1.0,1.0,3,13,2.0,6,168,1.0,1.0,1.0,6.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,12.0,1.0,2.0,4.0,1.0,7.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,5,6.0,10.0,1,1.0,1.0,1.0,1.0,43,3.0,1.0,1.0,0.23076923076923078,0.2,0.2,0.13333333333333333,10.582010582010582,0.8,0.2,0.08,0.015625,0.10526315789473684,0.08695652173913043,0.012658227848101266,0.07692307692307693,0.13793103448275862,0.14285714285714285,0.13333333333333333,0.5,0.5,1.0,0.13333333333333333,0.5,0.5,1.0,0.6,0.1111111111111111,0.1111111111111111,1.0,0.06666666666666667,0.06666666666666667,1.0,0.5,0.26666666666666666,0.42223,0.5455,0.449625,14.569230769230769,24.2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
101134,1610612748,Wayne Simien,Wayne Simien,101134,MIA,10618.0,177,-24,355,347,115,177,31.0,702,12.0,14.0,5.0,9.0,26.0,7.0,18.0,,,,28,58,,70,321,7.0,12.0,,36.0,,,1.0,1.0,1.0,,,,3.0,9.0,,19.0,3.0,22.0,11.0,33.0,5.0,2.0,3.0,4.0,,,7.0,4.0,11,17.0,28.0,16,3.0,1.0,1.0,1.0,115,5.0,0.6428571428571429,0.72,0.4827586206896552,0.4827586206896552,0.5384615384615384,,19.53727506426735,0.36363636363636365,0.17647058823529413,0.152,0.072,,0.11515151515151516,0.06756756756756757,0.038461538461538464,0.15254237288135594,,0.2413793103448276,0.8571428571428571,0.9230769230769231,0.5833333333333334,0.4482758620689655,0.34615384615384615,0.36,0.4444444444444444,0.3103448275862069,0.3888888888888889,0.3888888888888889,1.0,,,0.7142857142857143,,0.2413793103448276,0.40550344827586216,0.47245000000000004,0.3742666666666666,9.912068965517241,,0.323943661971831,4.0,2.0,3.0,14.0,5.0,4.0,14.0,6.0,7.0,19.0,20.0,6.0,2.0,1.0,1.0,1.0,3.0,1.0,6.0,4.0,3.0,4.0,15.0,2.0,7.0,2.0,1.0,1.0,19.0,2.0,0.7142857142857143,0.5,0.7142857142857143,0.5,0.7777777777777778,0.59375,0.034482758620689655,0.07142857142857142,0.038461538461538464,0.07142857142857142,0.043478260869565216,0.027777777777777776,0.1111111111111111,0.05555555555555555,0.13333333333333333,0.16666666666666666,1.0,0.8,0.25,0.25,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.2,0.2714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1507,1610612748,Derek Anderson,Derek Anderson,1507,MIA,4342.0,72,-3,135,137,40,65,15.0,272,,1.0,,1.0,3.0,1.0,6.0,1.0,9.0,3.0,2,10,10.0,18,134,,2.0,3.0,,9.0,10.0,1.0,11.0,1.0,,3.0,3.0,23.0,,5.0,8.0,,13.0,,13.0,1.0,,1.0,,2.0,,2.0,,2,2.0,3.0,9,1.0,1.0,1.0,1.0,40,1.0,,,0.2,0.325,0.375,0.5,17.218543046357617,,,0.16326530612244897,,0.3333333333333333,0.203125,,,0.15789473684210525,0.45454545454545453,0.05,,,,0.15,0.3333333333333333,0.3333333333333333,,0.3,0.16666666666666666,0.16666666666666666,,0.05,0.45,,0.6,0.55,0.44442249999999994,,0.39758999999999994,14.51,25.310000000000002,0.2962962962962963,,,,5.0,,,,,4.0,4.0,4.0,,,,,,,,1.0,,,,8.0,,1.0,3.0,1.0,,4.0,3.0,,,,,,0.25,,,,,,,,,0.16666666666666666,0.16666666666666666,1.0,,,,,0.047619047619047616,0.09090909090909091,,0.2222222222222222,1.0,2.0,3.0,9.0,2.0,4.0,1.0,0.3,0.3,1.0,1.0,1.0,0.2222222222222222,0.2222222222222222,1.0,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
1720,1610612748,Michael Doleac,Michael Doleac,1720,MIA,6460.0,108,-19,215,212,83,108,21.0,427,1.0,4.0,2.0,3.0,7.0,3.0,15.0,,,,7,26,,19,195,5.0,10.0,,8.0,,3.0,,3.0,,,2.0,,6.0,4.0,8.0,11.0,3.0,22.0,5.0,27.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,,3,5.0,8.0,7,2.0,2.0,2.0,2.0,83,2.0,0.5714285714285714,0.6666666666666666,0.2692307692307692,0.2692307692307692,0.31666666666666665,,13.865546218487395,0.3333333333333333,0.42857142857142855,0.15492957746478872,0.05063291139240506,0.3076923076923077,0.1958762886597938,0.05319148936170213,0.05555555555555555,0.11764705882352941,0.3181818181818182,0.15384615384615385,0.25,0.3333333333333333,,0.2692307692307692,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.5769230769230769,0.2,0.2,1.0,,,0.4,,0.15384615384615385,0.39865384615384625,0.41372,0.38239999999999996,12.434615384615386,,0.386046511627907,1.0,1.0,2.0,5.0,2.0,1.0,5.0,4.0,3.0,11.0,6.0,2.0,1.0,1.0,,,,,1.0,,,,8.0,,2.0,2.0,1.0,,11.0,1.0,0.4,0.4,0.4,0.4,0.4166666666666667,0.4583333333333333,0.038461538461538464,0.25,,,0.06666666666666667,0.047619047619047616,0.05,0.09090909090909091,0.15789473684210525,0.2222222222222222,0.5,0.5,,0.2,0.5,0.07142857142857142,0.07142857142857142,0.2631578947368421,0.5789473684210527,,,,,,1.0,,,,,,,,,,,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,
2574,1610612748,Jason Kapono,Jason Kapono,2574,MIA,39897.0,665,-80,1299,1292,425,504,151.0,2591,14.0,21.0,3.0,3.0,15.0,41.0,88.0,23.0,30.0,12.0,58,124,53.0,207,1354,14.0,34.0,22.0,76.0,30.0,26.0,11.0,37.0,9.0,2.0,7.0,10.0,85.0,9.0,10.0,48.0,1.0,59.0,12.0,71.0,7.0,6.0,1.0,10.0,2.0,7.0,10.0,3.0,20,42.0,89.0,29,8.0,3.0,2.0,3.0,425,15.0,0.6551724137931034,0.6909090909090909,0.46774193548387094,0.5056497175141242,0.5314136125654451,0.2994350282485876,14.324507807196198,0.5,0.0196078431372549,0.10909090909090909,0.02112676056338028,0.072992700729927,0.10051993067590988,0.02054794520547945,0.03007518796992481,0.09389671361502347,0.07216494845360824,0.11864406779661017,0.6666666666666666,0.7777777777777778,0.5,0.0847457627118644,0.2,0.25,,0.4971751412429379,0.4659090909090909,0.47126436781609193,0.7560975609756098,0.12994350282485875,0.1694915254237288,0.16666666666666666,0.21428571428571427,0.4180790960451977,0.45475480225988696,0.4351892857142858,0.45094553571428586,14.172580645161291,24.456603773584906,0.32717474980754424,3.0,5.0,5.0,28.0,6.0,2.0,23.0,15.0,11.0,65.0,40.0,6.0,7.0,3.0,,1.0,2.0,4.0,7.0,1.0,3.0,,33.0,1.0,8.0,7.0,1.0,,65.0,5.0,0.42857142857142855,0.4411764705882353,0.5833333333333334,0.48214285714285715,0.6052631578947368,0.5158730158730159,0.056451612903225805,0.14285714285714285,0.2,,0.0189873417721519,0.016260162601626018,0.01764705882352941,0.025210084033613446,0.10714285714285714,0.1391304347826087,0.3333333333333333,1.0,0.3333333333333333,0.08928571428571429,1.0,0.043478260869565216,0.061068702290076333,0.1111111111111111,0.3140096618357488,10.0,11.0,21.0,63.0,11.0,9.0,1.0,0.39622641509433965,0.39622641509433965,0.43478260869565216,0.45454545454545453,1.0,0.36666666666666664,0.3793103448275862,1.0,0.36666666666666664,,1.0,0.075,2.0,2.0,4.0,10.0,1.0,2.0,4.0,3.0,4.0,8.0,2.0,3.0,4.0,1.0,0.75,0.36363636363636365,0.03773584905660377,0.011363636363636364,0.043478260869565216,0.03333333333333333,0.034482758620689655,0.1111111111111111,1.0,1.0,0.1111111111111111,0.5,1.0,0.17857142857142858,0.4,0.3333333333333333,,,,,,,,,,,True,,,
1715,1610612748,Jason Williams,Jason Williams,1715,MIA,6784.0,113,-51,227,225,67,83,21.0,452,9.0,15.0,1.0,,1.0,2.0,6.0,3.0,14.0,7.0,11,22,17.0,46,244,2.0,12.0,7.0,2.0,13.0,10.0,2.0,12.0,1.0,1.0,4.0,1.0,26.0,1.0,1.0,4.0,,5.0,1.0,6.0,6.0,3.0,3.0,11.0,1.0,6.0,2.0,5.0,13,2.0,6.0,5,,1.0,,1.0,67,,0.09090909090909091,0.1,0.5,0.5128205128205128,0.5476190476190477,0.4358974358974359,22.0,0.8461538461538461,,0.05194805194805195,0.014925373134328358,0.06666666666666667,0.05434782608695652,0.01,0.03571428571428571,0.08571428571428572,0.07692307692307693,0.38461538461538464,0.6,0.6923076923076923,0.1111111111111111,0.02564102564102564,,,,0.15384615384615385,0.3333333333333333,0.3333333333333333,,0.07692307692307693,0.358974358974359,0.5,0.3684210526315789,0.8205128205128205,0.5098405405405405,0.4395,0.4782176470588235,5.763636363636364,27.1,0.29515418502202645,1.0,5.0,9.0,6.0,1.0,,2.0,6.0,4.0,19.0,20.0,2.0,3.0,,,,,,3.0,1.0,1.0,,6.0,,2.0,1.0,1.0,,19.0,1.0,0.5,0.5,0.5,0.39473684210526316,0.5,0.4523809523809524,0.13636363636363635,0.13333333333333333,1.0,,,,,,0.047619047619047616,,1.0,1.0,,0.47368421052631576,0.5555555555555556,0.04878048780487805,0.08333333333333333,0.043478260869565216,0.41304347826086957,2.0,4.0,6.0,15.0,4.0,5.0,0.8333333333333334,0.35294117647058826,0.375,0.6666666666666666,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,0.75,0.3076923076923077,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,0.14285714285714285,,,,,0.058823529411764705,,,,,,,,,0.14285714285714285,3.0,1.0,,,,,,,,,True,,,
2748,1610612748,Dorell Wright,Dorell Wright,2748,MIA,3989.0,66,-26,138,136,66,80,13.0,274,4.0,5.0,,2.0,4.0,7.0,14.0,,2.0,1.0,13,23,2.0,36,137,,12.0,1.0,14.0,2.0,1.0,1.0,2.0,1.0,,1.0,,5.0,2.0,2.0,16.0,1.0,19.0,2.0,21.0,1.0,,1.0,8.0,,5.0,1.0,3.0,9,3.0,5.0,7,,1.0,1.0,1.0,66,,0.5384615384615384,0.5384615384615384,0.5652173913043478,0.52,0.6206896551724138,0.08,25.0,0.8888888888888888,0.14285714285714285,0.3404255319148936,0.0425531914893617,0.13333333333333333,0.2903225806451613,0.03773584905660377,,0.375,0.18181818181818182,0.2,0.8,1.0,0.75,0.16,0.5,0.6666666666666666,0.5,0.56,0.5,0.5,0.42857142857142855,,0.08,,0.07692307692307693,0.28,0.44311199999999995,,0.4356269230769231,12.9,25.9,0.4782608695652174,,3.0,3.0,10.0,,,,8.0,2.0,18.0,12.0,,2.0,,,,,1.0,6.0,,,,11.0,3.0,7.0,,1.0,,18.0,,,0.6666666666666666,,0.6153846153846154,,0.6923076923076923,0.08695652173913043,0.2,0.25,,,0.07692307692307693,0.047619047619047616,,0.21428571428571427,0.4117647058823529,1.0,,,0.23076923076923078,1.0,0.2413793103448276,0.25925925925925924,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,True,,,
406,1610612748,Shaquille O'Neal,Shaquille O'Neal,406,MIA,9328.0,155,-12,296,294,66,54,37.0,590,29.0,48.0,16.0,9.0,24.0,,,,,,38,72,,93,324,17.0,14.0,,42.0,,12.0,3.0,15.0,3.0,,9.0,,33.0,15.0,9.0,15.0,8.0,32.0,24.0,56.0,2.0,1.0,1.0,3.0,,2.0,12.0,1.0,15,14.0,23.0,41,,10.0,3.0,10.0,66,1.0,0.5526315789473685,0.6774193548387096,0.5277777777777778,0.5277777777777778,0.5166666666666667,,30.791788856304983,0.2,0.6666666666666666,0.16129032258064516,0.15463917525773196,0.24324324324324326,0.18461538461538463,0.1702127659574468,0.2702702702702703,0.19642857142857142,0.21739130434782608,0.6666666666666666,0.6041666666666666,0.6444444444444445,0.5862068965517241,0.3333333333333333,0.375,0.375,0.4444444444444444,,,,,,,0.9411764705882353,,0.6666666666666666,0.5128305555555556,0.5418538461538461,0.47722857142857145,2.3291666666666666,,0.22297297297297297,9.0,6.0,9.0,17.0,9.0,5.0,23.0,8.0,1.0,17.0,34.0,14.0,3.0,9.0,,,3.0,1.0,2.0,1.0,4.0,2.0,39.0,4.0,17.0,5.0,6.0,,17.0,4.0,0.5294117647058824,0.5714285714285714,0.5294117647058824,0.5714285714285714,0.5476190476190477,0.4473684210526316,0.041666666666666664,0.0625,,,0.20454545454545456,0.13043478260869565,0.05405405405405406,0.17647058823529413,,0.15384615384615385,0.6,0.5625,0.1111111111111111,0.6428571428571429,0.6666666666666666,0.2,0.2,0.24731182795698925,0.1827956989247312,,,,,,3.0,,,,,,,,,,,3.0,1.0,0.2857142857142857,,,,,,,,,,,,7.0,,1.0,,,,,,,0.22580645161290322,,,,,,,,,,,,,6.0,1.0,0.3,,,,,True,,,
2809,1610612748,Gerald Fitch,Gerald Fitch,2809,MIA,5235.0,87,4,173,170,47,44,18.0,343,3.0,5.0,1.0,3.0,7.0,4.0,13.0,3.0,8.0,1.0,10,25,11.0,38,164,5.0,13.0,3.0,6.0,8.0,11.0,2.0,13.0,2.0,,5.0,2.0,28.0,2.0,2.0,6.0,,8.0,2.0,10.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,,7,4.0,9.0,9,,2.0,,2.0,47,,0.3,0.3333333333333333,0.4,0.4444444444444444,0.475,0.3055555555555556,24.102564102564102,0.42857142857142855,,0.09090909090909091,0.028169014084507043,0.1111111111111111,0.09523809523809523,0.023529411764705882,0.05,0.15384615384615385,,0.1388888888888889,0.6,0.75,0.6666666666666666,0.19444444444444445,0.42857142857142855,0.6,,0.3611111111111111,0.3076923076923077,0.3076923076923077,0.25,0.08333333333333333,0.2222222222222222,0.2,0.0625,0.4444444444444444,0.45409861111111105,0.34057499999999996,0.43204999999999993,12.199999999999998,24.30909090909091,0.27167630057803466,1.0,2.0,4.0,6.0,2.0,,4.0,3.0,2.0,14.0,14.0,2.0,3.0,,,,1.0,,2.0,1.0,1.0,,8.0,,3.0,1.0,2.0,,14.0,1.0,0.4,0.23076923076923078,0.4,0.375,0.4,0.4117647058823529,0.12,0.2,0.2857142857142857,,,0.041666666666666664,,,,,1.0,1.0,,0.25,0.5,0.07692307692307693,0.10714285714285714,0.10526315789473684,0.3684210526315789,2.0,2.0,4.0,12.0,2.0,4.0,1.0,0.36363636363636365,0.36363636363636365,0.6666666666666666,0.6666666666666666,1.0,0.25,0.2857142857142857,1.0,0.25,,,0.2857142857142857,,,1.0,2.0,,,1.0,,,2.0,1.0,1.0,,2.0,,0.6666666666666666,0.09090909090909091,,,0.125,0.058823529411764705,,,,,,,0.125,0.5,1.0,,,,,,,,,,,True,,,
56,1610612748,Gary Payton,Gary Payton,56,MIA,24087.0,401,-37,767,774,226,301,88.0,1541,22.0,31.0,,6.0,12.0,12.0,20.0,11.0,21.0,7.0,40,63,32.0,116,812,2.0,12.0,12.0,32.0,21.0,40.0,16.0,56.0,12.0,4.0,12.0,3.0,128.0,5.0,12.0,22.0,1.0,35.0,7.0,42.0,11.0,5.0,6.0,15.0,3.0,11.0,11.0,4.0,26,5.0,24.0,26,2.0,,,1.0,226,8.0,0.4,0.4,0.6349206349206349,0.5157894736842106,0.5471698113207547,0.3368421052631579,15.137614678899082,0.5769230769230769,0.03225806451612903,0.08333333333333333,0.02100840336134454,0.15,0.09883720930232558,0.02064896755162242,0.012987012987012988,0.12030075187969924,0.13793103448275862,0.3263157894736842,0.7096774193548387,0.7586206896551724,0.36363636363636365,0.12631578947368421,0.5,0.6,0.16666666666666666,0.21052631578947367,0.6,0.6,0.5833333333333334,0.11578947368421053,0.22105263157894736,,0.2916666666666667,0.6631578947368421,0.5144684210526316,0.5048374999999999,0.5238854166666667,7.32222222222222,24.6625,0.29465449804432853,,3.0,7.0,18.0,,,,6.0,15.0,33.0,48.0,,4.0,2.0,,,4.0,,3.0,1.0,2.0,,25.0,3.0,5.0,9.0,,,33.0,9.0,,0.5,,0.375,,0.5,0.06349206349206349,0.06451612903225806,0.16666666666666666,,0.019801980198019802,0.0410958904109589,0.011363636363636364,,0.016129032258064516,0.07246376811594203,,,,0.2916666666666667,0.42857142857142855,0.05154639175257732,0.07692307692307693,,0.28448275862068967,1.0,5.0,6.0,18.0,5.0,25.0,1.0,0.1875,0.1875,0.09090909090909091,0.09090909090909091,1.0,0.23809523809523808,0.23809523809523808,1.0,0.23809523809523808,,,0.18181818181818182,,1.0,,5.0,,1.0,2.0,,2.0,2.0,,1.0,,,,0.16666666666666666,,,,,0.022727272727272728,0.25,,,0.25,,,0.20833333333333334,,0.2857142857142857,,,,,,0.06896551724137931,1.0,1.0,1.0,,True,,,
