EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,FTDefRebounds,Defensive 3 Seconds Violations,DefFTReboundPct,StepOutOfBoundsTurnovers,3SecondViolations,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,DefensiveGoaltends,OffensiveGoaltends,on,BlockedCorner3
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,60288.0,1005,-39,1869,1858,680,623,289,3727,37,88,3.0,7.0,12,32,16.0,38.0,64,158,1.0,6.0,1.0,5.0,37.0,83.0,2.0,4.0,12.0,32.0,117,284,38.0,89.0,42.0,390,1985,16.0,34,2.0,4.0,1.0,39.0,44,105,13.0,37.0,19.0,146,108,126,81.0,33.0,4.0,1.0,2.0,80.0,36.0,33.0,1.0,118,31.0,149,27.0,4.0,58,6.0,54,329,7.0,11,1.0,19.0,42,61,19,80,5.0,33,17.0,16.0,38,5.0,24.0,22.0,4.0,14.0,2.0,60,4.0,20,62,110,2.0,1.0,6.0,75,2.0,14.0,61.0,5.0,1.0,19.0,3.0,11.0,8.0,1.0,1.0,5.0,1.0,2.0,9.0,5.0,146,680,12.0,9.0,0.46153846153846156,0.46956521739130436,0.7105263157894737,0.42696629213483145,0.5,0.35135135135135137,0.42528735632183906,0.4119718309859155,0.47058823529411764,0.41904761904761906,0.46648793565683644,0.5,0.4471830985915493,0.4875,0.5,0.46794871794871795,0.2386058981233244,0.011235955056179775,0.11619718309859155,0.25,0.13157894736842105,0.0379746835443038,0.16666666666666666,20.666366501575865,0.6333333333333333,0.010416666666666666,0.0670926517571885,0.014745308310991957,0.09178743961352658,0.043209876543209874,0.07322929171668667,0.019823788546255508,0.011235955056179775,0.02531645569620253,0.012461059190031152,0.05303030303030303,0.07692307692307693,0.06989247311827956,0.05813953488372093,0.08666666666666667,0.10526315789473684,0.02824858757062147,0.5555555555555556,0.2359249329758713,0.42045454545454547,0.5606060606060606,0.32432432432432434,0.10187667560321716,0.42105263157894735,0.48484848484848486,0.5,0.42359249329758714,0.4050632911392405,0.42105263157894735,0.53125,0.0160857908847185,0.16666666666666666,0.2,1.0,0.2225201072386059,0.4457831325301205,0.4457831325301205,0.7027027027027027,0.18421052631578946,0.42857142857142855,0.10526315789473684,0.5,1.0,0.22535211267605634,0.375,0.035211267605633804,0.2,0.22535211267605634,0.375,0.4745308310991957,0.45,0.46774231805929917,0.44429677419354835,0.446625357142857,0.056555269922879174,0.06375838926174497,0.03296703296703297,0.1,0.37435897435897436,11.806338028169016,25.49775280898876,0.3638309256286784,,,,,,,,,,,,,,,,,True,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,4538.0,76,7,142,136,50,76,23,278,7,14,3.0,6.0,3,4,,2.0,5,13,,,,,2.0,5.0,,1.0,1.0,2.0,12,29,2.0,5.0,5.0,35,149,4.0,8,,1.0,1.0,9.0,4,8,1.0,2.0,3.0,14,12,12,6.0,,6.0,,1.0,4.0,2.0,2.0,,7,,7,,,6,,1,14,,9,,1.0,3,4,9,13,1.0,5,2.0,3.0,1,,1.0,,,,,1,,1,1,6,,1.0,,5,,1.0,7.0,,,3.0,,,,,,,,,,,14,50,,,0.5,0.6666666666666666,1.0,0.4,,0.5,0.5,0.41379310344827586,0.5,0.5,0.4411764705882353,0.4444444444444444,0.55,0.47297297297297297,0.45,0.5833333333333334,0.14705882352941177,,0.06896551724137931,0.14285714285714285,,,,22.35294117647059,1.0,,0.08108108108108109,0.140625,0.07692307692307693,,0.08,0.11842105263157894,0.2,0.11764705882352941,0.1111111111111111,,,0.07692307692307693,0.10526315789473684,0.09090909090909091,,0.058823529411764705,,0.4117647058823529,0.5,0.5833333333333334,0.42857142857142855,0.058823529411764705,,,,0.38235294117647056,0.38461538461538464,0.38461538461538464,0.6,,,,,0.14705882352941177,0.4,0.4,1.0,0.6666666666666666,0.5,0.1111111111111111,,,0.4,0.75,,,0.2,0.5,0.5588235294117647,0.5,0.49128181818181815,0.5416722222222222,0.46282999999999996,0.08108108108108109,0.09375,,0.2571428571428571,0.4,9.017241379310345,32.94,0.352112676056338,,,,,,,,,,,,,,,,,True,
101156,1610612762,Robert Whaley,Robert Whaley,101156,UTA,6618.0,110,-31,199,202,70,68,29,401,10,18,6.0,8.0,5,10,5.0,12.0,2,6,,,,,,,,,,,17,36,,,3.0,37,223,7.0,9,,,2.0,16.0,6,13,,,3.0,15,18,16,,,12.0,,,,,,,9,,9,,,5,,4,18,,10,,2.0,10,13,10,23,3.0,4,2.0,2.0,1,,1.0,3.0,,,,4,,1,17,27,,3.0,2.0,5,2.0,1.0,6.0,,,2.0,,1.0,4.0,,,3.0,,1.0,4.0,2.0,15,70,4.0,1.0,0.5294117647058824,0.8181818181818182,,,,,,0.4722222222222222,0.7777777777777778,0.46153846153846156,0.4722222222222222,0.7777777777777778,0.46153846153846156,0.47435897435897434,0.7272727272727273,0.46875,,,,,,,,18.29787234042553,0.25,,0.15873015873015872,0.12048192771084337,0.07692307692307693,,0.1348314606741573,0.10101010101010101,0.2,0.1,0.06060606060606061,,0.17647058823529413,0.18181818181818182,0.125,0.05263157894736842,0.14285714285714285,0.15789473684210525,0.5,0.5,0.5555555555555556,0.5555555555555556,0.4,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.6,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.8888888888888888,0.75,,,,0.7692307692307693,0.5,,,,,0.5,,0.4630916666666666,0.5401555555555555,0.5077461538461538,0.05263157894736842,0.05263157894736842,,0.43243243243243246,0.40540540540540543,5.816666666666666,,0.35175879396984927,1.0,1.0,0.07142857142857142,,,,,,,,,,,,,,True,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,46268.0,771,13,1397,1389,436,443,215,2786,34,62,16.0,25.0,12,21,5.0,16.0,15,41,,,,,,,,,,,54,119,,,70.0,178,1432,18.0,30,,,23.0,59.0,12,27,,,44.0,68,68,40,,,28.0,,,,,17.0,,45,2.0,47,2.0,,25,5.0,15,96,7.0,50,6.0,16.0,59,83,63,146,3.0,17,9.0,8.0,15,1.0,10.0,17.0,,5.0,4.0,32,3.0,12,51,108,,12.0,5.0,103,16.0,26.0,95.0,4.0,,30.0,,20.0,9.0,,,6.0,,3.0,9.0,5.0,68,436,15.0,19.0,0.6296296296296297,0.85,,,,,,0.453781512605042,0.6,0.4444444444444444,0.453781512605042,0.6,0.4444444444444444,0.5393939393939394,0.6555555555555556,0.6296296296296297,,,0.14285714285714285,0.20967741935483872,0.1875,0.024390243902439025,,11.821471652593488,0.46875,0.08333333333333333,0.1282608695652174,0.09208103130755065,0.1,0.05982905982905983,0.12096774193548387,0.08636363636363636,0.14285714285714285,0.09836065573770492,0.052845528455284556,0.061855670103092786,0.15714285714285714,0.14285714285714285,0.10096153846153846,0.11764705882352941,0.04878048780487805,0.06382978723404255,0.5555555555555556,0.5210084033613446,0.5483870967741935,0.6938775510204082,0.5882352941176471,0.13445378151260504,0.3125,0.38461538461538464,0.4,0.3445378151260504,0.36585365853658536,0.375,0.8,,,,,,,,,0.8333333333333334,0.64,,,,0.7777777777777778,0.5714285714285714,,,,,0.5210084033613446,,0.46956050420168083,0.5348633333333334,0.5161037037037036,0.20689655172413793,0.20689655172413793,,0.33146067415730335,0.38202247191011235,7.276470588235293,,0.31209735146743023,8.0,4.0,0.14035087719298245,1.0,3.0,0.05,0.125,,,,,,,,,,True,
2484,1610612762,Devin Brown,Devin Brown,2484,UTA,102667.0,1711,-126,3151,3142,1140,1074,477,6293,102,183,19.0,37.0,29,58,19.0,72.0,47,154,16.0,39.0,6.0,11.0,23.0,79.0,4.0,10.0,10.0,36.0,168,409,39.0,118.0,158.0,611,3355,24.0,61,5.0,14.0,17.0,80.0,48,126,16.0,47.0,69.0,213,208,128,117.0,,22.0,,2.0,77.0,23.0,37.0,1.0,95,9.0,104,9.0,,39,15.0,41,217,10.0,57,6.0,39.0,83,134,73,207,10.0,44,30.0,14.0,52,7.0,29.0,47.0,2.0,23.0,7.0,99,8.0,25,69,153,,10.0,17.0,168,2.0,25.0,212.0,11.0,,86.0,,21.0,14.0,,,10.0,1.0,3.0,14.0,9.0,213,1140,24.0,19.0,0.6190476190476191,0.6624203821656051,1.0,0.3305084745762712,0.35714285714285715,0.3404255319148936,0.33620689655172414,0.41075794621026895,0.39344262295081966,0.38095238095238093,0.4297912713472486,0.42,0.4161849710982659,0.48635634028892455,0.47058823529411764,0.4930555555555556,0.2239089184060721,0.00847457627118644,0.09046454767726161,0.14207650273224043,0.1388888888888889,0.006493506493506494,,19.36695278969957,0.5252525252525253,0.037037037037037035,0.07852412488174078,0.04527402700555997,0.11676646706586827,0.040983606557377046,0.08770668583752696,0.044577511643379905,0.03935185185185185,0.04395604395604396,0.05054151624548736,0.03940886699507389,0.06134969325153374,0.07420494699646643,0.09375,0.11904761904761904,0.10975609756097561,0.037037037037037035,0.6428571428571429,0.34724857685009486,0.5573770491803278,0.6496815286624203,0.5980392156862745,0.1366223908918406,0.2638888888888889,0.3064516129032258,0.3157894736842105,0.2922201138519924,0.3051948051948052,0.30718954248366015,0.7872340425531915,0.07400379506641366,0.41025641025641024,0.41025641025641024,1.0,0.14990512333965844,0.2911392405063291,0.2948717948717949,1.0,0.49333333333333335,0.5135135135135135,0.13333333333333333,0.4,1.0,0.3352601156069364,0.5,0.06358381502890173,0.5454545454545454,0.20809248554913296,0.2777777777777778,0.571157495256167,0.2987012987012987,0.4913847619047619,0.5088226562500001,0.4899761627906977,0.14285714285714285,0.17768595041322313,,0.1309328968903437,0.3486088379705401,8.950855745721272,25.07457627118644,0.3617899079657252,12.0,,0.0821917808219178,6.0,,0.04878048780487805,0.21052631578947367,1.0,4.0,9.0,0.012658227848101266,0.05333333333333334,0.25,1.0,,,True,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,55440.0,924,52,1689,1699,640,523,275,3388,92,154,25.0,47.0,34,57,6.0,31.0,20,70,1.0,5.0,1.0,3.0,9.0,40.0,1.0,4.0,2.0,12.0,118,255,10.0,45.0,120.0,386,1749,29.0,58,1.0,5.0,12.0,73.0,41,92,3.0,15.0,59.0,150,108,128,30.0,,32.0,,,40.0,9.0,25.0,1.0,102,12.0,114,11.0,1.0,57,14.0,31,240,13.0,50,5.0,32.0,120,176,68,244,6.0,41,21.0,20.0,40,10.0,27.0,27.0,1.0,13.0,4.0,67,10.0,25,26,56,,4.0,8.0,139,3.0,6.0,192.0,19.0,1.0,81.0,1.0,24.0,82.0,1.0,1.0,55.0,4.0,23.0,83.0,49.0,150,640,3.0,22.0,0.4576271186440678,0.5294117647058824,1.0,0.2222222222222222,0.2,0.2,0.2222222222222222,0.4627450980392157,0.5,0.44565217391304346,0.44333333333333336,0.48412698412698413,0.4252336448598131,0.5,0.5069444444444444,0.49019607843137253,0.15,0.022222222222222223,0.09803921568627451,0.13636363636363635,0.0967741935483871,0.014285714285714285,0.2,22.398414271555996,0.5970149253731343,0.050505050505050504,0.19736842105263158,0.07451564828614009,0.17391304347826086,0.09285714285714286,0.1919191919191919,0.07768187422934648,0.11372549019607843,0.058394160583941604,0.04659498207885305,0.09401709401709402,0.11848341232227488,0.18,0.27530364372469635,0.1678832116788321,0.19148936170212766,0.041666666666666664,0.5903614457831325,0.5133333333333333,0.5974025974025974,0.6917293233082706,0.40217391304347827,0.10333333333333333,0.1935483870967742,0.21428571428571427,0.6666666666666666,0.23333333333333334,0.2857142857142857,0.2898550724637681,0.65,0.016666666666666666,0.2,0.25,1.0,0.13333333333333333,0.225,0.225,1.0,0.746031746031746,0.5319148936170213,0.06349206349206349,0.25,1.0,0.5327102803738317,0.5964912280701754,0.028037383177570093,0.3333333333333333,0.11214953271028037,0.16666666666666666,0.6633333333333333,0.225,0.5000445000000001,0.5220509615384615,0.4923747663551402,0.2265193370165746,0.2555205047318612,0.022222222222222223,0.18911917098445596,0.38860103626943004,6.313333333333335,25.16666666666667,0.3789224393132031,24.0,,0.32432432432432434,,,0.08695652173913043,0.32,,1.0,1.0,,0.015873015873015872,,,5.0,1.0,True,
1921,1610612762,Gordan Giricek,Gordan Giricek,1921,UTA,10016.0,167,-73,312,308,178,167,50,620,8,11,1.0,1.0,4,5,1.0,7.0,15,31,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,2.0,5.0,24,49,4.0,9.0,6.0,66,376,2.0,5,1.0,2.0,,7.0,11,24,3.0,6.0,5.0,36,40,8,12.0,,2.0,,,6.0,3.0,2.0,,8,1.0,9,,1.0,5,,3,19,,3,,3.0,7,10,3,13,,1,1.0,,8,1.0,3.0,3.0,1.0,5.0,,11,1.0,3,1,13,,,1.0,5,,,7.0,,,2.0,,1.0,1.0,,,1.0,,,1.0,1.0,36,178,6.0,1.0,0.8333333333333334,0.8695652173913043,1.0,0.4444444444444444,0.5,0.5,0.4444444444444444,0.4897959183673469,0.4,0.4583333333333333,0.5172413793103449,0.5,0.5166666666666667,0.5327868852459017,0.5,0.5454545454545454,0.15517241379310345,,0.04081632653061224,,,0.06451612903225806,,19.302949061662197,0.7272727272727273,,0.07608695652173914,0.023622047244094488,0.10344827586206896,,0.08264462809917356,0.019867549668874173,,,0.05084745762711865,,0.09090909090909091,0.08333333333333333,0.05714285714285714,0.15789473684210525,,,1.0,0.1896551724137931,0.7272727272727273,0.7272727272727273,0.875,0.1206896551724138,0.14285714285714285,0.14285714285714285,1.0,0.5344827586206896,0.4838709677419355,0.5172413793103449,0.8,0.05172413793103448,0.3333333333333333,0.3333333333333333,1.0,0.10344827586206896,0.5,0.5,1.0,0.14285714285714285,1.0,0.14285714285714285,1.0,1.0,0.16666666666666666,0.8,0.03333333333333333,1.0,0.16666666666666666,0.4,0.3448275862068966,0.5,0.465255172413793,0.5419666666666666,0.46967833333333336,0.03333333333333333,0.0392156862745098,,0.10606060606060606,0.5454545454545454,13.926530612244894,24.3,0.5705128205128205,,,,,,,,,1.0,1.0,,0.14285714285714285,,,,,True,
2246,1610612762,Mehmet Okur,Mehmet Okur,2246,UTA,65390.0,1090,-81,2008,1998,703,660,298,4006,74,110,22.0,36.0,22,37,35.0,95.0,61,132,1.0,2.0,,,31.0,85.0,1.0,9.0,12.0,35.0,170,337,32.0,87.0,127.0,563,2184,30.0,59,1.0,9.0,25.0,88.0,48,112,12.0,35.0,65.0,197,222,118,93.0,3.0,34.0,,,85.0,31.0,26.0,,58,12.0,70,10.0,2.0,23,4.0,31,152,17.0,61,9.0,39.0,130,208,87,295,14.0,16,12.0,4.0,33,3.0,20.0,30.0,2.0,13.0,8.0,63,8.0,20,61,111,,13.0,9.0,128,12.0,11.0,168.0,9.0,,60.0,,21.0,31.0,1.0,1.0,18.0,,13.0,32.0,18.0,197,703,15.0,19.0,0.6529411764705882,0.7254901960784313,0.96875,0.367816091954023,0.1111111111111111,0.34285714285714286,0.367816091954023,0.5044510385756676,0.5084745762711864,0.42857142857142855,0.5141509433962265,0.4632352941176471,0.4489795918367347,0.5564516129032258,0.5304878048780488,0.5106951871657754,0.20518867924528303,,0.0771513353115727,0.15454545454545454,0.07368421052631578,0.015151515151515152,,23.73673036093418,0.5238095238095238,0.09090909090909091,0.19607843137254902,0.07973856209150326,0.18396226415094338,0.10559006211180125,0.19314285714285714,0.08423326133909287,0.10112359550561797,0.1,0.05325443786982249,0.11764705882352941,0.17272727272727273,0.1676300578034682,0.23333333333333334,0.18238993710691823,0.18867924528301888,0.07216494845360824,0.5625,0.25943396226415094,0.6727272727272727,0.7956989247311828,0.6081081081081081,0.2240566037735849,0.3684210526315789,0.3977272727272727,0.4,0.3113207547169811,0.4621212121212121,0.46923076923076923,0.8524590163934426,0.0047169811320754715,0.5,0.5,1.0,0.20047169811320756,0.36470588235294116,0.36470588235294116,0.967741935483871,0.5294117647058824,0.6111111111111112,0.1323529411764706,0.1111111111111111,1.0,0.25170068027210885,0.5945945945945946,,,0.23809523809523808,0.34285714285714286,0.46462264150943394,0.36470588235294116,0.46383926886792465,0.5054058333333332,0.4575295918367347,0.12631578947368421,0.15463917525773196,,0.15630550621669628,0.34991119005328597,10.301483679525223,24.97586206896552,0.3500996015936255,39.0,2.0,0.37142857142857144,2.0,2.0,0.04,0.22727272727272727,,,15.0,,,,,1.0,1.0,True,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,25224.0,420,-31,798,797,336,307,113,1595,57,77,16.0,18.0,23,28,14.0,37.0,19,43,,,,,,,,,,,90,157,,,47.0,227,897,18.0,24,,,18.0,54.0,42,66,,,18.0,102,124,56,,,24.0,,,,,7.0,,32,5.0,37,5.0,,15,4.0,13,79,6.0,23,5.0,20.0,55,87,34,121,4.0,11,6.0,5.0,18,,11.0,9.0,1.0,7.0,1.0,27,2.0,9,19,39,,1.0,6.0,48,4.0,2.0,66.0,4.0,,29.0,,6.0,3.0,1.0,1.0,1.0,,2.0,4.0,2.0,102,336,6.0,6.0,0.6888888888888889,0.7948717948717948,,,,,,0.5732484076433121,0.75,0.6363636363636364,0.5732484076433121,0.75,0.6363636363636364,0.6037234042553191,0.8181818181818182,0.6455696202531646,,,0.044585987261146494,0.06493506493506493,0.05405405405405406,,,23.243243243243242,0.6666666666666666,0.1,0.21235521235521235,0.08070175438596491,0.2597402597402597,0.10909090909090909,0.22321428571428573,0.08529411764705883,0.07291666666666667,0.09523809523809523,0.07936507936507936,0.10204081632653061,0.1724137931034483,0.29411764705882354,0.19230769230769232,0.24561403508771928,0.3,0.06666666666666667,0.5,0.49044585987261147,0.7402597402597403,0.7916666666666666,0.631578947368421,0.2356687898089172,0.3783783783783784,0.4,0.8571428571428571,0.27388535031847133,0.4418604651162791,0.4418604651162791,0.7368421052631579,,,,,,,,,0.75,0.8888888888888888,,,,0.42424242424242425,0.8214285714285714,,,,,0.49044585987261147,,0.4730643312101911,0.5052190476190477,0.4480621212121212,0.15934065934065933,0.15934065934065933,,0.23788546255506607,0.44933920704845814,6.804458598726114,,0.42105263157894735,12.0,,0.375,,,0.16666666666666666,0.0625,,,,,,,,,,True,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,19607.0,327,-23,603,604,241,276,101,1207,19,42,3.0,16.0,6,16,11.0,44.0,8,28,,2.0,,1.0,,3.0,,,,2.0,38,114,,5.0,22.0,98,628,5.0,28,,,5.0,15.0,14,40,,3.0,11.0,39,52,24,,,8.0,,1.0,2.0,,8.0,,13,2.0,15,2.0,,7,2.0,4,32,4.0,29,5.0,10.0,33,56,38,94,5.0,13,8.0,5.0,10,2.0,6.0,10.0,1.0,4.0,2.0,20,2.0,9,21,45,,2.0,4.0,38,3.0,2.0,43.0,3.0,,18.0,,5.0,7.0,,,4.0,1.0,2.0,7.0,3.0,39,241,10.0,4.0,0.6842105263157895,0.7647058823529411,,,,,,0.3333333333333333,0.17857142857142858,0.35,0.31932773109243695,0.17857142857142858,0.32558139534883723,0.35251798561151076,0.22727272727272727,0.3611111111111111,0.04201680672268908,,0.07017543859649122,0.07142857142857142,0.11363636363636363,,,21.751025991792066,0.5,0.1724137931034483,0.16019417475728157,0.10622710622710622,0.14925373134328357,0.1111111111111111,0.1575091575091575,0.10679611650485436,0.12790697674418605,0.136986301369863,0.07017543859649122,0.10714285714285714,0.0784313725490196,0.15151515151515152,0.21348314606741572,0.15384615384615385,0.13333333333333333,0.07042253521126761,0.42857142857142855,0.35294117647058826,0.4523809523809524,0.48717948717948717,0.7368421052631579,0.3697478991596639,0.25,0.28205128205128205,0.36363636363636365,0.23529411764705882,0.2857142857142857,0.2857142857142857,1.0,0.01680672268907563,,,,0.025210084033613446,,,,0.5714285714285714,0.1875,,,,0.37209302325581395,0.375,0.023255813953488372,,0.046511627906976744,,0.3949579831932773,,0.4492343220338984,0.4836740740740741,0.43485833333333346,0.13432835820895522,0.13953488372093023,,0.15306122448979592,0.3979591836734694,7.92280701754386,28.18,0.3996683250414594,13.0,1.0,0.4482758620689655,1.0,1.0,0.125,,,,,,,,,,,True,
