EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG3M,FG3A,FtPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,LiveBallTurnoverPct,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3A,DefThreePtRebounds,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg3Pct,DefThreePtReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyArc3Frequency,ShortMidRangeFGM,PtsAssisted2s,Corner3Assists,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Assisted2sPct,NonPutbacksAssisted2sPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFGM,PenaltyFtPoints,Fg2aBlocked,BadPassSteals,Offensive Fouls,Offensive Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Loose Ball Fouls,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,on,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyFG3M,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Travels,BlockedLongMidRange,RecoveredBlocks,PenaltyFg3Pct,ShortMidRangePctBlocked,DefShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,FTOffRebounds,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,BlockedShortMidRange,LongMidRangePctBlocked,OffFTReboundPct,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceArc3FGM,PenaltyArc3FGM,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,3pt And 1 Free Throw Trips
1519,1610612751,John Thomas,John Thomas,1519,NJN,1601.0,27.0,5.0,44.0,45.0,8.0,9.0,10.0,89.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,6.0,2.0,44.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,3.0,7.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,8.0,0.16666666666666666,0.25,0.5,0.16666666666666666,0.25,0.5,0.16666666666666666,0.25,0.5,10.714285714285714,0.3333333333333333,0.2857142857142857,0.29411764705882354,0.3333333333333333,0.14285714285714285,0.30434782608695654,0.5714285714285714,0.25,0.3333333333333333,0.3333333333333333,0.5,0.4,0.5,0.3333333333333333,0.3333333333333333,0.5,0.75,0.3333333333333333,1.0,0.5,0.5,0.4348,0.4758,0.52115,1.0,1.0,5.933333333333334,0.18181818181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,818.0,14.0,-9.0,23.0,23.0,2.0,5.0,2.0,46.0,2.0,2.0,,,,,,2.0,3.0,11.0,30.0,,,,,,,4.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,2.0,0.6666666666666666,,,0.875,,,0.9166666666666666,,,32.0,0.5,,,,,,,,,,,,0.5,1.0,1.0,,,,,,0.75,0.482675,,,,,6.633333333333333,0.08695652173913043,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,1.0,1.0,0.25,0.5,0.25,0.25,1.0,1.0,1.0,1.0,0.3333333333333333,0.4,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,1913.0,32.0,-11.0,53.0,54.0,11.0,14.0,10.0,107.0,,1.0,,,,,,,3.0,10.0,60.0,,,3.0,,,,,,,1.0,1.0,,5.0,1.0,6.0,,1.0,1.0,,1.0,,11.0,,,,0.5625,0.75,,0.5555555555555556,0.75,,13.846153846153845,,0.14285714285714285,0.05,,0.3125,0.03571428571428571,,,,,0.25,,0.125,,,,,,,,0.75,0.48119375,0.57345,0.27315,0.3,,12.433333333333332,0.20754716981132076,2.0,1.0,2.0,3.0,5.0,1.0,9.0,2.0,1.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,0.6,0.6,0.625,,0.25,0.25,0.5,0.5,1.0,0.5,0.1111111111111111,0.25,24.759999999999998,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,0.5,0.4444444444444444,0.125,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583,1610612751,Derrick Zimmerman,Derrick Zimmerman,2583,NJN,1913.0,32.0,-11.0,53.0,54.0,11.0,14.0,10.0,107.0,1.0,2.0,,,,,1.0,2.0,3.0,4.0,60.0,,,,,,,,,,1.0,1.0,,3.0,1.0,4.0,,,,2.0,4.0,,11.0,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,10.769230769230768,,0.14285714285714285,0.05,,0.1875,0.03571428571428571,,,,,,,0.6666666666666666,0.5,0.5,0.3333333333333333,,,,,0.6666666666666666,0.4921333333333333,,,,,2.3666666666666667,0.20754716981132076,,,,,,,,,,3.0,4.0,7.0,2.0,3.0,,18.0,4.0,2.0,,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,0.2222222222222222,0.125,0.16666666666666666,,,,,,,,,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,1610612751,Bostjan Nachbar,Bostjan Nachbar,2411,NJN,1692.0,28.0,-3.0,46.0,48.0,8.0,9.0,9.0,94.0,4.0,5.0,,1.0,2.0,2.0,1.0,5.0,10.0,14.0,51.0,,1.0,,2.0,2.0,5.0,2.0,,,1.0,,,,1.0,1.0,,2.0,,1.0,4.0,5.0,8.0,0.5,,1.0,0.4642857142857143,,1.0,0.4666666666666667,,0.8333333333333334,29.824561403508774,,,0.05263157894736842,,,0.04,,0.25,,,,,0.35714285714285715,0.8,1.0,0.07142857142857142,0.3333333333333333,,1.0,1.0,0.6428571428571429,0.48971428571428566,0.5755499999999999,0.5727,,0.35714285714285715,8.53,0.17391304347826086,4.0,1.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,,,,,,,,,,2.0,2.0,2.0,2.0,,1.0,0.25,0.25,0.2857142857142857,,0.2857142857142857,0.14285714285714285,0.5,0.5,1.0,0.5,,,24.35,,2.0,,2.0,,,2.0,,,,,,,,,,0.14285714285714285,,,,0.6666666666666666,,,,,8.0,,,,,0.8,0.8,,,1.0,,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1,0.2,0.25,0.25,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,659.0,11.0,-14.0,17.0,18.0,3.0,6.0,4.0,35.0,,1.0,,,,,,1.0,4.0,4.0,24.0,,,,,,1.0,2.0,,,,,,,,,,,,3.0,5.0,1.0,3.0,0.25,,,0.2,,,0.2857142857142857,,0.5,30.434782608695652,,,,,,,,,,,,,0.2,,,,,,,,0.4,0.46364,,,,0.25,14.05,0.17647058823529413,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,4.0,4.0,2.0,,,,0.2,,0.6,,,,,,0.2857142857142857,0.3333333333333333,22.6,,1.0,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,0.3333333333333333,0.3333333333333333,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,710.0,12.0,-1.0,22.0,22.0,9.0,8.0,5.0,44.0,1.0,3.0,,,,2.0,,1.0,3.0,4.0,20.0,,,2.0,,2.0,,2.0,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,9.0,0.3333333333333333,,,0.2,,,0.3333333333333333,1.0,,33.33333333333333,,0.5,0.14285714285714285,,0.16666666666666666,0.1,,0.5,,,,,0.6,0.3333333333333333,0.5,,,,0.6666666666666666,,1.0,0.5161399999999999,,0.48551666666666665,0.5,,,0.4090909090909091,,,2.0,,2.0,2.0,,2.0,,1.0,,1.0,,1.0,,2.0,2.0,,1.0,3.0,2.0,2.0,1.0,,,,0.4,0.6666666666666666,,0.4,,,,,0.16666666666666666,0.25,25.049999999999997,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,2.0,,2.0,,,1.0,,,,,,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,,,,2.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,236.0,4.0,-11.0,7.0,6.0,3.0,5.0,,13.0,,,,,,,,,1.0,,11.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,14.285714285714285,,,,,,,,,,,,,,,,,,,,,,0.3221,,,,,15.6,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,22198.0,370.0,-76.0,682.0,705.0,180.0,294.0,67.0,1387.0,22.0,41.0,3.0,5.0,3.0,5.0,6.0,28.0,66.0,70.0,714.0,3.0,6.0,6.0,5.0,11.0,16.0,12.0,2.0,3.0,5.0,10.0,3.0,22.0,8.0,30.0,2.0,4.0,,15.0,42.0,16.0,180.0,0.42424242424242425,0.5,0.45454545454545453,0.36419753086419754,0.375,0.3611111111111111,0.3804347826086957,0.375,0.36363636363636365,14.848883048620236,0.08108108108108109,0.045662100456621,0.021739130434782608,0.03896103896103896,0.0625,0.026058631921824105,0.0273972602739726,0.02857142857142857,0.037037037037037035,0.043478260869565216,0.02702702702702703,0.046511627906976744,0.5061728395061729,0.5365853658536586,0.6285714285714286,0.07407407407407407,0.625,0.6,0.2777777777777778,0.6,0.691358024691358,0.5072765432098765,0.526825,0.4611944444444444,0.08571428571428572,0.22857142857142856,5.972727272727272,0.26392961876832843,19.0,,6.0,1.0,15.0,11.0,3.0,6.0,,10.0,2.0,12.0,1.0,6.0,2.0,26.0,12.0,7.0,9.0,21.0,19.0,22.0,8.0,1.0,0.06666666666666667,0.06666666666666667,0.18518518518518517,0.5714285714285714,0.2345679012345679,0.07407407407407407,,,,,0.0898876404494382,0.10810810810810811,24.106666666666666,1.0,9.0,,,4.0,,2.0,7.0,9.0,3.0,2.0,3.0,,0.10588235294117647,0.01639344262295082,0.13114754098360656,0.1111111111111111,0.1111111111111111,0.1111111111111111,1.0,,,,0.2222222222222222,1.0,44.0,1.0,5.0,1.0,10.0,0.7857142857142857,0.8148148148148148,0.044444444444444446,0.041666666666666664,0.7727272727272727,0.16666666666666666,0.2,1.0,5.0,3.0,7.0,4.0,4.0,5.0,3.0,11.0,2.0,0.10606060606060606,0.14634146341463414,0.2631578947368421,0.2631578947368421,2.0,,,False,1.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,0.14285714285714285,0.16666666666666666,0.07272727272727272,0.3333333333333333,0.8,0.6666666666666666,0.25,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
