EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefensiveGoaltends,SecondChanceCorner3FGM,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,OffensiveGoaltends,LongMidRangePctBlocked,Clear Path Fouls,on,Corner3PctBlocked
2078,1610612758,Jason Hart,Jason Hart,2078,SAC,26607.0,443,-23.0,833,845,213,191,89.0,1678,13.0,19.0,,1.0,4.0,7.0,4.0,16.0,27.0,71.0,2.0,5.0,,1.0,2.0,4.0,11.0,,,1.0,4.0,44.0,106.0,6.0,16.0,19.0,125.0,820,4.0,10.0,,,4.0,12.0,11.0,24.0,2.0,6.0,13.0,41.0,44.0,44.0,12.0,6.0,,,11.0,4.0,9.0,29.0,10.0,39.0,7.0,3.0,10.0,2.0,17.0,88.0,3.0,5.0,7.0,21.0,2.0,30.0,8.0,38.0,,19.0,5.0,14.0,14.0,2.0,10.0,10.0,1.0,4.0,,,24.0,2.0,5.0,20.0,47.0,,5.0,30.0,1.0,5.0,30.0,2.0,,8.0,,8.0,1.0,,,,,,1.0,1.0,,,41.0,213,4.0,8.0,0.5,0.5,0.6666666666666666,0.375,,0.3333333333333333,0.375,0.41509433962264153,0.4,0.4583333333333333,0.4344262295081967,0.4,0.4666666666666667,0.45955882352941174,0.5,0.5125,0.13114754098360656,0.08490566037735849,0.15789473684210525,0.3125,17.185821697099893,0.5833333333333334,0.05263157894736842,0.06624605678233439,0.016891891891891893,0.07777777777777778,0.03529411764705882,0.0687960687960688,0.02099737532808399,0.04477611940298507,,0.012738853503184714,0.04918032786885246,,0.025,0.08247422680412371,0.07857142857142857,0.1016949152542373,0.03225806451612903,,,0.1557377049180328,0.6842105263157895,0.8125,0.6153846153846154,0.13114754098360656,0.25,0.36363636363636365,0.25,0.5819672131147541,0.38028169014084506,0.38571428571428573,0.48148148148148145,0.040983606557377046,0.4,0.4,0.5,0.09016393442622951,0.36363636363636365,0.36363636363636365,0.75,0.1,,,,,,,0.23333333333333334,0.5714285714285714,0.06666666666666667,0.5,0.13333333333333333,0.25,0.28688524590163933,0.36363636363636365,0.4396254098360656,0.367575,0.4556366666666667,0.0625,0.07142857142857142,,0.096,0.328,13.90377358490566,24.51875,0.25570228091236497,,,,,,,,,,,,0.014084507042253521,,True,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,7933.0,132,-66.0,251,257,55,94,29.0,508,5.0,9.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,18.0,1.0,7.0,1.0,,1.0,5.0,17.0,,,1.0,2.0,9.0,30.0,6.0,24.0,6.0,42.0,306,4.0,5.0,,1.0,3.0,11.0,4.0,6.0,1.0,3.0,4.0,15.0,12.0,6.0,12.0,6.0,6.0,,17.0,5.0,2.0,4.0,3.0,7.0,3.0,,1.0,,3.0,17.0,1.0,3.0,3.0,13.0,3.0,19.0,5.0,24.0,2.0,1.0,1.0,,1.0,2.0,,3.0,,1.0,,,4.0,,2.0,6.0,11.0,,,6.0,,,6.0,1.0,1.0,3.0,,,,,,,,,,,,,15.0,55,2.0,,0.6666666666666666,1.0,0.6666666666666666,0.25,,0.3333333333333333,0.25,0.3,0.8,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6111111111111112,0.36607142857142855,0.7857142857142857,0.7,0.4444444444444444,0.06666666666666667,0.2222222222222222,,21.27659574468085,0.25,0.16666666666666666,0.16049382716049382,0.03409090909090909,0.08571428571428572,0.02857142857142857,0.13793103448275862,0.032520325203252036,,,0.06,,0.08333333333333333,0.25,,0.23529411764705882,0.07692307692307693,0.1111111111111111,0.05405405405405406,,0.16666666666666666,0.5555555555555556,0.7142857142857143,0.6,0.05555555555555555,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0.12962962962962962,0.14285714285714285,0.14285714285714285,,0.3148148148148148,0.29411764705882354,0.29411764705882354,0.8,0.6666666666666666,0.75,0.3333333333333333,0.16666666666666666,,,,0.3333333333333333,1.0,0.1111111111111111,,0.2222222222222222,0.5,0.6111111111111112,0.29411764705882354,0.49711666666666665,0.546425,0.4830722222222222,0.05357142857142857,0.09375,,0.2619047619047619,0.35714285714285715,12.180000000000001,24.712500000000002,0.21912350597609562,,,,1.0,,,0.14285714285714285,,,1.0,,,,True,
2441,1610612758,Jamal Sampson,Jamal Sampson,2441,SAC,1691.0,28,,59,61,40,30,8.0,120,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,,,,,,,,,,,,,,4.0,5.0,,,,8.0,51,2.0,2.0,,,,4.0,4.0,5.0,,,,8.0,2.0,6.0,,,4.0,,,,,3.0,,3.0,,,1.0,,2.0,6.0,2.0,3.0,2.0,5.0,2.0,9.0,5.0,14.0,,,,,,,,,,,,,,,,2.0,4.0,1.0,,1.0,,1.0,,,,,,,2.0,,,2.0,,,,2.0,2.0,,8.0,40,2.0,,0.25,0.5,,,,,,0.8,1.0,0.8,0.8,1.0,0.8,0.8,1.0,0.8,,,,,7.352941176470588,,0.6666666666666666,0.29411764705882354,0.14285714285714285,0.5,0.2857142857142857,0.3333333333333333,0.17857142857142858,0.375,,,0.16666666666666666,1.0,0.14285714285714285,0.5,0.3333333333333333,0.6666666666666666,,,1.0,0.6,1.0,1.0,0.3333333333333333,0.4,0.5,0.5,,,,,,,,,,,,,,1.0,1.0,,,,,,0.6,1.0,,,,,0.6,,0.53342,0.6526,0.53342,,,,0.5,1.0,3.2600000000000002,,0.6779661016949152,,,,,,,,,,,,,,True,
1897,1610612758,Metta World Peace,Metta World Peace,1897,SAC,18152.0,303,30.0,565,571,137,118,70.0,1136,17.0,32.0,2.0,4.0,6.0,7.0,2.0,19.0,9.0,34.0,3.0,7.0,,1.0,2.0,9.0,29.0,1.0,3.0,3.0,8.0,28.0,85.0,12.0,36.0,27.0,119.0,558,2.0,4.0,1.0,3.0,7.0,14.0,8.0,20.0,4.0,10.0,6.0,34.0,22.0,34.0,27.0,9.0,4.0,,29.0,9.0,9.0,22.0,12.0,34.0,9.0,3.0,9.0,3.0,10.0,80.0,5.0,5.0,4.0,23.0,5.0,32.0,10.0,42.0,2.0,20.0,12.0,8.0,11.0,2.0,7.0,13.0,,4.0,,2.0,24.0,3.0,6.0,6.0,24.0,1.0,5.0,29.0,1.0,1.0,34.0,4.0,,16.0,,3.0,3.0,,,1.0,,,2.0,3.0,2.0,1.0,34.0,137,6.0,3.0,0.39285714285714285,0.4230769230769231,0.75,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.32941176470588235,0.5,0.4,0.38016528925619836,0.5,0.4666666666666667,0.4375,0.6363636363636364,0.5,0.2975206611570248,0.10588235294117647,0.25,0.05263157894736842,24.844720496894407,0.4583333333333333,0.29411764705882354,0.10952380952380952,0.027777777777777776,0.06779661016949153,0.05952380952380952,0.10037174721189591,0.03787878787878788,0.0425531914893617,0.021739130434782608,0.022988505747126436,0.047619047619047616,0.09523809523809523,0.14516129032258066,0.0784313725490196,0.10309278350515463,0.06976744186046512,0.0625,0.028985507246376812,0.6666666666666666,0.2644628099173554,0.53125,0.7083333333333334,0.47058823529411764,0.15702479338842976,0.10526315789473684,0.1111111111111111,0.5,0.2809917355371901,0.2647058823529412,0.2647058823529412,0.2222222222222222,0.05785123966942149,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2396694214876033,0.3103448275862069,0.3103448275862069,0.7777777777777778,0.5714285714285714,0.5,,,0.42857142857142855,0.3333333333333333,,0.23333333333333334,0.8571428571428571,0.06666666666666667,0.5,0.26666666666666666,0.375,0.5619834710743802,0.3103448275862069,0.4820512396694215,0.5541166666666667,0.4719583333333333,0.12030075187969924,0.16494845360824742,,0.11764705882352941,0.2857142857142857,9.727058823529411,24.927777777777774,0.2424778761061947,,,,,,,,,,1.0,,,,True,
2752,1610612758,Sergei Monia,Sergei Monia,2752,SAC,192.0,3,-3.0,7,5,7,5,,12,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,7,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,14.285714285714285,,,0.5,,,,0.5,,,,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3324,,0.3324,,,,,,16.3,,1.0,,,,,,,,,,,,,,True,
958,1610612758,Vitaly Potapenko,Vitaly Potapenko,958,SAC,989.0,16,-23.0,33,31,20,10,3.0,64,,1.0,,,,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,4.0,6.0,,,,8.0,33,1.0,1.0,,,,2.0,3.0,4.0,,,,6.0,8.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,6.0,20,1.0,,1.0,1.0,,,,,,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,0.75,0.6666666666666666,1.0,0.75,,0.16666666666666666,1.0,,18.91891891891892,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,0.5,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.25,,,,,,0.16666666666666666,,0.3429499999999999,0.3416,0.3364,,,,0.25,0.75,9.683333333333334,,0.6060606060606061,,,,,,,,,,,,,,True,
101179,1610612758,Ronnie Price,Ronnie Price,101179,SAC,2399.0,40,-3.0,80,77,50,60,7.0,157,3.0,4.0,,,1.0,1.0,,,1.0,4.0,,4.0,,,,2.0,5.0,,,1.0,2.0,4.0,8.0,2.0,9.0,7.0,21.0,83,,,,,2.0,2.0,1.0,4.0,1.0,2.0,3.0,8.0,4.0,4.0,3.0,3.0,,,5.0,2.0,1.0,2.0,1.0,3.0,,1.0,1.0,,1.0,7.0,1.0,,,1.0,,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,,,1.0,,2.0,,2.0,3.0,6.0,1.0,,4.0,,,7.0,1.0,,4.0,,,,,,,,,,,,,8.0,50,2.0,,0.5,0.5,0.5,0.2222222222222222,,0.5,0.2222222222222222,0.5,,0.25,0.4117647058823529,,0.4166666666666667,0.525,1.0,0.5714285714285714,0.5294117647058824,0.125,0.25,,24.719101123595504,0.5,,0.047619047619047616,,,0.06666666666666667,0.02857142857142857,0.02631578947368421,,,,,0.2,,0.16666666666666666,,,,0.1111111111111111,,0.23529411764705882,0.75,1.0,0.6666666666666666,,,,,0.23529411764705882,0.25,0.25,,0.23529411764705882,,,,0.29411764705882354,0.4,0.4,0.5,,,,,,,,0.16666666666666666,1.0,,,0.3333333333333333,0.5,0.7647058823529411,0.4,0.5369176470588236,,0.527125,0.2,0.36363636363636365,,0.09523809523809523,0.38095238095238093,9.9875,25.277777777777775,0.625,,,1.0,,0.1111111111111111,,,,,,,,,False,0.25
1710,1610612758,Mike Bibby,Mike Bibby,1710,SAC,143093.0,2385,167.0,4623,4619,1385,1149,527.0,9242,86.0,138.0,6.0,9.0,34.0,47.0,12.0,43.0,186.0,449.0,26.0,59.0,8.0,8.0,17.0,110.0,289.0,11.0,31.0,36.0,103.0,284.0,630.0,136.0,348.0,249.0,1225.0,4871,21.0,50.0,14.0,39.0,15.0,99.0,79.0,184.0,44.0,120.0,132.0,422.0,248.0,320.0,369.0,39.0,2.0,4.0,285.0,110.0,26.0,298.0,54.0,352.0,35.0,19.0,161.0,20.0,117.0,758.0,5.0,15.0,37.0,117.0,,154.0,21.0,175.0,3.0,61.0,36.0,25.0,102.0,20.0,75.0,41.0,1.0,27.0,,3.0,143.0,4.0,39.0,45.0,117.0,2.0,10.0,247.0,4.0,22.0,293.0,13.0,19.0,80.0,3.0,59.0,8.0,,,6.0,,,2.0,8.0,2.0,,422.0,1385,22.0,47.0,0.43661971830985913,0.4381625441696113,0.9044117647058824,0.39080459770114945,0.358974358974359,0.36666666666666664,0.3953488372093023,0.4507936507936508,0.42,0.42934782608695654,0.49897750511247446,0.47191011235955055,0.4769736842105263,0.5483288166214996,0.5051546391752577,0.5588235294117647,0.3558282208588957,0.04126984126984127,0.10144927536231885,0.09302325581395349,23.783164726092764,0.7132867132867133,,0.0697258641239571,0.009505703422053232,0.07613168724279835,0.00980392156862745,0.0711645101663586,0.009578544061302681,0.009411764705882352,0.009259259259259259,0.009650180940892641,0.010638297872340425,0.007462686567164179,0.05336426914153132,0.05283757338551859,0.09103260869565218,0.06725146198830409,0.09722222222222222,0.005836575875486381,0.25,0.1411042944785276,0.6231884057971014,0.6935483870967742,0.29069767441860467,0.04396728016359918,0.27906976744186046,0.3076923076923077,0.16666666666666666,0.4591002044989775,0.4142538975501114,0.4217687074829932,0.521505376344086,0.06032719836400818,0.4406779661016949,0.4406779661016949,1.0,0.2955010224948875,0.3806228373702422,0.3806228373702422,0.8818181818181818,0.10112359550561797,0.6666666666666666,,0.0898876404494382,0.34831460674157305,0.3548387096774194,1.0,0.15460526315789475,0.723404255319149,0.05592105263157895,0.47058823529411764,0.33881578947368424,0.34951456310679613,0.49693251533742333,0.38596491228070173,0.4845994353182752,0.47257173913043465,0.4734931666666667,0.07919847328244274,0.11477761836441894,0.008547008547008548,0.08081632653061224,0.34448979591836737,14.333809523809526,25.208045977011494,0.299589011464417,,3.0,,1.0,,,0.008064516129032258,0.375,1.0,,,0.017817371937639197,,False,
1802,1610612758,Brad Miller,Brad Miller,1802,SAC,126796.0,2113,195.0,4093,4078,1167,921,460.0,8171,102.0,151.0,27.0,35.0,33.0,45.0,41.0,89.0,145.0,315.0,8.0,19.0,,3.0,5.0,13.0,40.0,2.0,6.0,6.0,18.0,288.0,555.0,21.0,59.0,208.0,847.0,4295,47.0,72.0,2.0,6.0,27.0,127.0,80.0,140.0,9.0,23.0,93.0,280.0,416.0,160.0,60.0,3.0,42.0,1.0,39.0,13.0,40.0,193.0,75.0,268.0,56.0,19.0,104.0,22.0,67.0,611.0,28.0,60.0,59.0,252.0,31.0,342.0,90.0,432.0,4.0,48.0,33.0,15.0,84.0,20.0,57.0,52.0,6.0,27.0,1.0,4.0,136.0,13.0,40.0,100.0,179.0,11.0,11.0,217.0,25.0,25.0,254.0,24.0,5.0,109.0,1.0,26.0,53.0,,,39.0,,2.0,12.0,53.0,30.0,1.0,280.0,1167,20.0,24.0,0.7222222222222222,0.7790262172284644,0.9523809523809523,0.3559322033898305,0.3333333333333333,0.391304347826087,0.3620689655172414,0.518918918918919,0.6527777777777778,0.5714285714285714,0.5203583061889251,0.6410256410256411,0.5736196319018405,0.581267217630854,0.6827956989247311,0.6518691588785047,0.09609120521172639,0.07207207207207207,0.152317880794702,0.14606741573033707,18.609671848013818,0.6176470588235294,0.30392156862745096,0.16901408450704225,0.042735042735042736,0.13817330210772832,0.06378132118451026,0.162148070907195,0.04774823657080846,0.049738219895287955,0.03260869565217391,0.04289544235924933,0.05214723926380368,0.09734513274336283,0.19160104986876642,0.1843817787418655,0.1448382126348228,0.12374581939799331,0.171875,0.015444015444015444,0.5660377358490566,0.24592833876221498,0.6754966887417219,0.796875,0.5686274509803921,0.1449511400651466,0.4606741573033708,0.5394736842105263,0.4146341463414634,0.5130293159609121,0.4603174603174603,0.4662379421221865,0.9172413793103448,0.030944625407166124,0.42105263157894735,0.42105263157894735,1.0,0.06514657980456026,0.325,0.325,0.9230769230769231,0.44871794871794873,0.7714285714285715,0.2222222222222222,,0.07692307692307693,0.3333333333333333,0.5,0.27607361963190186,0.7333333333333333,0.03067484662576687,0.6,0.11042944785276074,0.3333333333333333,0.34201954397394135,0.3333333333333333,0.4547091353996737,0.47399453125,0.4542367283950617,0.15714285714285714,0.1703125,0.016666666666666666,0.14994096812278632,0.3305785123966942,11.981981981981983,24.796610169491526,0.2851209381871488,3.0,,,2.0,,,0.019230769230769232,,,1.0,,0.012698412698412698,1.0,False,
2755,1610612758,Kevin Martin,Kevin Martin,2755,SAC,78623.0,1310,7.0,2563,2558,755,631,299.0,5121,78.0,121.0,6.0,16.0,15.0,31.0,20.0,45.0,34.0,70.0,17.0,47.0,3.0,2.0,11.0,25.0,75.0,1.0,6.0,8.0,24.0,132.0,236.0,42.0,122.0,131.0,521.0,2701,13.0,31.0,2.0,9.0,7.0,39.0,30.0,65.0,10.0,35.0,62.0,152.0,148.0,116.0,120.0,6.0,18.0,1.0,74.0,25.0,21.0,50.0,18.0,68.0,11.0,7.0,14.0,3.0,33.0,154.0,13.0,28.0,32.0,104.0,3.0,139.0,42.0,181.0,5.0,30.0,21.0,9.0,32.0,5.0,21.0,26.0,6.0,11.0,2.0,3.0,58.0,6.0,13.0,28.0,91.0,5.0,6.0,122.0,5.0,21.0,153.0,11.0,7.0,59.0,,20.0,6.0,,,3.0,,1.0,2.0,6.0,5.0,,152.0,755,11.0,19.0,0.5606060606060606,0.6016260162601627,0.9523809523809523,0.3442622950819672,0.2222222222222222,0.2857142857142857,0.34710743801652894,0.559322033898305,0.41935483870967744,0.46153846153846156,0.5446927374301676,0.4,0.45,0.6068075117370892,0.4431818181818182,0.5597014925373134,0.3407821229050279,0.08898305084745763,0.1322314049586777,0.08888888888888889,16.615067079463365,0.5517241379310345,0.047619047619047616,0.11206896551724138,0.03229527104959631,0.12213740458015267,0.044673539518900345,0.11428571428571428,0.03540587219343696,0.022123893805309734,0.0223463687150838,0.04112554112554113,0.04072398190045249,0.05714285714285714,0.07083333333333333,0.07142857142857142,0.16751269035532995,0.12849162011173185,0.10843373493975904,0.031055900621118012,0.8333333333333334,0.33798882681564246,0.6446280991735537,0.7428571428571429,0.6538461538461539,0.12569832402234637,0.4444444444444444,0.4878048780487805,0.25,0.19553072625698323,0.4857142857142857,0.4927536231884058,0.5294117647058824,0.13128491620111732,0.3617021276595745,0.3617021276595745,1.0,0.20949720670391062,0.3333333333333333,0.3333333333333333,0.92,0.4,0.375,,0.075,0.15,0.16666666666666666,1.0,0.31,0.4838709677419355,0.11,0.18181818181818182,0.24,0.3333333333333333,0.6787709497206704,0.33783783783783783,0.5364056022408963,0.5085019230769231,0.5165818181818183,0.14532019704433496,0.20774647887323944,,0.07485604606525911,0.29174664107485604,7.345338983050849,24.481967213114757,0.2945766679672259,,1.0,,1.0,,,0.015384615384615385,0.3333333333333333,1.0,1.0,,0.014285714285714285,,False,
949,1610612758,Shareef Abdur-Rahim,Shareef Abdur-Rahim,949,SAC,82299.0,1372,164.0,2627,2624,902,761,316.0,5251,116.0,177.0,31.0,50.0,32.0,45.0,64.0,139.0,48.0,109.0,1.0,3.0,,,,3.0,11.0,,,3.0,7.0,228.0,425.0,4.0,14.0,144.0,612.0,2767,42.0,75.0,,,21.0,105.0,63.0,125.0,3.0,7.0,54.0,189.0,254.0,202.0,12.0,,56.0,1.0,10.0,3.0,42.0,67.0,36.0,103.0,27.0,9.0,27.0,2.0,38.0,242.0,13.0,66.0,28.0,116.0,17.0,161.0,82.0,243.0,6.0,33.0,22.0,11.0,44.0,4.0,20.0,28.0,2.0,24.0,,7.0,72.0,2.0,23.0,71.0,137.0,16.0,10.0,135.0,9.0,5.0,184.0,16.0,,80.0,,20.0,32.0,2.0,2.0,21.0,,1.0,10.0,34.0,16.0,1.0,189.0,902,18.0,21.0,0.5570175438596491,0.635,1.0,0.2857142857142857,,0.42857142857142855,0.3076923076923077,0.5364705882352941,0.56,0.504,0.5330296127562643,0.56,0.5113636363636364,0.5850860420650096,0.603448275862069,0.5658682634730539,0.03189066059225513,0.0988235294117647,0.12994350282485875,0.1223021582733813,19.813519813519815,0.6111111111111112,0.19767441860465115,0.12513484358144553,0.07317073170731707,0.10486891385767791,0.048507462686567165,0.12060301507537688,0.06752136752136752,0.11715481171548117,0.08411214953271028,0.044543429844097995,0.052083333333333336,0.039473684210526314,0.09090909090909091,0.16363636363636364,0.11951219512195121,0.11518324607329843,0.07894736842105263,0.03773584905660377,0.47058823529411764,0.4031890660592255,0.655367231638418,0.7532467532467533,0.5086206896551724,0.31662870159453305,0.460431654676259,0.5245901639344263,0.3125,0.24829157175398633,0.44036697247706424,0.4485981308411215,1.0,0.00683371298405467,0.3333333333333333,0.3333333333333333,1.0,0.025056947608200455,0.2727272727272727,0.2727272727272727,1.0,0.6666666666666666,0.62,0.12903225806451613,,,,,0.3409090909090909,0.7111111111111111,,,0.05303030303030303,0.42857142857142855,0.43507972665148065,0.3,0.46801404109589045,0.5012084507042255,0.4460492366412214,0.15904572564612326,0.16359918200409,,0.1715686274509804,0.3088235294117647,7.257176470588234,26.142857142857142,0.34335744194899126,,,,3.0,,,0.034482758620689655,,,5.0,1.0,0.01834862385321101,,False,
978,1610612758,Peja Stojakovic,Peja Stojakovic,978,SAC,60917.0,1015,-21.0,1959,1955,571,570,218.0,3914,40.0,65.0,5.0,8.0,10.0,18.0,8.0,25.0,43.0,125.0,18.0,34.0,3.0,2.0,5.0,47.0,121.0,2.0,8.0,7.0,32.0,91.0,215.0,65.0,155.0,92.0,469.0,2134,14.0,24.0,3.0,11.0,14.0,51.0,23.0,56.0,9.0,37.0,42.0,115.0,108.0,74.0,186.0,9.0,10.0,,121.0,47.0,15.0,51.0,10.0,61.0,7.0,3.0,19.0,5.0,27.0,132.0,2.0,27.0,22.0,74.0,16.0,112.0,29.0,141.0,6.0,18.0,15.0,3.0,29.0,3.0,12.0,18.0,2.0,17.0,,4.0,47.0,4.0,11.0,25.0,71.0,4.0,5.0,76.0,4.0,3.0,99.0,2.0,17.0,26.0,,16.0,2.0,,,2.0,,,,2.0,2.0,,115.0,571,12.0,15.0,0.5934065934065934,0.627906976744186,0.9538461538461539,0.41935483870967744,0.2727272727272727,0.24324324324324326,0.41935483870967744,0.4232558139534884,0.5833333333333334,0.4107142857142857,0.5094594594594595,0.5285714285714286,0.3924731182795699,0.5536585365853659,0.5952380952380952,0.49130434782608695,0.4189189189189189,0.06976744186046512,0.15384615384615385,0.12,20.74443940081707,0.6170212765957447,0.2909090909090909,0.1072463768115942,0.03941605839416058,0.10476190476190476,0.01015228426395939,0.10666666666666667,0.032879818594104306,0.030864197530864196,0.043478260869565216,0.04155844155844156,0.0136986301369863,,0.056179775280898875,0.15151515151515152,0.10320284697508897,0.11920529801324503,0.06779661016949153,0.030303030303030304,1.0,0.17567567567567569,0.6153846153846154,0.7272727272727273,0.75,0.06756756756756757,0.32,0.36363636363636365,0.125,0.33783783783783783,0.344,0.34959349593495936,0.5348837209302325,0.0918918918918919,0.5294117647058824,0.5294117647058824,0.9444444444444444,0.327027027027027,0.3884297520661157,0.39166666666666666,0.9574468085106383,0.22857142857142856,0.625,0.4,0.08571428571428572,0.22857142857142856,0.25,1.0,0.1935483870967742,0.5555555555555556,0.053763440860215055,0.4,0.34408602150537637,0.21875,0.5945945945945946,0.3884297520661157,0.5035866216216214,0.49307692307692313,0.48732741935483853,0.06598984771573604,0.1087866108786611,,0.10874200426439233,0.24520255863539445,11.99581395348837,24.761290322580646,0.29147524247064827,,1.0,1.0,,0.0064516129032258064,0.008264462809917356,,0.3333333333333333,1.0,1.0,,0.016,,False,
