EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Blocked3s,BlockedCorner3,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,BlockedLongMidRange,Corner3PctBlocked,PenaltyCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,BlockedArc3,Clear Path Fouls,on,HeaveMakes
2416,1610612766,Kareem Rush,Kareem Rush,2416,CHA,19128.0,319,-86,618,622,212,266,89,1240,20,34,3.0,9.0,6.0,11.0,3.0,9.0,7.0,44,4.0,9.0,1.0,2.0,2.0,13.0,46.0,3.0,6.0,5.0,10.0,30,87,17.0,55.0,8.0,119,704,3.0,12.0,4.0,8.0,,18.0,8.0,22,5.0,12.0,6.0,37.0,30.0,30.0,51.0,,4.0,1.0,45.0,13.0,3.0,,8.0,6.0,14.0,4.0,2.0,2.0,,6.0,34.0,,7.0,,10,10,,20,7.0,27,2.0,18.0,12.0,6.0,8.0,2.0,2.0,12,,6.0,1.0,5.0,20,4.0,5.0,8,21,1.0,4.0,15.0,,1.0,12.0,2.0,,6.0,,1.0,2.0,1.0,1.0,3.0,2.0,,37.0,212,2.0,1.0,0.5,0.5357142857142857,1.0,0.3090909090909091,0.5,0.4166666666666667,0.3148148148148148,0.3448275862068966,0.25,0.36363636363636365,0.3908450704225352,0.45,0.45588235294117646,0.40476190476190477,0.45,0.5,0.3873239436619718,,0.034482758620689655,0.058823529411764705,,0.022727272727272728,,23.130193905817176,0.4,,,0.055248618784530384,0.029661016949152543,0.12048192771084337,,0.07575757575757576,0.022082018927444796,0.05063291139240506,,0.026785714285714284,,,0.028169014084507043,0.07547169811320754,0.07017543859649122,0.08771929824561403,0.19230769230769232,0.02197802197802198,0.6666666666666666,0.23943661971830985,0.5882352941176471,0.625,0.5,0.06338028169014084,0.3333333333333333,0.3333333333333333,,0.30985915492957744,0.1590909090909091,0.16279069767441862,0.7142857142857143,0.06338028169014084,0.4444444444444444,0.4444444444444444,1.0,0.323943661971831,0.2826086956521739,0.2826086956521739,1.0,0.45,0.3333333333333333,0.3333333333333333,0.1,0.5,1.0,0.3,0.5,1.0,0.3235294117647059,0.5454545454545454,0.058823529411764705,0.29411764705882354,0.5,0.6267605633802817,0.28888888888888886,0.5096060283687944,0.5482499999999999,0.5183970588235294,0.0410958904109589,0.06593406593406594,,0.15126050420168066,0.31092436974789917,10.677011494252872,25.449090909090906,0.343042071197411,1.0,,,,,,,,,,1.0,,True,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,20181.0,336,-88,658,666,310,301,92,1324,23,45,4.0,9.0,9.0,19.0,4.0,19.0,10.0,28,8.0,16.0,,1.0,12.0,7.0,28.0,2.0,5.0,5.0,14.0,37,92,15.0,44.0,33.0,152,721,6.0,15.0,2.0,6.0,6.0,24.0,15.0,41,11.0,26.0,21.0,84.0,24.0,50.0,42.0,3.0,6.0,,28.0,7.0,13.0,,14.0,2.0,16.0,1.0,1.0,8.0,2.0,4.0,34.0,5.0,10.0,2.0,8,18,3.0,29,17.0,46,1.0,17.0,11.0,6.0,15.0,1.0,10.0,7,1.0,5.0,,2.0,22,3.0,5.0,8,27,,3.0,36.0,,4.0,45.0,2.0,1.0,16.0,,7.0,,,,,,,84.0,310,11.0,7.0,0.32432432432432434,0.35294117647058826,0.9333333333333333,0.3409090909090909,0.3333333333333333,0.4230769230769231,0.3409090909090909,0.40217391304347827,0.4,0.36585365853658536,0.4375,0.42857142857142855,0.4701492537313433,0.4840764331210191,0.5,0.525,0.3235294117647059,,0.14130434782608695,0.2,0.21052631578947367,,,23.42931937172775,0.6818181818181818,0.10714285714285714,0.07407407407407407,0.09137055837563451,0.04,0.12307692307692308,0.06097560975609756,0.09923664122137404,0.045180722891566265,0.05555555555555555,0.03225806451612903,0.030612244897959183,0.07547169811320754,0.034482758620689655,0.09090909090909091,0.1951219512195122,0.044444444444444446,0.10869565217391304,0.15789473684210525,0.015625,,0.33088235294117646,0.5111111111111111,0.6388888888888888,0.2608695652173913,0.13970588235294118,0.21052631578947367,0.26666666666666666,,0.20588235294117646,0.35714285714285715,0.35714285714285715,0.6,0.11764705882352941,0.5,0.5,1.0,0.20588235294117646,0.25,0.25,0.8571428571428571,0.42857142857142855,0.4444444444444444,,0.047619047619047616,,,0.23809523809523808,0.4,1.0,0.2835820895522388,0.47368421052631576,0.1791044776119403,0.208955223880597,0.35714285714285715,0.6544117647058824,0.25,0.5043514705882353,0.47181333333333325,0.5053462686567164,0.10666666666666667,0.1509433962264151,,0.15789473684210525,0.5526315789473685,7.730434782608698,24.684090909090912,0.47112462006079026,,,6.0,,,,0.5,,,,,,True,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,33495.0,558,-65,1116,1144,484,448,139,2260,56,92,11.0,17.0,19.0,37.0,11.0,28.0,14.0,35,2.0,2.0,,,2.0,,7.0,,,,4.0,81,155,2.0,9.0,54.0,222,1209,14.0,22.0,,,6.0,34.0,29.0,61,2.0,6.0,33.0,97.0,68.0,94.0,6.0,,12.0,,7.0,,10.0,,26.0,16.0,42.0,9.0,7.0,10.0,3.0,13.0,100.0,12.0,17.0,1.0,6,47,12.0,65,30.0,95,3.0,35.0,24.0,11.0,14.0,2.0,7.0,17,4.0,7.0,2.0,2.0,31,1.0,15.0,29,62,1.0,6.0,52.0,4.0,5.0,68.0,6.0,,24.0,,13.0,3.0,2.0,1.0,3.0,2.0,1.0,97.0,484,10.0,13.0,0.41975308641975306,0.4533333333333333,1.0,0.2222222222222222,,0.3333333333333333,0.2222222222222222,0.5225806451612903,0.6363636363636364,0.47540983606557374,0.5121951219512195,0.6363636363636364,0.47761194029850745,0.5692307692307692,0.6538461538461539,0.5705882352941176,0.054878048780487805,,0.06451612903225806,0.09782608695652174,,0.02857142857142857,,17.601246105919003,0.45161290322580644,0.24489795918367346,0.019230769230769232,0.13864306784660768,0.04644808743169399,0.05172413793103448,0.07741935483870968,0.11648351648351649,0.05566218809980806,0.06896551724137931,0.014705882352941176,0.0392156862745098,0.08181818181818182,0.06666666666666667,0.1532258064516129,0.16279069767441862,0.10852713178294573,0.02531645569620253,0.10810810810810811,0.04411764705882353,0.6666666666666666,0.5609756097560976,0.6086956521739131,0.6746987951807228,0.4107142857142857,0.17073170731707318,0.39285714285714285,0.39285714285714285,0.2727272727272727,0.21341463414634146,0.4,0.4117647058823529,0.5714285714285714,0.012195121951219513,1.0,1.0,1.0,0.042682926829268296,,,,0.7727272727272727,0.6470588235294118,0.18181818181818182,,,,,,,0.5522388059701493,0.5135135135135135,0.029850746268656716,0.05970149253731343,,0.6158536585365854,,0.521053086419753,0.54528,0.5118238461538461,0.13186813186813187,0.13872832369942195,,0.15315315315315314,0.4369369369369369,5.585806451612903,27.355555555555558,0.4336917562724014,,,2.0,,,,1.0,,,,,1.0,True,
2408,1610612766,Melvin Ely,Melvin Ely,2408,CHA,38620.0,644,-65,1221,1217,328,332,164,2438,42,69,6.0,15.0,19.0,23.0,67.0,129.0,3.0,11,,,,,,,,,,,,112,209,,,47.0,271,1309,16.0,37.0,,,13.0,45.0,34.0,53,,,17.0,85.0,112.0,112.0,,,10.0,,,,12.0,,28.0,10.0,38.0,6.0,4.0,14.0,2.0,12.0,86.0,10.0,38.0,,17,42,19.0,78,48.0,126,1.0,9.0,6.0,3.0,15.0,,8.0,24,1.0,7.0,,4.0,39,2.0,13.0,45,86,3.0,13.0,91.0,6.0,7.0,75.0,9.0,,34.0,,8.0,20.0,11.0,5.0,20.0,13.0,2.0,85.0,328,5.0,7.0,0.5,0.5233644859813084,,,,,,0.5358851674641149,0.43243243243243246,0.6415094339622641,0.5358851674641149,0.43243243243243246,0.6415094339622641,0.5599173553719008,0.4891304347826087,0.6439393939393939,,,0.05741626794258373,0.08695652173913043,0.046511627906976744,,,19.83062808750882,0.38461538461538464,0.37254901960784315,,0.1065989847715736,0.07770961145194274,0.1349206349206349,0.08130081300813008,0.11346153846153846,0.0784313725490196,0.09933774834437085,0.05303030303030303,0.07766990291262135,0.0958904109589041,0.06,0.1386861313868613,0.09473684210526316,0.08641975308641975,0.125,0.15217391304347827,0.012048192771084338,0.65,0.33014354066985646,0.6086956521739131,0.6666666666666666,0.5714285714285714,0.6172248803827751,0.5193798449612403,0.5447154471544715,0.4626865671641791,0.05263157894736842,0.2727272727272727,0.2727272727272727,0.3333333333333333,,,,,,,,,0.40540540540540543,0.4,,,,,,,,0.4339622641509434,0.8260869565217391,,,,0.33014354066985646,,0.43870861244019144,0.45224827586206895,0.44692830188679245,0.1452991452991453,0.1452991452991453,,0.16605166051660517,0.31365313653136534,5.37224880382775,,0.26863226863226863,,,,,4.0,,,,,4.0,,,True,
101207,1610612766,Kevin Burleson,Kevin Burleson,101207,CHA,10993.0,183,-42,361,365,155,176,40,726,4,7,1.0,1.0,1.0,3.0,,2.0,3.0,8,,2.0,,,2.0,2.0,19.0,,1.0,1.0,6.0,7,17,2.0,21.0,8.0,28,374,2.0,2.0,,1.0,2.0,6.0,3.0,9,1.0,8.0,6.0,15.0,4.0,10.0,,6.0,2.0,1.0,18.0,2.0,3.0,,18.0,8.0,26.0,3.0,5.0,3.0,3.0,12.0,60.0,,4.0,,6,2,2.0,10,4.0,14,,10.0,6.0,4.0,6.0,2.0,4.0,8,,2.0,1.0,,14,1.0,7.0,15,40,4.0,3.0,6.0,,,8.0,,,2.0,,2.0,,,,,,,15.0,155,6.0,2.0,0.2857142857142857,0.3333333333333333,,0.09523809523809523,,0.125,0.1,0.4117647058823529,1.0,0.3333333333333333,0.2631578947368421,0.6666666666666666,0.2647058823529412,0.3333333333333333,0.75,0.375,0.5526315789473685,,0.17647058823529413,0.14285714285714285,0.5,0.125,,13.6919315403423,0.42857142857142855,0.14285714285714285,,0.02197802197802198,0.034782608695652174,0.16666666666666666,,0.06299212598425197,0.022598870056497175,0.024390243902439025,0.043478260869565216,0.0392156862745098,,,0.030303030303030304,,0.02702702702702703,0.05263157894736842,0.29411764705882354,,,0.18421052631578946,0.5714285714285714,0.6666666666666666,0.5,0.05263157894736842,,,,0.21052631578947367,0.375,0.42857142857142855,,0.05263157894736842,,,,0.5,0.10526315789473684,0.10526315789473684,,0.3333333333333333,1.0,1.0,,,,0.3333333333333333,,,0.17647058823529413,0.3333333333333333,0.11764705882352941,0.35294117647058826,0.16666666666666666,0.7368421052631579,0.1111111111111111,0.5092432432432433,0.33965,0.4608911764705882,0.05,0.10526315789473684,,0.21428571428571427,0.5357142857142857,9.588235294117649,26.561904761904763,0.4293628808864266,,,,,,,,,,,,,True,
2437,1610612766,Lonny Baxter,Lonny Baxter,2437,CHA,1840.0,31,-6,61,59,14,25,1,120,3,3,,,,,,,,3,,,,,,,,,,,,3,6,,,,6,68,,,,,,,,1,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,1,6,1.0,8,,8,,,,,,,,2,,,1.0,1.0,2,,,2,3,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,14,,,1.0,1.0,,,,,,0.5,,,0.5,,,0.5,,,,,,,,,,12.698412698412698,,1.0,,0.3,,0.14285714285714285,,0.25925925925925924,,,,,,,0.3333333333333333,,0.4444444444444444,0.3333333333333333,,,1.0,0.5,1.0,1.0,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.4734499999999999,,0.328,,,,,,9.066666666666666,,0.22950819672131148,,,,,,,,,,,,,True,
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,57805.0,963,-18,1873,1856,549,613,223,3729,51,119,5.0,12.0,15.0,32.0,11.0,25.0,23.0,74,5.0,18.0,1.0,2.0,5.0,27.0,81.0,4.0,10.0,9.0,27.0,85,218,32.0,99.0,78.0,344,1971,8.0,20.0,5.0,12.0,5.0,36.0,22.0,58,11.0,32.0,43.0,120.0,38.0,132.0,72.0,24.0,6.0,3.0,77.0,26.0,24.0,2.0,146.0,33.0,179.0,17.0,16.0,63.0,18.0,65.0,391.0,3.0,21.0,3.0,15,50,5.0,70,27.0,97,5.0,41.0,29.0,12.0,42.0,13.0,28.0,29,4.0,14.0,2.0,,71,4.0,17.0,23,73,3.0,5.0,109.0,4.0,16.0,104.0,7.0,,38.0,,17.0,4.0,3.0,,4.0,3.0,2.0,120.0,549,14.0,18.0,0.2235294117647059,0.23170731707317074,0.75,0.32323232323232326,0.4166666666666667,0.34375,0.3229166666666667,0.38990825688073394,0.4,0.3793103448275862,0.4195583596214511,0.484375,0.42777777777777776,0.4712328767123288,0.5,0.5172413793103449,0.31230283911671924,0.020202020202020204,0.11009174311926606,0.15966386554621848,0.12,0.02702702702702703,0.024691358024691357,20.335820895522385,0.5915492957746479,0.08333333333333333,0.041666666666666664,0.08237232289950576,0.029453015427769985,0.0872093023255814,0.018867924528301886,0.0834403080872914,0.027522935779816515,0.03529411764705882,0.03571428571428571,0.020689655172413793,0.009009009009009009,0.041666666666666664,0.07441860465116279,0.08441558441558442,0.08823529411764706,0.09230769230769231,0.07142857142857142,0.030120481927710843,0.75,0.3753943217665615,0.42857142857142855,0.51,0.17647058823529413,0.07886435331230283,0.44,0.5,,0.2334384858044164,0.3108108108108108,0.3194444444444444,0.43478260869565216,0.056782334384858045,0.2777777777777778,0.2777777777777778,1.0,0.2555205047318612,0.3333333333333333,0.34177215189873417,0.7037037037037037,0.375,0.4166666666666667,0.2,0.0625,0.5,1.0,0.3125,0.4,1.0,0.35555555555555557,0.46875,0.05555555555555555,0.3,0.3333333333333333,0.6876971608832808,0.33766233766233766,0.5095006410256409,0.4800462962962964,0.48594534883720936,0.10919540229885058,0.15261044176706828,,0.10465116279069768,0.3488372093023256,7.4857798165137615,25.810101010101008,0.29311265349706356,,,2.0,,1.0,,0.4,1.0,,,,,False,1.0
101118,1610612766,Sean May,Sean May,101118,CHA,14358.0,239,-4,468,474,198,229,68,942,20,32,6.0,12.0,10.0,19.0,8.0,21.0,11.0,34,,,,,,,5.0,,,,3.0,39,87,,5.0,29.0,107,495,10.0,22.0,,,4.0,24.0,17.0,38,,3.0,18.0,52.0,54.0,24.0,,,8.0,1.0,4.0,,6.0,,8.0,5.0,13.0,3.0,2.0,6.0,2.0,,31.0,2.0,19.0,2.0,5,26,9.0,40,23.0,63,1.0,12.0,8.0,4.0,7.0,2.0,2.0,11,1.0,5.0,,1.0,18,3.0,4.0,19,37,2.0,7.0,24.0,3.0,1.0,37.0,3.0,,14.0,,6.0,7.0,5.0,2.0,7.0,6.0,1.0,52.0,198,6.0,5.0,0.6923076923076923,0.7714285714285715,,,,,,0.4482758620689655,0.45454545454545453,0.4473684210526316,0.42391304347826086,0.45454545454545453,0.4146341463414634,0.4908256880733945,0.48,0.5098039215686274,0.05434782608695652,,0.06896551724137931,0.0625,0.14285714285714285,0.029411764705882353,,23.007246376811597,0.3888888888888889,0.3333333333333333,0.10526315789473684,0.18055555555555555,0.10674157303370786,0.11627906976744186,0.05405405405405406,0.1657754010695187,0.09767441860465116,0.13559322033898305,0.12195121951219512,0.07692307692307693,0.03571428571428571,0.1111111111111111,0.10638297872340426,0.2391304347826087,0.19607843137254902,0.12903225806451613,0.08333333333333333,0.022222222222222223,0.8571428571428571,0.34782608695652173,0.625,0.6666666666666666,0.65,0.22826086956521738,0.38095238095238093,0.4444444444444444,0.5,0.3695652173913043,0.3235294117647059,0.3333333333333333,0.9090909090909091,,,,,0.05434782608695652,,,,0.5454545454545454,0.5,0.16666666666666666,,,,,,,0.4634146341463415,0.5263157894736842,,0.07317073170731707,,0.40217391304347827,,0.4566686813186814,0.46263157894736845,0.4832875,0.13592233009708737,0.14285714285714285,,0.22429906542056074,0.48598130841121495,9.633333333333333,32.239999999999995,0.4230769230769231,,,,,,,,,,,,,False,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,18266.0,304,36,601,596,241,245,79,1197,20,39,2.0,6.0,9.0,16.0,3.0,7.0,5.0,21,11.0,17.0,1.0,1.0,6.0,2.0,11.0,,,1.0,5.0,28,67,13.0,28.0,25.0,120,597,2.0,10.0,1.0,1.0,8.0,15.0,9.0,18,6.0,11.0,12.0,48.0,32.0,24.0,33.0,6.0,4.0,1.0,10.0,2.0,10.0,,14.0,4.0,18.0,2.0,2.0,6.0,2.0,6.0,40.0,2.0,11.0,,4,21,1.0,26,13.0,39,3.0,5.0,3.0,2.0,11.0,2.0,5.0,9,1.0,6.0,,1.0,20,5.0,5.0,11,27,3.0,3.0,27.0,1.0,,31.0,3.0,,14.0,,3.0,2.0,,1.0,2.0,1.0,,48.0,241,4.0,3.0,0.5714285714285714,0.6153846153846154,0.8461538461538461,0.4642857142857143,1.0,0.5454545454545454,0.48148148148148145,0.417910447761194,0.2,0.5,0.5,0.3181818181818182,0.6206896551724138,0.5504587155963303,0.5,0.6666666666666666,0.29473684210526313,,0.14925373134328357,0.20512820512820512,0.2857142857142857,,,18.80466472303207,0.55,0.038461538461538464,,0.10880829015544041,0.0514018691588785,0.06666666666666667,0.03225806451612903,0.09881422924901186,0.04710144927536232,0.04819277108433735,0.08888888888888889,0.03488372093023256,0.043478260869565216,,0.0967741935483871,0.07692307692307693,0.13924050632911392,0.06382978723404255,0.07692307692307693,0.06976744186046512,0.5,0.4105263157894737,0.5128205128205128,0.6451612903225806,0.5,0.07368421052631578,0.42857142857142855,0.6,0.3333333333333333,0.22105263157894736,0.23809523809523808,0.23809523809523808,1.0,0.17894736842105263,0.6470588235294118,0.6470588235294118,0.9090909090909091,0.11578947368421053,0.18181818181818182,0.18181818181818182,0.5,0.5454545454545454,0.3333333333333333,,0.09090909090909091,1.0,1.0,,,,0.5517241379310345,0.5625,0.20689655172413793,0.1724137931034483,0.2,0.7052631578947368,0.2,0.5089170212765958,0.47041999999999995,0.5465607142857144,0.1320754716981132,0.1794871794871795,,0.125,0.4,7.071641791044775,24.79642857142857,0.40099833610648916,,,5.0,,1.0,,0.8333333333333334,,1.0,,,,False,
101207,1610612766,Kevin Burleson,Kevin Burleson,101207,CHA,9412.0,157,40,313,319,166,174,34,632,3,7,,,2.0,4.0,1.0,1.0,1.0,9,1.0,2.0,,1.0,1.0,7.0,31.0,1.0,3.0,4.0,18.0,5,17,8.0,33.0,8.0,42,278,,,1.0,4.0,,3.0,2.0,8,4.0,19.0,8.0,24.0,,10.0,18.0,6.0,,3.0,28.0,7.0,1.0,2.0,17.0,5.0,22.0,2.0,3.0,6.0,3.0,8.0,49.0,,,,1,9,2.0,12,,12,,16.0,9.0,7.0,5.0,2.0,5.0,6,1.0,,,1.0,11,,5.0,8,23,1.0,,10.0,,2.0,9.0,1.0,,2.0,,3.0,2.0,1.0,,2.0,2.0,,24.0,166,6.0,2.0,,,0.75,0.24242424242424243,0.25,0.21052631578947367,0.26666666666666666,0.29411764705882354,,0.25,0.34,0.375,0.2962962962962963,0.3888888888888889,0.375,0.3870967741935484,0.66,0.06060606060606061,0.058823529411764705,0.14285714285714285,,,0.03225806451612903,18.51851851851852,0.45454545454545453,0.10526315789473684,,0.09375,,0.023809523809523808,,0.07246376811594203,,,,,,,0.024390243902439025,0.15,0.14285714285714285,,0.09090909090909091,,1.0,0.14,0.42857142857142855,0.5,,0.02,1.0,1.0,,0.18,0.1111111111111111,0.1111111111111111,,0.04,0.5,1.0,1.0,0.62,0.22580645161290322,0.23333333333333334,0.7142857142857143,,,,0.25,,,0.75,0.3333333333333333,,0.14814814814814814,0.5,0.037037037037037035,0.6666666666666666,0.2222222222222222,0.8,0.25,0.5074787234042554,0.562575,0.5075580000000001,0.0392156862745098,0.1111111111111111,,0.07142857142857142,0.5714285714285714,9.988235294117647,27.066666666666663,0.5303514376996805,,,,,1.0,0.5,,,,,,,False,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,44682.0,745,-32,1445,1448,487,534,178,2893,54,110,12.0,22.0,19.0,40.0,8.0,33.0,12.0,46,,2.0,,,1.0,,10.0,,1.0,,7.0,74,189,,12.0,52.0,200,1515,12.0,27.0,,1.0,8.0,32.0,26.0,71,,8.0,27.0,79.0,84.0,64.0,,,10.0,1.0,9.0,,15.0,,29.0,6.0,35.0,3.0,3.0,16.0,2.0,11.0,76.0,5.0,26.0,1.0,20,65,7.0,92,32.0,124,3.0,46.0,34.0,12.0,22.0,7.0,12.0,21,1.0,10.0,1.0,5.0,43,6.0,17.0,36,79,1.0,5.0,52.0,2.0,4.0,66.0,8.0,,29.0,,8.0,7.0,5.0,1.0,7.0,7.0,2.0,79.0,487,15.0,7.0,0.5675675675675675,0.6086956521739131,,,,,,0.3915343915343915,0.4444444444444444,0.36619718309859156,0.3681592039800995,0.42857142857142855,0.3291139240506329,0.43478260869565216,0.5,0.4114583333333333,0.05970149253731343,,0.07936507936507936,0.1,0.12121212121212122,,,16.515426497277677,0.5116279069767442,0.14285714285714285,0.01818181818181818,0.1337448559670782,0.04521739130434783,0.1360544217687075,0.04424778761061947,0.13428120063191154,0.04505813953488372,0.06965174129353234,0.03305785123966942,0.03162055335968379,0.0375,0.06060606060606061,0.15,0.1271186440677966,0.12234042553191489,0.1388888888888889,0.1282051282051282,0.02727272727272727,1.0,0.5472636815920398,0.4909090909090909,0.5454545454545454,0.5925925925925926,0.16417910447761194,0.24242424242424243,0.27586206896551724,0.375,0.22885572139303484,0.2608695652173913,0.2608695652173913,0.5833333333333334,0.009950248756218905,,,,0.04975124378109453,,,,0.7857142857142857,0.5454545454545454,0.5833333333333334,,,,0.03571428571428571,,,0.5063291139240507,0.475,0.012658227848101266,0.08860759493670886,,0.6069651741293532,,0.5000585427135678,0.5188395833333334,0.4929935064935064,0.13063063063063063,0.1380952380952381,,0.16,0.395,5.731746031746032,28.84166666666667,0.3370242214532872,,,,,1.0,,,,,,,,False,
