EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Avg3ptShotDistance,PtsPutbacks,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,ShortMidRangePctAssisted,HeaveAttempts,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,on
101211,1610612739,Stephen Graham,Stephen Graham,101211,CLE,4457.0,74,1.0,135,140,36,61,23.0,275,3.0,10.0,1.0,4.0,1.0,1.0,3.0,6.0,6.0,17,4.0,16.0,155,1.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,12.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,6.0,3.0,1.0,3.0,2.0,6.0,19,1.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,36,4.0,1.0,1.0,0.35294117647058826,0.25,0.25,0.35294117647058826,0.25,0.25,0.42105263157894735,0.4,0.4,0.11764705882352941,0.2,13.836477987421382,0.2,0.06382978723404255,0.13333333333333333,0.05263157894736842,0.03278688524590164,0.1111111111111111,0.16666666666666666,0.09090909090909091,0.07692307692307693,1.0,0.5882352941176471,0.3,0.375,1.0,0.058823529411764705,0.35294117647058826,0.5,0.5,1.0,1.0,0.25,1.0,0.25,0.5882352941176471,0.527470588235294,0.66245,0.42932499999999996,0.10526315789473684,0.10526315789473684,0.25,0.25,7.652941176470588,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1800,1610612739,Damon Jones,Damon Jones,1800,CLE,101535.0,1692,248.0,3249,3205,1181,1077,374.0,6454,15.0,28.0,2.0,3.0,8.0,8.0,21.0,51.0,38.0,87,23.0,441.0,3437,2.0,6.0,,25.0,10.0,29.0,17.0,151.0,36.0,5.0,100.0,144.0,60.0,24.0,332.0,7.0,75.0,2.0,94.0,10.0,104.0,13.0,1.0,40.0,11.0,34.0,84,,4.0,34.0,3.0,36.0,5.0,1.0,1.0,,1.0,,151.0,1181,16.0,0.47368421052631576,0.47368421052631576,0.4367816091954023,0.3333333333333333,0.3448275862068966,0.5264483627204031,0.390625,0.5,0.5328467153284672,0.390625,0.5138888888888888,0.05747126436781609,0.14285714285714285,12.248777838131451,0.01680672268907563,0.0675067506750675,0.012773722627737226,0.06474313863476425,0.006868131868131868,0.01812688821752266,0.004608294930875576,0.058823529411764705,0.08731808731808732,,0.07052896725440806,0.5357142857142857,0.625,0.4666666666666667,0.020151133501259445,0.12846347607052896,0.4117647058823529,0.42,0.5238095238095238,0.09375,0.6666666666666666,0.5,0.05970149253731343,0.8513853904282116,0.5263426952141057,0.5228386363636364,0.5159850746268656,0.012468827930174564,0.054945054945054944,0.05668934240362812,0.3424036281179138,11.979310344827583,0.36349646044936906,4.0,2.0,46.0,110.0,2.0,6.0,17.0,40.0,68.0,200.0,5.0,20.0,21.0,65.0,114.0,310.0,7.0,26.0,38.0,105.0,40.0,303.0,39.0,200.0,68.0,1.0,44.0,24.0,20.0,16.0,3.0,17.0,1.0,30.0,19.0,11.0,27.0,3.0,23.0,4.0,1.0,2.0,3.0,6.0,1.0,7.0,10.0,1.0,10.0,0.8859649122807017,0.36774193548387096,0.2692307692307692,0.3619047619047619,0.36774193548387096,0.7808564231738035,0.0032258064516129032,0.0196078431372549,0.005,0.675,0.003303964757709251,0.054838709677419356,0.004310344827586207,0.006349206349206349,0.04184100418410042,0.05752212389380531,0.047619047619047616,0.004219409282700422,0.25,0.25,0.2770780856423174,0.41818181818181815,0.41818181818181815,0.9782608695652174,0.5037783375314862,0.34,0.3417085427135678,0.8235294117647058,0.1875,0.3333333333333333,1.0,0.625,0.25,0.8,0.5,0.29850746268656714,0.425,0.48507462686567165,0.3230769230769231,0.34,24.585161290322578,,,,,,,,,,,,,,,,,,,True
2400,1610612739,Drew Gooden,Drew Gooden,2400,CLE,123134.0,2052,44.0,3789,3791,992,844,504.0,7580,189.0,314.0,75.0,140.0,83.0,197.0,46.0,101.0,313.0,612,164.0,793.0,4003,87.0,177.0,34.0,208.0,76.0,140.0,62.0,214.0,366.0,57.0,46.0,54.0,25.0,17.0,116.0,38.0,285.0,42.0,408.0,227.0,635.0,59.0,4.0,100.0,19.0,89.0,177,20.0,19.0,196.0,20.0,241.0,112.0,44.0,41.0,2.0,44.0,28.0,214.0,992,13.0,0.5846645367412141,0.7439024390243902,0.511437908496732,0.4915254237288136,0.5428571428571428,0.5113821138211382,0.4915254237288136,0.5428571428571428,0.5484094052558783,0.5252525252525253,0.5977653631284916,0.09313725490196079,0.12738853503184713,18.730086481565774,0.38181818181818183,0.20212765957446807,0.10160427807486631,0.2040133779264214,0.11638168781025923,0.1078838174273859,0.09022556390977443,0.1934826883910387,0.1832191780821918,0.6363636363636364,0.510569105691057,0.6019108280254777,0.6897810218978102,0.5502645502645502,0.3203252032520325,0.16422764227642275,0.45544554455445546,0.46,0.782608695652174,0.7909604519774012,0.5357142857142857,0.10666666666666667,0.5928571428571429,0.5154471544715448,0.49771628664495116,0.5499670967741935,0.5260721428571429,0.15954415954415954,0.16022889842632332,0.26229508196721313,0.2698612862547289,5.9225490196078425,0.26181050409078915,48.0,78.0,1.0,2.0,,,,,,1.0,,,,,1.0,3.0,,,,,260.0,3.0,,1.0,,,8.0,6.0,2.0,4.0,173.0,81.0,15.0,49.0,30.0,19.0,41.0,5.0,17.0,24.0,3.0,19.0,10.0,19.0,25.0,,21.0,7.0,18.0,1.0,0.3333333333333333,,,0.3333333333333333,0.004878048780487805,,0.009900990099009901,,0.41,0.1202223766504517,0.2109375,0.11052631578947368,0.1009009009009009,0.24776119402985075,0.21453287197231835,0.2,0.06172839506172839,0.39593908629441626,0.430939226519337,0.0032520325203252032,0.5,0.5,1.0,0.0016260162601626016,,,,,,,,,,0.5783132530120482,,,,,,28.400000000000002,134.0,16.0,1.0,4.0,1.0,6.0,0.08121827411167512,0.10526315789473684,0.1488095238095238,0.5512820512820513,,,,,,,,,True
2544,1610612739,LeBron James,LeBron James,2544,CLE,201647.0,3361,275.0,6305,6287,1870,1694,782.0,12592,452.0,668.0,41.0,68.0,203.0,240.0,204.0,536.0,748.0,1444,601.0,2478.0,6654,60.0,122.0,48.0,189.0,204.0,396.0,260.0,806.0,454.0,62.0,373.0,521.0,220.0,112.0,1190.0,14.0,322.0,49.0,481.0,75.0,556.0,125.0,15.0,260.0,78.0,59.0,181,4.0,34.0,591.0,8.0,814.0,360.0,65.0,47.0,13.0,66.0,33.0,806.0,1870,33.0,0.303475935828877,0.3118131868131868,0.518005540166205,0.4918032786885246,0.5151515151515151,0.5148107515085024,0.4828767123287671,0.4990859232175503,0.5678869323447636,0.5436046511627907,0.5699001426533523,0.04293628808864266,0.0658682634730539,33.43473451327434,0.23557692307692307,0.14153846153846153,0.018111254851228976,0.1476923076923077,0.024508111839834312,0.016666666666666666,0.020477815699658702,0.09207161125319693,0.1896551724137931,0.5,0.3664289632473944,0.6766467065868264,0.7243589743589743,0.3584070796460177,0.13165112452002195,0.29402084476138235,0.3805970149253731,0.3813084112149533,0.24019607843137256,0.4657534246575342,0.6029411764705882,0.2926829268292683,0.3711151736745887,0.5743280307185957,0.5030165102153507,0.51029,0.4922101301115242,0.1738083774675012,0.2121390689451974,0.07627118644067797,0.3252623083131558,8.81087257617729,0.2965900079302141,132.0,92.0,25.0,74.0,4.0,12.0,10.0,33.0,102.0,305.0,3.0,12.0,36.0,118.0,127.0,379.0,7.0,24.0,46.0,151.0,1042.0,159.0,222.0,297.0,102.0,3.0,148.0,61.0,87.0,41.0,57.0,110.0,27.0,123.0,81.0,42.0,135.0,34.0,86.0,49.0,8.0,22.0,16.0,16.0,107.0,35.0,81.0,3.0,78.0,0.41732283464566927,0.33509234828496043,0.2916666666666667,0.304635761589404,0.3423180592991914,0.20789906747120132,0.0079155672823219,0.0018656716417910447,0.003278688524590164,0.5192307692307693,0.026836158192090395,0.16923076923076924,0.02411873840445269,0.0097442143727162,0.1242603550295858,0.17647058823529413,0.14942528735632185,0.03169014084507042,0.38333333333333336,0.4125560538116592,0.0405924300603401,0.33783783783783783,0.3472222222222222,0.68,0.16730663741086121,0.3344262295081967,0.3355263157894737,0.35294117647058826,0.0821917808219178,0.3333333333333333,0.5,0.0821917808219178,0.25,0.6666666666666666,0.6502463054187192,0.0603290676416819,0.30303030303030304,0.21572212065813529,0.3050847457627119,0.3434343434343434,25.908707124010547,40.0,4.0,5.0,1.0,,,0.07083333333333333,0.014388489208633094,0.04712041884816754,0.17391304347826086,8.0,2.0,1.0,1.0,1.0,0.02702702702702703,0.002631578947368421,,True
2760,1610612739,Anderson Varejao,Anderson Varejao,2760,CLE,33467.0,558,63.0,1050,1070,351,370,127.0,2120,45.0,72.0,13.0,25.0,20.0,7.0,6.0,16.0,52.0,95,38.0,142.0,1095,14.0,28.0,4.0,32.0,14.0,25.0,24.0,52.0,68.0,5.0,12.0,16.0,10.0,2.0,36.0,12.0,73.0,14.0,107.0,56.0,163.0,10.0,1.0,14.0,7.0,47.0,88,8.0,4.0,84.0,7.0,79.0,34.0,14.0,9.0,5.0,14.0,9.0,52.0,351,8.0,0.6538461538461539,0.8947368421052632,0.5473684210526316,0.5,0.56,0.5416666666666666,0.5,0.56,0.5419847328244275,0.5,0.5652173913043478,0.05263157894736842,0.05555555555555555,12.133891213389122,0.3181818181818182,0.20857142857142857,0.07947019867549669,0.2017353579175705,0.10782241014799154,0.08602150537634409,0.06896551724137931,0.1721311475409836,0.19753086419753085,0.6428571428571429,0.75,0.625,0.6617647058823529,0.6444444444444445,0.07291666666666667,0.16666666666666666,0.375,0.375,0.8333333333333334,0.8928571428571429,0.52,,0.8,0.7604166666666666,0.5398203125,0.5552039999999999,0.513372,0.2809917355371901,0.2833333333333333,0.22535211267605634,0.36619718309859156,4.043157894736842,0.3342857142857143,14.0,1.0,,,,,,,,1.0,,,,,,1.0,,,,,36.0,,,1.0,,,4.0,3.0,1.0,,39.0,20.0,8.0,22.0,13.0,9.0,4.0,1.0,1.0,3.0,,1.0,2.0,24.0,9.0,,10.0,,9.0,,,,,,0.010416666666666666,,,,0.2857142857142857,0.12111801242236025,0.18018018018018017,0.09722222222222222,0.0896551724137931,0.30303030303030304,0.21951219512195122,0.06896551724137931,0.21052631578947367,0.14285714285714285,0.16666666666666666,,,,,0.010416666666666666,,,,,,,,,,0.7,,,,,,26.9,28.0,5.0,,1.0,1.0,2.0,0.14285714285714285,0.07042253521126761,0.18095238095238095,,,,,,,,,,True
923,1610612739,Donyell Marshall,Donyell Marshall,923,CLE,101489.0,1691,231.0,3265,3216,1192,1051,369.0,6481,90.0,138.0,23.0,42.0,44.0,36.0,10.0,33.0,110.0,207,72.0,625.0,3470,25.0,51.0,14.0,79.0,38.0,62.0,34.0,242.0,158.0,13.0,34.0,51.0,23.0,8.0,119.0,18.0,220.0,26.0,310.0,77.0,387.0,34.0,3.0,64.0,26.0,80.0,128,4.0,9.0,76.0,12.0,95.0,33.0,33.0,25.0,5.0,36.0,22.0,242.0,1192,16.0,0.7181818181818181,0.8494623655913979,0.5314009661835749,0.49019607843137253,0.6129032258064516,0.5054844606946983,0.47101449275362317,0.5561497326203209,0.5279187817258884,0.5197368421052632,0.5878048780487805,0.06280193236714976,0.07971014492753623,17.717067892886124,0.24074074074074073,0.1996370235934664,0.03302752293577982,0.19722222222222222,0.04818435754189944,0.03115264797507788,0.03571428571428571,0.16790123456790124,0.22055674518201285,0.6111111111111112,0.2522851919561243,0.6521739130434783,0.7086614173228346,0.7,0.06581352833638025,0.0603290676416819,0.30303030303030304,0.30303030303030304,0.9,0.6086956521739131,0.5476190476190477,0.21739130434782608,0.23529411764705882,0.8738574040219378,0.5543948717948718,0.5552481132075472,0.5431709677419355,0.057391304347826085,0.14042553191489363,0.1264,0.3872,5.009661835748792,0.36508422664624807,32.0,10.0,69.0,203.0,1.0,12.0,29.0,79.0,42.0,137.0,4.0,6.0,15.0,46.0,111.0,340.0,5.0,18.0,44.0,125.0,62.0,330.0,3.0,136.0,42.0,4.0,17.0,10.0,7.0,3.0,51.0,64.0,6.0,53.0,38.0,15.0,30.0,6.0,17.0,13.0,3.0,6.0,7.0,5.0,5.0,1.0,16.0,5.0,14.0,0.990990990990991,0.3264705882352941,0.2777777777777778,0.352,0.3274336283185841,0.6215722120658135,0.011764705882352941,,,0.46875,0.05749718151071026,0.1893491124260355,0.06403940886699508,0.04281345565749235,0.21304347826086956,0.15637860082304528,0.2736842105263158,0.019736842105263157,0.2777777777777778,0.29411764705882354,0.3711151736745887,0.3399014778325123,0.34673366834170855,1.0,0.25045703839122485,0.30656934306569344,0.30656934306569344,0.9761904761904762,0.17391304347826086,0.08333333333333333,1.0,0.08695652173913043,0.6666666666666666,1.0,0.7272727272727273,0.42245989304812837,0.3670886075949367,0.24598930481283424,0.32608695652173914,0.3088235294117647,24.11882352941177,34.0,8.0,3.0,,,5.0,0.05555555555555555,0.050314465408805034,0.06722689075630252,0.7,1.0,,,3.0,3.0,0.019704433497536946,,,True
727,1610612739,Eric Snow,Eric Snow,727,CLE,122979.0,2050,55.0,3776,3801,889,813,494.0,7577,42.0,93.0,4.0,6.0,21.0,43.0,75.0,197.0,134.0,333,52.0,323.0,3984,5.0,10.0,2.0,12.0,31.0,68.0,26.0,88.0,190.0,25.0,236.0,296.0,134.0,70.0,652.0,11.0,107.0,2.0,140.0,37.0,177.0,36.0,2.0,96.0,23.0,91.0,198,3.0,5.0,97.0,5.0,76.0,26.0,17.0,10.0,3.0,17.0,9.0,88.0,889,31.0,0.7089552238805971,0.7089552238805971,0.4024024024024024,0.5,0.45588235294117646,0.3973607038123167,0.5,0.4246575342465753,0.42724867724867727,0.5454545454545454,0.4731182795698925,0.07507507507507508,0.16129032258064516,10.861594867094409,0.017543859649122806,0.07610241820768136,0.03151862464183381,0.07641196013289037,0.020361990950226245,0.027149321266968326,0.0390625,0.08114035087719298,0.07266982622432859,0.5294117647058824,0.2727272727272727,0.45161290322580644,0.5384615384615384,0.6666666666666666,0.12609970674486803,0.5777126099706745,0.38071065989847713,0.39267015706806285,0.7866666666666666,0.6,0.6666666666666666,1.0,0.2876712328767123,0.2961876832844575,0.4424671597633137,0.44778571428571423,0.431155,0.07123287671232877,0.07282913165266107,0.03715170278637771,0.2724458204334365,11.889189189189192,0.2354343220338983,14.0,17.0,1.0,2.0,,,,1.0,,6.0,,,,4.0,1.0,8.0,,,,5.0,78.0,3.0,,4.0,,1.0,60.0,31.0,29.0,32.0,25.0,31.0,3.0,65.0,23.0,42.0,60.0,18.0,51.0,9.0,3.0,7.0,5.0,19.0,2.0,,13.0,1.0,12.0,1.0,0.125,,,0.16666666666666666,0.02346041055718475,0.125,0.030456852791878174,0.16666666666666666,0.625,0.017618040873854827,0.0775,0.018666666666666668,0.0136986301369863,0.07570977917981073,0.07236842105263158,0.09375,0.017142857142857144,0.3953488372093023,0.4358974358974359,0.005865102639296188,0.5,0.5,1.0,0.017595307917888565,,,,,,,,,,0.6666666666666666,0.0136986301369863,,0.0547945205479452,,,30.837500000000002,,1.0,4.0,,,,0.09302325581395349,0.005952380952380952,0.021739130434782608,0.47058823529411764,2.0,,,,,,,,True
980,1610612739,Zydrunas Ilgauskas,Zydrunas Ilgauskas,980,CLE,120965.0,2016,188.0,3716,3685,879,773,474.0,7401,236.0,380.0,94.0,163.0,65.0,222.0,82.0,179.0,399.0,781,266.0,1064.0,3872,112.0,200.0,44.0,268.0,70.0,144.0,83.0,223.0,486.0,43.0,54.0,72.0,37.0,14.0,162.0,30.0,226.0,21.0,295.0,216.0,511.0,83.0,8.0,126.0,33.0,137.0,245,34.0,26.0,238.0,19.0,319.0,138.0,120.0,94.0,21.0,121.0,81.0,223.0,879,12.0,0.6090225563909775,0.7941176470588235,0.5108834827144686,0.56,0.4861111111111111,0.5082802547770701,0.56,0.47297297297297297,0.5698808234019501,0.5933333333333334,0.5747422680412371,0.05505761843790013,0.08947368421052632,24.44651596364484,0.19444444444444445,0.1596045197740113,0.07957559681697612,0.15298715801228363,0.12284730195177956,0.0642570281124498,0.109375,0.18805309734513273,0.14969135802469136,0.6694214876033058,0.4840764331210191,0.6210526315789474,0.6820809248554913,0.5127118644067796,0.28280254777070063,0.22802547770700637,0.4581005586592179,0.4581005586592179,0.926829268292683,0.815,0.5766871165644172,0.05319148936170213,0.4391891891891892,0.489171974522293,0.48185223499361446,0.5511488636363636,0.4730897260273972,0.15565509518477044,0.1554054054054054,0.2518796992481203,0.20958646616541354,6.754289372599232,0.23654467168998924,39.0,81.0,,,,,,,,4.0,,,,4.0,,4.0,,,,4.0,312.0,,,2.0,,,18.0,15.0,3.0,3.0,184.0,48.0,45.0,35.0,27.0,8.0,43.0,7.0,17.0,26.0,1.0,29.0,7.0,15.0,31.0,13.0,30.0,8.0,24.0,,,,,,0.005095541401273885,,,,0.3412698412698413,0.1347985347985348,0.128,0.11653116531165311,0.07722007722007722,0.13924050632911392,0.1455223880597015,0.08411214953271028,0.13313609467455623,0.36486486486486486,0.38028169014084506,,,,,0.005095541401273885,,,,,,,,,,0.6,,,0.02702702702702703,,,41.625,186.0,2.0,5.0,,3.0,8.0,0.04054054054054054,0.016,0.2112970711297071,0.5679012345679012,2.0,,1.0,1.0,,,0.2,1.0,True
1956,1610612739,Ira Newble,Ira Newble,1956,CLE,13479.0,225,-5.0,434,449,164,132,56.0,883,6.0,13.0,2.0,3.0,4.0,7.0,,10.0,7.0,30,3.0,17.0,465,3.0,6.0,,6.0,1.0,9.0,2.0,4.0,8.0,4.0,3.0,3.0,1.0,2.0,6.0,6.0,16.0,1.0,23.0,17.0,40.0,4.0,1.0,7.0,4.0,15.0,32,2.0,1.0,4.0,,6.0,1.0,4.0,2.0,1.0,5.0,4.0,4.0,164,6.0,0.5714285714285714,1.0,0.23333333333333334,0.5,0.1111111111111111,0.1891891891891892,0.42857142857142855,0.08333333333333333,0.2125,0.42857142857142855,0.14285714285714285,0.13333333333333333,0.15384615384615385,9.437751004016063,0.06666666666666667,0.10666666666666667,0.08823529411764706,0.10377358490566038,0.09042553191489362,0.08108108108108109,0.0967741935483871,0.14035087719298245,0.08333333333333333,0.8,0.35135135135135137,0.46153846153846156,0.5454545454545454,0.6666666666666666,0.1891891891891892,0.2702702702702703,,,,0.42857142857142855,0.6666666666666666,,0.3333333333333333,0.5405405405405406,0.4675902777777778,0.5277,0.43518750000000006,0.02631578947368421,0.03225806451612903,0.35294117647058826,0.23529411764705882,9.07,0.3778801843317972,1.0,1.0,,5.0,,1.0,,2.0,,2.0,,,,1.0,,7.0,,1.0,,3.0,6.0,,,1.0,,,,,,,11.0,6.0,,3.0,1.0,2.0,3.0,1.0,2.0,1.0,,1.0,,1.0,,,2.0,,2.0,,,,,,0.1891891891891892,,0.1,,0.42857142857142855,0.09166666666666666,0.0967741935483871,0.1111111111111111,0.08163265306122448,0.09090909090909091,0.125,0.045454545454545456,,0.14285714285714285,0.16666666666666666,0.13513513513513514,,,,0.05405405405405406,,,,0.14285714285714285,,,,,,0.25,0.16666666666666666,,0.08333333333333333,,,29.571428571428573,6.0,,1.0,,,,0.14285714285714285,,0.09090909090909091,,1.0,,,1.0,,,,1.0,True
2436,1610612739,Flip Murray,Flip Murray,2436,CLE,49723.0,829,90.0,1544,1537,396,385,179.0,3081,54.0,90.0,8.0,11.0,17.0,27.0,28.0,65.0,93.0,182,51.0,291.0,1588,10.0,14.0,1.0,30.0,21.0,31.0,19.0,76.0,76.0,13.0,50.0,59.0,26.0,14.0,127.0,2.0,35.0,1.0,50.0,12.0,62.0,19.0,4.0,40.0,11.0,17.0,53,,5.0,52.0,,70.0,32.0,7.0,4.0,3.0,7.0,4.0,76.0,396,13.0,0.40860215053763443,0.4175824175824176,0.510989010989011,0.7142857142857143,0.6774193548387096,0.5172413793103449,0.7631578947368421,0.6195652173913043,0.5511363636363636,0.7894736842105263,0.6333333333333333,0.07142857142857142,0.14444444444444443,17.40125930165999,0.02,0.06076388888888889,0.014388489208633094,0.06542056074766354,0.016200294550810016,0.011111111111111112,0.02040816326530612,0.035175879396984924,0.09486166007905138,0.5714285714285714,0.3879310344827586,0.6,0.7012987012987013,0.5185185185185185,0.11637931034482758,0.2801724137931034,0.4307692307692308,0.4307692307692308,0.35714285714285715,0.5789473684210527,0.7272727272727273,0.25,0.3695652173913043,0.603448275862069,0.5072382743362833,0.5525194444444445,0.5285226190476191,0.12403100775193798,0.15384615384615385,0.10309278350515463,0.2611683848797251,8.27197802197802,0.25647668393782386,15.0,11.0,10.0,21.0,,1.0,5.0,8.0,8.0,29.0,3.0,4.0,,7.0,18.0,50.0,3.0,5.0,5.0,15.0,110.0,45.0,9.0,24.0,8.0,1.0,9.0,4.0,5.0,10.0,9.0,14.0,4.0,28.0,15.0,13.0,21.0,4.0,14.0,7.0,4.0,1.0,3.0,2.0,6.0,,6.0,1.0,6.0,0.8333333333333334,0.36,0.6,0.3333333333333333,0.4,0.21551724137931033,0.02,,,0.525,0.016666666666666666,0.08092485549132948,0.007518796992481203,0.017937219730941704,0.03225806451612903,0.05785123966942149,0.1346153846153846,0.04,0.4074074074074074,0.4074074074074074,0.09051724137931035,0.47619047619047616,0.5,1.0,0.125,0.27586206896551724,0.27586206896551724,0.625,0.05263157894736842,,,0.21052631578947367,0.75,1.0,0.8823529411764706,0.17391304347826086,0.625,0.15217391304347827,,0.3333333333333333,27.052,4.0,1.0,,,,,,0.015151515151515152,0.021739130434782608,,5.0,,,,,0.047619047619047616,,,True
