EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,FG3A,PenaltyFG2M,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Avg3ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Offensive Fouls Drawn,OffAtRimReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3A,NonHeaveArc3FGA,LostBallTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,Arc3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,ShortMidRangeFGM,Fg2aBlocked,Steals,BadPassSteals,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangePctAssisted,3SecondViolations,SelfOReb,SelfORebPct,on,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,BlockedLongMidRange,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,OffFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,Arc3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,SecondChanceFg3Pct,FG3APctBlocked,Arc3PctBlocked,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Clear Path Fouls,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,OffensiveGoaltends,BlockedCorner3
101130,1610612760,Johan Petro,Johan Petro,101130,SEA,717.0,12.0,22.0,20.0,14.0,13.0,2.0,42.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,22.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,14.0,0.5,1.0,0.5,1.0,0.6666666666666666,1.0,0.5,12.0,0.3,0.125,0.3333333333333333,0.3076923076923077,0.125,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.43825,0.554,0.3225,0.3333333333333333,0.3333333333333333,0.5,0.5,2.25,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,1610612760,Rick Brunson,Rick Brunson,1594,SEA,1888.0,31.0,57.0,56.0,29.0,23.0,11.0,113.0,1.0,1.0,,,2.0,5.0,7.0,,10.0,63.0,,,,4.0,,4.0,8.0,,,1.0,,2.0,,2.0,,1.0,,,,,,,,,4.0,29.0,0.7142857142857143,,0.625,,0.625,,0.5,15.942028985507248,,,0.1666666666666666,0.0344827586206896,,,,,,0.3333333333333333,,0.125,1.0,1.0,0.25,,,0.25,0.4259625,,0.363125,,,,0.4,13.114285714285714,0.5087719298245614,-16.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,0.2,0.2,0.5,0.5,0.125,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.125,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,1610612760,Mikki Moore,Mikki Moore,1630,SEA,1026.0,17.0,32.0,34.0,20.0,13.0,6.0,66.0,1.0,3.0,,1.0,,1.0,6.0,,2.0,40.0,,1.0,,5.0,,2.0,2.0,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,,2.0,20.0,0.1666666666666666,,0.1666666666666666,,0.1666666666666666,,0.2,18.91891891891892,0.0833333333333333,0.0588235294117647,,0.0769230769230769,0.0526315789473684,,,0.5,,,,0.5,0.3333333333333333,0.3333333333333333,,1.0,,0.5,0.4912666666666667,0.7548,0.5161,,,,1.0,8.933333333333334,0.625,-18.0,,3.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,0.2,0.2,,1.0,,,0.5,,,,,1.0,3.0,1.0,0.2,0.6,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,1610612760,Rashard Lewis,Rashard Lewis,1740,SEA,1138.0,19.0,34.0,33.0,14.0,16.0,5.0,67.0,2.0,3.0,,,,2.0,4.0,3.0,7.0,50.0,,,1.0,2.0,1.0,3.0,4.0,,,1.0,,1.0,,1.0,1.0,2.0,5.0,6.0,3.0,,,,,,3.0,14.0,0.5,,0.3333333333333333,,0.4375,0.25,0.3,25.0,,,0.3333333333333333,0.0769230769230769,,,,,,,,0.5,0.6666666666666666,0.6666666666666666,,,,0.8333333333333334,0.4800333333333333,0.402,0.4683,0.4285714285714285,0.6,0.1428571428571428,0.4285714285714285,4.825,0.4117647058823529,-17.0,,1.0,1.0,2.0,1.0,,,,,,,,2.0,,,,2.0,,,,,0.5,0.25,0.3333333333333333,1.0,,,0.1666666666666666,,,0.1666666666666666,23.65,1.0,2.0,,,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1666666666666666,1.0,0.25,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2863,1610612760,Damien Wilkins,Damien Wilkins,2863,SEA,1725.0,29.0,52.0,52.0,27.0,23.0,8.0,104.0,1.0,2.0,,1.0,4.0,3.0,7.0,2.0,8.0,57.0,,1.0,,2.0,2.0,2.0,4.0,,1.0,1.0,,1.0,1.0,2.0,2.0,3.0,5.0,3.0,1.0,,,,,,2.0,27.0,0.4285714285714285,,0.4285714285714285,,0.5,,0.3333333333333333,15.0,,0.0454545454545454,0.2,0.0357142857142857,0.0384615384615384,,,,,,,0.2857142857142857,0.5,1.0,0.5714285714285714,1.0,,0.2857142857142857,0.4552,0.6431,0.3802,0.1428571428571428,0.1428571428571428,,0.25,7.1,0.5192307692307693,-15.0,1.0,1.0,,,,2.0,,,,,,,,,,1.0,1.0,1.0,,0.3333333333333333,0.3333333333333333,,,,,,,0.1428571428571428,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,0.3333333333333333,,,,,1.0,2.0,1.0,1.0,0.2857142857142857,0.5,0.25,0.1111111111111111,0.25,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612760,Chris Wilcox,Chris Wilcox,2404,SEA,1214.0,20.0,34.0,33.0,18.0,17.0,5.0,67.0,1.0,1.0,1.0,1.0,3.0,2.0,7.0,4.0,8.0,44.0,1.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,,4.0,18.0,0.2857142857142857,0.5,0.2857142857142857,0.5,0.4444444444444444,0.5,0.5,24.390243902439025,0.0714285714285714,0.0666666666666666,,0.0588235294117647,0.0588235294117647,0.2,,,0.125,,,0.1428571428571428,1.0,1.0,0.4285714285714285,0.5,1.0,0.1428571428571428,0.3754142857142857,0.4278499999999999,0.3574333333333333,0.125,0.125,0.25,0.5,9.571428571428571,0.5294117647058824,-7.0,1.0,3.0,,,1.0,,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333,,0.4285714285714285,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,0.1428571428571428,,0.3333333333333333,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2557,1610612760,Luke Ridnour,Luke Ridnour,2557,SEA,131.0,2.0,5.0,4.0,,,1.0,9.0,,,,,,,,,,4.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,1610612760,Flip Murray,Flip Murray,2436,SEA,528.0,9.0,17.0,16.0,11.0,,8.0,33.0,,1.0,,1.0,1.0,1.0,4.0,,2.0,11.0,,2.0,,1.0,,,2.0,,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,11.0,0.25,,0.2,,0.2,,,26.923076923076923,0.125,0.0714285714285714,,0.1111111111111111,0.0588235294117647,0.3333333333333333,,1.0,,,,0.2,,,0.2,0.5,,0.4,0.39526,0.33875,0.41735,,,,,11.2,0.6470588235294118,-4.0,1.0,2.0,,1.0,,,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,0.2,0.5,,,0.4,0.5,0.5,,25.0,,1.0,,,0.5,,,1.0,,1.0,,,1.0,1.0,,,,,,,,0.2,,,0.5,,1.0,,,0.25,,1.0,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,1610612760,Ray Allen,Ray Allen,951,SEA,108.0,2.0,1.0,2.0,1.0,2.0,,3.0,,,,,,,,2.0,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,1.0,2.0,,,,,,,2.0,1.0,,,,,1.0,,1.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,1610612760,Danny Fortson,Danny Fortson,1504,SEA,114.0,2.0,3.0,3.0,,,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
