EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Corner3Assists,PtsUnassisted3s,Arc3Assists,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,3SecondViolations,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceArc3FGA,HeaveAttempts,SecondChanceArc3Frequency,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedLongMidRange,on,SecondChanceArc3FGM,FTOffRebounds,Clear Path Fouls,OffensiveGoaltends,OffFTReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveMakes,Corner3PctBlocked,Blocked3s,BlockedArc3
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,13730.0,229,-33,435,438,81.0,134.0,39.0,873,21.0,31.0,6.0,7.0,2.0,3.0,13.0,26.0,6.0,20.0,9.0,13.0,1.0,1.0,1.0,1.0,2.0,11.0,1.0,2.0,40.0,77,11.0,24.0,17.0,130.0,511,7.0,9.0,1.0,1.0,5.0,22.0,3.0,13.0,2.0,3.0,5.0,17.0,44.0,36.0,33.0,8.0,11.0,2.0,1.0,1.0,7.0,7.0,3.0,4.0,14.0,2.0,11.0,8.0,21.0,4.0,33.0,13.0,46,2.0,6.0,2.0,4.0,7.0,1.0,1.0,3.0,6.0,2.0,10.0,2.0,1.0,12.0,22.0,2.0,14.0,1.0,20.0,1.0,1.0,10.0,1.0,5.0,4.0,1.0,5.0,4.0,1.0,17.0,81.0,1.0,0.55,0.6111111111111112,1.0,0.4583333333333333,1.0,0.6666666666666666,0.4583333333333333,0.5194805194805194,0.7777777777777778,0.23076923076923078,0.5594059405940595,0.85,0.375,0.5909090909090909,0.9166666666666666,0.4473684210526316,0.2376237623762376,0.041666666666666664,0.012987012987012988,0.03225806451612903,0.09090909090909091,24.84472049689441,0.7,0.2222222222222222,0.1590909090909091,0.07586206896551724,0.1951219512195122,0.03571428571428571,0.1676300578034682,0.06467661691542288,0.09090909090909091,0.08695652173913043,0.05454545454545454,0.06060606060606061,0.1282051282051282,0.2,0.14583333333333334,0.17857142857142858,0.23076923076923078,0.0425531914893617,0.8,0.3069306930693069,0.6774193548387096,0.7,0.5714285714285714,0.25742574257425743,0.5,0.5,0.46153846153846156,0.19801980198019803,0.3,0.3,0.6666666666666666,0.12871287128712872,0.6923076923076923,0.6923076923076923,1.0,0.10891089108910891,0.18181818181818182,0.2,1.0,0.7,0.8571428571428571,0.16666666666666666,0.1,1.0,1.0,0.1875,0.6666666666666666,0.0625,1.0,0.125,0.5,0.5445544554455446,0.18181818181818182,0.48565594059405937,0.5443125,0.442803125,0.1,0.11627906976744186,0.041666666666666664,0.16923076923076924,0.13076923076923078,8.150649350649351,24.041666666666668,0.18620689655172415,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,2591.0,43,12,84,84,26.0,32.0,5.0,168,2.0,2.0,,,,,3.0,4.0,2.0,4.0,,2.0,,,,1.0,,1.0,,,7.0,10,,3.0,1.0,15.0,92,,,,,,,,,,1.0,,,6.0,8.0,,,1.0,,,,3.0,4.0,2.0,1.0,9.0,,,2.0,4.0,2.0,8.0,,8,,2.0,,2.0,2.0,,,,2.0,,2.0,,1.0,3.0,10.0,3.0,4.0,1.0,1.0,1.0,,1.0,,,,,,,,,26.0,3.0,0.42857142857142855,0.42857142857142855,,,,,,0.7,,,0.5384615384615384,,,0.5769230769230769,,,0.23076923076923078,,,,,16.666666666666668,1.0,0.5,0.125,,0.25,,0.15,,,,,,,0.4,,0.3333333333333333,0.2,,,0.15384615384615385,1.0,1.0,1.0,0.3076923076923077,0.75,0.75,,0.3076923076923077,0.5,0.5,0.5,0.15384615384615385,,,,0.07692307692307693,,,,,,,,,,,,1.0,,,,0.38461538461538464,,0.46652307692307693,,0.5451,0.07692307692307693,0.1,,,,10.83,24.233333333333334,0.30952380952380953,1.0,1.0,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1425,1610612761,Aaron Williams,Aaron Williams,1425,TOR,626.0,10,-2,23,22,19.0,19.0,1.0,45,2.0,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,2.0,3,,,,4.0,27,1.0,1.0,,,,2.0,2.0,3.0,,,,4.0,,4.0,,2.0,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,1.0,1,,,,,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,4.0,19.0,1.0,,,,,,,,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,,,,,,12.5,,,,0.16666666666666666,,,,0.16666666666666666,,0.5,,,,,,,,,,0.6666666666666666,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.6666666666666666,1.0,,,,,0.6666666666666666,,0.5017,0.5587,0.5017,,,,0.5,1.0,2.966666666666667,,0.8260869565217391,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,2657.0,44,13,88,86,36.0,46.0,6.0,174,3.0,4.0,,1.0,3.0,3.0,,,2.0,6.0,,1.0,,,,1.0,2.0,4.0,1.0,3.0,5.0,10,2.0,5.0,1.0,17.0,93,,2.0,,,,,3.0,5.0,1.0,4.0,,9.0,2.0,8.0,,,4.0,2.0,1.0,,4.0,7.0,3.0,,17.0,,,1.0,4.0,,5.0,,5,,3.0,2.0,1.0,2.0,1.0,2.0,2.0,,,4.0,,2.0,2.0,6.0,1.0,1.0,,2.0,,,1.0,,,,,,,,9.0,36.0,2.0,0.2,0.2,,0.4,,0.25,0.4,0.5,,0.6,0.5333333333333333,,0.5,0.53125,,0.5,0.3333333333333333,,0.1,0.25,,21.27659574468085,0.5,,0.11764705882352941,,0.125,,0.11904761904761904,,,,,,,0.3333333333333333,0.08333333333333333,,0.3333333333333333,,,0.26666666666666666,0.75,1.0,,,,,,0.4,0.3333333333333333,0.3333333333333333,0.5,0.06666666666666667,,,,0.26666666666666666,0.5,0.5,,0.5,,,,,,0.3333333333333333,1.0,0.1111111111111111,,0.3333333333333333,0.3333333333333333,0.6,0.5,0.4759607142857143,0.4819,0.48565625,0.0625,0.09090909090909091,,,0.5294117647058824,12.930000000000001,27.32,0.4090909090909091,3.0,2.0,6.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,
677,1610612761,Eric Williams,Eric Williams,677,TOR,21103.0,352,-53,670,677,161.0,214.0,56.0,1347,6.0,14.0,,1.0,2.0,4.0,10.0,25.0,8.0,18.0,1.0,10.0,,2.0,1.0,4.0,4.0,8.0,1.0,2.0,24.0,57,5.0,18.0,28.0,91.0,767,,2.0,,2.0,10.0,10.0,5.0,15.0,2.0,6.0,2.0,18.0,20.0,28.0,12.0,,8.0,4.0,1.0,,12.0,15.0,5.0,5.0,33.0,4.0,6.0,10.0,26.0,4.0,40.0,10.0,50,1.0,7.0,5.0,2.0,8.0,2.0,2.0,7.0,6.0,1.0,15.0,,4.0,31.0,55.0,3.0,25.0,4.0,38.0,1.0,,18.0,1.0,2.0,2.0,,2.0,2.0,,18.0,161.0,6.0,0.4166666666666667,0.4166666666666667,0.8,0.2777777777777778,,0.3333333333333333,0.2777777777777778,0.42105263157894735,,0.3333333333333333,0.42,,0.38095238095238093,0.489247311827957,0.5555555555555556,0.4090909090909091,0.24,,0.017543859649122806,,,14.693877551020408,0.5333333333333333,0.13793103448275862,0.12440191387559808,0.028708133971291867,0.14492753623188406,0.0449438202247191,0.12949640287769784,0.03355704697986577,0.05660377358490566,,0.03614457831325301,0.03636363636363636,0.18333333333333332,0.11428571428571428,0.08860759493670886,0.17777777777777778,0.08333333333333333,0.022222222222222223,1.0,0.18666666666666668,0.42857142857142855,0.42857142857142855,0.16666666666666666,0.3333333333333333,0.4,0.4166666666666667,0.1,0.24,0.4444444444444444,0.4444444444444444,1.0,0.13333333333333333,0.1,0.1,1.0,0.10666666666666667,0.5,0.5,0.75,0.25,,,0.5,,,0.19047619047619047,0.5,0.19047619047619047,0.25,0.09523809523809523,0.5,0.4266666666666667,0.5,0.47200200000000014,0.508425,0.47948333333333343,0.20430107526881722,0.24324324324324326,0.05263157894736842,0.10989010989010989,0.1978021978021978,9.72280701754386,23.883333333333333,0.24029850746268658,3.0,2.0,3.0,1.0,2.0,,3.0,1.0,1.0,3.0,0.04,0.058823529411764705,,,,,,,,,,True,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,16327.0,272,-55,509,514,109.0,153.0,43.0,1023,14.0,23.0,2.0,3.0,2.0,5.0,2.0,12.0,16.0,27.0,6.0,18.0,,1.0,2.0,6.0,10.0,24.0,,3.0,32.0,62,16.0,42.0,27.0,139.0,593,4.0,6.0,,3.0,2.0,10.0,3.0,10.0,2.0,9.0,2.0,14.0,38.0,26.0,42.0,4.0,22.0,10.0,1.0,,11.0,15.0,3.0,7.0,34.0,1.0,5.0,8.0,12.0,,20.0,6.0,26,2.0,9.0,3.0,6.0,3.0,1.0,1.0,4.0,2.0,1.0,7.0,1.0,2.0,5.0,11.0,,29.0,6.0,31.0,2.0,1.0,16.0,1.0,1.0,1.0,,1.0,,,14.0,109.0,1.0,0.59375,0.6333333333333333,0.875,0.38095238095238093,,0.2222222222222222,0.4,0.5161290322580645,0.6666666666666666,0.3,0.5384615384615384,0.4444444444444444,0.3157894736842105,0.5889830508474576,0.5,0.35,0.40384615384615385,,0.016129032258064516,0.043478260869565216,,22.321428571428573,0.42857142857142855,,0.07741935483870968,0.029585798816568046,0.17391304347826086,0.0136986301369863,0.09950248756218906,0.024793388429752067,0.023809523809523808,0.016129032258064516,0.046153846153846156,0.02127659574468085,0.05128205128205128,0.07142857142857142,0.1,0.16129032258064516,0.2,0.038461538461538464,,0.22115384615384615,0.6086956521739131,0.6363636363636364,0.35714285714285715,0.11538461538461539,0.16666666666666666,0.16666666666666666,0.5,0.25961538461538464,0.5925925925925926,0.5925925925925926,0.8125,0.17307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.4166666666666667,0.4166666666666667,0.8,0.3333333333333333,0.6666666666666666,,0.1111111111111111,,,0.2631578947368421,0.4,0.3157894736842105,0.3333333333333333,0.15789473684210525,,0.625,0.45454545454545453,0.5199985294117647,0.5110499999999999,0.5239058823529411,0.1440677966101695,0.21052631578947367,0.023809523809523808,0.07194244604316546,0.10071942446043165,9.735483870967743,25.176190476190477,0.21414538310412573,4.0,3.0,6.0,1.0,1.0,,2.0,,,,,,2.0,2.0,0.2222222222222222,,,,,,,True,,,,,,,,,,,
2229,1610612761,Mike James,Mike James,2229,TOR,15313.0,255,-47,489,490,102.0,148.0,40.0,979,14.0,27.0,,2.0,5.0,7.0,10.0,18.0,11.0,31.0,1.0,1.0,,,,,7.0,26.0,2.0,8.0,35.0,76,8.0,27.0,13.0,107.0,566,1.0,6.0,,3.0,,2.0,10.0,17.0,2.0,8.0,8.0,34.0,8.0,62.0,12.0,,26.0,7.0,5.0,,36.0,55.0,13.0,17.0,129.0,,6.0,6.0,12.0,,18.0,6.0,24,2.0,3.0,2.0,1.0,13.0,1.0,8.0,6.0,5.0,1.0,19.0,,4.0,10.0,19.0,,21.0,2.0,17.0,3.0,,5.0,,,,,,,,34.0,102.0,2.0,0.11428571428571428,0.11428571428571428,0.5,0.2962962962962963,,0.25,0.2962962962962963,0.4605263157894737,0.16666666666666666,0.5882352941176471,0.4563106796116505,0.1111111111111111,0.52,0.481651376146789,0.1111111111111111,0.5862068965517241,0.2621359223300971,,0.06578947368421052,0.14814814814814814,,23.83612662942272,0.6842105263157895,,0.07947019867549669,0.036585365853658534,0.1276595744680851,,0.09090909090909091,0.02564102564102564,0.046511627906976744,0.03571428571428571,0.03076923076923077,,0.02857142857142857,0.06896551724137931,0.1206896551724138,0.12903225806451613,0.125,0.037037037037037035,,0.2621359223300971,0.5185185185185185,0.6086956521739131,0.21428571428571427,0.17475728155339806,0.5555555555555556,0.5882352941176471,,0.30097087378640774,0.3548387096774194,0.3548387096774194,0.09090909090909091,0.009708737864077669,1.0,1.0,1.0,0.2524271844660194,0.2692307692307692,0.2692307692307692,0.42857142857142855,0.2222222222222222,,,,,,0.28,0.7142857142857143,,,0.32,0.25,0.5242718446601942,0.2692307692307692,0.479816990291262,0.43915,0.45490400000000003,0.047619047619047616,0.0641025641025641,,0.018691588785046728,0.3177570093457944,9.448684210526316,24.98148148148148,0.2085889570552147,19.0,4.0,12.0,15.0,6.0,,4.0,,,,0.05555555555555555,,3.0,,0.3333333333333333,2.0,4.0,4.0,,,,True,,,,,,,,,,,
2857,1610612761,Andre Barrett,Andre Barrett,2857,TOR,176.0,3,-4,5,6,,,2.0,11,,1.0,,,,,,,,,,,,,,,,,,,,1,,,,,8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,14.285714285714285,,,,0.3333333333333333,1.0,,0.5,0.2,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.5747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,3666.0,61,-25,111,119,25.0,27.0,9.0,230,1.0,2.0,,,,,2.0,3.0,1.0,4.0,,,,,,,,1.0,,1.0,4.0,9,,1.0,4.0,12.0,130,,,,,,,1.0,2.0,,1.0,2.0,4.0,,8.0,,,,,1.0,,4.0,7.0,,4.0,17.0,,,1.0,6.0,1.0,8.0,,8,,3.0,2.0,1.0,5.0,,3.0,2.0,2.0,1.0,7.0,1.0,1.0,3.0,5.0,,2.0,,4.0,,,2.0,,,,,,,,4.0,25.0,,,,,,,,,0.4444444444444444,,0.5,0.4,,0.3333333333333333,0.5,,0.5,0.1,,0.1111111111111111,0.5,,15.702479338842975,0.7142857142857143,0.16666666666666666,0.1935483870967742,,0.058823529411764705,,0.14583333333333334,,,,,,0.06666666666666667,0.2857142857142857,0.3333333333333333,0.09090909090909091,,,,0.2,0.5,1.0,,0.3,0.6666666666666666,0.6666666666666666,,0.4,0.25,0.25,,,,,,0.1,,,,,,,,,,,,,,0.3333333333333333,,0.3,,0.4225777777777778,,0.366,0.16666666666666666,0.18181818181818182,,,0.3333333333333333,11.888888888888891,51.6,0.22522522522522523,3.0,,,3.0,,,,,,,,,,1.0,,,,,,,,True,,,,,,,,,,,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,3760.0,63,11,123,127,35.0,35.0,11.0,250,3.0,4.0,,,1.0,1.0,6.0,11.0,3.0,7.0,1.0,6.0,,,,2.0,,1.0,,1.0,12.0,22,1.0,7.0,14.0,41.0,130,,,,,,,2.0,4.0,,3.0,5.0,9.0,6.0,18.0,3.0,,1.0,,2.0,,2.0,3.0,,2.0,7.0,,,2.0,2.0,1.0,5.0,,5,,,,,4.0,,2.0,1.0,2.0,,5.0,,,2.0,4.0,1.0,9.0,,16.0,3.0,,7.0,,2.0,1.0,1.0,2.0,1.0,,9.0,35.0,,0.25,0.25,1.0,0.14285714285714285,,,0.14285714285714285,0.5454545454545454,,0.5,0.46551724137931033,,0.2857142857142857,0.5882352941176471,,0.4444444444444444,0.2413793103448276,,0.09090909090909091,0.25,,28.888888888888886,0.8,0.16666666666666666,0.05,,0.11764705882352941,,0.07017543859649122,,,,,,0.05263157894736842,,0.07692307692307693,0.08333333333333333,0.2,,0.5,0.13793103448275862,0.75,1.0,0.6666666666666666,0.3793103448275862,0.5454545454545454,0.5454545454545454,0.16666666666666666,0.2413793103448276,0.42857142857142855,0.5,,0.20689655172413793,0.16666666666666666,0.16666666666666666,1.0,0.034482758620689655,,,,,,,,,,0.14285714285714285,1.0,0.2857142857142857,,0.14285714285714285,,0.3793103448275862,,0.4535172413793103,,0.46775000000000005,0.21212121212121213,0.2692307692307692,,,0.21951219512195122,9.636363636363638,23.542857142857144,0.2845528455284553,1.0,1.0,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,0.14285714285714285,,True,,,,,,,,,,,
