EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGM,ShortMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,HeaveAttempts,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls Drawn,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,SecondChanceFtPoints,PenaltyFtPoints,FTOffRebounds,SelfOReb,Travels,SecondChanceTurnovers,NonShootingFoulsDrawn,BlockedLongMidRange,3SecondViolations,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3FGM,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,OffensiveGoaltends,on,Corner3PctBlocked,SecondChanceCorner3FGM,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,BlockedCorner3
101159,1610612756,Dijon Thompson,Dijon Thompson,101159,PHX,2280.0,38,-4.0,83,84,16.0,50.0,8,167,4.0,7.0,2.0,4.0,1.0,2.0,3.0,5.0,1.0,3.0,3.0,8.0,1.0,7.0,12.0,4.0,11.0,2.0,28.0,87,2.0,4.0,4.0,2.0,3.0,1.0,4.0,6.0,8.0,9.0,3.0,4.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,5.0,7.0,4.0,11.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,16.0,0.42857142857142855,0.6,0.75,0.36363636363636365,0.36363636363636365,0.5833333333333334,0.5,0.6666666666666666,0.5652173913043478,0.5,0.5,0.5869565217391305,0.5,0.5,0.4782608695652174,0.08333333333333333,0.14285714285714285,26.595744680851066,0.14705882352941177,0.17391304347826086,0.25,0.16666666666666666,0.10810810810810811,0.375,0.06666666666666667,0.2777777777777778,0.2857142857142857,1.0,0.30434782608695654,0.5714285714285714,0.6666666666666666,0.25,0.21739130434782608,0.6,0.6,0.6666666666666666,0.13043478260869565,0.3333333333333333,0.3333333333333333,1.0,0.34782608695652173,0.375,0.375,0.6666666666666666,1.0,0.5,0.5,0.5,0.25,0.782608695652174,0.375,0.5538239130434783,0.6650999999999999,0.547525,0.043478260869565216,0.08333333333333333,0.14285714285714285,0.14285714285714285,7.425,24.3,0.1927710843373494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
101213,1610612756,Sharrod Ford,Sharrod Ford,101213,PHX,581.0,10,-3.0,20,20,,15.0,3,40,1.0,2.0,,,,,1.0,1.0,,,,,,2.0,3.0,,,,4.0,24,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,2.0,2.0,,2.0,,,,2.0,,2.0,,4.0,2.0,,,,,,,,,,,,,,0.5,0.5,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,0.3333333333333333,0.5,21.73913043478261,0.25,,,0.18181818181818182,,,,0.5,,,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,0.6666666666666666,,0.5238333333333333,,,,,,,5.3999999999999995,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2067,1610612756,Eddie House,Eddie House,2067,PHX,13816.0,230,-47.0,470,466,110.0,206.0,43,936,7.0,14.0,,,3.0,5.0,20.0,48.0,3.0,7.0,18.0,42.0,8.0,28.0,65.0,21.0,49.0,2.0,121.0,518,1.0,2.0,5.0,9.0,19.0,9.0,27.0,32.0,24.0,51.0,12.0,,41.0,18.0,3.0,31.0,37.0,14.0,80.0,1.0,7.0,20.0,28.0,2.0,30.0,5.0,3.0,2.0,8.0,,23.0,5.0,12.0,,9.0,,4.0,,,2.0,1.0,,1.0,1.0,,27.0,110.0,0.5714285714285714,0.5714285714285714,0.8095238095238095,0.42857142857142855,0.4375,0.4307692307692308,0.5,0.47368421052631576,0.5219298245614035,0.5,0.48214285714285715,0.521551724137931,0.5,0.48214285714285715,0.4298245614035088,0.046153846153846156,0.07142857142857142,26.679462571976966,0.10810810810810811,0.006666666666666667,0.14,0.1148936170212766,0.009523809523809525,,0.01098901098901099,0.16326530612244897,0.19444444444444445,1.0,0.12280701754385964,0.5,0.5384615384615384,0.2857142857142857,0.42105263157894735,0.4166666666666667,0.425531914893617,0.7,0.06140350877192982,0.42857142857142855,0.42857142857142855,1.0,0.3684210526315789,0.42857142857142855,0.43902439024390244,0.7777777777777778,,,0.17857142857142858,0.6,0.2857142857142857,0.5526315789473685,0.43902439024390244,0.49096858407079647,0.5051,0.4819303571428571,0.017241379310344827,0.029850746268656716,0.04132231404958678,0.2231404958677686,15.256923076923078,26.157142857142855,0.23404255319148937,,6.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,6.0,2.0,4.0,15.0,2.0,1.0,1.0,15.0,6.0,12.0,1.0,3.0,5.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.02040816326530612,0.3333333333333333,0.020833333333333332,0.023809523809523808,0.6521739130434783,0.038461538461538464,0.016666666666666666,0.1111111111111111,0.043478260869565216,0.04878048780487805,0.02631578947368421,0.3333333333333333,0.5,0.2,0.4,0.5,1.0,0.03571428571428571,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
2469,1610612756,Pat Burke,Pat Burke,2469,PHX,20760.0,346,-43.0,700,703,149.0,278.0,81,1403,31.0,43.0,6.0,9.0,4.0,6.0,19.0,51.0,,,2.0,7.0,4.0,61.0,120.0,2.0,7.0,13.0,141.0,768,9.0,17.0,24.0,8.0,19.0,4.0,24.0,92.0,30.0,6.0,,8.0,7.0,2.0,8.0,9.0,16.0,8.0,39.0,12.0,6.0,34.0,52.0,21.0,73.0,6.0,4.0,2.0,18.0,,33.0,40.0,62.0,7.0,27.0,3.0,21.0,1.0,,10.0,13.0,4.0,13.0,8.0,2.0,24.0,149.0,0.7540983606557377,0.8070175438596491,1.0,0.2857142857142857,0.2857142857142857,0.5083333333333333,0.5294117647058824,0.42105263157894735,0.5039370078740157,0.5833333333333334,0.4782608695652174,0.5145985401459854,0.6,0.48,0.05511811023622047,0.06666666666666667,0.11627906976744186,21.303258145363408,0.12408759124087591,0.05454545454545454,0.08,0.11461318051575932,0.06191950464396285,0.10714285714285714,0.023622047244094488,0.13986013986013987,0.09090909090909091,0.6153846153846154,0.33858267716535434,0.7209302325581395,0.8157894736842105,0.7741935483870968,0.4015748031496063,0.37254901960784315,0.37254901960784315,0.7894736842105263,,,,,0.05511811023622047,0.2857142857142857,0.2857142857142857,1.0,0.5,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.17391304347826086,0.3937007874015748,0.2857142857142857,0.4654307086614172,0.52339,0.44050652173913046,0.07352941176470588,0.07751937984496124,0.1702127659574468,0.1702127659574468,9.600833333333332,25.914285714285715,0.21285714285714286,3.0,6.0,11.0,26.0,,,1.0,1.0,2.0,1.0,1.0,2.0,,,7.0,4.0,3.0,,1.0,8.0,12.0,15.0,4.0,6.0,1.0,9.0,6.0,5.0,8.0,1.0,0.5,,0.11538461538461539,,,0.45454545454545453,0.3157894736842105,0.07766990291262135,0.11764705882352941,0.07042253521126761,0.15,0.2047244094488189,0.4230769230769231,0.4782608695652174,,0.05555555555555555,1.0,1.0,,0.5,3.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0625,0.08108108108108109,0.06976744186046512,0.05,0.01818181818181818,0.6363636363636364,0.3333333333333333,,,,,,,,,True,,,,,,,
2592,1610612756,James Jones,James Jones,2592,PHX,12545.0,209,-17.0,426,430,93.0,152.0,48,856,4.0,7.0,2.0,2.0,,2.0,12.0,31.0,5.0,8.0,7.0,24.0,8.0,16.0,39.0,12.0,32.0,14.0,82.0,465,3.0,5.0,9.0,2.0,5.0,9.0,17.0,26.0,6.0,33.0,3.0,4.0,24.0,7.0,2.0,2.0,8.0,2.0,22.0,6.0,5.0,26.0,39.0,11.0,50.0,9.0,9.0,,2.0,1.0,6.0,11.0,14.0,,19.0,2.0,18.0,1.0,,4.0,6.0,1.0,6.0,3.0,1.0,17.0,93.0,0.8125,0.9285714285714286,0.9166666666666666,0.375,0.375,0.41025641025641024,0.6,0.4,0.4788732394366197,0.2727272727272727,0.4642857142857143,0.5256410256410257,0.375,0.53125,0.4507042253521127,0.05128205128205128,,17.319587628865982,0.14772727272727273,0.045454545454545456,0.12195121951219512,0.14285714285714285,0.055,0.0625,0.0375,0.14285714285714285,0.0967741935483871,0.5,0.09859154929577464,0.5714285714285714,0.5714285714285714,0.5,0.43661971830985913,0.3870967741935484,0.4,0.9166666666666666,0.11267605633802817,0.625,0.625,1.0,0.3380281690140845,0.2916666666666667,0.2916666666666667,0.8571428571428571,0.18181818181818182,1.0,0.14285714285714285,,0.5714285714285714,0.5492957746478874,0.2916666666666667,0.49267887323943665,0.53031875,0.5255249999999999,0.09210526315789473,0.09523809523809523,0.10975609756097561,0.2073170731707317,16.474358974358974,24.875,0.21830985915492956,1.0,,,1.0,1.0,1.0,,5.0,2.0,,6.0,3.0,,,6.0,5.0,1.0,,,5.0,8.0,4.0,1.0,1.0,,3.0,1.0,,5.0,,0.3333333333333333,,1.0,0.03225806451612903,,0.6666666666666666,0.3333333333333333,0.07352941176470588,,0.11904761904761904,0.19444444444444445,0.014084507042253521,,,0.09090909090909091,0.45454545454545453,,,0.07142857142857142,0.25,3.0,4.0,,1.0,,,2.0,,,1.0,,0.05,0.0847457627118644,0.2,0.024390243902439025,,,1.0,1.0,3.0,1.0,0.08823529411764706,,,,True,,,,,,,
754,1610612756,Jim Jackson,Jim Jackson,754,PHX,4929.0,82,19.0,160,165,30.0,48.0,15,325,1.0,1.0,,,,,4.0,7.0,2.0,3.0,2.0,8.0,,5.0,9.0,4.0,11.0,1.0,23.0,178,,1.0,3.0,,,1.0,3.0,2.0,8.0,6.0,6.0,,8.0,2.0,1.0,5.0,5.0,1.0,10.0,1.0,,9.0,10.0,1.0,11.0,1.0,1.0,,2.0,,5.0,4.0,8.0,1.0,1.0,,2.0,,,1.0,3.0,1.0,3.0,2.0,,3.0,30.0,0.2,0.2,0.5,0.36363636363636365,0.36363636363636365,0.5555555555555556,,,0.55,0.75,1.5,0.5476190476190477,0.75,1.5,0.55,0.1111111111111111,,14.606741573033707,0.11688311688311688,0.027777777777777776,,0.1,0.019230769230769232,,,0.1,,0.6666666666666666,0.05,1.0,1.0,,0.35,0.5714285714285714,0.5714285714285714,0.25,0.15,0.6666666666666666,0.6666666666666666,1.0,0.4,0.25,0.25,,,,,,,0.6,0.25,0.4767525,0.45755,0.37095,0.047619047619047616,0.1,0.13043478260869565,0.13043478260869565,15.711111111111112,24.74545454545455,0.1875,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,4.0,,,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,0.6,0.125,,,0.16666666666666666,0.07692307692307693,0.05,,,,0.5,1.0,,1.0,,,,,,,,,1.0,,,,0.14285714285714285,,,,,,1.0,,,1.0,,,,,True,,,,,,,
1952,1610612756,Raja Bell,Raja Bell,1952,PHX,9447.0,157,-22.0,312,317,46.0,109.0,41,629,,,,,,,7.0,18.0,5.0,7.0,8.0,13.0,2.0,8.0,21.0,13.0,20.0,6.0,61.0,346,2.0,3.0,4.0,,,3.0,8.0,10.0,6.0,33.0,6.0,,13.0,8.0,,7.0,13.0,4.0,32.0,2.0,4.0,10.0,15.0,6.0,21.0,,,,2.0,,3.0,3.0,7.0,2.0,5.0,1.0,6.0,,,3.0,2.0,1.0,2.0,1.0,,8.0,46.0,0.625,0.625,0.8461538461538461,0.65,0.65,0.38095238095238093,0.6666666666666666,,0.6707317073170732,0.6666666666666666,1.0,0.6931818181818182,0.6666666666666666,1.0,0.4878048780487805,,,13.091922005571032,0.0847457627118644,0.02197802197802198,0.10256410256410256,0.08917197452229299,0.04195804195804196,0.05,,0.1111111111111111,0.038461538461538464,0.5,,,,,0.43902439024390244,0.3888888888888889,0.3888888888888889,0.5714285714285714,0.17073170731707318,0.7142857142857143,0.7142857142857143,0.8,0.3170731707317073,0.6153846153846154,0.6153846153846154,0.875,,,,,0.6666666666666666,0.4878048780487805,0.6153846153846154,0.4729231707317073,0.3945,0.4543,0.06818181818181818,0.125,0.06557377049180328,0.13114754098360656,17.67142857142857,24.730000000000004,0.14743589743589744,,,1.0,3.0,,1.0,,,1.0,,,2.0,,,6.0,6.0,,3.0,,4.0,1.0,1.0,,,,1.0,1.0,,1.0,,0.6666666666666666,,,,,0.3333333333333333,0.08333333333333333,0.07692307692307693,0.1111111111111111,0.06451612903225806,0.041666666666666664,0.07317073170731707,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.5,,2.0,,,,,,,,,,0.05555555555555555,0.06976744186046512,0.23076923076923078,,1.0,,1.0,,,1.0,,,,,True,,,,,,,
2564,1610612756,Boris Diaw,Boris Diaw,2564,PHX,6977.0,116,-19.0,237,239,34.0,72.0,20,476,8.0,12.0,1.0,2.0,2.0,3.0,3.0,9.0,,1.0,1.0,2.0,,14.0,26.0,1.0,3.0,7.0,38.0,264,2.0,4.0,5.0,2.0,3.0,,5.0,10.0,18.0,3.0,,2.0,2.0,1.0,1.0,16.0,26.0,8.0,62.0,2.0,1.0,20.0,21.0,4.0,25.0,2.0,2.0,,5.0,,11.0,9.0,11.0,2.0,10.0,1.0,9.0,1.0,,4.0,7.0,3.0,8.0,4.0,,5.0,34.0,0.35714285714285715,0.38461538461538464,1.0,0.3333333333333333,0.3333333333333333,0.5384615384615384,0.5,0.6666666666666666,0.5344827586206896,0.5,0.6666666666666666,0.5757575757575758,0.625,0.625,0.10344827586206896,0.038461538461538464,,16.923076923076923,0.2127659574468085,0.02666666666666667,0.06666666666666667,0.1926605504587156,0.039603960396039604,0.0625,,0.23809523809523808,0.08333333333333333,0.5,0.41379310344827586,0.6666666666666666,0.6666666666666666,0.375,0.3103448275862069,0.3333333333333333,0.375,0.3333333333333333,0.034482758620689655,,,,0.06896551724137931,0.5,0.5,1.0,0.5,0.5,1.0,0.6666666666666666,,0.5172413793103449,0.5,0.45845689655172417,0.441875,0.5246666666666667,0.125,0.13793103448275862,0.13157894736842105,0.13157894736842105,7.807692307692307,24.86666666666667,0.14345991561181434,,,3.0,5.0,,,,,,,,,,,10.0,7.0,3.0,6.0,2.0,2.0,,6.0,2.0,4.0,,2.0,1.0,,4.0,,,,,0.1111111111111111,,0.5454545454545454,,0.07692307692307693,0.25,0.21739130434782608,0.1724137931034483,0.1724137931034483,0.6,0.6,,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,0.0625,0.045454545454545456,,0.07692307692307693,0.3333333333333333,,,,,,,1.0,1.0,,True,,,,,,,
2401,1610612756,Nikoloz Tskitishvili,Nikoloz Tskitishvili,2401,PHX,3327.0,55,-23.0,116,115,44.0,53.0,12,231,4.0,10.0,2.0,5.0,,2.0,3.0,11.0,,,,,,8.0,23.0,,,5.0,21.0,130,2.0,5.0,6.0,1.0,4.0,,4.0,12.0,4.0,,,2.0,,,1.0,,,,,3.0,4.0,2.0,8.0,5.0,13.0,1.0,1.0,,1.0,,4.0,,3.0,,6.0,,8.0,2.0,,4.0,2.0,2.0,2.0,1.0,,4.0,44.0,0.75,0.8571428571428571,,,,0.34782608695652173,0.4,0.25,0.34782608695652173,0.4,0.25,0.40384615384615385,0.42857142857142855,0.3333333333333333,,0.043478260869565216,,22.900763358778626,0.045454545454545456,0.07894736842105263,0.26666666666666666,0.1016949152542373,0.07407407407407407,0.08333333333333333,0.09090909090909091,0.07142857142857142,0.25,0.5,0.43478260869565216,0.4,0.4,0.75,0.4782608695652174,0.2727272727272727,0.3,0.6666666666666666,,,,,,,,,1.0,0.4,0.5,,,0.43478260869565216,,0.4498782608695652,0.5584,0.47997500000000004,0.16,0.16,0.2857142857142857,0.19047619047619047,10.017391304347825,,0.3793103448275862,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,3.0,,1.0,1.0,2.0,1.0,1.0,,,,,,0.09090909090909091,,0.75,0.4,0.0625,,,,0.08695652173913043,0.5,0.5,,,,,,,2.0,2.0,1.0,1.0,,1.0,1.0,,,1.0,0.16666666666666666,,0.07692307692307693,0.3333333333333333,0.07142857142857142,1.0,0.5,,,,,,,,,True,,,,,,,
2571,1610612756,Leandro Barbosa,Leandro Barbosa,2571,PHX,9778.0,163,-21.0,330,323,64.0,141.0,40,653,15.0,22.0,2.0,4.0,4.0,5.0,3.0,8.0,3.0,4.0,2.0,10.0,2.0,18.0,34.0,5.0,14.0,7.0,58.0,349,2.0,5.0,4.0,4.0,6.0,3.0,13.0,18.0,18.0,12.0,3.0,,9.0,2.0,3.0,13.0,20.0,3.0,47.0,3.0,5.0,7.0,12.0,5.0,17.0,7.0,6.0,1.0,4.0,,6.0,3.0,11.0,1.0,9.0,1.0,9.0,1.0,,4.0,1.0,1.0,1.0,,,13.0,64.0,0.5,0.5,0.8,0.35714285714285715,0.38461538461538464,0.5294117647058824,0.4,0.6666666666666666,0.53125,0.4,0.6111111111111112,0.5576923076923077,0.4,0.65,0.2916666666666667,0.08823529411764706,0.09090909090909091,15.223097112860891,0.05511811023622047,0.02654867256637168,0.10869565217391304,0.06936416184971098,0.031055900621118012,0.02564102564102564,0.034482758620689655,0.04411764705882353,0.09375,,0.4583333333333333,0.6818181818181818,0.75,0.4666666666666667,0.16666666666666666,0.375,0.375,0.6666666666666666,0.08333333333333333,0.75,0.75,1.0,0.20833333333333334,0.2,0.2222222222222222,0.5,0.8,0.5,0.5555555555555556,0.8,0.2222222222222222,0.75,0.2222222222222222,0.5456585106382978,0.5967333333333333,0.5858444444444445,0.0784313725490196,0.10810810810810811,0.06896551724137931,0.22413793103448276,5.905882352941177,26.70714285714286,0.19393939393939394,,4.0,,4.0,,1.0,,,,,,1.0,1.0,1.0,7.0,3.0,4.0,5.0,5.0,2.0,,2.0,1.0,1.0,,1.0,1.0,1.0,,,0.3333333333333333,0.07142857142857142,0.25,,0.1,0.3333333333333333,,0.041666666666666664,,0.07407407407407407,0.0625,0.08333333333333333,,,,,,,0.1111111111111111,,,2.0,,,2.0,,1.0,,,1.0,,,0.05128205128205128,0.14285714285714285,,,,1.0,,,1.0,,,,,True,,,,,,,
