EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,SecondChanceFG2M,SecondChancePoints,Corner3Assists,LongMidRangeAssists,LostBallSteals,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,Blocked3s,BlockedCorner3,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,NonHeaveArc3Accuracy,PenaltyArc3FGM,FTOffRebounds,OffFTReboundPct,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,HeaveMakes,HeaveAttempts,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,on,BlockedLongMidRange,Fg3aBlocked,Clear Path Fouls,BlockedArc3,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3PctAssisted,Corner3PctBlocked,3pt And 1 Free Throw Trips
101120,1610612751,Antoine Wright,Antoine Wright,101120,NJN,3814.0,64,-4,120,124,40,82,13,244,4.0,7.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,5.0,11.0,5.0,1.0,11.0,107,1.0,1.0,3.0,6.0,2.0,1.0,7.0,4.0,6.0,3.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,2.0,6,2.0,8,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,4.0,2.0,4.0,1.0,1.0,2.0,1.0,7.0,40,2.0,0.4,0.4,0.4545454545454545,0.5,0.3125,0.375,0.3235294117647059,0.3888888888888889,0.3125,0.1818181818181818,0.1428571428571428,1.0,16.05839416058394,0.4,0.1538461538461538,0.0689655172413793,0.0512820512820512,0.1538461538461538,0.0952380952380952,0.0392156862745098,0.1428571428571428,0.0476190476190476,0.1428571428571428,0.1111111111111111,0.2222222222222222,0.4375,0.5714285714285714,0.6666666666666666,0.25,0.0625,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.125,0.1875,0.5,0.5,0.375,0.6666666666666666,0.25,0.75,0.50984375,0.582775,0.4867249999999999,0.0588235294117647,0.0833333333333333,0.6363636363636364,5.627272727272727,24.32,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1521,1610612751,Jacque Vaughn,Jacque Vaughn,1521,NJN,8379.0,140,-15,259,265,59,101,30,524,7.0,9.0,,2.0,2.0,1.0,4.0,12.0,,1.0,,1.0,12.0,22.0,1.0,5.0,29.0,253,2.0,,4.0,4.0,1.0,1.0,9.0,14.0,10.0,1.0,,14.0,7.0,21.0,4.0,6.0,1.0,49.0,,3.0,7.0,,10,,10,4.0,3.0,5.0,,4.0,4.0,1.0,2.0,9.0,1.0,8.0,18.0,,10.0,7.0,4.0,9.0,59,4.0,0.5833333333333334,0.5833333333333334,0.5454545454545454,1.0,0.5217391304347826,0.8,0.58,0.9,0.0434782608695652,,,,11.643835616438356,0.5555555555555556,,0.0769230769230769,,0.1071428571428571,0.0840336134453781,,,,0.0625,0.0666666666666666,0.1666666666666666,0.391304347826087,0.7777777777777778,0.7777777777777778,0.5714285714285714,0.0434782608695652,0.5217391304347826,0.3333333333333333,0.3333333333333333,0.75,,0.0434782608695652,,,0.4,1.0,0.2,0.4347826086956521,0.4718673913043479,0.40585,0.44477,0.16,0.1666666666666666,0.3103448275862069,9.959090909090907,25.2,0.2277992277992278,1.0,1.0,2.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.0888888888888888,1.0,1.0,0.0689655172413793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1531,1610612751,Marc Jackson,Marc Jackson,1531,NJN,25985.0,433,-43,805,817,240,301,99,1622,24.0,45.0,18.0,3.0,13.0,40.0,24.0,63.0,,,,,66.0,148.0,,38.0,170.0,851,28.0,,12.0,33.0,,18.0,42.0,78.0,54.0,,8.0,16.0,6.0,22.0,3.0,11.0,,50.0,29.0,7.0,44.0,8.0,59,30.0,89,5.0,2.0,6.0,2.0,4.0,22.0,2.0,2.0,28.0,6.0,33.0,70.0,7.0,47.0,48.0,22.0,42.0,240,4.0,0.5909090909090909,0.6964285714285714,0.4459459459459459,0.3636363636363636,0.4459459459459459,0.3636363636363636,0.5,0.4772727272727273,,0.054054054054054,0.0888888888888888,0.075,21.498371335504885,0.2142857142857142,0.1632653061224489,0.1654135338345864,0.0986394557823129,0.07,0.1393442622950819,0.0835654596100278,0.1463414634146341,0.0396825396825396,0.1746031746031746,0.1851851851851851,0.0657894736842105,0.304054054054054,0.5333333333333333,0.5853658536585366,0.5,0.2702702702702703,0.4256756756756756,0.3809523809523809,0.3870967741935484,0.875,,,0.6428571428571429,,0.3939393939393939,0.2307692307692307,,0.304054054054054,0.436229054054054,0.4905814814814814,0.420069696969697,0.1325301204819277,0.1325301204819277,0.2470588235294117,10.02364864864865,,0.2981366459627329,18.0,14.0,35.0,3.0,5.0,3.0,1.0,,,10.0,4.0,,0.5,0.5,0.5303030303030303,0.1475409836065573,0.45,0.4864864864864865,0.2058823529411764,10.0,7.0,20.0,1.0,3.0,12.0,2.0,4.0,6.0,5.0,1.0,6.0,5.0,3.0,2.0,4.0,0.0158730158730158,0.0153846153846153,0.1395348837209302,0.037037037037037,0.0833333333333333,0.0416666666666666,0.8333333333333334,0.3333333333333333,0.5555555555555556,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1713,1610612751,Vince Carter,Vince Carter,1713,NJN,11220.0,187,15,359,354,113,133,46,713,18.0,30.0,7.0,4.0,8.0,24.0,6.0,17.0,5.0,11.0,1.0,4.0,33.0,71.0,16.0,32.0,113.0,367,9.0,1.0,6.0,18.0,6.0,13.0,28.0,22.0,44.0,11.0,7.0,19.0,4.0,23.0,3.0,7.0,3.0,50.0,6.0,7.0,15.0,1.0,23,9.0,32,10.0,9.0,8.0,3.0,3.0,10.0,5.0,,18.0,5.0,5.0,13.0,2.0,32.0,39.0,15.0,28.0,113,1.0,0.3333333333333333,0.3548387096774194,0.4647887323943662,0.3333333333333333,0.4655172413793103,0.3125,0.5384615384615384,0.4375,0.1839080459770115,0.0985915492957746,0.1,0.1666666666666666,29.468599033816428,0.4444444444444444,0.0454545454545454,0.112781954887218,0.0461538461538461,0.1794871794871795,0.127906976744186,0.0559006211180124,0.073170731707317,0.0196078431372549,0.0303030303030303,0.0952380952380952,0.1538461538461538,0.3448275862068966,0.6,0.6666666666666666,0.5,0.2758620689655172,0.1954022988505747,0.3529411764705882,0.3529411764705882,,0.057471264367816,0.1264367816091954,0.7,0.1,0.3333333333333333,0.5,0.1666666666666666,0.5287356321839081,0.492383908045977,0.5267055555555555,0.4814541666666667,0.1530612244897959,0.1829268292682926,0.247787610619469,7.261971830985917,25.200000000000003,0.3147632311977716,9.0,6.0,23.0,1.0,9.0,1.0,1.0,2.0,1.0,,4.0,1.0,0.6666666666666666,0.6,0.6875,0.1724137931034483,0.375,0.45,0.2035398230088495,6.0,11.0,4.0,3.0,3.0,4.0,,6.0,4.0,2.0,2.0,5.0,4.0,,,6.0,,0.0967741935483871,0.0526315789473684,0.1428571428571428,0.2307692307692307,0.073170731707317,0.8,0.2222222222222222,0.8571428571428571,0.5,1.0,1.0,2.0,4.0,5.0,1.0,12.0,3.0,4.0,1.0,1.0,0.8,0.3125,0.1666666666666666,0.3125,0.0588235294117647,0.2,0.2,1.0,0.3636363636363636,0.3636363636363636,0.75,0.0833333333333333,0.5,0.3636363636363636,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
1909,1610612751,Scott Padgett,Scott Padgett,1909,NJN,9251.0,154,5,283,284,76,86,40,567,5.0,12.0,5.0,1.0,2.0,2.0,3.0,7.0,6.0,15.0,1.0,3.0,9.0,21.0,21.0,10.0,58.0,280,10.0,1.0,2.0,4.0,5.0,,13.0,12.0,6.0,15.0,1.0,5.0,3.0,8.0,3.0,3.0,1.0,19.0,12.0,5.0,18.0,11.0,34,17.0,51,4.0,3.0,2.0,2.0,2.0,3.0,,,5.0,,11.0,17.0,1.0,9.0,11.0,6.0,13.0,76,1.0,0.6666666666666666,0.8571428571428571,0.4285714285714285,0.5,0.5714285714285714,0.7222222222222222,0.6304347826086957,0.7222222222222222,0.5,0.0476190476190476,0.0833333333333333,,15.501519756838906,0.4,0.5789473684210527,0.216867469879518,0.1071428571428571,0.1,0.1729323308270676,0.1094890510948905,0.0357142857142857,0.16,0.1904761904761904,0.3125,0.0857142857142857,0.2857142857142857,0.4166666666666667,0.4545454545454545,0.4,0.0476190476190476,0.1666666666666666,0.4285714285714285,0.4285714285714285,1.0,0.1428571428571428,0.3571428571428571,0.4545454545454545,0.0909090909090909,0.2222222222222222,0.5,0.3333333333333333,0.7857142857142857,0.5093726190476191,0.50347,0.4842777777777778,0.1304347826086956,0.24,0.2241379310344827,8.038095238095236,24.56190476190476,0.2685512367491166,1.0,3.0,6.0,,1.0,1.0,,,1.0,,2.0,,0.3,0.2727272727272727,0.2727272727272727,0.1333333333333333,0.5,0.5,0.1034482758620689,2.0,,4.0,3.0,1.0,,,,1.0,1.0,,1.0,,,,,,0.12,0.088235294117647,0.2,0.1333333333333333,0.0454545454545454,,1.0,0.4,,4.0,1.0,2.0,6.0,10.0,3.0,30.0,,6.0,,,1.0,0.4761904761904761,0.6,0.4761904761904761,0.0666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.4,0.4,1.0,0.2222222222222222,0.5,0.4,2.0,2.0,0.1666666666666666,0.6666666666666666,,,,,,,,,,,,,,,True,,,,,,,,,,
361,1610612751,Clifford Robinson,Clifford Robinson,361,NJN,10020.0,167,-34,307,315,85,121,29,622,2.0,3.0,2.0,2.0,3.0,4.0,8.0,21.0,5.0,8.0,,2.0,11.0,28.0,13.0,3.0,46.0,341,3.0,1.0,6.0,11.0,2.0,1.0,13.0,20.0,2.0,8.0,,3.0,4.0,7.0,2.0,2.0,,18.0,3.0,3.0,12.0,5.0,20,4.0,24,,,,1.0,,2.0,,,2.0,,10.0,13.0,1.0,3.0,4.0,2.0,13.0,85,1.0,0.9090909090909092,0.9090909090909092,0.3928571428571428,0.5454545454545454,0.524390243902439,0.4615384615384615,0.5348837209302325,0.4642857142857143,0.3170731707317073,,,,13.23529411764706,,0.4545454545454545,0.1034482758620689,0.0306122448979591,0.0909090909090909,0.1006711409395973,0.0241935483870967,0.03125,0.0512820512820512,0.0333333333333333,0.1034482758620689,0.1111111111111111,0.073170731707317,0.6666666666666666,0.6666666666666666,1.0,0.0975609756097561,0.5121951219512195,0.3809523809523809,0.3809523809523809,0.875,0.1219512195121951,0.1951219512195122,0.5,,0.2307692307692307,0.6666666666666666,0.1538461538461538,0.3902439024390244,0.446120731707317,0.4601875,0.442876923076923,0.0465116279069767,0.0666666666666666,0.2826086956521739,14.967857142857142,24.184615384615388,0.2768729641693811,1.0,1.0,5.0,2.0,1.0,,,1.0,1.0,1.0,,,0.3333333333333333,0.625,0.625,0.1403508771929824,0.25,0.25,0.108695652173913,1.0,,,,,,,,6.0,6.0,,6.0,3.0,,1.0,,,,,,,,0.5,1.0,0.5,1.0,3.0,,,4.0,7.0,,21.0,,4.0,,,1.0,0.5384615384615384,,0.5384615384615384,,0.6,0.6,1.0,0.5,0.5,1.0,,,0.5,,1.0,0.125,,1.0,1.0,1.0,1.0,0.25,1.0,1.0,,,,,,,,True,,,,,,,,,,
2210,1610612751,Richard Jefferson,Richard Jefferson,2210,NJN,14547.0,242,-20,455,454,147,162,60,909,18.0,30.0,4.0,4.0,4.0,11.0,11.0,19.0,7.0,6.0,2.0,,29.0,60.0,13.0,32.0,108.0,492,9.0,2.0,7.0,15.0,5.0,18.0,38.0,40.0,18.0,6.0,6.0,17.0,6.0,23.0,4.0,7.0,,52.0,5.0,11.0,21.0,6.0,38,7.0,45,8.0,5.0,15.0,1.0,9.0,6.0,6.0,,21.0,9.0,10.0,17.0,,35.0,40.0,17.0,38.0,147,3.0,0.6896551724137931,0.7407407407407407,0.4833333333333333,0.4666666666666667,0.5205479452054794,0.5,0.5944444444444444,0.6333333333333333,0.1780821917808219,0.1,0.1,0.2727272727272727,21.142857142857142,0.7142857142857143,0.3157894736842105,0.1354838709677419,0.029585798816568,0.2,0.1523809523809524,0.0292682926829268,0.037037037037037,,0.0857142857142857,0.1111111111111111,0.2272727272727272,0.410958904109589,0.6,0.6666666666666666,0.5555555555555556,0.1506849315068493,0.2602739726027397,0.5789473684210527,0.5789473684210527,0.9090909090909092,0.0958904109589041,0.0821917808219178,0.3636363636363636,0.1818181818181818,0.2,1.0,,0.589041095890411,0.5029835616438356,0.4897666666666666,0.4567549999999999,0.1976744186046511,0.2328767123287671,0.3518518518518518,7.526666666666667,24.4,0.3230769230769231,,5.0,13.0,2.0,10.0,3.0,1.0,,,4.0,4.0,1.0,0.5555555555555556,0.5909090909090909,0.5909090909090909,0.1818181818181818,,,0.1203703703703703,3.0,,4.0,1.0,3.0,4.0,3.0,4.0,,,,,,,,4.0,,0.0277777777777777,0.0576923076923076,0.0666666666666666,0.0909090909090909,0.1,,,0.75,0.3333333333333333,3.0,2.0,5.0,3.0,6.0,2.0,15.0,3.0,3.0,,,0.8333333333333334,0.4615384615384615,0.4,0.4615384615384615,,0.4285714285714285,0.4285714285714285,1.0,0.5,0.5,0.6666666666666666,0.25,0.4,0.5,,1.0,0.0526315789473684,,,,1.0,0.5,,,,1.0,0.5,,,,,,True,,,,,,,,,,
2565,1610612751,Zoran Planinic,Zoran Planinic,2565,NJN,11108.0,185,-12,335,341,88,116,36,676,10.0,19.0,3.0,3.0,5.0,7.0,4.0,11.0,5.0,9.0,,3.0,16.0,37.0,14.0,14.0,64.0,345,6.0,,5.0,9.0,4.0,6.0,22.0,16.0,16.0,6.0,4.0,9.0,1.0,10.0,,2.0,,21.0,4.0,7.0,12.0,,19,4.0,23,4.0,2.0,7.0,2.0,3.0,3.0,4.0,1.0,10.0,2.0,13.0,30.0,2.0,24.0,20.0,8.0,22.0,88,3.0,0.5,0.5714285714285714,0.4324324324324324,0.5555555555555556,0.4901960784313725,0.6153846153846154,0.5333333333333333,0.6875,0.2745098039215686,0.1081081081081081,0.1578947368421052,0.1428571428571428,18.617021276595747,0.7,,0.1188118811881188,0.0344827586206896,0.1521739130434782,0.1292517006802721,0.028169014084507,0.032258064516129,0.0392156862745098,0.125,0.0357142857142857,0.1052631578947368,0.3725490196078431,0.5263157894736842,0.625,0.6,0.1372549019607843,0.2156862745098039,0.3636363636363636,0.3636363636363636,0.25,0.0980392156862745,0.1764705882352941,0.5,,0.3846153846153846,0.6,0.2307692307692307,0.6470588235294118,0.5076602040816327,0.4629833333333333,0.5020181818181818,0.1525423728813559,0.1818181818181818,0.34375,7.340540540540541,29.550000000000004,0.2626865671641791,2.0,3.0,8.0,1.0,7.0,2.0,,,,2.0,1.0,,0.5,0.5,0.5714285714285714,0.1632653061224489,0.2857142857142857,0.3333333333333333,0.125,2.0,2.0,4.0,,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,0.0294117647058823,,0.375,0.0416666666666666,,0.5,0.6666666666666666,,3.0,1.0,1.0,3.0,6.0,2.0,15.0,3.0,2.0,,,0.8333333333333334,0.4285714285714285,0.5,0.4166666666666667,,0.6,0.6,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0769230769230769,1.0,0.3333333333333333,1.0,,,0.3333333333333333,,,,,,,,,,1.0,2.0,1.0,0.0666666666666666,,True,,,,,,,,,,
2669,1610612751,Linton Johnson,Linton Johnson,2669,NJN,1655.0,28,1,53,57,32,35,8,110,3.0,5.0,,2.0,2.0,,1.0,2.0,,,,,4.0,7.0,,1.0,9.0,49,1.0,,3.0,3.0,,1.0,7.0,8.0,,,2.0,1.0,,1.0,,,,2.0,,2.0,,2.0,4,,4,2.0,2.0,1.0,1.0,1.0,1.0,,,2.0,1.0,4.0,6.0,,2.0,4.0,2.0,7.0,32,,1.0,1.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.5,0.875,,0.2857142857142857,0.4,,17.741935483870968,0.5,0.25,,,0.25,0.0909090909090909,,,,,,0.2857142857142857,0.7142857142857143,0.6,1.0,1.0,,0.2857142857142857,0.5,0.5,1.0,,,,,0.6666666666666666,1.0,,0.7142857142857143,0.5200714285714286,0.2942,0.5229333333333334,0.2222222222222222,0.2222222222222222,0.7777777777777778,4.9,,0.6037735849056604,,1.0,2.0,,1.0,,,,,,,,1.0,1.0,1.0,,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,
441,1610612751,Lamond Murray,Lamond Murray,441,NJN,5677.0,95,5,177,181,47,55,19,358,5.0,8.0,4.0,4.0,6.0,1.0,5.0,15.0,6.0,5.0,,2.0,10.0,24.0,11.0,7.0,45.0,172,5.0,1.0,4.0,8.0,4.0,4.0,18.0,14.0,6.0,5.0,,1.0,1.0,2.0,1.0,1.0,,5.0,3.0,6.0,11.0,1.0,18,3.0,21,2.0,1.0,2.0,,1.0,4.0,1.0,1.0,6.0,1.0,3.0,7.0,1.0,8.0,12.0,6.0,18.0,47,1.0,0.7,1.0,0.4166666666666667,0.5,0.5428571428571428,0.5833333333333334,0.5487804878048781,0.6,0.3142857142857143,,,,23.5,0.3333333333333333,0.0625,0.2391304347826087,0.046875,0.2222222222222222,0.2328767123287671,0.0384615384615384,0.0588235294117647,,,0.3,0.1428571428571428,0.2285714285714285,0.625,0.625,0.4,0.0285714285714285,0.4285714285714285,0.3333333333333333,0.3333333333333333,1.0,0.1714285714285714,0.1428571428571428,0.6666666666666666,,0.5,0.6666666666666666,0.1666666666666666,0.5428571428571428,0.4923485714285715,0.5835,0.5236458333333333,0.1463414634146341,0.2,0.4,12.029166666666669,24.154545454545453,0.2655367231638418,,3.0,6.0,,,1.0,,,1.0,1.0,,,0.6,0.5,0.5,0.3076923076923077,,,0.1333333333333333,3.0,,6.0,,2.0,2.0,,,1.0,1.0,,1.0,,,1.0,,,,0.1428571428571428,,0.5,0.1052631578947368,,,0.75,,2.0,1.0,2.0,4.0,6.0,2.0,18.0,,4.0,,,1.0,0.5454545454545454,0.5,0.5454545454545454,,0.3333333333333333,0.3333333333333333,1.0,0.8,0.8,1.0,0.1666666666666666,0.5,0.8,1.0,,,0.5,,1.0,,,0.1666666666666666,,,,,,,,,,True,,,,,,,,,,
