EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,Technical Free Throw Trips,SecondChanceArc3FGM,HeaveMakes,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,on
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,50277.0,838,-99.0,1602,1623,459,548,190.0,3225,68.0,120.0,27.0,44.0,22.0,41.0,46.0,109.0,16.0,60.0,6.0,17.0,1.0,3.0,3.0,4.0,22.0,57.0,1.0,3.0,12.0,130.0,289.0,28.0,74.0,45.0,389.0,1790,35.0,59.0,1.0,4.0,10.0,83.0,35.0,84.0,6.0,16.0,22.0,110.0,134.0,126.0,81.0,3.0,54.0,57.0,22.0,18.0,26.0,8.0,34.0,3.0,5.0,8.0,3.0,15.0,76.0,14.0,51.0,1.0,26.0,76.0,17.0,119.0,66.0,185.0,10.0,23.0,18.0,5.0,27.0,1.0,11.0,17.0,1.0,16.0,1.0,3.0,44.0,8.0,11.0,54.0,90.0,1.0,7.0,7.0,55.0,7.0,5.0,59.0,7.0,26.0,7.0,26.0,17.0,9.0,26.0,16.0,2.0,1.0,110.0,459,3.0,5.0,0.5153846153846153,0.6504854368932039,0.9642857142857143,0.3783783783783784,0.25,0.375,0.3783783783783784,0.44982698961937717,0.5932203389830508,0.4166666666666667,0.4738292011019284,0.5793650793650794,0.44,0.5,0.6014492753623188,0.4954954954954955,0.20385674931129477,0.06228373702422145,0.075,0.08256880733944955,23.752057048820625,0.6136363636363636,0.26153846153846155,0.023809523809523808,0.1444866920152091,0.08717948717948718,0.1306532663316583,0.07608695652173914,0.1406896551724138,0.08452535760728218,0.17647058823529413,0.06077348066298342,0.03225806451612903,0.07575757575757576,0.07692307692307693,0.17989417989417988,0.13138686131386862,0.12,0.1103448275862069,0.18518518518518517,0.05405405405405406,0.6153846153846154,0.3305785123966942,0.5666666666666667,0.6126126126126126,0.5294117647058824,0.3002754820936639,0.42201834862385323,0.46,0.41304347826086957,0.1652892561983471,0.26666666666666666,0.26666666666666666,0.75,0.046831955922865015,0.35294117647058826,0.35294117647058826,1.0,0.15702479338842976,0.38596491228070173,0.38596491228070173,0.9545454545454546,0.6984126984126984,0.6136363636363636,0.037037037037037035,0.047619047619047616,0.3333333333333333,1.0,0.015873015873015872,0.41,0.5365853658536586,0.04,0.75,0.12,0.25,0.5344352617079889,0.38596491228070173,0.48045082644628107,0.498551923076923,0.4858185000000001,0.06806282722513089,0.08441558441558442,0.2133676092544987,0.2827763496143959,7.0782006920415235,24.804054054054056,0.28651685393258425,,,,,,,,,,,,,,,,,,,,True
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,94832.0,1581,-176.0,2975,3020,771,951,326.0,5995,79.0,125.0,13.0,25.0,18.0,24.0,46.0,83.0,44.0,119.0,19.0,48.0,1.0,5.0,3.0,11.0,10.0,39.0,2.0,2.0,8.0,169.0,327.0,29.0,87.0,108.0,533.0,3372,21.0,43.0,1.0,7.0,7.0,52.0,33.0,61.0,5.0,19.0,29.0,110.0,210.0,128.0,84.0,3.0,20.0,38.0,10.0,27.0,38.0,22.0,60.0,9.0,13.0,20.0,9.0,9.0,142.0,14.0,39.0,4.0,39.0,115.0,33.0,187.0,57.0,244.0,7.0,37.0,24.0,13.0,37.0,7.0,17.0,55.0,5.0,20.0,2.0,5.0,92.0,6.0,8.0,110.0,228.0,,15.0,31.0,115.0,4.0,16.0,133.0,13.0,66.0,7.0,13.0,11.0,1.0,13.0,5.0,,2.0,110.0,771,29.0,6.0,0.621301775147929,0.660377358490566,0.9655172413793104,0.3333333333333333,0.14285714285714285,0.2631578947368421,0.3372093023255814,0.5168195718654435,0.4883720930232558,0.5409836065573771,0.5132850241545893,0.45,0.50625,0.5622362869198312,0.48148148148148145,0.5729166666666666,0.21014492753623187,0.08256880733944955,0.128,0.0963855421686747,16.875372689326177,0.40217391304347827,0.2773109243697479,0.05333333333333334,0.11734693877551021,0.037107516650808754,0.11048158640226628,0.04216867469879518,0.11552888222055514,0.038322487346348515,0.04838709677419355,0.01929260450160772,0.04186046511627907,0.04219409282700422,0.042105263157894736,0.07430340557275542,0.13688212927756654,0.13959390862944163,0.10887096774193548,0.11428571428571428,0.03783783783783784,0.38461538461538464,0.30193236714975846,0.632,0.7247706422018348,0.6455696202531646,0.20048309178743962,0.5542168674698795,0.6133333333333333,0.41304347826086957,0.28743961352657005,0.3697478991596639,0.3793103448275862,0.7954545454545454,0.11594202898550725,0.3958333333333333,0.3958333333333333,0.9473684210526315,0.09420289855072464,0.2564102564102564,0.2564102564102564,1.0,0.5,0.52,0.23076923076923078,0.1,0.2,1.0,0.04,0.3,0.75,0.1375,0.2727272727272727,0.1,0.25,0.5120772946859904,0.2631578947368421,0.4850101694915255,0.5038451219512196,0.479320253164557,0.14132762312633834,0.1736842105263158,0.0975609756097561,0.20637898686679174,8.707645259938843,24.014942528735634,0.25915966386554623,1.0,1.0,3.0,2.0,0.025210084033613446,,,,,,,,,,,,,,,True
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,37368.0,623,-18.0,1189,1202,362,420,126.0,2391,31.0,59.0,3.0,4.0,11.0,18.0,1.0,14.0,31.0,63.0,,1.0,,,,,3.0,14.0,1.0,,4.0,63.0,136.0,3.0,15.0,36.0,171.0,1296,7.0,9.0,,1.0,,14.0,17.0,40.0,,4.0,12.0,46.0,22.0,104.0,9.0,,6.0,14.0,3.0,18.0,100.0,49.0,149.0,32.0,17.0,46.0,20.0,34.0,347.0,3.0,9.0,,11.0,37.0,2.0,50.0,12.0,62.0,3.0,11.0,6.0,5.0,30.0,1.0,21.0,14.0,5.0,9.0,2.0,1.0,44.0,4.0,6.0,15.0,38.0,,,,42.0,1.0,4.0,43.0,5.0,18.0,5.0,3.0,1.0,1.0,3.0,2.0,,1.0,46.0,362,5.0,5.0,0.1746031746031746,0.18333333333333332,1.0,0.2,,,0.2,0.4632352941176471,0.7777777777777778,0.425,0.4470198675496689,0.7,0.38636363636363635,0.5029585798816568,0.7,0.45,0.09933774834437085,0.1323529411764706,0.23728813559322035,0.21428571428571427,15.967016491754123,0.6818181818181818,0.03333333333333333,,0.09788359788359788,0.021686746987951807,0.07006369426751592,0.0234375,0.08971962616822429,0.022099447513812154,0.014705882352941176,0.017094017094017096,0.030864197530864196,0.02197802197802198,0.02702702702702703,0.07194244604316546,0.07777777777777778,0.1342281879194631,0.07207207207207207,0.06521739130434782,0.045454545454545456,0.6666666666666666,0.39072847682119205,0.5254237288135594,0.6888888888888889,0.06451612903225806,0.09271523178807947,0.07142857142857142,0.09090909090909091,1.0,0.41721854304635764,0.49206349206349204,0.5,0.25806451612903225,0.006622516556291391,,,,0.09271523178807947,0.21428571428571427,0.21428571428571427,1.0,0.4,0.75,,,,,0.1,0.4090909090909091,0.6111111111111112,,,0.09090909090909091,,0.4900662251655629,0.21428571428571427,0.47705833333333325,0.44635,0.47746022727272736,0.10975609756097561,0.12080536912751678,0.08187134502923976,0.26900584795321636,10.090441176470586,26.353333333333335,0.30445752733389403,,1.0,,,0.015873015873015872,2.0,,,,,,,,,,,,,,True
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,14376.0,240,-55.0,445,454,107,113,47.0,899,5.0,8.0,,,1.0,2.0,14.0,26.0,9.0,34.0,3.0,9.0,,1.0,,1.0,1.0,8.0,,,,28.0,68.0,4.0,17.0,21.0,89.0,490,,3.0,,1.0,1.0,1.0,6.0,16.0,,1.0,12.0,24.0,20.0,36.0,12.0,,,8.0,1.0,,13.0,8.0,21.0,4.0,4.0,7.0,4.0,2.0,50.0,,2.0,,7.0,18.0,2.0,27.0,2.0,29.0,,4.0,1.0,3.0,7.0,1.0,3.0,6.0,,4.0,,,13.0,1.0,5.0,11.0,19.0,,,5.0,26.0,1.0,1.0,31.0,1.0,6.0,6.0,,,,,,,,24.0,107,,5.0,0.35714285714285715,0.35714285714285715,1.0,0.23529411764705882,,,0.23529411764705882,0.4117647058823529,,0.375,0.4,,0.35294117647058826,0.4375,0.1,0.45652173913043476,0.2,,,,21.713147410358566,0.5384615384615384,0.08695652173913043,,0.10778443113772455,0.011695906432748537,0.12962962962962962,,0.11312217194570136,0.009478672985781991,0.0392156862745098,,,,,0.09230769230769231,0.1,0.12903225806451613,0.12195121951219512,0.15384615384615385,,,0.09411764705882353,0.625,0.625,0.4,0.3058823529411765,0.5384615384615384,0.5384615384615384,0.21428571428571427,0.4,0.2647058823529412,0.2647058823529412,0.5555555555555556,0.10588235294117647,0.3333333333333333,0.3333333333333333,1.0,0.09411764705882353,0.125,0.125,1.0,,,,0.25,,,,0.11764705882352941,0.5,0.058823529411764705,,,,0.29411764705882354,0.125,0.4434488235294119,0.3941333333333333,0.42448235294117653,0.06666666666666667,0.0821917808219178,0.011235955056179775,0.2696629213483146,12.577941176470588,24.19411764705882,0.24044943820224718,,,,,,8.0,,,,,,,,,,,,,,True
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,61125.0,1019,-146.0,1916,1949,502,669,202.0,3865,46.0,94.0,4.0,7.0,11.0,19.0,13.0,41.0,43.0,103.0,27.0,52.0,,1.0,8.0,17.0,25.0,75.0,5.0,5.0,22.0,102.0,238.0,52.0,127.0,80.0,440.0,2226,5.0,12.0,4.0,6.0,8.0,30.0,21.0,43.0,13.0,39.0,27.0,108.0,126.0,78.0,144.0,12.0,2.0,68.0,24.0,7.0,55.0,15.0,70.0,14.0,1.0,24.0,8.0,23.0,155.0,2.0,18.0,,32.0,70.0,1.0,103.0,20.0,123.0,5.0,34.0,18.0,16.0,19.0,5.0,8.0,22.0,1.0,11.0,2.0,4.0,41.0,1.0,11.0,28.0,65.0,,3.0,7.0,85.0,3.0,13.0,96.0,5.0,34.0,8.0,4.0,2.0,2.0,4.0,1.0,,,108.0,502,8.0,7.0,0.6176470588235294,0.6237623762376238,0.9230769230769231,0.4094488188976378,0.6666666666666666,0.3333333333333333,0.4214876033057851,0.42857142857142855,0.4166666666666667,0.4883720930232558,0.4931506849315068,0.6111111111111112,0.49390243902439024,0.5382716049382716,0.6521739130434783,0.5625,0.34794520547945207,0.029411764705882353,0.06382978723404255,0.024390243902439025,20.734542073454207,0.4634146341463415,0.015873015873015872,,0.11164274322169059,0.02674591381872214,0.14883720930232558,0.008968609865470852,0.12114014251781473,0.022321428571428572,0.026455026455026454,0.024271844660194174,0.02877697841726619,0.012578616352201259,,0.06280193236714976,0.08771929824561403,0.1686746987951807,0.1366906474820144,0.17105263157894737,0.02617801047120419,0.25,0.25753424657534246,0.48936170212765956,0.5227272727272727,0.5869565217391305,0.11232876712328767,0.3170731707317073,0.325,0.5384615384615384,0.2821917808219178,0.4174757281553398,0.4174757281553398,0.6744186046511628,0.14246575342465753,0.5192307692307693,0.5192307692307693,0.9629629629629629,0.2054794520547945,0.3333333333333333,0.33783783783783783,0.88,0.3888888888888889,0.5714285714285714,0.25,0.05555555555555555,,,0.2777777777777778,0.23170731707317074,0.5789473684210527,0.2073170731707317,0.47058823529411764,0.2682926829268293,0.22727272727272727,0.6054794520547945,0.35294117647058826,0.5031009803921568,0.5070882352941176,0.4932087837837838,0.09319899244332494,0.12734082397003746,0.06818181818181818,0.24545454545454545,9.864705882352943,25.792125984251964,0.2620041753653445,6.0,,1.0,,,8.0,4.0,1.0,1.0,3.0,0.007874015748031496,0.013333333333333334,0.8,0.75,0.023076923076923078,,,,,True
2229,1610612761,Mike James,Mike James,2229,TOR,58917.0,982,-75.0,1834,1869,402,522,200.0,3703,58.0,102.0,5.0,9.0,13.0,26.0,18.0,55.0,61.0,122.0,12.0,19.0,1.0,1.0,2.0,2.0,51.0,118.0,7.0,18.0,39.0,137.0,279.0,63.0,137.0,121.0,584.0,2074,8.0,20.0,5.0,8.0,4.0,35.0,25.0,61.0,20.0,41.0,45.0,155.0,62.0,212.0,105.0,84.0,2.0,117.0,51.0,19.0,115.0,42.0,157.0,28.0,14.0,34.0,20.0,61.0,356.0,1.0,13.0,,25.0,45.0,2.0,72.0,14.0,86.0,4.0,20.0,10.0,10.0,38.0,6.0,24.0,27.0,3.0,14.0,,2.0,65.0,5.0,22.0,25.0,74.0,1.0,,11.0,119.0,2.0,5.0,141.0,11.0,46.0,18.0,1.0,,1.0,1.0,1.0,,,155.0,402,7.0,17.0,0.22627737226277372,0.22794117647058823,0.5555555555555556,0.45985401459854014,0.625,0.4878048780487805,0.4632352941176471,0.4910394265232975,0.4,0.4098360655737705,0.5564903846153846,0.5535714285714286,0.5392156862745098,0.6042553191489362,0.5833333333333334,0.6150793650793651,0.3293269230769231,0.06810035842293907,0.1568627450980392,0.05454545454545454,25.920542635658915,0.5846153846153846,0.030303030303030304,,0.07413509060955518,0.02037617554858934,0.11467889908256881,0.004524886877828055,0.08484848484848485,0.01629802095459837,0.016129032258064516,0.0425531914893617,0.007575757575757576,0.00625,,0.05913978494623656,0.060240963855421686,0.09411764705882353,0.10759493670886076,0.13333333333333333,0.020942408376963352,1.0,0.24519230769230768,0.5686274509803921,0.6744186046511628,0.25862068965517243,0.13221153846153846,0.32727272727272727,0.34615384615384615,0.05555555555555555,0.2932692307692308,0.5,0.5,0.2459016393442623,0.04567307692307692,0.631578947368421,0.631578947368421,1.0,0.28365384615384615,0.4322033898305085,0.4322033898305085,0.45098039215686275,0.32142857142857145,0.5555555555555556,0.2,0.03571428571428571,1.0,1.0,0.25,0.2549019607843137,0.5,0.0196078431372549,1.0,0.38235294117647056,0.46153846153846156,0.5745192307692307,0.4358974358974359,0.48334542168674705,0.48400624999999997,0.47258284313725485,0.10619469026548672,0.1464968152866242,0.059931506849315065,0.2654109589041096,10.077777777777776,25.02043795620438,0.21919302071973829,1.0,,,,,19.0,4.0,,,2.0,,,0.5714285714285714,0.75,0.014492753623188406,1.0,,,,True
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,53385.0,890,-37.0,1656,1672,390,479,172.0,3328,69.0,105.0,19.0,25.0,16.0,23.0,47.0,115.0,75.0,146.0,,1.0,,1.0,,,,2.0,,,2.0,191.0,366.0,,3.0,147.0,529.0,1887,22.0,38.0,,1.0,18.0,62.0,42.0,82.0,,2.0,50.0,134.0,186.0,196.0,,,32.0,1.0,,25.0,32.0,20.0,52.0,15.0,5.0,18.0,4.0,10.0,124.0,9.0,41.0,,36.0,87.0,17.0,140.0,50.0,190.0,11.0,15.0,10.0,5.0,27.0,3.0,10.0,21.0,1.0,17.0,,11.0,48.0,5.0,11.0,32.0,57.0,,4.0,6.0,161.0,8.0,17.0,180.0,24.0,90.0,12.0,25.0,19.0,4.0,27.0,18.0,,3.0,134.0,390,4.0,11.0,0.4869109947643979,0.5314285714285715,,,,,,0.5218579234972678,0.5789473684210527,0.5121951219512195,0.5176151761517616,0.5641025641025641,0.5,0.5917225950782998,0.62,0.5929203539823009,0.008130081300813009,0.06830601092896176,0.14285714285714285,0.08695652173913043,26.699029126213592,0.5625,0.2786885245901639,,0.1590493601462523,0.07192982456140351,0.18274111675126903,0.05806451612903226,0.16532258064516128,0.06896551724137931,0.09316770186335403,0.1005586592178771,0.034782608695652174,0.0380952380952381,0.1,0.16042780748663102,0.1724137931034483,0.14883720930232558,0.21678321678321677,0.09259259259259259,0.07432432432432433,0.6666666666666666,0.2845528455284553,0.6571428571428571,0.7666666666666667,0.391304347826087,0.3116531165311653,0.40869565217391307,0.44761904761904764,0.44680851063829785,0.3956639566395664,0.5136986301369864,0.5136986301369864,0.6,0.0027100271002710027,,,,0.005420054200542005,,,,0.6410256410256411,0.76,0.10526315789473684,0.02564102564102564,,,,0.27380952380952384,0.6956521739130435,,,0.023809523809523808,,0.2926829268292683,,0.4397947010869567,0.4911157142857143,0.4347060240963856,0.20689655172413793,0.20833333333333334,0.11720226843100189,0.2533081285444234,9.858743169398908,29.8,0.23550724637681159,1.0,2.0,4.0,,,,,,,,,,,,,,2.0,2.0,,True
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,42469.0,708,-132.0,1302,1328,332,464,150.0,2630,14.0,20.0,9.0,12.0,6.0,9.0,10.0,25.0,20.0,50.0,4.0,16.0,2.0,4.0,2.0,7.0,41.0,83.0,5.0,9.0,21.0,44.0,95.0,45.0,99.0,27.0,250.0,1514,16.0,22.0,5.0,9.0,7.0,54.0,14.0,29.0,11.0,28.0,10.0,71.0,56.0,32.0,135.0,,20.0,82.0,41.0,6.0,16.0,8.0,24.0,4.0,4.0,4.0,2.0,10.0,56.0,11.0,23.0,,14.0,58.0,8.0,80.0,34.0,114.0,2.0,17.0,16.0,1.0,5.0,1.0,2.0,7.0,1.0,3.0,,1.0,12.0,1.0,2.0,46.0,88.0,,6.0,4.0,25.0,6.0,3.0,29.0,2.0,11.0,2.0,13.0,10.0,1.0,13.0,8.0,,1.0,71.0,332,13.0,1.0,0.6363636363636364,0.8235294117647058,1.0,0.45454545454545453,0.5555555555555556,0.39285714285714285,0.45918367346938777,0.4631578947368421,0.7272727272727273,0.4827586206896552,0.5747422680412371,0.7580645161290323,0.5350877192982456,0.6019417475728155,0.7941176470588235,0.5725806451612904,0.5103092783505154,0.06315789473684211,0.1,0.08,14.809782608695652,0.4166666666666667,0.13793103448275862,,0.1380952380952381,0.05263157894736842,0.09523809523809523,0.060109289617486336,0.12698412698412698,0.054838709677419356,0.04580152671755725,0.025423728813559324,0.07446808510638298,0.06521739130434782,0.044444444444444446,0.10606060606060606,0.136,0.1656441717791411,0.09433962264150944,0.0975609756097561,0.022222222222222223,0.6153846153846154,0.10309278350515463,0.7,0.7777777777777778,0.35714285714285715,0.12886597938144329,0.4,0.43478260869565216,0.4,0.25773195876288657,0.4,0.4166666666666667,0.95,0.08247422680412371,0.25,0.26666666666666666,1.0,0.42783505154639173,0.4939759036144578,0.4939759036144578,1.0,0.3870967741935484,0.75,,0.12903225806451613,0.5,1.0,0.16129032258064516,0.15789473684210525,0.6666666666666666,0.12280701754385964,0.2857142857142857,0.3684210526315789,0.42857142857142855,0.6134020618556701,0.5,0.48074974093264244,0.4912999999999999,0.4772780701754387,0.058823529411764705,0.10576923076923077,0.216,0.284,12.501052631578947,25.433333333333326,0.25499231950844853,1.0,2.0,3.0,,0.04,2.0,3.0,,1.0,1.0,0.010101010101010102,,0.6,1.0,0.01,,,,0.0625,True
2737,1610612761,Rafael Araujo,Rafael Araujo,2737,TOR,18058.0,301,-33.0,566,574,97,120,55.0,1140,9.0,21.0,4.0,7.0,,4.0,6.0,26.0,5.0,15.0,,,,,,,,,,,,20.0,62.0,,,8.0,48.0,623,7.0,15.0,,,3.0,17.0,3.0,15.0,,,5.0,11.0,30.0,10.0,,,2.0,,,6.0,6.0,2.0,8.0,1.0,1.0,2.0,3.0,1.0,18.0,2.0,14.0,1.0,8.0,43.0,4.0,55.0,17.0,72.0,2.0,11.0,5.0,6.0,5.0,1.0,2.0,16.0,1.0,3.0,,,21.0,4.0,5.0,27.0,58.0,,5.0,7.0,19.0,2.0,4.0,12.0,2.0,4.0,3.0,6.0,4.0,2.0,6.0,3.0,1.0,,11.0,97,5.0,3.0,0.75,0.7894736842105263,,,,,,0.3225806451612903,0.4666666666666667,0.2,0.3225806451612903,0.4666666666666667,0.2,0.3582089552238806,0.5,0.2894736842105263,,0.0967741935483871,0.14285714285714285,0.11538461538461539,13.858267716535433,0.23809523809523808,0.23529411764705882,0.07692307692307693,0.2193877551020408,0.06422018348623854,0.14814814814814814,0.044444444444444446,0.204,0.060836501901140684,0.05084745762711865,0.0847457627118644,0.06,0.03125,0.07692307692307693,0.14285714285714285,0.23076923076923078,0.25263157894736843,0.0967741935483871,0.21739130434782608,0.05555555555555555,0.5,0.3387096774193548,0.42857142857142855,0.5,0.6666666666666666,0.41935483870967744,0.23076923076923078,0.2608695652173913,0.6666666666666666,0.24193548387096775,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.4666666666666667,0.5714285714285714,0.25,,,,,0.26666666666666666,,,,,,0.3387096774193548,,0.4506693548387097,0.4727933333333333,0.43081333333333327,0.0625,0.0625,0.3541666666666667,0.22916666666666666,7.4629032258064525,,0.17137809187279152,,,2.0,5.0,,,,,,,,,,,,,,,,True
2776,1610612761,Pape Sow,Pape Sow,2776,TOR,9752.0,163,-44.0,314,321,103,114,31.0,635,8.0,15.0,3.0,7.0,1.0,1.0,1.0,4.0,3.0,7.0,,,,,,,,,,,,12.0,26.0,,,10.0,34.0,374,4.0,10.0,,,,8.0,2.0,4.0,,,5.0,9.0,20.0,4.0,,,,,,3.0,,,,,,,,,,,11.0,1.0,8.0,20.0,5.0,33.0,12.0,45.0,4.0,5.0,2.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,,2.0,9.0,1.0,3.0,14.0,32.0,,2.0,3.0,21.0,6.0,2.0,19.0,1.0,7.0,3.0,7.0,5.0,2.0,7.0,4.0,,1.0,9.0,103,3.0,3.0,0.8333333333333334,0.8333333333333334,,,,,,0.46153846153846156,0.4,0.5,0.46153846153846156,0.4,0.5,0.4857142857142857,0.4,0.5625,,0.11538461538461539,0.13333333333333333,0.25,12.535612535612536,0.2222222222222222,0.35714285714285715,0.125,0.19801980198019803,0.10476190476190476,0.19047619047619047,,0.1958041958041958,0.07857142857142857,0.14814814814814814,0.14814814814814814,0.058823529411764705,,,0.2,0.19047619047619047,0.2,0.2,0.16666666666666666,0.36363636363636365,0.5714285714285714,0.5769230769230769,0.5333333333333333,0.6153846153846154,0.75,0.15384615384615385,0.25,0.3333333333333333,1.0,0.2692307692307692,0.42857142857142855,0.42857142857142855,1.0,,,,,,,,,0.7,0.42857142857142855,1.0,,,,,0.25,1.0,,,,,0.5769230769230769,,0.5002692307692308,0.5304399999999999,0.4149,0.21875,0.21875,0.23529411764705882,0.2647058823529412,6.073076923076924,,0.32802547770700635,,,2.0,,,,,,,,,,,,,,,,,True
