EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,Usage,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FG3APct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,AtRimPctAssisted,DeadBallTurnovers,Turnovers,Offensive Fouls,Loose Ball Fouls Drawn,OffShortMidRangeReboundPct,Corner3FGA,PenaltyCorner3FGA,DefTwoPtRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,Corner3Frequency,PenaltyCorner3Frequency,LiveBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,on,ShortMidRangeFGM,SecondChanceFtPoints,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,Corner3FGM,PenaltyCorner3FGM,FG3M,PenaltyFG3M,PtsUnassisted3s,HeaveAttempts,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,PenaltyCorner3Accuracy,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Arc3PctBlocked,HeaveMakes,Clear Path Fouls,Blocked3s,BlockedCorner3,BlockedArc3
101106,1610612749,Andrew Bogut,Andrew Bogut,101106,MIL,277.0,5.0,-6.0,9.0,10.0,6.0,4.0,4.0,19.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,3.0,11.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,0.25,0.5,0.3333333333333333,0.25,0.5,0.3333333333333333,0.3,0.5,0.375,35.71428571428571,1.0,0.2857142857142857,0.25,0.25,0.5,0.3333333333333333,0.75,0.3333333333333333,0.3333333333333333,0.25,1.0,0.5,0.6666666666666666,0.5,0.75,0.547175,0.64525,0.5207,0.2,0.2,0.6666666666666666,1.0,1.525,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1610612749,Michael Redd,Michael Redd,2072,MIL,96.0,2.0,-2.0,3.0,4.0,,1.0,1.0,7.0,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,1.0,,,,,,,,1.0,0.5207,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551,1610612749,T.J. Ford,T.J. Ford,2551,MIL,473.0,8.0,-12.0,15.0,17.0,10.0,11.0,1.0,32.0,,,,,,,,1.0,2.0,,2.0,20.0,,,,1.0,1.0,,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,2.0,10.0,0.5,,1.0,0.3333333333333333,,0.5,0.3333333333333333,,0.5,18.75,,0.25,0.1428571428571428,0.5,,,,,,,,,,,0.3333333333333333,0.3665333333333333,,0.3477,,,,1.0,19.95,0.6666666666666666,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.5,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558,1610612749,Reece Gaines,Reece Gaines,2558,MIL,304.0,5.0,-9.0,9.0,9.0,9.0,9.0,2.0,18.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,2.0,13.0,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,2.0,9.0,1.0,,1.0,0.5,,0.5,0.5,,0.5,18.181818181818183,,,,,,,0.5,1.0,1.0,,,,0.5,1.0,1.0,0.53845,,0.53845,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,0.5,,,,0.5,0.5,27.1,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,1610612749,Josh Davis,Josh Davis,2668,MIL,697.0,12.0,-16.0,23.0,25.0,15.0,13.0,5.0,48.0,1.0,2.0,,1.0,,1.0,,1.0,3.0,,2.0,29.0,,1.0,,,1.0,,,,,2.0,1.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,1.0,,,,15.0,0.3333333333333333,,,0.25,,,0.25,,,17.24137931034483,0.3333333333333333,0.1818181818181818,0.1428571428571428,0.1666666666666666,,,0.5,0.5,0.5,,1.0,,0.5,,0.75,0.5341625,0.6594,0.571125,,,,,5.033333333333333,0.6521739130434783,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.25,0.25,,,0.25,0.5,24.9,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,1610612749,Charlie Bell,Charlie Bell,2294,MIL,208.0,3.0,-3.0,7.0,8.0,4.0,2.0,2.0,15.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,1610612749,Jiri Welsch,Jiri Welsch,2412,MIL,560.0,9.0,-12.0,19.0,20.0,14.0,11.0,4.0,39.0,1.0,1.0,,,,,,1.0,3.0,,2.0,25.0,,,,,1.0,,,2.0,,,,1.0,,1.0,,2.0,,1.0,1.0,,,,,14.0,0.3333333333333333,,,0.25,,,0.25,,,20.833333333333336,,,,,,,0.25,1.0,1.0,,,,,,0.5,0.5144375,,0.4020749999999999,,,,,11.266666666666666,0.7368421052631579,,,,,2.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,0.25,0.5,,,,,24.0,,,,,1.0,1.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1666666666666666,0.1666666666666666,0.5,0.25,0.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2590,1610612749,Mo Williams,Mo Williams,2590,MIL,167.0,3.0,-1.0,6.0,7.0,3.0,1.0,2.0,13.0,,1.0,,,,,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,22.22222222222222,,,,,,,1.0,,,,,,,,1.0,0.5547,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1610612749,Ervin Johnson,Ervin Johnson,911,MIL,450.0,8.0,-11.0,15.0,15.0,11.0,10.0,3.0,30.0,1.0,2.0,,,1.0,2.0,1.0,1.0,3.0,,2.0,19.0,,1.0,,1.0,2.0,,2.0,,,1.0,1.0,4.0,1.0,5.0,,,,,2.0,,,,2.0,11.0,0.3333333333333333,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.5,27.77777777777778,0.5,0.1428571428571428,0.1111111111111111,,0.3333333333333333,,0.6666666666666666,0.5,0.5,0.3333333333333333,,,1.0,0.5,0.6666666666666666,0.4805333333333333,0.3687,0.53645,,,,1.0,3.466666666666667,0.7333333333333333,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,3.0,,,,2.0,0.6,0.6,0.5,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2048,1610612749,Jamaal Magloire,Jamaal Magloire,2048,MIL,27.0,,-2.0,1.0,1.0,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
