EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,FTOffRebounds,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,OffFTReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Avg3ptShotDistance,LongMidRangeFGM,SecondChanceFtPoints,Steals,BadPassSteals,DeadBallTurnovers,Travels,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedCorner3,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,AtRimPctAssisted,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,SecondChanceCorner3FGA,PenaltyArc3FGM,Offensive Fouls Drawn,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,SelfOReb,OffCorner3ReboundPct,SelfORebPct,FTDefRebounds,DefFTReboundPct,Defensive 3 Seconds Violations,Technical Free Throw Trips,LongMidRangePctBlocked,3SecondViolations,on,SecondChanceCorner3FGM,Fg3aBlocked,DefensiveGoaltends,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedArc3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips
101115,1610612747,Andrew Bynum,Andrew Bynum,101115,LAL,2335.0,39,-29,76,81,25.0,23.0,8,157,3.0,2.0,1.0,3.0,7.0,1.0,3.0,11.0,2.0,8.0,78.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,7.0,9.0,1.0,10.0,2.0,2.0,2.0,5.0,6.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,5.0,2.0,3.0,25.0,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.18181818181818182,0.6666666666666666,16.47058823529412,1.0,0.1794871794871795,0.02631578947368421,0.4,0.20454545454545456,0.022727272727272728,0.1111111111111111,0.15384615384615385,0.3333333333333333,0.25,1.0,0.4,0.2727272727272727,0.6363636363636364,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.09090909090909091,0.6666666666666666,0.3333333333333333,0.2727272727272727,0.42729090909090917,0.49816666666666665,0.4411333333333333,0.16666666666666666,0.16666666666666666,0.25,0.375,7.218181818181819,0.32894736842105265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101144,1610612747,Von Wafer,Von Wafer,101144,LAL,443.0,7,-8,17,17,4.0,17.0,2,34,1.0,1.0,1.0,,,,1.0,1.0,,5.0,24.0,1.0,1.0,2.0,1.0,1.0,,5.0,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,5.0,4.0,,,1.0,1.0,1.0,0.8333333333333334,1.0,1.25,0.8333333333333334,1.0,1.25,,,15.789473684210526,,,,,,,,,,,,,0.3333333333333333,,,,,,1.0,0.5,1.0,0.4714666666666667,0.5786,0.474775,,,0.4,1.0,,0.23529411764705882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,0.5,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101209,1610612747,Devin Green,Devin Green,101209,LAL,1338.0,22,-3,47,48,24.0,31.0,6,95,,,,,3.0,2.0,1.0,5.0,3.0,5.0,48.0,,,1.0,1.0,3.0,3.0,5.0,2.0,,1.0,2.0,2.0,5.0,7.0,2.0,9.0,,,1.0,3.0,3.0,3.0,6.0,,3.0,,,,,,,5.0,24.0,1.0,1.0,0.2,,0.3333333333333333,0.2,,0.3333333333333333,0.3125,0.25,0.5,0.2,,16.363636363636363,,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.08333333333333333,0.1111111111111111,0.42857142857142855,0.25,0.3333333333333333,,,,0.6,,,,0.4,,,,0.34268,,0.3428,0.375,0.375,0.2,1.0,13.38,0.5106382978723404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.25,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
1919,1610612747,Laron Profit,Laron Profit,1919,LAL,16721.0,279,-40,528,541,155.0,141.0,64,1069,33.0,7.0,8.0,2.0,6.0,27.0,37.0,66.0,21.0,104.0,535.0,7.0,10.0,21.0,9.0,20.0,9.0,27.0,48.0,26.0,3.0,5.0,12.0,23.0,35.0,8.0,43.0,14.0,4.0,24.0,4.0,25.0,23.0,24.0,1.0,8.0,3.0,2.0,,1.0,5.0,4.0,27.0,155.0,0.6486486486486487,0.7058823529411765,0.5606060606060606,0.7,0.45,0.49404761904761907,0.7727272727272727,0.36,0.5473684210526316,0.8076923076923077,0.46551724137931033,0.045454545454545456,0.09090909090909091,19.76744186046512,0.5833333333333334,0.12041884816753927,0.02617801047120419,0.19047619047619047,0.1377952755905512,0.02834008097165992,0.05,0.12,0.13333333333333333,0.1956521739130435,0.17647058823529413,0.8,0.39285714285714285,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.32142857142857145,0.6363636363636364,0.32,0.6071428571428571,0.5119234939759036,0.5217833333333333,0.48889791666666654,0.08791208791208792,0.1095890410958904,0.20192307692307693,0.25961538461538464,8.377272727272725,0.2935606060606061,26.0,5.0,6.0,1.0,4.0,,1.0,14.0,3.0,18.0,,5.0,,6.0,13.0,1.0,0.16666666666666666,,0.17647058823529413,0.21428571428571427,0.045454545454545456,0.7878787878787878,0.8666666666666667,0.047619047619047616,0.25,0.25,0.16666666666666666,0.7142857142857143,0.75,0.04,,26.266666666666666,9.0,4.0,11.0,7.0,10.0,,,0.011627906976744186,0.10606060606060606,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,1.0,1.0,4.0,1.0,1.0,9.0,1.0,2.0,10.0,5.0,15.0,3.0,2.0,5.0,1.0,4.0,35.0,2.0,4.0,5.0,1.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,1.0,0.03571428571428571,0.022222222222222223,0.05128205128205128,0.6153846153846154,1.0,0.14285714285714285,0.14285714285714285,1.0,0.4,0.09090909090909091,1.0,1.0,0.16,0.15384615384615385,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2470,1610612747,Smush Parker,Smush Parker,2470,LAL,4844.0,81,-3,163,169,76.0,76.0,16,332,6.0,1.0,4.0,1.0,5.0,2.0,4.0,13.0,4.0,21.0,158.0,,2.0,,4.0,10.0,3.0,14.0,2.0,6.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,3.0,2.0,7.0,1.0,7.0,7.0,6.0,2.0,2.0,,,,,,,14.0,76.0,0.25,0.25,0.3076923076923077,,0.4,0.38636363636363635,,0.36666666666666664,0.4375,,0.4375,0.07692307692307693,0.16666666666666666,17.318435754189945,0.42857142857142855,0.03278688524590164,0.019230769230769232,0.1111111111111111,0.05063291139240506,0.014492753623188406,,,0.09090909090909091,0.18181818181818182,,,0.2727272727272727,0.22727272727272727,0.2,0.2,,0.09090909090909091,0.25,0.26666666666666666,0.6818181818181818,0.4985386363636363,0.401675,0.48600333333333334,0.09090909090909091,0.15384615384615385,,0.6666666666666666,6.4,0.4662576687116564,3.0,,3.0,,3.0,,3.0,6.0,3.0,9.0,1.0,5.0,,,6.0,,0.3333333333333333,0.2,0.3333333333333333,0.4090909090909091,,0.5,0.6,0.13636363636363635,,,0.2727272727272727,,0.75,0.2,,24.766666666666666,,,3.0,,4.0,1.0,,0.047619047619047616,,,,,3.0,,1.0,2.0,,2.0,9.0,,3.0,7.0,,7.0,,,3.0,,4.0,14.0,,3.0,1.0,1.0,1.0,,,6.0,1.0,,,2.0,,,3.0,,1.0,,,,,0.3333333333333333,,0.5,0.5,1.0,,0.25,,,0.13333333333333333,0.5,1.0,1.0,2.0,0.25,0.5,,,,,,,,,,True,,,,,,,,,,,,
2575,1610612747,Luke Walton,Luke Walton,2575,LAL,6930.0,116,-10,210,211,34.0,32.0,30,421,3.0,,,5.0,11.0,15.0,11.0,29.0,4.0,32.0,206.0,2.0,5.0,4.0,1.0,3.0,2.0,4.0,14.0,8.0,,4.0,2.0,9.0,11.0,7.0,18.0,3.0,3.0,6.0,7.0,17.0,7.0,8.0,,2.0,,,,,,,4.0,34.0,0.6363636363636364,0.6363636363636364,0.3793103448275862,0.4,0.3333333333333333,0.4375,0.4,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.4,,,17.142857142857142,0.5,0.1323529411764706,0.04819277108433735,0.06451612903225806,0.1111111111111111,0.06930693069306931,,0.1,0.2692307692307692,0.043478260869565216,0.125,,0.09375,0.34375,0.45454545454545453,0.45454545454545453,0.2,0.46875,,,0.1875,0.44222187499999993,0.4323,0.4138,0.058823529411764705,0.06451612903225806,0.125,0.125,12.10344827586207,0.1619047619047619,1.0,,,2.0,3.0,,,,2.0,3.0,,,,,,,0.6666666666666666,,0.6666666666666666,0.09375,,0.3333333333333333,0.3333333333333333,0.09375,0.6666666666666666,0.6666666666666666,,,,,,23.266666666666666,5.0,,3.0,2.0,3.0,1.0,,0.07692307692307693,,0.3333333333333333,0.3333333333333333,1.0,,,,,,,6.0,,,27.0,,27.0,,,12.0,6.0,9.0,54.0,3.0,1.0,1.0,,,,,2.0,2.0,1.0,,2.0,,,,2.0,1.0,,0.16666666666666666,0.045454545454545456,0.18181818181818182,1.0,1.0,,,,,,,,,,,,,,,1.0,0.14285714285714285,0.05263157894736842,,,,,,,True,,,,,,,,,,,,
2567,1610612747,Brian Cook,Brian Cook,2567,LAL,6629.0,110,4,207,210,66.0,59.0,25,417,16.0,4.0,1.0,2.0,5.0,12.0,16.0,33.0,3.0,38.0,199.0,2.0,5.0,4.0,2.0,4.0,3.0,7.0,20.0,12.0,1.0,4.0,,8.0,9.0,6.0,15.0,2.0,2.0,4.0,8.0,16.0,6.0,4.0,,1.0,3.0,2.0,,1.0,3.0,2.0,7.0,66.0,0.625,0.6666666666666666,0.48484848484848486,0.4,0.5,0.47297297297297297,0.4,0.4,0.48717948717948717,0.4,0.5,0.030303030303030304,0.0625,18.067226890756302,0.5,0.12307692307692308,0.044444444444444446,,0.0898876404494382,0.05454545454545454,0.07142857142857142,0.19047619047619047,0.04,,,0.6666666666666666,0.43243243243243246,0.13513513513513514,0.4,0.4,0.5,0.32432432432432434,0.8,0.2,0.5405405405405406,0.48572297297297296,0.549825,0.39533,0.02631578947368421,0.029411764705882353,0.10526315789473684,0.18421052631578946,8.5,0.3188405797101449,8.0,1.0,1.0,,,,,4.0,1.0,4.0,,1.0,,2.0,4.0,,0.25,,0.25,0.10810810810810811,,0.5,0.5333333333333333,,,,0.10810810810810811,0.25,1.0,,,25.575,6.0,,4.0,2.0,2.0,1.0,,,0.15789473684210525,0.5,0.5,0.5,1.0,,,1.0,,,3.0,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,1.0,10.0,2.0,2.0,,,,,,1.0,3.0,1.0,1.0,1.0,,,1.0,1.0,1.0,,0.1,0.10526315789473684,0.125,0.75,,0.25,0.25,1.0,,,,,0.2,0.25,,,3.0,,,1.0,,0.05555555555555555,1.0,0.3333333333333333,,,,,True,,,,,,,,,,,,
2756,1610612747,Sasha Vujacic,Sasha Vujacic,2756,LAL,10600.0,177,-17,325,333,82.0,57.0,44,658,9.0,,1.0,,2.0,12.0,5.0,23.0,7.0,41.0,323.0,,2.0,,1.0,4.0,2.0,10.0,6.0,4.0,3.0,2.0,4.0,9.0,13.0,2.0,15.0,3.0,3.0,4.0,5.0,14.0,13.0,8.0,,3.0,1.0,,1.0,,1.0,1.0,10.0,82.0,0.6,0.6,0.21739130434782608,,0.25,0.3617021276595745,,0.4,0.4019607843137255,,0.45454545454545453,0.13043478260869565,0.3333333333333333,14.511873350923482,0.75,0.075,0.015873015873015872,0.0975609756097561,0.08074534161490683,0.012345679012345678,0.023809523809523808,0.13513513513513514,0.020833333333333332,0.06666666666666667,0.18181818181818182,1.0,0.19148936170212766,0.0425531914893617,,,,0.2553191489361702,,0.1,0.7021276595744681,0.5139531914893618,0.34704999999999997,0.48550000000000004,0.06,0.11538461538461539,,0.24390243902439024,10.791304347826086,0.2523076923076923,4.0,,1.0,2.0,8.0,1.0,3.0,16.0,8.0,24.0,2.0,6.0,,,16.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5106382978723404,,0.4444444444444444,0.6666666666666666,0.1702127659574468,0.25,0.25,0.3404255319148936,,1.0,0.3,0.3333333333333333,25.066666666666666,1.0,,8.0,4.0,1.0,,,0.017543859649122806,0.08571428571428572,0.08333333333333333,0.08333333333333333,,6.0,,,3.0,,1.0,24.0,,6.0,12.0,3.0,15.0,2.0,1.0,4.0,2.0,6.0,33.0,,4.0,1.0,,,,1.0,1.0,2.0,,1.0,1.0,,,,1.0,1.0,,,,,0.75,1.0,0.375,0.375,1.0,,,,,0.3,0.375,1.0,1.0,5.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,True,,,,,,,,,,,,
1885,1610612747,Lamar Odom,Lamar Odom,1885,LAL,8174.0,136,-61,269,277,96.0,91.0,33,546,21.0,4.0,8.0,3.0,11.0,6.0,16.0,38.0,27.0,59.0,286.0,3.0,7.0,7.0,6.0,14.0,17.0,29.0,8.0,24.0,2.0,7.0,4.0,26.0,32.0,12.0,44.0,6.0,3.0,10.0,3.0,8.0,28.0,42.0,2.0,18.0,3.0,2.0,,1.0,3.0,,29.0,96.0,0.25,0.26666666666666666,0.42105263157894735,0.42857142857142855,0.42857142857142855,0.35555555555555557,0.42857142857142855,0.3333333333333333,0.45384615384615384,0.4375,0.5370370370370371,0.05263157894736842,,24.834437086092716,0.6,0.2524271844660194,0.07954545454545454,0.13333333333333333,0.22556390977443608,0.09016393442622951,0.06451612903225806,0.25,0.20930232558139536,0.09090909090909091,0.25,,0.4666666666666667,0.24444444444444444,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.5714285714285714,0.4444444444444444,0.6222222222222222,0.489453409090909,0.42654285714285717,0.5049176470588236,0.29508196721311475,0.3333333333333333,0.11864406779661017,0.4915254237288136,5.489473684210526,0.35687732342007433,12.0,2.0,5.0,,1.0,,,6.0,,7.0,,4.0,,2.0,5.0,1.0,,,,0.15555555555555556,0.08333333333333333,0.5714285714285714,0.5714285714285714,0.022222222222222223,,,0.13333333333333333,0.5,0.625,,,31.842857142857145,1.0,1.0,5.0,3.0,4.0,,0.18181818181818182,0.12121212121212122,0.3,0.16666666666666666,0.16666666666666666,,,,,4.0,,,,1.0,,17.0,3.0,20.0,3.0,,7.0,2.0,8.0,43.0,4.0,2.0,2.0,,3.0,,2.0,2.0,,2.0,,4.0,,,2.0,4.0,,,0.11764705882352941,0.041666666666666664,0.125,0.25,,,,,,,,,0.2222222222222222,,,,,,,2.0,0.1,0.08,2.0,0.3333333333333333,,,,,True,,,,,,,,,,,,
1904,1610612747,Devean George,Devean George,1904,LAL,7121.0,119,-3,219,218,50.0,39.0,26,437,8.0,3.0,1.0,1.0,2.0,20.0,15.0,30.0,,36.0,199.0,2.0,3.0,4.0,1.0,4.0,,2.0,20.0,10.0,1.0,2.0,4.0,12.0,17.0,5.0,22.0,3.0,1.0,7.0,4.0,13.0,3.0,,,,1.0,1.0,,,1.0,,2.0,50.0,0.6666666666666666,0.7692307692307693,0.5,0.6666666666666666,0.25,0.4864864864864865,0.6666666666666666,0.16666666666666666,0.4864864864864865,0.6666666666666666,0.16666666666666666,0.03333333333333333,0.125,17.741935483870968,0.42857142857142855,0.18461538461538463,0.025974025974025976,0.12903225806451613,0.16666666666666666,0.049019607843137254,0.043478260869565216,0.13333333333333333,0.21428571428571427,0.08333333333333333,0.2857142857142857,,0.21621621621621623,0.05405405405405406,0.5,0.5,,0.5405405405405406,1.0,0.16666666666666666,0.40540540540540543,0.4540364864864866,0.6019,0.4560583333333333,,,0.1111111111111111,0.05555555555555555,13.229999999999999,0.228310502283105,3.0,2.0,,2.0,5.0,,1.0,2.0,2.0,7.0,,2.0,3.0,4.0,2.0,,0.2857142857142857,,0.2857142857142857,0.1891891891891892,,0.375,0.42857142857142855,0.13513513513513514,0.4,0.4,0.05405405405405406,0.6666666666666666,,0.16666666666666666,,24.014285714285712,11.0,,5.0,1.0,4.0,,,,0.18181818181818182,0.55,0.55,0.8181818181818182,,,,1.0,,,3.0,,,3.0,,3.0,,,2.0,1.0,,6.0,3.0,4.0,1.0,,2.0,,,3.0,,3.0,,,,,,,0.5,,0.12,0.0625,0.13333333333333333,0.3333333333333333,0.5,,,,,,,,0.16666666666666666,,,,,,,1.0,0.1,0.05263157894736842,1.0,0.3333333333333333,1.0,,,,True,,,,,,,,,,,,
