EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Clear Path Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,3SecondViolations,Technical Free Throw Trips,Corner3PctBlocked,Blocked3s,BlockedArc3,on,HeaveMakes
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,141665.0,2361,-37,4502,4503,1275,1505,549.0,9005,203.0,324.0,72.0,112.0,55.0,92.0,113.0,265.0,49.0,137.0,29.0,86.0,4.0,10.0,11.0,27.0,41.0,128.0,1.0,6.0,8.0,33.0,365.0,726.0,70.0,214.0,113.0,1053.0,5063,92.0,150.0,5.0,16.0,31.0,230.0,89.0,190.0,19.0,60.0,42.0,277.0,406.0,324.0,207.0,3.0,144.0,1.0,127.0,41.0,42.0,2.0,62.0,26.0,88.0,12.0,14.0,31.0,3.0,28.0,202.0,42.0,134.0,5.0,78.0,211.0,51.0,340,181.0,521,27.0,60.0,40.0,20.0,55.0,5.0,27.0,44.0,5.0,28.0,2.0,12.0,99.0,21.0,23.0,146.0,247.0,1.0,19.0,16.0,147.0,14.0,17.0,160.0,13.0,1.0,72.0,1.0,14.0,63.0,46.0,2.0,15.0,63.0,39.0,3.0,2.0,2.0,277.0,1275,20.0,12.0,0.5561643835616439,0.6928327645051194,0.9857142857142858,0.32710280373831774,0.3125,0.31666666666666665,0.3286384976525822,0.5027548209366391,0.6133333333333333,0.46842105263157896,0.5,0.5993975903614458,0.47,0.5197433366238894,0.6284153005464481,0.5,0.2276595744680851,0.009345794392523364,0.05785123966942149,0.07407407407407407,0.06415094339622641,0.0072992700729927005,0.015625,21.62162162162162,0.5555555555555556,0.2897727272727273,0.03968253968253968,0.14724354501046755,0.08909574468085106,0.16082474226804125,0.0711864406779661,0.15067778936392076,0.08404966571155682,0.13480885311871227,0.06813186813186813,0.06521739130434782,0.08355795148247978,0.0502283105022831,0.1536926147704591,0.15089514066496162,0.13863216266173753,0.14606741573033707,0.20155038759689922,0.05934065934065934,0.6190476190476191,0.3446808510638298,0.6265432098765432,0.6766666666666666,0.5714285714285714,0.28191489361702127,0.42641509433962266,0.45564516129032256,0.4424778761061947,0.14574468085106382,0.35766423357664234,0.3602941176470588,0.7551020408163265,0.09148936170212765,0.3372093023255814,0.3372093023255814,1.0,0.13617021276595745,0.3203125,0.3253968253968254,0.975609756097561,0.6746987951807228,0.6428571428571429,0.06944444444444445,0.060240963855421686,0.4,1.0,0.03614457831325301,0.16666666666666666,1.0,0.368,0.5978260869565217,0.108,0.4074074074074074,0.132,0.24242424242424243,0.5723404255319149,0.3228346456692913,0.49332971246006385,0.5160847328244276,0.490033734939759,0.07307307307307308,0.09171974522292993,0.004672897196261682,0.2184235517568851,0.2630579297245964,6.656060606060606,24.470560747663555,0.2832074633496224,,,,,,True,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,50277.0,838,-99,1602,1623,459,548,190.0,3225,44.0,75.0,6.0,14.0,9.0,14.0,26.0,46.0,19.0,52.0,9.0,21.0,1.0,3.0,1.0,6.0,3.0,21.0,,1.0,1.0,5.0,89.0,173.0,12.0,42.0,73.0,287.0,1790,12.0,26.0,1.0,4.0,5.0,32.0,17.0,34.0,2.0,11.0,24.0,64.0,106.0,72.0,36.0,,14.0,1.0,20.0,3.0,16.0,,18.0,9.0,27.0,3.0,6.0,7.0,6.0,5.0,63.0,9.0,26.0,2.0,21.0,67.0,20.0,108,37.0,145,4.0,14.0,10.0,4.0,16.0,3.0,6.0,34.0,2.0,10.0,2.0,5.0,50.0,4.0,5.0,53.0,132.0,,11.0,19.0,73.0,1.0,9.0,88.0,6.0,,41.0,,6.0,8.0,7.0,1.0,,8.0,4.0,,,1.0,64.0,459,21.0,5.0,0.5955056179775281,0.6463414634146342,1.0,0.2857142857142857,0.25,0.18181818181818182,0.2926829268292683,0.5144508670520231,0.46153846153846156,0.5,0.49767441860465117,0.45,0.4444444444444444,0.560546875,0.48484848484848486,0.5517241379310345,0.19534883720930232,,0.09248554913294797,0.12,0.10869565217391304,0.038461538461538464,,16.785518376302797,0.32,0.3076923076923077,0.047619047619047616,0.12737642585551331,0.044444444444444446,0.10552763819095477,0.04891304347826087,0.12137931034482759,0.045513654096228866,0.06417112299465241,0.022099447513812154,0.04608294930875576,0.045454545454545456,0.057692307692307696,0.07936507936507936,0.1386861313868613,0.165,0.1103448275862069,0.09259259259259259,0.042105263157894736,0.5,0.3488372093023256,0.5866666666666667,0.6666666666666666,0.5909090909090909,0.21395348837209302,0.5652173913043478,0.6341463414634146,0.38461538461538464,0.24186046511627907,0.36538461538461536,0.38,0.8947368421052632,0.09767441860465116,0.42857142857142855,0.42857142857142855,1.0,0.09767441860465116,0.14285714285714285,0.14285714285714285,1.0,0.4666666666666667,0.42857142857142855,,0.1,0.3333333333333333,1.0,0.03333333333333333,,,0.3111111111111111,0.6428571428571429,0.13333333333333333,0.16666666666666666,0.1111111111111111,0.2,0.5441860465116279,0.15,0.48320864485981313,0.5005041666666666,0.4687272727272727,0.164,0.1971153846153846,,0.11149825783972125,0.2229965156794425,7.61734104046243,24.657142857142855,0.28651685393258425,1.0,,,,,True,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,53096.0,885,-33,1713,1723,570,638,199.0,3436,42.0,77.0,6.0,8.0,12.0,17.0,5.0,17.0,30.0,61.0,2.0,6.0,,,1.0,3.0,5.0,22.0,,2.0,,7.0,77.0,155.0,7.0,28.0,56.0,231.0,1912,9.0,12.0,,2.0,,18.0,19.0,38.0,1.0,10.0,21.0,62.0,42.0,112.0,15.0,6.0,8.0,1.0,21.0,5.0,14.0,,111.0,58.0,169.0,38.0,20.0,57.0,25.0,29.0,396.0,4.0,10.0,1.0,20.0,46.0,3.0,69,15.0,84,2.0,21.0,9.0,12.0,44.0,6.0,30.0,16.0,2.0,14.0,2.0,3.0,60.0,3.0,12.0,28.0,56.0,,,2.0,63.0,,9.0,67.0,5.0,,24.0,,11.0,4.0,2.0,1.0,1.0,4.0,3.0,,,1.0,62.0,570,7.0,10.0,0.2727272727272727,0.2876712328767123,0.7142857142857143,0.25,,0.1,0.25925925925925924,0.4967741935483871,0.75,0.5,0.4781420765027322,0.6428571428571429,0.4270833333333333,0.539906103286385,0.6428571428571429,0.5169491525423728,0.15300546448087432,,0.09032258064516129,0.15584415584415584,0.11764705882352941,,,14.021571648690294,0.7333333333333333,0.0410958904109589,0.017543859649122806,0.08333333333333333,0.017421602787456445,0.0975609756097561,0.01932367149758454,0.08718626155878467,0.01792573623559539,0.0297029702970297,0.011627906976744186,0.01,0.015151515151515152,0.02666666666666667,0.06726457399103139,0.07317073170731707,0.10679611650485436,0.09803921568627451,0.09615384615384616,0.024390243902439025,0.75,0.4207650273224044,0.5454545454545454,0.6461538461538462,0.23809523809523808,0.09289617486338798,0.29411764705882354,0.3333333333333333,0.2,0.3333333333333333,0.4918032786885246,0.4918032786885246,0.3333333333333333,0.03278688524590164,0.3333333333333333,0.3333333333333333,1.0,0.12021857923497267,0.22727272727272727,0.22727272727272727,0.6,0.5714285714285714,0.75,0.16666666666666666,,,,0.14285714285714285,,,0.3541666666666667,0.7058823529411765,0.0625,0.3333333333333333,0.14583333333333334,,0.5737704918032787,0.23809523809523808,0.49094889502762423,0.4916318181818182,0.4673170212765958,0.1188118811881188,0.13793103448275862,,0.07792207792207792,0.2683982683982684,8.665806451612902,26.54642857142857,0.3327495621716287,,2.0,,,,True,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,33219.0,554,-11,1050,1044,315,378,136.0,2094,25.0,46.0,2.0,2.0,8.0,14.0,29.0,56.0,24.0,66.0,10.0,29.0,,2.0,3.0,6.0,3.0,20.0,,4.0,,6.0,78.0,168.0,13.0,49.0,93.0,288.0,1185,6.0,9.0,,6.0,5.0,17.0,21.0,40.0,3.0,12.0,48.0,99.0,54.0,102.0,39.0,,4.0,2.0,18.0,3.0,13.0,,35.0,14.0,49.0,6.0,8.0,22.0,8.0,5.0,112.0,1.0,6.0,,14.0,26.0,6.0,46,7.0,53,3.0,13.0,5.0,8.0,12.0,2.0,5.0,13.0,1.0,7.0,1.0,2.0,25.0,,8.0,21.0,44.0,,5.0,5.0,79.0,2.0,,112.0,10.0,,33.0,,23.0,4.0,2.0,,2.0,4.0,3.0,,,,99.0,315,4.0,21.0,0.34615384615384615,0.35526315789473684,1.0,0.2653061224489796,,0.25,0.2765957446808511,0.4642857142857143,0.6666666666666666,0.525,0.44930875576036866,0.4,0.49038461538461536,0.5361216730038023,0.4722222222222222,0.6217948717948718,0.22580645161290322,,0.07738095238095238,0.17391304347826086,0.07142857142857142,0.015151515151515152,,23.860811930405966,0.48,0.17142857142857143,,0.07262569832402235,0.016574585635359115,0.1414141414141414,0.008130081300813009,0.087527352297593,0.01443298969072165,0.024390243902439025,0.02608695652173913,,0.0136986301369863,,0.07913669064748201,0.05813953488372093,0.07518796992481203,0.15942028985507245,0.1,0.027522935779816515,0.75,0.2119815668202765,0.5434782608695652,0.6578947368421053,0.4,0.25806451612903225,0.5178571428571429,0.5576923076923077,0.10344827586206896,0.30414746543778803,0.36363636363636365,0.36923076923076925,0.5833333333333334,0.1336405529953917,0.3448275862068966,0.3448275862068966,1.0,0.09216589861751152,0.15,0.15,1.0,0.13333333333333333,1.0,,0.13333333333333333,,,0.26666666666666666,,,0.2692307692307692,0.5714285714285714,0.11538461538461539,0.5,0.11538461538461539,,0.4377880184331797,0.16666666666666666,0.46865581395348826,0.4793444444444444,0.477329,0.1375,0.17277486910994763,,0.059027777777777776,0.34375,10.03809523809524,25.397959183673468,0.3,,10.0,,,,True,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,108627.0,1810,-44,3462,3443,967,1190,417.0,6905,83.0,144.0,9.0,14.0,30.0,43.0,18.0,66.0,73.0,163.0,50.0,125.0,5.0,14.0,18.0,39.0,49.0,126.0,5.0,9.0,16.0,42.0,174.0,373.0,99.0,251.0,141.0,786.0,3933,15.0,28.0,10.0,23.0,10.0,70.0,47.0,92.0,34.0,81.0,50.0,246.0,174.0,174.0,252.0,45.0,14.0,5.0,121.0,49.0,10.0,2.0,85.0,27.0,112.0,12.0,15.0,34.0,11.0,40.0,251.0,10.0,26.0,3.0,47.0,123.0,7.0,177,39.0,216,11.0,64.0,36.0,28.0,33.0,5.0,18.0,49.0,5.0,15.0,7.0,7.0,82.0,5.0,22.0,57.0,143.0,2.0,5.0,21.0,157.0,4.0,31.0,171.0,15.0,2.0,68.0,5.0,17.0,8.0,7.0,,1.0,8.0,4.0,,1.0,,246.0,967,33.0,12.0,0.5,0.5209580838323353,0.8484848484848485,0.3944223107569721,0.43478260869565216,0.41975308641975306,0.4024390243902439,0.46648793565683644,0.5357142857142857,0.5108695652173914,0.5168269230769231,0.5882352941176471,0.5664739884393064,0.5624103299856528,0.6140350877192983,0.6180904522613065,0.40224358974358976,0.00796812749003984,0.02680965147453083,0.05555555555555555,0.030303030303030304,,0.007936507936507936,19.73650874081581,0.4024390243902439,0.05343511450381679,0.030927835051546393,0.11367837338262476,0.02290748898678414,0.1339031339031339,0.021141649048625793,0.11863224005582694,0.022388059701492536,0.01643835616438356,0.019662921348314606,0.03140096618357488,0.02456140350877193,0.015957446808510637,0.09090909090909091,0.09570957095709572,0.14814814814814814,0.12648221343873517,0.15306122448979592,0.03363914373088685,0.5,0.23076923076923078,0.5763888888888888,0.6102941176470589,0.46987951807228917,0.10576923076923077,0.2727272727272727,0.28125,0.3888888888888889,0.26121794871794873,0.44785276073619634,0.44785276073619634,0.5616438356164384,0.20032051282051283,0.4,0.4032258064516129,0.94,0.20192307692307693,0.3888888888888889,0.392,0.7551020408163265,0.27450980392156865,0.6428571428571429,0.1111111111111111,0.27450980392156865,0.35714285714285715,1.0,0.17647058823529413,0.5555555555555556,1.0,0.24855491329479767,0.6976744186046512,0.2254335260115607,0.46153846153846156,0.24277456647398843,0.38095238095238093,0.6330128205128205,0.4049586776859504,0.5090445072697898,0.5395089743589744,0.49777976190476186,0.10735294117647058,0.1596244131455399,0.01968503937007874,0.089058524173028,0.31297709923664124,9.785522788203757,24.691633466135453,0.27931831311380706,,5.0,0.008,,,True,
2229,1610612761,Mike James,Mike James,2229,TOR,98524.0,1642,39,3122,3134,824,1017,386.0,6256,103.0,190.0,7.0,12.0,26.0,55.0,42.0,98.0,81.0,180.0,18.0,38.0,,3.0,5.0,12.0,93.0,201.0,10.0,21.0,31.0,72.0,226.0,468.0,111.0,239.0,166.0,951.0,3517,15.0,27.0,10.0,24.0,4.0,64.0,56.0,121.0,36.0,84.0,94.0,314.0,58.0,394.0,186.0,147.0,6.0,2.0,199.0,93.0,44.0,1.0,188.0,90.0,278.0,51.0,39.0,85.0,30.0,73.0,646.0,5.0,20.0,,34.0,76.0,3.0,113,25.0,138,4.0,40.0,24.0,16.0,66.0,16.0,44.0,52.0,5.0,22.0,2.0,6.0,118.0,5.0,34.0,40.0,119.0,1.0,2.0,19.0,162.0,2.0,16.0,197.0,15.0,,55.0,,39.0,2.0,,1.0,1.0,2.0,2.0,,,1.0,314.0,824,17.0,38.0,0.12831858407079647,0.13004484304932734,0.5585585585585585,0.46443514644351463,0.4166666666666667,0.42857142857142855,0.46835443037974683,0.4829059829059829,0.5555555555555556,0.4628099173553719,0.5551626591230552,0.5882352941176471,0.5365853658536586,0.5935114503816794,0.5943396226415094,0.6070038910505836,0.33804809052333806,0.0041841004184100415,0.09401709401709402,0.18421052631578946,0.08163265306122448,0.005555555555555556,,25.315037804536544,0.559322033898305,0.025210084033613446,,0.07592407592407592,0.0199203187250996,0.10089020771513353,0.011160714285714286,0.08221225710014948,0.01721763085399449,0.032640949554896145,0.020618556701030927,0.007978723404255319,0.017543859649122806,,0.057750759878419454,0.06462585034013606,0.10052910052910052,0.10756972111553785,0.08139534883720931,0.012779552715654952,1.0,0.26874115983026875,0.5421052631578948,0.6645161290322581,0.13592233009708737,0.13861386138613863,0.42857142857142855,0.4666666666666667,0.09523809523809523,0.2545968882602546,0.45,0.45251396648044695,0.13580246913580246,0.05374823196605375,0.47368421052631576,0.4864864864864865,1.0,0.2842998585572843,0.4626865671641791,0.4626865671641791,0.4731182795698925,0.23529411764705882,0.5833333333333334,,0.058823529411764705,,,0.4117647058823529,0.47619047619047616,0.7,0.2682926829268293,0.4727272727272727,0.05853658536585366,0.4166666666666667,0.35121951219512193,0.4305555555555556,0.6067892503536068,0.46733668341708545,0.486683475177305,0.5026567567567568,0.4667279411764705,0.07362784471218206,0.10826771653543307,,0.06729758149316509,0.3301787592008412,9.00940170940171,24.97322175732217,0.26393337604099937,,23.0,0.02631578947368421,,,True,
2547,1610612761,Chris Bosh,Chris Bosh,2547,TOR,83172.0,1386,113,2620,2623,753,866,322.0,5243,125.0,181.0,31.0,48.0,42.0,54.0,62.0,148.0,96.0,196.0,,,,,,,,5.0,,1.0,,2.0,283.0,525.0,,5.0,246.0,812.0,2946,39.0,71.0,,1.0,39.0,117.0,75.0,129.0,,2.0,85.0,235.0,280.0,286.0,,,42.0,1.0,4.0,,26.0,,63.0,35.0,98.0,23.0,12.0,36.0,12.0,15.0,231.0,36.0,71.0,1.0,49.0,155.0,23.0,227,108.0,335,13.0,24.0,16.0,8.0,36.0,6.0,14.0,38.0,5.0,22.0,2.0,8.0,74.0,10.0,23.0,62.0,117.0,,10.0,12.0,262.0,8.0,23.0,304.0,41.0,,153.0,,20.0,41.0,31.0,3.0,7.0,42.0,34.0,3.0,,1.0,235.0,753,12.0,20.0,0.49469964664310956,0.5343511450381679,,,,,,0.539047619047619,0.5492957746478874,0.5813953488372093,0.5339622641509434,0.5416666666666666,0.5725190839694656,0.6132930513595166,0.6223404255319149,0.6564245810055865,0.009433962264150943,,0.049523809523809526,0.08839779005524862,0.06756756756756757,,,24.574290484140235,0.4864864864864865,0.23711340206185566,0.013157894736842105,0.18149882903981265,0.08442330558858502,0.17689530685920576,0.10909090909090909,0.18037135278514588,0.09137489325362938,0.11194029850746269,0.08148148148148149,0.0627062706270627,0.09042553191489362,0.13380281690140844,0.17049180327868851,0.16101694915254236,0.20766773162939298,0.19230769230769232,0.13043478260869565,0.06046511627906977,0.8095238095238095,0.34150943396226413,0.6906077348066298,0.7575757575757576,0.456,0.2792452830188679,0.4189189189189189,0.4492753623188406,0.3709677419354839,0.36981132075471695,0.4897959183673469,0.4897959183673469,0.625,,,,,0.009433962264150943,,,,0.6666666666666666,0.6458333333333334,0.22580645161290322,,,,0.013888888888888888,,,0.4122137404580153,0.7777777777777778,,,0.015267175572519083,,0.35094339622641507,,0.444938279773157,0.48515,0.4521996153846154,0.2383177570093458,0.2401883830455259,,0.1440886699507389,0.2894088669950739,9.12457142857143,27.880000000000003,0.28740458015267173,,,,1.0,1.0,True,
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,51661.0,861,-42,1641,1626,481,577,194.0,3267,18.0,30.0,9.0,14.0,9.0,13.0,12.0,29.0,19.0,39.0,12.0,29.0,1.0,2.0,5.0,10.0,32.0,87.0,1.0,3.0,8.0,21.0,49.0,98.0,44.0,116.0,28.0,258.0,1817,17.0,25.0,2.0,5.0,7.0,47.0,17.0,31.0,13.0,31.0,13.0,86.0,64.0,34.0,132.0,,18.0,1.0,86.0,32.0,5.0,1.0,19.0,11.0,30.0,4.0,7.0,7.0,2.0,10.0,71.0,13.0,29.0,1.0,16.0,73.0,14.0,103,43.0,146,5.0,23.0,15.0,8.0,8.0,1.0,5.0,12.0,3.0,3.0,,2.0,20.0,1.0,5.0,48.0,108.0,,9.0,6.0,40.0,8.0,9.0,31.0,1.0,,12.0,,4.0,12.0,12.0,,,13.0,6.0,2.0,,,86.0,481,22.0,3.0,0.6530612244897959,0.8,1.0,0.3793103448275862,0.4,0.41935483870967744,0.3826086956521739,0.5,0.68,0.5483870967741935,0.5373831775700935,0.6666666666666666,0.5887096774193549,0.5633187772925764,0.6911764705882353,0.6323529411764706,0.5420560747663551,0.008620689655172414,0.05102040816326531,0.13333333333333333,0.034482758620689655,,,13.336904124263523,0.4,0.19718309859154928,0.023809523809523808,0.14807302231237324,0.05523809523809524,0.09248554913294797,0.051181102362204724,0.13363363363363365,0.05391527599486521,0.055865921787709494,0.05517241379310345,0.05472636815920398,0.05202312138728324,0.04938271604938271,0.14450867052023122,0.14925373134328357,0.15053763440860216,0.09448818897637795,0.08695652173913043,0.044642857142857144,0.46153846153846156,0.14018691588785046,0.6,0.6923076923076923,0.4444444444444444,0.13551401869158877,0.41379310344827586,0.42857142857142855,0.4166666666666667,0.1822429906542056,0.48717948717948717,0.48717948717948717,1.0,0.13551401869158877,0.41379310344827586,0.42857142857142855,1.0,0.40654205607476634,0.367816091954023,0.367816091954023,1.0,0.4666666666666667,0.6428571428571429,,0.06666666666666667,0.5,1.0,0.1,0.3333333333333333,1.0,0.20967741935483872,0.6923076923076923,0.16129032258064516,0.5,0.3387096774193548,0.38095238095238093,0.6822429906542056,0.37209302325581395,0.4957030516431925,0.4873780000000001,0.5012379032258065,0.05333333333333334,0.11009174311926606,,0.1821705426356589,0.3333333333333333,10.309183673469388,25.189655172413794,0.2931139549055454,,,0.034482758620689655,1.0,1.0,True,
2737,1610612761,Rafael Araujo,Rafael Araujo,2737,TOR,8815.0,147,-14,289,286,62,73,33.0,575,5.0,16.0,1.0,4.0,,2.0,3.0,12.0,4.0,10.0,,,,,,,,,,,,,12.0,38.0,,,9.0,33.0,323,2.0,8.0,,,2.0,6.0,2.0,10.0,,,6.0,10.0,22.0,2.0,,,2.0,,,,7.0,,3.0,,3.0,,,1.0,1.0,1.0,6.0,2.0,6.0,,,16.0,2.0,18,8.0,26,,5.0,3.0,2.0,3.0,,2.0,4.0,1.0,1.0,,1.0,7.0,1.0,2.0,13.0,19.0,,,1.0,16.0,3.0,2.0,14.0,,,5.0,,2.0,,,,,,,1.0,,1.0,10.0,62,1.0,2.0,0.9166666666666666,1.0,,,,,,0.3157894736842105,0.25,0.2,0.3157894736842105,0.25,0.2,0.36666666666666664,0.3,0.35714285714285715,,,0.18421052631578946,0.3125,0.16666666666666666,,,15.950920245398773,0.42857142857142855,0.4,,0.16326530612244897,0.05555555555555555,,0.06451612903225806,0.125,0.05755395683453238,0.07142857142857142,0.1111111111111111,,0.047619047619047616,0.1,0.08,0.25,0.16326530612244897,,,,,0.42105263157894735,0.3125,0.45454545454545453,0.8,0.3157894736842105,0.25,0.3,1.0,0.2631578947368421,0.4,0.4,1.0,,,,,,,,,0.5,0.25,,,,,,,,0.2,,,,,,0.42105263157894735,,0.4663684210526316,0.4450714285714286,0.4483999999999999,0.11627906976744186,0.11627906976744186,,0.18181818181818182,0.30303030303030304,6.981578947368422,,0.21453287197231835,1.0,,,,,True,
2776,1610612761,Pape Sow,Pape Sow,2776,TOR,22059.0,368,-98,700,698,90,120,95.0,1398,25.0,53.0,11.0,25.0,,3.0,4.0,17.0,6.0,13.0,,,,,,,,,,,,,35.0,83.0,,,24.0,94.0,809,12.0,28.0,,,2.0,26.0,1.0,9.0,,,6.0,8.0,42.0,28.0,,,14.0,,,,12.0,,6.0,,6.0,,,4.0,,2.0,12.0,4.0,32.0,1.0,9.0,37.0,8.0,54,37.0,91,5.0,12.0,4.0,8.0,5.0,2.0,2.0,22.0,1.0,3.0,,6.0,27.0,4.0,5.0,46.0,80.0,,4.0,8.0,30.0,3.0,6.0,32.0,2.0,,16.0,,1.0,7.0,4.0,1.0,2.0,7.0,5.0,4.0,4.0,1.0,8.0,90,3.0,1.0,0.6,0.75,,,,,,0.42168674698795183,0.42857142857142855,0.1111111111111111,0.42168674698795183,0.42857142857142855,0.1111111111111111,0.47959183673469385,0.43333333333333335,0.3076923076923077,,,0.14457831325301204,0.18867924528301888,0.11764705882352941,,,15.39408866995074,0.18518518518518517,0.38095238095238093,0.1111111111111111,0.18226600985221675,0.12075471698113208,0.11392405063291139,0.04819277108433735,0.16312056737588654,0.10344827586206896,0.1411764705882353,0.19753086419753085,0.04040404040404041,0.038461538461538464,0.06451612903225806,0.11864406779661017,0.25806451612903225,0.17073170731707318,0.15254237288135594,,0.1388888888888889,0.7142857142857143,0.6385542168674698,0.4716981132075472,0.5813953488372093,0.6,0.20481927710843373,0.23529411764705882,0.26666666666666666,0.5,0.1566265060240964,0.46153846153846156,0.46153846153846156,0.6666666666666666,,,,,,,,,0.8928571428571429,0.44,0.2727272727272727,,,,,,,0.3333333333333333,,,,,,0.6385542168674698,,0.49784096385542165,0.5312375,0.43576666666666664,0.16494845360824742,0.16494845360824742,,0.2765957446808511,0.0851063829787234,4.671084337349398,,0.12857142857142856,,,,,,True,
