EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ThreePtAssists,Corner3Assists,FTOffRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,Defensive 3 Seconds Violations,AtRimPctBlocked,OffFTReboundPct,Arc3Assists,ShortMidRangeAssists,PtsUnassisted3s,Technical Free Throw Trips,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,BlockedLongMidRange,DefensiveGoaltends,SecondChanceAtRimPctAssisted,on,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,3pt And 1 Free Throw Trips,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,HeaveMakes,Corner3PctBlocked,Blocked3s,BlockedArc3
101111,1610612761,Charlie Villanueva,Charlie Villanueva,101111,TOR,14654.0,244,31.0,464,463,217,220,55.0,927,27.0,38.0,9.0,12.0,11.0,20.0,15.0,34.0,4.0,14.0,3.0,8.0,2.0,1.0,1.0,5.0,12.0,3.0,6.0,46.0,86.0,8.0,20.0,19.0,135.0,501,12.0,19.0,2.0,8.0,32.0,17.0,37.0,4.0,7.0,11.0,57.0,48.0,44.0,24.0,22.0,12.0,5.0,2.0,6.0,6.0,3.0,3.0,12.0,6.0,17.0,9.0,12.0,5.0,26.0,23.0,49.0,7.0,4.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,7.0,2.0,2.0,15.0,22.0,3.0,1.0,21,1.0,1.0,24.0,2.0,11.0,2.0,7.0,4.0,3.0,7.0,2.0,57.0,217,2.0,1.0,0.5217391304347826,0.6857142857142857,1.0,0.4,0.5714285714285714,0.4,0.5348837209302325,0.631578947368421,0.4594594594594595,0.5471698113207547,0.5714285714285714,0.5227272727272727,0.5769230769230769,0.64,0.57,0.18867924528301888,0.023255813953488372,0.058823529411764705,23.574144486692017,0.5714285714285714,0.18518518518518517,0.0916030534351145,0.12318840579710146,0.14285714285714285,0.09836065573770492,0.10824742268041238,0.11557788944723618,0.24444444444444444,0.10416666666666667,0.022222222222222223,0.07317073170731707,0.15,0.1,0.14285714285714285,0.043478260869565216,0.1,0.3076923076923077,0.14285714285714285,0.2857142857142857,0.3584905660377358,0.7105263157894737,0.7105263157894737,0.5925925925925926,0.32075471698113206,0.4411764705882353,0.46875,0.4,0.1320754716981132,0.2857142857142857,0.2857142857142857,0.5,0.07547169811320754,0.375,0.375,1.0,0.11320754716981132,0.4166666666666667,0.4166666666666667,1.0,0.5714285714285714,0.75,0.09523809523809523,0.45454545454545453,0.55,0.022727272727272728,1.0,0.13636363636363635,0.5,0.5471698113207547,0.4166666666666667,0.47345896226415085,0.5147823529411764,0.4776965909090911,0.09565217391304348,0.11578947368421053,0.23703703703703705,0.4222222222222222,6.418604651162792,24.899999999999995,0.4676724137931034,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101121,1610612761,Joey Graham,Joey Graham,101121,TOR,8191.0,137,-19.0,261,269,114,128,28.0,530,10.0,12.0,2.0,3.0,4.0,5.0,6.0,7.0,3.0,8.0,,2.0,,,,,2.0,,1.0,19.0,27.0,,4.0,14.0,52.0,299,2.0,4.0,,,4.0,5.0,7.0,,1.0,6.0,16.0,16.0,22.0,,4.0,2.0,,1.0,2.0,4.0,,2.0,10.0,1.0,2.0,2.0,10.0,6.0,18.0,4.0,22.0,,4.0,2.0,2.0,6.0,6.0,,5.0,,12.0,,2.0,9.0,24.0,3.0,3.0,16,1.0,,20.0,2.0,11.0,,1.0,1.0,,1.0,,16.0,114,6.0,,0.42105263157894735,0.47058823529411764,,,,,0.7037037037037037,0.5,0.7142857142857143,0.6129032258064516,0.5,0.625,0.65,0.5,0.7272727272727273,0.12903225806451613,0.037037037037037035,,17.993079584775085,0.5,0.42857142857142855,0.12658227848101267,0.025974025974025976,0.08,0.037037037037037035,0.11538461538461539,0.028846153846153848,0.047619047619047616,0.043478260869565216,,,0.1111111111111111,0.038461538461538464,0.13636363636363635,0.1935483870967742,0.05263157894736842,0.16666666666666666,,,0.3870967741935484,0.8333333333333334,0.9090909090909091,0.5,0.22580645161290322,0.8571428571428571,0.8571428571428571,0.16666666666666666,0.25806451612903225,0.375,0.375,0.6666666666666666,0.06451612903225806,,,,0.06451612903225806,,,,0.75,0.6666666666666666,,0.625,0.8,,,0.125,,0.5161290322580645,,0.47431290322580655,0.4262,0.52335,0.275,0.3055555555555556,0.07692307692307693,0.3076923076923077,7.17037037037037,23.775,0.4367816091954023,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.09090909090909091,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
101181,1610612761,Jose Calderon,Jose Calderon,101181,TOR,2400.0,40,17.0,86,88,68,60,9.0,174,2.0,4.0,,1.0,1.0,2.0,,1.0,2.0,5.0,,,,,,,,,,4.0,10.0,,,3.0,11.0,87,,2.0,,,,2.0,7.0,,,3.0,7.0,2.0,6.0,,,,,2.0,6.0,11.0,4.0,1.0,27.0,,,3.0,1.0,,4.0,,4.0,,,,,1.0,1.0,,,,2.0,,1.0,2.0,4.0,,,2,,,4.0,,,2.0,,,,,,7.0,68,1.0,2.0,0.25,0.25,,,,,0.4,,0.2857142857142857,0.4,,0.2857142857142857,0.4583333333333333,,0.3888888888888889,,0.2,1.0,14.43298969072165,0.5,,0.058823529411764705,,0.3,,0.14814814814814814,,,,,,,0.2,,,0.2857142857142857,0.3333333333333333,,,0.4,0.5,0.6666666666666666,0.5,0.1,,,,0.5,0.4,0.4,,,,,,,,,,0.5,,,0.2857142857142857,0.5,,,,,0.4,,0.46692999999999996,0.47145,0.4575142857142857,,,,0.6363636363636364,10.57,,0.7906976744186046,5.0,2.0,,1.0,1.0,,,0.25,,3.0,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
2050,1610612761,Morris Peterson,Morris Peterson,2050,TOR,12135.0,202,35.0,384,379,185,186,47.0,763,14.0,19.0,3.0,4.0,9.0,13.0,4.0,5.0,6.0,12.0,9.0,15.0,1.0,5.0,9.0,4.0,13.0,3.0,9.0,24.0,36.0,13.0,28.0,21.0,108.0,424,4.0,5.0,1.0,1.0,9.0,17.0,23.0,8.0,18.0,19.0,77.0,20.0,28.0,36.0,4.0,13.0,4.0,,5.0,7.0,3.0,1.0,16.0,4.0,1.0,3.0,19.0,,22.0,5.0,27.0,1.0,10.0,6.0,4.0,3.0,5.0,1.0,1.0,1.0,8.0,,1.0,2.0,12.0,1.0,1.0,19,1.0,3.0,25.0,1.0,8.0,4.0,1.0,,1.0,1.0,1.0,77.0,185,5.0,4.0,0.4166666666666667,0.45454545454545453,0.9230769230769231,0.4642857142857143,0.4444444444444444,0.4642857142857143,0.6666666666666666,0.8,0.7391304347826086,0.6796875,0.6666666666666666,0.7073170731707317,0.7066666666666667,0.5625,0.7450980392156863,0.4375,,,19.03669724770642,0.375,,0.1743119266055046,0.008547008547008548,0.08333333333333333,0.07692307692307693,0.15172413793103448,0.029585798816568046,,0.02631578947368421,,0.06451612903225806,0.09523809523809523,0.11764705882352941,0.15625,0.23255813953488372,0.037037037037037035,0.2222222222222222,0.037037037037037035,1.0,0.296875,0.7368421052631579,0.7368421052631579,0.35714285714285715,0.078125,0.8,0.8,0.25,0.1875,0.5,0.5,0.6666666666666666,0.234375,0.6,0.6,1.0,0.203125,0.3076923076923077,0.3076923076923077,0.75,0.6666666666666666,0.75,0.16666666666666666,0.3170731707317073,0.6923076923076923,0.21951219512195122,0.5555555555555556,0.21951219512195122,0.3333333333333333,0.734375,0.3076923076923077,0.5112304687500001,0.54313,0.5204926829268293,0.11267605633802817,0.18604651162790697,0.08333333333333333,0.7129629629629629,7.688888888888889,24.392857142857142,0.4817708333333333,2.0,2.0,,2.0,2.0,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
239,1610612761,Darrick Martin,Darrick Martin,239,TOR,20331.0,339,52.0,650,648,300,312,76.0,1298,7.0,20.0,,1.0,6.0,11.0,3.0,7.0,8.0,30.0,4.0,12.0,,3.0,6.0,12.0,28.0,5.0,14.0,18.0,57.0,16.0,40.0,18.0,102.0,691,,5.0,3.0,,3.0,10.0,26.0,8.0,20.0,11.0,55.0,2.0,34.0,42.0,,28.0,12.0,5.0,37.0,57.0,21.0,9.0,134.0,1.0,1.0,7.0,10.0,1.0,18.0,2.0,20.0,,17.0,10.0,7.0,8.0,7.0,2.0,2.0,,15.0,,4.0,15.0,42.0,2.0,1.0,17,2.0,1.0,24.0,,5.0,7.0,,,,,,55.0,300,14.0,7.0,0.05555555555555555,0.05555555555555555,0.875,0.4,0.4,0.4,0.3157894736842105,,0.38461538461538464,0.4329896907216495,0.1875,0.4782608695652174,0.46788990825688076,0.1875,0.5092592592592593,0.41237113402061853,0.08771929824561403,,16.916780354706685,0.5333333333333333,0.03225806451612903,0.053763440860215055,0.005208333333333333,0.09090909090909091,0.012345679012345678,0.06463878326996197,0.007326007326007326,0.016666666666666666,,,0.02,,0.01694915254237288,0.07142857142857142,0.07042253521126761,0.06666666666666667,0.17647058823529413,,,0.20618556701030927,0.35,0.4117647058823529,,0.07216494845360824,0.42857142857142855,0.42857142857142855,,0.30927835051546393,0.26666666666666666,0.2857142857142857,0.125,0.12371134020618557,0.3333333333333333,0.3333333333333333,1.0,0.28865979381443296,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.125,,,0.2391304347826087,0.5454545454545454,0.13043478260869565,0.5,0.30434782608695654,0.35714285714285715,0.6185567010309279,0.42857142857142855,0.46548489583333325,0.4711857142857143,0.4705733333333334,0.049019607843137254,0.08064516129032258,0.029411764705882353,0.5392156862745098,11.56315789473684,25.190000000000005,0.46153846153846156,20.0,9.0,,3.0,6.0,1.0,2.0,0.15,,11.0,7.0,6.0,,1.0,3.0,1.0,0.3333333333333333,0.06666666666666667,0.375,0.3333333333333333,1.0,,,,,,,True,,,,,,,,,,,,,,
2588,1610612761,Matt Bonner,Matt Bonner,2588,TOR,12270.0,204,4.0,388,387,141,132,46.0,775,7.0,11.0,4.0,6.0,4.0,7.0,3.0,8.0,7.0,15.0,2.0,4.0,,,2.0,5.0,12.0,3.0,7.0,17.0,34.0,7.0,16.0,17.0,72.0,420,4.0,9.0,,6.0,14.0,8.0,15.0,3.0,9.0,10.0,35.0,20.0,14.0,21.0,4.0,12.0,5.0,2.0,3.0,6.0,2.0,1.0,15.0,2.0,10.0,9.0,21.0,7.0,37.0,12.0,49.0,1.0,2.0,1.0,1.0,,3.0,2.0,,,3.0,,2.0,6.0,16.0,3.0,,16,3.0,2.0,20.0,1.0,5.0,4.0,1.0,,1.0,1.0,1.0,35.0,141,2.0,3.0,0.5882352941176471,0.6666666666666666,1.0,0.4375,0.3333333333333333,0.4375,0.5,0.4444444444444444,0.5333333333333333,0.55,0.4444444444444444,0.5208333333333334,0.6101694915254238,0.5833333333333334,0.603448275862069,0.32,0.058823529411764705,0.125,14.187643020594965,,0.5833333333333334,0.20588235294117646,0.08403361344537816,0.2,0.038461538461538464,0.20408163265306123,0.07017543859649122,0.05128205128205128,0.030303030303030304,0.14893617021276595,0.029411764705882353,0.05555555555555555,0.2857142857142857,0.17073170731707318,0.2,0.2222222222222222,0.1111111111111111,0.041666666666666664,1.0,0.22,0.6363636363636364,0.7,0.42857142857142855,0.16,0.375,0.42857142857142855,,0.3,0.4666666666666667,0.4666666666666667,1.0,0.08,0.5,0.5,1.0,0.24,0.4166666666666667,0.4166666666666667,1.0,0.6666666666666666,0.6666666666666666,,0.2916666666666667,0.5714285714285714,0.08333333333333333,,0.2916666666666667,0.42857142857142855,0.54,0.4166666666666667,0.46898299999999987,0.5177142857142857,0.4920979166666668,0.10909090909090909,0.13157894736842105,0.19444444444444445,0.4861111111111111,10.23529411764706,24.99375,0.3634020618556701,3.0,,,,,1.0,,0.09090909090909091,,3.0,,,,,,,,,,,,1.0,0.058823529411764705,,,,,True,,,,,,,,,,,,,,
2737,1610612761,Rafael Araujo,Rafael Araujo,2737,TOR,2310.0,38,-1.0,78,76,47,39,12.0,154,1.0,4.0,1.0,1.0,,1.0,,3.0,,1.0,,,,,,,,,,1.0,8.0,,,2.0,4.0,86,1.0,1.0,,,2.0,,5.0,,,2.0,2.0,,2.0,,,,,,1.0,1.0,,,2.0,,3.0,2.0,5.0,,7.0,3.0,10.0,1.0,1.0,1.0,,2.0,,,1.0,,2.0,,1.0,1.0,4.0,1.0,,4,1.0,,4.0,,2.0,,,,,,,2.0,47,1.0,,,,,,,,0.125,1.0,,0.125,1.0,,0.2,1.0,0.14285714285714285,,,,13.186813186813186,1.0,,0.19230769230769232,0.10714285714285714,0.25,,0.20588235294117646,0.08333333333333333,0.16666666666666666,0.2,,,,,0.2857142857142857,0.2,0.2,0.3333333333333333,0.14285714285714285,,0.5,0.25,0.25,,0.375,,,,0.125,,,,,,,,,,,,1.0,1.0,,0.2,,,,,,0.5,,0.48655,0.6061,0.42211999999999994,0.2,0.2,0.5,0.5,5.775,,0.6025641025641025,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1425,1610612761,Aaron Williams,Aaron Williams,1425,TOR,1591.0,27,3.0,53,50,25,40,6.0,103,5.0,6.0,1.0,2.0,3.0,4.0,1.0,2.0,,1.0,,,,,,,,,,6.0,9.0,,,,12.0,57,1.0,2.0,,,2.0,3.0,6.0,,,,6.0,8.0,4.0,,2.0,,,,1.0,1.0,1.0,,2.0,,2.0,,,,,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,4.0,10.0,,1.0,1,,1.0,,,,,,,,,,6.0,25,3.0,,0.6666666666666666,0.8,,,,,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5,0.5,,,,16.949152542372882,,,,0.1111111111111111,,,,0.10526315789473684,,0.5,,,,,,,,,,,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.6,0.2222222222222222,0.5,0.5,1.0,0.1111111111111111,,,,,,,,,,,,1.0,0.5,,0.6666666666666666,0.75,,,,,0.6666666666666666,,0.45634444444444444,0.4655,0.44845,,,0.16666666666666666,0.5,4.277777777777778,,0.4716981132075472,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
677,1610612761,Eric Williams,Eric Williams,677,TOR,2657.0,44,13.0,88,86,36,46,6.0,174,1.0,2.0,,,1.0,1.0,4.0,5.0,,4.0,,,,,,,,,,5.0,11.0,,,3.0,13.0,93,,,,1.0,1.0,2.0,5.0,,,,4.0,2.0,8.0,,,,,,3.0,3.0,1.0,,6.0,,1.0,2.0,4.0,1.0,7.0,1.0,8.0,1.0,,,,1.0,1.0,,1.0,,2.0,,1.0,3.0,5.0,1.0,,6,1.0,2.0,6.0,,3.0,,1.0,1.0,,1.0,1.0,4.0,36,1.0,,0.2,0.2,,,,,0.45454545454545453,,0.4,0.45454545454545453,,0.4,0.4642857142857143,0.5,0.4,,,,17.02127659574468,0.5,0.16666666666666666,0.11764705882352941,0.05555555555555555,0.25,,0.14285714285714285,0.038461538461538464,,,0.09090909090909091,,,0.15384615384615385,0.1111111111111111,0.08333333333333333,0.4,,0.16666666666666666,1.0,0.18181818181818182,0.5,0.5,,0.45454545454545453,0.8,0.8,0.25,0.36363636363636365,,,,,,,,,,,,,,,0.2,1.0,,,,,0.18181818181818182,,0.4087181818181818,,0.40458,0.21428571428571427,0.21428571428571427,0.07692307692307693,0.3076923076923077,10.045454545454545,,0.4090909090909091,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
147,1610612761,Jalen Rose,Jalen Rose,147,TOR,5677.0,95,21.0,180,171,49,62,23.0,351,5.0,11.0,,,2.0,5.0,4.0,12.0,3.0,6.0,2.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,12.0,29.0,3.0,9.0,17.0,50.0,168,,,1.0,,,2.0,7.0,2.0,3.0,6.0,16.0,6.0,18.0,9.0,,3.0,1.0,1.0,3.0,5.0,2.0,1.0,12.0,,2.0,5.0,6.0,,11.0,2.0,13.0,1.0,,,,5.0,3.0,,3.0,,8.0,,3.0,2.0,5.0,1.0,1.0,16,,,25.0,3.0,8.0,4.0,1.0,,1.0,1.0,1.0,16.0,49,,4.0,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.375,0.41379310344827586,,0.2857142857142857,0.4342105263157895,,0.5,0.5106382978723404,,0.5,0.23684210526315788,0.034482758620689655,,27.093596059113302,0.625,,0.10526315789473684,0.03278688524590164,0.25,,0.14285714285714285,0.025974025974025976,0.05,0.05263157894736842,,,,0.1875,0.1111111111111111,0.043478260869565216,0.21428571428571427,0.3333333333333333,0.047619047619047616,1.0,0.2894736842105263,0.45454545454545453,0.5,0.4,0.3157894736842105,0.3333333333333333,0.3333333333333333,,0.15789473684210525,0.5,0.5,0.3333333333333333,0.13157894736842105,0.4,0.4,1.0,0.10526315789473684,0.25,0.25,1.0,,,1.0,0.5,0.4,0.1,1.0,0.2,0.5,0.5263157894736842,0.3333333333333333,0.471127027027027,0.6276,0.5035555555555555,0.18604651162790697,0.23529411764705882,,0.32,8.124137931034483,26.38888888888889,0.2722222222222222,2.0,,,2.0,2.0,,,0.09090909090909091,,2.0,,,4.0,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,
