EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,PenaltyOffPossExcludingTakeFouls,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,SecondChanceAtRimFGA,SecondChanceFG2A,Fg2aBlocked,TwoPtAssists,AtRimAssists,ShootingFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,Offensive Fouls Drawn,LongMidRangeFGM,PtsUnassisted2s,HeaveAttempts,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,BadPassSteals,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ShortMidRangeFGM,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,OffThreePtRebounds,Offensive Fouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,FTDefRebounds,BlockedAtRim,DefFTReboundPct,NonShootingPenaltyNonTakeFouls,ShortMidRangeAssists,on,SecondChanceAtRimFGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,Corner3Assists,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChancePointsPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Technical Free Throw Trips,SecondChanceFg3Pct,OffArc3ReboundPct,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3FGM,SecondChanceFtPoints,FTOffRebounds,BlockedLongMidRange,DefensiveGoaltends,3SecondViolations,LongMidRangePctBlocked,OffFTReboundPct,PenaltyCorner3Accuracy,OffensiveGoaltends,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,74.0,1,2,3,2,3,5,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,1040.0,17,32,34,24,14,66,29,24,0.75,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.25,0.25,0.2,0.2,0.3333333333333333,0.3333333333333333,0.2,22.857142857142858,1.0,0.08333333333333333,0.1,0.3333333333333333,0.13333333333333333,0.07692307692307693,0.3333333333333333,0.2,0.5,0.25,1.0,0.4,0.5,0.5,1.0,0.2,0.2,0.2,0.4,0.5,0.2,0.6,0.47069,0.47069,1.0,7.824999999999999,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,774.0,13,22,24,19,19,46,29,19,0.8636363636363636,,,1.0,,,1.0,,,,,2.0,,,,,1.0,,,,,,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,4.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,8.333333333333334,,0.16666666666666666,0.1111111111111111,,0.14285714285714285,0.09090909090909091,,,,,,0.5,,,,0.5,,,,,,0.5,0.44865,0.3622,,3.95,,-9.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101238,1610612746,Boniface Ndong,Boniface Ndong,101238,LAC,74.0,1,2,3,2,3,5,2,2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,1610612746,Anthony Goldwire,Anthony Goldwire,924,LAC,1313.0,22,40,42,30,20,82,39,30,0.75,3.0,,2.0,,1.0,,3.0,2.0,2.0,1.0,5.0,2.0,,2.0,1.0,2.0,2.0,,2.0,,1.0,,2.0,,4.0,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,2.0,,,,0.2,0.5,0.14285714285714285,0.25,0.14285714285714285,0.25,0.2857142857142857,17.77777777777778,1.0,0.06666666666666667,,,0.05555555555555555,,,0.2,,,,0.2857142857142857,,,,,0.42857142857142855,0.2857142857142857,0.25,,0.5,0.5714285714285714,0.4620583333333333,0.46718333333333334,1.0,10.780000000000001,47.35,-2.0,,,,2.0,1.0,,,,,,,,,,1.0,2.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1442,1610612746,Zeljko Rebraca,Zeljko Rebraca,1442,LAC,689.0,11,21,20,11,1,41,15,11,0.5238095238095238,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,3.0,3.0,,3.0,,1.0,,,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,0.5,,,3.846153846153846,,0.3333333333333333,,,0.25,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,4.0,,,,,,1.0,,,,,0.5,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,1610612746,Elton Brand,Elton Brand,1882,LAC,656.0,11,22,21,15,8,43,11,15,0.6818181818181818,2.0,1.0,1.0,1.0,1.0,3.0,2.0,,,3.0,6.0,,3.0,9.0,3.0,6.0,,1.0,7.0,6.0,,,1.0,,2.0,1.0,,1.0,1.0,1.0,2.0,,,,1.0,,3.0,2.0,,,3.0,3.0,,,,,,7.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.6428571428571429,0.5833333333333334,,41.66666666666667,0.3333333333333333,0.09090909090909091,0.16666666666666666,,0.07142857142857142,0.125,1.0,,,,,0.16666666666666666,1.0,1.0,1.0,0.5,0.3333333333333333,,0.16666666666666666,1.0,,0.16666666666666666,0.4328833333333333,0.4328833333333333,0.7777777777777778,8.4,,11.0,,1.0,,1.0,1.0,,,,,,0.2,,,,1.0,,,,0.5,0.5,,,2.0,,0.2857142857142857,0.2857142857142857,1.0,2.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,693.0,12,22,22,17,6,44,22,17,0.7727272727272727,3.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,5.0,1.0,1.0,3.0,,5.0,2.0,1.0,,1.0,,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,3.0,1.0,1.0,,,,,,,5.0,,1.0,1.0,1.0,1.0,0.625,0.625,0.625,0.625,0.75,18.51851851851852,,0.1111111111111111,,,0.1,0.08333333333333333,,,,0.5,,0.25,1.0,1.0,1.0,,,0.25,0.25,1.0,0.25,1.0,0.6095,0.6095,1.0,,23.266666666666666,-2.0,,,,1.0,,1.0,,,,,,,0.63675,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,1610612746,Chris Wilcox,Chris Wilcox,2404,LAC,634.0,11,18,21,15,12,39,29,15,0.8333333333333334,1.0,1.0,1.0,,,2.0,1.0,,,2.0,4.0,,4.0,8.0,1.0,3.0,,4.0,6.0,2.0,,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,6.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.6,,28.571428571428573,,,,,,,,,,,1.0,0.25,1.0,1.0,1.0,0.5,0.25,,,,,0.25,0.39815,0.3517333333333333,0.75,9.325,,-13.0,,,,1.0,1.0,1.0,,,,,,,,,1.0,2.0,,,1.0,1.0,,,1.0,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,121.0,2,4,4,4,4,8,2,4,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,1.0,1.0,,,,,,,0.5,0.5,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
