EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Blocked2s,BlockedAtRim,Blocks,Corner3FGM,PenaltyCorner3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,LongMidRangePctBlocked,DefArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,PenaltyArc3Frequency,FTOffRebounds,BlockedShortMidRange,OffFTReboundPct,OffCorner3ReboundPct,SelfOReb,LostBallOutOfBoundsTurnovers,RecoveredBlocks,3SecondViolations,OffShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Defensive 3 Seconds Violations,Corner3Assists,on,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3A,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,OffensiveGoaltends,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,HeaveAttempts,3pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedCorner3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,BlockedLongMidRange,Corner3PctBlocked
101126,1610612752,Nate Robinson,Nate Robinson,101126,NYK,3599.0,60,-14.0,108,114,57.0,29.0,14.0,222,4.0,9.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,5.0,7.0,17,2.0,7.0,2.0,22.0,115,1.0,2.0,9.0,2.0,1.0,5.0,2.0,12.0,3.0,3.0,5.0,2.0,2.0,6.0,6.0,5.0,1.0,12.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,4.0,1.0,3.0,4.0,1.0,1.0,8.0,1.0,5.0,3.0,9.0,2.0,6.0,1.0,3.0,1.0,2.0,5.0,57.0,0.14285714285714285,0.14285714285714285,0.5,0.2857142857142857,0.2857142857142857,0.4117647058823529,0.2222222222222222,0.4166666666666667,0.18181818181818182,0.44,0.20833333333333334,0.2916666666666667,0.11764705882352941,0.2222222222222222,26.4,0.5,0.025,0.04878048780487805,0.07142857142857142,0.037037037037037035,0.0392156862745098,0.05263157894736842,0.09090909090909091,0.058823529411764705,0.25,0.375,0.4444444444444444,0.5714285714285714,0.16666666666666666,0.16666666666666666,0.75,0.75,0.3333333333333333,0.08333333333333333,0.20833333333333334,0.4,0.4,0.5,0.36363636363636365,0.25,0.18181818181818182,0.6666666666666666,0.4,0.49403541666666667,0.4684090909090909,0.08,0.1111111111111111,0.22727272727272727,6.482352941176471,25.342857142857138,0.5277777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101135,1610612752,David Lee,David Lee,101135,NYK,4325.0,72,13.0,128,130,44.0,28.0,18.0,258,9.0,12.0,3.0,4.0,2.0,,,,,,,9.0,14,,,6.0,24.0,133,2.0,3.0,4.0,,4.0,10.0,14.0,4.0,,,,,2.0,2.0,3.0,,1.0,7.0,6.0,,2.0,3.0,7.0,10.0,1.0,,1.0,3.0,1.0,2.0,1.0,1.0,,4.0,1.0,1.0,1.0,6.0,,8.0,1.0,8.0,,3.0,10.0,44.0,0.7777777777777778,0.875,,,,0.6428571428571429,0.75,0.6428571428571429,0.75,0.6666666666666666,0.8333333333333334,,0.14285714285714285,0.08333333333333333,14.666666666666666,0.75,0.047619047619047616,0.13636363636363635,,0.03636363636363636,0.13725490196078433,0.15,0.2,,,0.8571428571428571,0.75,0.8181818181818182,0.14285714285714285,,,,,,,,,,1.0,0.75,,0.8571428571428571,,0.6056714285714285,0.732575,0.17647058823529413,0.17647058823529413,0.4166666666666667,0.692857142857143,,0.34375,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.14285714285714285,0.16666666666666666,0.1,0.05,0.7777777777777778,1.0,0.5,0.55365,0.08333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1610612752,Jalen Rose,Jalen Rose,147,NYK,254.0,4,2.0,7,7,,3.0,,14,,,,,1.0,,,,,,,1.0,1,,,,2.0,8,,,,,,,2.0,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,,,28.57142857142857,1.0,0.25,,,0.2,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3813,,,,,13.6,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744,1610612752,Jerome James,Jerome James,1744,NYK,415.0,7,,11,12,,4.0,1.0,23,2.0,2.0,,,2.0,,,,,,,4.0,4,,,,8.0,14,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,,0.75,0.75,,,,1.0,,1.0,,1.0,,,,,33.333333333333336,,,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,,,,,,0.5,,0.476225,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1610612752,Ime Udoka,Ime Udoka,2137,NYK,6856.0,114,-13.0,206,212,86.0,45.0,27.0,418,4.0,7.0,3.0,4.0,,4.0,14.0,2.0,1.0,,1.0,8.0,21,1.0,3.0,3.0,22.0,220,3.0,4.0,10.0,2.0,1.0,12.0,8.0,8.0,3.0,,1.0,,1.0,5.0,6.0,2.0,1.0,13.0,2.0,5.0,9.0,14.0,3.0,17.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,2.0,,1.0,4.0,8.0,,5.0,1.0,6.0,,3.0,12.0,86.0,0.5,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.38095238095238093,0.4,0.3958333333333333,0.4583333333333333,0.4074074074074074,0.42857142857142855,0.125,0.047619047619047616,,12.083333333333334,0.5,0.11842105263157894,0.02666666666666667,0.23809523809523808,0.14432989690721648,0.03333333333333333,0.034482758620689655,0.04,0.125,0.125,0.2916666666666667,0.5714285714285714,0.5714285714285714,,0.5833333333333334,0.2857142857142857,0.3076923076923077,0.5,0.08333333333333333,0.041666666666666664,,,,0.3333333333333333,0.75,0.08333333333333333,0.4166666666666667,,0.45513333333333333,0.47520833333333323,0.1111111111111111,0.125,0.5454545454545454,12.352380952380955,23.933333333333337,0.4174757281553398,2.0,3.0,2.0,5.0,4.0,1.0,1.0,2.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.625,,,0.06666666666666667,0.1,,0.1875,0.5,1.0,0.6666666666666666,0.58135,0.22727272727272727,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.07142857142857142,0.3076923076923077,0.5,0.5,1.0,1.0,0.08333333333333333,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,1610612752,Maurice Taylor,Maurice Taylor,1508,NYK,4931.0,82,11.0,151,156,68.0,27.0,20.0,307,6.0,10.0,1.0,1.0,8.0,3.0,12.0,,,,,12.0,30,,,7.0,31.0,140,7.0,5.0,11.0,,6.0,16.0,8.0,16.0,,,,,4.0,8.0,8.0,3.0,2.0,16.0,2.0,3.0,9.0,14.0,4.0,18.0,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,4.0,,1.0,3.0,5.0,1.0,9.0,4.0,8.0,,3.0,16.0,68.0,0.3333333333333333,0.4,,,,0.4,0.45454545454545453,0.4,0.45454545454545453,0.45588235294117646,0.5714285714285714,,0.13333333333333333,0.2,21.59090909090909,0.5,0.15517241379310345,0.037037037037037035,0.15789473684210525,0.15584415584415584,0.04477611940298507,0.10526315789473684,,0.21052631578947367,,0.3333333333333333,0.6,0.75,0.26666666666666666,0.4,0.25,0.3,0.3333333333333333,,,,,,0.09090909090909091,1.0,,0.3333333333333333,,0.44597000000000003,0.4033545454545454,0.09090909090909091,0.09090909090909091,0.5161290322580645,9.036666666666667,,0.4503311258278146,3.0,5.0,4.0,8.0,4.0,,,3.0,1.0,2.0,1.0,,0.5714285714285714,0.5714285714285714,0.5714285714285714,,0.5,0.07692307692307693,,0.14285714285714285,0.12,0.3333333333333333,0.7142857142857143,0.6,0.46204,0.25806451612903225,3.0,0.375,0.375,0.3333333333333333,2.0,1.0,2.0,,,,,,1.0,,0.16666666666666666,0.25,,,,,,1.0,1.0,0.5,0.25,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866,1610612752,Jackie Butler,Jackie Butler,2866,NYK,5049.0,84,16.0,149,152,61.0,30.0,21.0,301,11.0,18.0,1.0,4.0,6.0,2.0,4.0,,,,,17.0,28,,,3.0,37.0,143,8.0,4.0,9.0,,3.0,11.0,22.0,12.0,,,,,2.0,3.0,3.0,2.0,1.0,6.0,8.0,3.0,11.0,14.0,10.0,24.0,1.0,1.0,,2.0,,1.0,5.0,1.0,,7.0,1.0,1.0,6.0,10.0,2.0,4.0,,5.0,1.0,1.0,11.0,61.0,0.6470588235294118,0.8461538461538461,,,,0.6071428571428571,0.4444444444444444,0.6071428571428571,0.4444444444444444,0.6166666666666667,0.5,,0.07142857142857142,0.05555555555555555,21.022727272727273,0.2857142857142857,0.1864406779661017,0.15384615384615385,0.16666666666666666,0.18181818181818182,0.15151515151515152,0.17391304347826086,0.2,0.05555555555555555,0.16666666666666666,0.6428571428571429,0.6111111111111112,0.6470588235294118,0.21428571428571427,0.14285714285714285,0.5,0.5,0.5,,,,,,0.4444444444444444,0.25,,0.6428571428571429,,0.49642857142857144,0.46697777777777777,0.03571428571428571,0.03571428571428571,0.2972972972972973,4.042857142857143,,0.40939597315436244,3.0,6.0,5.0,10.0,8.0,,,,2.0,,2.0,2.0,0.625,0.625,0.625,0.16666666666666666,,0.14285714285714285,0.1111111111111111,0.21428571428571427,0.25925925925925924,0.7272727272727273,0.75,0.5,0.49775714285714284,0.2702702702702703,4.0,0.6666666666666666,0.8,0.5,2.0,1.0,2.0,,,,,,,,,0.16666666666666666,,,,,,,1.0,,0.2,1.0,1.0,2.0,1.0,0.07142857142857142,0.1111111111111111,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1610612752,Jamal Crawford,Jamal Crawford,2037,NYK,5243.0,87,-21.0,159,164,66.0,39.0,19.0,323,7.0,12.0,5.0,9.0,6.0,3.0,6.0,2.0,2.0,2.0,7.0,13.0,24,2.0,9.0,13.0,45.0,174,2.0,8.0,15.0,4.0,3.0,19.0,4.0,22.0,6.0,,7.0,2.0,1.0,10.0,11.0,8.0,,23.0,,2.0,5.0,7.0,,7.0,7.0,3.0,4.0,5.0,1.0,2.0,5.0,3.0,2.0,10.0,1.0,3.0,1.0,3.0,1.0,10.0,,17.0,,7.0,19.0,66.0,0.15384615384615385,0.15384615384615385,1.0,0.2222222222222222,0.2222222222222222,0.5416666666666666,0.5333333333333333,0.48484848484848486,0.42105263157894735,0.5487804878048781,0.4523809523809524,0.2727272727272727,0.041666666666666664,,27.717391304347824,0.5,0.08333333333333333,,0.14285714285714285,0.0945945945945946,,,,0.058823529411764705,0.4,0.36363636363636365,0.5833333333333334,0.5833333333333334,0.18181818181818182,0.18181818181818182,0.5,0.5,0.3333333333333333,0.06060606060606061,0.21212121212121213,0.2857142857142857,0.2857142857142857,1.0,0.47368421052631576,0.5555555555555556,0.10526315789473684,0.6363636363636364,0.2857142857142857,0.5103075757575758,0.5448526315789474,0.1951219512195122,0.22580645161290322,0.4222222222222222,6.762499999999999,25.2,0.41509433962264153,,,1.0,5.0,,1.0,1.0,2.0,,,,,0.5,0.5,0.8333333333333334,0.16666666666666666,,,,0.058823529411764705,0.11538461538461539,,,,0.35675,0.1111111111111111,3.0,0.5,0.6,0.3333333333333333,,,,,,2.0,3.0,,1.0,,,,,,,,0.10526315789473684,,,,,,,,,,,,1.0,0.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,1610612752,Steve Francis,Steve Francis,1883,NYK,586.0,10,3.0,18,16,5.0,,4.0,34,1.0,1.0,,,,,,,,,,1.0,1,,,2.0,4.0,19,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,2.0,2.0,,2.0,,,,1.0,,1.0,1.0,,1.0,2.0,,1.0,,,,2.0,,2.0,,,2.0,5.0,,,,,,1.0,,1.0,,1.0,1.0,,,,19.047619047619047,0.5,0.3333333333333333,,,0.3333333333333333,,,,0.6666666666666666,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,0.6058,,,,0.5,,,0.2777777777777778,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,1610612752,Qyntel Woods,Qyntel Woods,2417,NYK,1402.0,23,-20.0,44,45,20.0,13.0,4.0,89,1.0,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,3,,1.0,,2.0,58,1.0,1.0,1.0,1.0,,2.0,2.0,,,,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,3.0,2.0,5.0,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,2.0,20.0,1.0,1.0,,,,0.3333333333333333,1.0,0.25,0.5,0.25,0.5,0.25,0.3333333333333333,0.5,8.0,,0.1111111111111111,0.05555555555555555,,0.1,0.047619047619047616,,0.2,,,0.5,0.5,1.0,0.25,,,,,,0.25,,,,0.5,1.0,,0.75,,0.4798625,0.47577500000000006,,,1.0,4.466666666666667,25.1,0.45454545454545453,,1.0,,,,,,,,1.0,,,,,,,0.3333333333333333,,,0.16666666666666666,0.1111111111111111,1.0,1.0,,0.5672,,,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,0.5,1.0,,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
