EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,OffThreePtRebounds,FTDefRebounds,SecondChanceTurnovers,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3FGA,PenaltyCorner3FGA,PenaltyArc3FGM,PenaltyFG3M,Fg3aBlocked,Travels,PenaltyFg3Pct,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Corner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,SelfOReb,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,Corner3Assists,SecondChanceAtRimPctAssisted,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Defensive 3 Seconds Violations,OffCorner3ReboundPct,PtsUnassisted3s,on,SecondChanceCorner3FGM,PenaltyCorner3FGM,HeaveAttempts,Clear Path Fouls,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,OffensiveGoaltends,3SecondViolations,Arc3PctBlocked,BlockedCorner3
101108,1610612740,Chris Paul,Chris Paul,101108,NOK,7119.0,119.0,-44.0,225.0,228.0,82.0,108.0,34.0,453.0,7.0,15.0,1.0,1.0,1.0,5.0,2.0,7.0,3.0,11.0,1.0,6.0,1.0,4.0,12.0,33.0,1.0,6.0,23.0,50.0,261.0,1.0,2.0,1.0,2.0,4.0,3.0,12.0,4.0,11.0,17.0,2.0,22.0,3.0,6.0,1.0,6.0,21.0,5.0,26.0,5.0,7.0,3.0,11.0,57.0,3.0,4.0,8.0,12.0,3.0,15.0,8.0,6.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,9.0,4.0,3.0,13.0,2.0,3.0,20.0,2.0,1.0,26.0,1.0,1.0,8.0,5.0,17.0,82.0,4.0,5.0,0.08333333333333333,0.08333333333333333,1.0,0.16666666666666666,0.16666666666666666,0.36363636363636365,0.5,0.25,0.34615384615384615,0.3333333333333333,0.1875,0.4803921568627451,0.5,0.3695652173913043,0.15384615384615385,0.18181818181818182,0.26666666666666666,0.2857142857142857,22.641509433962266,0.2222222222222222,0.11764705882352941,0.031914893617021274,0.14814814814814814,0.12631578947368421,0.02727272727272727,0.030303030303030304,0.047619047619047616,0.025,0.3,0.07692307692307693,0.06666666666666667,0.25,0.38461538461538464,0.4666666666666667,0.6363636363636364,0.14285714285714285,0.1794871794871795,0.2857142857142857,0.4,0.28205128205128205,0.2727272727272727,0.2727272727272727,0.15384615384615385,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3125,0.2,0.25,0.5384615384615384,0.16666666666666666,0.4620128205128204,0.4597833333333334,0.442075,0.17391304347826086,0.2,0.08,0.34,7.46969696969697,25.63333333333333,0.36444444444444446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101138,1610612740,Brandon Bass,Brandon Bass,101138,NOK,16101.0,268.0,-51.0,493.0,502.0,181.0,192.0,65.0,995.0,19.0,33.0,4.0,12.0,8.0,11.0,7.0,21.0,2.0,16.0,,,,,28.0,70.0,,,11.0,67.0,533.0,6.0,17.0,,2.0,14.0,12.0,23.0,,4.0,28.0,34.0,22.0,,,,9.0,3.0,,3.0,,,,3.0,6.0,17.0,11.0,32.0,50.0,18.0,68.0,3.0,3.0,,6.0,3.0,1.0,5.0,,5.0,11.0,4.0,9.0,18.0,1.0,2.0,19.0,2.0,,17.0,1.0,,8.0,1.0,28.0,181.0,2.0,2.0,0.6071428571428571,0.7083333333333334,,,,0.4,0.35294117647058826,0.5217391304347826,0.4,0.35294117647058826,0.5217391304347826,0.42948717948717946,0.3888888888888889,0.5384615384615384,,0.12857142857142856,0.21212121212121213,0.09523809523809523,15.641476274165202,0.5454545454545454,0.19047619047619047,0.08994708994708994,0.16666666666666666,0.18376068376068377,0.08035714285714286,0.14545454545454545,0.02127659574468085,0.09195402298850575,0.10869565217391304,0.2602739726027397,0.21951219512195122,0.08,0.4714285714285714,0.5757575757575758,0.7307692307692307,0.5789473684210527,0.3,0.3333333333333333,0.3684210526315789,0.22857142857142856,0.125,0.125,,,,,0.7058823529411765,0.3333333333333333,,0.4782608695652174,0.7272727272727273,,0.4714285714285714,,0.46645571428571425,0.5019,0.4652130434782609,0.1038961038961039,0.1038961038961039,0.208955223880597,0.417910447761194,6.699999999999999,,0.3671399594320487,8.0,1.0,7.0,1.0,6.0,1.0,1.0,3.0,1.0,2.0,7.0,6.0,2.0,0.4117647058823529,0.02857142857142857,0.037037037037037035,0.16326530612244897,0.8571428571428571,0.7142857142857143,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
101178,1610612740,Arvydas Macijauskas,Arvydas Macijauskas,101178,NOK,2973.0,50.0,-1.0,95.0,94.0,71.0,46.0,10.0,189.0,3.0,3.0,1.0,1.0,2.0,2.0,,1.0,1.0,6.0,,3.0,,2.0,4.0,10.0,,3.0,2.0,10.0,85.0,1.0,1.0,,,2.0,3.0,9.0,2.0,2.0,8.0,4.0,4.0,,3.0,,,1.0,1.0,2.0,1.0,,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,4.0,,,2.0,,1.0,2.0,,,,1.0,8.0,71.0,3.0,1.0,0.5,0.6666666666666666,,,,0.4,1.0,0.3333333333333333,0.3076923076923077,1.0,0.2727272727272727,0.35714285714285715,1.0,0.3333333333333333,0.23076923076923078,,,,15.384615384615383,0.5,0.03125,0.034482758620689655,0.06666666666666667,0.0425531914893617,0.02631578947368421,,,0.0625,0.2,,,0.16666666666666666,0.23076923076923078,1.0,1.0,0.3333333333333333,0.07692307692307693,,,0.46153846153846156,0.16666666666666666,0.16666666666666666,0.23076923076923078,,,,1.0,1.0,,0.18181818181818182,1.0,0.18181818181818182,0.46153846153846156,,0.4826423076923077,0.7002,0.4708590909090909,,,0.2,0.8,12.819999999999999,24.333333333333332,0.7473684210526316,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2446,1610612740,Rasual Butler,Rasual Butler,2446,NOK,7785.0,130.0,-37.0,236.0,247.0,100.0,99.0,27.0,483.0,6.0,7.0,1.0,2.0,5.0,5.0,1.0,3.0,4.0,19.0,4.0,8.0,,2.0,11.0,29.0,4.0,12.0,6.0,40.0,263.0,2.0,3.0,,,4.0,8.0,15.0,3.0,4.0,23.0,14.0,8.0,12.0,8.0,4.0,,3.0,,3.0,,1.0,,2.0,6.0,2.0,3.0,7.0,10.0,2.0,12.0,,,,3.0,,2.0,3.0,,1.0,6.0,3.0,2.0,6.0,,1.0,4.0,,,8.0,,,4.0,,23.0,100.0,1.0,,0.6363636363636364,0.7,1.0,0.3333333333333333,0.3333333333333333,0.3793103448275862,0.6666666666666666,0.5333333333333333,0.4146341463414634,0.6666666666666666,0.5277777777777778,0.4444444444444444,0.6666666666666666,0.5476190476190477,0.2926829268292683,,,,19.10112359550562,0.5,0.09210526315789473,0.023529411764705882,0.1,0.09433962264150944,0.018867924528301886,0.09523809523809523,,,0.13333333333333333,0.06060606060606061,0.05,0.2,0.17073170731707318,0.8571428571428571,0.8571428571428571,0.5,0.07317073170731707,0.3333333333333333,0.3333333333333333,0.4634146341463415,0.21052631578947367,0.21052631578947367,0.1951219512195122,0.5,0.5,1.0,0.6666666666666666,0.5,,0.2777777777777778,1.0,0.1111111111111111,0.4634146341463415,0.5,0.462440243902439,0.5112,0.46124722222222225,0.08888888888888889,0.12121212121212122,0.1,0.575,12.965517241379313,24.53333333333333,0.423728813559322,2.0,,,,3.0,,,1.0,,2.0,3.0,1.0,,,,,0.10714285714285714,0.3333333333333333,1.0,0.75,4.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.08333333333333333,0.25,0.0975609756097561,0.05555555555555555,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2747,1610612740,JR Smith,JR Smith,2747,NOK,5758.0,96.0,-11.0,176.0,180.0,55.0,66.0,26.0,356.0,6.0,10.0,1.0,1.0,2.0,2.0,,2.0,9.0,15.0,6.0,13.0,1.0,6.0,15.0,27.0,7.0,15.0,9.0,60.0,180.0,3.0,3.0,1.0,1.0,10.0,5.0,6.0,6.0,5.0,21.0,16.0,14.0,21.0,13.0,6.0,2.0,4.0,1.0,5.0,1.0,3.0,1.0,,11.0,2.0,4.0,6.0,10.0,2.0,12.0,3.0,2.0,1.0,4.0,2.0,3.0,6.0,1.0,1.0,10.0,2.0,3.0,8.0,,,11.0,,,12.0,3.0,,6.0,1.0,21.0,55.0,2.0,1.0,0.5333333333333333,0.5714285714285714,1.0,0.4666666666666667,0.4666666666666667,0.5555555555555556,1.0,0.8333333333333334,0.6071428571428571,1.125,0.6666666666666666,0.6521739130434783,1.25,0.7,0.35714285714285715,0.07407407407407407,0.2,,27.05314009661836,0.4,0.07792207792207792,0.025974025974025976,0.16666666666666666,0.09900990099009901,0.022222222222222223,,,0.06060606060606061,0.125,0.09375,0.26666666666666666,,0.23809523809523808,0.6,0.75,0.3333333333333333,0.047619047619047616,,,0.35714285714285715,0.6,0.6,0.30952380952380953,0.46153846153846156,0.46153846153846156,1.0,0.25,1.0,0.25,0.16666666666666666,1.0,0.5,0.5952380952380952,0.46153846153846156,0.4885059523809524,0.49443750000000003,0.49295000000000005,0.15555555555555556,0.2,0.16666666666666666,0.35,11.685185185185185,25.299999999999997,0.3125,2.0,,,1.0,,,,,,,,,,,,,,,,0.6666666666666666,2.0,,2.0,2.0,,,0.3333333333333333,,,0.047619047619047616,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05555555555555555,0.5,0.5,1.0,1.0,1.0,0.06666666666666667,,,,,,,,,,True,,,,,,,,,,,,
136,1610612740,P.J. Brown,P.J. Brown,136,NOK,3038.0,51.0,-20.0,93.0,89.0,18.0,26.0,16.0,182.0,1.0,3.0,1.0,2.0,,,,1.0,6.0,8.0,,,,,7.0,12.0,,,4.0,18.0,111.0,2.0,3.0,,2.0,6.0,1.0,2.0,,,2.0,10.0,4.0,,,,,3.0,,3.0,,3.0,,,6.0,3.0,1.0,7.0,10.0,3.0,13.0,2.0,2.0,,,,,1.0,,,1.0,,3.0,4.0,,,2.0,,,4.0,,,2.0,,2.0,18.0,,,0.7142857142857143,0.8333333333333334,,,,0.5833333333333334,0.6666666666666666,0.5,0.5833333333333334,0.6666666666666666,0.5,0.6428571428571429,0.75,0.5,,,,,12.711864406779661,,0.3333333333333333,0.061224489795918366,0.1,0.25806451612903225,0.05555555555555555,,0.1111111111111111,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.16666666666666666,,0.25,0.3333333333333333,0.3333333333333333,,0.08333333333333333,,,0.6666666666666666,0.75,0.75,,,,,0.6666666666666666,0.5,,,,,0.25,,0.4453583333333333,0.4962,0.4057,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.1111111111111111,12.016666666666666,,0.1935483870967742,2.0,,2.0,,,,,,,,,,,0.6666666666666666,,,0.3333333333333333,,,0.8333333333333334,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2046,1610612740,Desmond Mason,Desmond Mason,2046,NOK,6521.0,109.0,-48.0,202.0,201.0,78.0,87.0,29.0,403.0,6.0,15.0,3.0,5.0,3.0,6.0,3.0,11.0,5.0,13.0,,,,,14.0,39.0,,,9.0,37.0,241.0,5.0,8.0,,2.0,12.0,7.0,13.0,,6.0,20.0,12.0,16.0,,,,3.0,5.0,,5.0,,4.0,,1.0,10.0,5.0,5.0,9.0,15.0,5.0,20.0,4.0,2.0,2.0,5.0,2.0,2.0,8.0,2.0,3.0,13.0,3.0,3.0,10.0,,3.0,18.0,1.0,2.0,16.0,,,4.0,4.0,20.0,78.0,2.0,4.0,0.42857142857142855,0.5,,,,0.358974358974359,0.625,0.5384615384615384,0.358974358974359,0.625,0.5384615384615384,0.39361702127659576,0.6666666666666666,0.5555555555555556,,0.07692307692307693,0.13333333333333333,0.09090909090909091,25.423728813559322,0.38461538461538464,0.140625,0.06097560975609756,0.2631578947368421,0.1686746987951807,0.05319148936170213,0.03571428571428571,0.058823529411764705,0.08108108108108109,0.1,0.14285714285714285,0.16666666666666666,0.42857142857142855,0.38461538461538464,0.4,0.46153846153846156,0.3333333333333333,0.28205128205128205,0.2727272727272727,0.3,0.3333333333333333,0.38461538461538464,0.38461538461538464,,,,,0.625,0.6,,0.46153846153846156,0.5,,0.38461538461538464,,0.4430153846153846,0.46922500000000006,0.4559615384615385,0.09302325581395349,0.09302325581395349,0.32432432432432434,0.5405405405405406,8.141025641025642,,0.38613861386138615,4.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,0.125,,,0.1875,1.0,,0.8,,,,,,1.0,,,,,,,,,,2.0,,,,,0.09090909090909091,,,,,,,,,,,,,,,,True,,,,,,,,,,,,
2049,1610612740,Speedy Claxton,Speedy Claxton,2049,NOK,7182.0,120.0,-20.0,211.0,215.0,72.0,70.0,31.0,426.0,6.0,10.0,1.0,1.0,3.0,5.0,5.0,12.0,9.0,22.0,,3.0,,,20.0,44.0,,3.0,14.0,54.0,247.0,3.0,4.0,,1.0,7.0,7.0,13.0,,7.0,21.0,14.0,26.0,,3.0,,,21.0,3.0,24.0,2.0,10.0,2.0,9.0,51.0,1.0,3.0,2.0,6.0,2.0,8.0,3.0,2.0,1.0,7.0,3.0,3.0,6.0,2.0,4.0,13.0,3.0,4.0,9.0,,,17.0,,,18.0,2.0,2.0,7.0,2.0,21.0,72.0,1.0,2.0,0.35,0.35,,,,0.45454545454545453,0.75,0.5384615384615384,0.425531914893617,0.75,0.5384615384615384,0.5,0.875,0.6176470588235294,0.06382978723404255,,,,27.346938775510203,0.5384615384615384,0.029850746268656716,0.013333333333333334,0.12,0.05434782608695652,0.021739130434782608,,0.045454545454545456,,0.05,0.03225806451612903,0.06666666666666667,0.2,0.2127659574468085,0.6,0.6,0.3333333333333333,0.2553191489361702,0.4166666666666667,0.4166666666666667,0.46808510638297873,0.4090909090909091,0.4090909090909091,0.06382978723404255,,,,0.25,1.0,,0.38461538461538464,0.6,,0.2765957446808511,,0.429431914893617,0.484975,0.43202307692307695,0.1346153846153846,0.14285714285714285,0.12962962962962962,0.3888888888888889,11.115909090909092,24.266666666666666,0.3412322274881517,,1.0,1.0,2.0,,,,,,,,,,0.125,0.058823529411764705,0.09090909090909091,,,0.2,0.4444444444444444,,,,,,,,,,,,,,,,1.0,,,,,0.038461538461538464,,,,,,,1.0,1.0,,,,,,,,True,,,,,,,,,,,,
2745,1610612740,Kirk Snyder,Kirk Snyder,2745,NOK,3749.0,62.0,9.0,113.0,114.0,34.0,45.0,13.0,227.0,4.0,5.0,1.0,1.0,1.0,2.0,,3.0,5.0,7.0,1.0,6.0,,3.0,9.0,15.0,1.0,7.0,8.0,29.0,105.0,1.0,1.0,,,2.0,2.0,3.0,3.0,3.0,7.0,8.0,10.0,3.0,6.0,1.0,,6.0,2.0,8.0,2.0,2.0,1.0,3.0,18.0,,3.0,4.0,7.0,2.0,9.0,1.0,,1.0,1.0,,1.0,4.0,1.0,,5.0,,3.0,6.0,,1.0,10.0,,,12.0,,,4.0,2.0,7.0,34.0,,2.0,0.4444444444444444,0.5,1.0,0.14285714285714285,0.14285714285714285,0.6,1.0,0.6666666666666666,0.4772727272727273,1.0,0.3333333333333333,0.5178571428571429,1.0,0.4375,0.3181818181818182,,,,25.78125,0.2,0.1,,0.2,0.12727272727272726,,,,,0.1,0.09523809523809523,0.2,0.2,0.22727272727272727,0.8,0.8,0.5,0.13636363636363635,,,0.3181818181818182,0.7142857142857143,0.7142857142857143,0.2727272727272727,0.16666666666666666,0.16666666666666666,1.0,1.0,1.0,,0.3333333333333333,0.5,0.5,0.5454545454545454,0.16666666666666666,0.48797954545454547,0.633,0.4955833333333333,0.15384615384615385,0.21052631578947367,0.06896551724137931,0.2413793103448276,10.433333333333332,25.571428571428577,0.3008849557522124,2.0,,,1.0,,,,,,,,,,,,,0.1111111111111111,,,0.4,1.0,,,,,1.0,,,,0.045454545454545456,,,,,,,,,,,,,,,,,,,,2.0,0.4,,,,,,True,,,,,,,,,,,,
2411,1610612740,Bostjan Nachbar,Bostjan Nachbar,2411,NOK,1421.0,24.0,-9.0,48.0,49.0,21.0,17.0,6.0,97.0,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,3.0,,2.0,2.0,2.0,43.0,,1.0,1.0,2.0,2.0,,2.0,2.0,,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,,,1.0,,,1.0,,3.0,4.0,,,2.0,,,4.0,,,2.0,,,21.0,,,,,,,,,,,,,,0.14285714285714285,0.3333333333333333,,0.4,0.3333333333333333,,1.0,14.035087719298247,,0.058823529411764705,0.05,0.1111111111111111,0.07692307692307693,0.043478260869565216,0.125,,,,,0.16666666666666666,,0.2,,,,0.2,,,0.2,,,0.2,,,,,,,,,0.25,0.6,,0.45694999999999997,0.43127499999999996,0.4253375,0.2857142857142857,0.4,1.0,,10.200000000000001,24.9,0.4375,,,,,,,,,,,,,,,,,0.14285714285714285,,,,1.0,1.0,,,,,,,,0.2,0.25,,,,,1.0,,,,,0.25,,,,,,,,,,,1.0,0.5,,,,True,,,,,,,,,,,,
