EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,LostBallOutOfBoundsTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Technical Free Throw Trips,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,BlockedLongMidRange,Arc3PctAssisted,Defensive 3 Seconds Violations,ShortMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,Clear Path Fouls,Blocked3s,BlockedArc3,3SecondViolations,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangePctBlocked,HeaveMakes,Fg3aBlocked,ThreePtShootingFoulsDrawn,BlockedCorner3,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,on,Arc3PctBlocked,3pt And 1 Free Throw Trips
101123,1610612738,Gerald Green,Gerald Green,101123,BOS,12155.0,203,-12.0,392,390,122,142,37,782,11.0,19,2.0,4.0,4.0,5.0,6.0,12.0,18.0,38.0,2.0,3.0,1.0,1.0,2.0,8.0,1.0,1.0,3.0,35,69,4.0,11.0,15.0,97,397,3.0,8.0,1.0,1.0,7.0,9.0,16,2.0,4.0,5.0,29,38,32,6.0,6.0,2.0,8.0,2.0,2.0,9.0,2.0,11.0,1.0,1.0,4.0,3.0,2.0,24.0,3.0,3.0,5.0,6,2.0,13,6.0,19,1.0,6.0,4.0,2.0,4.0,2.0,3.0,2.0,2.0,7,1.0,3.0,11,22,11,19.0,1.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,29,122,5.0,1.0,0.5428571428571428,0.5588235294117647,0.5,0.36363636363636365,0.5,0.36363636363636365,0.5072463768115942,0.375,0.5625,0.5125,0.3333333333333333,0.6,0.5449438202247191,0.3181818181818182,0.6304347826086957,0.1375,0.028985507246376812,0.10526315789473684,22.06896551724138,0.5714285714285714,0.09090909090909091,0.056074766355140186,0.024,0.10204081632653061,0.0967741935483871,0.07051282051282051,0.038461538461538464,0.034482758620689655,0.038461538461538464,0.125,0.04,0.10526315789473684,0.12121212121212122,0.0625,0.02564102564102564,0.5,0.2375,0.5789473684210527,0.6470588235294118,0.9090909090909091,0.15,0.5,0.5,0.5,0.475,0.47368421052631576,0.47368421052631576,0.3333333333333333,0.0375,0.6666666666666666,0.6666666666666666,1.0,0.1,0.25,0.25,0.4444444444444444,0.5,0.5,0.1111111111111111,0.25,0.8,0.05,1.0,0.15,0.3333333333333333,0.375,0.25,0.47215379746835434,0.46320625,0.4729175,0.10227272727272728,0.11688311688311688,0.07216494845360824,0.29896907216494845,11.208695652173912,26.872727272727275,0.3112244897959184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101155,1610612738,Ryan Gomes,Ryan Gomes,101155,BOS,16655.0,278,45.0,514,520,184,233,55,1034,24.0,32,8.0,9.0,6.0,6.0,3.0,10.0,5.0,18.0,,2.0,,,1.0,3.0,,1.0,3.0,32,60,1.0,5.0,24.0,91,517,9.0,11.0,,2.0,20.0,9.0,13,1.0,3.0,5.0,26,46,18,,3.0,14.0,2.0,1.0,6.0,11.0,5.0,16.0,4.0,1.0,9.0,,2.0,37.0,2.0,14.0,6.0,27,7.0,40,16.0,56,1.0,11.0,6.0,5.0,5.0,1.0,8.0,4.0,1.0,13,,5.0,3,11,24,30.0,1.0,15.0,,,,,,,,,26,184,3.0,,0.71875,0.92,,0.2,0.3333333333333333,0.25,0.5333333333333333,0.8181818181818182,0.6923076923076923,0.5153846153846153,0.8181818181818182,0.65625,0.5759493670886076,0.8333333333333334,0.6842105263157895,0.07692307692307693,0.1,0.1875,15.807560137457044,0.38461538461538464,0.2413793103448276,0.16265060240963855,0.08092485549132948,0.12,0.05714285714285714,0.1527777777777778,0.07692307692307693,0.03225806451612903,0.05813953488372093,0.047619047619047616,0.11940298507462686,0.15384615384615385,0.15151515151515152,0.058823529411764705,0.04,,0.49230769230769234,0.75,0.9230769230769231,0.6666666666666666,0.15384615384615385,0.3,0.3,0.6666666666666666,0.27692307692307694,0.2777777777777778,0.2777777777777778,1.0,0.03076923076923077,,,,0.046153846153846156,0.3333333333333333,0.3333333333333333,0.8181818181818182,0.8888888888888888,0.125,,0.375,1.0,,,0.1875,0.3333333333333333,0.5692307692307692,0.5,0.50501484375,0.5656500000000001,0.47442,0.189873417721519,0.20270270270270271,0.21978021978021978,0.2857142857142857,7.233333333333333,28.439999999999998,0.35797665369649806,1.0,3.0,4.0,4.0,1.0,0.14285714285714285,0.07142857142857142,0.2647058823529412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101158,1610612738,Orien Greene,Orien Greene,101158,BOS,28964.0,483,-34.0,914,893,261,296,103,1807,20.0,46,4.0,10.0,4.0,8.0,6.0,14.0,15.0,36.0,1.0,3.0,,1.0,4.0,17.0,,1.0,6.0,41,96,5.0,20.0,20.0,117,897,5.0,14.0,,1.0,11.0,12.0,25,1.0,7.0,10.0,37,30,52,15.0,,4.0,17.0,4.0,4.0,36.0,8.0,44.0,3.0,5.0,22.0,5.0,9.0,96.0,1.0,12.0,13.0,22,4.0,39,13.0,52,3.0,33.0,10.0,23.0,26.0,13.0,19.0,13.0,1.0,45,5.0,13.0,27,68,28,27.0,2.0,11.0,3.0,5.0,3.0,1.0,5.0,2.0,,,37,261,9.0,3.0,0.36585365853658536,0.38461538461538464,1.0,0.25,0.14285714285714285,0.25,0.4270833333333333,0.35714285714285715,0.48,0.41810344827586204,0.35714285714285715,0.421875,0.45703125,0.39285714285714285,0.4868421052631579,0.1724137931034483,0.041666666666666664,0.08695652173913043,16.6988416988417,0.5777777777777777,0.08888888888888889,0.07560137457044673,0.0364741641337386,0.14606741573033707,0.013157894736842105,0.09210526315789473,0.03209876543209877,0.047619047619047616,0.016666666666666666,0.017543859649122806,0.05737704918032787,0.08823529411764706,0.125,0.2,0.046153846153846156,0.4,0.39655172413793105,0.43478260869565216,0.47619047619047616,0.35,0.1206896551724138,0.42857142857142855,0.42857142857142855,,0.3103448275862069,0.4166666666666667,0.4166666666666667,0.5333333333333333,0.02586206896551724,0.3333333333333333,0.3333333333333333,1.0,0.14655172413793102,0.23529411764705882,0.23529411764705882,0.7142857142857143,0.4,0.5,,0.25,0.5,0.03125,,0.1875,0.16666666666666666,0.5689655172413793,0.23529411764705882,0.49464051724137936,0.5125615384615384,0.4536890625,0.088,0.10476190476190476,0.09401709401709402,0.3162393162393162,8.786458333333334,24.71,0.2855579868708972,,4.0,7.0,,,0.048,,0.08955223880597014,6.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
101204,1610612738,Dwayne Jones,Dwayne Jones,101204,BOS,3921.0,65,19.0,124,125,60,71,17,249,2.0,5,1.0,2.0,1.0,2.0,,2.0,,,,,,,,,,,,2,7,,,6.0,10,106,1.0,2.0,,2.0,4.0,1.0,3,,,4.0,6,2,2,,,2.0,,,2.0,1.0,1.0,2.0,1.0,,1.0,,,5.0,1.0,7.0,3.0,9,2.0,14,8.0,22,,,,,,,2.0,,2.0,2,1.0,1.0,6,9,8,12.0,,4.0,2.0,3.0,3.0,,3.0,2.0,,,6,60,2.0,2.0,0.5,1.0,,,,,0.2857142857142857,0.5,0.3333333333333333,0.2857142857142857,0.5,0.3333333333333333,0.38461538461538464,0.6666666666666666,0.375,,0.2857142857142857,0.2,10.48951048951049,,0.18181818181818182,0.21428571428571427,0.21875,0.3,0.07142857142857142,0.23076923076923078,0.17391304347826086,0.15384615384615385,0.2857142857142857,0.125,0.3,0.1875,0.2857142857142857,0.3333333333333333,,0.6666666666666666,0.7142857142857143,0.4,0.5,0.5,0.2857142857142857,,,,,,,,,,,,,,,1.0,0.5,,,0.6666666666666666,0.5,,,,,0.7142857142857143,,0.5089142857142858,0.62435,0.47553333333333336,0.36363636363636365,0.36363636363636365,0.4,0.6,2.2857142857142856,,0.4838709677419355,,,,2.0,,0.2,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,True,,
2243,1610612738,Brian Scalabrine,Brian Scalabrine,2243,BOS,56251.0,938,-26.0,1783,1759,597,622,186,3542,21.0,37,6.0,8.0,7.0,11.0,5.0,13.0,17.0,56.0,11.0,35.0,6.0,13.0,20.0,52.0,1.0,6.0,21.0,43,106,31.0,87.0,26.0,205,1784,9.0,18.0,3.0,,27.0,11.0,25,12.0,34.0,15.0,73,58,28,90.0,3.0,8.0,51.0,20.0,6.0,36.0,15.0,51.0,12.0,3.0,23.0,5.0,8.0,117.0,6.0,19.0,17.0,60,10.0,87,27.0,114,2.0,21.0,12.0,9.0,25.0,17.0,25.0,8.0,7.0,50,2.0,13.0,53,127,41,36.0,2.0,14.0,5.0,18.0,17.0,1.0,19.0,13.0,,,73,597,23.0,5.0,0.6744186046511628,0.7435897435897436,0.967741935483871,0.3563218390804598,0.35294117647058826,0.36046511627906974,0.4056603773584906,0.5,0.44,0.4637305699481865,0.6428571428571429,0.4915254237288136,0.4880952380952381,0.6428571428571429,0.5447761194029851,0.45077720207253885,0.05660377358490566,0.10810810810810811,13.019529293940913,0.5,0.11235955056179775,0.10033444816053512,0.031879194630872486,0.09550561797752809,0.03428571428571429,0.09922680412371133,0.0324254215304799,0.029197080291970802,0.024793388429752067,0.040983606557377046,0.10317460317460317,0.11374407582938388,0.07142857142857142,0.15384615384615385,0.018518518518518517,0.6842105263157895,0.19170984455958548,0.5675675675675675,0.6363636363636364,0.5238095238095238,0.06735751295336788,0.38461538461538464,0.45454545454545453,0.6,0.29015544041450775,0.30357142857142855,0.30357142857142855,0.8823529411764706,0.18134715025906736,0.3142857142857143,0.3142857142857143,1.0,0.2694300518134715,0.38461538461538464,0.38461538461538464,0.38095238095238093,0.75,,0.047619047619047616,0.1864406779661017,0.6363636363636364,0.22033898305084745,0.46153846153846156,0.3559322033898305,0.2857142857142857,0.6424870466321243,0.39215686274509803,0.4842325520833331,0.45573333333333343,0.4895008620689653,0.06829268292682927,0.11864406779661017,0.13170731707317074,0.35609756097560974,11.545283018867925,24.95172413793103,0.33482893998878294,1.0,,10.0,6.0,,0.041474654377880185,0.018867924528301886,0.07407407407407407,5.0,2.0,13.0,10.0,,0.95,3.0,0.15384615384615385,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.03636363636363636,0.09523809523809523,1.0,1.0,1.0,1.0,,,,,,,,,True,,
1709,1610612738,Michael Olowokandi,Michael Olowokandi,1709,BOS,7316.0,122,-28.0,218,218,53,47,13,436,6.0,9,2.0,3.0,3.0,3.0,10.0,24.0,,2.0,,,,,,,,,,16,35,,,5.0,37,211,3.0,4.0,,,6.0,3.0,5,,,2.0,8,10,22,,,4.0,,,1.0,3.0,1.0,4.0,1.0,,2.0,,1.0,9.0,1.0,2.0,3.0,22,5.0,30,3.0,33,,3.0,2.0,1.0,3.0,1.0,10.0,2.0,3.0,13,,3.0,5,14,9,8.0,,4.0,,5.0,5.0,,5.0,2.0,1.0,,8,53,,,0.3125,0.35714285714285715,,,,,0.45714285714285713,0.75,0.6,0.45714285714285713,0.75,0.6,0.47435897435897434,0.75,0.6666666666666666,,0.02857142857142857,,22.317596566523605,0.23076923076923078,0.8333333333333334,0.27848101265822783,0.023529411764705882,0.15789473684210525,0.1,0.25510204081632654,0.031578947368421054,,0.02702702702702703,0.14285714285714285,0.26666666666666666,0.2727272727272727,0.2,,,0.4,0.2571428571428571,0.6666666666666666,0.6666666666666666,0.5,0.6857142857142857,0.4166666666666667,0.43478260869565216,0.2,0.05714285714285714,,,,,,,,,,,0.75,0.6666666666666666,,,0.6,1.0,,,,,0.2571428571428571,,0.43500857142857147,0.5195,0.51468,0.10256410256410256,0.10256410256410256,0.16216216216216217,0.21621621621621623,6.7371428571428575,,0.24311926605504589,,1.0,4.0,,,0.045454545454545456,,0.3125,,,1.0,,,,3.0,0.041666666666666664,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,
1718,1610612738,Paul Pierce,Paul Pierce,1718,BOS,27380.0,456,-18.0,881,871,381,393,87,1752,52.0,91,7.0,10.0,19.0,36.0,9.0,20.0,27.0,77.0,2.0,6.0,1.0,3.0,18.0,52.0,5.0,10.0,31.0,88,188,20.0,58.0,101.0,337,894,7.0,13.0,7.0,5.0,31.0,33.0,69,11.0,34.0,50.0,149,54,122,48.0,12.0,4.0,51.0,18.0,17.0,47.0,9.0,56.0,4.0,5.0,25.0,4.0,18.0,121.0,1.0,6.0,13.0,45,12.0,70,7.0,77,2.0,13.0,6.0,7.0,34.0,19.0,18.0,15.0,5.0,52,5.0,31.0,13,29,97,132.0,11.0,53.0,16.0,1.0,1.0,,1.0,1.0,,1.0,149,381,8.0,16.0,0.3068181818181818,0.313953488372093,0.8,0.3448275862068966,0.3235294117647059,0.3508771929824561,0.46808510638297873,0.5384615384615384,0.4782608695652174,0.4796747967479675,0.65,0.48058252427184467,0.5460526315789473,0.6739130434782609,0.5522388059701493,0.23577235772357724,0.09042553191489362,0.15384615384615385,36.36363636363637,0.6538461538461539,0.2608695652173913,0.1490066225165563,0.022641509433962263,0.1368421052631579,0.008771929824561403,0.14609571788413098,0.018469656992084433,,0.009433962264150943,,0.09923664122137404,0.23636363636363636,0.171875,0.06451612903225806,0.017391304347826087,1.0,0.3699186991869919,0.5714285714285714,0.6753246753246753,0.3076923076923077,0.08130081300813008,0.45,0.5,0.2222222222222222,0.3130081300813008,0.35064935064935066,0.35526315789473684,0.3333333333333333,0.024390243902439025,0.3333333333333333,0.3333333333333333,1.0,0.21138211382113822,0.34615384615384615,0.34615384615384615,0.5,0.7,0.42857142857142855,0.25,0.34951456310679613,0.5277777777777778,0.02912621359223301,0.3333333333333333,0.30097087378640774,0.3225806451612903,0.6056910569105691,0.35294117647058826,0.4898164609053497,0.5140857142857144,0.48419158415841596,0.1840277777777778,0.23043478260869565,0.09198813056379822,0.4421364985163205,9.02659574468085,26.3448275862069,0.43246311010215666,1.0,,5.0,,5.0,0.04504504504504504,0.027777777777777776,0.09836065573770492,5.0,,2.0,4.0,,0.7777777777777778,,0.1,1.0,2.0,3.0,4.0,,,,,,0.5714285714285714,,0.1,0.5,1.0,0.6,1.0,0.012987012987012988,,,,,,,,True,,
2570,1610612738,Kendrick Perkins,Kendrick Perkins,2570,BOS,12372.0,206,-24.0,386,374,110,128,50,760,13.0,26,5.0,11.0,3.0,7.0,8.0,16.0,,2.0,,,,,,,,,,21,44,,,15.0,57,391,6.0,13.0,,4.0,16.0,6.0,15,,,4.0,16,16,26,,,12.0,,,5.0,5.0,5.0,10.0,4.0,1.0,4.0,1.0,,25.0,4.0,18.0,11.0,21,12.0,44,23.0,67,3.0,2.0,2.0,,10.0,6.0,13.0,4.0,3.0,23,3.0,5.0,19,34,17,21.0,3.0,9.0,3.0,20.0,11.0,6.0,20.0,11.0,,1.0,16,110,3.0,3.0,0.38095238095238093,0.5333333333333333,,,,,0.4772727272727273,0.46153846153846156,0.4,0.4772727272727273,0.46153846153846156,0.4,0.5377358490566038,0.5,0.42105263157894735,,0.11363636363636363,0.15384615384615385,17.04035874439462,0.43478260869565216,0.5217391304347826,0.16279069767441862,0.13636363636363635,0.28205128205128205,0.08333333333333333,0.19047619047619047,0.12222222222222222,0.09375,0.03773584905660377,0.08571428571428572,0.14,0.14634146341463414,0.2857142857142857,0.2727272727272727,0.16666666666666666,0.55,0.5909090909090909,0.5,0.5909090909090909,0.38461538461538464,0.36363636363636365,0.5,0.5333333333333333,0.375,0.045454545454545456,,,,,,,,,,,0.8461538461538461,0.45454545454545453,,,0.4666666666666667,0.42857142857142855,,,,,0.5909090909090909,,0.4854954545454546,0.5726153846153846,0.45463333333333344,0.18,0.18,0.2807017543859649,0.2807017543859649,3.7636363636363637,,0.2849740932642487,,2.0,2.0,2.0,,0.2765957446808511,0.07692307692307693,0.21052631578947367,3.0,,5.0,1.0,3.0,,1.0,0.0625,,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,,,,,,True,,
2754,1610612738,Tony Allen,Tony Allen,2754,BOS,22462.0,374,-36.0,711,707,224,228,80,1418,34.0,58,5.0,11.0,12.0,14.0,2.0,15.0,4.0,18.0,3.0,7.0,1.0,4.0,3.0,9.0,,,1.0,40,91,6.0,16.0,35.0,133,722,5.0,14.0,,3.0,13.0,13.0,20,1.0,5.0,12.0,41,30,50,15.0,3.0,4.0,9.0,3.0,9.0,12.0,8.0,20.0,3.0,5.0,3.0,1.0,8.0,48.0,3.0,7.0,4.0,19,2.0,25,10.0,35,2.0,22.0,11.0,11.0,14.0,5.0,12.0,9.0,1.0,26,3.0,9.0,24,48,42,49.0,8.0,25.0,3.0,4.0,2.0,,5.0,1.0,,,41,224,7.0,3.0,0.375,0.39473684210526316,0.8333333333333334,0.375,0.2,0.375,0.43956043956043955,0.35714285714285715,0.65,0.45794392523364486,0.35714285714285715,0.58,0.5196850393700787,0.43333333333333335,0.5857142857142857,0.14953271028037382,0.0989010989010989,0.10344827586206896,19.172932330827066,0.5384615384615384,0.06060606060606061,0.08520179372197309,0.028925619834710745,0.05405405405405406,0.05555555555555555,0.07744107744107744,0.033783783783783786,0.07017543859649122,0.011904761904761904,0.025,0.10476190476190476,0.08450704225352113,0.038461538461538464,0.09090909090909091,0.0392156862745098,0.2,0.5420560747663551,0.5862068965517241,0.6538461538461539,0.4411764705882353,0.14018691588785046,0.13333333333333333,0.15384615384615385,,0.16822429906542055,0.2222222222222222,0.23529411764705882,,0.06542056074766354,0.42857142857142855,0.42857142857142855,1.0,0.08411214953271028,0.3333333333333333,0.3333333333333333,0.7857142857142857,0.45454545454545453,0.4,,0.56,0.8571428571428571,0.16,0.25,0.04,,0.6915887850467289,0.3333333333333333,0.5382714953271028,0.5529999999999999,0.5726199999999999,0.20161290322580644,0.23148148148148148,0.09774436090225563,0.3082706766917293,5.409890109890109,24.387499999999996,0.3150492264416315,,1.0,1.0,,1.0,0.019801980198019802,0.14285714285714285,0.0425531914893617,4.0,1.0,3.0,2.0,2.0,0.6666666666666666,3.0,0.13333333333333333,,,,,,,1.0,1.0,,,,,,,,,0.05555555555555555,,,,,,,,True,,
1711,1610612738,Raef LaFrentz,Raef LaFrentz,1711,BOS,6552.0,109,-30.0,222,215,73,63,21,437,1.0,7,1.0,5.0,,3.0,,,2.0,6.0,4.0,5.0,2.0,3.0,3.0,12.0,,1.0,6.0,3,13,7.0,17.0,,27,237,1.0,5.0,,,2.0,2.0,6,3.0,9.0,,13,2,4,21.0,,2.0,12.0,3.0,2.0,2.0,3.0,5.0,3.0,,1.0,1.0,,13.0,2.0,6.0,3.0,13,4.0,20,8.0,28,,1.0,,1.0,1.0,1.0,3.0,,,4,,3.0,9,16,2,,,,,5.0,4.0,,5.0,4.0,1.0,,13,73,3.0,,0.3333333333333333,0.5,1.0,0.4117647058823529,0.3333333333333333,0.4117647058823529,0.23076923076923078,0.2,0.3333333333333333,0.45,0.2,0.43333333333333335,0.45,0.2,0.43333333333333335,0.5666666666666667,0.15384615384615385,0.2857142857142857,13.654618473895582,0.25,0.23529411764705882,0.19696969696969696,0.08571428571428572,0.13636363636363635,0.06896551724137931,0.18181818181818182,0.08080808080808081,,0.06451612903225806,0.08695652173913043,0.18518518518518517,0.21428571428571427,0.2,,,0.8,0.23333333333333334,0.14285714285714285,0.2,,,,,,0.2,0.3333333333333333,0.3333333333333333,0.5,0.16666666666666666,0.8,0.8,1.0,0.4,0.25,0.25,1.0,0.2,,,0.2,,0.2,0.6666666666666666,0.4,0.16666666666666666,0.8,0.25,0.5025383333333333,0.56444,0.47728333333333334,,,0.07407407407407407,0.48148148148148145,9.599999999999998,24.623529411764707,0.32882882882882886,,,1.0,1.0,,0.14814814814814814,,0.18181818181818182,1.0,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
