EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FTOffRebounds,FG3APct,OffFTReboundPct,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Corner3Assists,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,on,Clear Path Fouls
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,28316.0,472,-108.0,864,875,248.0,248.0,90.0,1739,50.0,89.0,10.0,19.0,10.0,24.0,12.0,42.0,5.0,15.0,67.0,146.0,53.0,187.0,933,11.0,22.0,3.0,25.0,12.0,32.0,19.0,43.0,78.0,56.0,12.0,24.0,11.0,7.0,18.0,7.0,7.0,1.0,3.0,43.0,4.0,22.0,12.0,29.0,13.0,54.0,26.0,80.0,4.0,8.0,5.0,3.0,16.0,5.0,5.0,24.0,2.0,11.0,1.0,7.0,40.0,4.0,7.0,42.0,83.0,8.0,7.0,66.0,5.0,4.0,77.0,9.0,37.0,6.0,14.0,9.0,2.0,3.0,14.0,5.0,2.0,2.0,2.0,43.0,248.0,11.0,5.0,0.582089552238806,0.639344262295082,0.4589041095890411,0.5,0.375,0.4589041095890411,0.5,0.375,0.5194444444444445,0.5,0.48863636363636365,0.1643835616438356,0.20224719101123595,0.11904761904761904,0.06666666666666667,22.68041237113402,0.4,0.3170731707317073,0.1,0.06984126984126984,0.13043478260869565,0.04597701149425287,0.10732984293193717,0.06467661691542288,0.14545454545454545,0.03225806451612903,0.026785714285714284,0.04477611940298507,0.05,0.07207207207207207,0.203125,0.06956521739130435,0.136986301369863,0.10526315789473684,0.07272727272727272,0.35714285714285715,0.6095890410958904,0.5617977528089888,0.704225352112676,0.64,0.2876712328767123,0.2857142857142857,0.32432432432432434,0.3333333333333333,0.10273972602739725,0.3333333333333333,0.35714285714285715,0.6,0.8636363636363636,0.5263157894736842,0.2,0.75,0.4166666666666667,0.6095890410958904,0.490868493150685,0.56404,0.515934375,0.21264367816091953,0.21264367816091953,0.13368983957219252,0.22994652406417113,4.376027397260274,0.28703703703703703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,5746.0,96,-7.0,180,175,63.0,45.0,31.0,355,5.0,10.0,1.0,3.0,,3.0,1.0,3.0,1.0,3.0,7.0,16.0,7.0,21.0,188,1.0,4.0,,2.0,,4.0,3.0,3.0,12.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,5.0,7.0,10.0,1.0,3.0,,4.0,18.0,22.0,,6.0,5.0,1.0,3.0,,1.0,,,2.0,,,3.0,,1.0,11.0,20.0,3.0,,13.0,2.0,,17.0,3.0,10.0,,1.0,1.0,,,1.0,1.0,,,,3.0,63.0,2.0,,0.8571428571428571,1.0,0.4375,0.25,,0.4117647058823529,0.25,,0.4375,0.2,0.1875,0.1875,0.3,,,12.442396313364055,1.0,,0.057692307692307696,0.20833333333333334,0.0625,0.22580645161290322,0.058823529411764705,0.21518987341772153,,0.3,0.2916666666666667,0.22727272727272727,0.2222222222222222,0.045454545454545456,0.1,0.05,0.09090909090909091,,,1.0,0.5882352941176471,0.5,0.7142857142857143,0.8,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.75,0.3333333333333333,,0.6,,0.6470588235294118,0.4803375,0.34985,0.44395,0.4166666666666667,0.43478260869565216,0.09523809523809523,0.14285714285714285,5.58125,0.35,1.0,1.0,1.0,1.0,1.0,1.0,0.058823529411764705,0.07142857142857142,0.058823529411764705,0.2,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1517,1610612763,Bobby Jackson,Bobby Jackson,1517,MEM,71611.0,1194,36.0,2136,2143,683.0,633.0,253.0,4279,61.0,121.0,2.0,10.0,16.0,32.0,7.0,42.0,27.0,107.0,95.0,270.0,69.0,538.0,2201,2.0,20.0,6.0,61.0,24.0,83.0,30.0,159.0,40.0,150.0,,31.0,89.0,36.0,125.0,28.0,45.0,8.0,36.0,286.0,11.0,16.0,27.0,88.0,2.0,117.0,29.0,146.0,10.0,40.0,22.0,18.0,51.0,12.0,31.0,22.0,1.0,20.0,1.0,2.0,73.0,5.0,22.0,50.0,112.0,4.0,3.0,110.0,4.0,9.0,100.0,11.0,42.0,13.0,1.0,1.0,,,1.0,1.0,,,2.0,159.0,683.0,22.0,14.0,0.21052631578947367,0.21052631578947367,0.35185185185185186,0.1,0.2891566265060241,0.46993987975951906,0.5,0.3932926829268293,0.4953959484346225,0.5169491525423728,0.4274193548387097,0.11481481481481481,0.19834710743801653,0.11904761904761904,0.018691588785046728,25.319061342116097,0.6986301369863014,0.02247191011235955,0.11796246648793565,0.02384500745156483,0.11894273127753303,0.03426791277258567,0.11819116135662898,0.02721774193548387,0.022026431718061675,0.04145077720207254,0.01195219123505976,0.04128440366972477,0.019417475728155338,0.08368200836820083,0.12435233160621761,0.14012738853503184,0.1130952380952381,0.13559322033898305,0.03731343283582089,1.0,0.24248496993987975,0.5041322314049587,0.6288659793814433,0.18032786885245902,0.0841683366733467,0.16666666666666666,0.1891891891891892,0.14285714285714285,0.21442885771543085,0.2523364485981308,0.2571428571428571,0.2962962962962963,0.18181818181818182,0.2,0.5,0.1951219512195122,0.5,0.7014028056112225,0.5031409274193548,0.5109851351351351,0.4718121118012423,0.08113207547169811,0.13953488372093023,0.11338289962825279,0.2955390334572491,8.72851851851852,0.3197565543071161,144.0,50.0,229.0,81.0,141.0,2.0,0.4589178356713427,0.021052631578947368,0.28857715430861725,0.3048780487804878,24.97772925764192,41.0,85.0,9.0,16.0,14.0,31.0,52.0,8.0,19.0,13.0,93.0,17.0,35.0,27.0,237.0,42.0,3.0,52.0,8.0,1.0,1.0,1.0,0.8494623655913979,0.40611353711790393,0.4857142857142857,0.3333333333333333,0.41150442477876104,0.17034068136272545,0.4823529411764706,0.4823529411764706,0.9512195121951219,0.3611111111111111,0.3611111111111111,0.7692307692307693,0.2909090909090909,0.5625,0.8888888888888888,0.34545454545454546,0.42105263157894735,0.75,0.18902439024390244,0.45161290322580644,0.26,0.36879432624113473,0.004366812227074236,,,,,,,,,True,
2034,1610612763,Mike Miller,Mike Miller,2034,MEM,136056.0,2268,83.0,4097,4095,1437.0,1319.0,484.0,8192,113.0,174.0,13.0,27.0,38.0,62.0,11.0,41.0,92.0,206.0,216.0,421.0,168.0,1014.0,4235,16.0,39.0,10.0,75.0,63.0,134.0,79.0,319.0,208.0,224.0,18.0,29.0,146.0,54.0,200.0,32.0,88.0,22.0,36.0,454.0,13.0,26.0,68.0,245.0,42.0,355.0,42.0,397.0,6.0,52.0,37.0,15.0,69.0,22.0,49.0,71.0,8.0,20.0,2.0,6.0,140.0,17.0,52.0,77.0,173.0,6.0,27.0,175.0,10.0,18.0,210.0,23.0,75.0,27.0,27.0,19.0,4.0,4.0,27.0,18.0,,,2.0,319.0,1437.0,22.0,25.0,0.48148148148148145,0.5024154589371981,0.5130641330166271,0.41025641025641024,0.4701492537313433,0.5565789473684211,0.4391891891891892,0.5217391304347826,0.5911799761620977,0.487012987012987,0.5799256505576208,0.0688836104513064,0.12643678160919541,0.14634146341463414,0.0048543689320388345,21.053763440860216,0.4928571428571429,0.25766871165644173,0.17049408489909534,0.020186335403726708,0.14977973568281938,0.022727272727272728,0.165520888418826,0.020967741935483872,0.029723991507430998,0.018867924528301886,0.011210762331838564,0.027227722772277228,0.011904761904761904,0.1492842535787321,0.1873198847262248,0.17803660565723795,0.1606060606060606,0.12096774193548387,0.016172506738544475,0.6666666666666666,0.22894736842105262,0.6494252873563219,0.743421052631579,0.39823008849557523,0.05394736842105263,0.2682926829268293,0.3142857142857143,0.2727272727272727,0.2710526315789474,0.44660194174757284,0.44878048780487806,0.6086956521739131,0.36486486486486486,0.48148148148148145,0.07692307692307693,0.26956521739130435,0.6129032258064516,0.675,0.5089962499999998,0.5205810344827587,0.5012289130434785,0.09236453201970443,0.15856236786469344,0.07396449704142012,0.3145956607495069,10.703562945368173,0.3507444471564559,305.0,83.0,339.0,96.0,305.0,3.0,0.44605263157894737,0.01694915254237288,0.40131578947368424,0.36086956521739133,24.958112094395283,8.0,34.0,1.0,4.0,4.0,13.0,130.0,10.0,31.0,34.0,138.0,11.0,35.0,38.0,363.0,51.0,,130.0,22.0,,29.0,,0.8768115942028986,0.40707964601769914,0.3142857142857143,0.3958333333333333,0.40707964601769914,0.04473684210526316,0.23529411764705882,0.23529411764705882,1.0,0.4262295081967213,0.4262295081967213,0.8692307692307693,0.05405405405405406,0.25,1.0,0.4189189189189189,0.3225806451612903,1.0,0.05652173913043478,0.3076923076923077,0.40963855421686746,0.4262295081967213,,,,,,,,,,True,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,34382.0,573,-102.0,1038,1029,229.0,242.0,103.0,2067,33.0,53.0,4.0,7.0,3.0,6.0,4.0,18.0,20.0,60.0,57.0,131.0,29.0,149.0,1088,7.0,13.0,,14.0,4.0,23.0,9.0,17.0,56.0,58.0,6.0,11.0,13.0,9.0,22.0,4.0,9.0,1.0,3.0,53.0,1.0,7.0,10.0,30.0,1.0,41.0,10.0,51.0,1.0,26.0,11.0,15.0,13.0,2.0,6.0,17.0,3.0,7.0,2.0,2.0,30.0,1.0,6.0,23.0,75.0,6.0,7.0,40.0,1.0,8.0,45.0,4.0,22.0,2.0,9.0,7.0,,2.0,9.0,4.0,4.0,,,17.0,229.0,13.0,,0.49122807017543857,0.5185185185185185,0.4351145038167939,0.5384615384615384,0.17391304347826086,0.410958904109589,0.5384615384615384,0.14814814814814814,0.44879518072289154,0.5,0.25,0.08396946564885496,0.1320754716981132,0.2222222222222222,,16.85296646603611,0.43333333333333335,0.023809523809523808,0.09063444108761329,0.019178082191780823,0.09174311926605505,0.00909090909090909,0.09090909090909091,0.016842105263157894,0.01694915254237288,0.0449438202247191,0.006329113924050633,0.011764705882352941,,0.06837606837606838,0.06172839506172839,0.12781954887218044,0.075,0.13793103448275862,0.013888888888888888,0.4444444444444444,0.363013698630137,0.6226415094339622,0.717391304347826,0.24242424242424243,0.1232876712328767,0.2222222222222222,0.2857142857142857,0.5,0.410958904109589,0.3333333333333333,0.3333333333333333,0.9,0.5384615384615384,0.5714285714285714,,0.2222222222222222,0.5,0.4657534246575342,0.48045102739726026,0.5101199999999999,0.42727592592592595,0.13414634146341464,0.1476510067114094,0.09395973154362416,0.11409395973154363,9.864885496183206,0.220616570327553,1.0,1.0,15.0,4.0,1.0,2.0,0.10273972602739725,0.037037037037037035,0.00684931506849315,0.037037037037037035,23.506666666666668,2.0,14.0,,,,3.0,,,,,2.0,,,,6.0,,,,5.0,,,,1.0,0.13333333333333333,,,0.13333333333333333,0.0958904109589041,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,True,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,21113.0,352,-63.0,622,621,167.0,167.0,64.0,1243,11.0,34.0,,2.0,3.0,10.0,1.0,10.0,11.0,39.0,23.0,83.0,3.0,49.0,628,1.0,5.0,,2.0,5.0,18.0,1.0,11.0,10.0,36.0,,5.0,26.0,17.0,43.0,10.0,12.0,3.0,11.0,103.0,2.0,1.0,8.0,14.0,,22.0,3.0,25.0,1.0,12.0,3.0,9.0,11.0,4.0,8.0,8.0,2.0,3.0,,1.0,19.0,,7.0,9.0,29.0,3.0,1.0,15.0,1.0,3.0,12.0,2.0,4.0,3.0,,,,,,,,,,11.0,167.0,3.0,2.0,0.21739130434782608,0.21739130434782608,0.27710843373493976,0.2,0.2777777777777778,0.26744186046511625,0.16666666666666666,0.25,0.2692307692307692,0.16666666666666666,0.2391304347826087,0.060240963855421686,0.14705882352941177,,,15.691868758915835,0.5789473684210527,,0.06306306306306306,0.004149377593360996,0.11940298507462686,0.0392156862745098,0.07612456747404844,0.010273972602739725,,0.01639344262295082,,0.02564102564102564,0.08333333333333333,0.0641025641025641,0.020833333333333332,0.08333333333333333,0.10416666666666667,0.15789473684210525,0.019230769230769232,,0.3953488372093023,0.3235294117647059,0.3793103448275862,0.18181818181818182,0.11627906976744186,0.1,0.1,,0.45348837209302323,0.28205128205128205,0.28205128205128205,0.2727272727272727,0.3333333333333333,,,0.5,0.3,0.43023255813953487,0.4590564705882354,0.4036,0.45285000000000003,0.045454545454545456,0.047058823529411764,0.04081632653061224,0.22448979591836735,10.003614457831326,0.2684887459807074,2.0,1.0,3.0,2.0,1.0,,0.03488372093023256,,0.023255813953488372,0.05,31.266666666666666,,1.0,,1.0,,1.0,,,,,,,1.0,,,,1.0,,7.0,,,,,,,,,0.011627906976744186,,,,,,,0.16666666666666666,,,,,,0.05,,,,,2.0,0.6666666666666666,1.0,0.5,,,,,True,
101194,1610612763,Anthony Roberson,Anthony Roberson,101194,MEM,526.0,9,-1.0,14,15,,,1.0,29,,1.0,,,,,,,1.0,1.0,1.0,2.0,,2.0,8,,,,,,,,,,2.0,,1.0,,,,,,,,,,,1.0,2.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,0.5,,,0.5,,,0.5,1.0,,,13.333333333333334,,,0.2222222222222222,,0.25,,0.23076923076923078,,,,,,,,,0.6666666666666666,0.3333333333333333,,,,0.5,,,,,,,,0.5,1.0,1.0,,,,,,,0.5,0.47775,,,,,,,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
2200,1610612763,Pau Gasol,Pau Gasol,2200,MEM,100596.0,1677,132.0,3048,3046,1220.0,1099.0,346.0,6094,171.0,264.0,35.0,57.0,63.0,107.0,84.0,235.0,31.0,85.0,286.0,584.0,253.0,834.0,3153,48.0,86.0,20.0,116.0,98.0,210.0,147.0,349.0,282.0,290.0,46.0,60.0,89.0,99.0,188.0,73.0,60.0,7.0,22.0,475.0,37.0,58.0,50.0,179.0,48.0,277.0,103.0,380.0,7.0,29.0,22.0,7.0,72.0,3.0,43.0,40.0,11.0,29.0,1.0,5.0,112.0,7.0,49.0,58.0,110.0,4.0,15.0,320.0,24.0,13.0,373.0,19.0,130.0,66.0,73.0,55.0,3.0,15.0,78.0,41.0,1.0,,3.0,349.0,1220.0,14.0,65.0,0.493006993006993,0.5361216730038023,0.4897260273972603,0.5581395348837209,0.4666666666666667,0.4907094594594595,0.5517241379310345,0.4697674418604651,0.5422626788036411,0.5858585858585859,0.5453125,0.10273972602739725,0.125,0.1148936170212766,,25.565873476494485,0.6428571428571429,0.4,0.16620241411327763,0.06415929203539823,0.14204545454545456,0.08240534521158129,0.1602519244226732,0.07021433850702144,0.09565217391304348,0.05017921146953405,0.039285714285714285,0.08463949843260188,0.07692307692307693,0.14705882352941177,0.18604651162790697,0.1707865168539326,0.14979757085020243,0.12380952380952381,0.029045643153526972,0.5256410256410257,0.44594594594594594,0.6477272727272727,0.7402597402597403,0.5380116959064327,0.3969594594594595,0.3574468085106383,0.40384615384615385,0.27380952380952384,0.14358108108108109,0.36470588235294116,0.36470588235294116,0.8387096774193549,0.6551724137931034,0.6140350877192983,0.22857142857142856,0.49767441860465117,0.5887850467289719,0.4594594594594595,0.4540660744500845,0.49573507462686556,0.4599219626168225,0.18492176386913228,0.18705035971223022,0.13908872901678657,0.4184652278177458,5.545205479452056,0.400262467191601,5.0,3.0,8.0,5.0,4.0,8.0,0.013513513513513514,0.064,0.008445945945945946,0.013953488372093023,32.225,1.0,3.0,,1.0,,2.0,2.0,,,2.0,3.0,,1.0,2.0,9.0,,1.0,2.0,26.0,,,,1.0,0.375,,0.4,0.42857142857142855,0.005067567567567568,0.3333333333333333,0.3333333333333333,1.0,0.4,0.4,1.0,0.011494252873563218,,,,,,0.009302325581395349,,0.6666666666666666,0.5,,,,,,5.0,3.0,2.0,2.0,True,
224,1610612763,Eddie Jones,Eddie Jones,224,MEM,61729.0,1029,121.0,1871,1870,754.0,659.0,245.0,3741,38.0,64.0,4.0,9.0,12.0,20.0,7.0,25.0,10.0,35.0,55.0,124.0,71.0,352.0,1950,7.0,16.0,8.0,34.0,19.0,36.0,44.0,157.0,64.0,46.0,2.0,14.0,40.0,20.0,60.0,12.0,22.0,6.0,12.0,140.0,7.0,8.0,24.0,70.0,2.0,96.0,16.0,112.0,2.0,55.0,33.0,22.0,14.0,4.0,10.0,17.0,,4.0,1.0,2.0,31.0,6.0,8.0,36.0,93.0,1.0,8.0,80.0,4.0,12.0,87.0,2.0,26.0,15.0,11.0,8.0,,3.0,13.0,7.0,2.0,,1.0,157.0,754.0,15.0,15.0,0.5818181818181818,0.5925925925925926,0.4435483870967742,0.4375,0.5277777777777778,0.503584229390681,0.3939393939393939,0.553921568627451,0.5454545454545454,0.43243243243243246,0.609375,0.11290322580645161,0.15625,0.16,,16.37043966323667,0.45161290322580644,0.02702702702702703,0.10719754977029096,0.014652014652014652,0.1085972850678733,0.02258064516129032,0.10755148741418764,0.017523364485981307,0.013824884792626729,0.005649717514124294,0.02631578947368421,0.023696682464454975,0.020202020202020204,0.09251101321585903,0.10119047619047619,0.12403100775193798,0.1125,0.09836065573770492,0.013422818791946308,0.5384615384615384,0.22939068100358423,0.59375,0.7037037037037037,0.5789473684210527,0.08960573476702509,0.28,0.3333333333333333,0.2857142857142857,0.12544802867383512,0.2857142857142857,0.2857142857142857,0.8,0.2727272727272727,0.4444444444444444,0.5,0.19607843137254902,0.6,0.7849462365591398,0.5221079422382671,0.5305478260869565,0.5234465,0.08881578947368421,0.17567567567567569,0.09659090909090909,0.4460227272727273,7.233064516129033,0.40299305184393375,80.0,35.0,155.0,66.0,78.0,1.0,0.5555555555555556,0.012345679012345678,0.2867383512544803,0.3431372549019608,24.614838709677425,25.0,75.0,1.0,9.0,14.0,31.0,32.0,3.0,8.0,11.0,57.0,4.0,17.0,25.0,156.0,15.0,2.0,32.0,8.0,,4.0,1.0,0.9122807017543859,0.36774193548387096,0.23529411764705882,0.3787878787878788,0.37254901960784315,0.26881720430107525,0.3333333333333333,0.3333333333333333,0.92,0.4,0.4050632911392405,0.90625,0.2727272727272727,0.1111111111111111,,0.24242424242424243,0.375,1.0,0.30392156862745096,0.45161290322580644,0.3142857142857143,0.41025641025641024,0.00641025641025641,1.0,0.0064516129032258064,,0.0125,2.0,1.0,1.0,,True,
953,1610612763,Lorenzen Wright,Lorenzen Wright,953,MEM,44419.0,740,34.0,1298,1294,368.0,310.0,168.0,2592,61.0,95.0,19.0,30.0,10.0,19.0,13.0,44.0,8.0,27.0,82.0,166.0,33.0,197.0,1302,25.0,41.0,11.0,61.0,16.0,34.0,12.0,44.0,120.0,44.0,30.0,22.0,12.0,6.0,18.0,2.0,9.0,2.0,1.0,42.0,15.0,41.0,20.0,75.0,12.0,107.0,57.0,164.0,4.0,22.0,11.0,11.0,11.0,,5.0,20.0,3.0,6.0,,3.0,31.0,5.0,8.0,35.0,93.0,12.0,10.0,52.0,11.0,4.0,55.0,11.0,30.0,3.0,22.0,18.0,1.0,3.0,22.0,11.0,1.0,1.0,1.0,44.0,368.0,7.0,3.0,0.7317073170731707,0.8955223880597015,0.4939759036144578,0.6097560975609756,0.47058823529411764,0.4880952380952381,0.5952380952380952,0.4444444444444444,0.5184210526315789,0.6354166666666666,0.5,0.13253012048192772,0.18947368421052632,0.06818181818181818,0.037037037037037035,14.852150537634408,0.3548387096774194,0.2857142857142857,0.1488095238095238,0.08874458874458875,0.14705882352941177,0.08823529411764706,0.1484375,0.08860759493670886,0.10650887573964497,0.0975609756097561,0.06470588235294118,0.07017543859649122,0.125,0.10135135135135136,0.16535433070866143,0.1703056768558952,0.16831683168316833,0.08571428571428572,0.06349206349206349,0.5,0.5654761904761905,0.6421052631578947,0.7922077922077922,0.7213114754098361,0.2619047619047619,0.29545454545454547,0.3170731707317073,0.6923076923076923,0.16071428571428573,0.2962962962962963,0.3076923076923077,0.875,0.7142857142857143,0.6333333333333333,0.21052631578947367,0.5277777777777778,0.5263157894736842,0.5773809523809523,0.482221130952381,0.5162060606060608,0.4779291666666666,0.16042780748663102,0.16216216216216217,0.3096446700507614,0.2233502538071066,5.151204819277108,0.2835130970724191,2.0,2.0,2.0,2.0,2.0,1.0,0.011904761904761904,0.018867924528301886,0.011904761904761904,0.05555555555555555,29.1,,,,,,,,,1.0,,,,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,0.023809523809523808,,,,,,,,,,,,,,,2.0,True,
