EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,Offensive Fouls Drawn,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,Usage,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGA,SecondChanceArc3FGA,FG3A,FtPoints,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,ThreePtAssists,Arc3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,FTOffRebounds,DefThreePtRebounds,LostBallSteals,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LongMidRangePctBlocked,OffFTReboundPct,DefThreePtReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyAtRimFGM,FTDefRebounds,DefFTReboundPct,AtRimPctAssisted,SecondChanceAtRimPctAssisted,PenaltyAtRimAccuracy,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,BlockedShortMidRange,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,NonShootingPenaltyNonTakeFouls,AtRimPctBlocked,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,Corner3Assists,SelfOReb,Loose Ball Fouls Drawn,Blocked3s,BlockedArc3,SelfORebPct,OffThreePtRebounds,Loose Ball Fouls,OffThreePtReboundPct,OffArc3ReboundPct,Technical Free Throw Trips,OffAtRimReboundPct,Travels,SecondChanceFtPoints,LostBallOutOfBoundsTurnovers,on,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,SecondChanceFg3Pct,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedLongMidRange,OffensiveGoaltends,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Corner3PctBlocked
101117,1610612746,Yaroslav Korolev,Yaroslav Korolev,101117,LAC,576.0,10,9.0,18,17,5,11,4.0,35,1.0,1.0,1.0,1.0,1.0,1.0,2,2.0,8,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,2,1.0,1.0,1.0,1.0,5,0.5,1.0,0.5,1.0,0.5,1.0,9.090909090909092,0.25,0.14285714285714285,0.25,0.125,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.43270000000000003,0.544,1.0,10.15,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
101137,1610612746,Daniel Ewing,Daniel Ewing,101137,LAC,3102.0,52,13.0,100,100,49,61,8.0,200,,1.0,,,6.0,5.0,12,16.0,83,2.0,2.0,4.0,6.0,,7.0,8.0,5.0,17.0,1.0,3.0,3,1.0,4,,,4.0,,49,0.4166666666666667,1.0,0.38461538461538464,0.6666666666666666,0.47058823529411764,0.6666666666666666,21.296296296296294,0.07317073170731707,0.038461538461538464,0.061224489795918366,0.02857142857142857,,0.08333333333333333,0.07692307692307693,,,0.46153846153846156,,,0.15384615384615385,0.4122461538461538,0.4678,0.25,14.274999999999999,0.49,1.0,2.0,5.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,6.0,5.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,6.0,2.0,3.0,5.0,8.0,3.0,1.0,7.0,1.0,0.4,0.4,0.16666666666666666,0.16666666666666666,0.3888888888888889,0.07692307692307693,0.08333333333333333,0.2,0.8333333333333334,0.08333333333333333,0.10526315789473684,0.38461538461538464,0.4,0.5,0.5,0.5,0.6666666666666666,0.07692307692307693,0.3333333333333333,0.16666666666666666,0.39835,0.1875,0.2,0.4375,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
101189,1610612746,James Singleton,James Singleton,101189,LAC,3204.0,53,9.0,98,99,39,49,15.0,197,1.0,1.0,,,3.0,1.0,5,14.0,89,,,,2.0,,3.0,3.0,,6.0,1.0,4.0,5,2.0,7,3.0,2.0,2.0,,39,0.2,,0.5,,0.5384615384615384,,11.504424778761063,0.10526315789473684,0.029411764705882353,0.1111111111111111,0.023809523809523808,,0.2,0.09090909090909091,1.0,1.0,0.2727272727272727,,,0.6363636363636364,0.4673772727272727,,,12.08,0.3979591836734694,,,1.0,,1.0,,6.0,3.0,,,,,6.0,,1.0,1.0,,,2.0,,,,,,,2.0,2.0,4.0,2.0,,6.0,,,,,1.0,1.0,0.5454545454545454,0.2,,,0.08333333333333333,0.05555555555555555,0.09090909090909091,,,,,,0.09090909090909091,,,0.5151,0.15384615384615385,0.2857142857142857,0.42857142857142855,23.55,2.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.5,0.6666666666666666,0.5,0.3333333333333333,0.2,0.14285714285714285,0.1,0.2,0.45454545454545453,0.4,0.4,1.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
101238,1610612746,Boniface Ndong,Boniface Ndong,101238,LAC,343.0,6,,12,10,6,5,2.0,22,1.0,1.0,1.0,1.0,,1.0,1,2.0,11,1.0,1.0,2.0,,,,,,,,,1,,1,,,,,6,1.0,1.0,1.0,1.0,1.0,1.0,7.142857142857142,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,0.7212,0.7212,1.0,,0.5,1.0,,,,,,,,,1.0,1.0,,2.0,2.0,,,,,,,,,,,,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,0.7212,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
452,1610612746,Vin Baker,Vin Baker,452,LAC,5099.0,85,19.0,160,156,74,72,17.0,316,3.0,7.0,1.0,2.0,1.0,7.0,15,27.0,146,1.0,2.0,2.0,8.0,2.0,4.0,4.0,3.0,8.0,1.0,12.0,17,2.0,19,4.0,2.0,13.0,2.0,74,0.4666666666666667,0.5,0.4666666666666667,0.5,0.5869565217391305,0.5,18.07909604519774,0.21428571428571427,0.019230769230769232,0.22857142857142856,0.015873015873015872,0.047619047619047616,0.07142857142857142,0.4666666666666667,0.42857142857142855,0.6,0.06666666666666667,1.0,0.5,0.4666666666666667,0.45947333333333334,0.53185,0.07407407407407407,4.826666666666667,0.4625,3.0,4.0,7.0,,,,,13.0,,4.0,7.0,5.0,13.0,6.0,,3.0,,,1.0,4.0,3.0,5.0,1.0,9.0,4.0,8.0,13.0,18.0,7.0,3.0,13.0,3.0,0.42857142857142855,0.5,0.5714285714285714,0.5714285714285714,0.5909090909090909,,0.2,0.14285714285714285,0.4444444444444444,,0.2962962962962963,0.4666666666666667,0.5714285714285714,0.6666666666666666,,,,,,0.42857142857142855,0.44885714285714284,0.35,0.35,0.48148148148148145,,,,,,,,,,,,,,,1.0,4.0,2.0,4.0,3.0,4.0,,,,,,0.14285714285714285,0.2857142857142857,0.2,0.25,,,,,,,,,,,,,2.0,1.0,0.1,0.6666666666666666,,0.6666666666666666,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.2857142857142857,0.5,0.25,0.25,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2733,1610612746,Shaun Livingston,Shaun Livingston,2733,LAC,3011.0,50,-8.0,97,91,48,32,11.0,188,4.0,4.0,1.0,1.0,3.0,5.0,10,15.0,102,1.0,2.0,2.0,4.0,2.0,7.0,10.0,,23.0,1.0,3.0,4,1.0,5,1.0,1.0,5.0,,48,0.5,0.5,0.5,0.5,0.5769230769230769,0.5,12.962962962962962,0.11538461538461539,0.02631578947368421,0.1111111111111111,0.023255813953488372,0.05555555555555555,,0.4,1.0,1.0,0.3,0.5,1.0,0.4,0.45857000000000003,0.4878,0.13333333333333333,7.369999999999999,0.4948453608247423,1.0,,3.0,1.0,,,,5.0,,1.0,1.0,5.0,7.0,6.0,,,3.0,2.0,2.0,1.0,1.0,,,1.0,,4.0,6.0,6.0,1.0,2.0,7.0,2.0,0.6,0.75,1.0,1.0,0.875,,,,1.0,,0.07142857142857142,0.3,,,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.6086,0.09090909090909091,0.09090909090909091,0.4666666666666667,,,,,,,,,,,,,,5.0,,1.0,,,,1.0,,,,,,,0.1,0.3333333333333333,0.125,,,,,,,,,,,,,1.0,,,0.5,,1.0,,,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
962,1610612746,Walter McCarty,Walter McCarty,962,LAC,1690.0,28,21.0,50,51,29,35,5.0,101,2.0,2.0,,,3.0,7.0,8,17.0,35,,,,2.0,,,,,,,1.0,5,1.0,6,,,2.0,,29,0.875,,0.7727272727272727,,0.7727272727272727,,23.636363636363633,0.041666666666666664,,0.038461538461538464,0.07142857142857142,,,0.18181818181818182,1.0,1.0,0.2727272727272727,,,0.45454545454545453,0.43776818181818183,,,11.1875,0.58,1.0,2.0,3.0,3.0,3.0,,3.0,,,2.0,2.0,,7.0,12.0,3.0,,,,,1.0,,1.0,1.0,2.0,2.0,5.0,6.0,,,,7.0,,0.8571428571428571,0.8571428571428571,1.0,0.7,0.7,0.2727272727272727,,,0.5,,,0.2727272727272727,0.6666666666666666,0.6666666666666666,1.0,1.0,0.6666666666666666,0.2727272727272727,,0.2,0.45160999999999996,,,0.4117647058823529,25.266666666666666,,,,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,0.14285714285714285,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,0.6,0.3333333333333333,0.3333333333333333,1.0,4.0,0.5714285714285714,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,1.0,,1.0,,,,0.3333333333333333,1.0,1.0,0.2,0.25,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2209,1610612746,Vladimir Radmanovic,Vladimir Radmanovic,2209,LAC,1571.0,26,-12.0,53,50,29,22,2.0,103,2.0,4.0,,,,2.0,5,7.0,63,,,,2.0,,1.0,1.0,,2.0,,2.0,3,,3,1.0,1.0,1.0,,29,0.4,,0.3888888888888889,,0.3888888888888889,,16.363636363636363,0.14285714285714285,,0.14285714285714285,,,,0.4444444444444444,0.5,0.6666666666666666,,,,0.8888888888888888,0.5442722222222222,,,2.66,0.5471698113207547,3.0,,1.0,,4.0,,4.0,,,2.0,3.0,,7.0,2.0,4.0,1.0,,,,,,,,,,4.0,4.0,1.0,,,7.0,,0.5,0.5,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.4444444444444444,0.2,,,,0.2857142857142857,0.1111111111111111,,,,,,0.4444444444444444,,0.5,0.5766416666666666,,,1.0,24.65,,,,,1.0,1.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,,1.0,,,,,1.0,0.25,0.3333333333333333,0.25,,,0.14285714285714285,,0.14285714285714285,,,,,0.25,0.25,1.0,,,0.5,0.3333333333333333,0.25,2.0,,,0.5,,0.6666666666666666,,,,,,,,,,,0.25,,,,,,,,,,,,,,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
1749,1610612746,Cuttino Mobley,Cuttino Mobley,1749,LAC,1449.0,24,-2.0,43,42,17,7,8.0,85,1.0,1.0,,,3.0,1.0,6,2.0,45,,,,,,1.0,2.0,,5.0,,2.0,3,,3,2.0,,,,17,0.16666666666666666,,0.14285714285714285,,0.14285714285714285,,13.72549019607843,0.15384615384615385,,0.15789473684210525,,,,0.14285714285714285,1.0,1.0,0.42857142857142855,,,0.2857142857142857,0.44858571428571425,,,13.5,0.3953488372093023,1.0,,2.0,,1.0,,1.0,,,1.0,3.0,,2.0,2.0,1.0,,1.0,,,,,,,,,,1.0,,,,2.0,,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,,,,,0.14285714285714285,0.2857142857142857,,,,,,0.14285714285714285,,0.3333333333333333,0.43903333333333333,,,1.0,25.7,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,0.16666666666666666,0.3333333333333333,0.25,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
2549,1610612746,Chris Kaman,Chris Kaman,2549,LAC,796.0,13,-1.0,26,23,5,9,1.0,49,2.0,3.0,,,1.0,4.0,8,11.0,24,1.0,1.0,2.0,8.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,2,,,2.0,,5,0.5,1.0,0.5,1.0,0.6111111111111112,1.0,37.03703703703704,0.2,0.07692307692307693,0.16666666666666666,0.07692307692307693,,,0.375,0.6666666666666666,0.6666666666666666,0.125,,,0.375,0.442875,0.3943,0.18181818181818182,6.7875,0.19230769230769232,,2.0,4.0,,,,,3.0,,,1.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,2.0,3.0,2.0,,,,,,,,,,,,1.0,,,0.5,0.5,0.5,,,,,,,0.2912,0.2222222222222222,0.2222222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,0.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
