EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsPutbacks,Loose Ball Fouls,ShortMidRangePctAssisted,OffensiveGoaltends,FTOffRebounds,Travels,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,OffFTReboundPct,SecondChanceAtRimPctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,StepOutOfBoundsTurnovers,Corner3PctBlocked,on,HeaveMakes,Blocked3s,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3
101109,1610612766,Raymond Felton,Raymond Felton,101109,CHA,28919.0,482,29,937,943,244,320,123,1880,37,85,1.0,2.0,13.0,26.0,4.0,14,16.0,46,4.0,10.0,1.0,2.0,1.0,2.0,14.0,46.0,2.0,6.0,3.0,17.0,57,145,18.0,56.0,44,212,959,2,7,3.0,8.0,1.0,14,17.0,38.0,4.0,19.0,22.0,68.0,16.0,98,39.0,15.0,5.0,41.0,14.0,16,90.0,23.0,113.0,9.0,14.0,29.0,11.0,50.0,249.0,4.0,8.0,9,32,6.0,47,12.0,59,3.0,29.0,16.0,13.0,27.0,5.0,17.0,14.0,3.0,10.0,41.0,3.0,9.0,13.0,29.0,1.0,52,2.0,7.0,53,5.0,1.0,20,1.0,7.0,1.0,1.0,1.0,1.0,68.0,244,3.0,7.0,0.14035087719298245,0.14035087719298245,0.7222222222222222,0.32142857142857145,0.375,0.21052631578947367,0.35294117647058826,0.3931034482758621,0.2857142857142857,0.4473684210526316,0.417910447761194,0.43333333333333335,0.40350877192982454,0.47098214285714285,0.4375,0.49264705882352944,0.27860696517412936,0.1103448275862069,0.15294117647058825,0.14285714285714285,0.021739130434782608,24.469067405355492,0.6585365853658537,0.17142857142857143,0.11228070175438597,0.0221606648199446,0.09,0.041666666666666664,0.10649350649350649,0.0262582056892779,0.03333333333333333,0.014925373134328358,0.017241379310344827,0.014492753623188406,0.1111111111111111,0.0851063829787234,0.1044776119402985,0.13709677419354838,0.07575757575757576,0.11764705882352941,0.030303030303030304,1.0,0.4228855721393035,0.43529411764705883,0.5138888888888888,0.05405405405405406,0.06965174129353234,0.2857142857142857,0.3333333333333333,0.22885572139303484,0.34782608695652173,0.35555555555555557,0.375,0.04975124378109453,0.4,0.4,1.0,0.22885572139303484,0.30434782608695654,0.30434782608695654,0.6428571428571429,0.13333333333333333,0.5,0.13333333333333333,0.5,1.0,0.4,0.3333333333333333,0.5,0.45614035087719296,0.5,0.03508771929824561,0.5,0.2982456140350877,0.17647058823529413,0.7014925373134329,0.34146341463414637,0.5152279487179486,0.49034999999999995,0.5253943396226415,0.0967741935483871,0.125,0.017543859649122806,0.0660377358490566,0.32075471698113206,6.979310344827587,27.36785714285714,0.26040554962646745,,,,,,,,,,,,,,,,,,,True,,,,,,
101118,1610612766,Sean May,Sean May,101118,CHA,3382.0,56,-20,109,111,29,63,11,220,8,12,1.0,4.0,1.0,4.0,1.0,4,3.0,5,,,,,,,,2.0,,,,1.0,12,21,,2.0,6,30,119,1,5,,,,2,2.0,8.0,,1.0,3.0,7.0,20.0,4,,,1.0,1.0,,1,2.0,1.0,3.0,,1.0,2.0,,,7.0,,5.0,2,7,2.0,11,5.0,16,2.0,1.0,1.0,,2.0,,,,,2.0,2.0,,1.0,4.0,7.0,,5,,,7,1.0,,4,,,1.0,1.0,1.0,1.0,7.0,29,1.0,,0.8333333333333334,0.9090909090909091,,,,,,0.5714285714285714,0.2,0.25,0.5217391304347826,0.2,0.2222222222222222,0.5769230769230769,0.2,0.3181818181818182,0.08695652173913043,0.047619047619047616,0.08333333333333333,,,23.140495867768596,1.0,0.4,0.1891891891891892,0.10638297872340426,0.16666666666666666,,0.1836734693877551,0.09090909090909091,0.18181818181818182,0.14285714285714285,,,,0.2,0.2,0.17647058823529413,0.125,0.25,0.2222222222222222,1.0,0.5217391304347826,0.6666666666666666,0.7272727272727273,0.75,0.17391304347826086,0.25,0.25,0.21739130434782608,0.6,0.6,1.0,,,,,0.08695652173913043,,,,0.8,0.25,,,,,,,0.4444444444444444,0.25,,,0.1111111111111111,,0.6086956521739131,,0.496275,0.5147999999999999,0.5073125,0.15384615384615385,0.16666666666666666,,0.06666666666666667,0.23333333333333334,6.123809523809523,41.95,0.26605504587155965,2.0,1.0,1.0,,,,,,,,,,,,,,,,True,,,,,,
101187,1610612766,Alan Anderson,Alan Anderson,101187,CHA,11637.0,194,-36,374,379,121,150,53,753,15,28,1.0,3.0,5.0,9.0,1.0,5,4.0,22,5.0,12.0,,,1.0,6.0,2.0,8.0,,,1.0,2.0,20,55,7.0,20.0,10,71,406,2,6,,,6.0,10,5.0,10.0,2.0,8.0,2.0,18.0,24.0,16,18.0,3.0,1.0,7.0,2.0,7,5.0,1.0,6.0,1.0,,2.0,,3.0,13.0,2.0,9.0,3,11,,14,11.0,25,4.0,5.0,2.0,3.0,11.0,1.0,7.0,4.0,,4.0,15.0,2.0,4.0,4.0,13.0,1.0,17,,,12,2.0,,6,,1.0,,,,,18.0,121,3.0,1.0,0.6,0.631578947368421,0.8571428571428571,0.35,,0.25,0.3684210526315789,0.36363636363636365,0.3333333333333333,0.5,0.4066666666666667,0.3333333333333333,0.4444444444444444,0.44375,0.5555555555555556,0.47368421052631576,0.26666666666666666,0.12727272727272726,0.17857142857142858,0.4,,21.939953810623557,0.7333333333333333,,0.09322033898305085,0.06293706293706294,0.07142857142857142,0.04081632653061224,0.0875,0.057291666666666664,0.07547169811320754,0.12,0.03076923076923077,0.05714285714285714,,0.06976744186046512,0.11538461538461539,0.10204081632653061,0.09375,,0.0975609756097561,,0.37333333333333335,0.5357142857142857,0.6521739130434783,0.5333333333333333,0.06666666666666667,0.2,0.3333333333333333,0.29333333333333333,0.18181818181818182,0.18181818181818182,1.0,0.16,0.4166666666666667,0.4166666666666667,1.0,0.10666666666666667,0.25,0.25,0.5,0.5,0.3333333333333333,,,,,,,0.5,0.5555555555555556,0.3333333333333333,0.16666666666666666,0.1111111111111111,0.5,0.64,0.2857142857142857,0.48995135135135126,0.4202199999999999,0.5370617647058823,0.0759493670886076,0.1016949152542373,,0.14084507042253522,0.2535211267605634,8.632727272727273,24.904999999999998,0.3235294117647059,2.0,1.0,,1.0,,,,,,,,,,,,,,,True,,,,,,
2063,1610612766,Jake Voskuhl,Jake Voskuhl,2063,CHA,49063.0,818,-27,1582,1593,504,636,203,3175,38,61,18.0,29.0,9.0,18.0,13.0,37,62.0,160,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0,113,258,1.0,3.0,41,270,1636,21,43,,,11.0,53,33.0,76.0,1.0,3.0,21.0,90.0,176.0,50,3.0,,1.0,1.0,,9,33.0,6.0,39.0,2.0,4.0,20.0,4.0,9.0,84.0,8.0,52.0,29,75,17.0,121,62.0,183,5.0,26.0,8.0,18.0,16.0,2.0,10.0,17.0,,6.0,33.0,6.0,8.0,79.0,157.0,8.0,57,9.0,14.0,60,4.0,1.0,19,,13.0,23.0,16.0,23.0,16.0,90.0,504,29.0,11.0,0.7787610619469026,0.9263157894736842,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.437984496124031,0.4883720930232558,0.4342105263157895,0.4386973180076628,0.4883720930232558,0.43670886075949367,0.46539792387543255,0.53,0.4734042553191489,0.011494252873563218,0.03488372093023256,0.09836065573770492,0.02702702702702703,0.0125,17.666483214089155,0.48484848484848486,0.2833333333333333,0.15889830508474576,0.08267090620031796,0.15934065934065933,0.045714285714285714,0.15902140672782875,0.07462686567164178,0.1477832512315271,0.06140350877192982,0.04807692307692308,0.023809523809523808,0.10204081632653061,0.1875,0.13392857142857142,0.15,0.14049586776859505,0.19672131147540983,0.0364963503649635,0.6956521739130435,0.23371647509578544,0.6229508196721312,0.6909090909090909,0.5,0.1417624521072797,0.35135135135135137,0.3611111111111111,0.6130268199233716,0.3875,0.3924050632911392,0.9516129032258065,0.0038314176245210726,1.0,1.0,1.0,0.007662835249042145,,,,0.6744186046511628,0.6206896551724138,,,,,,,0.22784810126582278,0.5,0.012658227848101266,1.0,0.02531645569620253,,0.24521072796934865,,0.4328005769230768,0.5004725,0.4325147435897435,0.06884057971014493,0.0695970695970696,,0.1962962962962963,0.3333333333333333,12.303488372093026,32.46666666666667,0.3185840707964602,36.0,16.0,0.7692307692307693,3.0,2.0,2.0,1.0,6.0,1.0,1.0,7.0,0.04878048780487805,0.05555555555555555,,,,,,True,,,,,,
2774,1610612766,Bernard Robinson,Bernard Robinson,2774,CHA,17018.0,284,-20,544,555,218,254,74,1099,18,38,4.0,7.0,5.0,16.0,7.0,14,7.0,18,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,32,70,1.0,2.0,26,93,583,6,11,,,3.0,15,12.0,31.0,1.0,2.0,16.0,43.0,38.0,26,3.0,,,1.0,,3,10.0,5.0,15.0,1.0,4.0,4.0,1.0,5.0,35.0,3.0,11.0,4,19,4.0,27,15.0,42,,12.0,9.0,3.0,7.0,,3.0,5.0,1.0,4.0,12.0,2.0,4.0,12.0,25.0,3.0,24,2.0,2.0,32,2.0,,11,,6.0,1.0,,1.0,1.0,43.0,218,5.0,6.0,0.59375,0.6129032258064516,1.0,0.5,,0.5,0.5,0.45714285714285713,0.5454545454545454,0.3870967741935484,0.4652777777777778,0.5454545454545454,0.4090909090909091,0.5344827586206896,0.5769230769230769,0.5,0.027777777777777776,0.04285714285714286,0.07894736842105263,,,15.590551181102363,0.5833333333333334,0.16,0.12337662337662338,0.049773755656108594,0.06153846153846154,0.045454545454545456,0.1050228310502283,0.04878048780487805,0.0641025641025641,0.021739130434782608,0.05154639175257732,0.044444444444444446,0.047619047619047616,0.03571428571428571,0.18181818181818182,0.16923076923076924,0.05,0.08,,1.0,0.5277777777777778,0.47368421052631576,0.5142857142857142,0.6111111111111112,0.19444444444444445,0.5,0.5,0.25,0.3888888888888889,0.3888888888888889,0.7142857142857143,0.013888888888888888,1.0,1.0,1.0,0.013888888888888888,,,,0.6363636363636364,0.5714285714285714,,,,,,,0.48484848484848486,0.3125,0.030303030303030304,1.0,0.030303030303030304,,0.5555555555555556,,0.4886598591549296,0.5038600000000001,0.4815234375000001,0.13580246913580246,0.13924050632911392,,0.16129032258064516,0.46236559139784944,6.272857142857142,30.85,0.4007352941176471,2.0,,0.42857142857142855,,1.0,1.0,,1.0,,,,0.07142857142857142,0.75,,,,,,True,,,,,,
1510,1610612766,Brevin Knight,Brevin Knight,1510,CHA,21007.0,350,-18,687,682,215,243,84,1369,12,33,,4.0,2.0,9.0,7.0,20,21.0,62,,,,,,,1.0,5.0,,,1.0,4.0,40,115,1.0,5.0,47,130,730,2,14,,,4.0,8,9.0,30.0,1.0,4.0,23.0,44.0,28.0,52,,3.0,,5.0,1.0,9,74.0,21.0,95.0,12.0,9.0,24.0,10.0,40.0,211.0,1.0,1.0,4,16,3.0,23,3.0,26,1.0,21.0,7.0,14.0,13.0,5.0,10.0,8.0,,3.0,21.0,3.0,3.0,9.0,24.0,2.0,46,,4.0,57,2.0,3.0,21,,7.0,,,,,44.0,215,4.0,7.0,0.35,0.35,,0.2,,0.25,0.2,0.34782608695652173,0.14285714285714285,0.3,0.3458333333333333,0.14285714285714285,0.3088235294117647,0.4349315068493151,0.21875,0.46808510638297873,0.041666666666666664,0.0782608695652174,0.18181818181818182,0.05,0.03225806451612903,21.24681933842239,0.6190476190476191,0.11538461538461539,0.08040201005025126,0.0035211267605633804,0.04938271604938271,0.016666666666666666,0.07142857142857142,0.005813953488372093,0.011363636363636364,,,,0.05555555555555555,0.04411764705882353,0.1,0.0989010989010989,0.05084745762711865,0.045454545454545456,0.015384615384615385,,0.275,0.36363636363636365,0.4444444444444444,0.08333333333333333,0.16666666666666666,0.35,0.3684210526315789,0.5166666666666667,0.3387096774193548,0.35,0.5238095238095238,,,,,0.041666666666666664,0.2,0.2,,0.2857142857142857,,,,,,,,0.2647058823529412,0.2222222222222222,,,0.11764705882352941,0.25,0.31666666666666665,0.2,0.45222352941176464,0.43712999999999996,0.4406333333333333,0.1510791366906475,0.15671641791044777,,0.06153846153846154,0.3384615384615385,11.466956521739133,28.7,0.3129548762736536,,,0.2857142857142857,,1.0,1.0,,,,,,0.07692307692307693,,,,,,,True,,,,,,
1908,1610612766,Jumaine Jones,Jumaine Jones,1908,CHA,24249.0,404,-2,783,802,283,311,111,1585,14,20,3.0,4.0,6.0,7.0,2.0,7,16.0,47,13.0,26.0,,,4.0,7.0,10.0,39.0,1.0,5.0,6.0,16.0,32,74,23.0,65.0,17,150,825,4,10,1.0,5.0,4.0,15,10.0,20.0,10.0,23.0,3.0,53.0,48.0,16,66.0,3.0,,39.0,10.0,3,16.0,3.0,19.0,,3.0,6.0,1.0,9.0,41.0,7.0,11.0,14,35,1.0,50,18.0,68,1.0,12.0,8.0,4.0,12.0,,6.0,5.0,,6.0,17.0,2.0,6.0,23.0,37.0,2.0,21,1.0,6.0,19,3.0,,7,2.0,1.0,7.0,6.0,7.0,6.0,53.0,283,3.0,1.0,0.75,0.8275862068965517,0.9565217391304348,0.35384615384615387,0.2,0.43478260869565216,0.35384615384615387,0.43243243243243246,0.4,0.5,0.4784172661870504,0.36666666666666664,0.5813953488372093,0.5136986301369864,0.4411764705882353,0.6022727272727273,0.4676258992805755,0.04054054054054054,0.05,0.14285714285714285,0.02127659574468085,17.931793179317932,0.7058823529411765,0.027777777777777776,0.15765765765765766,0.03571428571428571,0.14583333333333334,0.07368421052631578,0.1540880503144654,0.04466501240694789,0.030303030303030304,0.058823529411764705,0.03164556962025317,0.04477611940298507,0.14285714285714285,0.11688311688311688,0.19298245614035087,0.17045454545454544,0.171875,0.09375,0.012658227848101266,0.8571428571428571,0.14388489208633093,0.7,0.7368421052631579,0.5,0.050359712230215826,0.2857142857142857,0.3333333333333333,0.3381294964028777,0.3404255319148936,0.34782608695652173,0.9375,0.18705035971223022,0.5,0.5,1.0,0.2805755395683453,0.2564102564102564,0.2631578947368421,0.9,0.26666666666666666,0.75,,,,0.3333333333333333,0.2,1.0,0.16279069767441862,0.8571428571428571,0.16279069767441862,0.5714285714285714,0.37209302325581395,0.375,0.6115107913669064,0.2564102564102564,0.4923823741007194,0.4633227272727272,0.47943139534883716,0.06206896551724138,0.08974358974358974,0.029850746268656716,0.1,0.35333333333333333,12.69864864864865,24.56615384615385,0.3614303959131545,6.0,5.0,1.0,,,3.0,1.0,,,,,,,1.0,0.015384615384615385,0.02564102564102564,,,True,,,,,,
2416,1610612766,Kareem Rush,Kareem Rush,2416,CHA,13639.0,227,-32,446,455,168,217,49,901,12,18,1.0,2.0,5.0,7.0,2.0,6,11.0,39,2.0,6.0,1.0,2.0,1.0,2.0,6.0,27.0,1.0,1.0,2.0,7.0,25,63,8.0,33.0,11,85,461,2,7,2.0,3.0,,10,8.0,25.0,3.0,9.0,6.0,31.0,24.0,26,24.0,,1.0,26.0,6.0,2,8.0,3.0,11.0,2.0,1.0,2.0,1.0,5.0,25.0,1.0,5.0,5,13,,18,6.0,24,,10.0,6.0,4.0,6.0,1.0,2.0,8.0,,4.0,14.0,2.0,3.0,3.0,13.0,2.0,11,,1.0,17,2.0,1.0,7,,2.0,4.0,2.0,4.0,3.0,31.0,168,4.0,2.0,0.48,0.5,1.0,0.24242424242424243,0.6666666666666666,0.3333333333333333,0.25,0.3968253968253968,0.2857142857142857,0.32,0.3854166666666667,0.5,0.36764705882352944,0.41262135922330095,0.5,0.40789473684210525,0.34375,0.031746031746031744,0.05555555555555555,,0.02564102564102564,23.353293413173652,0.42857142857142855,,0.09352517985611511,0.028409090909090908,0.10204081632653061,0.019230769230769232,0.09574468085106383,0.02631578947368421,0.0392156862745098,0.03125,0.021505376344086023,,0.07692307692307693,0.10526315789473684,0.1,0.08196721311475409,0.13333333333333333,0.05263157894736842,,0.75,0.1875,0.6666666666666666,0.7058823529411765,0.4166666666666667,0.0625,0.3333333333333333,0.3333333333333333,0.40625,0.28205128205128205,0.2894736842105263,0.6363636363636364,0.0625,0.3333333333333333,0.3333333333333333,1.0,0.28125,0.2222222222222222,0.2222222222222222,1.0,0.2,0.5,0.2,0.5,1.0,0.1,1.0,1.0,0.20588235294117646,0.7142857142857143,0.058823529411764705,0.5,0.20588235294117646,0.2857142857142857,0.53125,0.23076923076923078,0.49961368421052627,0.4820214285714286,0.4828088235294118,0.06930693069306931,0.10294117647058823,,0.11764705882352941,0.36470588235294116,12.480952380952383,25.97272727272727,0.37668161434977576,2.0,1.0,,,,3.0,,2.0,,,,,,,,,2.0,,True,,,,,,
2586,1610612766,Keith Bogans,Keith Bogans,2586,CHA,4494.0,75,-5,149,152,52,88,20,301,9,15,3.0,4.0,5.0,6.0,1.0,1,2.0,4,1.0,2.0,,,1.0,1.0,3.0,9.0,,1.0,,3.0,12,20,4.0,11.0,11,47,153,3,4,,1.0,2.0,8,5.0,7.0,1.0,4.0,6.0,19.0,8.0,16,12.0,,,9.0,3.0,3,2.0,1.0,3.0,,1.0,,,2.0,7.0,,4.0,2,2,1.0,5,4.0,9,1.0,5.0,3.0,2.0,1.0,1.0,,2.0,,1.0,3.0,,,4.0,10.0,1.0,12,,2.0,14,2.0,,6,,2.0,1.0,,1.0,1.0,19.0,52,1.0,2.0,0.3333333333333333,0.36363636363636365,1.0,0.36363636363636365,,0.25,0.36363636363636365,0.6,0.75,0.7142857142857143,0.5806451612903226,0.6,0.5909090909090909,0.6351351351351351,0.6666666666666666,0.6333333333333333,0.3548387096774194,0.15,0.2,,,23.391812865497077,0.3333333333333333,0.1111111111111111,0.045454545454545456,0.06060606060606061,0.13333333333333333,,0.06779661016949153,0.04819277108433735,0.06896551724137931,,0.06666666666666667,,,,,0.125,0.1111111111111111,0.16666666666666666,0.08333333333333333,1.0,0.4838709677419355,0.6,0.75,0.2222222222222222,0.03225806451612903,1.0,1.0,0.12903225806451613,0.5,0.5,1.0,0.06451612903225806,0.5,0.5,1.0,0.2903225806451613,0.3333333333333333,0.3333333333333333,1.0,0.8,0.75,,,,0.2,,,0.5454545454545454,0.8333333333333334,0.09090909090909091,1.0,0.2727272727272727,,0.8387096774193549,0.3333333333333333,0.5651967741935484,0.5214875,0.6218318181818182,0.17142857142857143,0.25,,0.1702127659574468,0.40425531914893614,4.635000000000001,25.163636363636364,0.348993288590604,2.0,,,,,,,1.0,,,,,0.3333333333333333,,,,,,True,,,,,,
2679,1610612766,Matt Carroll,Matt Carroll,2679,CHA,26348.0,439,-4,849,847,308,368,108,1696,11,26,1.0,6.0,4.0,9.0,5.0,11,29.0,64,15.0,29.0,,3.0,4.0,10.0,9.0,34.0,1.0,3.0,4.0,14.0,45,101,24.0,63.0,44,206,856,5,12,1.0,6.0,4.0,17,15.0,36.0,8.0,24.0,19.0,73.0,62.0,28,72.0,,1.0,33.0,9.0,8,14.0,1.0,15.0,1.0,,4.0,3.0,7.0,31.0,3.0,11.0,17,36,,53,14.0,67,1.0,14.0,10.0,4.0,10.0,3.0,5.0,8.0,1.0,5.0,18.0,4.0,9.0,17.0,31.0,2.0,36,,3.0,58,7.0,8.0,23,1.0,4.0,4.0,1.0,4.0,1.0,73.0,308,2.0,4.0,0.6888888888888889,0.6888888888888889,1.0,0.38095238095238093,0.16666666666666666,0.3333333333333333,0.3870967741935484,0.44554455445544555,0.4166666666666667,0.4166666666666667,0.49390243902439024,0.3611111111111111,0.45,0.5405405405405406,0.4,0.5220588235294118,0.38414634146341464,0.07920792079207921,0.15384615384615385,0.18181818181818182,0.03125,20.84188911704312,0.5555555555555556,,0.13793103448275862,0.032448377581120944,0.1574074074074074,0.030927835051546393,0.14363143631436315,0.03211009174311927,0.047619047619047616,0.016666666666666666,0.028735632183908046,0.04285714285714286,,0.13978494623655913,0.15,0.12962962962962962,0.20833333333333334,0.05555555555555555,0.011764705882352941,0.25,0.15853658536585366,0.4230769230769231,0.5,0.45454545454545453,0.06707317073170732,0.45454545454545453,0.5555555555555556,0.3902439024390244,0.453125,0.46774193548387094,0.8275862068965517,0.17682926829268292,0.5172413793103449,0.5172413793103449,1.0,0.2073170731707317,0.2647058823529412,0.2647058823529412,1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,,,0.16666666666666666,0.3333333333333333,1.0,0.15,0.4444444444444444,0.16666666666666666,0.4,0.23333333333333334,0.2857142857142857,0.5426829268292683,0.2727272727272727,0.490220245398773,0.512803125,0.4826516949152542,0.13259668508287292,0.19658119658119658,0.015625,0.0825242718446602,0.35436893203883496,12.923762376237628,24.84920634920635,0.3627797408716137,,1.0,0.4,,,1.0,1.0,2.0,,,1.0,,1.0,,,,1.0,,True,,,,,,
