EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveMakes,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,PtsPutbacks,OffThreePtRebounds,SelfOReb,NonShootingFoulsDrawn,DefensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,Arc3PctBlocked,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,SelfORebPct,FTOffRebounds,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,BlockedLongMidRange,RecoveredBlocks,OffFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,FTDefRebounds,BlockedShortMidRange,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffCorner3ReboundPct,Blocked3s,BlockedCorner3,Corner3Assists,OffensiveGoaltends,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,SecondChanceCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Clear Path Fouls,3pt And 1 Free Throw Trips,BlockedArc3,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted
101114,1610612762,Deron Williams,Deron Williams,101114,UTA,19499.0,325,-5,612,610,235,246,89,1222,19.0,34,1.0,1.0,5.0,12.0,3.0,14,22,52,2.0,3.0,1.0,2.0,10.0,28.0,2.0,5.0,16.0,44,100,12.0,31.0,27,151,612,3.0,9,2.0,6.0,14,38,6.0,18.0,11,57,50,38,21.0,15.0,1.0,3.0,24.0,9.0,12.0,1.0,42,5.0,47,5.0,21,2.0,19.0,99,5.0,5.0,25,30,5,35,7,5.0,2.0,16.0,1.0,4.0,6.0,3.0,12.0,1.0,22.0,1.0,10.0,16,29,28,4.0,36,3.0,2.0,17,1.0,1.0,1.0,1.0,57,235,5.0,0.5681818181818182,0.5681818181818182,0.5833333333333334,0.3870967741935484,0.3333333333333333,0.39285714285714285,0.44,0.3333333333333333,0.3684210526315789,0.4732824427480916,0.2727272727272727,0.4107142857142857,0.5136986301369864,0.2727272727272727,0.4453125,0.2366412213740458,0.03225806451612903,0.12,0.23529411764705882,0.21428571428571427,0.019230769230769232,0.3333333333333333,23.3983286908078,0.7272727272727273,0.11904761904761904,0.02,0.07352941176470588,0.1079136690647482,0.017123287671232876,0.028169014084507043,0.02564102564102564,0.10526315789473684,0.12162162162162163,0.12658227848101267,0.09615384615384616,0.2595419847328244,0.5588235294117647,0.7307692307692307,0.5789473684210527,0.10687022900763359,0.21428571428571427,0.2727272727272727,0.3333333333333333,0.3969465648854962,0.4230769230769231,0.43137254901960786,0.5909090909090909,0.022900763358778626,0.6666666666666666,1.0,1.0,0.21374045801526717,0.35714285714285715,0.35714285714285715,0.5,0.09090909090909091,1.0,1.0,0.18181818181818182,0.21428571428571427,0.4166666666666667,0.03571428571428571,0.5,0.2857142857142857,0.3125,0.4961832061068702,0.375,0.475886220472441,0.44267500000000004,0.452875,0.1232876712328767,0.14912280701754385,0.03125,0.039735099337748346,0.37748344370860926,11.38,27.483870967741936,0.3839869281045752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101139,1610612762,CJ Miles,CJ Miles,101139,UTA,8559.0,143,8,264,263,117,139,42,527,8.0,14,3.0,5.0,4.0,5.0,1.0,5,8,25,,1.0,,1.0,3.0,8.0,1.0,2.0,3.0,17,44,3.0,9.0,11,54,263,5.0,10,1.0,14.0,7,19,2.0,4.0,9,29,20,14,9.0,,,,8.0,3.0,5.0,1.0,11,,11,,8,,3.0,22,12.0,3.0,11,14,13,27,5,2.0,3.0,8.0,,6.0,1.0,,2.0,,9.0,,4.0,5,15,11,2.0,12,,,5,,,,,29,117,3.0,0.5882352941176471,0.7692307692307693,1.0,0.3333333333333333,0.5,0.3333333333333333,0.38636363636363635,0.5,0.3684210526315789,0.4056603773584906,0.45454545454545453,0.43478260869565216,0.4576271186440678,0.5,0.5178571428571429,0.16981132075471697,0.1111111111111111,0.11363636363636363,0.14285714285714285,0.2,0.08,,21.72523961661342,0.8888888888888888,0.12790697674418605,0.10810810810810811,0.11538461538461539,0.125,0.09923664122137404,0.16666666666666666,0.05660377358490566,0.10526315789473684,0.13333333333333333,0.13513513513513514,0.15,0.2641509433962264,0.5714285714285714,0.6666666666666666,0.5,0.09433962264150944,0.2,0.25,,0.4716981132075472,0.32,0.34782608695652173,0.75,0.018867924528301886,,,,0.1509433962264151,0.375,0.42857142857142855,1.0,0.45454545454545453,0.6,,0.09090909090909091,0.21739130434782608,0.8,0.043478260869565216,,0.13043478260869565,0.6666666666666666,0.4339622641509434,0.375,0.4594754716981132,0.49867727272727275,0.4364760869565218,0.08620689655172414,0.10204081632653061,,0.25925925925925924,0.5370370370370371,11.829545454545455,24.744444444444444,0.4431818181818182,4.0,8.0,1.0,3.0,1.0,1.0,1.0,0.125,0.05,0.14285714285714285,0.06666666666666667,0.11538461538461539,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
101156,1610612762,Robert Whaley,Robert Whaley,101156,UTA,4995.0,83,-30,154,154,65,63,29,308,3.0,12,1.0,5.0,,4.0,2.0,9,1,7,,,,,,,,,,6,28,,,1,13,154,1.0,6,,3.0,1,10,,,1,3,8,4,,,,,,,3.0,,9,,9,,3,,6.0,18,7.0,2.0,7,9,9,18,3,1.0,2.0,3.0,1.0,,5.0,,3.0,,8.0,,2.0,7,14,3,,2,,,1,,5.0,4.0,5.0,3,65,1.0,0.6666666666666666,0.8,,,,,0.21428571428571427,0.16666666666666666,0.1,0.21428571428571427,0.16666666666666666,0.1,0.22413793103448276,0.21428571428571427,0.13636363636363635,,,0.10714285714285714,0.08333333333333333,0.2222222222222222,,,19.57671957671958,0.375,0.1206896551724138,0.08433734939759036,0.125,0.12162162162162163,0.08695652173913043,0.2,0.029411764705882353,0.17647058823529413,0.14285714285714285,0.05,,0.42857142857142855,0.25,0.2727272727272727,0.6666666666666666,0.32142857142857145,0.2222222222222222,0.2857142857142857,0.5,0.25,0.14285714285714285,0.14285714285714285,1.0,,,,,,,,,0.8333333333333334,0.2,,,0.4,,,,,,0.42857142857142855,,0.4522142857142857,0.5524800000000001,0.46921999999999997,0.034482758620689655,0.034482758620689655,,0.23076923076923078,0.23076923076923078,7.032142857142858,,0.42207792207792205,1.0,2.0,1.0,3.0,,,,,0.1111111111111111,0.041666666666666664,0.14285714285714285,0.15789473684210525,1.0,1.0,1.0,3.0,2.0,1.0,3.0,0.125,0.5,0.6,,,,,,,,,,,,,True,,,,,,,,,,,
101261,1610612762,Andre Owens,Andre Owens,101261,UTA,5697.0,95,-18,175,173,84,93,38,348,5.0,15,1.0,1.0,2.0,10.0,,1,9,15,,1.0,,1.0,,6.0,2.0,,4.0,14,31,,7.0,8,36,180,3.0,4,2.0,8.0,4,17,,5.0,5,13,16,12,,,,,6.0,,8.0,1.0,3,1.0,4,1.0,2,,1.0,9,4.0,,5,5,5,10,2,,2.0,2.0,,1.0,4.0,2.0,1.0,,6.0,1.0,3.0,3,12,11,,14,1.0,1.0,7,,,,,13,84,6.0,0.5714285714285714,0.6153846153846154,,,,,0.45161290322580644,0.75,0.23529411764705882,0.3684210526315789,0.5,0.18181818181818182,0.4090909090909091,0.5714285714285714,0.26,0.18421052631578946,0.14285714285714285,0.25806451612903225,0.5333333333333333,,,,23.041474654377883,0.3333333333333333,0.09615384615384616,0.04878048780487805,,0.07462686567164178,0.041666666666666664,0.08695652173913043,0.025,0.07142857142857142,0.13043478260869565,0.06666666666666667,,0.39473684210526316,0.3333333333333333,0.7142857142857143,0.2,0.02631578947368421,,,,0.39473684210526316,0.6,0.6,0.7777777777777778,0.02631578947368421,,,,0.15789473684210525,,,,0.16666666666666666,1.0,,0.3333333333333333,0.45454545454545453,0.2,0.045454545454545456,,0.18181818181818182,,0.5789473684210527,,0.4828105263157894,0.43555833333333327,0.4759727272727273,0.1590909090909091,0.1891891891891892,,0.2222222222222222,0.3611111111111111,9.538709677419355,24.45714285714286,0.48,2.0,2.0,,1.0,,,,0.16666666666666666,,0.05263157894736842,,0.06666666666666667,1.0,,,1.0,,,,0.09090909090909091,,,,,,,,,,,,,,,True,,,,,,,,,,,
2743,1610612762,Kris Humphries,Kris Humphries,2743,UTA,37153.0,619,-80,1151,1154,473,501,178,2305,38.0,72,10.0,29.0,14.0,30.0,22.0,69,17,57,,2.0,,1.0,,3.0,,,2.0,77,198,,5.0,34,188,1208,14.0,48,,34.0,30,78,,3.0,17,77,94,60,,,,1.0,2.0,,15.0,,28,2.0,30,2.0,15,3.0,10.0,62,43.0,20.0,62,101,56,157,23,15.0,8.0,16.0,3.0,10.0,15.0,1.0,6.0,1.0,31.0,4.0,14.0,39,82,57,3.0,65,4.0,,24,,16.0,12.0,16.0,77,473,13.0,0.6103896103896104,0.6911764705882353,,,,,0.3888888888888889,0.2916666666666667,0.38461538461538464,0.3793103448275862,0.2916666666666667,0.37037037037037035,0.4017094017094017,0.3148148148148148,0.3888888888888889,0.024630541871921183,,0.07575757575757576,0.09722222222222222,0.11594202898550725,,,19.34065934065934,0.5161290322580645,0.15938303341902313,0.08902691511387163,0.16129032258064516,0.15984405458089668,0.09025270758122744,0.12413793103448276,0.0625,0.11009174311926606,0.14754098360655737,0.20253164556962025,0.15789473684210525,0.35467980295566504,0.5277777777777778,0.5846153846153846,0.6578947368421053,0.3399014778325123,0.3188405797101449,0.36065573770491804,0.3181818181818182,0.28078817733990147,0.2982456140350877,0.2982456140350877,0.8823529411764706,0.009852216748768473,,,,0.014778325123152709,,,,0.6041666666666666,0.3448275862068966,0.2,,0.37037037037037035,0.4666666666666667,0.012345679012345678,,0.024691358024691357,,0.3793103448275862,,0.45046212871287106,0.49464,0.4417143750000001,0.10762331838565023,0.11009174311926606,,0.18085106382978725,0.4095744680851064,8.557070707070704,28.18,0.4109470026064292,6.0,18.0,7.0,8.0,11.0,3.0,9.0,,0.09859154929577464,0.09649122807017543,0.0847457627118644,0.07339449541284404,6.0,2.0,3.0,7.0,3.0,1.0,9.0,0.1,0.1724137931034483,0.5625,19.0,3.0,2.0,3.0,0.3958333333333333,0.16666666666666666,,,,,,,True,,,,,,,,,,,
2260,1610612762,Jarron Collins,Jarron Collins,2260,UTA,12967.0,216,-3,397,404,167,168,60,801,8.0,12,6.0,6.0,2.0,3.0,2.0,5,7,18,,,,,,,,,,17,35,,,10,44,374,7.0,8,,16.0,5,9,,,7,17,18,16,,,,,,,3.0,,10,,10,,6,,4.0,20,13.0,3.0,18,24,17,41,4,4.0,,1.0,2.0,1.0,6.0,,,,7.0,,4.0,12,23,20,9.0,16,,,5,,5.0,3.0,5.0,17,167,6.0,0.5294117647058824,0.6923076923076923,,,,,0.4857142857142857,0.875,0.5555555555555556,0.4857142857142857,0.875,0.5555555555555556,0.5116279069767442,0.8,0.6071428571428571,,,0.08571428571428572,0.16666666666666666,,0.05555555555555555,,10.638297872340425,0.14285714285714285,0.12413793103448276,0.08024691358024691,0.0625,0.10880829015544041,0.07179487179487179,0.13636363636363635,0.07407407407407407,0.15789473684210525,0.20588235294117646,0.0684931506849315,0.07692307692307693,0.34285714285714286,0.6666666666666666,0.8,0.375,0.14285714285714285,0.4,0.4,0.5,0.5142857142857142,0.3888888888888889,0.4117647058823529,0.7142857142857143,,,,,,,,,0.75,1.0,0.16666666666666666,,0.3333333333333333,0.6666666666666666,,,,,0.34285714285714286,,0.4306171428571428,0.52335,0.4351,0.125,0.125,,0.36363636363636365,0.38636363636363635,10.442857142857143,,0.42065491183879095,2.0,8.0,1.0,1.0,3.0,,3.0,,0.030303030303030304,0.02702702702702703,0.037037037037037035,0.06666666666666667,3.0,2.0,5.0,,2.0,,4.0,0.125,,0.8,3.0,2.0,1.0,,0.16666666666666666,,,,,,,,True,,,,,,,,,,,
1905,1610612762,Andrei Kirilenko,Andrei Kirilenko,1905,UTA,12540.0,209,12,387,388,176,173,69,775,13.0,26,2.0,9.0,4.0,13.0,3.0,10,3,15,2.0,3.0,1.0,2.0,1.0,8.0,2.0,,6.0,19,51,3.0,11.0,38,85,406,3.0,13,2.0,12.0,7,26,1.0,8.0,20,37,22,16,9.0,,,,8.0,1.0,6.0,,18,2.0,20,2.0,11,2.0,5.0,42,10.0,3.0,20,25,14,39,9,5.0,4.0,8.0,2.0,4.0,8.0,,4.0,,16.0,2.0,8.0,5,15,40,1.0,57,3.0,,25,,9.0,5.0,10.0,37,176,6.0,0.5789473684210527,0.6470588235294118,1.0,0.2727272727272727,0.125,0.2727272727272727,0.37254901960784315,0.23076923076923078,0.2692307692307692,0.3790322580645161,0.2,0.25,0.47752808988764045,0.3333333333333333,0.37755102040816324,0.1774193548387097,,0.11764705882352941,0.11538461538461539,0.1,0.13333333333333333,,22.483940042826553,0.5,0.15151515151515152,0.06622516556291391,0.07692307692307693,0.13450292397660818,0.06857142857142857,0.05454545454545454,0.06060606060606061,0.07142857142857142,0.08108108108108109,0.2641509433962264,0.10344827586206896,0.41935483870967744,0.5,0.5652173913043478,0.46153846153846156,0.16129032258064516,0.3,0.3333333333333333,0.6666666666666666,0.24193548387096775,0.2,0.23076923076923078,1.0,0.04838709677419355,0.6666666666666666,0.6666666666666666,1.0,0.12903225806451613,0.125,0.125,1.0,0.6,0.2222222222222222,,0.13333333333333333,0.38235294117647056,0.3076923076923077,0.058823529411764705,0.5,0.17647058823529413,,0.5967741935483871,0.125,0.44727903225806454,0.44980000000000003,0.42155000000000004,0.2976190476190476,0.3424657534246575,,0.1411764705882353,0.43529411764705883,7.135294117647058,25.927272727272733,0.45478036175710596,6.0,4.0,2.0,1.0,5.0,,5.0,,0.08333333333333333,0.1,0.08695652173913043,0.03125,2.0,3.0,,2.0,,1.0,7.0,0.08,,0.7,2.0,3.0,,,0.14285714285714285,,1.0,1.0,,,,,True,,,,,,,,,,,
2430,1610612762,Carlos Boozer,Carlos Boozer,2430,UTA,3438.0,57,12,114,111,66,55,18,225,12.0,14,3.0,4.0,9.0,9.0,1.0,6,3,7,,,,,,,,,,16,27,,,8,40,121,3.0,6,,8.0,13,18,,,5,31,22,10,,,,,,,,,3,,3,,3,,,6,4.0,2.0,6,11,6,17,1,,1.0,2.0,,2.0,2.0,,,,4.0,,2.0,2,6,9,1.0,10,2.0,,4,,1.0,,1.0,31,66,,0.6875,0.7857142857142857,,,,,0.5925925925925926,0.5,0.7222222222222222,0.5925925925925926,0.5,0.7222222222222222,0.6451612903225806,0.6666666666666666,0.7380952380952381,,,,,,,,26.515151515151516,0.5,0.1875,0.1,0.18181818181818182,0.18604651162790697,0.1111111111111111,0.09090909090909091,0.05263157894736842,0.2,0.2,0.16666666666666666,0.14285714285714285,0.5185185185185185,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,1.0,0.25925925925925924,0.42857142857142855,0.42857142857142855,0.6666666666666666,,,,,,,,,0.6666666666666666,0.75,,,0.5,1.0,,,,,0.5185185185185185,,0.45725185185185185,0.44522000000000006,0.4405277777777778,0.13793103448275862,0.13793103448275862,,0.2,0.775,6.34074074074074,,0.5789473684210527,2.0,4.0,1.0,2.0,2.0,,2.0,,0.2,0.2,0.25,0.2,1.0,,,2.0,1.0,,1.0,0.125,0.25,1.0,3.0,1.0,,,0.5,,,,,,,,True,,,,,,,,,,,
731,1610612762,Greg Ostertag,Greg Ostertag,731,UTA,8644.0,144,-47,271,269,110,128,30,540,10.0,15,2.0,4.0,3.0,4.0,1.0,3,1,3,,,,,,,,,,12,21,,,4,28,309,2.0,4,,4.0,3,4,,,3,9,20,4,,,,,,,2.0,,12,,12,,4,1.0,7.0,24,9.0,3.0,17,20,10,30,1,1.0,,4.0,2.0,2.0,5.0,,2.0,,9.0,2.0,3.0,19,22,10,1.0,12,,,4,,7.0,2.0,7.0,9,110,,0.8333333333333334,1.0,,,,,0.5714285714285714,0.5,0.75,0.5714285714285714,0.5,0.75,0.5185185185185185,0.5,0.5625,,,0.09523809523809523,0.06666666666666667,0.3333333333333333,,,11.688311688311687,0.4444444444444444,0.19767441860465115,0.08737864077669903,0.125,0.18181818181818182,0.08108108108108109,0.14285714285714285,0.058823529411764705,0.21052631578947367,0.1875,0.2,0.09523809523809523,0.7142857142857143,0.6666666666666666,0.7142857142857143,0.8,0.14285714285714285,0.3333333333333333,0.5,1.0,0.14285714285714285,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,1.0,0.5,,,1.0,0.75,,,,,0.7142857142857143,,0.5177809523809523,0.5511250000000001,0.61145,0.16,0.16,,0.14285714285714285,0.32142857142857145,4.29047619047619,,0.4059040590405904,,4.0,,,2.0,1.0,2.0,,,0.08333333333333333,,,1.0,,1.0,1.0,3.0,,3.0,0.08333333333333333,0.3333333333333333,0.42857142857142855,,5.0,,2.0,,,,,,,,,True,,,,,,,,,,,
1960,1610612762,Milt Palacio,Milt Palacio,1960,UTA,16934.0,282,-87,520,530,193,202,84,1050,23.0,45,1.0,2.0,6.0,11.0,2.0,6,6,22,,1.0,,1.0,,2.0,,,2.0,31,73,,3.0,18,80,571,2.0,3,,4.0,8,20,,3.0,7,23,32,30,,,,1.0,1.0,,12.0,,32,11.0,43,5.0,10,4.0,18.0,97,3.0,9.0,18,27,3,30,7,5.0,2.0,13.0,,5.0,10.0,,8.0,2.0,23.0,,7.0,8,20,30,2.0,27,3.0,,11,,3.0,1.0,3.0,23,193,3.0,0.5161290322580645,0.5161290322580645,,,,,0.4246575342465753,0.6666666666666666,0.4,0.40789473684210525,0.6666666666666666,0.34782608695652173,0.45454545454545453,0.6666666666666666,0.42592592592592593,0.039473684210526314,,0.1643835616438356,0.2222222222222222,0.16666666666666666,0.045454545454545456,,17.788461538461537,0.5652173913043478,0.0989010989010989,0.013157894736842105,0.15254237288135594,0.11203319502074689,0.011583011583011582,0.013513513513513514,0.010309278350515464,0.1016949152542373,0.0851063829787234,0.10526315789473684,0.17391304347826086,0.5921052631578947,0.5111111111111111,0.6571428571428571,0.34782608695652173,0.07894736842105263,0.3333333333333333,0.4,1.0,0.2894736842105263,0.2727272727272727,0.2857142857142857,1.0,0.013157894736842105,,,,0.02631578947368421,,,,0.6666666666666666,0.5,1.0,,0.4782608695652174,0.5454545454545454,0.043478260869565216,,0.08695652173913043,,0.631578947368421,,0.49377533333333334,0.4511,0.45288409090909104,0.13095238095238096,0.13580246913580246,,0.05,0.2875,6.108219178082191,37.833333333333336,0.37115384615384617,,,,,4.0,,4.0,,,0.017543859649122806,,,,,1.0,5.0,,,2.0,,0.07692307692307693,0.6666666666666666,,2.0,,,,,,,6.0,,,,True,,,,,,,,,,,
