EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyOffPossExcludingTakeFouls,Fg2Pct,EfgPct,TsPct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PtsAssisted2s,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,DefShortMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,Fg2aBlocked,TwoPtAssists,AtRimAssists,BlockedAtRim,FG2APctBlocked,ShortMidRangePctBlocked,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceAtRimFGA,SecondChanceFG2A,Corner3Assists,ShortMidRangeAssists,OffTwoPtRebounds,OffRebounds,SelfOReb,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,LongMidRangeAssists,PenaltyCorner3FGA,AtRimPctBlocked,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,BadPassSteals,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,SecondChanceAtRimAccuracy,SecondChancePointsPct,ShortMidRangePctAssisted,on,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,HeaveAttempts,Fg3aBlocked,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Clear Path Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,Corner3PctBlocked
101122,1610612754,Danny Granger,Danny Granger,101122,IND,554.0,9,-9.0,17,17,1.0,10.0,1.0,34,1.0,1.0,1.0,1.0,2.0,4.0,26,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.11111111111111,0.14285714285714285,0.125,0.5,1.0,1.0,1.0,1.0,1.0,0.8405,0.5,0.5,0.3,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101180,1610612754,Sarunas Jasikevicius,Sarunas Jasikevicius,101180,IND,959.0,16,-3.0,30,30,5.0,10.0,1.0,60,,,1.0,1.0,,11.0,34,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,5.0,1.0,1.1,1.1,22.580645161290324,0.07692307692307693,0.07142857142857142,,,,,,0.8,0.5059899999999999,,,9.7,0.16666666666666666,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,0.6666666666666666,0.75,1.0,0.75,1.5,1.5,0.8,1.0,0.16666666666666666,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.4959,0.2727272727272727,24.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,1610612754,Austin Croshere,Austin Croshere,1506,IND,363.0,6,-4.0,11,12,4.0,7.0,2.0,23,,,1.0,1.0,,5.0,20,,2.0,2.0,2.0,,,,,,,,,,4.0,1.0,1.25,1.25,15.384615384615383,1.0,0.6666666666666666,,,,,,0.5,0.460325,,,20.8,0.36363636363636365,,,,,1.0,1.0,,,1.0,1.0,,,2.0,3.0,,1.0,1.0,,,,,,,,,,,2.0,1.0,1.0,,1.0,1.0,1.0,0.5,,,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,0.4006,0.4,25.8,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,1610612754,Jonathan Bender,Jonathan Bender,1886,IND,1241.0,21,-8.0,38,39,9.0,14.0,2.0,77,3.0,3.0,4.0,5.0,2.0,10.0,49,2.0,4.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,,1.0,,9.0,0.8,0.8,0.8333333333333334,15.0,0.25,0.23529411764705882,,,0.6,1.0,1.0,0.6,0.4809,0.16666666666666666,0.16666666666666666,2.54,0.23684210526315788,1.0,2.0,,,,,,,,,,,4.0,,,,,1.0,2.0,1.0,5.0,,,,,,,4.0,,,,,1.0,1.0,,,0.3333333333333333,0.4,0.5,1.0,,,,,,,,,,,,0.5167,0.4,,,,2.0,2.0,6.0,0.75,0.75,1.0,0.2857142857142857,,,,,2.0,2.0,1.0,1.0,1.0,1.0,0.2,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,1610612754,Fred Jones,Fred Jones,2410,IND,1128.0,19,-9.0,34,35,5.0,10.0,1.0,69,,2.0,,3.0,,3.0,42,,1.0,1.0,2.0,1.0,4.0,,,,,,,,5.0,,0.3,0.3,22.857142857142858,0.0625,0.058823529411764705,0.3333333333333333,,0.4,,,0.8,0.49087,,,8.033333333333333,0.14705882352941177,,,,,1.0,2.0,,,1.0,2.0,,,,3.0,,2.0,1.0,1.0,3.0,,7.0,,,,,,3.0,,1.0,0.5,,0.5,,,0.4,,,,,,,,,,0.4,0.5,0.5,1.0,,,0.5,,,25.25,,1.0,,,,,,,,0.2,,,,,,,2.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.1111111111111111,0.08333333333333333,0.25,0.25,1.0,0.604,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,1610612754,Anthony Johnson,Anthony Johnson,1533,IND,176.0,3,-2.0,6,6,4.0,6.0,1.0,12,,,,,,,12,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,1610612754,Stephen Jackson,Stephen Jackson,1536,IND,230.0,4,-4.0,8,7,,,,15,,,,,,,8,,,,,1.0,3.0,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,1610612754,Metta World Peace,Metta World Peace,1897,IND,790.0,13,2.0,24,26,9.0,9.0,1.0,50,,2.0,,3.0,,,27,,,,,,,,,,,,,,9.0,,,,20.0,,,,,0.5,,,0.75,0.3886375,,,6.966666666666666,0.375,,,,1.0,,,,,,1.0,,1.0,,,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,0.25,1.0,,,,,0.25,,,,,,,,,,,0.289825,,24.9,,1.0,,1.0,,,,,,0.25,,,,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,1610612754,Jamaal Tinsley,Jamaal Tinsley,2224,IND,282.0,5,-5.0,8,9,4.0,4.0,1.0,17,1.0,1.0,2.0,4.0,,4.0,15,4.0,,,1.0,2.0,2.0,,,,,,,,4.0,0.5,0.5,0.5,44.44444444444444,,,,,0.25,1.0,1.0,0.25,0.43145,,,7.5,0.5,1.0,3.0,,,,,,,,,,,2.0,,,,,,1.0,,2.0,1.0,,,,,,2.0,,,,,0.5,0.5,,,,0.75,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,0.4418,0.5,,,,1.0,2.0,,,,0.5,,,,,,1.0,1.0,,1.0,1.0,,,,,0.5,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,0.5,1.0,0.5442,,,,,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,1610612754,Jermaine O'Neal,Jermaine O'Neal,979,IND,51.0,1,-2.0,2,1,,,,3,,,,,,,2,,,,,,1.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
