EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PtsUnassisted3s,Corner3Assists,FTDefRebounds,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,DefFTReboundPct,DefCorner3ReboundPct,FTOffRebounds,Travels,Loose Ball Fouls,DefensiveGoaltends,3SecondViolations,OffFTReboundPct,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Fg3aBlocked,Clear Path Fouls,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,on,3pt And 1 Free Throw Trips,BlockedCorner3,OffensiveGoaltends,Corner3PctBlocked,HeaveMakes
2499,1610612750,Richie Frahm,Richie Frahm,2499,MIN,5868.0,98,23,204,190,89,87,22.0,394,4.0,5.0,,1.0,1.0,1.0,,,,1.0,5.0,12.0,,4.0,10.0,3.0,14.0,,,,4.0,4.0,6.0,8.0,26.0,1.0,33.0,193,,1.0,,,,,1.0,1.0,4.0,14.0,1.0,15.0,4.0,4.0,24.0,,,14.0,3.0,,5.0,4.0,9.0,2.0,2.0,,3.0,22.0,1.0,1.0,4.0,5.0,10.0,2.0,12.0,1.0,2.0,,2.0,1.0,,,,1.0,1.0,,,8.0,8.0,,1.0,2.0,,,1.0,1.0,,1.0,,15.0,89,,0.5,0.5,1.0,0.3076923076923077,,0.2857142857142857,0.3076923076923077,0.6666666666666666,,1.0,0.5,,0.4666666666666667,0.5,,0.46875,0.8125,,,,14.977973568281936,1.0,0.087719298245614,0.0178571428571428,0.25,0.0277777777777777,0.1232876712328767,0.0217391304347826,,,0.0384615384615384,0.0476190476190476,0.037037037037037,,0.1739130434782608,0.2857142857142857,0.0526315789473684,,0.15625,0.8,0.8,0.5,,,,,0.03125,,,,0.375,0.4166666666666667,0.4166666666666667,1.0,0.4375,0.2142857142857142,0.2142857142857142,1.0,1.0,,,,,,0.0666666666666666,1.0,0.6666666666666666,0.4,0.2666666666666666,,0.96875,0.2142857142857142,0.5273671875,0.5766,0.5096866666666667,,,,0.4545454545454545,3.466666666666667,24.500000000000004,0.4362745098039216,,2.0,1.0,,,,,,1.0,,,1.0,,0.0909090909090909,,,,,,,,,,,,,,,,,,,,,True,,,,,
1853,1610612750,Anthony Carter,Anthony Carter,1853,MIN,12317.0,205,-9,367,372,155,143,42.0,739,7.0,15.0,1.0,1.0,4.0,8.0,2.0,2.0,12.0,26.0,,1.0,,,,1.0,6.0,1.0,2.0,,3.0,21.0,43.0,1.0,7.0,11.0,56.0,398,3.0,5.0,1.0,2.0,1.0,10.0,9.0,19.0,,3.0,9.0,27.0,18.0,24.0,,2.0,1.0,5.0,1.0,2.0,22.0,1.0,23.0,,8.0,4.0,10.0,47.0,,3.0,5.0,12.0,17.0,3.0,20.0,,8.0,1.0,7.0,4.0,1.0,5.0,3.0,3.0,9.0,1.0,4.0,14.0,27.0,1.0,14.0,17.0,1.0,4.0,6.0,2.0,1.0,6.0,4.0,27.0,155,2.0,0.4285714285714285,0.45,,0.1428571428571428,0.5,,0.1666666666666666,0.4883720930232558,0.6,0.4736842105263157,0.45,0.6428571428571429,0.4090909090909091,0.4827586206896552,0.625,0.4821428571428571,0.14,0.0465116279069767,0.1333333333333333,,16.10576923076923,0.4444444444444444,0.0845070422535211,0.0227272727272727,0.1428571428571428,,0.096045197740113,0.0181818181818181,,0.037037037037037,0.0298507462686567,,0.037037037037037,0.0588235294117647,0.1481481481481481,0.1153846153846153,,0.6666666666666666,0.3,0.4666666666666667,0.5384615384615384,0.1428571428571428,0.04,1.0,1.0,,0.52,0.4615384615384615,0.4615384615384615,0.6666666666666666,0.02,,,,0.12,0.1666666666666666,0.1666666666666666,,0.1428571428571428,1.0,,0.2857142857142857,0.5,,0.3636363636363636,0.5,,,0.1363636363636363,,0.44,0.2,0.4587234693877551,0.41187,0.4688785714285713,0.0754716981132075,0.0869565217391304,0.1785714285714285,0.4821428571428571,11.909302325581391,31.257142857142856,0.4223433242506812,3.0,1.0,,,1.0,1.0,,,5.0,3.0,,5.0,,,0.2222222222222222,,,,,,,,,,,,,,,,,,,,True,,,,,
2401,1610612750,Nikoloz Tskitishvili,Nikoloz Tskitishvili,2401,MIN,142.0,2,-5,5,5,5,4,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,
101119,1610612750,Rashad McCants,Rashad McCants,101119,MIN,69713.0,1162,-59,2183,2175,616,665,237.0,4358,98.0,163.0,9.0,16.0,21.0,40.0,22.0,49.0,32.0,90.0,19.0,37.0,2.0,5.0,6.0,40.0,118.0,4.0,13.0,9.0,33.0,152.0,302.0,59.0,155.0,63.0,544.0,2265,14.0,29.0,5.0,15.0,5.0,48.0,31.0,71.0,14.0,39.0,23.0,127.0,164.0,140.0,162.0,6.0,1.0,117.0,40.0,21.0,50.0,7.0,57.0,6.0,23.0,8.0,19.0,121.0,4.0,19.0,24.0,64.0,92.0,23.0,115.0,8.0,33.0,18.0,15.0,24.0,17.0,45.0,5.0,7.0,69.0,4.0,17.0,50.0,146.0,24.0,70.0,83.0,7.0,37.0,20.0,8.0,6.0,20.0,11.0,127.0,616,17.0,0.5394736842105263,0.5503355704697986,0.9152542372881356,0.3806451612903225,0.3333333333333333,0.358974358974359,0.3831168831168831,0.5033112582781457,0.4827586206896552,0.4366197183098591,0.526258205689278,0.4886363636363636,0.4727272727272727,0.548582995951417,0.5217391304347826,0.5080645161290323,0.3391684901531728,0.0695364238410596,0.0981595092024539,,22.86411716842962,0.3478260869565217,0.0760998810939357,0.0244530244530244,0.1085972850678733,0.0207253886010362,0.0828625235404896,0.0237113402061855,0.0542986425339366,0.0123456790123456,0.0126903553299492,0.025,0.0671140939597315,0.0483091787439613,0.1011904761904761,0.108433734939759,0.036697247706422,0.55,0.3566739606126914,0.6012269938650306,0.6666666666666666,0.6326530612244898,0.1072210065645514,0.4489795918367347,0.5,0.3636363636363636,0.1969365426695842,0.3555555555555555,0.3555555555555555,0.375,0.0809628008752735,0.5135135135135135,0.5135135135135135,0.9473684210526316,0.2582056892778993,0.3389830508474576,0.3418803418803419,0.9,0.3636363636363636,0.5625,0.0454545454545454,0.2954545454545454,0.3076923076923077,0.75,0.3636363636363636,0.525,0.0545454545454545,0.8333333333333334,0.3,0.2727272727272727,0.6958424507658644,0.3418803418803419,0.507508442982456,0.4719833333333332,0.4903790909090908,0.0759753593429158,0.1114457831325301,0.088235294117647,0.2334558823529411,7.025496688741723,25.017419354838708,0.282180485570316,15.0,1.0,4.0,5.0,,2.0,5.0,3.0,7.0,6.0,2.0,7.0,0.1020408163265306,0.0481927710843373,0.109090909090909,,8.0,9.0,,,,,0.6666666666666666,1.0,1.0,,,,,0.0064516129032258,0.0084745762711864,0.5,1.0,,False,,,,,
101152,1610612750,Bracey Wright,Bracey Wright,101152,MIN,8106.0,135,-10,251,252,79,63,30.0,503,4.0,6.0,,,3.0,4.0,2.0,8.0,9.0,20.0,1.0,3.0,,,,5.0,14.0,1.0,2.0,1.0,3.0,15.0,34.0,6.0,17.0,14.0,62.0,246,1.0,3.0,1.0,2.0,2.0,7.0,6.0,12.0,1.0,3.0,6.0,21.0,18.0,12.0,18.0,,,14.0,5.0,3.0,5.0,,5.0,,4.0,,1.0,10.0,1.0,2.0,2.0,12.0,15.0,3.0,18.0,1.0,1.0,,1.0,5.0,2.0,3.0,,3.0,8.0,,4.0,4.0,8.0,2.0,11.0,16.0,,7.0,,,,,,21.0,79,1.0,0.6,0.6,1.0,0.3529411764705882,0.5,0.3333333333333333,0.3529411764705882,0.4411764705882353,0.3333333333333333,0.5,0.4705882352941176,0.5,0.5,0.5254237288135594,0.5833333333333334,0.5526315789473685,0.3333333333333333,0.088235294117647,0.1666666666666666,,23.10344827586207,0.625,0.1237113402061855,0.0229885057471264,0.0606060606060606,0.0285714285714285,0.1076923076923077,0.0245901639344262,,,0.0444444444444444,0.0333333333333333,0.2083333333333333,0.0344827586206896,0.1363636363636363,0.0344827586206896,0.04,,0.1176470588235294,0.6666666666666666,0.8,0.5,0.1568627450980392,0.25,0.3333333333333333,0.5,0.392156862745098,0.45,0.45,0.6666666666666666,0.0588235294117647,0.3333333333333333,0.3333333333333333,1.0,0.2745098039215686,0.3571428571428571,0.3571428571428571,1.0,,,,0.4,0.5,1.0,0.2666666666666666,0.75,,,0.2,0.3333333333333333,0.4509803921568627,0.3571428571428571,0.4505225490196078,0.32901,0.4369833333333333,0.1206896551724138,0.1707317073170731,0.1129032258064516,0.3387096774193548,13.076470588235296,25.17058823529411,0.3147410358565737,,,1.0,1.0,,,,,1.0,,,1.0,0.25,0.1666666666666666,0.25,,,,,,,,,,,,,,,,,,,,False,,,,,
1548,1610612750,Mark Blount,Mark Blount,1548,MIN,69405.0,1157,-129,2165,2143,581,616,235.0,4308,69.0,108.0,22.0,38.0,12.0,21.0,32.0,89.0,78.0,157.0,,,,,,,,,,,,179.0,354.0,,,71.0,429.0,2303,31.0,59.0,,,9.0,71.0,36.0,78.0,,,25.0,97.0,272.0,86.0,,36.0,,,,23.0,30.0,3.0,33.0,3.0,9.0,1.0,20.0,69.0,8.0,50.0,27.0,99.0,143.0,60.0,203.0,7.0,25.0,14.0,11.0,29.0,12.0,45.0,4.0,17.0,74.0,6.0,20.0,77.0,147.0,13.0,96.0,95.0,11.0,47.0,40.0,34.0,6.0,40.0,16.0,97.0,581,14.0,0.7597765363128491,0.84472049689441,,,,,,0.5056497175141242,0.5254237288135594,0.4615384615384615,0.5056497175141242,0.5254237288135594,0.4615384615384615,0.5416666666666666,0.5461538461538461,0.5271739130434783,,0.0649717514124293,0.1481481481481481,0.0063694267515923,19.34156378600823,0.3918918918918919,0.1295811518324607,0.0608272506082725,0.1120331950207468,0.072072072072072,0.1253731343283582,0.0621650589496248,0.0950226244343891,0.0571428571428571,0.0446009389671361,0.0531914893617021,0.1187739463601532,0.1521739130434782,0.1253918495297805,0.12,0.046979865771812,0.4,0.3050847457627119,0.6388888888888888,0.75,0.6231884057971014,0.2514124293785311,0.3595505617977528,0.3855421686746988,0.59375,0.4435028248587571,0.4968152866242038,0.5,0.9487179487179488,,,,,,,,,0.6440677966101694,0.5789473684210527,,,,,0.2692307692307692,0.5714285714285714,,,,,0.3050847457627119,,0.4474457627118644,0.5210857142857143,0.4327833333333333,0.1205128205128205,0.1205128205128205,0.1655011655011655,0.2261072261072261,10.052542372881357,,0.2683602771362586,,,17.0,2.0,1.0,10.0,9.0,,6.0,,4.0,6.0,0.0674157303370786,0.2394366197183098,0.0909090909090909,2.0,8.0,15.0,1.0,17.0,0.0307692307692307,0.1764705882352941,0.1818181818181818,,,,,,,,,,,,False,,,,,
2058,1610612750,Mark Madsen,Mark Madsen,2058,MIN,29482.0,491,-27,889,891,228,291,137.0,1780,16.0,31.0,5.0,9.0,3.0,6.0,5.0,15.0,,2.0,,,,,,,7.0,,3.0,,,21.0,48.0,,7.0,16.0,58.0,885,5.0,11.0,,3.0,9.0,19.0,4.0,9.0,,,12.0,20.0,24.0,18.0,,10.0,,7.0,,8.0,7.0,1.0,8.0,1.0,2.0,1.0,4.0,17.0,7.0,29.0,8.0,48.0,59.0,38.0,97.0,,17.0,8.0,9.0,10.0,4.0,11.0,1.0,6.0,21.0,2.0,6.0,37.0,77.0,5.0,50.0,39.0,1.0,9.0,12.0,11.0,1.0,12.0,9.0,20.0,228,7.0,0.5714285714285714,0.75,,,,,,0.4375,0.4545454545454545,0.4444444444444444,0.3818181818181818,0.3571428571428571,0.4444444444444444,0.3918918918918919,0.3958333333333333,0.4166666666666667,0.1272727272727272,0.1666666666666666,0.2258064516129032,,9.030418250950571,0.4761904761904761,0.1437125748502994,0.0773333333333333,0.0888888888888888,0.0813953488372093,0.1320754716981132,0.0780911062906724,0.0275229357798165,0.1044776119402985,0.0954773869346733,0.0833333333333333,0.1935483870967742,0.1511627906976744,0.1096774193548387,0.1066666666666666,,0.75,0.5636363636363636,0.5161290322580645,0.6666666666666666,0.5625,0.2727272727272727,0.3333333333333333,0.3571428571428571,0.6,0.0363636363636363,,,,,,,,0.1272727272727272,,,,0.6428571428571429,0.5555555555555556,,0.2142857142857142,,,0.6666666666666666,0.5,,,,,0.6909090909090909,,0.4927136363636364,0.5040791666666666,0.4944222222222222,0.1428571428571428,0.1607142857142857,0.3275862068965517,0.3448275862068966,2.952083333333333,24.957142857142856,0.2564679415073115,,,3.0,1.0,,10.0,15.0,,11.0,,,11.0,0.0666666666666666,0.0789473684210526,,2.0,1.0,7.0,,2.0,0.0571428571428571,0.0714285714285714,,,,,,,,,,,,,False,,,,,
2239,1610612750,Trenton Hassell,Trenton Hassell,2239,MIN,81094.0,1352,-178,2516,2526,771,869,303.0,5042,51.0,88.0,15.0,25.0,12.0,24.0,37.0,89.0,67.0,164.0,,1.0,,,,3.0,13.0,,,1.0,5.0,155.0,341.0,3.0,14.0,80.0,399.0,2715,27.0,55.0,,,4.0,58.0,34.0,90.0,1.0,5.0,29.0,100.0,166.0,144.0,3.0,22.0,2.0,11.0,3.0,26.0,98.0,21.0,119.0,19.0,47.0,8.0,43.0,259.0,2.0,46.0,16.0,62.0,88.0,51.0,139.0,5.0,24.0,17.0,7.0,41.0,30.0,34.0,6.0,11.0,75.0,7.0,23.0,50.0,106.0,10.0,88.0,106.0,14.0,51.0,14.0,10.0,4.0,14.0,9.0,100.0,771,18.0,0.535483870967742,0.5763888888888888,0.3333333333333333,0.2142857142857142,,0.2,0.25,0.4545454545454545,0.4909090909090909,0.3777777777777777,0.4492957746478873,0.4909090909090909,0.3736842105263158,0.4975062344139651,0.5178571428571429,0.4347826086956521,0.0394366197183098,0.0762463343108504,0.1818181818181818,0.0182926829268292,16.499133448873483,0.5466666666666666,0.0668103448275862,0.0471794871794871,0.0592592592592592,0.0124223602484472,0.0651085141903172,0.0422535211267605,0.0548523206751054,0.0555555555555555,0.0402298850574712,0.0144927536231884,0.0489296636085626,0.0638297872340425,0.0846994535519125,0.0628019323671497,0.0304878048780487,0.6428571428571429,0.2478873239436619,0.5795454545454546,0.7083333333333334,0.4509803921568627,0.2507042253521127,0.4157303370786517,0.4512195121951219,0.2432432432432432,0.4619718309859155,0.4085365853658536,0.4161490683229814,0.7611940298507462,0.0028169014084507,,,,0.0366197183098591,0.2307692307692307,0.2307692307692307,0.3333333333333333,0.4545454545454545,0.6,,,,,0.2526315789473684,0.5,,,0.0526315789473684,0.2,0.2873239436619718,0.2727272727272727,0.4285202549575071,0.442474,0.4074218085106382,0.1301020408163265,0.1349206349206349,0.1453634085213032,0.2506265664160401,11.165102639296189,29.728571428571428,0.3064387917329094,6.0,2.0,10.0,9.0,1.0,5.0,2.0,,9.0,,2.0,9.0,0.0786516853932584,0.1052631578947368,0.0476190476190476,3.0,7.0,5.0,,,0.037037037037037,,0.0666666666666666,,,,,,,,,,,,False,,,,,
2060,1610612750,Marko Jaric,Marko Jaric,2060,MIN,55045.0,917,-77,1684,1689,472,556,223.0,3373,36.0,71.0,9.0,17.0,8.0,16.0,5.0,20.0,28.0,81.0,3.0,7.0,3.0,1.0,1.0,12.0,49.0,1.0,3.0,4.0,17.0,69.0,172.0,15.0,56.0,38.0,221.0,1712,10.0,27.0,2.0,6.0,,26.0,13.0,42.0,5.0,18.0,13.0,54.0,48.0,90.0,42.0,16.0,3.0,46.0,12.0,14.0,90.0,13.0,103.0,9.0,30.0,17.0,43.0,219.0,7.0,27.0,20.0,55.0,79.0,35.0,114.0,9.0,46.0,26.0,20.0,29.0,22.0,20.0,2.0,7.0,49.0,4.0,12.0,36.0,86.0,6.0,58.0,55.0,,20.0,9.0,7.0,1.0,9.0,5.0,54.0,472,13.0,0.3478260869565217,0.3934426229508196,0.9333333333333332,0.2678571428571428,0.3333333333333333,0.2777777777777778,0.2830188679245283,0.4011627906976744,0.3703703703703703,0.3095238095238095,0.4013157894736842,0.3939393939393939,0.3416666666666667,0.4333333333333333,0.3939393939393939,0.391304347826087,0.2456140350877192,0.0813953488372093,0.1408450704225352,0.0246913580246913,15.645908389089035,0.5918367346938775,0.0864779874213836,0.0401785714285714,0.100502512562814,0.0466666666666666,0.0898203592814371,0.0413625304136253,0.0515463917525773,0.0405405405405405,0.0333333333333333,0.05,0.0560344827586206,0.0969696969696969,0.1087866108786611,0.0903225806451612,0.072,0.5555555555555556,0.3114035087719298,0.5070422535211268,0.5901639344262295,0.2777777777777778,0.087719298245614,0.25,0.2777777777777778,0.2,0.3552631578947368,0.345679012345679,0.3544303797468354,0.4642857142857143,0.0307017543859649,0.4285714285714285,0.4285714285714285,1.0,0.2149122807017544,0.2448979591836734,0.2448979591836734,0.9166666666666666,0.5151515151515151,0.5294117647058824,0.0909090909090909,0.0909090909090909,0.3333333333333333,1.0,0.2666666666666666,0.5,0.0166666666666666,1.0,0.2833333333333333,0.2352941176470588,0.5570175438596491,0.2608695652173913,0.4878504444444445,0.5066666666666667,0.462923275862069,0.0806451612903225,0.1041666666666666,0.1176470588235294,0.2443438914027149,9.976162790697677,26.97142857142857,0.2802850356294536,3.0,4.0,4.0,5.0,1.0,2.0,5.0,,7.0,1.0,1.0,7.0,0.1,0.0634920634920634,0.1363636363636363,1.0,2.0,2.0,,1.0,0.02,0.0333333333333333,,1.0,,,,,,,,0.3333333333333333,1.0,,False,,,,,
2556,1610612750,Marcus Banks,Marcus Banks,2556,MIN,73649.0,1227,-78,2325,2315,697,778,248.0,4640,83.0,138.0,5.0,9.0,27.0,43.0,7.0,23.0,80.0,183.0,,1.0,,,,16.0,43.0,,,6.0,16.0,170.0,344.0,16.0,44.0,91.0,479.0,2462,10.0,23.0,,,2.0,22.0,45.0,91.0,6.0,16.0,43.0,151.0,118.0,222.0,21.0,4.0,,43.0,16.0,26.0,167.0,21.0,188.0,15.0,68.0,19.0,80.0,397.0,4.0,15.0,28.0,63.0,97.0,19.0,116.0,4.0,47.0,20.0,27.0,47.0,32.0,49.0,2.0,15.0,96.0,8.0,29.0,49.0,124.0,13.0,103.0,117.0,8.0,47.0,11.0,3.0,5.0,11.0,7.0,151.0,697,23.0,0.3470588235294117,0.3511904761904761,0.4375,0.3636363636363636,,0.375,0.3636363636363636,0.4941860465116279,0.4347826086956521,0.4945054945054945,0.5,0.4347826086956521,0.5046728971962616,0.5396825396825397,0.4583333333333333,0.551094890510949,0.1134020618556701,0.0755813953488372,0.1376811594202898,0.0163934426229508,20.5668326311758,0.4895833333333333,0.0745562130177514,0.0173410404624277,0.1124497991967871,0.0272108843537414,0.083180987202925,0.0187747035573122,0.0126582278481012,0.0169491525423728,0.0199556541019955,0.024390243902439,0.0702341137123745,0.0788177339901477,0.075801749271137,0.106951871657754,0.0238095238095238,0.6363636363636364,0.3556701030927835,0.6014492753623188,0.6974789915966386,0.2650602409638554,0.0592783505154639,0.3043478260869565,0.3684210526315789,0.2857142857142857,0.4716494845360824,0.4371584699453552,0.4444444444444444,0.4375,0.0025773195876288,,,,0.1108247422680412,0.3720930232558139,0.3720930232558139,0.4375,0.391304347826087,0.5555555555555556,,,,,0.4018691588785046,0.627906976744186,,,0.1495327102803738,0.375,0.4690721649484536,0.3720930232558139,0.4807475452196381,0.4327952380952379,0.4760900943396227,0.1100702576112412,0.1227154046997389,0.045929018789144,0.3152400835073068,11.081686046511628,25.96136363636364,0.2997849462365591,27.0,6.0,6.0,17.0,2.0,2.0,5.0,4.0,14.0,3.0,2.0,14.0,0.1739130434782608,0.0681818181818181,0.1290322580645161,,7.0,1.0,,2.0,,0.0416666666666666,,,,,,,,,,,,,False,,,,,
1607,1610612750,Troy Hudson,Troy Hudson,1607,MIN,17534.0,292,-57,523,524,121,147,65.0,1047,11.0,18.0,1.0,1.0,2.0,2.0,3.0,10.0,20.0,61.0,1.0,2.0,,,,9.0,30.0,1.0,3.0,4.0,10.0,34.0,89.0,10.0,32.0,19.0,117.0,543,1.0,4.0,1.0,3.0,2.0,7.0,11.0,20.0,4.0,10.0,6.0,40.0,20.0,48.0,18.0,,,30.0,9.0,5.0,28.0,7.0,35.0,5.0,11.0,6.0,11.0,77.0,1.0,2.0,2.0,13.0,17.0,3.0,20.0,2.0,3.0,2.0,1.0,16.0,12.0,7.0,1.0,4.0,23.0,3.0,5.0,5.0,20.0,1.0,28.0,22.0,2.0,6.0,1.0,1.0,,1.0,,40.0,121,5.0,0.2941176470588235,0.2941176470588235,0.6,0.3125,0.3333333333333333,0.4,0.3125,0.3820224719101123,0.25,0.55,0.4049586776859504,0.3571428571428571,0.5666666666666667,0.43359375,0.4285714285714285,0.578125,0.2644628099173554,0.0561797752808988,0.1111111111111111,0.0327868852459016,25.12479201331115,0.6956521739130435,0.0582959641255605,0.01,0.0344827586206896,0.0188679245283018,0.0533807829181494,0.0118577075098814,,0.0204081632653061,0.0099009900990099,0.0222222222222222,0.0493827160493827,0.0303030303030303,0.0921052631578947,0.0465116279069767,0.0285714285714285,,0.1487603305785124,0.6111111111111112,0.6875,0.3636363636363636,0.0826446280991735,0.3,0.3333333333333333,0.3333333333333333,0.5041322314049587,0.3278688524590163,0.3389830508474576,0.25,0.0165289256198347,0.5,0.5,1.0,0.2479338842975206,0.3,0.3,0.5555555555555556,0.1428571428571428,1.0,,0.4285714285714285,0.3333333333333333,1.0,0.0666666666666666,1.0,,,0.3333333333333333,0.4,0.4132231404958678,0.3,0.4484170833333333,0.42079,0.41425,0.048,0.064516129032258,0.0598290598290598,0.3418803418803419,13.793258426966297,25.575000000000003,0.2313575525812619,12.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,3.0,,,2.0,0.1,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,False,,,,,
