EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,PtsPutbacks,OffThreePtRebounds,FTOffRebounds,FTDefRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,3SecondViolations,Defensive 3 Seconds Violations,DefFTReboundPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,PtsUnassisted3s,HeaveMakes,HeaveAttempts,Corner3Assists,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,OffArc3ReboundPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Fg3aBlocked,Blocked3s,BlockedArc3,BlockedLongMidRange,SecondChanceFg3Pct,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,DefensiveGoaltends,OffensiveGoaltends,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Clear Path Fouls,3pt And 1 Free Throw Trips,on
101150,1610612755,Lou Williams,Lou Williams,101150,PHI,4097.0,68,-15.0,132,138,63,35,16.0,270,8.0,15.0,1.0,1.0,5.0,9.0,3.0,10.0,2.0,3.0,2.0,3.0,11.0,25.0,2.0,3.0,5.0,33.0,145,1.0,2.0,1.0,3.0,7.0,14.0,2.0,3.0,5.0,25.0,10.0,12.0,6.0,3.0,2.0,6.0,3.0,2.0,5.0,2.0,1.0,1.0,1.0,12.0,2.0,3.0,3.0,6.0,2.0,8.0,4.0,2.0,2.0,5.0,3.0,2.0,2.0,1.0,7.0,5.0,2.0,6.0,1.0,5.0,8.0,2.0,5.0,25.0,63,1.0,0.45454545454545453,0.45454545454545453,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.44,0.5,0.5,0.5,0.5,0.5882352941176471,0.532258064516129,0.5,0.625,0.10714285714285714,0.24,0.3333333333333333,0.1,25.333333333333332,0.7142857142857143,0.08108108108108109,0.0425531914893617,0.13636363636363635,0.1016949152542373,0.03508771929824561,0.045454545454545456,0.058823529411764705,0.1111111111111111,0.125,0.05,0.1875,0.5357142857142857,0.5333333333333333,0.8,0.375,0.35714285714285715,0.3,0.3333333333333333,0.6666666666666666,0.10714285714285714,0.6666666666666666,0.6666666666666666,1.0,0.5,1.0,1.0,0.5294117647058824,0.5555555555555556,0.17647058823529413,0.6666666666666666,0.6428571428571429,0.6666666666666666,0.5261142857142858,0.375,0.5331117647058824,0.16129032258064516,0.17857142857142858,0.09090909090909091,0.7575757575757576,7.6080000000000005,26.5,0.4772727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
101183,1610612755,Shavlik Randolph,Shavlik Randolph,101183,PHI,17098.0,285,5.0,538,549,199,159,73.0,1087,24.0,51.0,10.0,19.0,7.0,20.0,,1.0,,,,,26.0,62.0,,,21.0,73.0,543,11.0,21.0,1.0,23.0,8.0,22.0,,,8.0,24.0,26.0,26.0,,,,11.0,9.0,2.0,11.0,2.0,4.0,2.0,3.0,24.0,27.0,7.0,32.0,43.0,30.0,73.0,15.0,8.0,7.0,3.0,,10.0,3.0,1.0,13.0,5.0,20.0,44.0,3.0,33.0,35.0,3.0,18.0,24.0,199,4.0,0.5,0.8125,,,,,0.41935483870967744,0.5238095238095238,0.36363636363636365,0.41935483870967744,0.5238095238095238,0.36363636363636365,0.46794871794871795,0.5227272727272727,0.42857142857142855,,0.1774193548387097,0.21568627450980393,,14.701130856219708,0.23076923076923078,0.18604651162790697,0.135,0.10144927536231885,0.16182572614107885,0.11715481171548117,0.20833333333333334,0.08108108108108109,0.16393442622950818,0.23529411764705882,0.16666666666666666,0.12244897959183673,0.8225806451612904,0.47058823529411764,0.6,0.5416666666666666,0.016129032258064516,,,,,,,,0.9047619047619048,0.5263157894736842,,0.9090909090909091,0.35,,,0.8225806451612904,,0.5317951612903226,0.5503750000000001,0.5525409090909091,0.23376623376623376,0.23376623376623376,0.3150684931506849,0.3287671232876712,1.8709677419354844,,0.36988847583643125,2.0,10.0,20.0,1.0,2.0,4.0,5.0,3.0,1.0,3.0,2.0,10.0,1.0,9.0,7.0,2.0,9.0,5.0,2.0,1.0,0.2,0.07692307692307693,0.02564102564102564,0.1111111111111111,0.07142857142857142,0.05,0.2,0.5555555555555556,0.16129032258064516,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1563,1610612755,Kevin Ollie,Kevin Ollie,1563,PHI,30735.0,512,-91.0,956,980,274,259,118.0,1936,10.0,22.0,1.0,1.0,4.0,6.0,23.0,53.0,1.0,3.0,1.0,3.0,39.0,90.0,1.0,3.0,23.0,104.0,1045,1.0,7.0,,2.0,11.0,18.0,1.0,3.0,11.0,36.0,48.0,30.0,,1.0,,6.0,39.0,10.0,49.0,8.0,24.0,2.0,13.0,108.0,4.0,14.0,32.0,47.0,7.0,54.0,16.0,8.0,8.0,12.0,9.0,5.0,3.0,,17.0,2.0,11.0,37.0,2.0,27.0,31.0,4.0,12.0,36.0,274,4.0,0.6153846153846154,0.631578947368421,,0.3333333333333333,0.3333333333333333,,0.43333333333333335,0.14285714285714285,0.6111111111111112,0.43548387096774194,0.14285714285714285,0.5952380952380952,0.4858490566037736,0.14285714285714285,0.6923076923076923,0.03225806451612903,0.06666666666666667,0.18181818181818182,0.018867924528301886,11.181818181818182,0.7058823529411765,0.09696969696969697,0.010101010101010102,0.13592233009708737,0.10623556581986143,0.012987012987012988,,0.013513513513513514,0.07627118644067797,0.08571428571428572,0.11971830985915492,0.1095890410958904,0.23655913978494625,0.45454545454545453,0.5555555555555556,0.3,0.5698924731182796,0.4339622641509434,0.4423076923076923,0.782608695652174,0.03225806451612903,0.3333333333333333,0.3333333333333333,,0.14285714285714285,1.0,,0.2857142857142857,0.6666666666666666,0.14285714285714285,0.3333333333333333,0.26881720430107525,,0.43946978021978017,0.3642142857142857,0.45915,0.1188118811881188,0.12244897959183673,0.019230769230769232,0.34615384615384615,12.183333333333335,37.800000000000004,0.28661087866108786,6.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,5.0,2.0,1.0,1.0,2.0,,,,0.030303030303030304,0.025,0.030303030303030304,0.01818181818181818,,0.2,0.022222222222222223,,0.16129032258064516,0.4,0.42857142857142855,3.0,1.0,1.0,2.0,2.0,1.0,5.0,0.06666666666666667,0.046511627906976744,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
1924,1610612755,Lee Nailon,Lee Nailon,1924,PHI,10472.0,175,-6.0,332,334,90,87,44.0,666,12.0,17.0,2.0,6.0,2.0,4.0,11.0,28.0,,,,,26.0,58.0,,,10.0,62.0,357,4.0,12.0,1.0,9.0,5.0,14.0,,,,10.0,42.0,10.0,,,,3.0,3.0,1.0,4.0,,3.0,,,9.0,12.0,1.0,13.0,15.0,13.0,28.0,6.0,3.0,3.0,2.0,,6.0,2.0,,8.0,1.0,7.0,22.0,4.0,11.0,12.0,2.0,7.0,10.0,90,,0.8076923076923077,0.84,,,,,0.4482758620689655,0.3333333333333333,0.35714285714285715,0.4482758620689655,0.3333333333333333,0.35714285714285715,0.49206349206349204,0.375,0.35714285714285715,,0.05172413793103448,0.058823529411764705,0.03571428571428571,18.635170603674542,0.25,0.1111111111111111,0.08450704225352113,0.03225806451612903,0.0945945945945946,0.08387096774193549,0.03125,0.08333333333333333,,0.0967741935483871,0.18518518518518517,0.041666666666666664,0.29310344827586204,0.7058823529411765,0.75,0.9166666666666666,0.4827586206896552,0.39285714285714285,0.4074074074074074,0.7272727272727273,,,,,0.5,0.3333333333333333,0.5,0.2857142857142857,0.5,,,0.29310344827586204,,0.44209137931034487,0.4772416666666666,0.4355857142857143,0.1111111111111111,0.1111111111111111,0.14516129032258066,0.16129032258064516,9.993103448275862,,0.2710843373493976,3.0,13.0,2.0,1.0,,1.0,3.0,,1.0,3.0,1.0,1.0,,3.0,1.0,2.0,3.0,,,1.0,0.06666666666666667,,0.07692307692307693,0.12,0.2,,0.10344827586206896,,0.22413793103448276,0.23076923076923078,0.25,,,,1.0,1.0,,,0.07692307692307693,,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
2422,1610612755,John Salmons,John Salmons,2422,PHI,123547.0,2059,-190.0,3967,3985,1312,1157,453.0,7952,96.0,187.0,17.0,25.0,24.0,52.0,39.0,110.0,19.0,58.0,10.0,25.0,193.0,434.0,26.0,87.0,155.0,619.0,4354,28.0,51.0,16.0,78.0,46.0,110.0,14.0,42.0,55.0,189.0,132.0,254.0,75.0,57.0,19.0,57.0,169.0,54.0,223.0,32.0,79.0,32.0,58.0,500.0,39.0,40.0,126.0,172.0,48.0,220.0,73.0,38.0,35.0,67.0,41.0,58.0,26.0,11.0,125.0,40.0,84.0,178.0,10.0,175.0,200.0,21.0,90.0,189.0,1312,26.0,0.34196891191709844,0.3707865168539326,0.9615384615384616,0.2988505747126437,0.3333333333333333,0.3023255813953488,0.4447004608294931,0.5490196078431373,0.41818181818181815,0.44529750479846447,0.5166666666666667,0.4407894736842105,0.5073770491803279,0.5652173913043478,0.5080645161290323,0.16698656429942418,0.1313364055299539,0.22459893048128343,0.00909090909090909,16.35514018691589,0.536,0.09495101733232857,0.026748971193415638,0.08547008547008547,0.09247910863509749,0.024705221785513758,0.0496031746031746,0.0075046904315197,0.08853118712273642,0.10191082802547771,0.09689922480620156,0.07647058823529412,0.35892514395393477,0.5133689839572193,0.6620689655172414,0.4479166666666667,0.21113243761996162,0.35454545454545455,0.3577981651376147,0.2564102564102564,0.11132437619961612,0.3275862068965517,0.3333333333333333,0.9473684210526315,0.4166666666666667,0.68,0.11764705882352941,0.34210526315789475,0.46153846153846156,0.16447368421052633,0.4,0.525911708253359,0.3333333333333333,0.4758215250965251,0.47059509803921573,0.46524899328859043,0.15254237288135594,0.17892644135188868,0.1260096930533118,0.3053311793214863,7.283179723502306,25.259770114942526,0.3307285102092261,58.0,137.0,30.0,5.0,4.0,6.0,10.0,7.0,6.0,9.0,3.0,7.0,20.0,12.0,8.0,2.0,13.0,7.0,1.0,,0.045454545454545456,0.024691358024691357,0.015479876160990712,0.023752969121140142,0.009708737864077669,0.109375,0.0423728813559322,0.5384615384615384,0.2629558541266795,0.4233576642335766,0.4715447154471545,3.0,,1.0,22.0,13.0,,18.0,0.10218978102189781,0.01818181818181818,0.22413793103448276,3.0,7.0,29.0,2.0,4.0,17.0,2.0,7.0,2.0,9.0,2.0,1.0,1.0,2.0,0.2222222222222222,0.022988505747126436,0.034482758620689655,0.017241379310344827,0.05566218809980806,0.2413793103448276,0.25,1.0,0.03333333333333333,0.11666666666666667,0.2857142857142857,1.0,0.1118421052631579,0.23529411764705882,,,,,,,,,,,True
2214,1610612755,Michael Bradley,Michael Bradley,2214,PHI,10941.0,182,-60.0,336,335,133,117,45.0,671,12.0,19.0,5.0,9.0,4.0,5.0,1.0,11.0,,2.0,,2.0,15.0,38.0,,3.0,2.0,32.0,354,5.0,14.0,,10.0,5.0,14.0,,3.0,,10.0,20.0,10.0,,1.0,,,3.0,2.0,5.0,1.0,2.0,,1.0,12.0,15.0,9.0,20.0,34.0,21.0,55.0,2.0,,2.0,5.0,2.0,4.0,3.0,,9.0,3.0,8.0,19.0,2.0,4.0,2.0,,1.0,10.0,133,4.0,0.6666666666666666,0.9090909090909091,,,,,0.39473684210526316,0.35714285714285715,0.35714285714285715,0.36585365853658536,0.35714285714285715,0.29411764705882354,0.38095238095238093,0.35714285714285715,0.29411764705882354,0.07317073170731707,,,,13.178294573643411,0.5555555555555556,0.1834862385321101,0.1048951048951049,0.20930232558139536,0.19078947368421054,0.10919540229885058,0.08695652173913043,0.09090909090909091,0.23529411764705882,0.1111111111111111,0.1875,0.2413793103448276,0.4634146341463415,0.631578947368421,0.631578947368421,0.6666666666666666,0.2682926829268293,0.09090909090909091,0.09090909090909091,,0.04878048780487805,,,,0.6428571428571429,0.5555555555555556,0.2,0.29411764705882354,0.8,0.11764705882352941,,0.5365853658536586,,0.44543625000000003,0.49804545454545457,0.394778125,0.023809523809523808,0.02564102564102564,0.3125,0.3125,6.973684210526316,33.43333333333334,0.3958333333333333,2.0,8.0,8.0,4.0,2.0,5.0,,1.0,1.0,3.0,,2.0,,5.0,4.0,1.0,5.0,3.0,,1.0,0.4166666666666667,0.4,0.12903225806451613,0.14285714285714285,0.07142857142857142,0.14285714285714285,,0.6,0.1951219512195122,0.25,0.25,,,1.0,1.0,1.0,,,,0.17647058823529413,1.0,,,1.0,,,1.0,,,,,,,,,,,,,0.024390243902439025,,,,,,,,0.058823529411764705,,,,,,,,,,,,True
185,1610612755,Chris Webber,Chris Webber,185,PHI,77845.0,1297,-153.0,2521,2503,775,683,276.0,5024,102.0,197.0,35.0,68.0,35.0,66.0,102.0,246.0,4.0,26.0,2.0,13.0,272.0,618.0,8.0,35.0,135.0,703.0,2817,51.0,101.0,29.0,131.0,85.0,184.0,3.0,18.0,59.0,238.0,310.0,234.0,21.0,25.0,4.0,29.0,94.0,16.0,110.0,13.0,61.0,20.0,13.0,236.0,81.0,39.0,149.0,221.0,103.0,324.0,46.0,22.0,24.0,54.0,25.0,37.0,29.0,10.0,91.0,19.0,53.0,97.0,11.0,125.0,175.0,11.0,67.0,238.0,775,18.0,0.5698529411764706,0.640495867768595,0.875,0.22857142857142856,0.16666666666666666,0.23529411764705882,0.4401294498381877,0.504950495049505,0.46195652173913043,0.4349157733537519,0.5,0.4430693069306931,0.47674418604651164,0.5550847457627118,0.5,0.05359877488514548,0.04692556634304207,0.09644670050761421,,28.8623595505618,0.5934065934065934,0.17801672640382318,0.08598726114649681,0.14444444444444443,0.16982836495031617,0.08611599297012303,0.14836795252225518,0.02710843373493976,0.1712538226299694,0.1891891891891892,0.17846153846153845,0.16923076923076924,0.3016845329249617,0.5177664974619289,0.5730337078651685,0.5196078431372549,0.3767228177641654,0.4146341463414634,0.4146341463414634,0.7352941176470589,0.039816232771822356,0.15384615384615385,0.15384615384615385,0.75,0.6666666666666666,0.5147058823529411,0.17142857142857143,0.32673267326732675,0.5303030303030303,0.06435643564356436,0.15384615384615385,0.3552833078101072,0.16,0.4492253834355829,0.5144291208791207,0.4539024875621891,0.09449929478138223,0.09940652818991098,0.18634423897581792,0.3385490753911807,9.625728155339807,25.702857142857145,0.3074176913923046,68.0,175.0,60.0,17.0,5.0,33.0,30.0,2.0,12.0,5.0,11.0,3.0,22.0,33.0,24.0,9.0,33.0,15.0,2.0,4.0,0.3793103448275862,0.056179775280898875,0.08673469387755102,0.08058608058608059,0.14035087719298245,0.08,0.08823529411764706,0.45454545454545453,0.2679938744257274,0.38857142857142857,0.4121212121212121,3.0,,1.0,3.0,9.0,8.0,20.0,0.05714285714285714,0.06474820143884892,0.39705882352941174,,4.0,9.0,,1.0,5.0,,1.0,,1.0,,,,,,,,,0.013782542113323124,0.4444444444444444,0.4444444444444444,1.0,,0.00980392156862745,,,0.024752475247524754,0.2,1.0,1.0,,,,,,,,,True
2738,1610612755,Andre Iguodala,Andre Iguodala,2738,PHI,82568.0,1376,-57.0,2661,2683,904,792,313.0,5344,89.0,141.0,7.0,14.0,34.0,51.0,15.0,38.0,7.0,33.0,3.0,18.0,117.0,227.0,28.0,86.0,125.0,443.0,2896,10.0,22.0,12.0,35.0,41.0,74.0,6.0,33.0,54.0,154.0,152.0,82.0,78.0,29.0,7.0,15.0,102.0,18.0,120.0,12.0,69.0,11.0,22.0,258.0,35.0,43.0,121.0,176.0,44.0,220.0,65.0,33.0,32.0,38.0,24.0,30.0,14.0,9.0,68.0,15.0,51.0,94.0,3.0,124.0,172.0,12.0,73.0,154.0,904,15.0,0.6495726495726496,0.6846846846846847,0.9285714285714286,0.32558139534883723,0.18181818181818182,0.34146341463414637,0.5154185022026432,0.45454545454545453,0.5540540540540541,0.5079872204472844,0.46,0.4672897196261682,0.5652173913043478,0.5303030303030303,0.55,0.2747603833865815,0.06607929515418502,0.0851063829787234,,15.140495867768594,0.5588235294117647,0.13296703296703297,0.03676470588235294,0.1303030303030303,0.13225806451612904,0.037996545768566495,0.03560830860534125,0.0463768115942029,0.10857142857142857,0.1262135922330097,0.16101694915254236,0.1306122448979592,0.4504792332268371,0.6312056737588653,0.689922480620155,0.6629213483146067,0.12140575079872204,0.39473684210526316,0.39473684210526316,0.6666666666666666,0.10543130990415335,0.21212121212121213,0.21212121212121213,0.8571428571428571,0.56,0.5,0.14285714285714285,0.4766355140186916,0.6666666666666666,0.16822429906542055,0.16666666666666666,0.7252396166134185,0.2413793103448276,0.5225055374592834,0.483585,0.5202009900990099,0.20159151193633953,0.2534722222222222,0.07900677200902935,0.3476297968397291,4.944052863436125,25.681395348837214,0.3397219090567456,13.0,48.0,12.0,9.0,,12.0,3.0,8.0,3.0,1.0,4.0,12.0,14.0,7.0,5.0,1.0,8.0,4.0,,1.0,0.13953488372093023,,0.043689320388349516,0.025925925925925925,0.027777777777777776,0.12941176470588237,0.020833333333333332,0.5,0.15335463258785942,0.2708333333333333,0.28888888888888886,6.0,,4.0,6.0,6.0,1.0,10.0,0.0625,0.05223880597014925,0.5384615384615384,,21.0,53.0,2.0,3.0,15.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.011627906976744186,0.018867924528301886,,0.16932907348242812,0.39622641509433965,0.40384615384615385,0.9523809523809523,0.08,0.04,,,0.14018691588785046,0.2,1.0,1.0,1.0,3.0,0.5,1.0,0.033707865168539325,,,,True
2212,1610612755,Steven Hunter,Steven Hunter,2212,PHI,39878.0,665,-39.0,1259,1281,351,370,137.0,2540,78.0,117.0,15.0,29.0,13.0,24.0,,3.0,,,,,88.0,148.0,,,37.0,213.0,1352,16.0,32.0,9.0,41.0,14.0,32.0,,,5.0,33.0,126.0,50.0,,,,22.0,2.0,5.0,7.0,5.0,,1.0,1.0,19.0,38.0,24.0,55.0,88.0,52.0,140.0,4.0,,4.0,15.0,3.0,18.0,12.0,5.0,33.0,11.0,32.0,58.0,3.0,55.0,80.0,9.0,39.0,33.0,351,3.0,0.7159090909090909,0.8181818181818182,,,,,0.5945945945945946,0.5,0.4375,0.5945945945945946,0.5,0.4375,0.5788043478260869,0.5,0.4342105263157895,,0.14864864864864866,0.1282051282051282,,15.115465360391884,0.45454545454545453,0.1160337552742616,0.08050847457627118,0.17142857142857143,0.12866449511400652,0.08635578583765112,0.1111111111111111,0.06666666666666667,0.09248554913294797,0.11382113821138211,0.1404494382022472,0.20388349514563106,0.7905405405405406,0.6666666666666666,0.7647058823529411,0.7307692307692307,0.02027027027027027,,,,,,,,0.90625,0.5172413793103449,0.26666666666666666,0.75,0.5416666666666666,,,0.7905405405405406,,0.5336452702702704,0.568596153846154,0.5256875000000001,0.21910112359550563,0.21910112359550563,0.19248826291079812,0.15492957746478872,1.9804054054054052,,0.27879269261318507,10.0,28.0,22.0,12.0,2.0,9.0,,2.0,2.0,10.0,2.0,5.0,6.0,38.0,28.0,9.0,40.0,27.0,2.0,2.0,0.23076923076923078,0.037037037037037035,0.11214953271028037,0.06756756756756757,0.029411764705882353,0.08108108108108109,,0.675,0.1891891891891892,0.35714285714285715,0.47619047619047616,,,,,,,3.0,0.25,0.1506849315068493,0.6,3.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,4.0,1.0,,,,,,2.0,,,True
2440,1610612755,Matt Barnes,Matt Barnes,2440,PHI,16452.0,274,-22.0,521,539,170,175,72.0,1060,24.0,34.0,6.0,9.0,4.0,7.0,5.0,8.0,,3.0,,3.0,33.0,52.0,1.0,8.0,21.0,90.0,596,8.0,11.0,7.0,23.0,6.0,11.0,,4.0,11.0,23.0,46.0,20.0,3.0,2.0,,6.0,11.0,1.0,12.0,,8.0,1.0,2.0,25.0,16.0,14.0,15.0,33.0,20.0,53.0,9.0,6.0,3.0,9.0,3.0,4.0,6.0,1.0,13.0,6.0,21.0,44.0,2.0,22.0,29.0,3.0,10.0,23.0,170,9.0,0.696969696969697,0.8214285714285714,1.0,0.125,,0.14285714285714285,0.6346153846153846,0.7272727272727273,0.5454545454545454,0.575,0.6666666666666666,0.4,0.6164383561643836,0.7666666666666667,0.5,0.13333333333333333,0.11538461538461539,0.11764705882352941,,14.23841059602649,0.6923076923076923,0.09554140127388536,0.09302325581395349,0.1891891891891892,0.12554112554112554,0.08035714285714286,0.09836065573770492,0.07142857142857142,0.06557377049180328,0.16666666666666666,0.0625,0.2,0.5666666666666667,0.7058823529411765,0.8,0.75,0.13333333333333333,0.625,0.625,0.8,0.05,,,,0.75,0.6666666666666666,0.3333333333333333,0.4666666666666667,0.5714285714285714,0.2,,0.7,,0.4996508474576271,0.5209590909090909,0.4591785714285714,0.14925373134328357,0.1694915254237288,0.25555555555555554,0.25555555555555554,4.492307692307692,27.112500000000004,0.32629558541266795,4.0,10.0,10.0,2.0,2.0,4.0,1.0,1.0,1.0,4.0,2.0,4.0,6.0,5.0,4.0,1.0,5.0,2.0,,,0.16666666666666666,0.07692307692307693,0.038461538461538464,0.10909090909090909,,0.16666666666666666,0.05555555555555555,0.4,0.16666666666666666,0.4,0.5,,,1.0,1.0,,,6.0,0.2,0.05405405405405406,0.25,,1.0,5.0,,,1.0,,1.0,,1.0,,,,,,,,,0.08333333333333333,0.2,0.2,1.0,,0.08333333333333333,,,0.06666666666666667,,,,,,,,,,,,True
