EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,SecondChanceFtPoints,SecondChancePoints,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Travels,Turnovers,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Defensive 3 Seconds Violations,PenaltyOffPossExcludingTakeFouls,TsPct,SecondChanceTsPct,Usage,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,AtRimFGM,AtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,AssistPoints,FTOffRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,PenaltyPointsExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,OffFTReboundPct,DefTwoPtReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsAssisted2s,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,AtRimPctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,Fg2aBlocked,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,SelfOReb,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Arc3Assists,BadPassOutOfBoundsTurnovers,LongMidRangePctAssisted,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,BlocksRecoveredPct,LongMidRangeAssists,ShortMidRangeFGM,PtsPutbacks,OffTwoPtRebounds,2pt And 1 Free Throw Trips,OffTwoPtReboundPct,OffLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Technical Free Throw Trips,on,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedLongMidRange,BlockedShortMidRange,DefensiveGoaltends,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctBlocked,LongMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,HeaveAttempts,PenaltyArc3FGM,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PtsUnassisted3s,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,BlockedCorner3,3SecondViolations,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes
101124,1610612763,Hakim Warrick,Hakim Warrick,101124,MEM,42993.0,717,-69,1330,1346,432.0,467,152.0,2676,74.0,276.0,1399,3.0,39.0,19.0,100.0,143.0,21.0,33.0,13.0,7.0,54.0,112.0,89.0,111.0,53.0,4.0,432.0,0.4981949458483754,0.5,22.007978723404257,0.3888888888888889,0.1366906474820144,0.1243697478991596,0.1403508771929824,0.1977611940298507,0.1977611940298507,0.1413043478260869,0.324812030075188,72.0,126.0,74.0,8.0,28.0,,,,,,,,,,101.0,228.0,,,,,21.0,57.0,,,31.0,73.0,80.0,,,,20.0,10.0,30.0,3.0,11.0,70.0,,55.0,43.0,14.0,10.0,4.0,8.0,6.0,11.0,6.0,73.0,,,,,,0.4429824561403508,0.3684210526315789,0.4429824561403508,0.5142857142857142,0.3684210526315789,0.474025974025974,,,0.1206140350877193,0.0807453416149068,0.1858407079646017,0.5526315789473685,0.5714285714285714,0.6857142857142857,0.3245614035087719,0.1228070175438596,0.2857142857142857,0.32,,,,,,,,,,,,,,,0.5526315789473685,,0.4850157894736842,0.529975,0.4863473684210526,0.2644927536231884,4.996052631578947,,14.0,27.0,15.0,31.0,18.0,35.0,122.0,57.0,21.0,13.0,21.0,0.6039603960396039,0.6630434782608695,0.5142857142857142,0.6944444444444444,0.7714285714285715,0.5185185185185185,0.2142857142857142,0.543859649122807,0.4838709677419355,36.0,2.0,6.0,26.0,6.0,6.0,0.1578947368421052,0.1666666666666666,0.3880597014925373,0.048780487804878,0.0703764320785597,0.053763440860215,0.1153846153846153,0.0659340659340659,7.0,6.0,0.5,8.0,16.0,0.3809523809523809,7.0,21.0,18.0,37.0,13.0,0.0758196721311475,0.0409356725146198,0.2837837837837837,0.3387096774193548,0.3333333333333333,,False,2.0,3.0,14.0,11.0,9.0,2.0,6.0,2.0,3.0,8.0,0.1621621621621621,0.1071428571428571,0.1419753086419753,0.0451612903225806,0.0333333333333333,0.12,,,,,,,,,,,,,,,,,,,,,,
101160,1610612763,Lawrence Roberts,Lawrence Roberts,101160,MEM,10094.0,168,-11,322,325,140.0,132,41.0,647,11.0,43.0,315,,6.0,8.0,22.0,45.0,3.0,1.0,1.0,,4.0,29.0,14.0,16.0,8.0,,140.0,0.4574468085106383,0.4285714285714285,13.821138211382117,0.75,0.1860465116279069,0.1408450704225352,0.2352941176470588,0.1739130434782608,0.1818181818181818,0.1395348837209302,0.4347826086956521,10.0,18.0,9.0,4.0,11.0,,,,,,,,2.0,2.0,16.0,38.0,,2.0,,,6.0,18.0,,2.0,6.0,18.0,8.0,,1.0,,3.0,2.0,5.0,,3.0,12.0,2.0,12.0,23.0,8.0,6.0,2.0,2.0,,1.0,1.0,18.0,,,,,,0.4210526315789473,0.3333333333333333,0.4,0.4285714285714285,0.3,0.375,0.05,0.1538461538461538,0.1212121212121212,0.0588235294117647,0.1428571428571428,0.45,0.5555555555555556,0.7142857142857143,0.225,0.275,0.3636363636363636,0.3636363636363636,,,,,0.05,,,,,,,,,0.1,0.5,,0.4482684210526316,0.4789166666666666,0.4117555555555555,0.4186046511627907,7.255263157894737,39.150000000000006,3.0,5.0,3.0,6.0,3.0,7.0,24.0,16.0,2.0,2.0,2.0,0.75,0.9230769230769232,0.4285714285714285,0.7,0.7142857142857143,0.6,,0.3,0.5,4.0,,6.0,2.0,,3.0,0.1052631578947368,0.2222222222222222,0.0869565217391304,0.1714285714285714,0.1458333333333333,0.16,0.1590909090909091,,2.0,,0.75,1.0,4.0,0.5,,2.0,6.0,15.0,2.0,0.1376146788990825,0.1568627450980392,0.2222222222222222,0.2222222222222222,1.0,,False,,,1.0,3.0,1.0,,,,,1.0,,,0.08,0.1515151515151515,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,
101194,1610612763,Anthony Roberson,Anthony Roberson,101194,MEM,5295.0,88,-1,162,170,56.0,73,15.0,332,2.0,35.0,148,,4.0,1.0,6.0,6.0,2.0,1.0,,,3.0,6.0,4.0,2.0,1.0,,56.0,0.546875,1.0,19.774011299435028,0.6666666666666666,0.0357142857142857,0.0465116279069767,0.0416666666666666,0.03125,0.0454545454545454,0.1142857142857142,0.345679012345679,2.0,7.0,1.0,7.0,13.0,2.0,2.0,,,,,3.0,8.0,5.0,9.0,21.0,5.0,10.0,,,4.0,9.0,1.0,5.0,2.0,13.0,8.0,15.0,8.0,3.0,4.0,1.0,5.0,,,11.0,,3.0,,1.0,1.0,,2.0,,,,13.0,1.0,0.5,,0.2,0.5,0.4285714285714285,0.4444444444444444,0.532258064516129,1.0,0.3928571428571428,0.4333333333333333,0.3225806451612903,,0.0517241379310344,,,0.2258064516129032,0.2857142857142857,0.4,0.032258064516129,0.4193548387096774,0.5384615384615384,0.5384615384615384,0.064516129032258,1.0,1.0,1.0,0.2580645161290322,0.375,0.375,1.0,,,,,,0.3571428571428571,0.5483870967741935,0.375,0.4674854838709677,0.35245,0.4424071428571428,0.3714285714285714,12.047619047619047,24.9,,,,2.0,2.0,2.0,10.0,,,,,0.5555555555555556,0.5555555555555556,1.0,,,,,0.1428571428571428,,2.0,1.0,,2.0,,,0.0952380952380952,0.2857142857142857,0.1818181818181818,,,,0.1034482758620689,,1.0,,0.7142857142857143,,2.0,,3.0,,,,,,,,,,,False,1.0,,1.0,,,,,,,,,,,,,,,1.0,0.2,,,,,,,,,,,,,,,,,,,
2054,1610612763,Jake Tsakalidis,Jake Tsakalidis,2054,MEM,43944.0,732,123,1299,1304,290.0,297,153.0,2603,57.0,257.0,1327,18.0,82.0,19.0,134.0,212.0,21.0,18.0,11.0,4.0,39.0,107.0,66.0,87.0,42.0,5.0,290.0,0.6330049261083743,0.7321428571428571,16.329284750337383,0.5384615384615384,0.1696428571428571,0.188767550702028,0.1216216216216216,0.2142857142857142,0.2142857142857142,0.3190661478599221,0.2232486528098537,81.0,117.0,29.0,9.0,19.0,,,,,,,,,,100.0,165.0,,,,,18.0,31.0,,,15.0,51.0,70.0,,,,9.0,4.0,13.0,3.0,3.0,30.0,1.0,102.0,78.0,14.0,9.0,5.0,10.0,5.0,4.0,1.0,51.0,,,,,,0.6060606060606061,0.5806451612903226,0.6060606060606061,0.6956521739130435,0.5806451612903226,0.6219512195121951,,0.0232558139534883,0.1928166351606805,0.2279792746113989,0.1764705882352941,0.7090909090909091,0.6923076923076923,0.7941176470588235,0.1757575757575757,0.1151515151515151,0.4736842105263157,0.4736842105263157,,,,,,,,,,,,,,,0.7090909090909091,,0.5067490909090908,0.5438923076923077,0.485258064516129,0.1984435797665369,3.1975757575757577,,30.0,42.0,15.0,22.0,32.0,46.0,130.0,53.0,32.0,22.0,32.0,0.65,0.9027777777777778,0.6956521739130435,0.6296296296296297,0.9130434782608696,0.7142857142857143,0.1,0.7096774193548387,0.6818181818181818,19.0,3.0,14.0,13.0,6.0,8.0,0.1151515151515151,0.1282051282051282,0.3023255813953488,0.1014492753623188,0.1355633802816901,0.1075268817204301,0.17,0.1333333333333333,1.0,2.0,1.0,16.0,10.0,0.5,3.0,10.0,56.0,63.0,11.0,0.1465116279069767,0.11875,0.3448275862068966,0.4,0.5,,False,4.0,1.0,5.0,14.0,7.0,1.0,9.0,,2.0,5.0,0.1379310344827586,,0.1655629139072847,0.1596638655462184,0.0888888888888888,0.2631578947368421,,,,,,,,,,,,,,,,,,,,,,
2563,1610612763,Dahntay Jones,Dahntay Jones,2563,MEM,56944.0,949,-125,1733,1732,477.0,507,194.0,3465,58.0,277.0,1794,1.0,39.0,23.0,83.0,103.0,21.0,28.0,8.0,4.0,49.0,106.0,75.0,91.0,43.0,2.0,477.0,0.4586092715231788,0.609375,17.86259541984733,0.4285714285714285,0.1173469387755102,0.1044386422976501,0.1172413793103448,0.1452702702702702,0.1557971014492753,0.1407942238267148,0.2752452394691286,60.0,98.0,33.0,37.0,110.0,3.0,19.0,,,,6.0,,1.0,1.0,105.0,241.0,3.0,20.0,,,16.0,54.0,,7.0,23.0,55.0,116.0,9.0,1.0,,25.0,12.0,37.0,7.0,16.0,86.0,2.0,57.0,20.0,38.0,15.0,23.0,13.0,2.0,11.0,17.0,55.0,1.0,0.15,,,0.15,0.4356846473029045,0.2962962962962963,0.4195402298850574,0.6129032258064516,0.2622950819672131,0.3525641025641026,0.0766283524904214,0.024390243902439,0.1,0.0855614973262032,0.0728476821192053,0.3754789272030651,0.6122448979591837,0.7228915662650602,0.1264367816091954,0.421455938697318,0.3363636363636363,0.3457943925233644,0.0727969348659003,0.1578947368421052,0.1578947368421052,1.0,0.003831417624521,,,,,,,0.0983606557377049,,0.0163934426229508,0.4521072796934866,,0.4746227969348661,0.494,0.4411098360655737,0.1985559566787003,9.787551867219916,23.43,12.0,18.0,10.0,17.0,19.0,31.0,94.0,39.0,15.0,10.0,15.0,0.4476190476190476,0.4795918367346938,0.6129032258064516,0.2,0.5806451612903226,0.6666666666666666,,0.2786885245901639,0.5882352941176471,22.0,4.0,2.0,3.0,1.0,1.0,0.0912863070539419,0.1530612244897959,0.0410958904109589,0.0121212121212121,0.0222772277227722,0.016260162601626,0.1293103448275862,0.0079365079365079,5.0,3.0,0.8378378378378378,5.0,16.0,0.3333333333333333,5.0,8.0,14.0,16.0,8.0,0.0248833592534992,0.0078431372549019,0.2424242424242424,0.2758620689655172,0.5,,False,5.0,3.0,15.0,8.0,6.0,1.0,4.0,6.0,,4.0,0.1212121212121212,0.0272727272727272,0.0234741784037558,0.0514285714285714,,0.1176470588235294,,,,,,,,,,,,,,,,,,,,,,
2073,1610612763,Brian Cardinal,Brian Cardinal,2073,MEM,24092.0,402,49,722,723,214.0,230,78.0,1445,19.0,124.0,705,1.0,15.0,9.0,44.0,55.0,17.0,10.0,3.0,,27.0,65.0,35.0,27.0,11.0,,214.0,0.5,0.625,18.64197530864197,0.6296296296296297,0.1125,0.1141975308641975,0.0625,0.0909090909090909,0.1195652173913043,0.1209677419354838,0.296398891966759,14.0,24.0,17.0,14.0,41.0,7.0,9.0,1.0,2.0,2.0,3.0,6.0,20.0,9.0,33.0,82.0,13.0,29.0,2.0,5.0,9.0,21.0,4.0,12.0,6.0,36.0,14.0,39.0,19.0,6.0,31.0,2.0,33.0,,17.0,68.0,,28.0,11.0,23.0,13.0,10.0,14.0,2.0,5.0,9.0,36.0,1.0,0.4482758620689655,0.4,0.3333333333333333,0.4642857142857143,0.4024390243902439,0.4285714285714285,0.4729729729729729,0.6363636363636364,0.4545454545454545,0.4864864864864865,0.2612612612612612,,0.1147540983606557,0.1129032258064516,0.106060606060606,0.2162162162162162,0.5833333333333334,0.6666666666666666,0.1531531531531531,0.3693693693693693,0.3414634146341463,0.3684210526315789,0.081081081081081,0.7777777777777778,0.7777777777777778,1.0,0.1801801801801801,0.3,0.3,1.0,0.1818181818181818,0.5,1.0,0.0909090909090909,0.6666666666666666,0.2727272727272727,0.4774774774774775,0.3157894736842105,0.4459886363636363,0.4516785714285714,0.4725937499999999,0.2903225806451613,11.107317073170732,25.75172413793104,3.0,4.0,6.0,10.0,4.0,6.0,52.0,36.0,,,,0.7878787878787878,0.8125,0.6666666666666666,0.7857142857142857,0.3636363636363636,0.75,0.3333333333333333,0.303030303030303,0.6,11.0,6.0,3.0,7.0,3.0,4.0,0.1341463414634146,0.125,0.2692307692307692,0.0375,0.0338461538461538,0.0363636363636363,0.1206896551724138,0.0566037735849056,2.0,4.0,0.8571428571428571,,8.0,,8.0,5.0,2.0,8.0,1.0,0.0326530612244898,0.0309278350515463,0.2941176470588235,0.4166666666666667,0.6,,False,1.0,,6.0,2.0,3.0,,,,,2.0,0.2941176470588235,0.073170731707317,0.054054054054054,0.0135135135135135,0.04,0.3125,1.0,2.0,0.2222222222222222,1.0,3.0,0.2727272727272727,0.3333333333333333,1.0,,,,,,,,,,,,,,
2766,1610612763,Antonio Burks,Antonio Burks,2766,MEM,33943.0,566,-24,1015,1032,325.0,327,114.0,2047,10.0,113.0,1016,,5.0,11.0,33.0,37.0,23.0,13.0,8.0,1.0,36.0,45.0,31.0,23.0,8.0,,325.0,0.3717105263157895,0.3571428571428571,16.347826086956523,0.6388888888888888,0.1009174311926605,0.0692640692640692,0.072289156626506,0.0547945205479452,0.0571428571428571,0.0442477876106194,0.3201970443349753,21.0,47.0,18.0,24.0,72.0,,1.0,,1.0,,1.0,1.0,5.0,4.0,50.0,137.0,1.0,6.0,1.0,2.0,12.0,36.0,1.0,5.0,6.0,33.0,78.0,,3.0,1.0,46.0,29.0,75.0,10.0,20.0,179.0,,21.0,4.0,20.0,4.0,16.0,15.0,,2.0,6.0,33.0,,0.1666666666666666,0.5,0.2,0.25,0.364963503649635,0.3333333333333333,0.3601398601398601,0.3571428571428571,0.3292682926829268,0.34375,0.0419580419580419,,0.0594900849858356,0.0530973451327433,0.0112359550561797,0.3286713286713286,0.4468085106382978,0.5,0.1258741258741259,0.5034965034965035,0.3333333333333333,0.3333333333333333,0.0069930069930069,,,,0.0349650349650349,0.2,0.25,,0.1428571428571428,,,0.024390243902439,,0.0975609756097561,0.3706293706293706,0.3333333333333333,0.4552878571428572,0.39045,0.444505128205128,0.2920353982300885,11.262043795620436,34.48333333333333,,2.0,5.0,14.0,1.0,5.0,22.0,13.0,,,,0.22,0.22,0.2,0.1428571428571428,0.2857142857142857,,,0.3414634146341463,0.3571428571428571,5.0,8.0,2.0,1.0,2.0,4.0,0.0364963503649635,0.1063829787234042,0.0185185185185185,0.0240963855421686,0.0088300220750551,0.0158730158730158,0.0927152317880794,0.0253164556962025,19.0,6.0,0.2916666666666667,,6.0,,18.0,5.0,,2.0,5.0,0.0054054054054054,,0.2777777777777778,0.2777777777777778,0.2,,False,3.0,,13.0,3.0,6.0,,,,,5.0,,,,0.019047619047619,0.05,0.1923076923076923,2.0,1.0,0.25,1.0,1.0,0.1428571428571428,1.0,,3.0,2.0,0.3333333333333333,1.0,0.2,,,,,,,,,
757,1610612763,Damon Stoudamire,Damon Stoudamire,757,MEM,51708.0,862,85,1551,1539,473.0,500,201.0,3090,53.0,317.0,1570,,31.0,22.0,72.0,95.0,33.0,22.0,9.0,6.0,55.0,49.0,45.0,62.0,11.0,,473.0,0.4967741935483871,0.5,20.44817927170868,0.6,0.1325301204819277,0.0954907161803713,0.1228070175438596,0.0374149659863945,0.0578947368421052,0.0977917981072555,0.3049645390070922,37.0,84.0,26.0,31.0,73.0,5.0,14.0,2.0,4.0,,2.0,31.0,90.0,33.0,78.0,183.0,36.0,104.0,5.0,11.0,24.0,63.0,13.0,35.0,37.0,124.0,126.0,90.0,89.0,31.0,94.0,34.0,128.0,11.0,49.0,290.0,,50.0,23.0,19.0,6.0,13.0,24.0,1.0,2.0,1.0,124.0,0.8333333333333334,0.3461538461538461,0.4545454545454545,0.3714285714285714,0.3495145631067961,0.4262295081967213,0.3809523809523809,0.4599303135888501,0.5,0.4438775510204081,0.5170940170940171,0.3623693379790941,,0.0850340136054421,0.0762331838565022,0.123076923076923,0.2926829268292683,0.4404761904761904,0.5522388059701493,0.0905923344947735,0.2543554006968641,0.4246575342465753,0.4305555555555556,0.048780487804878,0.3571428571428571,0.3571428571428571,1.0,0.313588850174216,0.3444444444444444,0.3444444444444444,0.8064516129032258,0.1290322580645161,0.5,1.0,0.0204081632653061,,0.336734693877551,0.6550522648083623,0.348314606741573,0.5010494755244755,0.5106,0.4833840206185566,0.3911671924290221,9.091256830601091,25.096153846153847,5.0,10.0,12.0,31.0,8.0,20.0,30.0,23.0,1.0,1.0,1.0,0.1923076923076923,0.1973684210526315,0.4,0.1081081081081081,0.3225806451612903,0.5,,0.3163265306122449,0.3870967741935484,20.0,15.0,8.0,,11.0,1.0,0.1092896174863388,0.2023809523809523,,0.0394088669950738,0.0305851063829787,0.0472972972972973,0.0723404255319148,0.0738255033557047,23.0,5.0,0.3548387096774194,1.0,7.0,1.0,30.0,10.0,4.0,15.0,4.0,0.0273224043715847,0.0061349693251533,0.3846153846153846,0.4166666666666667,,12.0,False,3.0,,16.0,,16.0,,,,,16.0,0.0769230769230769,0.0136986301369863,0.0541871921182266,0.0163934426229508,0.0181818181818181,0.1538461538461538,1.0,13.0,0.3939393939393939,3.0,7.0,0.2258064516129032,0.4285714285714285,1.0,18.0,,,,,,,,,,,,,
1088,1610612763,Chucky Atkins,Chucky Atkins,1088,MEM,69667.0,1161,102,2120,2108,636.0,487,268.0,4228,107.0,491.0,2202,4.0,47.0,21.0,64.0,75.0,40.0,17.0,13.0,4.0,57.0,94.0,98.0,132.0,28.0,1.0,636.0,0.5274122807017544,0.6911764705882353,21.180842279108177,0.7017543859649122,0.0958904109589041,0.064516129032258,0.1224489795918367,0.068235294117647,0.1157024793388429,0.0957230142566191,0.3,42.0,87.0,30.0,44.0,100.0,6.0,22.0,,3.0,3.0,6.0,58.0,160.0,39.0,96.0,217.0,64.0,182.0,11.0,22.0,26.0,58.0,17.0,45.0,73.0,176.0,162.0,147.0,157.0,58.0,89.0,40.0,129.0,20.0,42.0,298.0,,43.0,11.0,29.0,19.0,10.0,27.0,4.0,4.0,5.0,176.0,0.765625,0.3516483516483517,0.5,0.3777777777777777,0.3575418994413408,0.4423963133640553,0.4482758620689655,0.4812030075187969,0.671875,0.5,0.5958904109589042,0.4561403508771929,,0.055627425614489,0.0401459854014598,0.0466321243523316,0.2180451127819548,0.4827586206896552,0.5454545454545454,0.075187969924812,0.2506265664160401,0.44,0.4444444444444444,0.0551378446115288,0.2727272727272727,0.2727272727272727,0.6666666666666666,0.4010025062656641,0.3625,0.3670886075949367,0.7758620689655172,0.09375,,,0.058252427184466,0.5,0.3786407766990291,0.6741854636591479,0.3694267515923566,0.5031549242424243,0.5192619047619047,0.4747316831683169,0.3584521384928716,10.10230414746544,25.347252747252742,2.0,4.0,16.0,30.0,5.0,10.0,30.0,30.0,2.0,,2.0,0.15625,0.1578947368421052,0.5,0.0238095238095238,0.125,0.5,,0.2912621359223301,0.5333333333333333,14.0,9.0,4.0,,2.0,2.0,0.064516129032258,0.1149425287356321,,0.0132890365448504,0.0113636363636363,0.0097560975609756,0.0751633986928104,0.0093023255813953,20.0,4.0,0.2727272727272727,1.0,14.0,0.5,38.0,10.0,2.0,7.0,3.0,0.0104947526236881,0.009090909090909,0.3333333333333333,0.3703703703703703,0.2,14.0,False,4.0,,17.0,3.0,31.0,1.0,1.0,,,32.0,0.1,0.01,0.0206611570247933,,0.0208333333333333,0.0416666666666666,3.0,14.0,0.358974358974359,11.0,19.0,0.59375,0.5789473684210527,0.6363636363636364,45.0,2.0,0.0109890109890109,,0.0125,1.0,0.0054644808743169,,,,,,,
2203,1610612763,Shane Battier,Shane Battier,2203,MEM,170141.0,2836,355,5092,5093,1461.0,1300,630.0,10185,147.0,816.0,5083,14.0,148.0,56.0,264.0,428.0,44.0,46.0,17.0,12.0,90.0,221.0,223.0,208.0,80.0,1.0,1461.0,0.5714285714285714,0.6491228070175439,13.800205973223482,0.4888888888888889,0.0994671403197158,0.1001201441730076,0.0852713178294573,0.1185944363103953,0.1547388781431334,0.1813725490196078,0.2869206598586017,140.0,234.0,132.0,39.0,89.0,54.0,118.0,6.0,9.0,15.0,36.0,11.0,47.0,12.0,237.0,455.0,65.0,165.0,8.0,17.0,64.0,110.0,17.0,48.0,64.0,243.0,198.0,189.0,45.0,11.0,90.0,46.0,136.0,17.0,52.0,318.0,9.0,194.0,164.0,92.0,55.0,37.0,27.0,8.0,17.0,48.0,243.0,0.9692307692307692,0.3939393939393939,0.4705882352941176,0.3541666666666667,0.3987730061349693,0.5208791208791209,0.5818181818181818,0.5395161290322581,0.6261682242990654,0.5664556962025317,0.6075,0.2661290322580645,0.0473684210526315,0.1003102378490175,0.0948795180722891,0.0828282828282828,0.3774193548387097,0.5982905982905983,0.7035175879396985,0.2129032258064516,0.1435483870967742,0.4382022471910112,0.4431818181818182,0.1903225806451612,0.4576271186440678,0.4615384615384615,0.9814814814814816,0.0758064516129032,0.2340425531914893,0.2391304347826087,0.9090909090909092,0.0841121495327102,0.6666666666666666,1.0,0.2278481012658227,0.4166666666666667,0.0759493670886076,0.6435483870967742,0.2444444444444444,0.4973169902912622,0.53593,0.4998477564102562,0.2977941176470588,5.781318681318683,24.049696969696967,47.0,74.0,38.0,57.0,55.0,90.0,276.0,128.0,107.0,92.0,113.0,0.5822784810126582,0.6865671641791045,0.6111111111111112,0.5571428571428572,0.6915887850467289,0.6351351351351351,0.2553191489361702,0.360759493670886,0.6666666666666666,44.0,12.0,50.0,14.0,16.0,19.0,0.0967032967032967,0.1495726495726495,0.0848484848484848,0.0726744186046511,0.0657615613067458,0.0815450643776824,0.1161290322580645,0.0606060606060606,29.0,8.0,0.8717948717948718,66.0,26.0,0.584070796460177,26.0,58.0,72.0,105.0,18.0,0.0629119233073696,0.0619469026548672,0.4393939393939394,0.4677419354838709,0.4482758620689655,1.0,False,3.0,2.0,23.0,11.0,31.0,6.0,9.0,1.0,,26.0,0.0606060606060606,0.0112359550561797,0.0638655462184873,0.0628683693516699,0.054054054054054,0.1306818181818181,2.0,2.0,0.1666666666666666,2.0,8.0,0.0747663551401869,0.25,0.5,6.0,2.0,0.0121212121212121,0.0084745762711864,0.0212765957446808,1.0,0.0060240963855421,6.0,4.0,2.0,2.0,,,
