EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFtPoints,PtsUnassisted3s,HeaveAttempts,Arc3Assists,LongMidRangeAssists,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,LostBallSteals,Offensive Fouls Drawn,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LongMidRangeFGM,LongMidRangeFGA,LostBallTurnovers,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Offensive Fouls,BlockedAtRim,ShortMidRangePctBlocked,Loose Ball Fouls Drawn,on,StepOutOfBoundsTurnovers,SecondChanceTurnovers,OffLongMidRangeReboundPct,OffShortMidRangeReboundPct,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct,Technical Free Throw Trips
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,935.0,16,-2.0,33,32,15,17,3.0,65,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,36,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1666666666666667,1.25,1.1666666666666667,1.25,0.3333333333333333,8.333333333333334,0.1111111111111111,0.1,0.5,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5609666666666667,0.5933,0.7142857142857143,2.05,24.6,0.45454545454545453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,1509.0,25,12.0,52,51,35,25,4.0,103,2.0,4.0,2.0,4.0,,,,,4.0,9.0,,,10.0,60,3.0,7.0,,,6.0,4.0,,,,,,,,,,,3.0,7.0,9.0,,,1.0,6.0,35,0.5,0.6666666666666666,,,,,0.4444444444444444,0.42857142857142855,0.4444444444444444,0.42857142857142855,0.5,0.42857142857142855,,19.29824561403509,0.23076923076923078,0.28,,0.4444444444444444,0.5,0.6666666666666666,,,,,,0.5714285714285714,0.5,,,0.4444444444444444,,0.3840222222222222,0.3794285714285714,0.6,6.577777777777778,,0.6730769230769231,1.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.5,0.5,0.5,0.1111111111111111,0.25,1.0,0.125,0.3333333333333333,0.1,0.1111111111111111,0.5,0.2,0.375,0.4,0.25,0.5555555555555556,0.4,0.4,1.0,1.0,0.5,0.3957,0.1,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,2159.0,36,-3.0,75,76,44,43,5.0,151,3.0,4.0,3.0,3.0,2.0,8.0,2.0,8.0,9.0,11.0,2.0,8.0,37.0,94,4.0,4.0,2.0,8.0,22.0,,,7.0,2.0,8.0,4.0,12.0,2.0,2.0,3.0,28.0,6.0,13.0,13.0,1.0,1.0,12.0,22.0,44,,,,0.25,0.25,0.2857142857142857,0.8181818181818182,1.0,0.631578947368421,0.5833333333333334,0.74,0.6875,0.42105263157894735,37.5,0.3333333333333333,0.34285714285714286,0.4,0.21052631578947367,0.75,1.0,,0.42105263157894735,0.25,0.25,,0.25,1.0,0.6666666666666666,0.25,0.631578947368421,0.2857142857142857,0.472475,0.505859090909091,0.5945945945945946,5.390909090909091,29.4375,0.5866666666666667,,,6.0,7.0,13.0,,,,18.0,,1.0,,,6.0,,,1.0,1.0,5.0,2.0,,4.0,15.0,6.0,,,,0.09090909090909091,0.25,0.2,,0.35294117647058826,,,,,0.2222222222222222,0.35714285714285715,,0.3684210526315789,0.8571428571428571,0.8571428571428571,,,,0.624,0.2727272727272727,0.42857142857142855,,1.0,1.0,8.0,6.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,0.5,0.5,0.3333333333333333,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203077,1610612742,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,DAL,3292.0,55,-17.0,113,115,54,55,9.0,228,1.0,1.0,,,1.0,2.0,1.0,1.0,2.0,5.0,2.0,9.0,14.0,145,1.0,1.0,2.0,5.0,9.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,,,1.0,8.0,2.0,4.0,6.0,1.0,,6.0,9.0,54,0.5,1.0,1.0,0.2222222222222222,0.4,0.2222222222222222,0.4,1.0,0.35714285714285715,0.6666666666666666,0.4117647058823529,0.6428571428571429,0.6428571428571429,14.754098360655737,0.07407407407407407,0.08695652173913043,0.14285714285714285,0.07142857142857142,1.0,1.0,,0.14285714285714285,0.5,0.5,1.0,,,0.16666666666666666,1.0,0.7142857142857143,0.5,0.5006607142857142,0.5217083333333333,0.6428571428571429,6.540000000000001,23.644444444444446,0.4778761061946903,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,,,2.0,2.0,2.0,,,,1.0,,4.0,8.0,6.0,3.0,1.0,1.0,0.75,,,,0.08695652173913043,0.10526315789473684,,0.045454545454545456,0.3333333333333333,,,0.0625,,0.2857142857142857,0.25,0.25,1.0,1.0,1.0,0.516,0.17647058823529413,0.375,0.21428571428571427,,,1.0,,,2.0,,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,0.125,0.3333333333333333,1.0,,1.0,7.0,1.0,4.0,1.0,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,1.0,0.6666666666666666,0.25,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,2527.0,42,2.0,88,87,44,38,6.0,175,1.0,1.0,,,,1.0,,,5.0,6.0,,1.0,10.0,109,2.0,2.0,,,4.0,4.0,,1.0,,,1.0,1.0,1.0,,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,44,0.4,0.5,,,,,0.8333333333333334,1.0,0.7142857142857143,1.0,0.7142857142857143,1.0,0.14285714285714285,10.526315789473685,0.05555555555555555,0.030303030303030304,,0.14285714285714285,1.0,1.0,,0.14285714285714285,,,,,,,,0.2857142857142857,,0.45782857142857136,0.39965,0.4,11.799999999999999,24.1,0.5,,,3.0,3.0,,1.0,1.0,2.0,6.0,2.0,,2.0,,,2.0,,2.0,1.0,3.0,1.0,,2.0,,,1.0,1.0,1.0,,,0.6666666666666666,,,0.125,0.06451612903225806,,0.16666666666666666,0.1111111111111111,,,0.42857142857142855,1.0,1.0,0.3333333333333333,,,,,,0.2,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,2.0,1.0,0.1,0.2857142857142857,0.5,0.5,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,1818.0,30,-7.0,61,63,32,26,6.0,124,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,9.0,3.0,6.0,17.0,84,2.0,3.0,2.0,3.0,10.0,2.0,6.0,4.0,2.0,,1.0,1.0,,,,3.0,2.0,4.0,4.0,,,,10.0,32,0.25,0.25,0.6666666666666666,0.5,0.6666666666666666,0.5,0.4444444444444444,0.6666666666666666,0.5666666666666667,0.8333333333333334,0.5666666666666667,0.8333333333333334,0.4,24.999999999999996,0.2,0.16666666666666666,,0.13333333333333333,0.5,0.5,,0.26666666666666666,0.5,0.5,0.5,0.16666666666666666,1.0,0.16666666666666666,1.0,0.5333333333333333,0.5,0.46686666666666665,0.5126999999999999,0.5882352941176471,12.233333333333333,24.75,0.5245901639344263,,,1.0,3.0,,,1.0,,6.0,,,,,2.0,,,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,0.5,,0.14285714285714285,,,,,,0.16666666666666666,,0.2,0.3333333333333333,0.3333333333333333,,,,,,,,,,,3.0,,1.0,,,,1.0,,,,,,,,,,,,0.4,,,,1.0,2.0,1.0,2.0,,,,0.13333333333333333,0.5,0.5,1.0,0.3333333333333333,0.5,2.0,4.0,,,0.26666666666666666,0.5,0.5,0.5,1.0,1.0,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,387.0,6,-15.0,12,15,4,5,1.0,27,,,,,,1.0,,1.0,,,1.0,2.0,3.0,22,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,4,,,1.0,0.5,,0.5,,,0.75,,0.75,,1.0,25.0,,,,,,,,0.5,,,,,,1.0,,1.0,,0.56595,0.53325,,,24.4,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,1195.0,20,-27.0,40,42,9,17,2.0,82,,,,,,,,,,1.0,,,,58,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,9,,,,,,,,,,,,,,2.380952380952381,0.1111111111111111,0.13333333333333333,0.3333333333333333,,,,,,,,,,,,,,,0.3833,,,7.7,,0.225,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,0.16666666666666666,,,,,,0.2,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,1341.0,22,-29.0,47,48,13,21,2.0,95,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,7.0,12.0,2.0,4.0,20.0,75,2.0,4.0,1.0,1.0,7.0,6.0,6.0,3.0,1.0,,,,,,,,1.0,3.0,3.0,,,1.0,7.0,13,0.42857142857142855,0.42857142857142855,1.0,0.5,1.0,0.5,0.5833333333333334,0.5,0.625,0.7,0.625,0.7,0.25,33.333333333333336,0.1111111111111111,0.13333333333333333,0.3333333333333333,0.125,0.5,0.5,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.2,,0.2,1.0,0.375,0.3333333333333333,0.46250312499999996,0.46391,0.35,10.608333333333334,24.675,0.2765957446808511,,,2.0,6.0,,,,,8.0,,1.0,,,1.0,,,,,,,1.0,2.0,,,,,,0.08333333333333333,,,,0.16666666666666666,,,,,,0.2,,0.375,0.3333333333333333,0.4,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,1.0,0.0625,1.0,1.0,1.0,,,4.0,4.0,,,0.25,1.0,1.0,0.25,,,,,0.16666666666666666,,True,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612742,Justin Jackson,Justin Jackson,1628382,DAL,372.0,6,,12,13,4,5,2.0,25,,,,,,2.0,,1.0,,,,3.0,1.0,11,,,,2.0,,,,2.0,,,,,,,,,2.0,2.0,2.0,,,1.0,,4,,,,,,,,,,,0.125,,1.0,28.57142857142857,0.4,0.4,,,,,,0.6666666666666666,,,,,,0.5,,1.0,,0.51385,0.529425,,,24.900000000000002,0.3333333333333333,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,,0.3333333333333333,,,,0.5,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,
