EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyFtPoints,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,Fg2aBlocked,Corner3Assists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked3s,BlockedArc3,BlockedAtRim,FG2APctBlocked,AtRimPctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,LostBallTurnovers,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ThreePtShootingFoulsDrawn,ShortMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyArc3FGM,Travels,Charge Fouls,3pt And 1 Free Throw Trips,Technical Free Throw Trips,LongMidRangePctBlocked,SecondChanceCorner3Frequency,PenaltyArc3Accuracy,BlockedCorner3,BlockedLongMidRange,on,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted
101107,1610612749,Marvin Williams,Marvin Williams,101107,MIL,7501.0,125,2,255,265,81.0,96.0,26.0,520,3.0,6.0,1.0,4.0,1.0,1.0,2.0,9.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,8.0,19.0,3.0,13.0,3.0,28.0,285,1.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,3.0,5.0,12.0,4.0,6.0,3.0,2.0,8.0,1.0,4.0,4.0,8.0,4.0,3.0,1.0,20.0,3.0,7.0,1.0,13.0,9.0,1.0,23.0,11.0,34.0,3.0,5.0,3.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,12.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,81.0,1.0,0.75,0.8571428571428571,0.6666666666666666,0.23076923076923078,0.3333333333333333,0.23076923076923078,0.42105263157894735,0.25,0.25,0.390625,0.2,0.35714285714285715,0.42424242424242425,0.3333333333333333,0.35714285714285715,0.40625,12.765957446808512,0.6666666666666666,0.5,0.09090909090909091,0.16981132075471697,0.11475409836065574,0.203125,0.05454545454545454,0.18803418803418803,0.08620689655172414,0.15,0.11538461538461539,0.06666666666666667,0.07317073170731707,0.11764705882352941,0.1724137931034483,0.2857142857142857,0.19607843137254902,0.23076923076923078,0.14285714285714285,1.0,0.1875,0.5,0.5,0.6666666666666666,0.28125,0.2222222222222222,0.2222222222222222,0.5,0.125,0.75,0.75,1.0,0.15625,0.4,0.4,0.5,0.25,0.125,0.125,1.0,0.8,0.25,0.2,0.14285714285714285,1.0,0.14285714285714285,1.0,0.2857142857142857,0.59375,0.125,0.48736562499999997,0.53971,0.46612142857142863,0.06060606060606061,0.1,0.14285714285714285,0.17857142857142858,8.710526315789474,25.130769230769236,0.3176470588235294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
101141,1610612749,Ersan Ilyasova,Ersan Ilyasova,101141,MIL,1155.0,19,-9,40,40,19.0,9.0,3.0,80,1.0,1.0,,,,,1.0,1.0,,2.0,,1.0,,,1.0,4.0,,2.0,2.0,4.0,1.0,5.0,2.0,9.0,46,,,,,,1.0,1.0,,2.0,4.0,4.0,,3.0,,,4.0,1.0,,,,,,,,,,,1.0,1.0,,2.0,,2.0,,1.0,1.0,,,,1.0,1.0,,2.0,3.0,,,2.0,,2.0,,,,,,,,2.0,18.0,,1.0,1.0,1.0,0.2,,0.2,0.5,,1.0,0.3888888888888889,,0.3333333333333333,0.45,,0.5,0.5555555555555556,25.58139534883721,,,,0.1111111111111111,,0.125,,0.11764705882352941,,,,,,,0.3333333333333333,,0.16666666666666666,,,,0.1111111111111111,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.2222222222222222,,,,0.1111111111111111,,,,0.4444444444444444,0.25,0.25,1.0,,,,,,,,0.6666666666666666,0.6666666666666666,0.25,0.5278,,0.5198999999999999,,,,0.4444444444444444,12.349999999999998,24.72,0.475,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1626192,1610612749,Pat Connaughton,Pat Connaughton,1626192,MIL,7179.0,120,-12,245,260,84.0,102.0,19.0,505,5.0,7.0,3.0,3.0,1.0,2.0,,2.0,,,,3.0,,2.0,6.0,15.0,,4.0,5.0,9.0,6.0,18.0,2.0,30.0,282,3.0,3.0,,,6.0,1.0,2.0,,6.0,4.0,6.0,4.0,15.0,3.0,2.0,15.0,6.0,2.0,7.0,9.0,3.0,2.0,,25.0,3.0,2.0,,13.0,7.0,1.0,21.0,5.0,26.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,1.0,3.0,6.0,1.0,1.0,3.0,,2.0,,,1.0,,2.0,2.0,,4.0,83.0,1.0,0.6,0.75,0.8333333333333334,0.3333333333333333,,0.3333333333333333,0.5555555555555556,1.0,0.5,0.5185185185185185,1.0,0.125,0.5357142857142857,1.0,0.2222222222222222,0.6666666666666666,11.742424242424242,0.3333333333333333,0.25,,0.11864406779661017,0.05,0.21666666666666667,0.04918032786885246,0.16806722689075632,0.04950495049504951,0.07692307692307693,,0.07692307692307693,0.023255813953488372,0.1875,0.04,0.16666666666666666,0.23076923076923078,0.125,0.07142857142857142,1.0,0.25925925925925924,0.7142857142857143,1.0,0.6,0.07407407407407407,,,,,,,,0.1111111111111111,,,,0.5555555555555556,0.4,0.4,0.8333333333333334,1.0,1.0,,0.25,0.5,0.25,,0.5,0.9259259259259259,0.4,0.5254222222222222,0.60395,0.53819375,,,0.2,0.13333333333333333,2.5555555555555554,25.905555555555555,0.34285714285714286,2.0,,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.2222222222222222,0.2857142857142857,0.1111111111111111,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
1628978,1610612749,Donte DiVincenzo,Donte DiVincenzo,1628978,MIL,6727.0,112,-10,235,231,58.0,97.0,20.0,466,11.0,18.0,2.0,2.0,5.0,5.0,,,,3.0,,3.0,,1.0,3.0,9.0,1.0,2.0,11.0,21.0,3.0,12.0,5.0,36.0,244,2.0,2.0,1.0,,7.0,5.0,5.0,,3.0,13.0,14.0,8.0,9.0,,2.0,9.0,3.0,5.0,2.0,7.0,,3.0,2.0,16.0,2.0,2.0,,11.0,7.0,1.0,19.0,4.0,23.0,,4.0,3.0,1.0,3.0,1.0,4.0,7.0,1.0,4.0,18.0,3.0,2.0,4.0,,8.0,,2.0,3.0,,3.0,2.0,,13.0,56.0,5.0,0.6363636363636364,0.7,1.0,0.25,,0.25,0.5238095238095238,1.0,1.0,0.4696969696969697,1.1666666666666667,0.625,0.4864864864864865,1.1666666666666667,0.65,0.36363636363636365,17.52988047808765,0.42857142857142855,0.25,,0.16279069767441862,0.046511627906976744,0.2,0.03278688524590164,0.1836734693877551,0.038461538461538464,0.125,,,0.041666666666666664,0.14285714285714285,0.15789473684210525,0.2,0.18604651162790697,0.25,,0.6666666666666666,0.5454545454545454,0.6111111111111112,0.6875,0.6363636363636364,,,,,0.09090909090909091,,,,0.09090909090909091,,,,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,0.625,1.0,0.125,,0.25,0.9090909090909091,0.3333333333333333,0.5366560606060606,0.5786,0.5606,0.05714285714285714,0.08695652173913043,0.19444444444444445,0.3611111111111111,4.271428571428571,25.924999999999997,0.24680851063829787,3.0,1.0,,2.0,2.0,2.0,1.0,1.0,,,3.0,0.09523809523809523,0.1111111111111111,,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,True,,,,,,
201588,1610612749,George Hill,George Hill,201588,MIL,16104.0,268,-5,555,553,176.0,178.0,52.0,1108,18.0,25.0,2.0,2.0,6.0,7.0,2.0,10.0,2.0,4.0,4.0,14.0,1.0,4.0,6.0,14.0,2.0,3.0,22.0,39.0,10.0,28.0,21.0,95.0,600,2.0,3.0,2.0,5.0,12.0,7.0,12.0,1.0,7.0,32.0,18.0,26.0,27.0,3.0,2.0,13.0,6.0,21.0,10.0,31.0,6.0,11.0,4.0,72.0,,5.0,,9.0,10.0,,19.0,5.0,24.0,3.0,6.0,5.0,1.0,8.0,6.0,8.0,16.0,3.0,6.0,17.0,1.0,1.0,22.0,,26.0,1.0,6.0,,,,,,32.0,174.0,1.0,0.4090909090909091,0.42857142857142855,0.9,0.35714285714285715,0.14285714285714285,0.37037037037037035,0.5641025641025641,0.6666666666666666,0.5833333333333334,0.5522388059701493,0.7,0.4473684210526316,0.6012658227848101,0.75,0.5925925925925926,0.417910447761194,15.548281505728314,0.5,,,0.08264462809917356,0.0423728813559322,0.07142857142857142,,0.07692307692307693,0.020161290322580645,,0.08333333333333333,0.03333333333333333,,0.11764705882352941,0.08771929824561403,0.03333333333333333,0.05825242718446602,0.13043478260869565,0.09375,,0.373134328358209,0.72,0.75,0.3888888888888889,0.14925373134328357,0.2,0.2222222222222222,0.5,0.05970149253731343,0.5,0.5,0.5,0.208955223880597,0.2857142857142857,0.2857142857142857,1.0,0.208955223880597,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.4,1.0,0.4,0.3684210526315789,0.8571428571428571,0.21052631578947367,0.25,0.15789473684210525,0.7910447761194029,0.46153846153846156,0.5348606060606061,0.5430375000000001,0.5158527777777777,0.0958904109589041,0.13636363636363635,0.12631578947368421,0.3368421052631579,5.366666666666666,25.367857142857137,0.3171171171171171,15.0,1.0,5.0,6.0,2.0,4.0,2.0,,,,,0.05128205128205128,0.04,,0.5,1.0,1.0,2.0,5.0,0.5,0.5,1.0,1.0,6.0,3.0,1.0,1.0,0.1,0.034482758620689655,,,,,,,,,,,,True,,,,,,
203114,1610612749,Khris Middleton,Khris Middleton,203114,MIL,9957.0,166,29,343,332,97.0,78.0,33.0,675,3.0,7.0,,1.0,3.0,3.0,7.0,23.0,15.0,33.0,3.0,5.0,2.0,4.0,7.0,27.0,2.0,6.0,25.0,63.0,10.0,32.0,23.0,103.0,354,3.0,6.0,3.0,,6.0,9.0,17.0,3.0,10.0,43.0,14.0,36.0,15.0,15.0,,27.0,7.0,15.0,13.0,28.0,5.0,12.0,1.0,69.0,1.0,1.0,,12.0,12.0,1.0,25.0,2.0,27.0,1.0,5.0,3.0,2.0,5.0,5.0,11.0,16.0,6.0,10.0,22.0,1.0,3.0,26.0,,26.0,2.0,5.0,2.0,1.0,2.0,2.0,,41.0,96.0,,0.28,0.28,0.5,0.3125,0.3,0.3125,0.3968253968253968,0.5,0.5294117647058824,0.42105263157894735,0.3333333333333333,0.5,0.49038461538461536,0.3333333333333333,0.6176470588235294,0.3368421052631579,31.662269129287598,0.3125,0.3333333333333333,,0.15384615384615385,0.012048192771084338,0.16666666666666666,0.014492753623188406,0.16,0.013157894736842105,,0.02702702702702703,,,0.125,0.21621621621621623,0.058823529411764705,0.16393442622950818,0.18181818181818182,0.018518518518518517,1.0,0.07368421052631578,0.42857142857142855,0.5,,0.24210526315789474,0.30434782608695654,0.3333333333333333,0.42857142857142855,0.3473684210526316,0.45454545454545453,0.5,0.26666666666666666,0.05263157894736842,0.6,0.6,1.0,0.28421052631578947,0.25925925925925924,0.25925925925925924,0.2857142857142857,0.1111111111111111,,0.2222222222222222,0.1111111111111111,1.0,0.14814814814814814,0.5,0.2222222222222222,0.4105263157894737,0.25925925925925924,0.4568152631578948,0.50204,0.4753407407407408,0.08080808080808081,0.07575757575757576,0.05825242718446602,0.4174757281553398,13.896825396825395,25.934375,0.282798833819242,16.0,,2.0,5.0,6.0,8.0,2.0,,,,1.0,0.09523809523809523,0.14285714285714285,0.05263157894736842,,,,,2.0,,,,,2.0,3.0,1.0,3.0,0.08695652173913043,0.09090909090909091,1.0,1.0,2.0,1.0,2.0,1.0,0.09090909090909091,0.1111111111111111,0.16666666666666666,,,True,,,,,,
201572,1610612749,Brook Lopez,Brook Lopez,201572,MIL,8420.0,140,7,290,274,91.0,63.0,29.0,564,11.0,12.0,,1.0,6.0,6.0,7.0,14.0,,1.0,7.0,14.0,1.0,2.0,2.0,11.0,,5.0,18.0,27.0,9.0,25.0,10.0,73.0,300,2.0,5.0,2.0,1.0,5.0,6.0,9.0,2.0,7.0,22.0,24.0,12.0,27.0,,,11.0,2.0,2.0,1.0,3.0,1.0,2.0,,7.0,4.0,3.0,,5.0,7.0,,12.0,7.0,19.0,,6.0,6.0,,4.0,2.0,5.0,9.0,1.0,6.0,17.0,3.0,2.0,10.0,,12.0,3.0,5.0,9.0,2.0,10.0,6.0,,22.0,90.0,3.0,0.6666666666666666,0.6666666666666666,1.0,0.36,0.2857142857142857,0.36,0.6666666666666666,0.4,0.6666666666666666,0.6057692307692307,0.2857142857142857,0.5625,0.6517857142857143,0.35714285714285715,0.6111111111111112,0.4807692307692308,20.123839009287927,0.4444444444444444,,,0.11475409836065574,0.0410958904109589,0.07462686567164178,0.05970149253731343,0.09375,0.05,,0.09375,,0.0425531914893617,,0.10344827586206896,0.2,0.08620689655172414,,,0.6,0.23076923076923078,0.9166666666666666,0.9166666666666666,0.9090909090909091,0.2692307692307692,0.5,0.5,0.2857142857142857,0.019230769230769232,,,,0.2692307692307692,0.5,0.5,1.0,0.21153846153846154,0.18181818181818182,0.18181818181818182,1.0,0.14285714285714285,,,0.375,1.0,0.125,0.5,0.3125,0.7115384615384616,0.18181818181818182,0.5116673076923077,0.48954999999999993,0.49544374999999996,0.10909090909090909,0.1724137931034483,0.0684931506849315,0.3013698630136986,6.122222222222222,24.688000000000002,0.3137931034482759,4.0,,,1.0,,,,,1.0,,6.0,,,0.1,,,,2.0,1.0,,,,,,,,1.0,,0.038461538461538464,2.0,1.0,1.0,2.0,,,,0.2857142857142857,0.2,1.0,1.0,True,,,,,,
201577,1610612749,Robin Lopez,Robin Lopez,201577,MIL,975.0,16,-5,30,35,,14.0,3.0,65,2.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,3.0,3.0,,,,6.0,35,1.0,1.0,,,2.0,,,,,,4.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,,4.0,,4.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,,,9.09090909090909,,,,0.25,,0.2857142857142857,,0.26666666666666666,,,,,,,,0.5,0.2857142857142857,,,,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,0.6666666666666666,,0.4848666666666666,,,,,0.3333333333333333,,4.366666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,
202083,1610612749,Wesley Matthews,Wesley Matthews,202083,MIL,5600.0,93,-54,180,198,73.0,47.0,16.0,378,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,6.0,8.0,3.0,3.0,2.0,6.0,1.0,2.0,4.0,7.0,8.0,14.0,2.0,34.0,233,1.0,1.0,1.0,,2.0,2.0,2.0,3.0,5.0,15.0,2.0,6.0,24.0,,2.0,5.0,2.0,1.0,,1.0,,,1.0,2.0,1.0,1.0,,3.0,3.0,,6.0,2.0,8.0,,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,7.0,,,2.0,,2.0,,,2.0,1.0,2.0,1.0,,15.0,73.0,1.0,0.25,0.3333333333333333,1.0,0.5714285714285714,0.6,0.6153846153846154,0.5714285714285714,1.0,1.0,0.7619047619047619,0.5,0.9285714285714286,0.7727272727272727,0.5,0.9375,0.6666666666666666,12.06030150753769,0.5,,,0.06976744186046512,0.022727272727272728,0.07142857142857142,0.027777777777777776,0.07058823529411765,0.025,0.06666666666666667,,,0.034482758620689655,,0.03571428571428571,0.3333333333333333,0.06060606060606061,0.1111111111111111,,0.5,0.19047619047619047,0.5,0.5,0.5,0.09523809523809523,1.0,1.0,,0.047619047619047616,,,,0.38095238095238093,0.75,0.75,1.0,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.5,0.14285714285714285,1.0,0.42857142857142855,1.0,0.2857142857142857,0.8571428571428571,0.4,0.5192424999999999,0.6134,0.5456416666666667,,,0.058823529411764705,0.4411764705882353,5.042857142857143,27.20714285714286,0.40555555555555556,2.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,True,,,,,,
202339,1610612749,Eric Bledsoe,Eric Bledsoe,202339,MIL,4201.0,70,-13,137,136,66.0,55.0,21.0,273,4.0,6.0,,,2.0,3.0,1.0,5.0,1.0,1.0,1.0,2.0,,,,7.0,1.0,4.0,6.0,12.0,1.0,9.0,9.0,24.0,158,1.0,2.0,1.0,,2.0,3.0,7.0,,4.0,12.0,6.0,6.0,3.0,,,7.0,,4.0,2.0,6.0,1.0,2.0,,14.0,,1.0,,4.0,2.0,1.0,7.0,1.0,8.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,6.0,2.0,1.0,4.0,,,11.0,,13.0,1.0,6.0,1.0,1.0,2.0,2.0,,12.0,66.0,,0.5,0.5,1.0,0.1111111111111111,,0.1111111111111111,0.5,0.5,0.42857142857142855,0.35714285714285715,0.3333333333333333,0.2727272727272727,0.4444444444444444,0.3333333333333333,0.4,0.42857142857142855,20.245398773006137,0.5,0.5,,0.08333333333333333,0.025,0.10810810810810811,,0.09836065573770492,0.013513513513513514,,0.05,,,0.3333333333333333,0.07142857142857142,,0.07692307692307693,0.18181818181818182,0.08333333333333333,1.0,0.2857142857142857,0.6666666666666666,1.0,0.75,0.23809523809523808,0.2,0.2,,0.047619047619047616,1.0,1.0,,0.09523809523809523,0.5,0.5,1.0,0.3333333333333333,,,,,,0.3333333333333333,0.2727272727272727,0.6666666666666666,,,0.36363636363636365,0.7142857142857143,,0.46027857142857137,0.4427,0.4401,0.23076923076923078,0.35294117647058826,0.08333333333333333,0.5,5.541666666666667,26.022222222222222,0.48175182481751827,6.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,0.16666666666666666,0.3333333333333333,,,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,True,,,,,,
