EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,Arc3FGM,Arc3FGA,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Charge Fouls,BlockedShortMidRange,Defensive 3 Seconds Violations,OffLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceArc3FGA,SecondChanceFG3A,HeaveAttempts,SecondChanceArc3Frequency,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceFG3M,FTDefRebounds,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls Drawn,SecondChanceFg3Pct,DefFTReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceFtPoints,Fg3aBlocked,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimPctAssisted,LongMidRangePctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,Travels,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends
1626147,1610612751,Justin Anderson,Justin Anderson,1626147,BKN,327.0,5,-6,11,11,22,1.0,2.0,1.0,2.0,3,11,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,1.0,1.0,0.5,0.5,0.75,0.75,1.0,27.272727272727273,1.0,0.5,0.5,1.0,1.0,0.5,0.519675,27.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1627747,1610612751,Caris LeVert,Caris LeVert,1627747,BKN,7052.0,118,-24,250,249,499,6.0,14.0,7.0,15.0,69,290,15.0,14.0,6.0,15.0,34.0,12.0,87.0,4.0,9.0,4,,0.7142857142857143,0.4666666666666667,0.4666666666666667,0.4344262295081967,0.5073529411764706,0.2459016393442623,26.551724137931036,0.22950819672131148,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.4098360655737705,0.42857142857142855,0.45454262295081965,26.206666666666663,79.0,77.0,30.0,5.0,10.0,1.0,1.0,1.0,2.0,8.0,31.0,3.0,5.0,1.0,1.0,2.0,7.0,16.0,46.0,16.0,1.0,3.0,2.0,3.0,13.0,2.0,7.0,9.0,21.0,4.0,28.0,6.0,2.0,4.0,19.0,14.0,5.0,2.0,1.0,2.0,4.0,2.0,8.0,5.0,13.0,8.0,21.0,1.0,5.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,18.0,1.0,1.0,19.0,5.0,10.0,2.0,1.0,1.0,1.0,1.0,21.0,79.0,1.0,2.0,0.125,0.13333333333333333,0.2857142857142857,0.34782608695652173,0.3333333333333333,0.23076923076923078,0.3333333333333333,0.3,0.3333333333333333,0.4375,0.08695652173913043,0.1,0.0967741935483871,0.5555555555555556,0.3333333333333333,0.09090909090909091,0.06451612903225806,0.14285714285714285,0.02702702702702703,0.11711711711711711,0.04411764705882353,0.058823529411764705,0.07692307692307693,0.0196078431372549,0.043478260869565216,0.038461538461538464,0.14285714285714285,0.125,0.14893617021276595,0.1111111111111111,0.029411764705882353,1.0,0.16393442622950818,0.5,0.5555555555555556,0.5081967213114754,0.25806451612903225,0.2857142857142857,0.125,0.08196721311475409,0.6,0.6,0.3333333333333333,0.01639344262295082,1.0,1.0,1.0,0.3333333333333333,1.0,0.1,0.5,0.35,0.2857142857142857,0.36405,0.44156499999999993,0.15151515151515152,0.19607843137254902,0.028985507246376812,0.30434782608695654,9.191304347826087,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629066,1610612751,Rodions Kurucs,Rodions Kurucs,1629066,BKN,1723.0,29,-38,65,66,131,,7.0,,7.0,10,91,,7.0,,,2.0,,6.0,1.0,2.0,6,,,,,0.4166666666666667,0.4166666666666667,0.5833333333333334,20.0,0.5833333333333334,,,,0.9166666666666666,,0.5559208333333334,27.5,25.0,17.0,4.0,4.0,4.0,,,,,,,1.0,1.0,,,,3.0,5.0,5.0,,,,,1.0,1.0,,3.0,,2.0,10.0,,,,,2.0,1.0,1.0,,,,1.0,,3.0,6.0,9.0,1.0,10.0,,,,,1.0,,,1.0,1.0,4.0,,1.0,,1.0,,,,,1.0,,1.0,1.0,2.0,25.0,1.0,,1.0,1.0,,1.0,,1.0,,0.25,,0.25,,,,0.5,,0.3,0.08333333333333333,0.23076923076923078,,0.2727272727272727,0.030303030303030304,,,,,0.36363636363636365,0.14285714285714285,0.5,0.23076923076923078,,,1.0,0.3333333333333333,1.0,1.0,,,,,0.08333333333333333,1.0,1.0,1.0,,,,,,,,,0.75,,,0.483775,,,,0.2,4.7,0.38461538461538464,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
1629185,1610612751,Chris Chiozza,Chris Chiozza,1629185,BKN,2029.0,34,-22,75,73,148,2.0,9.0,2.0,9.0,7,91,6.0,8.0,2.0,3.0,8.0,2.0,21.0,,2.0,4,,1.0,0.2222222222222222,0.25,0.21428571428571427,0.23333333333333334,0.6428571428571429,20.731707317073173,0.6428571428571429,0.2222222222222222,0.2222222222222222,1.0,0.6428571428571429,0.25,0.4671461538461538,29.922222222222217,20.0,34.0,7.0,,,,,,,,3.0,,2.0,,,,3.0,,5.0,1.0,,,,,1.0,,3.0,1.0,1.0,,,,,,5.0,4.0,1.0,1.0,,,,,2.0,2.0,4.0,,4.0,,2.0,,2.0,2.0,,2.0,,,2.0,,3.0,,,2.0,,1.0,,,,,,1.0,20.0,,,,,,,,,,,,0.1,,,,1.0,,0.13333333333333333,,0.1111111111111111,,0.12121212121212122,,,,,,0.2857142857142857,,,0.14285714285714285,,,,,,,0.21428571428571427,,,,0.14285714285714285,,,,,,,,,,,,0.75,,0.5361,0.42133333333333334,0.06666666666666667,0.16666666666666666,,0.14285714285714285,14.319999999999999,0.26666666666666666,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,
202066,1610612751,Garrett Temple,Garrett Temple,202066,BKN,8232.0,137,-36,291,289,580,5.0,18.0,9.0,36.0,48,342,24.0,18.0,5.0,3.0,8.0,2.0,21.0,2.0,6.0,12,,0.8888888888888888,0.25,0.25,0.4387755102040816,0.47058823529411764,0.7346938775510204,17.065868263473053,0.3673469387755102,0.2777777777777778,0.2777777777777778,1.0,0.8775510204081632,0.2777777777777778,0.5487326530612245,24.622222222222216,98.0,100.0,34.0,5.0,7.0,,,2.0,4.0,3.0,4.0,,2.0,4.0,18.0,2.0,5.0,8.0,13.0,5.0,1.0,1.0,5.0,3.0,6.0,4.0,12.0,,18.0,8.0,8.0,3.0,,1.0,5.0,4.0,1.0,,1.0,,,,8.0,2.0,11.0,,11.0,,3.0,,3.0,4.0,,4.0,,1.0,4.0,1.0,6.0,,1.0,6.0,2.0,4.0,,1.0,,1.0,,18.0,98.0,,,0.5,0.5,0.3333333333333333,0.6153846153846154,1.0,0.5,0.5,0.5,0.5,0.5,0.07692307692307693,0.14285714285714285,,0.6666666666666666,,0.03125,,0.11594202898550725,,0.07518796992481203,,,,,,0.03333333333333333,0.038461538461538464,,0.10526315789473684,0.16666666666666666,,,0.14285714285714285,0.7142857142857143,0.8333333333333334,0.08163265306122448,0.75,0.75,0.3333333333333333,0.04081632653061224,,,,0.3673469387755102,0.2222222222222222,0.2222222222222222,0.75,,,0.2222222222222222,0.5,0.2777777777777778,0.4,0.5050125,0.5332222222222223,0.0784313725490196,0.26666666666666666,0.10416666666666667,0.375,7.73846153846154,0.33676975945017185,1.0,1.0,,,0.6,2.0,4.0,,0.4,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.4,0.5,1.0,0.3888888888888889,0.2857142857142857,,,,,,,,,,,,,True,,,,,,,
1627789,1610612751,Timothe Luwawu-Cabarrot,Timothe Luwawu-Cabarrot,1627789,BKN,6546.0,109,3,230,227,457,8.0,22.0,11.0,34.0,53,255,33.0,22.0,8.0,3.0,6.0,,15.0,3.0,5.0,11,1.0,1.0,0.3235294117647059,0.3235294117647059,0.4387755102040816,0.48148148148148145,0.6938775510204082,21.561338289962826,0.4489795918367347,0.36363636363636365,0.36363636363636365,1.0,0.8571428571428571,0.36363636363636365,0.5315489795918367,25.064705882352943,76.0,79.0,30.0,5.0,8.0,1.0,1.0,1.0,2.0,,5.0,,2.0,3.0,12.0,4.0,8.0,5.0,15.0,10.0,1.0,1.0,9.0,1.0,4.0,5.0,10.0,6.0,23.0,6.0,4.0,,,3.0,3.0,1.0,2.0,2.0,1.0,,,,6.0,4.0,11.0,,11.0,,3.0,3.0,,2.0,1.0,2.0,,2.0,4.0,1.0,4.0,1.0,,11.0,,2.0,2.0,,,,,23.0,76.0,2.0,1.0,0.6,0.6,0.5,0.3333333333333333,1.0,0.25,0.2777777777777778,0.6071428571428571,0.4090909090909091,0.6764705882352942,0.2,0.125,0.4,0.4,,0.08333333333333333,,0.10714285714285714,,0.09615384615384616,,,,,,0.047619047619047616,0.14285714285714285,,0.13636363636363635,,,,0.16326530612244897,0.625,0.7142857142857143,0.10204081632653061,,,,0.04081632653061224,,,,0.24489795918367346,0.25,0.2727272727272727,1.0,0.1111111111111111,1.0,0.14285714285714285,0.5,0.5714285714285714,0.5,0.56715625,0.5103892857142858,0.057692307692307696,0.11764705882352941,0.16981132075471697,0.4339622641509434,6.773333333333334,0.33043478260869563,,,,,0.6,6.0,8.0,,0.6666666666666666,2.0,1.0,2.0,1.0,1.0,1.0,,,,0.125,0.2,0.2222222222222222,0.16666666666666666,1.0,0.14285714285714285,0.5,4.0,1.0,1.0,1.0,0.029411764705882353,0.08333333333333333,0.02857142857142857,,,,,,True,,,,,,,
1628386,1610612751,Jarrett Allen,Jarrett Allen,1628386,BKN,7247.0,121,-21,253,251,504,,,,,37,292,,,,3.0,9.0,,24.0,5.0,10.0,6,2.0,,,,0.5454545454545454,0.6166666666666667,,13.698630136986301,,,,,0.6363636363636364,,0.5083454545454545,,86.0,85.0,31.0,7.0,14.0,1.0,4.0,1.0,5.0,4.0,7.0,1.0,1.0,,,,,12.0,22.0,13.0,2.0,7.0,6.0,4.0,10.0,,,5.0,13.0,24.0,,,,3.0,6.0,5.0,1.0,1.0,2.0,3.0,14.0,,16.0,18.0,38.0,17.0,55.0,,2.0,2.0,,5.0,1.0,4.0,1.0,6.0,1.0,,17.0,3.0,1.0,16.0,,6.0,2.0,7.0,6.0,7.0,3.0,13.0,86.0,2.0,2.0,1.0,1.0,,0.5454545454545454,0.2857142857142857,0.4,0.2857142857142857,0.4,0.3333333333333333,0.5,0.13636363636363635,0.14285714285714285,0.14285714285714285,0.5,,0.33962264150943394,0.2222222222222222,0.2711864406779661,0.039473684210526314,0.30357142857142855,0.1223021582733813,0.3333333333333333,0.1794871794871795,0.06,,0.32,0.3333333333333333,0.42857142857142855,0.2553191489361702,0.3333333333333333,,0.42857142857142855,0.6363636363636364,0.5,0.5833333333333334,0.3181818181818182,0.5714285714285714,0.6666666666666666,1.0,0.045454545454545456,1.0,1.0,1.0,,,,,0.5714285714285714,0.25,0.5,0.2,,,0.5012,0.46787,0.21428571428571427,0.21428571428571427,0.16216216216216217,0.35135135135135137,4.618181818181818,0.33992094861660077,1.0,1.0,,0.16666666666666666,1.0,,,,,,,,,,4.0,1.0,4.0,,,0.6666666666666666,,,,,,2.0,,,,,,,1.0,,,,,True,,,,,,,
203925,1610612751,Joe Harris,Joe Harris,203925,BKN,3388.0,56,18,116,115,231,6.0,7.0,7.0,10.0,30,115,21.0,7.0,6.0,1.0,1.0,1.0,2.0,1.0,3.0,8,1.0,1.0,0.7,0.7,0.7631578947368421,0.75,0.5263157894736842,16.666666666666668,0.3684210526315789,0.8571428571428571,0.8571428571428571,1.0,0.7368421052631579,0.8571428571428571,0.48831052631578953,24.61,42.0,38.0,15.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,,1.0,1.0,3.0,1.0,2.0,4.0,9.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,1.0,11.0,6.0,2.0,,,2.0,,,,,,1.0,1.0,,6.0,8.0,14.0,2.0,16.0,,1.0,1.0,,2.0,,2.0,,2.0,5.0,,4.0,,,2.0,,1.0,,,,,,11.0,42.0,1.0,,0.75,0.75,0.6666666666666666,0.4444444444444444,0.5,0.4,0.3333333333333333,0.625,0.3333333333333333,0.6111111111111112,0.2222222222222222,,0.25,0.6666666666666666,,0.2962962962962963,0.03333333333333333,0.1875,0.03225806451612903,0.23728813559322035,0.03278688524590164,,0.05263157894736842,,0.05263157894736842,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.17857142857142858,0.25,,,0.21052631578947367,0.75,0.75,0.21052631578947367,0.25,0.3333333333333333,1.0,0.05263157894736842,,,,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.5,0.375,0.6666666666666666,0.25,0.5,0.37766666666666665,0.46635625,0.05,0.1,0.06666666666666667,0.36666666666666664,7.166666666666667,0.3620689655172414,,,,,0.6666666666666666,,1.0,,,1.0,1.0,1.0,,,,,,,,,0.3333333333333333,,,0.125,1.0,,,,,,,,1.0,1.0,,,,True,,,,,,,
204020,1610612751,Tyler Johnson,Tyler Johnson,204020,BKN,4038.0,67,-39,143,142,285,6.0,16.0,9.0,23.0,43,191,27.0,16.0,6.0,5.0,7.0,2.0,16.0,1.0,2.0,7,1.0,1.0,0.391304347826087,0.391304347826087,0.5694444444444444,0.581081081081081,0.6388888888888888,24.22360248447205,0.4444444444444444,0.375,0.375,1.0,0.6944444444444444,0.375,0.5039472222222223,25.613043478260867,50.0,52.0,17.0,,2.0,,,,,3.0,6.0,4.0,5.0,3.0,7.0,,2.0,7.0,13.0,2.0,2.0,3.0,10.0,2.0,3.0,2.0,7.0,,10.0,8.0,6.0,,,3.0,2.0,2.0,,2.0,1.0,,,,3.0,2.0,5.0,,5.0,,,,,1.0,,,1.0,,4.0,,1.0,,,2.0,,1.0,,,,,,10.0,50.0,,,0.5714285714285714,0.5714285714285714,0.2857142857142857,0.5384615384615384,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.5,0.8333333333333334,0.5,0.23076923076923078,0.5,0.3333333333333333,0.5,,0.07692307692307693,,0.09090909090909091,,0.0847457627118644,,,,,,,0.16666666666666666,,0.10344827586206896,,,,0.05555555555555555,,,0.16666666666666666,0.5,0.75,0.3333333333333333,0.1388888888888889,0.8,0.8,0.75,0.19444444444444445,0.42857142857142855,0.5,1.0,,,,,0.2,,0.4734833333333333,0.54803,0.02702702702702703,0.07142857142857142,0.23255813953488372,0.23255813953488372,12.715384615384615,0.34965034965034963,,,,,,2.0,3.0,,0.3333333333333333,1.0,2.0,5.0,1.0,2.0,,,,,0.6666666666666666,,0.16666666666666666,0.5,1.0,0.5,0.4,,1.0,,,0.043478260869565216,0.14285714285714285,,,,1.0,1.0,1.0,True,,,,,,,
1629058,1610612751,Dzanan Musa,Dzanan Musa,1629058,BKN,578.0,10,-15,21,22,43,,2.0,,2.0,6,32,,2.0,,,1.0,,3.0,,1.0,1,,,,,0.25,0.42857142857142855,0.5,34.78260869565217,0.5,,,,1.0,,0.49201249999999996,26.15,14.0,18.0,2.0,1.0,2.0,,,1.0,1.0,,,,,,,,2.0,1.0,2.0,4.0,,,2.0,1.0,1.0,,2.0,4.0,6.0,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,,1.0,1.0,2.0,,,,,1.0,,1.0,,1.0,,,6.0,1.0,,7.0,1.0,2.0,2.0,,,,,6.0,14.0,,1.0,1.0,1.0,,0.5,,1.0,,0.3333333333333333,1.0,0.5,,,,1.0,,,,0.14285714285714285,0.1111111111111111,0.08333333333333333,0.07692307692307693,,,0.14285714285714285,,,,,,0.5,,,0.5,0.5,0.5,,,,,,,,,,,,,,,0.3333333333333333,1.0,0.6666666666666666,,,0.46421666666666667,0.4,0.6666666666666666,0.3333333333333333,1.0,2.6500000000000004,0.6666666666666666,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,True,,,,,,,
