EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OffTwoPtRebounds,OffRebounds,SelfOReb,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Corner3PctAssisted,SecondChanceFtPoints,SecondChancePoints,OffThreePtRebounds,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,SecondChanceTsPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,PtsPutbacks,Fg3aBlocked,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG3APctBlocked,Arc3PctBlocked,OffShortMidRangeReboundPct,OffArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,3pt And 1 Free Throw Trips,Technical Free Throw Trips,3SecondViolations,SecondChanceAtRimPctAssisted,ThreePtShootingFoulsDrawnPct,HeaveAttempts,Blocked3s,BlockedArc3,on,BlockedLongMidRange,OffensiveGoaltends
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,8425.0,140,-75.0,302,305,53.0,46.0,23.0,607,7.0,13.0,1.0,2.0,5.0,14.0,6.0,16.0,1.0,5.0,1.0,2.0,4.0,10.0,1.0,2.0,18.0,43.0,5.0,15.0,6.0,57,367,3.0,5.0,2.0,4.0,2.0,14.0,6.0,30.0,6.0,9.0,10.0,4.0,4.0,11.0,12.0,23.0,10.0,2.0,4.0,2.0,5.0,58.0,4.0,6.0,1.0,11.0,11.0,5.0,2.0,3.0,8.0,5.0,3.0,3.0,11.0,1.0,3.0,9.0,19.0,1.0,1.0,1.0,10.0,1.0,1.0,7.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,14.0,53.0,3.0,0.16666666666666666,0.16666666666666666,0.4,0.3333333333333333,0.5,0.3333333333333333,0.4186046511627907,0.6,0.4396551724137931,0.6666666666666666,0.4672131147540984,0.7,0.25862068965517243,0.09302325581395349,0.15384615384615385,0.07142857142857142,0.0625,22.085889570552148,0.7272727272727273,0.07692307692307693,0.1,0.06153846153846154,0.08,0.038461538461538464,0.125,0.16666666666666666,0.04081632653061224,0.125,0.3333333333333333,0.22413793103448276,0.5384615384615384,0.6363636363636364,0.14285714285714285,0.2413793103448276,0.35714285714285715,0.38461538461538464,0.27586206896551724,0.375,0.4,0.3333333333333333,0.08620689655172414,0.2,0.2,0.1724137931034483,0.4,0.4,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.2222222222222222,0.5,0.4827586206896552,0.4,0.4963413793103448,0.5312888888888889,0.06557377049180328,0.08695652173913043,0.24561403508771928,10.541860465116281,24.786666666666665,0.17549668874172186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628411,1610612753,Wes Iwundu,Wes Iwundu,1628411,ORL,2063.0,34,,71,71,23.0,19.0,4.0,142,,2.0,,,1.0,2.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,1.0,6.0,2.0,4.0,,8,74,,1.0,1.0,3.0,,3.0,,2.0,6.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,5.0,3.0,2.0,,5.0,6.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,,3.0,23.0,,,,1.0,0.5,0.3333333333333333,0.5,0.16666666666666666,,0.4,0.375,0.4,0.375,0.4,0.16666666666666666,0.5,,,13.333333333333334,,,0.15384615384615385,0.13043478260869565,0.1388888888888889,,0.16666666666666666,0.25,0.1875,,,0.2,,,,0.2,0.5,0.5,0.2,,,,0.2,0.5,0.5,0.2,0.5,0.5,1.0,,,0.25,,0.5,0.5,0.6,0.5,0.4849399999999999,0.4586874999999999,0.1,0.16666666666666666,0.375,9.516666666666667,24.925,0.323943661971831,1.0,1.0,1.0,0.06666666666666667,0.034482758620689655,0.2,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629109,1610612753,Gary Clark,Gary Clark,1629109,ORL,5860.0,98,-27.0,207,204,28.0,10.0,12.0,411,,,,,,,,,3.0,7.0,,,6.0,16.0,1.0,2.0,,,9.0,23.0,4.0,31,242,,,1.0,2.0,3.0,6.0,,,27.0,,16.0,6.0,,3.0,2.0,5.0,2.0,,1.0,1.0,1.0,12.0,9.0,7.0,,16.0,18.0,2.0,1.0,1.0,,,1.0,,1.0,,,6.0,7.0,,,1.0,5.0,1.0,1.0,5.0,,1.0,1.0,,1.0,1.0,,6.0,28.0,,,,1.0,0.391304347826087,0.5,0.391304347826087,,,0.5869565217391305,0.75,0.62,1.0,1.0,,,,,11.818181818181817,,,0.14583333333333334,0.17307692307692307,0.16,0.18181818181818182,0.125,0.1,0.13157894736842105,0.2857142857142857,,,,,,,,,,,,,0.30434782608695654,0.42857142857142855,0.42857142857142855,0.6956521739130435,0.375,0.375,1.0,,,,,1.0,0.5,1.0,0.375,0.5624152173913043,0.5327999999999999,0.041666666666666664,1.0,0.1935483870967742,,25.030434782608697,0.13526570048309178,1.0,2.0,,0.022727272727272728,0.020202020202020204,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.01818181818181818,0.058823529411764705,0.16666666666666666,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
202696,1610612753,Nikola Vucevic,Nikola Vucevic,202696,ORL,11082.0,185,-48.0,396,396,77.0,65.0,28.0,792,13.0,16.0,4.0,4.0,14.0,27.0,11.0,24.0,,,,,18.0,44.0,2.0,4.0,38.0,67.0,18.0,44.0,10.0,140,461,10.0,16.0,2.0,4.0,1.0,27.0,44.0,32.0,54.0,,44.0,18.0,1.0,9.0,11.0,20.0,7.0,4.0,2.0,3.0,4.0,51.0,21.0,22.0,3.0,46.0,55.0,4.0,2.0,2.0,5.0,2.0,8.0,3.0,13.0,,4.0,5.0,13.0,,1.0,3.0,14.0,3.0,1.0,11.0,1.0,5.0,3.0,2.0,1.0,3.0,2.0,27.0,77.0,1.0,0.5789473684210527,0.6666666666666666,1.0,0.4090909090909091,0.5,0.4090909090909091,0.5671641791044776,0.625,0.5855855855855856,0.65,0.603448275862069,0.6428571428571429,0.3963963963963964,0.014925373134328358,0.0625,,,30.352941176470587,0.38461538461538464,0.1875,0.27848101265822783,0.22826086956521738,0.25146198830409355,0.16129032258064516,0.32,0.391304347826087,0.23880597014925373,0.2,0.6666666666666666,0.14414414414414414,0.8125,0.8666666666666667,0.46153846153846156,0.24324324324324326,0.5185185185185185,0.5185185185185185,0.21621621621621623,0.4583333333333333,0.4583333333333333,0.9090909090909091,,,,0.3963963963963964,0.4090909090909091,0.4186046511627907,1.0,0.2,1.0,,,0.2,0.5,0.5405405405405406,0.4090909090909091,0.4824040540540541,0.4663125000000001,0.043478260869565216,0.07042253521126761,0.19285714285714287,10.780597014925375,25.72954545454546,0.19444444444444445,6.0,9.0,1.0,0.06593406593406594,0.04712041884816754,0.12,0.018867924528301886,,1.0,16.0,3.0,,,0.8888888888888888,0.03,0.030303030303030304,,0.11428571428571428,5.0,5.0,1.0,2.0,6.0,6.0,1.0,2.0,10.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,0.9375,0.022727272727272728,0.022727272727272728,0.06060606060606061,0.03529411764705882,0.42857142857142855,0.625,1.0,0.25,0.5,1.0,0.5260857142857143,,,,,,,,,True,,
203095,1610612753,Evan Fournier,Evan Fournier,203095,ORL,9402.0,157,-49.0,341,336,63.0,48.0,25.0,677,2.0,6.0,,1.0,2.0,5.0,4.0,9.0,2.0,4.0,,,10.0,29.0,,3.0,8.0,20.0,12.0,33.0,11.0,63,401,1.0,3.0,,3.0,5.0,7.0,6.0,10.0,33.0,3.0,29.0,10.0,1.0,6.0,6.0,12.0,6.0,,3.0,2.0,1.0,30.0,7.0,7.0,1.0,15.0,17.0,6.0,3.0,3.0,5.0,4.0,3.0,1.0,8.0,,1.0,5.0,9.0,,,,13.0,,3.0,16.0,,3.0,2.0,2.0,,2.0,2.0,7.0,63.0,2.0,0.375,0.42857142857142855,0.9166666666666666,0.36363636363636365,,0.36363636363636365,0.4,0.3333333333333333,0.49056603773584906,0.16666666666666666,0.5254237288135594,0.3888888888888889,0.6226415094339622,0.05,0.16666666666666666,,,18.306010928961747,0.625,0.0625,0.1044776119402985,0.09859154929577464,0.10144927536231885,0.14285714285714285,,0.15,0.05660377358490566,0.2222222222222222,1.0,0.11320754716981132,0.3333333333333333,0.4,0.5,0.09433962264150944,0.4,0.4,0.16981132075471697,0.4444444444444444,0.4444444444444444,0.25,0.07547169811320754,0.5,0.5,0.5471698113207547,0.3448275862068966,0.3448275862068966,0.9,0.16666666666666666,,,,0.5,,0.7358490566037735,0.3448275862068966,0.5257273584905661,0.45340833333333325,0.10344827586206896,0.13043478260869565,0.1111111111111111,10.789999999999997,25.59090909090909,0.18475073313782991,1.0,2.0,,0.012345679012345678,0.011976047904191617,,,1.0,,10.0,1.0,,3.0,0.7142857142857143,0.011627906976744186,0.03333333333333333,,0.15873015873015872,1.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,,1.0,1.0,,1.0,1.0,0.5,0.6666666666666666,0.7142857142857143,,,,0.013513513513513514,0.5,0.14285714285714285,1.0,0.5714285714285714,0.5,1.0,0.5166499999999999,1.0,1.0,1.0,1.0,0.08571428571428572,,,,True,,
203082,1610612753,Terrence Ross,Terrence Ross,203082,ORL,4999.0,83,17.0,177,177,47.0,51.0,12.0,354,3.0,4.0,1.0,1.0,3.0,5.0,3.0,4.0,1.0,1.0,,,4.0,14.0,1.0,3.0,9.0,13.0,5.0,15.0,2.0,35,192,4.0,4.0,1.0,3.0,1.0,12.0,14.0,4.0,9.0,6.0,14.0,4.0,1.0,1.0,3.0,4.0,2.0,1.0,,,1.0,11.0,4.0,2.0,4.0,10.0,10.0,2.0,2.0,,1.0,1.0,2.0,,3.0,,1.0,5.0,13.0,,,1.0,6.0,1.0,1.0,4.0,1.0,2.0,,,,,,12.0,47.0,2.0,0.7777777777777778,0.7777777777777778,0.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6923076923076923,1.0,0.5892857142857143,0.7857142857142857,0.603448275862069,0.8571428571428571,0.5357142857142857,0.07692307692307693,0.25,,,16.931216931216934,0.3333333333333333,0.4,0.058823529411764705,0.1,0.08108108108108109,,0.18181818181818182,,0.10714285714285714,0.08333333333333333,,0.14285714285714285,0.75,1.0,1.0,0.17857142857142858,0.6,0.6,0.14285714285714285,0.75,0.75,0.6666666666666666,0.03571428571428571,1.0,1.0,0.5,0.2857142857142857,0.3076923076923077,0.75,0.14285714285714285,1.0,,,0.42857142857142855,0.3333333333333333,0.6785714285714286,0.2857142857142857,0.4957642857142857,0.4958642857142857,0.10344827586206896,0.14285714285714285,0.34285714285714286,9.692307692307692,25.75333333333333,0.2655367231638418,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,0.06666666666666667,0.07142857142857142,,,0.6666666666666666,,,,,,,1.0,,,,0.06666666666666667,,,,True,,
203920,1610612753,Khem Birch,Khem Birch,203920,ORL,2050.0,34,8.0,72,74,14.0,19.0,5.0,146,2.0,3.0,,,1.0,1.0,,,,,,,,,,,3.0,4.0,,,3.0,9,72,,,,,2.0,2.0,4.0,2.0,,,,,,1.0,1.0,2.0,1.0,,,1.0,,5.0,7.0,2.0,,9.0,12.0,,,,1.0,1.0,2.0,,3.0,2.0,1.0,,3.0,1.0,,1.0,2.0,,,3.0,1.0,2.0,,,,,,2.0,14.0,,0.6666666666666666,1.0,,,,,0.75,,0.75,,0.9,1.0,,,,,,10.38961038961039,0.3333333333333333,,0.13333333333333333,0.3181818181818182,0.24324324324324326,0.25,0.16666666666666666,,0.375,0.16666666666666666,,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,0.75,,0.50595,,0.4,0.4,0.2222222222222222,2.7750000000000004,,0.19444444444444445,1.0,3.0,,0.0625,0.0967741935483871,0.25,,,,2.0,2.0,,,1.0,0.13333333333333333,,,0.2222222222222222,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,1.0,1.0,,,,0.18181818181818182,1.0,1.0,1.0,,,,0.5622,,,,,,,,,True,,
203516,1610612753,James Ennis III,James Ennis III,203516,ORL,6797.0,113,-53.0,246,249,35.0,35.0,20.0,495,4.0,10.0,1.0,2.0,2.0,5.0,2.0,4.0,1.0,4.0,,,2.0,11.0,,1.0,8.0,19.0,3.0,15.0,7.0,32,298,1.0,5.0,,1.0,3.0,5.0,12.0,4.0,9.0,,10.0,2.0,2.0,3.0,3.0,6.0,2.0,1.0,1.0,,2.0,15.0,13.0,3.0,6.0,22.0,28.0,4.0,2.0,2.0,3.0,2.0,3.0,1.0,6.0,1.0,1.0,4.0,17.0,1.0,,,6.0,,,9.0,1.0,4.0,,,,1.0,,5.0,35.0,1.0,0.75,0.8571428571428571,1.0,0.2,,0.21428571428571427,0.42105263157894735,0.2,0.36764705882352944,0.16666666666666666,0.42105263157894735,0.3125,0.4411764705882353,0.10526315789473684,0.1,0.2,,16.47940074906367,0.5,0.5454545454545454,0.06,0.22807017543859648,0.14953271028037382,0.047619047619047616,,0.14285714285714285,0.3,0.058823529411764705,,0.29411764705882354,0.4,0.4444444444444444,0.75,0.14705882352941177,0.4,0.5,0.11764705882352941,0.5,0.5,0.5,0.11764705882352941,0.25,0.25,0.3235294117647059,0.18181818181818182,0.18181818181818182,1.0,0.3333333333333333,0.5,,,0.16666666666666666,,0.7352941176470589,0.2,0.5141833333333334,0.45266,0.10810810810810811,0.18181818181818182,0.15625,6.194736842105264,27.759999999999998,0.14227642276422764,3.0,6.0,1.0,0.05263157894736842,0.047619047619047616,0.10526315789473684,0.05,1.0,3.0,5.0,3.0,1.0,,0.35714285714285715,0.043478260869565216,0.05,0.16666666666666666,0.15625,1.0,3.0,,1.0,1.0,4.0,,1.0,2.0,,1.0,1.0,,1.0,1.0,,0.25,0.2,,,,0.017543859649122806,1.0,0.6,0.3333333333333333,0.2,,,0.505925,,,,,,1.0,1.0,1.0,True,,
201571,1610612753,D.J. Augustin,D.J. Augustin,201571,ORL,4732.0,79,-13.0,168,168,45.0,32.0,11.0,336,3.0,6.0,1.0,2.0,,4.0,2.0,2.0,1.0,2.0,,,4.0,9.0,,,5.0,12.0,5.0,11.0,13.0,38,198,1.0,3.0,,,6.0,8.0,4.0,6.0,3.0,12.0,9.0,4.0,,10.0,10.0,20.0,10.0,,5.0,2.0,3.0,50.0,4.0,,,4.0,4.0,,,,4.0,4.0,2.0,,6.0,,2.0,1.0,4.0,,,1.0,13.0,1.0,3.0,14.0,,5.0,,,,,,8.0,45.0,1.0,0.4,0.4,0.2,0.45454545454545453,,0.45454545454545453,0.4166666666666667,0.3333333333333333,0.5434782608695652,0.3333333333333333,0.6333333333333333,0.6666666666666666,0.4782608695652174,,,,,20.0,0.6666666666666666,,,0.10526315789473684,0.05970149253731343,,,,0.07142857142857142,0.2,,0.2608695652173913,0.5,0.5,0.3333333333333333,0.17391304347826086,,,0.08695652173913043,1.0,1.0,0.5,0.08695652173913043,0.5,0.5,0.391304347826087,0.4444444444444444,0.4444444444444444,,0.6666666666666666,0.5,,,,,0.7391304347826086,0.4444444444444444,0.5204673913043478,0.4647666666666666,0.17857142857142858,0.29411764705882354,0.21052631578947367,7.55,25.727272727272727,0.26785714285714285,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,True,,
1628365,1610612753,Markelle Fultz,Markelle Fultz,1628365,ORL,379.0,6,12.0,15,15,,,1.0,30,,1.0,,,,,,,,,,,1.0,1.0,,,,1.0,1.0,1.0,,3,9,,,,,,,,,,3.0,1.0,1.0,,,3.0,3.0,2.0,1.0,,,,9.0,,,,,,,,,2.0,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,0.75,,0.75,,0.5,,,,,25.0,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,0.5,1.0,1.0,,,,,,,,1.0,1.0,0.6061000000000001,,,,,0.8,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
