EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,Fouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,ThreePtAssists,Arc3Assists,Corner3Assists,Steals,BadPassSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,3pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,Corner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,ShootingFouls,NonShootingPenaltyNonTakeFouls,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG3M,PenaltyFG3A,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg3Pct,SecondChanceFg2Pct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyAtRimFGA,Fg2aBlocked,SelfOReb,BadPassTurnovers,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,SelfORebPct,PenaltyAtRimFrequency,FTDefRebounds,DefFTReboundPct,PenaltyAtRimFGM,PenaltyAtRimAccuracy,PenaltyFtPoints,Fg3aBlocked,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,on,DefensiveGoaltends,LongMidRangePctBlocked,PenaltyCorner3FGM,PenaltyCorner3FGA,LostBallSteals,ShortMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,2pt And 1 Free Throw Trips,SecondChanceAtRimPctAssisted,LostBallOutOfBoundsTurnovers,Technical Free Throw Trips,OffCorner3ReboundPct,BlockedShortMidRange,Charge Fouls Drawn,FTOffRebounds,OffFTReboundPct
1626209,1610612757,Mario Hezonja,Mario Hezonja,1626209,POR,1444.0,24,5.0,46,46,10.0,14,11,92,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,7,2.0,2.0,12,46,2.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,6.0,5.0,2.0,7.0,7.0,2.0,2.0,2.0,1.0,4.0,10.0,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.42857142857142855,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.2222222222222222,19.29824561403509,1.0,0.25,0.3333333333333333,0.30434782608695654,0.5,0.5,0.4,0.2,0.2222222222222222,0.2222222222222222,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.2222222222222222,1.0,1.0,0.5,0.4444444444444444,1.0,0.5125611111111111,0.40255,0.3333333333333333,10.071428571428571,25.2,0.21739130434782608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629014,1610612757,Anfernee Simons,Anfernee Simons,1629014,POR,1346.0,22,7.0,44,43,10.0,11,9,87,,,1.0,1.0,3.0,2.0,4.0,1.0,4,2.0,5.0,11,42,,1.0,,2.0,,,6.0,4.0,2.0,3.0,6.0,,1.0,2.0,15.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,10.0,1.0,1.0,,0.4,0.4,0.25,,0.4444444444444444,,0.55,,0.5555555555555556,22.641509433962263,0.5,0.14285714285714285,0.06666666666666667,0.09090909090909091,,1.0,,0.2,,0.1111111111111111,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.4444444444444444,0.5,0.5,,0.5555555555555556,0.5,0.44933888888888895,0.4004,,16.7,25.54,0.22727272727272727,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.5,2.0,0.1111111111111111,1.0,1.0,0.2,0.2,0.2,0.36363636363636365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629018,1610612757,Gary Trent Jr.,Gary Trent Jr.,1629018,POR,752.0,13,-9.0,27,26,8.0,10,2,53,,,,,1.0,1.0,1.0,,1,1.0,2.0,3,31,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,2.0,,8.0,,,1.0,0.5,0.5,,,0.5,,0.5,,0.6666666666666666,10.344827586206897,,,,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.4746166666666667,,,21.1,24.45,0.2962962962962963,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629117,1610612757,Wenyen Gabriel,Wenyen Gabriel,1629117,POR,3196.0,53,,107,108,19.0,31,17,215,7.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,10,2.0,5.0,21,112,1.0,1.0,5.0,12.0,2.0,6.0,,3.0,1.0,,4.0,,,,12.0,2.0,1.0,3.0,10.0,1.0,1.0,5.0,16.0,5.0,19.0,0.8571428571428571,1.0,1.0,0.4,0.4,0.7,1.0,0.6666666666666666,0.8333333333333334,0.65625,0.8333333333333334,0.3333333333333333,16.935483870967744,0.2,0.030303030303030304,0.06666666666666667,0.047619047619047616,0.06666666666666667,,,0.18181818181818182,0.4666666666666667,0.13333333333333333,1.0,1.0,0.06666666666666667,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.8,0.3333333333333333,0.5122,0.4422,0.23809523809523808,5.11,24.520000000000003,0.17757009345794392,2.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,4.0,,2.0,2.0,4.0,,,,4.0,2.0,,1.0,,1.0,0.875,0.8,0.13333333333333333,0.25,1.0,0.0625,0.09090909090909091,,0.38095238095238093,7.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.5,0.6666666666666666,0.18518518518518517,0.07142857142857142,0.12727272727272726,0.07692307692307693,0.3333333333333333,0.2727272727272727,0.09090909090909091,0.5,0.5714285714285714,0.5714285714285714,0.75,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.4893,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629658,1610612757,Jaylen Hoard,Jaylen Hoard,1629658,POR,1161.0,19,11.0,39,37,10.0,11,8,76,3.0,,,1.0,1.0,,,2.0,4,,,4,30,1.0,2.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,2.0,2.0,1.0,3.0,6.0,1.0,,2.0,3.0,2.0,10.0,0.5,1.0,,,,0.5,0.5,0.5,0.5,0.5,0.5,,12.765957446808512,0.5,0.16666666666666666,0.15384615384615385,0.15789473684210525,,,0.2222222222222222,,0.75,,,,0.25,1.0,1.0,1.0,,,,,0.75,,0.659275,0.61435,0.5,4.725,,0.2564102564102564,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,0.5,,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,1.0,0.18181818181818182,0.125,0.15789473684210525,0.14285714285714285,1.0,,0.14285714285714285,,0.3333333333333333,0.5,,,,,,1.0,1.0,,,,0.6091,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.25,1.0,0.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
202355,1610612757,Hassan Whiteside,Hassan Whiteside,202355,POR,345.0,6,4.0,10,12,,1,1,22,1.0,,,,1.0,1.0,1.0,1.0,2,1.0,1.0,5,12,,,,,2.0,3.0,,1.0,1.0,,,,,,,1.0,,2.0,3.0,,,,1.0,,,,,1.0,1.0,1.0,0.5,,0.8333333333333334,,0.8333333333333334,,0.3333333333333333,27.272727272727273,,,0.25,0.16666666666666666,,,,0.5,0.3333333333333333,,,,0.3333333333333333,,,,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,1.0,0.4676,,,11.05,27.5,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,0.4,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,1.0,,,,,,1.0,0.25,,0.2,,,0.25,,,1.0,1.0,,,,,,1.0,1.0,,,,0.5522,,,,,,,,,,1.0,0.5,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
1629121,1610612757,Jaylen Adams,Jaylen Adams,1629121,POR,1034.0,17,11.0,34,33,10.0,11,8,67,2.0,,,,,,4.0,1.0,2,,4.0,2,28,1.0,1.0,2.0,2.0,,,,4.0,,1.0,2.0,,,1.0,5.0,1.0,1.0,2.0,3.0,,,,,2.0,10.0,1.0,1.0,,,,0.5,1.0,0.16666666666666666,0.5,0.16666666666666666,0.5,0.6666666666666666,14.285714285714286,,0.2,0.09090909090909091,0.125,,,0.14285714285714285,,0.3333333333333333,,,,,,,,0.6666666666666666,,,,1.0,,0.5315083333333334,0.607625,1.0,2.25,26.225,0.29411764705882354,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,0.125,0.0625,,,,0.14285714285714285,,0.5,0.5,1.0,,,,,,,,0.5,,,1.0,,,,,,0.25,,0.5,,,1.0,1.0,,,,,,,,,,True,,,,,,,,,,,,,,,,,
203081,1610612757,Damian Lillard,Damian Lillard,203081,POR,1850.0,31,-7.0,63,65,9.0,20,8,128,1.0,,1.0,1.0,2.0,4.0,11.0,2.0,4,4.0,11.0,18,70,,1.0,5.0,2.0,2.0,9.0,3.0,11.0,4.0,,1.0,,,,3.0,3.0,,3.0,3.0,3.0,2.0,4.0,,5.0,9.0,0.5,0.5,0.75,0.36363636363636365,0.36363636363636365,0.5,,0.5333333333333333,0.5,0.5625,0.625,0.7333333333333333,28.169014084507044,0.75,,0.2,0.07317073170731707,,,0.2222222222222222,0.16666666666666666,0.06666666666666667,0.06666666666666667,,,0.13333333333333333,0.5,0.5,,0.7333333333333333,0.36363636363636365,0.4,0.75,0.8,0.36363636363636365,0.5018,0.5147,0.2777777777777778,10.049999999999999,26.981818181818184,0.14285714285714285,,,1.0,2.0,,1.0,,,1.0,1.0,,,,1.0,,,,2.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,2.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,1.0,1.0,1.0,,,,,,,,0.6666666666666666,0.5,,,,,1.0,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.09090909090909091,0.09090909090909091,,,True,,,,,,,,,,,,,,,,,
203468,1610612757,CJ McCollum,CJ McCollum,203468,POR,1850.0,31,-7.0,63,65,9.0,20,8,128,2.0,3.0,3.0,3.0,7.0,3.0,6.0,6.0,12,3.0,9.0,21,70,,2.0,,2.0,10.0,6.0,3.0,6.0,3.0,,1.0,,,,3.0,2.0,1.0,5.0,5.0,4.0,3.0,4.0,2.0,,9.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,,0.5,,0.5,,0.42857142857142855,35.21126760563381,1.0,0.038461538461538464,0.13333333333333333,0.07317073170731707,,0.09090909090909091,0.2222222222222222,,0.09523809523809523,0.14285714285714285,1.0,1.0,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.2857142857142857,0.5,0.5,0.6666666666666666,0.5238095238095238,0.5,0.4893857142857143,0.43205,,11.591666666666667,25.58888888888889,0.14285714285714285,3.0,,,,,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,,,,,0.14285714285714285,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.6051,1.0,,,1.0,,,,,0.5,2.0,0.5,,,,,,,,,,1.0,0.5,True,,,,,,,,,,,,,,,,,
203994,1610612757,Jusuf Nurkic,Jusuf Nurkic,203994,POR,1557.0,26,-9.0,53,53,9.0,13,8,106,5.0,,,,,1.0,4.0,2.0,5,1.0,4.0,11,64,,,4.0,2.0,2.0,3.0,,4.0,1.0,2.0,2.0,2.0,,,4.0,2.0,6.0,8.0,10.0,,,,4.0,4.0,9.0,0.5,1.0,1.0,0.25,0.25,0.4,,0.3888888888888889,,0.4583333333333333,0.6666666666666666,0.4444444444444444,19.672131147540984,,0.2608695652173913,0.16666666666666666,0.22857142857142856,0.25,0.3333333333333333,0.125,0.25,0.5555555555555556,,,,,,,,0.4444444444444444,0.25,0.25,1.0,1.0,0.25,0.5887611111111111,,0.36363636363636365,1.1400000000000001,25.950000000000003,0.16981132075471697,,,1.0,4.0,,1.0,1.0,3.0,,,,,,,,,,3.0,6.0,,1.0,,,0.3333333333333333,0.375,,0.3333333333333333,,0.1,0.16666666666666666,,0.2727272727272727,2.0,,2.0,1.0,2.0,,,,1.0,2.0,,,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,0.5,0.09090909090909091,0.058823529411764705,0.07142857142857142,0.16666666666666666,,,0.07692307692307693,,0.4,0.4,0.5,,,,,0.6666666666666666,0.5,,,,0.534025,,,1.0,,,,,0.16666666666666666,,,,,,4.0,,,2.0,2.0,,,,,True,,,,,,,,,,,,,,,,,
