EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,DeadBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,Travels,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,FTOffRebounds,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Offensive Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,SelfOReb,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Charge Fouls,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffArc3ReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,LongMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,Loose Ball Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Technical Free Throw Trips,on,Arc3PctBlocked,HeaveAttempts
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,1253.0,21,-2,46,47,14,9,4,93,1.0,1.0,2.0,1.0,1.0,1.0,3,1.0,3.0,5.0,54,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,2.0,1.0,1.0,14,1.0,0.3333333333333333,0.25,0.4166666666666667,0.16666666666666666,0.25,14.0,0.1,0.05263157894736842,0.25,0.25,1.0,1.0,0.5,0.25,0.5,0.5,0.48683750000000003,0.45792499999999997,0.4,0.5,0.2,3.733333333333333,25.1,0.30434782608695654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,1558.0,26,3,51,49,18,15,3,100,4.0,5.0,3.0,,,6.0,9,,2.0,14.0,63,2.0,,,,2.0,,,2.0,,6.0,1.0,1.0,14.0,,,,1.0,,1.0,,3.0,4.0,,3.0,1.0,2.0,,,18,,0.6666666666666666,0.6666666666666666,0.7,,,20.0,0.09090909090909091,0.05263157894736842,,0.5555555555555556,0.8,1.0,0.3333333333333333,,,0.5555555555555556,0.4804666666666667,0.50815,0.2,0.2,,6.777777777777778,,0.35294117647058826,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,10.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,1.0,13.0,1.0,3.0,0.8333333333333334,1.0,1.0,1.0,1.0,0.1111111111111111,0.2,0.3333333333333333,0.7142857142857143,0.4666666666666667,0.5454545454545454,0.25,0.6666666666666666,0.75,0.5454545454545454,0.25,0.75,0.6666666666666666,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,0.5,0.569,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,12205.0,203,-72,431,427,135,149,34,858,7.0,9.0,3.0,17.0,6.0,8.0,13,26.0,9.0,40.0,537,3.0,7.0,6.0,13.0,2.0,17.0,5.0,9.0,2.0,22.0,7.0,10.0,39.0,2.0,2.0,,2.0,,4.0,,20.0,17.0,2.0,12.0,,2.0,4.0,13.0,135,4.0,0.6153846153846154,0.3974358974358974,0.4444444444444444,0.4642857142857143,0.6666666666666666,10.44776119402985,0.07446808510638298,0.03980099502487562,0.09523809523809523,0.23076923076923078,0.7777777777777778,0.7777777777777778,0.07692307692307693,0.4358974358974359,0.6,0.8974358974358975,0.5323576923076923,0.4908799999999999,0.04878048780487805,0.13333333333333333,0.325,4.1461538461538465,25.115384615384617,0.31322505800464034,1.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,14.0,2.0,1.0,4.0,3.0,1.0,15.0,11.0,3.0,29.0,,13.0,0.875,1.0,1.0,0.5,0.625,0.07692307692307693,,0.23076923076923078,0.11224489795918367,0.16853932584269662,0.13903743315508021,0.03225806451612903,0.12903225806451613,0.125,0.1935483870967742,0.1111111111111111,0.8571428571428571,0.3333333333333333,0.5,1.0,0.02564102564102564,0.5,1.0,0.2,0.512575,0.125,2.0,3.0,9.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,7.0,6.0,1.0,7.0,3.0,3.0,1.0,0.19230769230769232,0.14285714285714285,0.19230769230769232,0.6666666666666666,0.35,0.3333333333333333,0.5,0.16666666666666666,0.009345794392523364,0.09523809523809523,0.05263157894736842,0.07407407407407407,0.42857142857142855,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.11764705882352941,0.11764705882352941,1.0,0.5,1.0,0.1,0.16666666666666666,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
1629029,1610612742,Luka Doncic,Luka Doncic,1629029,DAL,9773.0,163,-60,342,335,98,115,26,677,20.0,29.0,25.0,33.0,11.0,36.0,63,33.0,25.0,133.0,425,21.0,11.0,11.0,48.0,66.0,33.0,20.0,35.0,12.0,85.0,2.0,3.0,43.0,3.0,1.0,2.0,10.0,,27.0,,9.0,38.0,,38.0,5.0,14.0,6.0,48.0,98,6.0,0.5714285714285714,0.5625,0.59375,0.6153846153846154,0.34375,37.567567567567565,0.027777777777777776,0.018633540372670808,,0.3020833333333333,0.6896551724137931,0.8,0.2604166666666667,0.34375,0.34375,0.6458333333333334,0.46167656250000005,0.46018906249999997,0.14150943396226415,0.19444444444444445,0.3609022556390977,6.888888888888888,27.22424242424242,0.28654970760233917,1.0,1.0,10.0,13.0,9.0,2.0,3.0,7.0,6.0,2.0,4.0,15.0,6.0,9.0,17.0,19.0,4.0,40.0,2.0,4.0,0.08333333333333333,0.08571428571428572,0.6666666666666666,0.7,0.7,0.06349206349206349,0.13793103448275862,0.36363636363636365,0.24675324675324675,0.22077922077922077,0.23376623376623376,0.038461538461538464,0.08,0.25806451612903225,0.24074074074074073,0.17391304347826086,0.05,0.52,0.52,0.15384615384615385,0.09375,0.2,1.0,0.3125,0.528575,0.05263157894736842,6.0,,,,12.0,2.0,5.0,12.0,2.0,,11.0,5.0,9.0,12.0,3.0,5.0,1.0,,17.0,2.0,11.0,1.0,,1.0,,,,,,,0.25,0.36363636363636365,0.45454545454545453,0.36363636363636365,0.5238095238095238,0.578125,,0.6296296296296297,,0.011235955056179775,0.03571428571428571,,0.42857142857142855,,,,,,0.36363636363636365,0.36363636363636365,0.25,0.4,0.6,,0.45454545454545453,0.36363636363636365,3.0,1.0,1.0,27.0,3.0,2.0,6.0,6.0,1.0,1.0,0.5,0.013888888888888888,0.06818181818181818,0.3333333333333333,0.3333333333333333,0.5,1.0,0.029411764705882353,,,,,,,,,,,,,,,True,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,6273.0,105,-26,230,221,104,104,18,451,5.0,6.0,10.0,12.0,3.0,17.0,25,18.0,5.0,63.0,287,13.0,7.0,,28.0,18.0,12.0,3.0,5.0,1.0,12.0,,1.0,8.0,4.0,1.0,3.0,1.0,,5.0,,13.0,8.0,2.0,5.0,1.0,3.0,,28.0,104,,0.68,0.6744186046511628,0.7,0.7,0.4186046511627907,19.9203187250996,,0.01,,0.13953488372093023,0.8333333333333334,1.0,0.23255813953488372,0.27906976744186046,0.15,0.5581395348837209,0.4899372093023256,0.468355,0.06666666666666667,0.1111111111111111,0.4444444444444444,10.796000000000001,24.72222222222222,0.45217391304347826,,,2.0,6.0,9.0,3.0,4.0,9.0,16.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,,7.0,,6.0,0.47058823529411764,0.5,0.75,0.6428571428571429,0.6428571428571429,0.08,0.16666666666666666,,0.02564102564102564,0.13333333333333333,0.08333333333333333,,,0.05,0.12121212121212122,0.16666666666666666,0.2,0.6,0.6666666666666666,0.5,0.20930232558139536,,,0.1,0.49823000000000006,0.14285714285714285,1.0,4.0,6.0,4.0,4.0,2.0,1.0,8.0,3.0,,8.0,4.0,21.0,4.0,2.0,,1.0,,4.0,,1.0,1.0,,,,,,,,1.0,0.875,0.4444444444444444,0.5714285714285714,0.4444444444444444,0.6153846153846154,0.7,0.1,0.8,,0.017857142857142856,,,,,0.13953488372093023,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.75,0.2857142857142857,0.5,0.2,0.3333333333333333,0.3333333333333333,6.0,1.0,1.0,3.0,,,3.0,2.0,,,0.3333333333333333,0.02127659574468085,,0.6666666666666666,0.6666666666666666,0.5,1.0,,1.0,3.0,0.6666666666666666,0.14285714285714285,0.75,,,,,,,,,,True,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,5942.0,99,-14,203,200,45,55,18,403,5.0,12.0,9.0,6.0,3.0,11.0,26,10.0,5.0,39.0,243,4.0,4.0,1.0,11.0,16.0,6.0,2.0,7.0,1.0,19.0,,2.0,13.0,6.0,4.0,2.0,2.0,,2.0,,11.0,5.0,,8.0,,3.0,1.0,11.0,45,1.0,0.4230769230769231,0.4722222222222222,0.4875,0.6111111111111112,0.2777777777777778,18.666666666666668,,0.02040816326530612,,0.3333333333333333,0.4166666666666667,0.45454545454545453,0.25,0.16666666666666666,0.375,0.6111111111111112,0.4694986111111111,0.47525625000000005,0.07692307692307693,0.10344827586206896,0.28205128205128205,7.688461538461539,25.279999999999998,0.22167487684729065,,,1.0,4.0,5.0,1.0,2.0,5.0,6.0,2.0,1.0,5.0,2.0,3.0,4.0,7.0,,11.0,,7.0,0.2727272727272727,0.3,0.5,0.8333333333333334,0.8333333333333334,0.038461538461538464,0.08333333333333333,,0.14285714285714285,0.10810810810810811,0.12790697674418605,,0.07692307692307693,0.19047619047619047,0.07692307692307693,0.18181818181818182,0.2,0.4444444444444444,0.4444444444444444,0.25,0.1388888888888889,,,0.125,0.4143,0.1282051282051282,,3.0,4.0,1.0,1.0,,1.0,4.0,1.0,,2.0,2.0,12.0,1.0,1.0,,2.0,,,1.0,,,,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,0.4,0.5,0.4,0.5,0.625,,,,0.041666666666666664,,,0.13333333333333333,0.5,0.1111111111111111,0.75,0.75,1.0,0.16666666666666666,0.16666666666666666,1.0,,,0.125,0.3333333333333333,0.16666666666666666,2.0,,1.0,,,1.0,,,,,1.0,0.05,,0.4,0.4,,,,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,True,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,8281.0,138,-52,287,291,76,80,26,578,6.0,11.0,3.0,12.0,2.0,6.0,14,18.0,3.0,33.0,355,6.0,3.0,,9.0,4.0,12.0,6.0,13.0,3.0,33.0,4.0,8.0,23.0,6.0,5.0,1.0,3.0,,6.0,1.0,15.0,6.0,,4.0,,2.0,,9.0,76,,0.42857142857142855,0.46875,0.4852941176470588,0.5,0.5625,12.658227848101266,0.06153846153846154,0.05517241379310345,0.13333333333333333,0.34375,0.5454545454545454,0.6,0.09375,0.375,0.2222222222222222,0.90625,0.5597109375,0.5630055555555555,0.058823529411764705,0.125,0.2727272727272727,3.164285714285714,24.916666666666668,0.26480836236933797,1.0,3.0,5.0,,,1.0,5.0,3.0,8.0,,1.0,7.0,3.0,4.0,8.0,6.0,1.0,15.0,,5.0,0.6666666666666666,0.6666666666666666,0.2,0.14285714285714285,0.1875,0.07142857142857142,0.09090909090909091,0.14285714285714285,0.07894736842105263,0.13333333333333333,0.10294117647058823,0.045454545454545456,,0.09090909090909091,0.175,0.05,0.6666666666666666,,,,,0.42857142857142855,0.3333333333333333,0.5555555555555556,0.4984,0.09090909090909091,3.0,2.0,6.0,1.0,4.0,1.0,,6.0,2.0,1.0,3.0,1.0,18.0,4.0,2.0,1.0,4.0,,3.0,,3.0,3.0,,3.0,2.0,2.0,,2.0,1.0,3.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,,0.5,,0.05,0.03571428571428571,0.058823529411764705,0.15,0.5,0.1875,0.3333333333333333,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,0.14285714285714285,0.6,0.1111111111111111,,0.3333333333333333,,,,,1.0,,,2.0,,,,0.047619047619047616,0.05555555555555555,,,,,,1.0,1.0,,0.14285714285714285,1.0,,1.0,,,1.0,0.05555555555555555,0.16666666666666666,1.0,,True,,
203077,1610612742,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,DAL,1195.0,20,-27,40,42,9,17,2,82,1.0,1.0,1.0,1.0,,1.0,2,3.0,,2.0,58,,1.0,,,2.0,1.0,,,,,1.0,1.0,3.0,,,,1.0,,1.0,,4.0,1.0,1.0,,,,,,9,,0.5,0.2,0.2,,0.6,14.285714285714286,0.14285714285714285,0.0625,,0.2,1.0,1.0,0.2,0.2,,0.8,0.47400000000000003,0.4005,,,,4.6,24.099999999999998,0.225,1.0,1.0,,,,1.0,1.0,2.0,,2.0,,,,,1.0,1.0,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,0.1111111111111111,0.16666666666666666,0.13333333333333333,0.3333333333333333,,,0.2,,,,,,,1.0,1.0,,0.516,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,0.4,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,
203501,1610612742,Tim Hardaway Jr.,Tim Hardaway Jr.,203501,DAL,9873.0,165,-89,352,352,112,124,25,704,5.0,11.0,10.0,34.0,8.0,17.0,32,46.0,8.0,81.0,452,9.0,11.0,7.0,32.0,28.0,34.0,4.0,10.0,1.0,26.0,,2.0,13.0,2.0,1.0,1.0,,,2.0,,13.0,11.0,3.0,11.0,1.0,3.0,1.0,32.0,112,1.0,0.53125,0.46794871794871795,0.4878048780487805,0.6458333333333334,0.5897435897435898,22.105263157894736,,0.011764705882352941,,0.14102564102564102,0.45454545454545453,0.625,0.1282051282051282,0.4358974358974359,0.4,0.7307692307692307,0.509972435897436,0.478315,0.04938271604938271,0.08823529411764706,0.3950617283950617,9.915625,25.17391304347826,0.3181818181818182,1.0,1.0,3.0,5.0,11.0,2.0,2.0,4.0,6.0,2.0,4.0,6.0,5.0,1.0,4.0,7.0,,11.0,,4.0,0.17647058823529413,0.1875,1.0,0.5,0.5,0.125,0.2727272727272727,,0.08045977011494253,0.056338028169014086,0.06962025316455696,,0.1,0.029411764705882353,0.02127659574468085,0.125,0.2,0.5,0.5555555555555556,,0.14102564102564102,0.25,1.0,0.15,0.47798333333333337,0.04938271604938271,1.0,8.0,12.0,3.0,5.0,2.0,2.0,13.0,2.0,,5.0,5.0,33.0,5.0,,3.0,2.0,,2.0,,1.0,,,,,,,,,2.0,0.8461538461538461,0.2826086956521739,0.45454545454545453,0.2826086956521739,0.5555555555555556,0.625,0.1,1.0,,0.021505376344086023,,,0.13043478260869565,,0.15384615384615385,0.6666666666666666,0.6666666666666666,1.0,0.14705882352941177,0.14705882352941177,0.6,0.5,0.3333333333333333,0.15,0.25,0.14705882352941177,7.0,,,6.0,1.0,,1.0,,,1.0,,0.025974025974025976,0.022727272727272728,0.6363636363636364,0.6363636363636364,,,0.02127659574468085,,3.0,0.2857142857142857,,1.0,,,,,,,,,1.0,True,,
204001,1610612742,Kristaps Porzingis,Kristaps Porzingis,204001,DAL,4050.0,68,-1,149,149,60,75,12,298,6.0,6.0,7.0,8.0,3.0,11.0,19,9.0,15.0,52.0,169,4.0,3.0,9.0,20.0,4.0,8.0,,,,,1.0,2.0,19.0,,,,,,1.0,,4.0,11.0,,17.0,,4.0,2.0,20.0,60,2.0,0.5789473684210527,0.6607142857142857,0.7142857142857143,0.7916666666666666,0.32142857142857145,22.360248447204967,0.03125,0.030303030303030304,,0.21428571428571427,1.0,1.0,0.25,0.2857142857142857,0.42857142857142855,0.5357142857142857,0.47468571428571427,0.4999714285714285,0.15151515151515152,0.17391304347826086,0.38461538461538464,9.647368421052633,26.933333333333334,0.40268456375838924,1.0,1.0,2.0,2.0,6.0,1.0,1.0,5.0,18.0,2.0,,,,,4.0,11.0,2.0,17.0,,2.0,0.8181818181818182,0.9,1.0,1.0,0.8333333333333334,,,0.5,0.275,0.11428571428571428,0.2,0.08333333333333333,0.17647058823529413,0.45454545454545453,0.08695652173913043,0.16666666666666666,0.8333333333333334,0.2857142857142857,0.2857142857142857,0.5,0.21428571428571427,1.0,1.0,0.2857142857142857,0.5391,0.09615384615384616,2.0,,1.0,,5.0,,1.0,5.0,,3.0,4.0,1.0,15.0,5.0,,,1.0,,1.0,,1.0,,,,3.0,3.0,,3.0,,2.0,1.0,0.5555555555555556,0.3333333333333333,0.5555555555555556,1.0,0.7857142857142857,,1.0,,0.029411764705882353,,0.14285714285714285,0.25,,0.03571428571428571,,,,0.625,0.625,1.0,,1.0,,0.3333333333333333,0.625,3.0,,,,,,,1.0,,1.0,,,,0.5,0.5,,,0.1,,,1.0,,,,2.0,,,,,,,2.0,True,,
