EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedLongMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,LongMidRangeFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFtPoints,NonHeaveArc3FGM,Corner3Assists,AtRimAssists,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,DefArc3ReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimPctBlocked,OffCorner3ReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,TwoPtShootingFoulsDrawnPct,Fg3aBlocked,SelfOReb,Travels,FG3APctBlocked,Arc3PctBlocked,SelfORebPct,Loose Ball Fouls,Offensive Fouls,BlockedShortMidRange,DefensiveGoaltends,Defensive 3 Seconds Violations,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,on,StepOutOfBoundsTurnovers,3SecondViolations,HeaveAttempts,FTOffRebounds,3pt And 1 Free Throw Trips,OffFTReboundPct,BlockedArc3,Corner3PctBlocked
1627884,1610612748,Derrick Jones Jr.,Derrick Jones Jr.,1627884,MIA,3457.0,58.0,4.0,108.0,111,40.0,34.0,15.0,219,4.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,7.0,1.0,3.0,11.0,117.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,2.0,3.0,2.0,2.0,1.0,2.0,5.0,7.0,5.0,1.0,1.0,19.0,1.0,4.0,1.0,2.0,1.0,4.0,5.0,9.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,40.0,1.0,1.0,0.75,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.5,0.55,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,0.25,0.3,0.14285714285714285,1.0,8.73015873015873,1.0,0.14285714285714285,0.06666666666666667,0.16666666666666666,0.043478260869565216,0.03571428571428571,0.05660377358490566,0.09615384615384616,0.18181818181818182,0.1111111111111111,0.25,0.043478260869565216,0.1111111111111111,0.0625,0.1111111111111111,0.5,0.6,0.6666666666666666,0.6666666666666666,0.75,0.1,0.1,1.0,1.0,1.0,0.2,1.0,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.9,0.5162549999999999,0.5427333333333334,0.5639333333333333,0.18181818181818182,0.18181818181818182,1.842857142857143,24.8,0.37037037037037035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629130,1610612748,Duncan Robinson,Duncan Robinson,1629130,MIA,5699.0,95.0,28.0,195.0,190,85.0,56.0,15.0,385,2.0,2.0,,,1.0,1.0,,2.0,8.0,14.0,7.0,2.0,3.0,8.0,22.0,34.0,208.0,,,3.0,1.0,1.0,13.0,25.0,2.0,2.0,24.0,,14.0,,4.0,2.0,6.0,1.0,1.0,,14.0,,,3.0,5.0,,8.0,,8.0,3.0,2.0,1.0,1.0,1.0,1.0,6.0,9.0,5.0,,,,6.0,1.0,2.0,2.0,,2.0,2.0,25.0,85.0,,1.0,0.5,0.5,1.0,0.36363636363636365,0.36363636363636365,0.6666666666666666,,1.0,0.56,0.5,0.8214285714285714,0.6111111111111112,0.5,0.8333333333333334,0.88,,,13.270142180094787,1.0,,0.11363636363636363,,0.057692307692307696,,0.08333333333333333,,,,,,0.16666666666666666,0.13333333333333333,0.09090909090909091,1.0,0.08,1.0,1.0,0.5,,0.32,0.25,0.25,1.0,0.56,,,0.07142857142857142,1.0,0.5,0.96,0.5400739999999999,0.42705,0.5643285714285714,0.08823529411764706,0.7352941176470589,7.733333333333333,24.836363636363636,0.4358974358974359,1.0,1.0,2.0,6.0,6.0,1.0,2.0,5.0,6.0,1.0,3.0,7.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5384615384615384,0.03333333333333333,0.04,0.42857142857142855,0.42857142857142855,1.0,0.3333333333333333,0.6666666666666666,0.5,1.0,0.42857142857142855,0.3333333333333333,0.7142857142857143,0.42857142857142855,0.038461538461538464,0.043478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
1629639,1610612748,Tyler Herro,Tyler Herro,1629639,MIA,12695.0,212.0,37.0,422.0,422,145.0,114.0,40.0,844,12.0,27.0,3.0,3.0,4.0,6.0,8.0,2.0,4.0,29.0,7.0,22.0,48.0,12.0,33.0,100.0,451.0,4.0,5.0,10.0,7.0,14.0,7.0,34.0,14.0,30.0,27.0,2.0,29.0,2.0,14.0,9.0,23.0,8.0,2.0,,55.0,3.0,1.0,21.0,11.0,4.0,36.0,4.0,40.0,5.0,4.0,1.0,5.0,1.0,10.0,6.0,9.0,17.0,,,2.0,22.0,4.0,,,,,,34.0,145.0,1.0,4.0,0.3181818181818182,0.3333333333333333,0.75,0.36363636363636365,0.36363636363636365,0.4583333333333333,0.8,0.5,0.49382716049382713,0.6666666666666666,0.47619047619047616,0.5494505494505495,0.7142857142857143,0.6071428571428571,0.4074074074074074,0.041666666666666664,,21.62740899357602,0.5,0.2,0.0990990990990991,0.010752688172043012,0.20192307692307693,0.031914893617021274,0.14883720930232558,0.0213903743315508,0.02631578947368421,,,0.02857142857142857,0.047619047619047616,0.13043478260869565,0.25806451612903225,,0.3333333333333333,0.4444444444444444,0.48,0.25,0.09876543209876543,0.04938271604938271,0.5,0.5,1.0,0.35802469135802467,0.5,1.0,0.2857142857142857,0.6666666666666666,0.3333333333333333,0.7407407407407407,0.49833641975308635,0.45145,0.49820476190476176,0.1,0.34,7.804166666666666,25.98484848484848,0.34360189573459715,13.0,,,,10.0,,1.0,2.0,20.0,,1.0,2.0,14.0,10.0,1.0,12.0,1.0,,,,0.2857142857142857,0.1780821917808219,0.16049382716049382,0.3448275862068966,0.3448275862068966,0.7,,0.16666666666666666,,,,,0.2857142857142857,0.3448275862068966,0.09195402298850575,,5.0,5.0,2.0,9.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,8.0,0.07407407407407407,0.041666666666666664,0.13043478260869565,0.625,0.625,0.4,0.38461538461538464,0.38461538461538464,0.4,0.3333333333333333,0.14814814814814814,,,,,,,,,,,,,,,,,,True,,,,,,,,
201609,1610612748,Goran Dragic,Goran Dragic,201609,MIA,5860.0,98.0,43.0,189.0,193,54.0,49.0,19.0,382,9.0,16.0,,,3.0,3.0,18.0,,1.0,15.0,4.0,17.0,38.0,6.0,16.0,59.0,168.0,,1.0,1.0,6.0,11.0,5.0,21.0,10.0,24.0,18.0,,15.0,4.0,9.0,4.0,13.0,3.0,1.0,1.0,30.0,3.0,1.0,7.0,4.0,1.0,12.0,4.0,16.0,1.0,1.0,,5.0,2.0,7.0,1.0,4.0,7.0,,,,13.0,3.0,,,,,,21.0,54.0,1.0,3.0,0.29411764705882354,0.29411764705882354,1.0,0.375,0.375,0.4473684210526316,,0.5454545454545454,0.48148148148148145,,0.5625,0.5,0.125,0.5526315789473685,0.2962962962962963,0.10526315789473684,0.1111111111111111,31.132075471698112,0.7142857142857143,0.06666666666666667,0.06060606060606061,0.020833333333333332,0.18421052631578946,0.07317073170731707,0.10576923076923077,0.0449438202247191,,0.05263157894736842,,0.03333333333333333,0.047619047619047616,0.030303030303030304,0.06666666666666667,,0.2962962962962963,0.5625,0.6428571428571429,0.4444444444444444,0.3333333333333333,0.018518518518518517,,,,0.2777777777777778,,,0.1875,1.0,0.25,0.5925925925925926,0.48211574074074076,0.4337,0.45090312499999996,0.01694915254237288,0.3559322033898305,6.93157894736842,26.08125,0.2857142857142857,4.0,,,1.0,6.0,,2.0,2.0,7.0,,2.0,2.0,3.0,6.0,1.0,7.0,,1.0,1.0,,0.4,0.2608695652173913,0.07407407407407407,0.4,0.42857142857142855,1.0,,0.6666666666666666,,,0.0625,,0.5,0.4,0.05357142857142857,0.058823529411764705,6.0,2.0,1.0,,,3.0,2.0,1.0,4.0,,1.0,2.0,0.125,0.18181818181818182,0.16666666666666666,0.3333333333333333,0.375,0.16666666666666666,0.5,0.5,,,0.05128205128205128,1.0,2.0,1.0,0.0625,0.06666666666666667,0.08,,,,,,,,,,,,True,,,,,,,,
203482,1610612748,Kelly Olynyk,Kelly Olynyk,203482,MIA,15507.0,258.0,53.0,515.0,517,182.0,150.0,47.0,1032,24.0,29.0,5.0,7.0,9.0,10.0,13.0,,10.0,39.0,15.0,28.0,46.0,17.0,49.0,130.0,542.0,5.0,7.0,25.0,10.0,19.0,17.0,52.0,36.0,20.0,48.0,10.0,39.0,4.0,11.0,8.0,19.0,4.0,3.0,1.0,46.0,5.0,8.0,27.0,30.0,9.0,66.0,13.0,79.0,4.0,3.0,1.0,7.0,1.0,13.0,17.0,35.0,33.0,4.0,1.0,3.0,28.0,2.0,8.0,7.0,,8.0,4.0,52.0,182.0,3.0,2.0,0.6428571428571429,0.782608695652174,0.9411764705882353,0.3469387755102041,0.3469387755102041,0.6086956521739131,0.7142857142857143,0.5263157894736842,0.5631578947368421,0.8928571428571429,0.5694444444444444,0.6074766355140186,0.8928571428571429,0.6046511627906976,0.5157894736842106,0.08695652173913043,0.15384615384615385,21.164021164021165,0.5384615384615384,0.375,0.2222222222222222,0.07407407407407407,0.2,0.0423728813559322,0.2111111111111111,0.05752212389380531,0.04878048780487805,0.13953488372093023,,0.05747126436781609,0.11764705882352941,0.2727272727272727,0.1956521739130435,0.5,0.30526315789473685,0.8275862068965517,0.8888888888888888,0.6666666666666666,0.1368421052631579,0.10526315789473684,,,,0.4105263157894737,0.5,0.7142857142857143,0.2777777777777778,0.9,0.4166666666666667,0.8210526315789474,0.503868947368421,0.5314166666666666,0.4945430555555555,0.19230769230769232,0.4,5.089130434782608,25.867346938775505,0.3533980582524272,4.0,1.0,,2.0,17.0,5.0,6.0,7.0,23.0,5.0,7.0,7.0,11.0,17.0,4.0,7.0,1.0,,1.0,0.7142857142857143,0.4117647058823529,0.20224719101123595,0.042105263157894736,0.4358974358974359,0.4358974358974359,0.9411764705882353,0.07142857142857142,0.42857142857142855,0.8333333333333334,0.8,0.05555555555555555,,0.4666666666666667,0.4358974358974359,0.12380952380952381,0.02,4.0,,,3.0,2.0,6.0,6.0,1.0,3.0,,3.0,12.0,0.06896551724137931,,0.3103448275862069,0.3076923076923077,0.36363636363636365,0.5,,,,,0.21818181818181817,,4.0,2.0,,,0.09090909090909091,4.0,1.0,1.0,3.0,1.0,,,,,,,True,,,,,,,,
202710,1610612748,Jimmy Butler,Jimmy Butler,202710,MIA,9498.0,158.0,26.0,324.0,314,132.0,95.0,25.0,638,14.0,23.0,2.0,2.0,7.0,11.0,26.0,,1.0,7.0,4.0,32.0,59.0,2.0,8.0,115.0,355.0,3.0,4.0,14.0,12.0,24.0,4.0,36.0,18.0,46.0,3.0,4.0,7.0,3.0,13.0,16.0,29.0,12.0,1.0,2.0,74.0,3.0,3.0,11.0,14.0,,25.0,6.0,31.0,4.0,3.0,1.0,5.0,,8.0,1.0,5.0,36.0,1.0,4.0,,51.0,2.0,3.0,2.0,,3.0,2.0,36.0,132.0,2.0,2.0,0.28125,0.3,0.5,0.25,0.25,0.5423728813559322,0.75,0.5,0.5223880597014925,0.6,0.42857142857142855,0.625,0.7777777777777778,0.5142857142857142,0.11940298507462686,0.05084745762711865,,28.490028490028493,0.625,,0.18181818181818182,0.04918032786885246,0.125,0.041666666666666664,0.15151515151515152,0.045112781954887216,0.125,0.03571428571428571,,0.0196078431372549,0.13333333333333333,0.32,0.15625,0.6666666666666666,0.34328358208955223,0.6086956521739131,0.6666666666666666,0.5714285714285714,0.3880597014925373,0.014925373134328358,,,,0.1044776119402985,0.4,1.0,0.39285714285714285,0.6363636363636364,0.14285714285714285,0.4626865671641791,0.46059104477611945,0.55845,0.4514357142857142,0.12173913043478261,0.3130434782608696,7.835593220338985,25.3125,0.4074074074074074,10.0,1.0,,,2.0,,,,45.0,,1.0,,12.0,2.0,4.0,10.0,1.0,,,,,0.10714285714285714,0.14925373134328357,0.2857142857142857,0.2857142857142857,0.5,0.2,,,,,,,0.2857142857142857,0.26666666666666666,,15.0,3.0,8.0,3.0,2.0,5.0,3.0,1.0,5.0,,1.0,24.0,0.08695652173913043,0.09523809523809523,0.09090909090909091,0.5769230769230769,0.5769230769230769,0.06666666666666667,0.3,0.3333333333333333,,,0.2926829268292683,,3.0,,,,0.10344827586206896,1.0,,1.0,,,0.1,,,,,,True,,,,,,,,
2738,1610612748,Andre Iguodala,Andre Iguodala,2738,MIA,8623.0,144.0,5.0,281.0,286,109.0,92.0,26.0,567,5.0,5.0,,,1.0,1.0,2.0,2.0,5.0,4.0,1.0,7.0,11.0,4.0,9.0,26.0,296.0,,,,2.0,4.0,2.0,7.0,10.0,4.0,12.0,,4.0,1.0,5.0,6.0,11.0,5.0,,,28.0,1.0,1.0,5.0,6.0,1.0,12.0,2.0,14.0,5.0,3.0,2.0,4.0,,5.0,6.0,12.0,4.0,,2.0,,,,3.0,,,4.0,,7.0,109.0,2.0,,0.7142857142857143,0.7142857142857143,1.0,0.4444444444444444,0.4444444444444444,0.6363636363636364,,0.5,0.65,,0.5833333333333334,0.65,,0.5833333333333334,0.45,0.09090909090909091,,8.090614886731393,0.8,0.0625,0.07792207792207792,0.014492753623188406,0.07042253521126761,0.01639344262295082,0.07432432432432433,0.015384615384615385,0.03225806451612903,,,,0.08,0.029411764705882353,0.08333333333333333,,0.25,1.0,1.0,1.0,0.1,0.25,0.4,0.4,1.0,0.2,,,0.16666666666666666,1.0,0.16666666666666666,0.7,0.502765,,0.47056666666666663,,0.2692307692307692,8.890909090909092,25.233333333333334,0.3879003558718861,4.0,,1.0,1.0,2.0,,,,,,,1.0,,2.0,1.0,5.0,,,,,0.5,0.06382978723404255,0.2,0.5,0.5,1.0,,,,,0.16666666666666666,1.0,,0.5,,,,2.0,,,,4.0,1.0,,2.0,,,,,0.06666666666666667,0.16666666666666666,,,,0.5,0.6666666666666666,,,,,,,,,,2.0,,3.0,,,0.25,1.0,1.0,,,,True,,,,,,,,
1629134,1610612748,Kendrick Nunn,Kendrick Nunn,1629134,MIA,7243.0,121.0,21.0,244.0,248,83.0,83.0,23.0,492,9.0,11.0,,,2.0,2.0,6.0,4.0,6.0,13.0,4.0,14.0,22.0,6.0,19.0,54.0,253.0,1.0,1.0,5.0,4.0,5.0,6.0,13.0,20.0,8.0,18.0,,13.0,1.0,6.0,5.0,11.0,3.0,2.0,,27.0,,2.0,7.0,6.0,,13.0,2.0,15.0,2.0,,2.0,5.0,1.0,8.0,9.0,16.0,5.0,,1.0,,8.0,,2.0,2.0,,2.0,2.0,13.0,83.0,1.0,,0.7142857142857143,0.7142857142857143,1.0,0.3157894736842105,0.3157894736842105,0.6363636363636364,1.0,0.8,0.5609756097560976,0.8333333333333334,0.5,0.6,0.8333333333333334,0.5416666666666666,0.4634146341463415,0.045454545454545456,,19.850187265917604,0.625,,0.10909090909090909,0.038461538461538464,0.08860759493670886,,0.09701492537313433,0.018518518518518517,0.1111111111111111,,,,0.09523809523809523,0.13636363636363635,0.125,1.0,0.2682926829268293,0.8181818181818182,0.9,0.6666666666666666,0.14634146341463414,0.14634146341463414,0.6666666666666666,0.6666666666666666,1.0,0.3170731707317073,,,0.18181818181818182,1.0,0.36363636363636365,0.7317073170731707,0.4941963414634146,0.5182666666666667,0.47289090909090914,0.09259259259259259,0.24074074074074073,7.8090909090909095,25.200000000000003,0.3401639344262295,5.0,1.0,1.0,2.0,2.0,,1.0,,8.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,,,,0.5,0.16666666666666666,0.07272727272727272,0.12195121951219512,0.15384615384615385,0.15384615384615385,1.0,0.3333333333333333,0.3333333333333333,,,0.18181818181818182,0.5,,0.15384615384615385,0.08888888888888889,,2.0,3.0,,,1.0,4.0,3.0,,2.0,1.0,,4.0,0.09090909090909091,,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6,0.6,1.0,,0.15384615384615385,,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,True,,,,,,,,
203524,1610612748,Solomon Hill,Solomon Hill,203524,MIA,1274.0,21.0,8.0,41.0,47,6.0,15.0,4.0,88,2.0,2.0,,,,,1.0,,1.0,3.0,2.0,3.0,3.0,1.0,4.0,9.0,45.0,,,,,,2.0,3.0,4.0,2.0,,,3.0,,,2.0,2.0,2.0,,,6.0,,1.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,,1.0,,,,2.0,2.0,3.0,1.0,1.0,,,,,,,,,3.0,6.0,,,0.6666666666666666,0.6666666666666666,,0.25,0.25,1.0,,,0.6428571428571429,,0.75,0.6428571428571429,,0.75,0.5714285714285714,,,15.217391304347826,,0.5,0.1,0.125,0.09090909090909091,,0.09523809523809523,0.05,0.16666666666666666,,,,,0.3333333333333333,,,0.2857142857142857,1.0,1.0,0.5,0.14285714285714285,0.14285714285714285,,,,0.42857142857142855,,,,,1.0,0.8571428571428571,0.4807428571428572,,0.377925,,0.3333333333333333,4.933333333333334,27.174999999999997,0.14634146341463414,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,0.5,0.14285714285714285,,0.3333333333333333,0.3333333333333333,,,,,,,,0.5,0.3333333333333333,,,1.0,,,3.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,
203109,1610612748,Jae Crowder,Jae Crowder,203109,MIA,5333.0,89.0,7.0,182.0,182,60.0,45.0,13.0,364,4.0,4.0,,,1.0,1.0,,3.0,8.0,15.0,8.0,4.0,4.0,9.0,23.0,37.0,209.0,,,9.0,1.0,1.0,9.0,6.0,8.0,,27.0,,15.0,,3.0,,3.0,,1.0,,6.0,1.0,,10.0,5.0,1.0,16.0,1.0,17.0,,,,3.0,,5.0,4.0,9.0,5.0,1.0,,2.0,4.0,1.0,1.0,1.0,,1.0,,6.0,60.0,1.0,1.0,1.0,1.0,1.0,0.391304347826087,0.391304347826087,1.0,,1.0,0.6481481481481481,1.5,0.25,0.6379310344827587,1.5,0.2727272727272727,0.8518518518518519,,,17.435897435897438,0.6,0.2,0.12195121951219512,,0.18181818181818182,0.024390243902439025,0.15625,0.0136986301369863,,,,0.034482758620689655,0.2222222222222222,0.07142857142857142,0.16666666666666666,,0.14814814814814814,1.0,1.0,1.0,,0.2962962962962963,0.375,0.375,1.0,0.5555555555555556,,,0.1,1.0,0.8,1.0,0.5638722222222222,0.57305,0.54651,0.24324324324324326,0.16216216216216217,1.975,24.843478260869563,0.32967032967032966,,1.0,,1.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,6.0,,2.0,,,,1.0,0.1111111111111111,0.1891891891891892,,0.4,0.4,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.1,,0.125,0.4,0.03571428571428571,,,,,,,3.0,2.0,,1.0,,,1.0,,,,,,,,,,,0.2,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,True,,,,,,,,
