EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,Usage,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Travels,Clear Path Fouls,Loose Ball Fouls,ThreePtShootingFoulsDrawn,BlockedAtRim,BlockedCorner3,OffFTReboundPct,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked,on
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,45178.0,753.0,9.0,1464.0,1449.0,410.0,430.0,154.0,2913.0,59.0,90.0,4.0,8.0,17.0,30.0,34.0,68.0,31.0,73.0,3.0,5.0,1.0,1.0,2.0,59.0,132.0,3.0,8.0,22.0,43.0,124.0,231.0,62.0,137.0,70.0,504.0,1689.0,6.0,12.0,3.0,9.0,1.0,22.0,39.0,71.0,23.0,45.0,42.0,189.0,64.0,184.0,90.0,96.0,4.0,5.0,127.0,59.0,14.0,2.0,71.0,55.0,126.0,44.0,11.0,33.0,17.0,21.0,307.0,10.0,10.0,35.0,34.0,2.0,71.0,20.0,91.0,5.0,18.0,14.0,4.0,36.0,7.0,26.0,17.0,5.0,10.0,53.0,6.0,14.0,23.0,42.0,1.0,4.0,93.0,1.0,2.0,7.0,78.0,6.0,8.0,29.0,9.0,5.0,1.0,1.0,4.0,1.0,6.0,3.0,189.0,406.0,4.0,9.0,0.25806451612903225,0.26229508196721313,0.4838709677419355,0.45255474452554745,0.3333333333333333,0.5111111111111111,0.4696969696969697,0.5367965367965368,0.5,0.5492957746478874,0.5896739130434783,0.5,0.6336206896551724,0.62125,0.5,0.6865671641791045,0.37228260869565216,0.014598540145985401,0.06060606060606061,0.1,0.04411764705882353,0.0273972602739726,0.015151515151515152,27.571515520389532,0.6792452830188679,0.041666666666666664,0.09550561797752809,0.027855153203342618,0.11627906976744186,0.034722222222222224,0.1050228310502283,0.030911901081916538,0.00819672131147541,0.0546875,0.01834862385321101,0.047619047619047616,0.056338028169014086,0.09230769230769231,0.16666666666666666,0.13302752293577982,0.07228915662650602,0.03205128205128205,0.5,0.24456521739130435,0.6555555555555556,0.7283950617283951,0.3050847457627119,0.18478260869565216,0.5,0.5230769230769231,0.2647058823529412,0.1983695652173913,0.4246575342465753,0.43661971830985913,0.16129032258064516,0.01358695652173913,0.6,0.6,0.6666666666666666,0.358695652173913,0.44696969696969696,0.45384615384615384,0.4745762711864407,0.38095238095238093,0.5,0.5,0.047619047619047616,0.38095238095238093,0.375,0.6666666666666666,0.25862068965517243,0.5666666666666667,0.017241379310344827,0.5,0.3706896551724138,0.5116279069767442,0.6168478260869565,0.4645669291338583,0.48266322314049587,0.4297,0.4758741071428572,0.0741687979539642,0.1141732283464567,0.04365079365079365,0.375,9.502597402597402,27.154014598540144,0.28005464480874315,,,,,,,,,,,,,,,,,,,,True
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,3067.0,51.0,18.0,98.0,97.0,30.0,30.0,11.0,195.0,1.0,2.0,,,,,1.0,3.0,,,1.0,1.0,,,,,,,,,,2.0,5.0,1.0,1.0,1.0,8.0,108.0,,,,,,,,,,,,,2.0,2.0,3.0,,,,,,,,2.0,2.0,4.0,2.0,,1.0,,1.0,10.0,,,6.0,,1.0,7.0,,7.0,,2.0,2.0,,,,,,,,,,,2.0,4.0,,,7.0,2.0,,1.0,5.0,1.0,,3.0,,2.0,,,,2.0,2.0,2.0,,29.0,1.0,,0.5,0.5,1.0,1.0,,,1.0,0.4,,,0.5833333333333334,,,0.5,,,0.16666666666666666,,,,,,,7.2727272727272725,,0.25,,,0.20689655172413793,,0.14285714285714285,,,,,,,,,0.25,0.1111111111111111,,1.0,0.3333333333333333,0.5,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,0.5633583333333334,,,0.375,0.42857142857142855,,,6.6,22.3,0.30612244897959184,,,,,,,,,,,,,,,,,,,,True
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,15983.0,266.0,-15.0,527.0,519.0,163.0,169.0,55.0,1046.0,14.0,21.0,1.0,2.0,4.0,4.0,8.0,11.0,11.0,22.0,5.0,13.0,3.0,,2.0,1.0,10.0,,,,4.0,33.0,54.0,6.0,23.0,20.0,104.0,640.0,3.0,5.0,1.0,3.0,,9.0,9.0,13.0,,6.0,11.0,29.0,34.0,32.0,15.0,3.0,2.0,,10.0,1.0,2.0,,17.0,10.0,27.0,7.0,3.0,7.0,3.0,7.0,64.0,2.0,,12.0,6.0,,18.0,2.0,20.0,,7.0,5.0,2.0,3.0,,2.0,1.0,,1.0,4.0,,1.0,6.0,12.0,,1.0,19.0,,1.0,1.0,24.0,4.0,,12.0,2.0,,,,,,,,27.0,162.0,1.0,1.0,0.5151515151515151,0.53125,0.8333333333333334,0.2608695652173913,0.3333333333333333,,0.2608695652173913,0.6111111111111112,0.6,0.6923076923076923,0.5454545454545454,0.5625,0.47368421052631576,0.5977011494252874,0.5625,0.58,0.2987012987012987,,0.037037037037037035,0.047619047619047616,0.09090909090909091,,,15.449915110356537,0.75,,0.04918032786885246,,0.13043478260869565,0.020618556701030927,0.08411214953271028,0.008968609865470852,,,,0.029850746268656716,0.018518518518518517,0.125,,0.1323529411764706,0.125,,,0.2727272727272727,0.6666666666666666,0.7,0.5,0.14285714285714285,0.7272727272727273,0.8,0.5,0.2857142857142857,0.5,0.5,0.5454545454545454,0.16883116883116883,0.38461538461538464,0.38461538461538464,1.0,0.12987012987012986,0.1,0.1,,0.25,0.5,,0.375,,,,0.21052631578947367,1.0,0.10526315789473684,,0.21052631578947367,,0.5714285714285714,0.1,0.5093025974025974,0.5857333333333333,0.4966263157894737,0.1411764705882353,0.1935483870967742,0.08653846153846154,0.27884615384615385,9.625925925925927,24.547826086956523,0.3092979127134725,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,True
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,26.0,,-3.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True
203584,1610612743,Troy Daniels,Troy Daniels,203584,DEN,39.0,1.0,1.0,3.0,2.0,3.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,True
200794,1610612743,Paul Millsap,Paul Millsap,200794,DEN,26139.0,436.0,-11.0,845.0,832.0,221.0,196.0,82.0,1677.0,17.0,34.0,2.0,5.0,4.0,9.0,11.0,30.0,2.0,5.0,2.0,10.0,,,2.0,13.0,33.0,,1.0,2.0,9.0,30.0,69.0,15.0,43.0,43.0,148.0,968.0,3.0,9.0,,1.0,7.0,13.0,7.0,16.0,2.0,11.0,19.0,39.0,34.0,26.0,42.0,3.0,4.0,,33.0,13.0,10.0,,11.0,11.0,22.0,7.0,4.0,5.0,5.0,1.0,55.0,12.0,12.0,27.0,31.0,3.0,61.0,25.0,86.0,2.0,11.0,6.0,5.0,13.0,3.0,11.0,12.0,,2.0,25.0,2.0,3.0,25.0,46.0,3.0,4.0,40.0,1.0,3.0,1.0,54.0,4.0,,21.0,7.0,8.0,1.0,,,2.0,9.0,2.0,39.0,219.0,1.0,6.0,0.5666666666666667,0.6071428571428571,0.9333333333333333,0.3488372093023256,,0.18181818181818182,0.3488372093023256,0.43478260869565216,0.3333333333333333,0.4375,0.46875,0.3,0.37037037037037035,0.5401459854014599,0.43333333333333335,0.5131578947368421,0.38392857142857145,,0.14492753623188406,0.23529411764705882,0.06666666666666667,,,17.109458023379382,0.52,0.15,0.1409090909090909,0.05970149253731343,0.15517241379310345,0.06896551724137931,0.14720812182741116,0.064,0.07462686567164178,0.06329113924050633,0.03636363636363636,0.046511627906976744,0.09302325581395349,0.1527777777777778,0.1935483870967742,0.15748031496062992,0.14893617021276595,0.03571428571428571,0.2222222222222222,0.30357142857142855,0.5,0.6538461538461539,0.6470588235294118,0.26785714285714285,0.36666666666666664,0.39285714285714285,0.36363636363636365,0.044642857142857144,0.4,0.4,1.0,0.08928571428571429,0.2,0.2,1.0,0.29464285714285715,0.3939393939393939,0.3939393939393939,0.9230769230769231,0.5,0.4,,,0.1,,,0.3333333333333333,0.4444444444444444,0.07407407407407407,,0.3333333333333333,0.2222222222222222,0.6875,0.3939393939393939,0.5169129464285714,0.5049666666666667,0.5228148148148148,0.16923076923076924,0.2441860465116279,0.08783783783783784,0.2635135135135135,5.888405797101449,25.153488372093022,0.26153846153846155,,,,1.0,2.0,1.0,2.0,1.0,6.0,1.0,0.05263157894736842,0.13333333333333333,0.022727272727272728,,,,,,,True
203486,1610612743,Mason Plumlee,Mason Plumlee,203486,DEN,8121.0,135.0,-11.0,257.0,271.0,35.0,73.0,41.0,528.0,11.0,21.0,4.0,7.0,2.0,3.0,,,,,,,,,,,1.0,,,,1.0,11.0,21.0,,1.0,4.0,26.0,289.0,4.0,7.0,,,,8.0,2.0,3.0,,1.0,1.0,5.0,16.0,6.0,,,4.0,,1.0,,1.0,,10.0,4.0,14.0,3.0,1.0,6.0,2.0,2.0,32.0,9.0,7.0,7.0,7.0,1.0,15.0,16.0,31.0,1.0,3.0,3.0,,3.0,,3.0,5.0,1.0,,8.0,1.0,1.0,18.0,30.0,,4.0,15.0,2.0,4.0,1.0,6.0,,,3.0,,4.0,,,,1.0,4.0,3.0,5.0,35.0,1.0,,0.7272727272727273,0.8888888888888888,,,,,,0.5238095238095238,0.5714285714285714,0.6666666666666666,0.5,0.5714285714285714,0.5,0.52,0.5714285714285714,0.5,0.045454545454545456,,0.047619047619047616,0.047619047619047616,,,,10.891089108910892,0.375,0.06666666666666667,0.12280701754385964,0.0945945945945946,0.11666666666666667,0.14285714285714285,0.11965811965811966,0.11678832116788321,0.125,0.15,,0.14285714285714285,0.1724137931034483,0.0625,0.08333333333333333,0.11363636363636363,0.125,0.1111111111111111,0.75,0.9545454545454546,0.5238095238095238,0.55,0.7272727272727273,,,,,,,,,,,,,0.045454545454545456,,,,1.0,0.5714285714285714,0.25,,,,,0.75,0.6666666666666666,,,0.25,,1.0,,0.586809090909091,0.6407400000000001,0.5514,0.12,0.125,0.3076923076923077,0.19230769230769232,1.3904761904761904,26.2,0.13618677042801555,,,,,,,3.0,,3.0,,,0.14285714285714285,,,,,,,,True
203924,1610612743,Jerami Grant,Jerami Grant,203924,DEN,32924.0,549.0,-18.0,1068.0,1060.0,303.0,327.0,99.0,2128.0,25.0,37.0,2.0,4.0,8.0,13.0,6.0,21.0,2.0,11.0,6.0,31.0,1.0,,8.0,19.0,49.0,2.0,9.0,3.0,13.0,33.0,69.0,25.0,80.0,39.0,180.0,1247.0,2.0,5.0,3.0,10.0,2.0,15.0,9.0,19.0,3.0,21.0,24.0,51.0,50.0,16.0,66.0,9.0,,,49.0,19.0,4.0,,13.0,9.0,22.0,7.0,2.0,5.0,4.0,4.0,53.0,4.0,3.0,22.0,21.0,3.0,46.0,7.0,53.0,,8.0,5.0,3.0,10.0,3.0,5.0,10.0,,5.0,20.0,3.0,7.0,21.0,50.0,2.0,4.0,41.0,2.0,1.0,10.0,44.0,,,13.0,9.0,11.0,,,,5.0,11.0,9.0,48.0,299.0,9.0,5.0,0.7575757575757576,0.7575757575757576,0.88,0.3125,0.3,0.14285714285714285,0.3125,0.4782608695652174,0.4,0.47368421052631576,0.47315436241610737,0.43333333333333335,0.3375,0.5263157894736842,0.46875,0.4811320754716981,0.5369127516778524,,0.057971014492753624,0.05405405405405406,0.09523809523809523,,,16.088060965283656,0.5,0.08823529411764706,0.07526881720430108,0.011673151750972763,0.10426540284360189,0.01951219512195122,0.08775510204081632,0.015151515151515152,,0.010416666666666666,0.025974025974025976,0.02631578947368421,0.102803738317757,0.02857142857142857,0.1044776119402985,0.07741935483870968,0.17857142857142858,,0.8181818181818182,0.2483221476510067,0.6756756756756757,0.7142857142857143,0.84,0.14093959731543623,0.2857142857142857,0.3157894736842105,0.3333333333333333,0.0738255033557047,0.18181818181818182,0.18181818181818182,1.0,0.2080536912751678,0.1935483870967742,0.1935483870967742,1.0,0.3288590604026846,0.3877551020408163,0.3877551020408163,0.8421052631578947,0.26666666666666666,0.5,0.5,0.06666666666666667,0.6,0.2222222222222222,0.5,0.325,0.6153846153846154,0.2,,0.325,0.23076923076923078,0.785234899328859,0.3877551020408163,0.5411963087248323,0.526925,0.559165,0.08024691358024691,0.15853658536585366,0.08333333333333333,0.2833333333333333,6.131884057971015,24.966250000000002,0.28370786516853935,1.0,1.0,1.0,,,,,,6.0,,,,,1.0,,,,,,True
203999,1610612743,Nikola Jokic,Nikola Jokic,203999,DEN,36491.0,608.0,31.0,1190.0,1156.0,366.0,340.0,113.0,2346.0,43.0,61.0,11.0,17.0,14.0,17.0,44.0,86.0,34.0,65.0,2.0,5.0,1.0,,1.0,32.0,74.0,1.0,4.0,7.0,21.0,121.0,212.0,34.0,79.0,60.0,404.0,1369.0,18.0,33.0,1.0,5.0,12.0,51.0,32.0,58.0,7.0,22.0,38.0,123.0,130.0,112.0,93.0,9.0,18.0,1.0,73.0,32.0,11.0,,57.0,37.0,94.0,28.0,9.0,39.0,9.0,9.0,225.0,9.0,23.0,43.0,77.0,9.0,129.0,32.0,161.0,9.0,16.0,15.0,1.0,32.0,7.0,20.0,18.0,1.0,12.0,50.0,4.0,10.0,24.0,58.0,1.0,6.0,83.0,,3.0,4.0,70.0,4.0,,27.0,10.0,13.0,,,,4.0,13.0,7.0,123.0,363.0,4.0,10.0,0.5371900826446281,0.5803571428571429,0.9117647058823529,0.43037974683544306,0.2,0.3181818181818182,0.4358974358974359,0.5707547169811321,0.5454545454545454,0.5517241379310345,0.5910652920962199,0.5131578947368421,0.53125,0.6234567901234568,0.5543478260869565,0.6089108910891089,0.27147766323024053,,0.05188679245283019,0.06557377049180328,0.06976744186046512,0.015384615384615385,,28.269085411942555,0.64,0.2903225806451613,0.26101694915254237,0.08098591549295775,0.18143459915611815,0.04054054054054054,0.22556390977443608,0.06324110671936758,0.06666666666666667,0.09345794392523364,0.08045977011494253,0.04819277108433735,0.2894736842105263,0.2920353982300885,0.16176470588235295,0.18128654970760233,0.18181818181818182,0.07258064516129033,0.5384615384615384,0.20962199312714777,0.7049180327868853,0.7543859649122807,0.3953488372093023,0.29553264604810997,0.5116279069767442,0.55,0.5227272727272727,0.22336769759450173,0.5230769230769231,0.53125,0.7352941176470589,0.01718213058419244,0.4,0.4,1.0,0.2542955326460481,0.43243243243243246,0.43243243243243246,0.90625,0.4473684210526316,0.6470588235294118,0.09090909090909091,0.02631578947368421,0.10526315789473684,0.25,1.0,0.2125,0.8235294117647058,0.0125,,0.2625,0.3333333333333333,0.48109965635738833,0.4383561643835616,0.4697756896551724,0.5004453125,0.46495000000000003,0.08598726114649681,0.1148936170212766,0.12623762376237624,0.30445544554455445,9.174056603773586,26.121518987341776,0.30756302521008405,,,,,2.0,,7.0,,9.0,,,0.017857142857142856,,,1.0,1.0,,,,True
1628470,1610612743,Torrey Craig,Torrey Craig,1628470,DEN,17910.0,298.0,-44.0,570.0,577.0,164.0,213.0,66.0,1147.0,14.0,22.0,4.0,5.0,5.0,6.0,3.0,7.0,,,5.0,17.0,2.0,,2.0,6.0,15.0,,1.0,,1.0,17.0,29.0,11.0,32.0,9.0,76.0,697.0,4.0,7.0,,3.0,3.0,11.0,6.0,8.0,,3.0,6.0,18.0,26.0,8.0,33.0,,4.0,1.0,14.0,6.0,3.0,,6.0,5.0,11.0,2.0,3.0,4.0,1.0,1.0,27.0,5.0,6.0,23.0,17.0,8.0,48.0,11.0,59.0,,5.0,4.0,1.0,3.0,1.0,3.0,5.0,,,8.0,,1.0,21.0,36.0,,4.0,13.0,,1.0,1.0,13.0,1.0,,6.0,1.0,6.0,,,,2.0,6.0,2.0,18.0,163.0,5.0,1.0,0.7647058823529411,0.8666666666666667,1.0,0.34375,,,0.3548387096774194,0.5862068965517241,0.5714285714285714,0.75,0.5491803278688525,0.4,0.5454545454545454,0.5671641791044776,0.4583333333333333,0.6,0.5245901639344263,,0.10344827586206896,0.09090909090909091,0.14285714285714285,,,11.538461538461538,0.375,0.38095238095238093,0.136,0.040268456375838924,0.17164179104477612,0.04201680672268908,0.15444015444015444,0.041044776119402986,0.018867924528301886,0.06521739130434782,0.04,0.04819277108433735,0.05555555555555555,0.19148936170212766,0.20833333333333334,0.16326530612244897,0.19444444444444445,,0.3333333333333333,0.36065573770491804,0.6363636363636364,0.7,0.7142857142857143,0.11475409836065574,0.42857142857142855,0.5,1.0,,,,,0.2786885245901639,0.29411764705882354,0.29411764705882354,1.0,0.2459016393442623,0.4,0.4,1.0,0.5,0.8,0.5,0.2,0.1,,,0.5454545454545454,0.8333333333333334,0.18181818181818182,,0.09090909090909091,,0.8852459016393442,0.42857142857142855,0.5675866666666667,0.47512999999999994,0.58778,0.09090909090909091,0.17647058823529413,0.14473684210526316,0.23684210526315788,2.634482758620689,25.01875,0.28771929824561404,,,,,,,2.0,,4.0,,,0.027777777777777776,,,,,,,,True
