EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG2A,FG3A,OpponentPoints,PenaltyFG2A,PenaltyFG3A,NonHeaveArc3FGA,DefThreePtRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,FG3APct,Usage,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,AtRimFrequency,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,FG2M,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,PenaltyPointsExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGA,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,ShortMidRangeFrequency,FoulsDrawn,Charge Fouls Drawn,on,ShortMidRangeFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PenaltyFtPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,HeaveAttempts,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,FTOffRebounds,BlockedAtRim,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls,Travels,Clear Path Fouls,ThreePtShootingFoulsDrawn,BlockedCorner3,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,3SecondViolations,Defensive 3 Seconds Violations,DefensiveGoaltends,OffensiveGoaltends,Corner3PctBlocked
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,188.0,3,-3,6,7,6,7,2.0,13,1.0,1.0,2.0,2.0,1.0,2.0,7,1.0,2.0,2.0,1.0,1.0,1.0,6,0.6666666666666666,33.333333333333336,1.0,0.5,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.4534666666666667,0.4534666666666667,2.5,26.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,188.0,3,-3,6,7,6,7,2.0,13,2.0,2.0,,,2.0,,7,2.0,,,,1.0,3.0,6,,22.22222222222222,,0.5,,1.0,,1.0,,1.0,0.4948,0.4948,0.8,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.2857142857142857,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.4948,1.0,1.0,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629626,1610612743,Bol Bol,Bol Bol,1629626,DEN,188.0,3,-3,6,7,6,7,2.0,13,1.0,1.0,1.0,1.0,2.0,1.0,7,2.0,1.0,1.0,,,1.0,6,0.3333333333333333,33.333333333333336,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5254166666666666,0.5254166666666666,4.05,29.1,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,,2.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.25,0.14285714285714285,,,,1.0,1.0,1.0,1.0,1.0,0.7109,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.3333333333333333,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612743,Troy Daniels,Troy Daniels,203584,DEN,188.0,3,-3,6,7,6,7,2.0,13,,,,,,,7,,,,,,,6,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203943,1610612743,Noah Vonleh,Noah Vonleh,203943,DEN,188.0,3,-3,6,7,6,7,2.0,13,,,,,1.0,,7,1.0,,,,,,6,,11.11111111111111,,,,,,,,,0.4167,0.4167,7.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627750,1610612743,Jamal Murray,Jamal Murray,1627750,DEN,45178.0,753,9,1464,1449,410,430,154.0,2913,90.0,30.0,132.0,43.0,231.0,137.0,1689,71.0,45.0,127.0,35.0,72.0,92.0,406,0.37228260869565216,27.571515520389532,0.11627906976744186,0.1050228310502283,0.13302752293577982,0.24456521739130435,0.358695652173913,0.25862068965517243,0.3706896551724138,0.6168478260869565,0.48266322314049587,0.4758741071428572,9.502597402597402,27.154014598540144,0.28005464480874315,59.0,4.0,8.0,17.0,124.0,504.0,6.0,12.0,22.0,39.0,189.0,184.0,4.0,10.0,34.0,20.0,5.0,189.0,0.5367965367965368,0.5,0.5492957746478874,0.5896739130434783,0.5,0.6336206896551724,0.62125,0.5,0.6865671641791045,0.09550561797752809,0.027855153203342618,0.030911901081916538,0.00819672131147541,0.16666666666666666,0.03205128205128205,0.6555555555555556,0.7283950617283951,0.38095238095238093,0.5,0.5666666666666667,0.4297,0.04365079365079365,0.375,68.0,14.0,0.06060606060606061,0.04411764705882353,0.0546875,0.18478260869565216,93.0,1.0,False,34.0,31.0,73.0,3.0,5.0,1.0,1.0,2.0,59.0,3.0,8.0,22.0,62.0,70.0,3.0,9.0,1.0,23.0,42.0,64.0,90.0,96.0,5.0,59.0,2.0,71.0,55.0,126.0,44.0,11.0,33.0,17.0,21.0,307.0,10.0,3.0,18.0,14.0,4.0,36.0,7.0,26.0,17.0,5.0,10.0,53.0,6.0,14.0,23.0,42.0,1.0,4.0,2.0,7.0,78.0,6.0,8.0,29.0,9.0,5.0,1.0,1.0,4.0,1.0,6.0,3.0,4.0,9.0,0.25806451612903225,0.26229508196721313,0.4838709677419355,0.45255474452554745,0.3333333333333333,0.5111111111111111,0.4696969696969697,0.014598540145985401,0.1,0.0273972602739726,0.015151515151515152,0.6792452830188679,0.0625,0.034722222222222224,0.01834862385321101,0.047619047619047616,0.056338028169014086,0.09230769230769231,0.07228915662650602,0.5,0.3050847457627119,0.5,0.5230769230769231,0.2647058823529412,0.1983695652173913,0.4246575342465753,0.43661971830985913,0.16129032258064516,0.01358695652173913,0.6,0.6,0.6666666666666666,0.44696969696969696,0.45384615384615384,0.4745762711864407,0.5,0.047619047619047616,0.38095238095238093,0.375,0.6666666666666666,0.017241379310344827,0.5,0.5116279069767442,0.4645669291338583,0.0741687979539642,0.1141732283464567,,,,,,,,,,,,,,,,,,,
1628408,1610612743,PJ Dozier,PJ Dozier,1628408,DEN,7294.0,122,7,240,242,96,61,28.0,482,10.0,6.0,5.0,4.0,24.0,6.0,265,12.0,4.0,5.0,13.0,15.0,17.0,95,0.2,16.05839416058394,0.20967741935483872,0.12612612612612611,0.23404255319148937,0.3333333333333333,0.16666666666666666,0.375,0.25,0.5333333333333333,0.4772033333333333,0.47800312500000003,8.091666666666667,25.633333333333336,0.4,5.0,,,3.0,12.0,38.0,1.0,1.0,2.0,6.0,16.0,20.0,,,1.0,2.0,,16.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.46875,0.5277777777777778,0.3333333333333333,0.47058823529411764,0.02040816326530612,,0.01904761904761905,,,,0.5,0.5,,,0.5,0.489,0.05263157894736842,0.42105263157894735,8.0,,,,,0.26666666666666666,14.0,2.0,False,4.0,3.0,6.0,1.0,1.0,,,,1.0,,2.0,1.0,2.0,8.0,,2.0,,1.0,1.0,4.0,6.0,,,1.0,,7.0,5.0,12.0,4.0,1.0,3.0,1.0,3.0,29.0,2.0,1.0,2.0,2.0,,5.0,2.0,4.0,3.0,,1.0,8.0,1.0,2.0,7.0,13.0,,1.0,,2.0,14.0,2.0,,8.0,,2.0,,,,2.0,2.0,2.0,2.0,,0.16666666666666666,0.16666666666666666,1.0,0.3333333333333333,,0.25,0.3333333333333333,,,,,0.625,0.14285714285714285,0.05714285714285714,,0.07142857142857142,,0.041666666666666664,0.13333333333333333,1.0,0.4,0.5,0.5,,0.2,0.5,0.5,,0.03333333333333333,1.0,1.0,1.0,0.2,0.2,1.0,,,0.6666666666666666,,,,,0.25,0.2,0.2222222222222222,0.26666666666666666,,,,,,,,,,,,,,,,,,,
1628420,1610612743,Monte Morris,Monte Morris,1628420,DEN,24351.0,406,-86,808,810,264,247,82.0,1618,37.0,11.0,22.0,9.0,93.0,40.0,990,31.0,13.0,22.0,15.0,25.0,29.0,263,0.3007518796992481,17.57508342602892,0.10273972602739725,0.07716049382716049,0.0970873786407767,0.2781954887218045,0.16541353383458646,0.25,0.20454545454545456,0.5789473684210527,0.5060315789473685,0.5029363636363637,9.752688172043014,24.762499999999996,0.32673267326732675,24.0,1.0,2.0,9.0,54.0,172.0,5.0,7.0,16.0,19.0,71.0,64.0,6.0,1.0,10.0,4.0,1.0,69.0,0.5806451612903226,0.7142857142857143,0.6129032258064516,0.5413533834586466,0.6666666666666666,0.6022727272727273,0.581081081081081,0.6666666666666666,0.6574074074074074,0.056179775280898875,0.0051813471502590676,0.008356545961002786,,0.027777777777777776,0.016666666666666666,0.6486486486486487,0.7058823529411765,0.16666666666666666,0.5,0.8181818181818182,0.5438722222222222,0.09302325581395349,0.4127906976744186,19.0,5.0,0.053763440860215055,0.10526315789473684,,0.14285714285714285,28.0,,False,12.0,18.0,37.0,7.0,18.0,3.0,1.0,4.0,5.0,1.0,2.0,4.0,12.0,28.0,2.0,5.0,,5.0,18.0,44.0,30.0,6.0,,5.0,,28.0,24.0,52.0,19.0,5.0,11.0,6.0,11.0,128.0,2.0,,12.0,8.0,4.0,7.0,1.0,6.0,3.0,1.0,1.0,10.0,1.0,1.0,10.0,20.0,,1.0,1.0,1.0,34.0,4.0,,13.0,6.0,2.0,,,,1.0,2.0,1.0,2.0,5.0,0.4074074074074074,0.43137254901960786,0.8333333333333334,0.3,0.4,0.38461538461538464,0.3,,0.08108108108108109,,,0.7,,0.012048192771084338,0.017241379310344827,0.016666666666666666,0.0375,0.0967741935483871,0.11627906976744186,0.5,0.375,0.631578947368421,0.7058823529411765,0.3333333333333333,0.2781954887218045,0.4864864864864865,0.4864864864864865,0.5,0.13533834586466165,0.3888888888888889,0.3888888888888889,1.0,0.22727272727272727,0.22727272727272727,0.6,,0.25,0.16666666666666666,0.5,1.0,0.09090909090909091,0.25,0.4444444444444444,0.22727272727272727,0.09154929577464789,0.12745098039215685,1.0,1.0,1.0,0.07142857142857142,0.3333333333333333,1.0,,,,,,,,,,,,,
1628966,1610612743,Keita Bates-Diop,Keita Bates-Diop,1628966,DEN,1230.0,20,5,42,39,29,6,8.0,81,2.0,2.0,,,3.0,,42,2.0,,,1.0,2.0,3.0,29,,7.692307692307692,0.09090909090909091,0.1,0.1111111111111111,0.6666666666666666,,1.0,,0.6666666666666666,0.49006666666666665,0.5558000000000001,4.766666666666667,,0.6904761904761905,,,1.0,,,1.0,,2.0,,,1.0,,,1.0,1.0,1.0,,1.0,,,,,,,0.125,,0.16666666666666666,0.1111111111111111,0.07142857142857142,0.047619047619047616,0.125,,,,,0.5,,,0.5998,,1.0,1.0,,,,,0.3333333333333333,2.0,,False,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,1.0,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203584,1610612743,Troy Daniels,Troy Daniels,203584,DEN,1624.0,27,14,57,57,40,10,8.0,114,4.0,2.0,6.0,4.0,6.0,6.0,57,3.0,4.0,6.0,1.0,2.0,3.0,40,0.5,18.84057971014493,0.07142857142857142,0.07142857142857142,0.07692307692307693,0.3333333333333333,0.5,0.2857142857142857,0.5714285714285714,0.8333333333333334,0.4636083333333334,0.4900785714285714,8.5,27.36666666666667,0.7017543859649122,1.0,,,1.0,3.0,16.0,,,,2.0,14.0,4.0,,1.0,1.0,1.0,,14.0,0.5,,0.6666666666666666,0.625,,0.9285714285714286,0.6153846153846154,,0.875,0.07142857142857142,0.058823529411764705,0.04,,,,0.25,0.3333333333333333,,,0.5,0.5307,,0.875,,1.0,0.16666666666666666,,,,1.0,,False,,2.0,2.0,,,,,,3.0,,1.0,3.0,3.0,1.0,,1.0,,3.0,1.0,2.0,9.0,,,3.0,,1.0,1.0,2.0,1.0,,1.0,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,2.0,,,,1.0,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.75,0.5,,0.25,,,,,,0.5,,0.14285714285714285,,,,,,,,0.16666666666666666,1.0,1.0,0.5,,,,,0.5,0.5,1.0,,,1.0,,,,,0.75,0.5,,,,,,,,,1.0,,,,,,,,,,,,
