EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceFtPoints,HeaveAttempts,Charge Fouls Drawn,BlockedAtRim,BlockedShortMidRange,RecoveredBlocks,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,FTDefRebounds,Charge Fouls,Offensive Fouls Drawn,DefFTReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedCorner3,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,Arc3PctBlocked,3SecondViolations,on,BlockedArc3
101150,1610612746,Lou Williams,Lou Williams,101150,LAC,14843.0,247,30,515,498,248,260,57.0,1013,12.0,21.0,1.0,2.0,8.0,14.0,15.0,28.0,3.0,9.0,4.0,14.0,2.0,2.0,8.0,2.0,20.0,2.0,1.0,12.0,30.0,58.0,6.0,34.0,22.0,100.0,588.0,4.0,6.0,4.0,8.0,15.0,32.0,3.0,20.0,7.0,46.0,16.0,44.0,15.0,3.0,2.0,20.0,2.0,3.0,25.0,20.0,45.0,8.0,12.0,22.0,2.0,1.0,110.0,1.0,5.0,10.0,12.0,22.0,6.0,28.0,4.0,9.0,4.0,5.0,10.0,1.0,8.0,5.0,2.0,2.0,1.0,15.0,1.0,8.0,4.0,11.0,1.0,1.0,20.0,2.0,24.0,5.0,11.0,1.0,2.0,1.0,1.0,1.0,46.0,246,3.0,2.0,0.26666666666666666,0.27586206896551724,0.8333333333333334,0.17647058823529413,0.15,0.17647058823529413,0.5172413793103449,0.6666666666666666,0.46875,0.42391304347826086,0.4,0.375,0.49504950495049505,0.4,0.41818181818181815,0.3695652173913043,0.05172413793103448,0.047619047619047616,0.07142857142857142,20.103986135181977,0.6666666666666666,0.10526315789473684,0.03968253968253968,0.0970873786407767,0.009259259259259259,0.10138248847926268,0.02564102564102564,0.08333333333333333,0.02,0.02702702702702703,0.029411764705882353,0.14,0.13333333333333333,0.10126582278481013,0.08333333333333333,0.08,0.22826086956521738,0.5714285714285714,0.6,0.16666666666666666,0.30434782608695654,0.5357142857142857,0.5769230769230769,0.3333333333333333,0.09782608695652174,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.15217391304347827,0.2857142857142857,0.2857142857142857,1.0,0.21739130434782608,0.1,0.1,0.5,0.2,0.5,0.2,0.2,0.2692307692307692,0.5714285714285714,0.15384615384615385,0.25,0.23076923076923078,0.08333333333333333,0.5978260869565217,0.1,0.49479347826086945,0.4529222222222222,0.49736250000000004,0.12121212121212122,0.171875,0.02857142857142857,0.08,0.46,8.14137931034483,24.682352941176468,0.4815533980582524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1626149,1610612746,Montrezl Harrell,Montrezl Harrell,1626149,LAC,9418.0,157,-82,320,324,119,169,31.0,644,21.0,33.0,1.0,7.0,7.0,12.0,2.0,10.0,,1.0,,,,,,,2.0,,,2.0,23.0,44.0,,2.0,19.0,65.0,408.0,1.0,9.0,,3.0,7.0,17.0,,2.0,5.0,19.0,34.0,12.0,,,2.0,1.0,,7.0,,1.0,1.0,,1.0,,,,3.0,2.0,5.0,3.0,10.0,13.0,7.0,20.0,1.0,4.0,3.0,1.0,5.0,,4.0,3.0,1.0,1.0,1.0,8.0,1.0,3.0,12.0,20.0,,1.0,24.0,2.0,36.0,4.0,19.0,,1.0,3.0,,3.0,19.0,119,2.0,1.0,0.7391304347826086,0.7727272727272727,,,,,0.5227272727272727,0.1111111111111111,0.4117647058823529,0.5,0.1111111111111111,0.3684210526315789,0.5241935483870968,0.15,0.3958333333333333,0.043478260869565216,0.1590909090909091,0.15151515151515152,0.2,19.8300283286119,0.625,0.15384615384615385,0.05813953488372093,0.046153846153846156,0.029850746268656716,0.1,0.0457516339869281,0.02857142857142857,0.09090909090909091,,0.047619047619047616,0.18518518518518517,0.23529411764705882,0.0625,,0.07142857142857142,0.717391304347826,0.6363636363636364,0.75,0.7619047619047619,0.21739130434782608,0.2,0.25,0.5,0.021739130434782608,,,,,,,,0.043478260869565216,,,,0.7777777777777778,0.14285714285714285,,,0.631578947368421,0.5833333333333334,,,0.10526315789473684,,0.7608695652173914,,0.4993866666666666,0.47829999999999995,0.4498722222222223,0.3114754098360656,0.3220338983050847,,0.046153846153846156,0.2923076923076923,3.7113636363636364,33.25,0.371875,1.0,1.0,1.0,2.0,1.0,2.0,0.05555555555555555,0.047619047619047616,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,True,
1629013,1610612746,Landry Shamet,Landry Shamet,1629013,LAC,12295.0,205,41,420,416,167,135,44.0,836,6.0,10.0,,,2.0,5.0,1.0,2.0,,1.0,8.0,17.0,2.0,3.0,7.0,6.0,19.0,,1.0,8.0,7.0,13.0,14.0,36.0,5.0,61.0,442.0,,,2.0,,3.0,6.0,4.0,15.0,1.0,19.0,12.0,2.0,42.0,,,19.0,6.0,1.0,7.0,10.0,17.0,5.0,5.0,4.0,3.0,,44.0,,,13.0,8.0,22.0,,22.0,,6.0,5.0,1.0,6.0,2.0,5.0,4.0,,1.0,,10.0,2.0,5.0,8.0,15.0,,1.0,7.0,,7.0,1.0,3.0,,1.0,3.0,,3.0,19.0,166,,1.0,0.8571428571428571,0.8571428571428571,1.0,0.3888888888888889,0.26666666666666666,0.3888888888888889,0.5384615384615384,,0.5,0.5714285714285714,,0.42857142857142855,0.5865384615384616,,0.4318181818181818,0.7346938775510204,0.07692307692307693,0.1,,13.163481953290871,0.6,0.09195402298850575,,0.1262135922330097,,0.11052631578947368,,,,,0.14814814814814814,0.06451612903225806,0.06896551724137931,0.1566265060240964,,,0.20408163265306123,0.6,0.6666666666666666,0.8333333333333334,0.04081632653061224,0.5,0.5,1.0,0.02040816326530612,,,,0.3469387755102041,0.47058823529411764,0.47058823529411764,1.0,0.3877551020408163,0.3157894736842105,0.3157894736842105,1.0,,,1.0,,0.23809523809523808,0.4,0.3333333333333333,0.42857142857142855,0.38095238095238093,0.125,0.9387755102040817,0.3157894736842105,0.5610020408163264,0.65175,0.5591166666666666,0.058823529411764705,0.2,,,0.3114754098360656,4.661538461538461,24.466666666666665,0.3976190476190476,,,,2.0,1.0,3.0,,,1.0,1.0,1.0,2.0,0.1,,,,,,,,,,,,,,,,,,,,,True,
202694,1610612746,Marcus Morris Sr.,Marcus Morris Sr.,202694,LAC,22633.0,377,83,765,763,238,230,83.0,1528,5.0,7.0,3.0,4.0,2.0,3.0,14.0,21.0,9.0,23.0,12.0,22.0,2.0,6.0,12.0,15.0,35.0,2.0,4.0,9.0,28.0,51.0,27.0,57.0,13.0,150.0,828.0,4.0,6.0,4.0,11.0,6.0,11.0,10.0,21.0,6.0,48.0,14.0,42.0,81.0,,6.0,35.0,15.0,,14.0,6.0,20.0,3.0,3.0,9.0,4.0,1.0,46.0,4.0,5.0,28.0,19.0,52.0,10.0,62.0,3.0,10.0,8.0,2.0,3.0,,,6.0,1.0,3.0,1.0,9.0,1.0,1.0,15.0,38.0,4.0,2.0,14.0,1.0,14.0,2.0,7.0,,1.0,,,1.0,48.0,235,5.0,1.0,0.25,0.28,1.0,0.47368421052631576,0.47619047619047616,0.47368421052631576,0.5490196078431373,0.6666666666666666,0.5454545454545454,0.6342592592592593,0.55,0.65625,0.6578947368421053,0.55,0.6857142857142857,0.5277777777777778,,,,14.369158878504672,0.3333333333333333,0.11046511627906977,0.02631578947368421,0.16091954022988506,0.02564102564102564,0.13583815028901733,0.02601156069364162,0.014492753623188406,0.014492753623188406,0.023255813953488372,0.16666666666666666,0.0547945205479452,0.13333333333333333,0.15267175572519084,0.18604651162790697,0.05660377358490566,0.06481481481481481,0.7142857142857143,0.7142857142857143,0.2,0.19444444444444445,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.21296296296296297,0.391304347826087,0.391304347826087,0.4444444444444444,0.2037037037037037,0.5454545454545454,0.5454545454545454,1.0,0.32407407407407407,0.42857142857142855,0.42857142857142855,1.0,0.4,0.75,0.2,0.2,0.09375,0.6666666666666666,0.375,0.5,0.28125,0.4444444444444444,0.5925925925925926,0.42857142857142855,0.5107212962962964,0.5899333333333333,0.5313078124999999,0.061946902654867256,0.125,,0.07333333333333333,0.32,12.627450980392156,24.685964912280703,0.3111111111111111,,,1.0,,,,0.057692307692307696,0.02654867256637168,,5.0,,,0.3125,1.0,1.0,1.0,2.0,1.0,1.0,0.25,0.058823529411764705,0.5,1.0,,,,,,,,,,,True,
202695,1610612746,Kawhi Leonard,Kawhi Leonard,202695,LAC,30655.0,511,26,1032,1034,351,351,113.0,2066,40.0,64.0,4.0,6.0,14.0,22.0,45.0,79.0,22.0,52.0,1.0,5.0,,,3.0,23.0,68.0,7.0,10.0,30.0,107.0,195.0,24.0,73.0,81.0,367.0,1161.0,11.0,14.0,7.0,33.0,37.0,64.0,10.0,33.0,43.0,147.0,40.0,174.0,66.0,6.0,6.0,68.0,23.0,12.0,37.0,35.0,72.0,22.0,13.0,28.0,4.0,5.0,179.0,13.0,10.0,48.0,42.0,97.0,24.0,121.0,7.0,30.0,25.0,5.0,20.0,2.0,11.0,13.0,4.0,9.0,3.0,33.0,2.0,11.0,9.0,29.0,1.0,4.0,82.0,,94.0,9.0,33.0,,16.0,11.0,,11.0,143.0,348,5.0,14.0,0.18691588785046728,0.19230769230769232,0.9166666666666666,0.3287671232876712,0.30303030303030304,0.3287671232876712,0.5487179487179488,0.7857142857142857,0.578125,0.5335820895522388,0.5952380952380952,0.5360824742268041,0.5909090909090909,0.64,0.6083333333333333,0.27238805970149255,0.06153846153846154,0.140625,0.0379746835443038,29.447322970639032,0.6060606060606061,0.1810344827586207,0.037037037037037035,0.21524663677130046,0.059907834101382486,0.1978021978021978,0.04722792607802875,0.0594059405940594,0.028846153846153848,0.09230769230769231,0.208955223880597,0.1782178217821782,0.15625,0.23493975903614459,0.15789473684210525,0.056451612903225805,0.23880597014925373,0.625,0.7272727272727273,0.25,0.2947761194029851,0.569620253164557,0.5921052631578947,0.13333333333333333,0.19402985074626866,0.4230769230769231,0.4230769230769231,0.18181818181818182,0.018656716417910446,0.2,0.2,1.0,0.2537313432835821,0.3382352941176471,0.3382352941176471,0.9130434782608695,0.2857142857142857,0.6666666666666666,,0.3333333333333333,0.2268041237113402,0.6363636363636364,0.030927835051546393,,0.30927835051546393,0.3333333333333333,0.5111940298507462,0.3382352941176471,0.4727546641791045,0.48027857142857144,0.47254226804123706,0.11301369863013698,0.1506849315068493,,0.08991825613079019,0.40054495912806537,9.253333333333332,25.710958904109585,0.34011627906976744,8.0,,,8.0,3.0,8.0,0.015384615384615385,0.046052631578947366,0.7272727272727273,7.0,,1.0,0.3181818181818182,,1.0,1.0,,,,0.14285714285714285,0.037037037037037035,,,1.0,5.0,0.25,0.14285714285714285,1.0,,,,,,True,
202704,1610612746,Reggie Jackson,Reggie Jackson,202704,LAC,6565.0,109,-11,225,229,109,124,18.0,454,,2.0,,,,,1.0,7.0,2.0,2.0,7.0,15.0,,3.0,7.0,8.0,13.0,,2.0,4.0,3.0,11.0,15.0,28.0,,51.0,280.0,,,,,2.0,4.0,5.0,11.0,,19.0,,6.0,42.0,3.0,,13.0,8.0,1.0,4.0,5.0,9.0,3.0,2.0,2.0,1.0,1.0,23.0,1.0,1.0,4.0,10.0,14.0,2.0,16.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,1.0,1.0,3.0,,2.0,3.0,10.0,,,2.0,,,,,,,,,,19.0,108,1.0,,,,0.9333333333333333,0.5357142857142857,0.45454545454545453,0.5357142857142857,0.2727272727272727,,0.5,0.6538461538461539,,0.6333333333333333,0.6538461538461539,,0.6333333333333333,0.717948717948718,0.09090909090909091,,0.14285714285714285,17.142857142857142,0.6666666666666666,0.17857142857142858,0.018867924528301886,0.09302325581395349,0.021739130434782608,0.1414141414141414,0.020202020202020204,0.0625,,,0.2777777777777778,0.10714285714285714,0.2,0.12121212121212122,,0.05,0.05128205128205128,,,,0.1794871794871795,0.14285714285714285,0.16666666666666666,,0.05128205128205128,1.0,1.0,,0.38461538461538464,0.4666666666666667,0.4666666666666667,1.0,0.3333333333333333,0.6153846153846154,0.6153846153846154,0.875,,,,,,,0.4666666666666667,0.42857142857142855,0.26666666666666666,0.5,0.7692307692307693,0.6153846153846154,0.5371564102564103,,0.5276899999999999,,,,,0.37254901960784315,9.090909090909092,24.775,0.48444444444444446,,,,,,,,0.03225806451612903,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203210,1610612746,JaMychal Green,JaMychal Green,203210,LAC,7407.0,123,-40,245,246,78,88,28.0,491,11.0,16.0,6.0,8.0,5.0,6.0,2.0,3.0,1.0,1.0,1.0,5.0,,,,3.0,7.0,,,2.0,14.0,20.0,4.0,12.0,4.0,44.0,298.0,6.0,8.0,,12.0,6.0,7.0,,2.0,1.0,13.0,16.0,12.0,12.0,,12.0,7.0,3.0,1.0,2.0,3.0,5.0,2.0,1.0,,1.0,1.0,13.0,4.0,3.0,11.0,9.0,21.0,8.0,29.0,,2.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,2.0,,1.0,6.0,16.0,,,4.0,,6.0,,3.0,,,1.0,,1.0,13.0,78,4.0,,0.5714285714285714,1.0,1.0,0.3333333333333333,,0.3333333333333333,0.7,0.75,0.8571428571428571,0.625,0.75,0.6666666666666666,0.6285714285714286,0.75,0.65,0.375,0.05,0.0625,,13.405797101449277,0.5,0.16666666666666666,0.046153846153846156,0.20754716981132076,0.07017543859649122,0.18691588785046728,0.05737704918032787,0.06896551724137931,0.037037037037037035,0.1,0.07692307692307693,0.19230769230769232,0.2,0.22857142857142856,0.16666666666666666,,0.5,0.6875,0.7333333333333333,0.45454545454545453,0.09375,0.6666666666666666,0.6666666666666666,1.0,0.03125,1.0,1.0,1.0,0.15625,0.2,0.2,1.0,0.21875,0.42857142857142855,0.42857142857142855,1.0,1.0,0.75,,,0.6666666666666666,0.8333333333333334,,,0.2222222222222222,,0.875,0.42857142857142855,0.5350718750000001,0.577925,0.4978888888888889,0.08571428571428572,0.13043478260869565,,0.2727272727272727,0.29545454545454547,3.165,24.650000000000002,0.3183673469387755,,,,1.0,,1.0,,0.05405405405405406,1.0,1.0,,,0.25,,,1.0,,,,,0.1111111111111111,,,,,,,,,,,,,True,
1629611,1610612746,Terance Mann,Terance Mann,1629611,LAC,325.0,5,-5,10,16,10,16,1.0,26,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,2.0,,,12.0,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,10,1.0,,,,,,,,,,,,,,,,,1.0,,,,18.181818181818183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,0.2286,,0.2286,,,,,,,36.35,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201976,1610612746,Patrick Beverley,Patrick Beverley,201976,LAC,8099.0,135,-13,261,273,41,50,30.0,534,6.0,7.0,,,1.0,1.0,2.0,5.0,,,4.0,7.0,,,1.0,4.0,12.0,,,4.0,8.0,12.0,8.0,19.0,2.0,42.0,291.0,,1.0,,,2.0,2.0,,5.0,2.0,6.0,12.0,4.0,24.0,,,11.0,4.0,1.0,8.0,9.0,17.0,6.0,3.0,6.0,1.0,1.0,43.0,8.0,1.0,8.0,8.0,16.0,9.0,25.0,,7.0,2.0,5.0,4.0,2.0,2.0,3.0,,2.0,,7.0,1.0,2.0,8.0,28.0,2.0,,11.0,2.0,4.0,,,,2.0,1.0,,1.0,6.0,39,2.0,1.0,0.75,0.75,1.0,0.42105263157894735,,0.4444444444444444,0.6666666666666666,,1.0,0.6451612903225806,,0.2857142857142857,0.6363636363636364,,0.3333333333333333,0.6129032258064516,0.08333333333333333,0.14285714285714285,,13.468013468013467,0.5714285714285714,0.11940298507462686,0.0136986301369863,0.1568627450980392,0.14814814814814814,0.13559322033898305,0.07086614173228346,0.03225806451612903,,,0.0625,0.2,0.047619047619047616,0.15625,0.15789473684210525,,0.22580645161290322,0.8571428571428571,1.0,0.8333333333333334,0.16129032258064516,0.4,0.4,0.5,,,,,0.22580645161290322,0.5714285714285714,0.5714285714285714,1.0,0.3870967741935484,0.3333333333333333,0.3333333333333333,1.0,,,,,0.14285714285714285,1.0,0.14285714285714285,,0.5714285714285714,,0.8387096774193549,0.36363636363636365,0.542365,,0.5456833333333334,,,,,0.14285714285714285,5.141666666666667,26.3,0.15708812260536398,,1.0,,,1.0,,,0.18604651162790697,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,True,
202331,1610612746,Paul George,Paul George,202331,LAC,23120.0,385,10,773,777,208,200,91.0,1550,17.0,30.0,4.0,5.0,7.0,9.0,9.0,35.0,11.0,25.0,10.0,29.0,6.0,2.0,6.0,20.0,62.0,2.0,1.0,11.0,37.0,90.0,30.0,91.0,36.0,200.0,865.0,4.0,8.0,8.0,11.0,9.0,19.0,3.0,17.0,11.0,38.0,18.0,56.0,63.0,27.0,4.0,62.0,20.0,8.0,15.0,21.0,36.0,14.0,7.0,8.0,6.0,1.0,93.0,2.0,9.0,31.0,17.0,48.0,12.0,60.0,3.0,15.0,11.0,4.0,12.0,2.0,9.0,15.0,3.0,3.0,,27.0,2.0,5.0,9.0,38.0,1.0,6.0,41.0,,39.0,5.0,17.0,1.0,2.0,5.0,,6.0,38.0,205,4.0,1.0,0.24324324324324326,0.2571428571428571,0.7,0.32967032967032966,0.17647058823529413,0.32967032967032966,0.4111111111111111,0.5,0.47368421052631576,0.4530386740331492,0.34375,0.375,0.5025510204081632,0.34375,0.45121951219512196,0.5027624309392266,0.08888888888888889,0.1,0.14285714285714285,25.485714285714284,0.4444444444444444,0.09659090909090909,0.0430622009569378,0.1834319526627219,0.011695906432748537,0.1391304347826087,0.02894736842105263,0.05194805194805195,0.05063291139240506,,0.10204081632653061,0.0625,0.14893617021276595,0.1693548387096774,0.2222222222222222,0.028846153846153848,0.16574585635359115,0.5666666666666667,0.6296296296296297,0.35294117647058826,0.19337016574585636,0.2571428571428571,0.3,0.1111111111111111,0.13812154696132597,0.44,0.44,0.18181818181818182,0.16022099447513813,0.3448275862068966,0.3448275862068966,1.0,0.3425414364640884,0.3225806451612903,0.32786885245901637,0.55,0.3125,0.8,0.375,0.125,0.25,0.7777777777777778,0.16666666666666666,0.3333333333333333,0.3055555555555556,0.09090909090909091,0.6685082872928176,0.3225806451612903,0.5056616022099446,0.5232107142857142,0.5164541666666667,0.09278350515463918,0.16666666666666666,0.010869565217391304,0.055,0.19,9.228888888888891,25.057142857142853,0.2690815006468305,,,5.0,2.0,3.0,6.0,0.018867924528301886,0.01680672268907563,1.0,,3.0,6.0,,1.0,1.0,1.0,,1.0,1.0,0.125,0.05263157894736842,0.16666666666666666,1.0,,3.0,0.25,,,1.0,1.0,0.01098901098901099,0.016129032258064516,,True,
