EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,Usage,LiveBallTurnoverPct,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,ShortMidRangeFGM,LongMidRangeFGM,SecondChanceFtPoints,FTOffRebounds,SecondChanceTurnovers,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,OffFTReboundPct,OffAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,DefensiveGoaltends,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Defensive 3 Seconds Violations,3SecondViolations,OffensiveGoaltends,on,LongMidRangePctBlocked
1626188,1610612747,Quinn Cook,Quinn Cook,1626188,LAL,446.0,7,-11,17,17,2.0,11,1,34,1.0,1.0,1.0,1.0,1.0,1.0,3.0,24,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.75,0.75,0.5,16.666666666666668,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5197,2.7,27.1,0.11764705882352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
1627936,1610612747,Alex Caruso,Alex Caruso,1627936,LAL,20309.0,338,50,697,701,260.0,247,73,1398,31.0,7.0,23.0,38.0,12.0,42.0,98.0,761,3.0,21.0,7.0,16.0,42.0,9.0,100.0,12.0,7.0,23.0,259.0,0.2857142857142857,0.3,0.5125,0.550561797752809,0.525,14.395886889460154,0.5217391304347826,0.3875,0.2875,0.30434782608695654,0.3181818181818182,0.9125,0.3333333333333333,0.5591288461538463,2.96578947368421,25.98095238095238,0.37302725968436157,23.0,2.0,3.0,11.0,15.0,6.0,1.0,5.0,19.0,1.0,6.0,2.0,8.0,3.0,3.0,10.0,23.0,16.0,2.0,3.0,1.0,9.0,7.0,11.0,16.0,5.0,18.0,5.0,42.0,32.0,14.0,33.0,2.0,2.0,7.0,1.0,26.0,7.0,19.0,2.0,5.0,6.0,5.0,8.0,11.0,3.0,22.0,11.0,33.0,1.0,16.0,10.0,6.0,4.0,11.0,2.0,5.0,1.0,1.0,4.0,18.0,36.0,1.0,3.0,2.0,28.0,1.0,1.0,7.0,20.0,2.0,9.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,9.0,4.0,42.0,4.0,2.0,0.6956521739130435,0.7272727272727273,0.9166666666666666,0.1111111111111111,0.2777777777777778,0.6052631578947368,0.6666666666666666,0.6875,0.2916666666666667,0.5441176470588235,0.2916666666666667,0.5526315789473685,0.023809523809523808,0.18421052631578946,0.16129032258064516,0.3333333333333333,0.043478260869565216,0.1875,0.06918238993710692,0.03731343283582089,0.06060606060606061,0.0392156862745098,0.06529209621993128,0.03832752613240418,0.06382978723404255,0.07407407407407407,0.050505050505050504,0.018518518518518517,0.06451612903225806,0.07272727272727272,0.07142857142857142,0.08333333333333333,0.029411764705882353,0.4444444444444444,0.7419354838709677,0.8846153846153846,0.6956521739130435,0.075,0.0125,0.2375,0.2631578947368421,0.2631578947368421,1.0,0.8571428571428571,0.25,0.6666666666666666,0.5,0.5,0.16666666666666666,1.0,0.25,0.4411764705882353,0.7333333333333333,0.23529411764705882,0.25,0.29411764705882354,0.3,0.517855,0.5668906249999999,0.10344827586206896,0.2,0.07142857142857142,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,True,
1628398,1610612747,Kyle Kuzma,Kyle Kuzma,1628398,LAL,29044.0,484,16,989,993,344.0,364,105,1982,50.0,11.0,44.0,96.0,26.0,83.0,209.0,1122,6.0,42.0,11.0,8.0,17.0,2.0,42.0,7.0,2.0,21.0,342.0,0.3132530120481928,0.32098765432098764,0.5027932960893855,0.5333333333333333,0.46368715083798884,19.51219512195122,0.3333333333333333,0.27932960893854747,0.24581005586592178,0.25,0.25,0.7430167597765364,0.2619047619047619,0.5245585227272727,6.536458333333336,25.122891566265057,0.34782608695652173,33.0,5.0,13.0,13.0,21.0,32.0,14.0,15.0,39.0,,2.0,6.0,14.0,5.0,3.0,16.0,51.0,29.0,5.0,14.0,,7.0,14.0,19.0,36.0,9.0,30.0,9.0,74.0,82.0,20.0,72.0,6.0,2.0,8.0,,9.0,6.0,6.0,2.0,1.0,6.0,11.0,23.0,20.0,4.0,47.0,18.0,65.0,4.0,6.0,5.0,1.0,4.0,14.0,1.0,5.0,1.0,1.0,7.0,32.0,50.0,5.0,3.0,1.0,26.0,1.0,2.0,1.0,37.0,3.0,17.0,1.0,7.0,,,5.0,,,2.0,7.0,1.0,74.0,2.0,1.0,0.803921568627451,0.8541666666666666,0.9230769230769231,,0.3,0.53125,0.35714285714285715,0.5277777777777778,0.23809523809523808,0.49242424242424243,0.30434782608695654,0.5140845070422535,,0.08333333333333333,0.08,0.125,,0.14814814814814814,0.08333333333333333,0.05472636815920398,0.12365591397849462,0.027649769585253458,0.10093896713615023,0.04066985645933014,0.027777777777777776,0.06521739130434782,0.04195804195804196,,0.10227272727272728,0.043010752688172046,0.11864406779661017,0.11940298507462686,0.04395604395604396,0.14285714285714285,0.66,0.717391304347826,0.8181818181818182,0.1787709497206704,0.0782122905027933,0.21787709497206703,0.38461538461538464,0.38461538461538464,1.0,0.8181818181818182,0.6190476190476191,0.38461538461538464,0.4,0.09523809523809523,,,0.23809523809523808,0.3181818181818182,0.6190476190476191,0.21212121212121213,0.42857142857142855,0.24242424242424243,0.1875,0.54506875,0.5327301587301587,0.09278350515463918,0.15454545454545454,0.06698564593301436,0.35406698564593303,11.0,7.0,4.0,1.0,5.0,1.0,1.0,0.024390243902439025,0.07228915662650602,0.1346153846153846,0.34375,0.39285714285714285,0.6363636363636364,0.5,0.5,1.0,0.011904761904761904,,,,,,,,True,
201980,1610612747,Danny Green,Danny Green,201980,LAL,6962.0,116,6,233,234,66.0,64,33,467,6.0,3.0,8.0,10.0,8.0,20.0,31.0,275,3.0,8.0,3.0,3.0,9.0,1.0,21.0,2.0,1.0,2.0,65.0,0.4,0.4,0.5,0.5,0.6666666666666666,12.043795620437955,1.0,0.2,0.26666666666666666,0.375,0.375,0.8666666666666667,0.375,0.5520533333333333,5.499999999999999,24.310000000000002,0.2832618025751073,2.0,,1.0,1.0,4.0,3.0,1.0,5.0,12.0,1.0,1.0,3.0,6.0,2.0,,2.0,3.0,1.0,,1.0,2.0,3.0,6.0,1.0,4.0,3.0,8.0,,11.0,2.0,4.0,21.0,,,2.0,,6.0,2.0,6.0,,,2.0,2.0,1.0,4.0,,5.0,5.0,10.0,1.0,6.0,4.0,2.0,,,,1.0,,,1.0,9.0,14.0,,2.0,,5.0,,2.0,,2.0,,1.0,,5.0,,,4.0,,,1.0,5.0,4.0,11.0,1.0,,0.3333333333333333,0.3333333333333333,0.875,0.6666666666666666,0.375,0.3,,0.25,0.75,0.4583333333333333,0.75,0.4583333333333333,,0.2,0.16666666666666666,0.3333333333333333,,,0.05970149253731343,0.034482758620689655,0.024390243902439025,0.0392156862745098,0.046296296296296294,0.03669724770642202,,0.16666666666666666,0.03333333333333333,0.047619047619047616,0.125,,0.0625,0.034482758620689655,0.058823529411764705,0.8,0.3333333333333333,0.4,,0.1,0.03333333333333333,0.4,0.4166666666666667,0.4166666666666667,0.8,1.0,0.25,,,0.25,1.0,,0.5,0.3333333333333333,0.25,0.5,0.5,0.16666666666666666,,0.5474749999999999,0.5863541666666666,0.03225806451612903,0.09090909090909091,0.1935483870967742,0.3548387096774194,,1.0,,1.0,1.0,,,0.07142857142857142,,,,,,1.0,1.0,1.0,,1.0,1.0,0.5,1.0,,,,True,
202693,1610612747,Markieff Morris,Markieff Morris,202693,LAL,13479.0,225,13,452,449,121.0,112,42,901,12.0,10.0,26.0,17.0,17.0,43.0,76.0,506,,26.0,10.0,8.0,12.0,4.0,32.0,6.0,6.0,11.0,121.0,0.3953488372093023,0.3953488372093023,0.575,0.6031746031746031,0.7166666666666667,14.919354838709678,0.5454545454545454,0.2,0.43333333333333335,0.38461538461538464,0.38461538461538464,0.9166666666666666,0.38461538461538464,0.5605266666666666,4.788235294117648,24.76046511627907,0.2676991150442478,8.0,1.0,3.0,1.0,2.0,3.0,2.0,7.0,17.0,,,2.0,3.0,1.0,2.0,6.0,9.0,7.0,1.0,3.0,,1.0,2.0,2.0,3.0,4.0,9.0,4.0,20.0,16.0,2.0,51.0,2.0,,1.0,,4.0,4.0,3.0,,1.0,4.0,2.0,11.0,20.0,3.0,34.0,8.0,42.0,,2.0,2.0,,1.0,5.0,,,1.0,,2.0,18.0,29.0,1.0,3.0,1.0,7.0,,,,9.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,1.0,20.0,3.0,1.0,0.8888888888888888,1.0,1.0,,0.4444444444444444,0.5294117647058824,0.3333333333333333,0.6666666666666666,0.25,0.6666666666666666,0.25,0.7142857142857143,,0.058823529411764705,,0.3333333333333333,,0.25,0.1834862385321101,0.024390243902439025,0.13414634146341464,0.037037037037037035,0.16230366492146597,0.031578947368421054,0.06666666666666667,,0.04054054054054054,0.029411764705882353,0.21428571428571427,0.17777777777777778,0.13636363636363635,0.11475409836065574,,1.0,0.6666666666666666,0.6666666666666666,0.875,0.05,0.03333333333333333,0.2833333333333333,0.4117647058823529,0.4117647058823529,1.0,1.0,0.75,0.3333333333333333,,,,,0.25,0.16666666666666666,0.5,0.25,0.6666666666666666,0.5,0.3333333333333333,0.5447333333333333,0.5468375,0.04838709677419355,0.058823529411764705,0.02631578947368421,0.2631578947368421,1.0,,,2.0,1.0,,2.0,0.11764705882352941,,0.19047619047619047,0.3333333333333333,0.5,1.0,,,,0.044444444444444446,,,,,1.0,,,True,
201162,1610612747,Jared Dudley,Jared Dudley,201162,LAL,700.0,12,-15,26,26,12.0,25,2,52,,,,,,,,34,,,,,,,,1.0,1.0,1.0,12.0,,,,,,3.571428571428571,1.0,,,,,,,,,,0.46153846153846156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
201580,1610612747,JaVale McGee,JaVale McGee,201580,LAL,834.0,14,-9,28,25,,10,3,53,,,1.0,1.0,,1.0,,34,,1.0,,,,,,,,3.0,,,,,,0.5,16.129032258064516,,,0.5,,,0.5,,0.43872500000000003,14.5,25.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,3.0,,3.0,,,,,,3.0,,,,,,1.0,5.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14285714285714285,,0.4,,0.25,,,,,,0.5,,,0.5,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,True,
2747,1610612747,JR Smith,JR Smith,2747,LAL,2113.0,35,-16,77,77,18.0,33,5,154,,,4.0,1.0,1.0,7.0,3.0,87,3.0,4.0,,1.0,2.0,,5.0,,,2.0,18.0,0.14285714285714285,0.14285714285714285,0.1875,0.1875,0.875,12.195121951219512,,,0.5,,,0.875,,0.546475,13.3,24.457142857142856,0.23376623376623376,,,,,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,2.0,,2.0,,,,,,2.0,,,1.0,1.0,1.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.1,,0.03225806451612903,,,,,,,,,0.1111111111111111,,,,,,0.125,,0.375,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,
203079,1610612747,Dion Waiters,Dion Waiters,203079,LAL,1133.0,19,9,39,40,23.0,24,6,79,1.0,,2.0,4.0,,3.0,6.0,40,,2.0,,,1.0,,2.0,,,,23.0,,,0.42857142857142855,0.42857142857142855,0.42857142857142855,14.893617021276597,,0.14285714285714285,0.2857142857142857,,,0.5714285714285714,,0.4988214285714286,14.8,25.03333333333333,0.5897435897435898,,,,,,,3.0,,1.0,,,,1.0,,,1.0,3.0,,,,,,,2.0,2.0,,2.0,,4.0,,6.0,,,,,,1.0,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,4.0,,,,,,,,0.75,,1.0,,0.5,,0.5,,,,,,,,,0.1111111111111111,,0.0625,,,,,,,,,0.14285714285714285,,,,,,,0.42857142857142855,0.14285714285714285,,,,,,,,,,,,,,0.25,,0.25,,,0.462225,,,,0.6666666666666666,,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,True,
2730,1610612747,Dwight Howard,Dwight Howard,2730,LAL,4981.0,83,-17,167,176,31.0,44,26,343,19.0,,,22.0,,,38.0,209,,,,1.0,3.0,1.0,7.0,1.0,1.0,2.0,31.0,,,0.6363636363636364,0.6129032258064516,,16.666666666666668,0.5,0.8636363636363636,,,,0.8636363636363636,,0.5379409090909091,2.4136363636363636,,0.18562874251497005,13.0,7.0,12.0,4.0,7.0,3.0,,,,,,,,,,,14.0,10.0,7.0,12.0,,,18.0,4.0,7.0,,,6.0,14.0,14.0,14.0,,10.0,,2.0,,2.0,,1.0,,1.0,3.0,10.0,8.0,9.0,3.0,20.0,15.0,35.0,1.0,1.0,1.0,,,1.0,,,,,,5.0,18.0,,4.0,1.0,18.0,,4.0,,20.0,2.0,6.0,5.0,,,,,,,,,,14.0,2.0,5.0,0.5,0.7777777777777778,,,,0.6363636363636364,0.5833333333333334,0.5714285714285714,0.5833333333333334,0.5714285714285714,0.6,0.5833333333333334,,0.09090909090909091,0.05263157894736842,0.3333333333333333,,0.75,0.16071428571428573,0.21739130434782608,0.26666666666666666,0.07692307692307693,0.19767441860465115,0.15294117647058825,0.2777777777777778,,0.08,0.07142857142857142,0.1111111111111111,0.15789473684210525,0.21052631578947367,0.22727272727272727,0.16666666666666666,,0.6842105263157895,0.7222222222222222,0.46153846153846156,0.13636363636363635,,,,,,,1.0,0.5833333333333334,0.14285714285714285,,,,,1.0,0.5714285714285714,,,,,0.5541333333333333,0.5974428571428572,0.23076923076923078,0.23076923076923078,0.47368421052631576,0.3684210526315789,1.0,,4.0,2.0,,,,0.16666666666666666,0.25,0.375,0.3333333333333333,0.5,1.0,,,,,,,,,,,,True,
