EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Usage,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,TwoPtAssists,Assists,AtRimAssists,AssistPoints,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,OffTwoPtRebounds,FTOffRebounds,OffRebounds,Steals,BadPassSteals,DeadBallTurnovers,ShootingFouls,Fouls,Charge Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,AtRimPctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,FtPoints,Fg2aBlocked,ThreePtAssists,Arc3Assists,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FG2APctBlocked,AtRimPctBlocked,DefShortMidRangeReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LongMidRangeFGA,Offensive Fouls Drawn,LongMidRangeFrequency,NonShootingPenaltyNonTakeFouls,on,Corner3FGM,SecondChanceFtPoints,Corner3Assists,LongMidRangeAssists,BlockedLongMidRange,RecoveredBlocks,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3FGM,PenaltyFtPoints,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassTurnovers,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,PenaltyCorner3Accuracy,LongMidRangeFGM,SecondChanceCorner3FGA,Fg3aBlocked,SelfOReb,Defensive 3 Seconds Violations,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3Frequency,LostBallSteals,SecondChanceTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,SecondChanceCorner3FGM,PtsUnassisted3s,BadPassOutOfBoundsTurnovers,Charge Fouls Drawn,NonShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Clear Path Fouls,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts
1626144,1610612762,Emmanuel Mudiay,Emmanuel Mudiay,1626144,UTA,667.0,11,-7,23,23,12.0,20.0,4,46,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,7.0,28,1.0,1.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,12.0,1.0,1.0,1.0,1.0,0.5,1.0,0.7,1.25,0.7,1.25,0.2,22.22222222222222,1.0,0.2222222222222222,0.4,0.2857142857142857,0.2,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.5,0.2,1.0,1.0,1.0,0.5,1.0,0.6,1.0,0.49966,0.464,0.7142857142857143,4.875,24.9,0.5217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628430,1610612762,Nigel Williams-Goss,Nigel Williams-Goss,1628430,UTA,143.0,2,-5,5,5,5.0,4.0,1,10,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629671,1610612762,Miye Oni,Miye Oni,1629671,UTA,667.0,11,-7,23,23,12.0,20.0,4,46,2.0,2.0,,,1.0,2.0,,,2.0,2.0,1.0,3.0,7.0,28,1.0,1.0,,1.0,2.0,2.0,3.0,2.0,1.0,2.0,,2.0,4.0,,,1.0,,2.0,12.0,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.7,0.5,0.7,0.5,0.6,22.22222222222222,,,0.4,0.14285714285714285,,,0.4,0.4,1.0,1.0,,,,0.4,0.5,0.5,1.0,,,1.0,0.5,0.5208,0.427375,0.2857142857142857,1.95,24.46666666666667,0.5217391304347826,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.8333333333333334,0.8333333333333334,0.5,0.2,0.09090909090909091,0.3333333333333333,0.5,0.2,0.3333333333333333,1.0,0.6666666666666666,0.5,1.0,0.5,1.0,0.5,0.5830833333333333,0.7142857142857143,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629714,1610612762,Jarrell Brantley,Jarrell Brantley,1629714,UTA,667.0,11,-7,23,23,12.0,20.0,4,46,,2.0,,,,2.0,,1.0,,2.0,,2.0,1.0,28,,1.0,,1.0,,,,2.0,,,1.0,1.0,2.0,,,1.0,1.0,,12.0,,,,,,,,,0.1,,0.5,22.22222222222222,,0.1111111111111111,,0.07142857142857142,,,,0.5,,,,,,0.5,,,,0.5,,1.0,,0.462725,0.468775,,1.6,25.85,0.5217391304347826,,2.0,,6.0,,1.0,,1.0,,,,1.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,2.0,4.0,1.0,,,,,,,0.5,,,,,,0.5,,0.5,,,0.5,,,0.438075,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.2,0.3333333333333333,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629730,1610612762,Rayjon Tucker,Rayjon Tucker,1629730,UTA,667.0,11,-7,23,23,12.0,20.0,4,46,,,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,1.0,3.0,5.0,28,1.0,2.0,,1.0,2.0,2.0,3.0,3.0,1.0,,,,,,,1.0,1.0,2.0,12.0,1.0,0.3333333333333333,,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.6,22.22222222222222,,,,,,,,,,,0.2,1.0,1.0,0.6,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,0.6,0.3333333333333333,0.41872999999999994,0.3586833333333333,0.4,14.65,26.733333333333334,0.5217391304347826,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.2,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629752,1610612762,Juwan Morgan,Juwan Morgan,1629752,UTA,524.0,9,-2,18,18,7.0,16.0,3,36,,,,,,,,,,,,,1.0,21,,,,,,,,,,,,,1.0,,,,1.0,,7.0,,,,,,,,,0.5,,,4.545454545454546,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3888888888888889,,1.0,,3.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,0.25,0.125,0.5,,,,,,,,,,,,,1.0,,1.0,1.0,,2.0,1.0,,,,,,,1.0,1.0,,,,1.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626144,1610612762,Emmanuel Mudiay,Emmanuel Mudiay,1626144,UTA,1358.0,23,3,41,41,1.0,13.0,10,82,1.0,3.0,,4.0,,1.0,,,1.0,7.0,1.0,2.0,6.0,43,,,,,,,3.0,1.0,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,0.5,,0.5,0.14285714285714285,,0.2777777777777778,,0.3,,0.2222222222222222,17.857142857142854,,0.05555555555555555,,0.041666666666666664,0.14285714285714285,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4444444444444444,,,0.1111111111111111,,,,,,0.5555555555555556,,0.46325,,,6.1571428571428575,23.5,0.024390243902439025,1.0,2.0,,5.0,,,,,1.0,,,,,,,,1.0,2.0,,1.0,,1.0,,,,,,,1.0,1.0,,,,0.5,,0.07142857142857142,0.034482758620689655,0.14285714285714285,1.0,0.1111111111111111,,,,,,,,,,0.16666666666666666,1.0,,1.0,,,2.0,1.0,1.0,,1.0,,,,0.1,0.125,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626220,1610612762,Royce O'Neale,Royce O'Neale,1626220,UTA,14920.0,249,-15,471,476,133.0,109.0,44,947,3.0,8.0,,2.0,7.0,15.0,1.0,7.0,3.0,10.0,10.0,22.0,39.0,587,2.0,4.0,3.0,10.0,15.0,4.0,30.0,15.0,7.0,19.0,15.0,35.0,38.0,5.0,,13.0,9.0,15.0,130.0,1.0,0.45454545454545453,0.3,0.45454545454545453,0.3,0.5,0.5625,0.4642857142857143,0.5571428571428572,0.5,0.6875,9.266409266409267,0.38461538461538464,0.12396694214876033,0.18811881188118812,0.15315315315315314,0.043478260869565216,0.23529411764705882,0.20253164556962025,0.25,0.375,0.375,0.0625,,,0.46875,0.4666666666666667,0.4666666666666667,1.0,0.5,0.14285714285714285,0.9375,0.4666666666666667,0.521340625,0.5352964285714286,0.38461538461538464,3.1399999999999997,25.24545454545455,0.2823779193205945,9.0,19.0,6.0,48.0,1.0,1.0,2.0,4.0,7.0,3.0,,,1.0,2.0,,,2.0,2.0,2.0,2.0,,3.0,9.0,9.0,8.0,7.0,25.0,,0.3333333333333333,0.5,,0.5,0.5,0.5,,0.019230769230769232,0.014705882352941176,0.02127659574468085,0.3333333333333333,0.21875,0.5,1.0,,,,0.2857142857142857,0.5,0.21428571428571427,0.51465,0.05128205128205128,3.0,1.0,10.0,5.0,6.0,6.0,3.0,2.0,2.0,2.0,0.1,,0.12195121951219512,0.08571428571428572,0.23076923076923078,,3.0,,2.0,False,3.0,,5.0,,,,,0.42857142857142855,0.42857142857142855,1.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,4.0,1.0,0.5,0.2,0.01,0.023809523809523808,0.013513513513513514,0.13636363636363635,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627777,1610612762,Georges Niang,Georges Niang,1627777,UTA,6846.0,114,8,220,221,62.0,46.0,21,441,2.0,4.0,6.0,9.0,4.0,12.0,2.0,2.0,10.0,15.0,12.0,29.0,58.0,272,3.0,4.0,3.0,4.0,15.0,2.0,36.0,12.0,4.0,6.0,5.0,11.0,15.0,,,2.0,2.0,15.0,62.0,1.0,0.41379310344827586,0.75,0.41379310344827586,0.6666666666666666,0.75,0.6363636363636364,0.9375,0.6444444444444445,0.9375,0.6590909090909091,19.10569105691057,,0.08620689655172414,0.13043478260869565,0.10576923076923077,0.05555555555555555,0.1111111111111111,0.1282051282051282,0.09090909090909091,0.5,0.6666666666666666,0.20454545454545456,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.25,1.0,0.75,0.3333333333333333,0.5264261363636364,0.56083125,0.25862068965517243,7.6866666666666665,24.18965517241379,0.2818181818181818,2.0,4.0,1.0,10.0,1.0,1.0,2.0,2.0,17.0,2.0,,2.0,1.0,1.0,,4.0,2.0,18.0,,,1.0,4.0,,,2.0,6.0,9.0,,0.9,0.9,,1.0,0.2,0.2,0.125,,0.03296703296703297,,0.5,0.38636363636363635,0.2,1.0,0.4,,,0.25,1.0,0.25,0.47445,0.034482758620689655,2.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,0.06666666666666667,0.25,0.09090909090909091,0.022222222222222223,0.0625,2.0,,0.045454545454545456,2.0,False,8.0,,1.0,,,1.0,1.0,0.47058823529411764,0.5,1.0,1.0,,1.0,3.0,,,,1.0,1.0,1.0,,,,,0.05555555555555555,,,0.14285714285714285,0.5,2.0,2.0,1.0,2.0,1.0,0.034482758620689655,0.058823529411764705,0.23076923076923078,0.10526315789473684,1.0,1.0,1.0,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,
1628396,1610612762,Tony Bradley,Tony Bradley,1628396,UTA,2902.0,48,19,90,88,15.0,19.0,13,178,2.0,7.0,,2.0,,,,,2.0,9.0,,,9.0,85,,,,,,,,,,6.0,6.0,13.0,23.0,1.0,1.0,4.0,6.0,,15.0,,,,,0.2222222222222222,,0.2222222222222222,,0.375,,,14.814814814814813,0.25,0.20689655172413793,0.3,0.24489795918367346,0.23076923076923078,0.4,0.25,0.7777777777777778,0.2857142857142857,0.4,0.2222222222222222,,,,,,,,,0.7777777777777778,,0.49050000000000005,,,2.611111111111111,,0.16666666666666666,1.0,1.0,1.0,2.0,,3.0,,,,,,,,3.0,,,1.0,4.0,,5.0,,10.0,2.0,1.0,3.0,3.0,4.0,,1.0,1.0,,,,0.125,,0.23809523809523808,0.20833333333333334,0.3333333333333333,1.0,,1.0,,,,,,,,0.5107,0.1111111111111111,5.0,4.0,,,,7.0,4.0,2.0,1.0,2.0,0.4444444444444444,0.2857142857142857,0.09090909090909091,0.3333333333333333,0.3333333333333333,,,,,False,,1.0,,,,2.0,1.0,,,,,,,5.0,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,0.18518518518518517,0.16666666666666666,0.18181818181818182,0.5,,,,,1.0,,,,0.2,0.3333333333333333,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
204060,1610612762,Joe Ingles,Joe Ingles,204060,UTA,14058.0,234,40,445,442,108.0,107.0,43,887,5.0,9.0,3.0,5.0,11.0,34.0,1.0,5.0,8.0,14.0,14.0,40.0,64.0,504,2.0,3.0,2.0,7.0,14.0,10.0,36.0,34.0,11.0,7.0,16.0,23.0,24.0,1.0,,4.0,11.0,14.0,105.0,0.8571428571428571,0.35,0.2857142857142857,0.35,0.5714285714285714,0.6666666666666666,0.5370370370370371,0.5,0.5614035087719298,0.5833333333333334,0.7407407407407407,12.323232323232324,0.25,0.13008130081300814,0.07692307692307693,0.10747663551401869,0.2127659574468085,0.03225806451612903,0.06944444444444445,0.16666666666666666,0.5555555555555556,0.5555555555555556,0.09259259259259259,0.6,0.6,0.6296296296296297,0.3235294117647059,0.3235294117647059,0.8181818181818182,0.5,0.2,0.9074074074074074,0.3235294117647059,0.5396222222222222,0.5402850000000001,0.21875,2.935714285714286,25.805,0.24269662921348314,20.0,33.0,18.0,79.0,,1.0,2.0,2.0,6.0,2.0,,,1.0,2.0,2.0,2.0,8.0,6.0,,1.0,,1.0,4.0,4.0,3.0,2.0,15.0,,0.375,0.375,1.0,0.5,1.0,1.0,,0.009523809523809525,0.004975124378109453,0.02040816326530612,0.2,0.1111111111111111,0.25,,,,,0.2,1.0,0.2,0.4924166666666667,0.125,6.0,,13.0,5.0,,6.0,2.0,,,1.0,,,0.1111111111111111,0.03571428571428571,0.125,,2.0,,2.0,False,3.0,,8.0,,,1.0,1.0,0.5,0.5,1.0,1.0,4.0,2.0,,,1.0,,,,,1.0,,,,,,,0.10526315789473684,0.5,,2.0,,,,,,,,0.6666666666666666,,,,0.5,,,,,2.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
203497,1610612762,Rudy Gobert,Rudy Gobert,203497,UTA,16219.0,270,26,516,521,148.0,122.0,50,1037,47.0,65.0,1.0,9.0,,,,,48.0,74.0,,,118.0,628,11.0,18.0,,,32.0,14.0,,,,24.0,29.0,56.0,80.0,4.0,1.0,9.0,35.0,32.0,145.0,,,,,0.6486486486486487,0.6111111111111112,0.6486486486486487,0.6111111111111112,0.6413043478260869,0.5925925925925926,,17.75043936731107,0.4444444444444444,0.22137404580152673,0.22018348623853212,0.22083333333333333,0.2391304347826087,0.17073170731707318,0.2247191011235955,0.8783783783783784,0.7230769230769231,0.7833333333333333,0.12162162162162163,0.1111111111111111,0.16666666666666666,,,,,,,0.8783783783783784,,0.571672972972973,0.5472444444444444,0.2711864406779661,2.1635135135135135,,0.2868217054263566,5.0,8.0,2.0,19.0,10.0,17.0,10.0,14.0,,,,,11.0,20.0,,,25.0,82.0,12.0,11.0,1.0,24.0,4.0,3.0,5.0,12.0,26.0,,0.8541666666666666,0.9761904761904762,,0.55,0.55,0.5434782608695652,0.07142857142857142,0.09821428571428571,0.10599078341013825,0.08333333333333333,0.8723404255319149,,0.85,0.5882352941176471,,,,0.7777777777777778,0.7142857142857143,,0.5394066666666667,0.211864406779661,22.0,8.0,3.0,2.0,,42.0,17.0,10.0,5.0,10.0,0.10810810810810811,0.07692307692307693,0.25,0.2,0.2,,2.0,,2.0,False,,3.0,1.0,1.0,,6.0,0.6,,,,,10.0,2.0,12.0,3.0,3.0,,,,1.0,3.0,6.0,0.3333333333333333,0.42857142857142855,0.11428571428571428,0.10638297872340426,0.07894736842105263,0.2,,,,,1.0,,,,0.20689655172413793,0.05555555555555555,,,,,,1.0,,6.0,5.0,,,1.0,,7.0,,,7.0,,,1.0,0.11764705882352941,0.4,,,,,
