EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Usage,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,DefTwoPtRebounds,DefRebounds,Rebounds,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,ShortMidRangeFrequency,Arc3Frequency,PenaltyArc3Frequency,Avg3ptShotDistance,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,FtPoints,PenaltyFtPoints,DefThreePtRebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,DefThreePtReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,Corner3Frequency,PenaltyCorner3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,OffRebounds,SelfOReb,Steals,LostBallSteals,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceFtPoints,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Charge Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,BlocksRecoveredPct,DefAtRimReboundPct,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LiveBallTurnovers,LostBallTurnovers,LiveBallTurnoverPct,Corner3FGM,FG3M,PtsAssisted3s,ShortMidRangeAssists,BadPassSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,ThreePtAssists,Corner3Assists,DefArc3ReboundPct,ShortMidRangePctAssisted,StepOutOfBoundsTurnovers,Technical Free Throw Trips,on,Arc3FGM,PenaltyArc3FGM,PenaltyFG3M,NonHeaveArc3FGM,Arc3Assists,BadPassTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,PenaltyFg3Pct,OffLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,Fg2aBlocked,LongMidRangeAssists,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,Travels,BlockedAtRim,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3A,Fg3aBlocked,Loose Ball Fouls,Offensive Fouls,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffArc3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,PtsUnassisted3s,HeaveAttempts,LostBallOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,FTOffRebounds,Charge Fouls Drawn,OffFTReboundPct
1626153,1610612742,Delon Wright,Delon Wright,1626153,DAL,528.0,9,-14.0,20,20,13.0,16.0,2.0,40,2.0,2.0,1.0,1.0,2.0,2.0,4.0,31,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,13.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,9.090909090909092,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.53445,0.5726,0.5,2.25,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626246,1610612742,Boban Marjanovic,Boban Marjanovic,1626246,DAL,382.0,6,-12.0,14,15,13.0,11.0,,29,,,,,,1.0,,20,,1.0,,,,1.0,1.0,1.0,2.0,,13.0,,,,,,,,,14.285714285714285,,,,,,,0.5,0.450825,0.450825,,12.7,0.9285714285714286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.2,1.0,0.5,0.5,0.5,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628382,1610612742,Justin Jackson,Justin Jackson,1628382,DAL,952.0,16,-23.0,35,35,17.0,17.0,3.0,70,1.0,1.0,1.0,1.0,1.0,3.0,4.0,52,1.0,2.0,3.0,2.0,,,,,,3.0,17.0,1.0,1.0,0.3333333333333333,0.5,0.16666666666666666,0.25,0.25,0.3,21.05263157894737,0.16666666666666666,1.0,1.0,1.0,0.25,1.0,0.6666666666666666,0.4973583333333333,0.5187375000000001,0.75,7.533333333333334,0.4857142857142857,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.5,0.3333333333333333,0.3333333333333333,0.25,0.16666666666666666,0.3333333333333333,0.25,24.900000000000002,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.3333333333333333,1.0,0.5,0.16666666666666666,0.16666666666666666,0.25,0.25,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628499,1610612742,Antonius Cleveland,Antonius Cleveland,1628499,DAL,546.0,9,-7.0,20,20,15.0,16.0,2.0,40,2.0,4.0,1.0,3.0,2.0,5.0,4.0,23,1.0,4.0,2.0,2.0,2.0,,,,,2.0,15.0,0.5,1.0,0.4,0.25,0.4,0.25,0.4,0.25,22.727272727272727,0.8,0.5,0.5,0.5,0.75,0.3333333333333333,0.8,0.47780000000000006,0.4069,0.5,4.8,0.75,1.0,,,,,,,,1.0,,,,,0.2,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.09090909090909091,0.5,0.3333333333333333,1.0,1.0,0.493,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629729,1610612742,Josh Reaves,Josh Reaves,1629729,DAL,546.0,9,-7.0,20,20,15.0,16.0,2.0,40,1.0,1.0,1.0,1.0,1.0,2.0,4.0,23,1.0,2.0,4.0,,2.0,1.0,1.0,1.0,2.0,4.0,15.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,22.727272727272727,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,0.6666666666666666,0.4819166666666667,0.4819166666666667,1.0,8.8,0.75,,,,1.0,1.0,,1.0,2.0,2.0,0.3333333333333333,0.2,0.2857142857142857,0.3333333333333333,,,,23.9,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,,0.5,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203077,1610612742,Michael Kidd-Gilchrist,Michael Kidd-Gilchrist,203077,DAL,372.0,6,,12,13,4.0,5.0,2.0,25,,,,,,1.0,,11,,,,,,,,,,,4.0,,,,,,,,,7.142857142857142,,,,,,,,0.3865,,,6.6,0.3333333333333333,1.0,,,,,,1.0,1.0,1.0,,0.2,0.2,,1.0,,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203504,1610612742,Trey Burke,Trey Burke,203504,DAL,95.0,2,-6.0,3,4,,,,7,,,,,1.0,2.0,2.0,8,,,,,2.0,,,,,,,,,0.5,,0.5,,0.5,,66.66666666666667,,,,,,,,0.39425,,,12.15,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203552,1610612742,Seth Curry,Seth Curry,203552,DAL,220.0,4,-8.0,8,8,,,,16,,,,,,1.0,,17,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,0.3985,,,20.8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627827,1610612742,Dorian Finney-Smith,Dorian Finney-Smith,1627827,DAL,311.0,5,-10.0,12,11,2.0,1.0,1.0,23,,,,,,,3.0,21,,,,,,1.0,1.0,,2.0,,2.0,,,,,1.5,,1.5,,7.692307692307692,,,,,,,1.0,0.6048,,,,0.16666666666666666,,,,1.0,,,,,,1.0,,,,,,,23.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628467,1610612742,Maxi Kleber,Maxi Kleber,1628467,DAL,311.0,5,-10.0,12,11,2.0,1.0,1.0,23,,,,,1.0,1.0,5.0,21,,,1.0,2.0,,,1.0,,3.0,1.0,2.0,1.0,1.0,1.0,,0.5,,0.625,0.5,30.769230769230766,,,,,,,0.5,0.427475,,0.2,4.3,0.16666666666666666,1.0,1.0,,1.0,,1.0,1.0,2.0,2.0,0.5,1.0,1.0,1.0,0.5,0.5,,25.3,,,,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,0.3333333333333333,0.5,,,,,1.0,,,,,,,,,,0.5,,,,,,,,0.2,1.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
